time,BCC-CSM2-MR,FGOALS-F3-L,NORESM2-MM,CANESM5,GFDL-ESM4,MPI-ESM1-2-HR,ACCESS-CM2,MRI-ESM2-0,IPSL-CM6A-LR,CESM2,CAMS-CSM1-0,CESM2-WACCM,EC-EARTH3,EC-EARTH3-VEG,INM-CM4-8,INM-CM5-0,ACCESS-ESM1-5
2016.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0
2017.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0
2018.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0
2019.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0
2020.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0
2021.0,104747590000.0,104669120000.0,104635500000.0,104675570000.0,104671370000.0,104745770000.0,104680540000.0,104617870000.0,104632850000.0,104688165000.0,104634700000.0,104674530000.0,104654900000.0,104666770000.0,104662040000.0,104680090000.0,104669430000.0
2022.0,104751150000.0,104602460000.0,104588260000.0,104628080000.0,104595820000.0,104661975000.0,104703630000.0,104823820000.0,104585760000.0,104587120000.0,104626135000.0,104838200000.0,104583520000.0,104603206000.0,104619110000.0,104638830000.0,104600625000.0
2023.0,104634230000.0,104662350000.0,104567366000.0,104615330000.0,104584405000.0,104683020000.0,104648870000.0,104645090000.0,104518450000.0,104531280000.0,104584360000.0,105946550000.0,104504520000.0,104544450000.0,104680170000.0,104559800000.0,104532580000.0
2024.0,104870760000.0,104543130000.0,104697880000.0,104983440000.0,104668050000.0,104669045000.0,104896360000.0,104685320000.0,104498220000.0,104499330000.0,104531690000.0,104988870000.0,104440136000.0,104470090000.0,104585730000.0,104510520000.0,104523440000.0
2025.0,104644320000.0,104497410000.0,104555430000.0,104621785000.0,104608640000.0,104568060000.0,105069700000.0,104508620000.0,104432030000.0,104532190000.0,104717480000.0,104792810000.0,104355520000.0,104421286000.0,104526440000.0,104484460000.0,104431575000.0
2026.0,104549950000.0,104473166000.0,104502370000.0,104507470000.0,104564970000.0,104714410000.0,104696240000.0,104468190000.0,104377600000.0,104479840000.0,104523130000.0,104619830000.0,104282260000.0,104370990000.0,104453810000.0,104432740000.0,104393360000.0
2027.0,104514040000.0,104423980000.0,104452010000.0,104467920000.0,104591540000.0,104660110000.0,104543200000.0,104439005000.0,104338550000.0,104441995000.0,104593430000.0,104561720000.0,104206550000.0,104302090000.0,104425780000.0,104370020000.0,104339775000.0
2028.0,104462820000.0,104391500000.0,104407670000.0,104462030000.0,104517380000.0,104560150000.0,104482720000.0,104414040000.0,104289880000.0,104391890000.0,104528220000.0,104520370000.0,104097120000.0,104238810000.0,104396000000.0,104352070000.0,104286410000.0
2029.0,104447790000.0,104357000000.0,104368914000.0,104399266000.0,104540010000.0,104495940000.0,104472700000.0,104344100000.0,104225210000.0,104338070000.0,104470905000.0,104564800000.0,104004580000.0,104188130000.0,104384360000.0,104327620000.0,104220344000.0
2030.0,104401010000.0,104310690000.0,104336420000.0,104349640000.0,104431256000.0,104544264000.0,104386036000.0,104329310000.0,104183160000.0,104283740000.0,104369400000.0,104469774000.0,103907290000.0,104107110000.0,104329620000.0,104270400000.0,104227020000.0
2031.0,104364690000.0,104304640000.0,104272710000.0,104291340000.0,104376230000.0,104429050000.0,104382095000.0,104220025000.0,104115950000.0,104232034000.0,104315855000.0,104432890000.0,103803490000.0,104017460000.0,104373110000.0,104216910000.0,104179220000.0
2032.0,104297320000.0,104219040000.0,104270774000.0,104234330000.0,104342820000.0,104411590000.0,104378070000.0,104164300000.0,104134120000.0,104173280000.0,104257540000.0,104341280000.0,103793310000.0,103916630000.0,104240560000.0,104154170000.0,104088080000.0
2033.0,104209530000.0,104173600000.0,104369460000.0,104134970000.0,104380610000.0,104393410000.0,104363000000.0,104462520000.0,104060486000.0,104095910000.0,104257560000.0,104402070000.0,103691490000.0,103919470000.0,104184080000.0,104173190000.0,104060390000.0
2034.0,104188640000.0,104367645000.0,104179930000.0,104074486000.0,104238965000.0,104288305000.0,104253570000.0,104110350000.0,104043050000.0,104024610000.0,104166640000.0,104303305000.0,103537080000.0,103806600000.0,104133020000.0,104067010000.0,103996280000.0
2035.0,104139640000.0,104101570000.0,104129850000.0,104024515000.0,104195820000.0,104250155000.0,104260665000.0,104026800000.0,103939480000.0,103964434000.0,104197480000.0,104238970000.0,103367110000.0,103737130000.0,104102126000.0,104023700000.0,104152470000.0
2036.0,104072910000.0,104070710000.0,104096555000.0,103921890000.0,104177130000.0,104188370000.0,104191710000.0,103985840000.0,103845405000.0,103878340000.0,104126850000.0,104165220000.0,103180026000.0,103795340000.0,104052860000.0,104009830000.0,103908270000.0
2037.0,104012710000.0,104000954000.0,104097550000.0,103807910000.0,104159896000.0,104340330000.0,104192620000.0,103923060000.0,103857640000.0,103835740000.0,104080080000.0,104052910000.0,103039540000.0,103552800000.0,103983490000.0,103937200000.0,104024040000.0
2038.0,103924695000.0,103939060000.0,103963180000.0,103729060000.0,104062270000.0,104213910000.0,104158080000.0,103826416000.0,104018030000.0,103701350000.0,104097150000.0,103974970000.0,102895050000.0,103498560000.0,103941680000.0,103926500000.0,103864295000.0
2039.0,103885190000.0,103849690000.0,103889830000.0,103662830000.0,103974625000.0,104069770000.0,104022900000.0,103709740000.0,103768910000.0,103560724000.0,104037100000.0,104132540000.0,102624166000.0,103486530000.0,103873600000.0,103816810000.0,103926860000.0
2040.0,103816250000.0,103803190000.0,103860700000.0,103537200000.0,103928680000.0,103982560000.0,103947166000.0,103680745000.0,103628530000.0,103440500000.0,103946940000.0,103916540000.0,102505595000.0,103341200000.0,103955220000.0,103745140000.0,103821885000.0
2041.0,103768860000.0,104071620000.0,103753820000.0,103430530000.0,104172460000.0,103915310000.0,103854120000.0,103681220000.0,103534264000.0,103328030000.0,103931110000.0,103772365000.0,102304210000.0,103279034000.0,103776805000.0,103654620000.0,103673210000.0
2042.0,103882620000.0,104003000000.0,103695400000.0,103361800000.0,103929520000.0,103811730000.0,103795790000.0,103543180000.0,103501955000.0,103162020000.0,103975030000.0,103683560000.0,102095900000.0,103160280000.0,103758630000.0,103548930000.0,103576000000.0
2043.0,103680700000.0,103764935000.0,103553510000.0,103224320000.0,103804535000.0,103741660000.0,103720124000.0,103401456000.0,103421570000.0,103299460000.0,103805820000.0,103644240000.0,101871040000.0,103049040000.0,103706560000.0,103542930000.0,103710474000.0
2044.0,103672955000.0,103632970000.0,103454350000.0,103104830000.0,103734380000.0,103697300000.0,103584326000.0,103305280000.0,103281530000.0,103024900000.0,103778480000.0,103650060000.0,101581770000.0,102919430000.0,103631135000.0,103443186000.0,103450480000.0
2045.0,104621900000.0,103501010000.0,103417720000.0,102983115000.0,103679480000.0,103609700000.0,103516996000.0,103259510000.0,103153770000.0,102874360000.0,103688544000.0,103461620000.0,101408550000.0,102835560000.0,103573360000.0,103425720000.0,103349800000.0
2046.0,103636830000.0,103402136000.0,103326470000.0,102951360000.0,103616680000.0,103584280000.0,103412260000.0,103249880000.0,103145620000.0,102720406000.0,103605040000.0,103344970000.0,101170660000.0,102757370000.0,103443750000.0,103310560000.0,103219040000.0
2047.0,104022700000.0,103450714000.0,103249355000.0,102806970000.0,103545030000.0,103526720000.0,103320110000.0,103193190000.0,102989880000.0,102761810000.0,103582790000.0,103218780000.0,100827630000.0,102551290000.0,103403450000.0,103182330000.0,103157550000.0
2048.0,103465790000.0,103260220000.0,103520020000.0,102705470000.0,103520100000.0,103407260000.0,103152030000.0,103094936000.0,102874120000.0,102489660000.0,103474990000.0,103255930000.0,100489445000.0,102586450000.0,103311606000.0,103253170000.0,103063470000.0
2049.0,103375470000.0,103154210000.0,103146275000.0,102581180000.0,103605860000.0,103585220000.0,103094920000.0,102942230000.0,102723240000.0,102314800000.0,103462160000.0,103056310000.0,100340515000.0,102371475000.0,103245870000.0,103097570000.0,103262320000.0
2050.0,103269680000.0,103066750000.0,103032046000.0,102541270000.0,103396290000.0,103310830000.0,103013384000.0,102805740000.0,102611130000.0,102068085000.0,103380386000.0,102970360000.0,100056510000.0,102275520000.0,103126670000.0,103032350000.0,102998880000.0
2051.0,103116390000.0,102955700000.0,102876010000.0,102319440000.0,103270646000.0,103217800000.0,102875780000.0,102741110000.0,102676250000.0,101930260000.0,103388220000.0,102823470000.0,99795200000.0,102145320000.0,103001730000.0,102949380000.0,102792750000.0
2052.0,103052150000.0,102937590000.0,103166984000.0,102287950000.0,103177900000.0,103221330000.0,102809300000.0,102591750000.0,102353535000.0,101694850000.0,103231680000.0,102705380000.0,99519400000.0,102011010000.0,102955745000.0,102862650000.0,102706220000.0
2053.0,103023100000.0,102811480000.0,102845340000.0,102119890000.0,103084425000.0,103148340000.0,102661970000.0,102557360000.0,102359060000.0,101555230000.0,103204410000.0,102707240000.0,99223300000.0,101938650000.0,102847590000.0,102748860000.0,102615890000.0
2054.0,102862060000.0,102671480000.0,102807750000.0,102026190000.0,102998690000.0,103065850000.0,102564086000.0,102450480000.0,102149620000.0,101219930000.0,103045070000.0,102550135000.0,98905555000.0,101827680000.0,102763050000.0,102622790000.0,102549280000.0
2055.0,102783290000.0,102576530000.0,102680380000.0,101816120000.0,102975340000.0,103016735000.0,102396985000.0,102313900000.0,102562420000.0,101044880000.0,103297335000.0,102316786000.0,98745430000.0,101672360000.0,102675100000.0,102593760000.0,102532645000.0
2056.0,102633690000.0,102561470000.0,102547660000.0,101650690000.0,102978450000.0,102902720000.0,102335350000.0,102139120000.0,102043100000.0,100829850000.0,103187230000.0,102147740000.0,98562780000.0,101615850000.0,102534710000.0,102476990000.0,102465550000.0
2057.0,102729210000.0,102353080000.0,102412075000.0,101429660000.0,102822404000.0,102808160000.0,102100900000.0,102763454000.0,101884140000.0,100605120000.0,102964140000.0,102157940000.0,98251900000.0,101466120000.0,102425534000.0,102353350000.0,102268070000.0
2058.0,102581180000.0,102296820000.0,102302770000.0,101223450000.0,102682120000.0,102728330000.0,102066530000.0,102136390000.0,101876670000.0,100602770000.0,102785720000.0,101939030000.0,97907290000.0,101585070000.0,102676816000.0,102180545000.0,102155936000.0
2059.0,102569435000.0,102229330000.0,102181300000.0,101114730000.0,102594430000.0,102659830000.0,101933244000.0,102117640000.0,101578360000.0,100208970000.0,102799840000.0,101736810000.0,97670490000.0,101164250000.0,102294380000.0,102052290000.0,101979160000.0
2060.0,102867345000.0,102130950000.0,102023635000.0,100841320000.0,102590560000.0,102563865000.0,101808690000.0,101941380000.0,101390330000.0,100092080000.0,102563870000.0,101610380000.0,97407270000.0,101003960000.0,102175350000.0,101915296000.0,101863140000.0
2061.0,102353360000.0,101958430000.0,101898810000.0,100612070000.0,102417875000.0,102471830000.0,101647990000.0,101695490000.0,101102450000.0,99544050000.0,102425930000.0,101461350000.0,97071920000.0,100734130000.0,102025420000.0,101805050000.0,102269870000.0
2062.0,102152550000.0,101844760000.0,101816030000.0,100401455000.0,102241020000.0,102307380000.0,101745760000.0,101475975000.0,100911450000.0,99189850000.0,102332910000.0,101394800000.0,96837310000.0,100685620000.0,101931024000.0,101855810000.0,102180610000.0
2063.0,102055780000.0,101802480000.0,101661925000.0,100228810000.0,102136690000.0,102259660000.0,101389520000.0,101302310000.0,100881980000.0,98897215000.0,102354980000.0,101115330000.0,96550630000.0,100416676000.0,101812630000.0,101621750000.0,101789240000.0
2064.0,101890310000.0,101588110000.0,101563286000.0,100227360000.0,102058830000.0,102183990000.0,101301770000.0,101575836000.0,100673680000.0,98505530000.0,102341010000.0,100924360000.0,96244900000.0,100182820000.0,101722190000.0,101492310000.0,101537010000.0
2065.0,101823720000.0,101542450000.0,101510990000.0,101922370000.0,101925450000.0,102194110000.0,101259190000.0,101098955000.0,100455604000.0,98237960000.0,102179770000.0,101142840000.0,95855985000.0,100013320000.0,101577500000.0,101880750000.0,101512600000.0
2066.0,101635100000.0,101403900000.0,101394660000.0,99936910000.0,101881800000.0,101973370000.0,100980466000.0,100908330000.0,100304765000.0,97927910000.0,102042940000.0,100498260000.0,95705480000.0,99756760000.0,101407515000.0,101345770000.0,101319130000.0
2067.0,101554930000.0,101357650000.0,101283470000.0,99697910000.0,101920430000.0,101984625000.0,100778795000.0,100770234000.0,100165930000.0,97656000000.0,101996100000.0,100220970000.0,95278570000.0,99568080000.0,101249300000.0,101177740000.0,101117166000.0
2068.0,101500960000.0,101188300000.0,101155620000.0,99460590000.0,101714970000.0,101967350000.0,100656660000.0,100625540000.0,99971750000.0,97281430000.0,101797130000.0,99928400000.0,94862150000.0,99287770000.0,101124870000.0,101070250000.0,100988270000.0
2069.0,101291590000.0,101012050000.0,100980790000.0,99153440000.0,101695170000.0,101769450000.0,100737204000.0,100457110000.0,99805610000.0,96974350000.0,101713070000.0,99664180000.0,94545420000.0,99067360000.0,100995220000.0,100918400000.0,100903850000.0
2070.0,101128135000.0,100917944000.0,100849630000.0,99088785000.0,101719564000.0,101835060000.0,100226920000.0,100272930000.0,99702190000.0,96878790000.0,101640420000.0,99334410000.0,94222070000.0,98865310000.0,100871225000.0,100738110000.0,101064450000.0
2071.0,101037440000.0,100738195000.0,100683200000.0,99095450000.0,101667530000.0,101643170000.0,100140420000.0,100107354000.0,99485704000.0,97784816000.0,101593460000.0,99276610000.0,93809560000.0,98608770000.0,100958890000.0,100528480000.0,100897030000.0
2072.0,101559360000.0,100733166000.0,100460710000.0,98784756000.0,101462835000.0,101498360000.0,99909935000.0,99909090000.0,99197220000.0,96282804000.0,101512500000.0,99112560000.0,93342710000.0,98429010000.0,100664670000.0,100431340000.0,100640760000.0
2073.0,100935130000.0,100467830000.0,100314505000.0,98598355000.0,101300980000.0,101348270000.0,99807216000.0,99703350000.0,99027740000.0,96088700000.0,101413460000.0,98800060000.0,92918160000.0,98235830000.0,100470540000.0,100288010000.0,100436540000.0
2074.0,100738480000.0,100293650000.0,100130430000.0,98361170000.0,101211636000.0,101604670000.0,99785320000.0,99640640000.0,98880390000.0,95739890000.0,101279860000.0,98406060000.0,92560110000.0,97894030000.0,100298240000.0,100129170000.0,100421575000.0
2075.0,100654620000.0,100404200000.0,100005980000.0,98091930000.0,101146665000.0,101152465000.0,99428794000.0,99507446000.0,98636850000.0,95360300000.0,101134480000.0,99009820000.0,92190786000.0,97740055000.0,100153926000.0,99984290000.0,100226000000.0
2076.0,100489855000.0,100998730000.0,99858220000.0,97760130000.0,100975860000.0,101026160000.0,99518240000.0,100974830000.0,98753540000.0,94694910000.0,101208810000.0,99083180000.0,91720410000.0,97673320000.0,100008060000.0,99810250000.0,100281160000.0
2077.0,100304010000.0,100201660000.0,99729460000.0,97522310000.0,100949950000.0,101047100000.0,99207020000.0,99875470000.0,98357354000.0,94452924000.0,100961520000.0,98094330000.0,91249730000.0,97484090000.0,99865440000.0,99650240000.0,99923670000.0
2078.0,100272710000.0,99938976000.0,99540810000.0,97273090000.0,100842490000.0,100925180000.0,99019740000.0,99885375000.0,98110720000.0,94194926000.0,100860410000.0,98566600000.0,90893360000.0,97094170000.0,99790960000.0,99530090000.0,100336770000.0
2079.0,100036714000.0,99806585000.0,99519950000.0,97065120000.0,100703250000.0,100787720000.0,98721540000.0,99265740000.0,97980610000.0,93973430000.0,100800520000.0,97479010000.0,90618030000.0,96947300000.0,99604990000.0,99674380000.0,99744140000.0
2080.0,100062230000.0,99653450000.0,99299300000.0,96790820000.0,100590084000.0,100577000000.0,98463090000.0,99503890000.0,98233880000.0,93515490000.0,100627640000.0,97160350000.0,90061955000.0,96709435000.0,99443470000.0,99365610000.0,99569400000.0
2081.0,99742550000.0,99818906000.0,99272290000.0,96919190000.0,100426720000.0,100436206000.0,98228770000.0,99034240000.0,97633820000.0,93108490000.0,100570145000.0,96924934000.0,89657040000.0,96365330000.0,99281770000.0,99184040000.0,99383360000.0
2082.0,99560330000.0,99896220000.0,99171920000.0,96433980000.0,100338290000.0,100723590000.0,97997600000.0,98877700000.0,97658980000.0,92684220000.0,101096080000.0,96752165000.0,89295830000.0,96108460000.0,99182030000.0,99021810000.0,99478000000.0
2083.0,101358220000.0,99351620000.0,98986630000.0,96191414000.0,100182690000.0,100169196000.0,98434744000.0,98725480000.0,97243930000.0,92811360000.0,100355550000.0,96632190000.0,89050820000.0,96507535000.0,99012800000.0,98937010000.0,99230390000.0
2084.0,99326616000.0,99190650000.0,98852620000.0,96004055000.0,100031530000.0,100129540000.0,97855046000.0,98488190000.0,96920740000.0,92788556000.0,100223600000.0,96164710000.0,88493015000.0,95749070000.0,98859940000.0,98755440000.0,99277440000.0
2085.0,99210985000.0,99235180000.0,98668790000.0,95716040000.0,99990405000.0,100141120000.0,97528775000.0,98320840000.0,96709670000.0,92065235000.0,100081160000.0,95891480000.0,88178730000.0,95606670000.0,98796480000.0,98559295000.0,99235240000.0
2086.0,99112300000.0,98882310000.0,98506360000.0,95536120000.0,99777490000.0,100008930000.0,97321100000.0,98302360000.0,96484770000.0,91849650000.0,99990310000.0,95701370000.0,87750000000.0,95536580000.0,98572200000.0,98455260000.0,98801300000.0
2087.0,98833890000.0,99136225000.0,98384950000.0,95255990000.0,99709650000.0,99973595000.0,97333700000.0,97991780000.0,96387100000.0,91241520000.0,99959160000.0,95276470000.0,87312320000.0,95494120000.0,98346390000.0,98224340000.0,98630970000.0
2088.0,98656490000.0,98665410000.0,98199920000.0,94982275000.0,99491774000.0,99669470000.0,97046150000.0,97949220000.0,96079850000.0,90767880000.0,99927210000.0,94906786000.0,86825330000.0,95036514000.0,98241400000.0,98111860000.0,98422374000.0
2089.0,98428010000.0,98461090000.0,98081460000.0,94987440000.0,99371010000.0,99413100000.0,96811620000.0,98169800000.0,95881820000.0,90850960000.0,99733050000.0,94383920000.0,86394790000.0,94680740000.0,98098960000.0,97955865000.0,98273346000.0
2090.0,98334065000.0,98353570000.0,98113815000.0,94782956000.0,99186180000.0,99313110000.0,96628990000.0,97669670000.0,95510490000.0,89982920000.0,99706270000.0,94014980000.0,86092186000.0,94340710000.0,97889970000.0,97854505000.0,98285410000.0
2091.0,98687250000.0,98093280000.0,97881190000.0,94519330000.0,98979470000.0,99160540000.0,96609214000.0,97842830000.0,95238275000.0,90330300000.0,99444790000.0,95013840000.0,85958120000.0,94077805000.0,97726340000.0,97617640000.0,98105434000.0
2092.0,98054550000.0,98059300000.0,97666010000.0,94358120000.0,98838100000.0,99136620000.0,96183520000.0,97432520000.0,95104080000.0,89275360000.0,99351300000.0,93303005000.0,85421740000.0,93945840000.0,97548030000.0,97452760000.0,99147940000.0
2093.0,97915680000.0,97789490000.0,97598800000.0,94090480000.0,98917950000.0,98881350000.0,95998150000.0,97191485000.0,94885724000.0,88706840000.0,99517850000.0,93884965000.0,84998800000.0,93737820000.0,97447890000.0,97354890000.0,97757620000.0
2094.0,97664900000.0,97940636000.0,97447950000.0,94302350000.0,98767690000.0,98786664000.0,95772990000.0,97314550000.0,95087820000.0,88234570000.0,99084394000.0,92850864000.0,84452114000.0,93438270000.0,97350330000.0,97248200000.0,97625870000.0
2095.0,97768480000.0,97551060000.0,97204020000.0,93884420000.0,98903400000.0,98673420000.0,95497250000.0,97699365000.0,94588640000.0,87618050000.0,98928290000.0,92249210000.0,84061995000.0,93170880000.0,98029880000.0,97071110000.0,97401880000.0
2096.0,98114126000.0,97442546000.0,97125245000.0,93391020000.0,98507910000.0,98812000000.0,95197730000.0,97414020000.0,94230350000.0,87252710000.0,98960150000.0,91973300000.0,83758965000.0,92926560000.0,97193394000.0,96931095000.0,97621350000.0
2097.0,97493470000.0,97679300000.0,96904120000.0,93183450000.0,98619580000.0,98432150000.0,95014390000.0,96913740000.0,94077560000.0,86941780000.0,98866364000.0,91974350000.0,83727240000.0,92635550000.0,97114920000.0,97119490000.0,97204036000.0
2098.0,97482760000.0,97528860000.0,96707170000.0,92935290000.0,98206745000.0,98320876000.0,94765960000.0,96602290000.0,93773260000.0,86316370000.0,98711150000.0,91154735000.0,83085130000.0,92279700000.0,96730530000.0,96589545000.0,97103790000.0
2099.0,97575710000.0,97436025000.0,96742860000.0,92681730000.0,97960860000.0,98197680000.0,94390420000.0,96431820000.0,93848370000.0,85830255000.0,98993490000.0,90871770000.0,82611150000.0,91888320000.0,96535300000.0,96480354000.0,97134486000.0
2100.0,96985400000.0,97031980000.0,96353170000.0,92408720000.0,97781630000.0,98260790000.0,94097960000.0,96474730000.0,94404120000.0,85426220000.0,98481504000.0,90579870000.0,81983095000.0,91663090000.0,96324760000.0,96308260000.0,97031610000.0
