time,INM-CM4-8,INM-CM5-0,EC-EARTH3-VEG,EC-EARTH3,CAMS-CSM1-0,CESM2-WACCM,CESM2,MRI-ESM2-0,MPI-ESM1-2-HR,GFDL-ESM4,NORESM2-MM,BCC-CSM2-MR,FGOALS-F3-L
2019.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0
2020.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0
2021.0,104642300000.0,104721605000.0,105837460000.0,104647565000.0,104717310000.0,104700690000.0,104654150000.0,104616526000.0,104635690000.0,104874010000.0,104664110000.0,104703705000.0,104659340000.0
2022.0,104582450000.0,104633350000.0,105066455000.0,104624700000.0,104624090000.0,105064960000.0,104582955000.0,104567000000.0,104599800000.0,104681010000.0,104623700000.0,104676925000.0,104625520000.0
2023.0,104538350000.0,104606240000.0,104743460000.0,104651970000.0,104605980000.0,104793140000.0,104539080000.0,104558350000.0,104545020000.0,104628370000.0,104663925000.0,104812290000.0,104578500000.0
2024.0,104573510000.0,104567760000.0,104637880000.0,104617026000.0,104556380000.0,104637740000.0,104484905000.0,104585750000.0,104509410000.0,104703330000.0,104544180000.0,104741940000.0,104553580000.0
2025.0,104684000000.0,104512340000.0,104575670000.0,104524775000.0,104505770000.0,104587900000.0,104418025000.0,104497890000.0,104542090000.0,104579360000.0,104519750000.0,104679410000.0,104512030000.0
2026.0,104469660000.0,104657830000.0,104514840000.0,104465910000.0,104470650000.0,104603830000.0,104355520000.0,104460860000.0,104451514000.0,104583230000.0,104450654000.0,104583660000.0,104473860000.0
2027.0,104395270000.0,104487570000.0,104453140000.0,104400220000.0,104426400000.0,104554320000.0,104321880000.0,104385480000.0,104551080000.0,104531530000.0,104404660000.0,104542770000.0,104395104000.0
2028.0,104351840000.0,104524020000.0,104403345000.0,104345490000.0,104375170000.0,104544305000.0,104227290000.0,104382110000.0,104385050000.0,104509460000.0,104544810000.0,104590600000.0,104360590000.0
2029.0,104303000000.0,104577950000.0,104362190000.0,104280930000.0,104364876000.0,104489810000.0,104151300000.0,104336810000.0,104308875000.0,104969400000.0,104361630000.0,104482850000.0,104364560000.0
2030.0,104248930000.0,104455864000.0,104298560000.0,104202170000.0,104323370000.0,104461795000.0,104104750000.0,104344290000.0,104284640000.0,104534860000.0,104320010000.0,104448590000.0,104321974000.0
2031.0,104196590000.0,104392560000.0,104335204000.0,104124645000.0,104285770000.0,104423600000.0,104029680000.0,104252610000.0,104269700000.0,104427400000.0,104475340000.0,104422466000.0,104283900000.0
2032.0,104402715000.0,104369860000.0,104226430000.0,104041010000.0,104330470000.0,104375770000.0,103943780000.0,104195400000.0,104189665000.0,104395890000.0,104287170000.0,104381060000.0,104211520000.0
2033.0,104150590000.0,104323580000.0,104112860000.0,104097186000.0,104397210000.0,104388020000.0,103844640000.0,104140760000.0,104119640000.0,104340530000.0,104234410000.0,104343060000.0,104193500000.0
2034.0,104096250000.0,104255775000.0,104041270000.0,103959690000.0,104217660000.0,104294890000.0,103935525000.0,104093810000.0,104133330000.0,104328380000.0,104152424000.0,104264530000.0,104114370000.0
2035.0,104137920000.0,104198906000.0,103953690000.0,103857700000.0,104147150000.0,104265200000.0,103753780000.0,104024056000.0,104062525000.0,104296240000.0,104133290000.0,104204485000.0,104062860000.0
2036.0,104045030000.0,104134210000.0,103872490000.0,103731960000.0,104083915000.0,104230830000.0,103683140000.0,103980620000.0,104007870000.0,104237010000.0,104091070000.0,104171790000.0,104022040000.0
2037.0,104112410000.0,104083930000.0,103713490000.0,103615750000.0,104079630000.0,104166210000.0,103511360000.0,103854150000.0,103925285000.0,104591155000.0,104071530000.0,104088420000.0,103993060000.0
2038.0,103981820000.0,104003870000.0,103574030000.0,103537690000.0,103998685000.0,104226290000.0,103409660000.0,103794260000.0,104148110000.0,104238210000.0,104081240000.0,104125080000.0,103940760000.0
2039.0,103930310000.0,103942370000.0,103432600000.0,103394670000.0,104147610000.0,104124430000.0,103205640000.0,103691470000.0,103855230000.0,104180335000.0,103973240000.0,104040570000.0,103856550000.0
2040.0,103849705000.0,103902550000.0,103273415000.0,103267930000.0,103974690000.0,104070410000.0,103157380000.0,103721755000.0,103801890000.0,104051500000.0,103852600000.0,104283726000.0,103937710000.0
2041.0,103802240000.0,103846690000.0,103170170000.0,103127930000.0,103909210000.0,103939460000.0,102883260000.0,103598560000.0,103729240000.0,103982790000.0,103738280000.0,104037890000.0,103704850000.0
2042.0,103755260000.0,103799450000.0,103045800000.0,103026490000.0,104130370000.0,103844585000.0,102821090000.0,107288540000.0,103678430000.0,103902980000.0,103640440000.0,103848630000.0,103606880000.0
2043.0,103667335000.0,103710065000.0,102902145000.0,102901660000.0,103842914000.0,103752280000.0,102750904000.0,103589994000.0,103613860000.0,103832990000.0,103534666000.0,103803950000.0,103541110000.0
2044.0,103599540000.0,103628460000.0,102879535000.0,102753060000.0,103752270000.0,103674190000.0,102658660000.0,103312720000.0,103474220000.0,103770850000.0,103489820000.0,103786300000.0,103473640000.0
2045.0,103549980000.0,103640090000.0,102660700000.0,102687760000.0,103751080000.0,103583480000.0,102526026000.0,103471780000.0,103481050000.0,103777305000.0,103557810000.0,103797375000.0,103386530000.0
2046.0,103447120000.0,103488860000.0,102487290000.0,102565990000.0,103767520000.0,103489585000.0,102302250000.0,103214660000.0,103454286000.0,103659470000.0,103362180000.0,103619880000.0,103287276000.0
2047.0,103407300000.0,103416630000.0,102230380000.0,102371230000.0,103615780000.0,103432090000.0,102143255000.0,103081560000.0,103360260000.0,103718850000.0,103256160000.0,103519260000.0,103213720000.0
2048.0,103298940000.0,103313150000.0,101960210000.0,102138495000.0,103551850000.0,103322530000.0,101936220000.0,102871785000.0,103234430000.0,103696190000.0,103216330000.0,103464050000.0,103068290000.0
2049.0,103197640000.0,103237430000.0,101737190000.0,101874780000.0,103425110000.0,103271120000.0,101673830000.0,102720496000.0,103093180000.0,103534880000.0,103107280000.0,103376340000.0,102973680000.0
2050.0,103070550000.0,103197080000.0,101468850000.0,101624870000.0,103417230000.0,103070300000.0,101392680000.0,103236665000.0,102965600000.0,103438090000.0,102964490000.0,103238820000.0,102851625000.0
2051.0,103071910000.0,103064720000.0,101157860000.0,101458305000.0,103294040000.0,102955950000.0,101124040000.0,102633530000.0,102907460000.0,103409030000.0,102947070000.0,103082950000.0,102757470000.0
2052.0,102922035000.0,102993920000.0,100878860000.0,101197860000.0,103172370000.0,102817290000.0,100923710000.0,102456790000.0,102854476000.0,103330720000.0,102759416000.0,103031710000.0,102591996000.0
2053.0,102820030000.0,102886750000.0,100618895000.0,100877180000.0,103116240000.0,102795800000.0,100684956000.0,102256206000.0,102726070000.0,103297540000.0,102680300000.0,102900340000.0,102427580000.0
2054.0,102732220000.0,102744960000.0,100291000000.0,100431860000.0,103026510000.0,102767120000.0,100326515000.0,102111760000.0,102619180000.0,103201554000.0,102528930000.0,102771930000.0,102342090000.0
2055.0,102637940000.0,102702340000.0,100004900000.0,99994560000.0,102942600000.0,103388700000.0,99885050000.0,101876425000.0,102584470000.0,103113830000.0,102391860000.0,102671426000.0,102187000000.0
2056.0,102605865000.0,102585270000.0,99627580000.0,99616520000.0,102926344000.0,102569770000.0,99668310000.0,101642200000.0,102450930000.0,103295180000.0,102539210000.0,102514390000.0,102124260000.0
2057.0,102522085000.0,102530700000.0,99279300000.0,99155420000.0,102767665000.0,102371920000.0,99419250000.0,101683620000.0,102233194000.0,103093030000.0,102331515000.0,102483480000.0,102040950000.0
2058.0,102395404000.0,102383714000.0,99013940000.0,98727576000.0,102828360000.0,102121360000.0,98994954000.0,101688100000.0,102079600000.0,102966870000.0,102170310000.0,102353100000.0,101930350000.0
2059.0,102237950000.0,102289015000.0,98733470000.0,98344710000.0,102722600000.0,102116340000.0,98800920000.0,101322560000.0,102081110000.0,102889530000.0,102019380000.0,102203110000.0,101799390000.0
2060.0,102186410000.0,102133210000.0,98378660000.0,97961920000.0,102598280000.0,101958230000.0,98306340000.0,101258830000.0,101871165000.0,102815556000.0,101944260000.0,102042894000.0,101728040000.0
2061.0,102047375000.0,102050180000.0,97994360000.0,97548110000.0,102480830000.0,102103745000.0,98041830000.0,101020880000.0,101725840000.0,102731915000.0,101806300000.0,102013480000.0,101578760000.0
2062.0,101885570000.0,101890695000.0,97879400000.0,97092810000.0,102418500000.0,101627730000.0,98174120000.0,100950565000.0,101894365000.0,102630695000.0,101696090000.0,101857305000.0,101319620000.0
2063.0,101787020000.0,101745750000.0,97399700000.0,96546900000.0,102343320000.0,101447850000.0,97313055000.0,100649540000.0,101677240000.0,102484976000.0,101561350000.0,101698310000.0,101133410000.0
2064.0,101658040000.0,101574010000.0,96863910000.0,96183640000.0,102219596000.0,101210464000.0,97028970000.0,100438630000.0,101448530000.0,102421000000.0,101394070000.0,101583130000.0,101019435000.0
2065.0,101528370000.0,101471500000.0,96372750000.0,95701240000.0,102155750000.0,101038110000.0,96793270000.0,100283340000.0,101606390000.0,102287335000.0,101248115000.0,101400950000.0,100810640000.0
2066.0,101477430000.0,101297005000.0,95881550000.0,95024270000.0,102140500000.0,100883090000.0,96436370000.0,100162500000.0,101434510000.0,102222275000.0,101055760000.0,101267970000.0,100720120000.0
2067.0,101310775000.0,101119160000.0,95567120000.0,94374250000.0,101960010000.0,100630290000.0,95985254000.0,100021100000.0,101213570000.0,102041110000.0,100890450000.0,101128800000.0,100528640000.0
2068.0,101113090000.0,100969610000.0,95191450000.0,93779490000.0,101832310000.0,100268180000.0,95636350000.0,99672930000.0,101018560000.0,101970690000.0,100820525000.0,101007650000.0,100250165000.0
2069.0,100990710000.0,100877525000.0,94683780000.0,93142940000.0,101703340000.0,100055196000.0,95260156000.0,99744874000.0,100843650000.0,101788930000.0,100623500000.0,100754290000.0,100027700000.0
2070.0,100809420000.0,100757360000.0,94212964000.0,92566360000.0,101624690000.0,99708610000.0,94560640000.0,99257320000.0,100648430000.0,101703790000.0,100409900000.0,100552630000.0,99778224000.0
2071.0,100635340000.0,100602480000.0,93659960000.0,91871620000.0,101574870000.0,99414840000.0,94121720000.0,98958690000.0,100452730000.0,101576700000.0,100193210000.0,100354990000.0,99692360000.0
2072.0,100476370000.0,100507960000.0,93089530000.0,91397054000.0,101560930000.0,99244720000.0,93896030000.0,98649800000.0,100217250000.0,101491700000.0,99987915000.0,100171850000.0,99542550000.0
2073.0,100334490000.0,100451250000.0,92526076000.0,90644680000.0,101347040000.0,98655820000.0,93404200000.0,98620375000.0,100048890000.0,101397240000.0,99766110000.0,99894395000.0,99288370000.0
2074.0,100141480000.0,100166844000.0,91903310000.0,90079000000.0,101329040000.0,98463580000.0,92944430000.0,98259680000.0,99845050000.0,101224735000.0,99535880000.0,99755880000.0,99083810000.0
2075.0,99968975000.0,100080330000.0,91501350000.0,89468880000.0,101392950000.0,98142640000.0,93127090000.0,98132460000.0,99683420000.0,101053006000.0,99324010000.0,99400040000.0,98825960000.0
2076.0,99765030000.0,99929910000.0,90645270000.0,88805680000.0,101039120000.0,97741030000.0,92191410000.0,97853874000.0,99519226000.0,100950475000.0,99051570000.0,99142450000.0,98609480000.0
2077.0,99544350000.0,99681110000.0,89879440000.0,88168350000.0,100922760000.0,97491200000.0,91668100000.0,97672856000.0,99293454000.0,100796110000.0,98898330000.0,98898500000.0,98489050000.0
2078.0,99313115000.0,99512525000.0,89324800000.0,87415930000.0,100827840000.0,97093480000.0,91330400000.0,97303780000.0,99106190000.0,100670480000.0,98691600000.0,98705736000.0,98289660000.0
2079.0,99084620000.0,99422530000.0,88475330000.0,86675610000.0,100748100000.0,96789380000.0,90409615000.0,96960184000.0,98866870000.0,100508180000.0,98527396000.0,98525570000.0,97985530000.0
2080.0,98898715000.0,99278545000.0,87868050000.0,85646550000.0,100536560000.0,96325040000.0,89670750000.0,96716330000.0,98842214000.0,100276590000.0,98594890000.0,98274970000.0,97804960000.0
2081.0,98661440000.0,99250740000.0,87038960000.0,84958460000.0,100417770000.0,95815610000.0,89054044000.0,96409444000.0,98919180000.0,100164750000.0,98273500000.0,98042850000.0,97573950000.0
2082.0,98506640000.0,98974060000.0,86251620000.0,84079730000.0,100375520000.0,95406210000.0,88380340000.0,96178980000.0,98578915000.0,100001235000.0,97969100000.0,97904304000.0,97339760000.0
2083.0,98265550000.0,98692145000.0,85296990000.0,83432170000.0,100230140000.0,95796860000.0,87700720000.0,95908850000.0,98306286000.0,100057710000.0,97697990000.0,97569950000.0,97095870000.0
2084.0,98032320000.0,98511610000.0,84559510000.0,82690980000.0,100064150000.0,94641980000.0,86926540000.0,95635580000.0,98042905000.0,99763390000.0,97533960000.0,97274950000.0,97305030000.0
2085.0,97831010000.0,98331980000.0,83781180000.0,82045970000.0,99891120000.0,94309980000.0,86231690000.0,95317490000.0,98121760000.0,99571810000.0,97270390000.0,96947270000.0,96845890000.0
2086.0,97641505000.0,98053150000.0,82935740000.0,81195060000.0,99786300000.0,93765170000.0,85742390000.0,94968690000.0,98032310000.0,99424860000.0,97102260000.0,96650720000.0,96591290000.0
2087.0,97373880000.0,97817720000.0,82018600000.0,80485430000.0,99670440000.0,93318455000.0,84902570000.0,94798330000.0,97515135000.0,99125985000.0,96759910000.0,96701735000.0,96340860000.0
2088.0,97130810000.0,97623260000.0,81197660000.0,79707365000.0,99543970000.0,92791185000.0,84498326000.0,94394100000.0,97396450000.0,98894530000.0,96450710000.0,96037724000.0,96017920000.0
2089.0,96792330000.0,97374850000.0,80358750000.0,78820210000.0,99386515000.0,92010570000.0,83841245000.0,94159700000.0,97058350000.0,98940540000.0,96131280000.0,95663150000.0,95825486000.0
2090.0,96533410000.0,97177530000.0,79560140000.0,77863920000.0,99250780000.0,91404320000.0,82355630000.0,93736130000.0,96820040000.0,100750410000.0,95840190000.0,95219930000.0,95576170000.0
2091.0,96294310000.0,96962550000.0,78431230000.0,76935920000.0,99032980000.0,90730510000.0,81446900000.0,93454860000.0,96610070000.0,98822100000.0,95539300000.0,95326210000.0,95273050000.0
2092.0,95986200000.0,96734280000.0,77422080000.0,75648440000.0,98930010000.0,91086930000.0,80739170000.0,92954660000.0,96315015000.0,98431210000.0,95192080000.0,94794530000.0,94902010000.0
2093.0,95780090000.0,96548200000.0,76471450000.0,73980900000.0,98709370000.0,89750225000.0,79848490000.0,92317295000.0,96101130000.0,98176210000.0,95030804000.0,94483810000.0,94575160000.0
2094.0,95505790000.0,96336036000.0,75233160000.0,72843215000.0,98601230000.0,88744845000.0,79494700000.0,91990570000.0,95989130000.0,97940775000.0,94691790000.0,94086414000.0,94352370000.0
2095.0,95151030000.0,96116924000.0,73962316000.0,72120530000.0,98473920000.0,88285150000.0,79273976000.0,91495600000.0,95832790000.0,97621705000.0,94334590000.0,93628600000.0,94075980000.0
2096.0,94906870000.0,96105400000.0,73063770000.0,71160070000.0,98278736000.0,87701400000.0,78438600000.0,90920526000.0,95624640000.0,97451130000.0,93972400000.0,93096075000.0,93727770000.0
2097.0,94706090000.0,95820670000.0,71175950000.0,69891040000.0,98117350000.0,86987410000.0,77801720000.0,90547050000.0,95641400000.0,97229820000.0,93568900000.0,93020730000.0,93385966000.0
2098.0,94371135000.0,95627860000.0,69607480000.0,68881640000.0,97929210000.0,86269256000.0,76656680000.0,90166440000.0,95232210000.0,96927960000.0,93246915000.0,92480045000.0,93064660000.0
2099.0,94129720000.0,95547040000.0,68284236000.0,67601707000.0,97806565000.0,85183760000.0,76398680000.0,91284410000.0,94888804000.0,96644120000.0,92919000000.0,92286560000.0,92768670000.0
2100.0,93807050000.0,95202260000.0,67180106000.0,66112676000.0,97541644000.0,85682840000.0,75341480000.0,92640670000.0,94566050000.0,96476320000.0,92530880000.0,91743310000.0,92411820000.0
