time,MPI-ESM1-2-HR,CESM2-WACCM,IPSL-CM6A-LR,TAIESM1,CMCC-CM2-SR5,EC-EARTH3,MRI-ESM2-0,EC-EARTH3-VEG,INM-CM4-8,CANESM5,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM5-0,ACCESS-CM2,ACCESS-ESM1-5,NORESM2-MM,FGOALS-F3-L,CESM2,GFDL-ESM4
2011.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0
2012.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0
2013.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0
2014.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0
2015.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0
2016.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0
2017.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0
2018.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0
2019.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0
2020.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0
2021.0,2318828800.0,2267112700.0,2300949000.0,2243603500.0,2418282000.0,2246071300.0,2238178800.0,2347316000.0,2240453400.0,2261313800.0,2295838200.0,2259318000.0,2306568700.0,2238855400.0,2272856600.0,2236631600.0,2241111800.0,2308686000.0,2331559400.0
2022.0,2260880100.0,2310484000.0,2247842800.0,2208997600.0,2333350100.0,2252215800.0,2228323300.0,2229425400.0,2196495600.0,2228855000.0,2274387500.0,2289878000.0,2283877400.0,2200325400.0,2277037000.0,2253698300.0,2237426700.0,2314947300.0,2376972500.0
2023.0,2236076000.0,2247956200.0,2236107300.0,2212210700.0,2386981400.0,2177138700.0,2188059000.0,2211582200.0,2172359700.0,2194363600.0,2248818200.0,2277158700.0,2272786000.0,2225365800.0,2239411700.0,2198177800.0,2233802800.0,2250308900.0,2308134400.0
2024.0,2213244400.0,2236727000.0,2204982800.0,2166602200.0,2275639000.0,2126930400.0,2155402000.0,2218109400.0,2139569200.0,2215731700.0,2220354000.0,2207603200.0,2197982000.0,2206224600.0,2239209200.0,2216295200.0,2208255700.0,2209205000.0,2247292700.0
2025.0,2171910100.0,2188959500.0,2187806500.0,2157701000.0,2314542000.0,2089946100.0,2116429300.0,2172503600.0,2156837600.0,2174956800.0,2157737500.0,2276217900.0,2166113800.0,2143518200.0,2183193900.0,2142694700.0,2186607400.0,2225489400.0,2217084200.0
2026.0,2171091700.0,2165811700.0,2134835500.0,2109493500.0,2259719000.0,2026138100.0,2075724300.0,2124390400.0,2144160100.0,2135359600.0,2123816800.0,2214312200.0,2179233800.0,2125509200.0,2150473700.0,2107911400.0,2121490800.0,2185871400.0,2194798800.0
2027.0,2167364600.0,2140245200.0,2112622600.0,2067187600.0,2214508800.0,1994414200.0,2036536800.0,2091989800.0,2051340700.0,2083162800.0,2087845600.0,2156276200.0,2104563600.0,2067307500.0,2112811300.0,2093436500.0,2090519800.0,2144861300.0,2173619200.0
2028.0,2115042800.0,2087878800.0,2062007400.0,2037770200.0,2187753700.0,1960120700.0,2001841200.0,2059491800.0,2005091600.0,2044656500.0,2049924600.0,2195356400.0,2056739200.0,2026773000.0,2061043500.0,2100559000.0,2064714600.0,2101883600.0,2204551700.0
2029.0,2071839700.0,2059237000.0,2039221100.0,2010869000.0,2176581600.0,1873743200.0,1951575000.0,2018171100.0,1967312400.0,2003598600.0,2020820400.0,2116321900.0,2019358600.0,1987286700.0,2060375300.0,2013346000.0,2018396700.0,2116736000.0,2130898600.0
2030.0,2107568500.0,2068771800.0,1989932200.0,1953564700.0,2167731000.0,1805176400.0,1922810400.0,1995428700.0,1913983000.0,1958574500.0,1986003500.0,2081750400.0,1982180900.0,1953156000.0,1973817000.0,2019837600.0,1998943000.0,2029478500.0,2127317000.0
2031.0,2023086000.0,2014601500.0,1961901000.0,1910130000.0,2124223000.0,1749027200.0,1876319200.0,1981222700.0,1914132400.0,1910765600.0,1939526400.0,2072563300.0,1972164200.0,1999454800.0,1934023200.0,1951919900.0,1957441000.0,1984333800.0,2117968400.0
2032.0,1991583100.0,1964567200.0,1970207400.0,1869185200.0,2096388400.0,1699137400.0,1816627000.0,1915359900.0,1857557000.0,1856952000.0,1910865700.0,2077117200.0,1919599100.0,1856699800.0,1884446300.0,1949502100.0,1917129100.0,1951005300.0,2053727500.0
2033.0,1965462100.0,1940409300.0,1918036600.0,1823891200.0,2059123500.0,1650036700.0,1765264900.0,1878301800.0,1781436500.0,1800483200.0,1846887000.0,2052319400.0,1858331000.0,1805605000.0,1836927400.0,1902638200.0,1854768400.0,1914903300.0,2071244800.0
2034.0,1916409200.0,1892057200.0,1842541300.0,1786686600.0,2017146500.0,1581933800.0,1718333000.0,1830970000.0,1747970000.0,1751379100.0,1842827500.0,2004709200.0,1902545400.0,1761741000.0,1789305900.0,1893677300.0,1848206200.0,1871309300.0,1988782000.0
2035.0,1931962000.0,1855658000.0,1810436400.0,1726546300.0,1983681700.0,1520053100.0,1669451300.0,1793175300.0,1693218800.0,1716301300.0,1781353600.0,1972826100.0,1892528100.0,1709863300.0,1729192400.0,1840350000.0,1763883600.0,1817898400.0,2007683100.0
2036.0,1858507900.0,1806735000.0,1757519000.0,1683379700.0,1947412600.0,1452011600.0,1641615600.0,1774878500.0,1645968400.0,1671292300.0,1746947100.0,1939217800.0,1860547600.0,1656391700.0,1676908300.0,1759303700.0,1717526100.0,1750260700.0,1956136100.0
2037.0,1829965000.0,1753675300.0,1767521200.0,1617615700.0,1898987500.0,1383709200.0,1581770800.0,1690828900.0,1666651900.0,1597804300.0,1690814500.0,1904122200.0,1740100700.0,1608352400.0,1643757400.0,1717643600.0,1674427400.0,1680493200.0,1937844600.0
2038.0,1803781400.0,1732910000.0,1696220200.0,1554936200.0,1865096700.0,1310850600.0,1510972800.0,1632808100.0,1607717100.0,1530691200.0,1708094300.0,1859479200.0,1686144900.0,1541639400.0,1589963400.0,1692692200.0,1609472100.0,1632634100.0,1886802200.0
2039.0,1761530200.0,1678097200.0,1675794400.0,1506412000.0,1834095500.0,1239339400.0,1434145800.0,1583608400.0,1546292200.0,1483126100.0,1681280900.0,1859810600.0,1626585300.0,1466872200.0,1514799900.0,1647784400.0,1578266200.0,1574342900.0,1881838300.0
2040.0,1731887700.0,1626533600.0,1606659700.0,1454907300.0,1787929300.0,1166632400.0,1396904300.0,1573448000.0,1483869400.0,1424048800.0,1573629200.0,1816745900.0,1576388600.0,1413148400.0,1433245400.0,1613187800.0,1561177100.0,1527936800.0,1849041800.0
2041.0,1681530800.0,1583299200.0,1539027600.0,1381902000.0,1753312500.0,1104786700.0,1335828900.0,1476019200.0,1440516600.0,1355209100.0,1520537900.0,1790675200.0,1532841300.0,1351637000.0,1365086600.0,1575458800.0,1479252200.0,1471108700.0,1799348100.0
2042.0,1653287000.0,1523891600.0,1484436900.0,1319530800.0,1713404300.0,1038981800.0,1307837700.0,1421714800.0,1385912800.0,1291716900.0,1473860400.0,1755884900.0,1496470000.0,1292887900.0,1314651800.0,1523712500.0,1443800600.0,1406214000.0,1754658800.0
2043.0,1598010100.0,1480912400.0,1429785200.0,1255833700.0,1665594200.0,977049540.0,1238198400.0,1381215000.0,1326915200.0,1255309300.0,1433731300.0,1747457000.0,1454014200.0,1246216300.0,1236739800.0,1469279000.0,1407254500.0,1342653400.0,1722514200.0
2044.0,1578467700.0,1414715000.0,1358364900.0,1215089300.0,1623311000.0,915164000.0,1197754000.0,1309423500.0,1326016900.0,1189019400.0,1379884300.0,1727110800.0,1429124700.0,1187394000.0,1195590100.0,1425043600.0,1349624800.0,1290558200.0,1788870500.0
2045.0,1533936600.0,1351844900.0,1315578000.0,1138067000.0,1579168100.0,849736060.0,1153247700.0,1233378700.0,1276441900.0,1134073100.0,1340378400.0,1686780300.0,1379026800.0,1133036400.0,1123491100.0,1404339200.0,1306557300.0,1233043200.0,1677763300.0
2046.0,1488022000.0,1289592000.0,1253725200.0,1064021400.0,1515137200.0,794109950.0,1095089500.0,1198532100.0,1258010500.0,1092888600.0,1282694000.0,1660657000.0,1309973500.0,1131570200.0,1069464100.0,1329258800.0,1269663400.0,1186364800.0,1625438700.0
2047.0,1514891100.0,1262588300.0,1209021800.0,1000734340.0,1468407400.0,736418240.0,1043558900.0,1150945000.0,1185073400.0,1026038700.0,1238720100.0,1614959900.0,1268328800.0,1038850750.0,1010126140.0,1279423000.0,1216096900.0,1130559000.0,1621960000.0
2048.0,1440553600.0,1174267800.0,1170168700.0,942716540.0,1404123300.0,666245400.0,996921000.0,1077024900.0,1159220200.0,949829800.0,1189008600.0,1585637900.0,1244045300.0,988174500.0,954102300.0,1229023200.0,1174502800.0,1089496800.0,1543972100.0
2049.0,1386501500.0,1118281000.0,1092405100.0,877975500.0,1353015300.0,615068350.0,958267500.0,1010044200.0,1109167000.0,901133440.0,1177831600.0,1545863800.0,1192679200.0,920790300.0,895013700.0,1192297600.0,1147553700.0,1037418940.0,1504417500.0
2050.0,1338444500.0,1067297300.0,1034666430.0,834073700.0,1300064800.0,566052740.0,927635700.0,957623700.0,1056089400.0,848535550.0,1107631500.0,1527387100.0,1132801900.0,876176060.0,838921340.0,1147529900.0,1125439200.0,967863900.0,1468446000.0
2051.0,1296110000.0,1015547900.0,973599200.0,780744800.0,1247688200.0,531379230.0,891897100.0,917519300.0,1011977600.0,795283500.0,1052128600.0,1492464500.0,1087840300.0,821304500.0,797826200.0,1103724500.0,1051944900.0,907552260.0,1440655000.0
2052.0,1253160800.0,964873540.0,918466240.0,736022100.0,1203350700.0,494251520.0,854077400.0,873519300.0,980507650.0,744905860.0,1002415700.0,1440841600.0,1047325950.0,760392900.0,767276900.0,1059993660.0,1025638500.0,847811140.0,1392742500.0
2053.0,1204071800.0,907203200.0,882592000.0,679899000.0,1151525500.0,452965900.0,836941900.0,832564860.0,968490300.0,692132300.0,960338750.0,1423734500.0,1006824640.0,715795900.0,714853570.0,1015497860.0,977976700.0,794372500.0,1357835900.0
2054.0,1159391700.0,854775400.0,813514000.0,628575170.0,1092362600.0,429018560.0,808137860.0,785727550.0,921883000.0,646594240.0,916830000.0,1392644200.0,970926700.0,681925570.0,670373300.0,977428350.0,933391600.0,757009400.0,1334117200.0
2055.0,1146744000.0,804122000.0,764238100.0,585245500.0,1028929800.0,403452580.0,819898300.0,754433800.0,887516500.0,611367600.0,872860160.0,1301490600.0,932630700.0,645209800.0,636728700.0,934663230.0,898731600.0,701867260.0,1304626400.0
2056.0,1088272000.0,753850600.0,709823100.0,542811800.0,972958140.0,372701540.0,761740200.0,692436300.0,858428600.0,570062850.0,827246660.0,1320525700.0,884637600.0,603453060.0,592754240.0,889405100.0,859758800.0,639195650.0,1259302700.0
2057.0,1032580000.0,710448900.0,656272900.0,503586660.0,907401700.0,346004400.0,723839940.0,654178900.0,808130240.0,531138430.0,792262900.0,1264642200.0,849454300.0,568200960.0,563943200.0,865574660.0,838499000.0,592085400.0,1210824000.0
2058.0,996826500.0,662034050.0,611961800.0,470329700.0,852691650.0,333638700.0,691400900.0,622949800.0,791411260.0,492473500.0,739326700.0,1203765900.0,816795140.0,529593250.0,532832160.0,831129400.0,876733760.0,558795650.0,1180882300.0
2059.0,932116800.0,620772860.0,570948700.0,428620300.0,808661100.0,309237060.0,659013250.0,586689800.0,778342300.0,458363500.0,705005250.0,1166463700.0,798314100.0,497115460.0,505093540.0,797497660.0,760117950.0,523552160.0,1150523500.0
2060.0,887787260.0,586528500.0,531948700.0,389774100.0,746281860.0,283810180.0,630725250.0,562960900.0,726392700.0,420201060.0,665328600.0,1148099600.0,758534400.0,469652030.0,488287700.0,748689540.0,723309950.0,486640800.0,1094864300.0
2061.0,847531300.0,559246660.0,492481300.0,355676480.0,704611500.0,257147330.0,608633540.0,535725300.0,697844000.0,397057920.0,633580160.0,1092535000.0,724433300.0,437456220.0,449255260.0,708752060.0,692312500.0,451931650.0,1053872100.0
2062.0,823632600.0,526666620.0,462049730.0,320662750.0,658452540.0,229336270.0,582775600.0,514664500.0,663397800.0,373545380.0,606554800.0,1063310200.0,699653800.0,402282430.0,424214750.0,674895800.0,672431100.0,424392260.0,1024140700.0
2063.0,786058000.0,492404740.0,426274880.0,292524830.0,621432400.0,211900270.0,561295500.0,475477800.0,654814340.0,345468580.0,574293570.0,1086870500.0,665014660.0,372144740.0,398100930.0,646021600.0,635465100.0,396975740.0,987727200.0
2064.0,754324700.0,454229200.0,396062980.0,272502340.0,587850240.0,198216400.0,540497700.0,453892030.0,633646100.0,319350500.0,547371000.0,1005428500.0,643270660.0,352876100.0,367946700.0,620467800.0,605128700.0,379874750.0,952866240.0
2065.0,733404200.0,424929280.0,371153470.0,256914240.0,548820100.0,187704290.0,535434300.0,429293300.0,610351600.0,286761920.0,516229280.0,970827500.0,620875400.0,326656130.0,342370080.0,590048640.0,608170600.0,356497300.0,917306400.0
2066.0,676759940.0,399821150.0,352365060.0,237506850.0,506442460.0,177489650.0,503867840.0,405754020.0,582586200.0,261144260.0,488253700.0,931646300.0,604568500.0,296947200.0,344318660.0,562226500.0,561847600.0,333649950.0,886995000.0
2067.0,647741000.0,374671260.0,325129100.0,219343280.0,469488030.0,170180750.0,483563400.0,371369180.0,564465400.0,237583710.0,462551870.0,902234200.0,578811100.0,268533760.0,306477120.0,533858500.0,554599550.0,311328800.0,858979500.0
2068.0,619124100.0,343702940.0,297583740.0,201760900.0,428145860.0,158166190.0,460084060.0,344207940.0,544493440.0,224828750.0,437666080.0,886060800.0,557179260.0,245291070.0,288522720.0,517643840.0,519722720.0,291910660.0,827364000.0
2069.0,588068740.0,314591000.0,268914560.0,180513120.0,400701440.0,148001340.0,442547500.0,315647800.0,517660540.0,209605120.0,411528740.0,890280450.0,533732350.0,235716240.0,275393380.0,491547260.0,527168860.0,258866430.0,802028900.0
2070.0,558831940.0,291881660.0,242180160.0,165562700.0,373164130.0,140389650.0,419455140.0,292195740.0,524659500.0,198893780.0,381199100.0,824727800.0,532768830.0,215649310.0,263938140.0,472800640.0,481277500.0,241406780.0,766121150.0
2071.0,538071300.0,274014530.0,216644930.0,155551490.0,346670340.0,136387650.0,401304030.0,270894900.0,479881540.0,186754560.0,355155740.0,805703550.0,498222340.0,199535890.0,245956370.0,446660450.0,462422700.0,227749740.0,743998500.0
2072.0,525066400.0,253965060.0,198011470.0,148155570.0,315966600.0,128761256.0,393432580.0,253054990.0,478541400.0,176476080.0,326032900.0,782207800.0,477475170.0,187350400.0,232606740.0,418662940.0,447694560.0,213394220.0,722697100.0
2073.0,500143230.0,241044530.0,185439060.0,139853040.0,279877500.0,123080700.0,375923620.0,240347940.0,454333060.0,164095410.0,297903360.0,762575360.0,457665120.0,179654850.0,215321380.0,394084740.0,419588200.0,197331470.0,690611600.0
2074.0,480898560.0,226544560.0,170374530.0,133638310.0,261019490.0,115978536.0,362620740.0,222580240.0,433528320.0,152503800.0,277746080.0,768993340.0,443985730.0,168855520.0,200671100.0,362933900.0,405873020.0,184564320.0,658676800.0
2075.0,463645760.0,205940370.0,162090980.0,129202696.0,234846580.0,111102890.0,349016700.0,206891840.0,423725900.0,144858880.0,259021150.0,761701100.0,427964900.0,157705000.0,191524940.0,341763070.0,397986530.0,175158600.0,651634900.0
2076.0,435629500.0,190801380.0,153550980.0,123483180.0,209178660.0,107772776.0,337491900.0,194289460.0,407782340.0,138240480.0,244846180.0,715233150.0,406111400.0,150201860.0,182012720.0,319810700.0,371755970.0,168532590.0,610302500.0
2077.0,429862900.0,178119230.0,142013890.0,118217290.0,194684580.0,102867310.0,324695230.0,185593970.0,384930850.0,131906456.0,229562180.0,703953700.0,390348450.0,144464740.0,175605950.0,299560300.0,351929820.0,161109730.0,588563200.0
2078.0,385948640.0,169544140.0,134786880.0,113739416.0,180544800.0,99609060.0,309773000.0,178176600.0,369430140.0,126855390.0,218358750.0,675243260.0,374845860.0,138229000.0,165937390.0,279743260.0,337279000.0,149196020.0,575468000.0
2079.0,370826700.0,160904510.0,124081100.0,108845704.0,172152560.0,97256310.0,297427420.0,169346800.0,348562600.0,121195090.0,207805730.0,653332540.0,350596480.0,130564530.0,158742420.0,265779710.0,320226940.0,142164050.0,546979300.0
2080.0,349993400.0,152253390.0,117681624.0,106314530.0,163818670.0,94491150.0,279516500.0,161904290.0,331722460.0,115574210.0,196223330.0,641464300.0,335640770.0,126629620.0,152089580.0,252107000.0,300377600.0,136341340.0,525782800.0
2081.0,321651260.0,145557140.0,111957970.0,103496380.0,157317900.0,90642980.0,266401580.0,153572200.0,314282200.0,111282504.0,185920670.0,614914500.0,318071740.0,120928130.0,144831020.0,238792340.0,285296900.0,129571960.0,500376400.0
2082.0,309007650.0,137424450.0,106369440.0,99927290.0,147791150.0,86442110.0,253377120.0,147815920.0,304361340.0,106215360.0,170588240.0,607017340.0,310526700.0,117040600.0,137738800.0,220001980.0,274214300.0,125860830.0,473053800.0
2083.0,292489600.0,130513304.0,101974620.0,97245224.0,139407280.0,84474810.0,239588430.0,143423730.0,296301660.0,103816664.0,164647460.0,575859460.0,295770720.0,112024260.0,131955010.0,206580020.0,259762560.0,122589650.0,452480700.0
2084.0,283938800.0,126233800.0,96843144.0,95612280.0,132915980.0,80129416.0,229646510.0,137456940.0,288456700.0,99259930.0,153008980.0,554837600.0,284810750.0,109091820.0,125921120.0,193490300.0,247116770.0,117546200.0,429739700.0
2085.0,259012420.0,121413210.0,92229320.0,93409460.0,125425950.0,78597144.0,217008750.0,131163120.0,278600350.0,96835010.0,146411040.0,537398900.0,280050200.0,103355870.0,123432090.0,184934750.0,236779970.0,113939896.0,406856160.0
2086.0,247787330.0,116448130.0,89319390.0,90108790.0,120850150.0,74946410.0,208835420.0,125082850.0,281427800.0,92274990.0,140128260.0,515728030.0,271103040.0,100252800.0,119023896.0,174691550.0,229333220.0,109079510.0,389293600.0
2087.0,235398420.0,111548740.0,85451770.0,87191770.0,117139656.0,71641370.0,196738700.0,117736810.0,265326980.0,89624344.0,136575310.0,500791040.0,268906900.0,97072870.0,114784410.0,167087020.0,220699020.0,106156104.0,368244670.0
2088.0,224574320.0,106671010.0,81749020.0,85569990.0,112883550.0,69030450.0,190470420.0,111470650.0,256883460.0,85910950.0,132409760.0,499511700.0,250049020.0,93548880.0,110390630.0,159543170.0,212060660.0,102429496.0,353633400.0
2089.0,213217800.0,102526740.0,79260150.0,83421640.0,108610810.0,65044748.0,186498260.0,106834456.0,247689740.0,83875890.0,128961420.0,480747550.0,240697470.0,89286910.0,108419576.0,152571730.0,200100060.0,99312210.0,338780930.0
2090.0,202741800.0,98377550.0,75331460.0,80635130.0,104363496.0,63305068.0,180648880.0,102347890.0,264841520.0,80625350.0,125695460.0,467598660.0,235125760.0,86782510.0,106447790.0,145172940.0,222888220.0,95201416.0,320829760.0
2091.0,187052830.0,95740430.0,73433944.0,78673390.0,100486010.0,60847572.0,176010880.0,98498230.0,232519900.0,78278940.0,122113656.0,458239040.0,227513340.0,83891070.0,103643176.0,140879980.0,192099460.0,92116790.0,304648420.0
2092.0,175827140.0,93515350.0,70060870.0,76362504.0,98130630.0,58072612.0,168097000.0,94663304.0,226586540.0,74889590.0,118483700.0,441527700.0,226982740.0,82073120.0,100602290.0,136392750.0,179396530.0,89104800.0,289724320.0
2093.0,167396830.0,90825750.0,67401700.0,73801500.0,94710790.0,54046932.0,163557360.0,90541570.0,216783660.0,72080540.0,116827190.0,427961730.0,215552000.0,78989570.0,98394970.0,130582820.0,172938510.0,86429500.0,275171870.0
2094.0,156159940.0,87232640.0,65231108.0,71433740.0,91637560.0,51759890.0,158837710.0,86404590.0,208232450.0,69594460.0,111151784.0,416383330.0,205998260.0,75936744.0,95013950.0,126029870.0,164624670.0,84859270.0,260845730.0
2095.0,150489470.0,84382536.0,63534236.0,69041250.0,88218150.0,50468548.0,154698100.0,83317900.0,204797330.0,66667680.0,108698000.0,402127420.0,200853440.0,74649570.0,93202800.0,122537910.0,158766690.0,83233980.0,248295980.0
2096.0,144668220.0,81666980.0,61974590.0,67253110.0,85414904.0,50050164.0,148375680.0,78517470.0,198724670.0,65489800.0,105888010.0,389407360.0,195109060.0,72162344.0,90539690.0,117014984.0,163191280.0,80700160.0,241624140.0
2097.0,138931260.0,79328380.0,58756984.0,64785980.0,83539220.0,48955732.0,142402610.0,74153710.0,201279360.0,63666080.0,102312550.0,383125380.0,190481380.0,69479620.0,88930344.0,112458936.0,148340110.0,78097970.0,226026980.0
2098.0,134958320.0,76755640.0,56500456.0,63015644.0,80818640.0,46712468.0,138272000.0,71353180.0,185350290.0,61976044.0,100503030.0,370294300.0,183442560.0,67458150.0,87311730.0,110568550.0,142922720.0,75152536.0,215354800.0
2099.0,130371460.0,73902940.0,55033748.0,60946004.0,79040730.0,44944320.0,134266420.0,68700350.0,177887600.0,58518628.0,98283816.0,355261120.0,179526560.0,64517990.0,85228040.0,105763560.0,139139500.0,72829096.0,205643790.0
2100.0,124556824.0,71661520.0,52262000.0,59743070.0,77259540.0,43042264.0,132297384.0,66358064.0,175376060.0,56089228.0,95570180.0,411338500.0,175712020.0,61400440.0,82297816.0,101956650.0,134311000.0,70787944.0,194716210.0
