time,MPI-ESM1-2-HR,MRI-ESM2-0,INM-CM5-0,IPSL-CM6A-LR,CMCC-CM2-SR5,CESM2-WACCM,TAIESM1,GFDL-ESM4,EC-EARTH3-VEG,CESM2,ACCESS-CM2,FGOALS-F3-L,NORESM2-MM,BCC-CSM2-MR,INM-CM4-8,EC-EARTH3,ACCESS-ESM1-5,CANESM5,CAMS-CSM1-0
2012.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0
2013.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0
2014.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0
2015.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0
2016.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0
2017.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0
2018.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0
2019.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0
2020.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0
2021.0,2736285800000.0,2759029000000.0,2745465300000.0,2753780000000.0,2766535000000.0,2748735300000.0,2766297400000.0,2747287700000.0,2748744700000.0,2742048000000.0,2760711600000.0,2767105800000.0,2758571000000.0,2751467400000.0,2761978000000.0,2739748000000.0,2745751300000.0,2751214600000.0,2757628000000.0
2022.0,2736674300000.0,2750127800000.0,2722508800000.0,2753038400000.0,2758665000000.0,2732146300000.0,2739987000000.0,2748075200000.0,2731736600000.0,2716459000000.0,2754413600000.0,2765459000000.0,2759290300000.0,2733801700000.0,2750285000000.0,2701424900000.0,2741129700000.0,2721353600000.0,2749504000000.0
2023.0,2722464300000.0,2719897400000.0,2721076200000.0,2757338300000.0,2739637800000.0,2711055000000.0,2710926800000.0,2734594200000.0,2726838100000.0,2698642500000.0,2732533000000.0,2757936000000.0,2740477200000.0,2720694300000.0,2728134200000.0,2675637700000.0,2709758400000.0,2684926800000.0,2744933700000.0
2024.0,2698789500000.0,2697441600000.0,2720289000000.0,2740153700000.0,2710796200000.0,2691273900000.0,2716148200000.0,2715328000000.0,2729601700000.0,2683545300000.0,2709734800000.0,2742895800000.0,2734873000000.0,2707672000000.0,2724806000000.0,2631519000000.0,2696085000000.0,2651941500000.0,2751761700000.0
2025.0,2681055200000.0,2682815000000.0,2709349200000.0,2723671700000.0,2688483000000.0,2671608300000.0,2702755200000.0,2700313000000.0,2719412600000.0,2673106200000.0,2701435900000.0,2730565800000.0,2716091500000.0,2688999500000.0,2708382000000.0,2598560300000.0,2675476500000.0,2616022000000.0,2742451400000.0
2026.0,2644052000000.0,2661538000000.0,2707864200000.0,2697111300000.0,2694163700000.0,2642882300000.0,2682231700000.0,2692123000000.0,2698284600000.0,2652301400000.0,2717572100000.0,2716579100000.0,2705810000000.0,2676143400000.0,2693040200000.0,2584174400000.0,2652173500000.0,2570202400000.0,2736101000000.0
2027.0,2615504000000.0,2627383000000.0,2690855200000.0,2678604000000.0,2694313000000.0,2628552000000.0,2670411000000.0,2682614000000.0,2658727000000.0,2632949000000.0,2704708200000.0,2694204400000.0,2690633200000.0,2664797300000.0,2687533000000.0,2555858000000.0,2633307500000.0,2569541800000.0,2712230200000.0
2028.0,2595680200000.0,2599542300000.0,2660256200000.0,2662821000000.0,2660920200000.0,2605616200000.0,2648137500000.0,2668987000000.0,2644888000000.0,2620080800000.0,2704855000000.0,2687611000000.0,2674008300000.0,2635359000000.0,2672292500000.0,2528212400000.0,2603134700000.0,2533985400000.0,2700808600000.0
2029.0,2575854000000.0,2581942800000.0,2638582600000.0,2635757500000.0,2643464300000.0,2598155300000.0,2641527300000.0,2667224200000.0,2612953600000.0,2605449700000.0,2683140600000.0,2672806300000.0,2655446000000.0,2621678800000.0,2668000200000.0,2488089000000.0,2582462000000.0,2500114300000.0,2678539400000.0
2030.0,2554575000000.0,2568559500000.0,2610337200000.0,2621516800000.0,2637550600000.0,2564516500000.0,2600005800000.0,2637317000000.0,2596322100000.0,2597691300000.0,2664706600000.0,2645083300000.0,2631148000000.0,2585458600000.0,2651549000000.0,2435540800000.0,2572601500000.0,2458318300000.0,2653022800000.0
2031.0,2558085600000.0,2545271000000.0,2568830600000.0,2607687400000.0,2627616400000.0,2553968300000.0,2565607300000.0,2626603700000.0,2555150300000.0,2564681000000.0,2650354000000.0,2638858700000.0,2597807200000.0,2577532500000.0,2642525800000.0,2386003000000.0,2557713000000.0,2413904800000.0,2656824200000.0
2032.0,2538637000000.0,2530354100000.0,2531137000000.0,2587163600000.0,2616009000000.0,2535077000000.0,2526932600000.0,2609677000000.0,2552013000000.0,2536819700000.0,2632648000000.0,2629350200000.0,2585917000000.0,2556408400000.0,2638529400000.0,2343761300000.0,2534254000000.0,2381324000000.0,2637468000000.0
2033.0,2518496300000.0,2497549400000.0,2499363700000.0,2568684600000.0,2600679500000.0,2500736600000.0,2487808700000.0,2591406000000.0,2531956400000.0,2519069600000.0,2613090000000.0,2613901300000.0,2570005000000.0,2526383400000.0,2629647500000.0,2319086000000.0,2506017000000.0,2338319200000.0,2615630400000.0
2034.0,2498422400000.0,2466712400000.0,2478971300000.0,2538532000000.0,2578015300000.0,2476157000000.0,2467203000000.0,2584166500000.0,2513829600000.0,2476081000000.0,2604567600000.0,2583773000000.0,2535193800000.0,2498052800000.0,2607663800000.0,2280488700000.0,2473166600000.0,2317695600000.0,2593856000000.0
2035.0,2485555800000.0,2443374200000.0,2460750400000.0,2512058300000.0,2563395300000.0,2479260400000.0,2457091700000.0,2563700000000.0,2488086000000.0,2457801300000.0,2574526000000.0,2555171600000.0,2515647900000.0,2477702800000.0,2604465400000.0,2226329200000.0,2435099700000.0,2254964800000.0,2581610600000.0
2036.0,2470302200000.0,2416216600000.0,2423802300000.0,2499429000000.0,2528811700000.0,2474185000000.0,2416414800000.0,2541234000000.0,2473606300000.0,2439564500000.0,2542286100000.0,2516358300000.0,2500200500000.0,2449137700000.0,2594354200000.0,2180326800000.0,2408171000000.0,2214809000000.0,2570494100000.0
2037.0,2453892000000.0,2390180000000.0,2396481400000.0,2486414900000.0,2497285000000.0,2453504000000.0,2371671800000.0,2525004000000.0,2445049000000.0,2405571800000.0,2522165000000.0,2480224600000.0,2462131400000.0,2427379500000.0,2586387700000.0,2142417300000.0,2374366000000.0,2174821200000.0,2582208600000.0
2038.0,2423997300000.0,2347093700000.0,2374873000000.0,2470249500000.0,2472860500000.0,2430223800000.0,2324180200000.0,2518054600000.0,2419586800000.0,2376829000000.0,2511238300000.0,2458442300000.0,2446909000000.0,2415208000000.0,2575386000000.0,2090280700000.0,2349922300000.0,2140591800000.0,2565301000000.0
2039.0,2409768200000.0,2305493600000.0,2346625000000.0,2444086500000.0,2452326000000.0,2401473000000.0,2285924000000.0,2487664000000.0,2392605600000.0,2361429300000.0,2484735600000.0,2447890200000.0,2420984800000.0,2376753700000.0,2551537200000.0,2046994000000.0,2344357700000.0,2079900700000.0,2539615000000.0
2040.0,2379283000000.0,2288495600000.0,2322072300000.0,2419189000000.0,2418538200000.0,2366511800000.0,2250162300000.0,2472299500000.0,2331752000000.0,2335538200000.0,2444778800000.0,2425883500000.0,2398240400000.0,2337131200000.0,2529351400000.0,1991823500000.0,2319879200000.0,2086526900000.0,2530634400000.0
2041.0,2347961000000.0,2252893800000.0,2288782400000.0,2382888700000.0,2390730000000.0,2321674700000.0,2230458800000.0,2449116800000.0,2305150400000.0,2304518400000.0,2424244000000.0,2414553900000.0,2382848300000.0,2317445500000.0,2503607800000.0,1956962600000.0,2301084800000.0,2054849700000.0,2520043000000.0
2042.0,2334452000000.0,2221276700000.0,2263100700000.0,2355080500000.0,2361180300000.0,2301884600000.0,2216951000000.0,2428195800000.0,2263303300000.0,2277208500000.0,2392822000000.0,2402458300000.0,2367706400000.0,2278302400000.0,2477546500000.0,1926445000000.0,2285029600000.0,2010290200000.0,2510978800000.0
2043.0,2315110600000.0,2192564200000.0,2231142000000.0,2327512400000.0,2361258000000.0,2267252500000.0,2185217800000.0,2399706500000.0,2223508800000.0,2244284000000.0,2362301200000.0,2374600200000.0,2341401300000.0,2239782200000.0,2456587000000.0,1866584800000.0,2248479900000.0,1963151000000.0,2481499000000.0
2044.0,2293398000000.0,2161226000000.0,2202297400000.0,2307373700000.0,2355064000000.0,2235116000000.0,2142305300000.0,2372295500000.0,2200606300000.0,2195599800000.0,2331545400000.0,2351972700000.0,2317611700000.0,2200541300000.0,2441845100000.0,1818432500000.0,2228700300000.0,1934229600000.0,2464356000000.0
2045.0,2268646900000.0,2123481700000.0,2179936800000.0,2278844300000.0,2324276200000.0,2202254000000.0,2104839000000.0,2361340500000.0,2168911700000.0,2175975400000.0,2301622500000.0,2316311500000.0,2292377200000.0,2161839800000.0,2431351000000.0,1775663400000.0,2203913800000.0,1939052200000.0,2436178600000.0
2046.0,2244295500000.0,2085542800000.0,2168484900000.0,2256665000000.0,2282475000000.0,2176429200000.0,2074496000000.0,2341624600000.0,2111123000000.0,2155571200000.0,2274396000000.0,2283472000000.0,2271968000000.0,2139313400000.0,2427562200000.0,1746231400000.0,2178059500000.0,1922337600000.0,2414073600000.0
2047.0,2218281700000.0,2049464100000.0,2143092900000.0,2228744400000.0,2250345500000.0,2142257400000.0,2032294800000.0,2319789600000.0,2065942600000.0,2129331100000.0,2220682400000.0,2260682700000.0,2245205700000.0,2089697800000.0,2402520100000.0,1703865600000.0,2158064000000.0,1868778000000.0,2400780600000.0
2048.0,2188161600000.0,2014541600000.0,2118744100000.0,2197912700000.0,2226184800000.0,2118737200000.0,1988837800000.0,2306018000000.0,2028956200000.0,2101680800000.0,2185288700000.0,2223479000000.0,2212583200000.0,2043776100000.0,2381590800000.0,1673397900000.0,2113999200000.0,1837080600000.0,2382394600000.0
2049.0,2161184700000.0,1974881500000.0,2096754300000.0,2171658000000.0,2184062400000.0,2093752300000.0,1956927200000.0,2291764600000.0,1982648000000.0,2045931600000.0,2160322200000.0,2196595100000.0,2191244000000.0,2006080000000.0,2380180500000.0,1632721800000.0,2076901600000.0,1790044800000.0,2357564500000.0
2050.0,2130099200000.0,1944595000000.0,2078179900000.0,2140401700000.0,2175194900000.0,2071110000000.0,1935536200000.0,2266830200000.0,1941242200000.0,2022190400000.0,2134109000000.0,2166032600000.0,2163875000000.0,1968583700000.0,2356213200000.0,1586307500000.0,2050828100000.0,1760160900000.0,2338129700000.0
2051.0,2096108000000.0,1913336500000.0,2049514000000.0,2099401600000.0,2135892200000.0,2038439500000.0,1897291200000.0,2239490200000.0,1899477500000.0,1983713500000.0,2087815700000.0,2126912300000.0,2130640600000.0,1926827700000.0,2331285400000.0,1553193200000.0,2014876100000.0,1725009600000.0,2308237400000.0
2052.0,2066502000000.0,1884657500000.0,2010304200000.0,2069290700000.0,2102600100000.0,1995655100000.0,1858838100000.0,2211215000000.0,1837777800000.0,1934735200000.0,2052477800000.0,2075893400000.0,2092747500000.0,1881109000000.0,2307715000000.0,1506151000000.0,1986662600000.0,1689096700000.0,2289823000000.0
2053.0,2030612500000.0,1835995600000.0,1984813200000.0,2034265100000.0,2058012200000.0,1950670100000.0,1828509300000.0,2181214800000.0,1783351000000.0,1904210900000.0,2037320600000.0,2050856300000.0,2083141200000.0,1836914600000.0,2287228400000.0,1472690300000.0,1955765700000.0,1652088400000.0,2268239200000.0
2054.0,2001895800000.0,1815296600000.0,1969960800000.0,1995781600000.0,2015243000000.0,1927564100000.0,1784286500000.0,2164417400000.0,1735674600000.0,1869431400000.0,2007151700000.0,2037403500000.0,2060806800000.0,1789657400000.0,2276365000000.0,1433564000000.0,1929957700000.0,1599726300000.0,2252827800000.0
2055.0,1982035900000.0,1774586600000.0,1949187700000.0,1960138100000.0,1975951200000.0,1893534000000.0,1751750000000.0,2135224700000.0,1689050300000.0,1845801800000.0,1972139600000.0,1994196300000.0,2026632800000.0,1746324400000.0,2261875200000.0,1384697300000.0,1905071900000.0,1556281300000.0,2232646400000.0
2056.0,1943560300000.0,1743367000000.0,1922629500000.0,1924388900000.0,1953441400000.0,1851274400000.0,1731651700000.0,2112583500000.0,1647268500000.0,1814788300000.0,1936704500000.0,1968841800000.0,1990808700000.0,1692628700000.0,2238446000000.0,1341820900000.0,1885384900000.0,1514924700000.0,2200409500000.0
2057.0,1912758200000.0,1718801100000.0,1900277000000.0,1894262800000.0,1918624500000.0,1842419300000.0,1680168700000.0,2089284500000.0,1590599900000.0,1777576300000.0,1914051800000.0,1932136500000.0,1960942800000.0,1644506800000.0,2215370300000.0,1315305700000.0,1853662000000.0,1479055100000.0,2183225000000.0
2058.0,1890686300000.0,1686296900000.0,1875959100000.0,1851909500000.0,1869185500000.0,1810497400000.0,1635446300000.0,2070092300000.0,1543679200000.0,1732897400000.0,1887377800000.0,1898156500000.0,1924266000000.0,1597556000000.0,2186195000000.0,1275335700000.0,1824786000000.0,1450622300000.0,2143840600000.0
2059.0,1872446400000.0,1653886600000.0,1847291500000.0,1807774100000.0,1831238100000.0,1771261800000.0,1590000500000.0,2022557400000.0,1509036100000.0,1686367900000.0,1857442800000.0,1868555600000.0,1894834100000.0,1539470000000.0,2169055500000.0,1244196900000.0,1786031900000.0,1415724000000.0,2118778700000.0
2060.0,1853922000000.0,1622963500000.0,1817494400000.0,1764616400000.0,1792453400000.0,1739898100000.0,1546396200000.0,1982808500000.0,1461463000000.0,1644268100000.0,1832069000000.0,1840408400000.0,1870287200000.0,1494567100000.0,2142623000000.0,1204572800000.0,1768539200000.0,1383238500000.0,2092489600000.0
2061.0,1833944200000.0,1592229500000.0,1802096000000.0,1740655700000.0,1760352800000.0,1706888300000.0,1506857800000.0,1941545000000.0,1415902900000.0,1625897400000.0,1800555200000.0,1813305600000.0,1842625000000.0,1443954200000.0,2111901300000.0,1163499000000.0,1735416700000.0,1354335300000.0,2065912800000.0
2062.0,1802162000000.0,1556737600000.0,1775491700000.0,1705801800000.0,1724964500000.0,1684281100000.0,1472876400000.0,1917726200000.0,1373580600000.0,1598937100000.0,1767693900000.0,1776645600000.0,1812089700000.0,1394650500000.0,2099601100000.0,1117234700000.0,1697798300000.0,1318014200000.0,2039106100000.0
2063.0,1770261800000.0,1523785100000.0,1742844900000.0,1673498300000.0,1689933000000.0,1663680900000.0,1439707700000.0,1898305300000.0,1335605300000.0,1575262700000.0,1735598300000.0,1761953600000.0,1774250100000.0,1348025000000.0,2071256000000.0,1076750900000.0,1671456500000.0,1296962000000.0,2013204600000.0
2064.0,1742922400000.0,1479301300000.0,1720220300000.0,1643064000000.0,1650496100000.0,1629617000000.0,1394626000000.0,1868619000000.0,1301594600000.0,1533803200000.0,1712779600000.0,1736692700000.0,1744769300000.0,1304498100000.0,2050096600000.0,1045051740000.0,1643003100000.0,1259777800000.0,1977788300000.0
2065.0,1704938600000.0,1457664800000.0,1682784900000.0,1608062300000.0,1607837700000.0,1600986300000.0,1347449900000.0,1846806800000.0,1254230500000.0,1488649800000.0,1675396600000.0,1710609100000.0,1714714700000.0,1262894600000.0,2028938600000.0,1006056830000.0,1613123600000.0,1227709700000.0,1962202200000.0
2066.0,1689462600000.0,1436132200000.0,1655615500000.0,1570843800000.0,1563541800000.0,1576211700000.0,1312777800000.0,1822443800000.0,1210141500000.0,1458020700000.0,1637336100000.0,1683607000000.0,1691075300000.0,1220660800000.0,2007014000000.0,970224800000.0,1581250500000.0,1181937300000.0,1935426200000.0
2067.0,1663296700000.0,1407998800000.0,1629094500000.0,1544456000000.0,1521686800000.0,1546311700000.0,1276583100000.0,1796720000000.0,1179101800000.0,1424030800000.0,1608167500000.0,1645105500000.0,1656814300000.0,1168826400000.0,1978406700000.0,933243000000.0,1538040000000.0,1153986000000.0,1899697900000.0
2068.0,1637285000000.0,1374774200000.0,1602454300000.0,1513404900000.0,1488148400000.0,1504354900000.0,1231229600000.0,1759589600000.0,1134032600000.0,1389936100000.0,1563766300000.0,1593303800000.0,1629877300000.0,1124899900000.0,1958691900000.0,910227700000.0,1505236400000.0,1128821800000.0,1870605800000.0
2069.0,1622035300000.0,1354441300000.0,1581652600000.0,1483544200000.0,1460305900000.0,1479657000000.0,1199714500000.0,1723119000000.0,1101867100000.0,1354116000000.0,1538206100000.0,1567453600000.0,1589926600000.0,1084642800000.0,1932686900000.0,874049600000.0,1471061400000.0,1096353840000.0,1845096200000.0
2070.0,1598932300000.0,1333323500000.0,1552480300000.0,1448058200000.0,1427555100000.0,1441972100000.0,1169575500000.0,1698857000000.0,1067946200000.0,1323715300000.0,1503007200000.0,1537025900000.0,1564747100000.0,1049600900000.0,1882277400000.0,846622400000.0,1438460000000.0,1071794200000.0,1813717300000.0
2071.0,1580656000000.0,1301142200000.0,1522131000000.0,1416541900000.0,1391091400000.0,1413473800000.0,1140311200000.0,1673676600000.0,1025343360000.0,1290188100000.0,1469686200000.0,1504134000000.0,1529392700000.0,1007243100000.0,1859148600000.0,813308700000.0,1402137700000.0,1042596300000.0,1792248900000.0
2072.0,1542427200000.0,1275691400000.0,1495500800000.0,1388064800000.0,1355422400000.0,1382328700000.0,1113000000000.0,1653130300000.0,979925800000.0,1257139300000.0,1438823000000.0,1466323400000.0,1501596900000.0,971324300000.0,1846340100000.0,785459300000.0,1371337300000.0,1017141500000.0,1763266700000.0
2073.0,1515474600000.0,1262914900000.0,1477896400000.0,1352644800000.0,1319077400000.0,1351086000000.0,1080440850000.0,1626898600000.0,944824800000.0,1235792600000.0,1404334400000.0,1434836500000.0,1478989600000.0,923722200000.0,1833767100000.0,753478000000.0,1346406700000.0,984982360000.0,1733484900000.0
2074.0,1492809700000.0,1246576000000.0,1453333000000.0,1322054200000.0,1294742200000.0,1319128700000.0,1050550340000.0,1606026400000.0,916708660000.0,1210637000000.0,1369187400000.0,1398486700000.0,1458345700000.0,895009750000.0,1795788400000.0,721503700000.0,1315776000000.0,968682700000.0,1712888200000.0
2075.0,1457265200000.0,1220851100000.0,1437083400000.0,1292485400000.0,1252923900000.0,1288075600000.0,1027950400000.0,1588297600000.0,872845500000.0,1175893000000.0,1337512800000.0,1354319400000.0,1426458700000.0,853969140000.0,1771410200000.0,691278250000.0,1280331100000.0,943910400000.0,1702248400000.0
2076.0,1422568600000.0,1191592600000.0,1410770400000.0,1258789000000.0,1217705300000.0,1270218800000.0,1000090400000.0,1554152400000.0,836876570000.0,1152806000000.0,1294600900000.0,1321386600000.0,1394623100000.0,821113800000.0,1745006400000.0,663635170000.0,1232665200000.0,916941960000.0,1679680500000.0
2077.0,1392744600000.0,1171164500000.0,1383485100000.0,1223353800000.0,1177689000000.0,1241090800000.0,968531200000.0,1529146000000.0,804993760000.0,1120205100000.0,1264426500000.0,1296365900000.0,1369107500000.0,786468800000.0,1726115500000.0,641567200000.0,1196291000000.0,891102500000.0,1651534000000.0
2078.0,1368873000000.0,1146765600000.0,1362803800000.0,1193150500000.0,1135731500000.0,1211047000000.0,939750100000.0,1504174100000.0,776524500000.0,1092392450000.0,1227616400000.0,1264886900000.0,1348066900000.0,759964570000.0,1707969900000.0,615672900000.0,1170450700000.0,872741340000.0,1616845600000.0
2079.0,1338772300000.0,1119074800000.0,1333830000000.0,1155423800000.0,1104936600000.0,1180810300000.0,916952100000.0,1469850300000.0,737184450000.0,1060553400000.0,1196720100000.0,1236438500000.0,1323288000000.0,734829300000.0,1684218700000.0,586713460000.0,1141022700000.0,850106200000.0,1591082500000.0
2080.0,1302559700000.0,1094532500000.0,1311097700000.0,1113720500000.0,1075052740000.0,1158082500000.0,891162100000.0,1437672400000.0,704825400000.0,1037567300000.0,1170475800000.0,1195091400000.0,1289724600000.0,708353060000.0,1648287500000.0,564473200000.0,1105643700000.0,827585400000.0,1576128600000.0
2081.0,1277379100000.0,1078063100000.0,1291120800000.0,1078469300000.0,1030176440000.0,1143064600000.0,862217900000.0,1404674000000.0,667723760000.0,1011440700000.0,1133267800000.0,1153544700000.0,1264304800000.0,681931400000.0,1625856800000.0,537364400000.0,1075982800000.0,814493860000.0,1549126600000.0
2082.0,1257309100000.0,1056057900000.0,1272620500000.0,1036133700000.0,992133050000.0,1111870100000.0,841237200000.0,1376443800000.0,632558200000.0,989129900000.0,1106146600000.0,1118890500000.0,1241664500000.0,655239200000.0,1595308000000.0,508210250000.0,1052833940000.0,800031640000.0,1527553200000.0
2083.0,1232974000000.0,1045509200000.0,1249448300000.0,997566800000.0,957599250000.0,1078036460000.0,815154100000.0,1348760500000.0,603096550000.0,963383100000.0,1071583600000.0,1092891000000.0,1219464100000.0,629146700000.0,1568024700000.0,489236530000.0,1023228840000.0,770170700000.0,1499128800000.0
2084.0,1201891200000.0,1014537400000.0,1224269400000.0,964892800000.0,930424550000.0,1056127400000.0,786422760000.0,1313596200000.0,568345560000.0,940945050000.0,1043868400000.0,1059516450000.0,1194276800000.0,603331200000.0,1541234600000.0,463875200000.0,989962500000.0,745581450000.0,1464965300000.0
2085.0,1180997900000.0,995657400000.0,1207089100000.0,934753100000.0,903090700000.0,1032805200000.0,758494300000.0,1286851100000.0,540374960000.0,916268060000.0,1019218760000.0,1033738500000.0,1177093300000.0,582277800000.0,1528820900000.0,437358700000.0,962508750000.0,727057040000.0,1431390300000.0
2086.0,1149925600000.0,970527870000.0,1184343000000.0,895242530000.0,875852700000.0,1009117500000.0,737551250000.0,1259569700000.0,509438560000.0,889360350000.0,985041530000.0,1006010800000.0,1150340700000.0,565771500000.0,1496324200000.0,408802130000.0,933470700000.0,706777840000.0,1403168900000.0
