time,CCSM4,IPSL-CM5A-LR,CSIRO-MK3-6-0,MPI-ESM-LR,NORESM1-M,CANESM2,CNRM-CM5,GISS-E2-R,GFDL-CM3,GFDL-ESM2G
2013.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0
2014.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0
2015.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0
2016.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0
2017.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0
2018.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0
2019.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0
2020.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0
2021.0,134386170000.0,134249350000.0,134477350000.0,134371860000.0,134552625000.0,134823720000.0,135266990000.0,134517380000.0,134348430000.0,135597600000.0
2022.0,134276480000.0,134314430000.0,134400140000.0,134505234000.0,134276820000.0,134388380000.0,135092560000.0,134346930000.0,134469665000.0,135152320000.0
2023.0,134206200000.0,134647160000.0,134121730000.0,134280430000.0,134028665000.0,134459376000.0,134573650000.0,134308364000.0,134614370000.0,134981690000.0
2024.0,133945270000.0,134545540000.0,133759566000.0,134882490000.0,134092440000.0,134051260000.0,134700605000.0,134095960000.0,138673620000.0,134635110000.0
2025.0,134396750000.0,134430080000.0,133659020000.0,134231930000.0,133765200000.0,133963760000.0,134394100000.0,134257000000.0,138667020000.0,134427140000.0
2026.0,133642820000.0,134058900000.0,133861260000.0,134017565000.0,133723800000.0,133884990000.0,134295355000.0,134383490000.0,137887780000.0,134016180000.0
2027.0,133733370000.0,134245440000.0,133303010000.0,133796330000.0,133590565000.0,134320510000.0,134058205000.0,133844795000.0,137720660000.0,133942650000.0
2028.0,133494240000.0,134174320000.0,133530230000.0,134672400000.0,133584410000.0,133589200000.0,134153190000.0,133770805000.0,135370160000.0,133991980000.0
2029.0,133466180000.0,134169900000.0,133587190000.0,133997265000.0,133418660000.0,133590426000.0,133573910000.0,133572430000.0,135457380000.0,133827305000.0
2030.0,133386920000.0,133936750000.0,133320810000.0,133801525000.0,133257175000.0,134380280000.0,133243900000.0,133442600000.0,134602390000.0,134143770000.0
2031.0,132950180000.0,133507630000.0,133416980000.0,133627770000.0,133294240000.0,133482660000.0,132958210000.0,133620690000.0,134316320000.0,133949506000.0
2032.0,132995860000.0,133945680000.0,133177260000.0,133122430000.0,133263114000.0,133206910000.0,133093410000.0,133308070000.0,133928840000.0,134306490000.0
2033.0,132860010000.0,134025940000.0,132859960000.0,133292410000.0,133138690000.0,133126310000.0,132869910000.0,133070330000.0,134948280000.0,133518975000.0
2034.0,132743480000.0,133160440000.0,132815910000.0,133052990000.0,133034050000.0,132885996000.0,132781700000.0,133376040000.0,134464960000.0,133342994000.0
2035.0,132682350000.0,133173576000.0,132394590000.0,132921360000.0,133321800000.0,133123056000.0,133061550000.0,132898230000.0,134136520000.0,133115740000.0
2036.0,132381606000.0,133163190000.0,132371235000.0,132936655000.0,133086994000.0,132802400000.0,132667900000.0,132871970000.0,134071575000.0,133058680000.0
2037.0,132389750000.0,132900910000.0,132478755000.0,132866310000.0,132960740000.0,132762290000.0,132475085000.0,133307700000.0,133968980000.0,132946560000.0
2038.0,132237980000.0,132853490000.0,131946210000.0,132611700000.0,132837196000.0,132655464000.0,132241610000.0,133362426000.0,134092710000.0,133011200000.0
2039.0,131996300000.0,132769330000.0,131762140000.0,132774690000.0,132525030000.0,132637860000.0,132689420000.0,132924630000.0,134259610000.0,132875100000.0
2040.0,131951760000.0,133185380000.0,131642880000.0,132514636000.0,132615995000.0,132398510000.0,132175930000.0,132896250000.0,133625530000.0,132936930000.0
2041.0,131609160000.0,133700840000.0,131485220000.0,132385030000.0,132418020000.0,132245590000.0,131865340000.0,132541230000.0,133762670000.0,132915660000.0
2042.0,131490460000.0,133197960000.0,131257330000.0,132291895000.0,133100070000.0,132058800000.0,131512380000.0,132505140000.0,133610720000.0,132619380000.0
2043.0,131314830000.0,132711320000.0,131216830000.0,132104800000.0,132171430000.0,131955280000.0,131215065000.0,132611450000.0,133645840000.0,132534110000.0
2044.0,131110855000.0,132268570000.0,130840930000.0,131917275000.0,132018910000.0,131906224000.0,131068820000.0,132179850000.0,134087130000.0,132829200000.0
2045.0,130967180000.0,131986990000.0,130886760000.0,131830096000.0,131953090000.0,131750080000.0,130881810000.0,132112925000.0,133822360000.0,132373880000.0
2046.0,130754896000.0,131781370000.0,130392260000.0,131695300000.0,131659640000.0,131570820000.0,130596676000.0,132002680000.0,133330990000.0,132236950000.0
2047.0,130637370000.0,131719815000.0,130458755000.0,131578250000.0,131486960000.0,131403990000.0,130521930000.0,131973620000.0,133554880000.0,132281040000.0
2048.0,130416390000.0,131652780000.0,130511510000.0,131396985000.0,131431145000.0,131316740000.0,130044500000.0,132422300000.0,133168790000.0,132001230000.0
2049.0,129988500000.0,131629290000.0,129949440000.0,131192930000.0,131197280000.0,131395715000.0,129876900000.0,132240640000.0,133088730000.0,132163610000.0
2050.0,129832540000.0,131605000000.0,129497014000.0,130995110000.0,131165880000.0,131011390000.0,129618170000.0,131679310000.0,133229310000.0,132181385000.0
2051.0,129587560000.0,131230450000.0,129312604000.0,130903640000.0,130890785000.0,130790466000.0,129370560000.0,131210700000.0,134081905000.0,131775640000.0
2052.0,129399380000.0,131030570000.0,128838890000.0,130583260000.0,130734580000.0,130574280000.0,129091265000.0,131168970000.0,134044230000.0,131735660000.0
2053.0,129067990000.0,130916190000.0,128489350000.0,130462196000.0,130524135000.0,130286890000.0,129105000000.0,131036870000.0,133629550000.0,131557384000.0
2054.0,128859470000.0,130663280000.0,128349260000.0,130279530000.0,130264970000.0,130022110000.0,128296780000.0,130864950000.0,133265760000.0,131447780000.0
2055.0,128600334000.0,131042525000.0,127979850000.0,130310504000.0,130224030000.0,129957890000.0,128083860000.0,130660330000.0,133005600000.0,131270720000.0
2056.0,128344970000.0,130215820000.0,127556720000.0,130424504000.0,129818240000.0,129703846000.0,127455240000.0,130608050000.0,133141180000.0,131111660000.0
2057.0,128101110000.0,129753280000.0,127311995000.0,130091060000.0,129673920000.0,129470890000.0,126875960000.0,130661740000.0,133289165000.0,131159376000.0
2058.0,127583355000.0,129404980000.0,127016010000.0,129891060000.0,129791400000.0,129331600000.0,126415540000.0,130414430000.0,133208670000.0,131094520000.0
2059.0,127218140000.0,129156390000.0,126842090000.0,129940750000.0,129455420000.0,128881115000.0,126455700000.0,130213620000.0,132769776000.0,130767190000.0
2060.0,127066770000.0,128883690000.0,126427560000.0,129839750000.0,129386540000.0,128718000000.0,125466860000.0,130092930000.0,133191836000.0,130670670000.0
2061.0,126625830000.0,128479520000.0,126166360000.0,129475330000.0,129003454000.0,128378405000.0,125111550000.0,129963770000.0,133182080000.0,130729400000.0
2062.0,126007270000.0,128497650000.0,125534250000.0,129267610000.0,128828870000.0,128045810000.0,124667330000.0,129638780000.0,133234120000.0,130695070000.0
2063.0,125664140000.0,128037950000.0,125291450000.0,129058520000.0,128593680000.0,127902110000.0,124064490000.0,129401650000.0,133098830000.0,130465030000.0
2064.0,125334946000.0,127630926000.0,125009640000.0,128894250000.0,128369210000.0,127661250000.0,123564350000.0,129376120000.0,132572570000.0,129945395000.0
2065.0,124703375000.0,127120260000.0,124234300000.0,128612794000.0,127985390000.0,127278680000.0,123273640000.0,129461410000.0,132679930000.0,129958945000.0
2066.0,124354670000.0,126846260000.0,123630550000.0,128522576000.0,127662350000.0,126656680000.0,122784170000.0,128804330000.0,133318040000.0,129718770000.0
2067.0,123808760000.0,126472590000.0,122921886000.0,128153110000.0,127610720000.0,126496360000.0,122281330000.0,128504410000.0,133832655000.0,129495530000.0
2068.0,123468550000.0,126211350000.0,122505170000.0,127842470000.0,127290930000.0,125994490000.0,121799720000.0,128625790000.0,132322130000.0,129458370000.0
2069.0,122922050000.0,125779560000.0,121804750000.0,127478055000.0,126952460000.0,125585244000.0,121071700000.0,128220226000.0,132245640000.0,129358810000.0
2070.0,122101860000.0,125446545000.0,121234555000.0,127343270000.0,126690900000.0,125117596000.0,120218890000.0,128175950000.0,132208940000.0,129310530000.0
2071.0,121648930000.0,125010270000.0,120489340000.0,127254760000.0,126345150000.0,124558550000.0,119454630000.0,127936730000.0,132040210000.0,129011170000.0
2072.0,121038780000.0,124483710000.0,120047540000.0,126958860000.0,126181786000.0,124129950000.0,118845194000.0,127510180000.0,131739935000.0,128980300000.0
2073.0,120647740000.0,123970450000.0,119470080000.0,126483780000.0,126002080000.0,123682290000.0,118115810000.0,127236790000.0,131885620000.0,128834690000.0
2074.0,120055630000.0,123848820000.0,118890720000.0,126242000000.0,125826100000.0,123142010000.0,117265146000.0,126795980000.0,131592440000.0,128650840000.0
2075.0,119492750000.0,123183250000.0,117616300000.0,125906460000.0,125515040000.0,122464790000.0,116713540000.0,126635180000.0,131922166000.0,128352666000.0
2076.0,118505366000.0,122515595000.0,117236834000.0,125917380000.0,125027450000.0,122058560000.0,116182770000.0,126371380000.0,131345100000.0,128041810000.0
2077.0,117843280000.0,122223140000.0,116509155000.0,125569770000.0,124734230000.0,121619270000.0,115531950000.0,126212860000.0,131116750000.0,127967370000.0
2078.0,117144830000.0,121603790000.0,115654360000.0,125137300000.0,124317010000.0,121152545000.0,114764770000.0,125729100000.0,130908510000.0,127699950000.0
2079.0,116372720000.0,120875340000.0,115102300000.0,124945340000.0,123893330000.0,120626770000.0,113672530000.0,125455160000.0,130847320000.0,127792546000.0
2080.0,115409584000.0,120431165000.0,113976525000.0,124462120000.0,123321900000.0,119896736000.0,112688540000.0,125352395000.0,131008850000.0,126940830000.0
2081.0,114533106000.0,119843830000.0,113177880000.0,123966990000.0,122953930000.0,119241480000.0,111695700000.0,124907570000.0,130598510000.0,126651910000.0
2082.0,113794070000.0,119512030000.0,112231810000.0,123700050000.0,122648570000.0,118687430000.0,110928680000.0,124456930000.0,130326140000.0,126469770000.0
2083.0,112470974000.0,118965625000.0,111371360000.0,123197555000.0,122263085000.0,118117890000.0,109944340000.0,124076490000.0,130028150000.0,126268604000.0
2084.0,110904430000.0,118223580000.0,110265180000.0,122656770000.0,121625960000.0,117423540000.0,108937900000.0,123799180000.0,129789590000.0,126036460000.0
2085.0,110115635000.0,117191160000.0,109556064000.0,122074120000.0,121328760000.0,116527830000.0,107704070000.0,123459910000.0,129605770000.0,125560040000.0
2086.0,108848870000.0,116480520000.0,108672614000.0,121848270000.0,120812230000.0,115887006000.0,106711100000.0,123003590000.0,129261090000.0,125212434000.0
2087.0,107722015000.0,115893020000.0,108173935000.0,121315760000.0,120461050000.0,115284950000.0,105616910000.0,122652610000.0,128935580000.0,125008600000.0
2088.0,106973946000.0,115498280000.0,106830880000.0,120957230000.0,119776520000.0,114407560000.0,104218214000.0,122421690000.0,128822990000.0,124829340000.0
2089.0,105715390000.0,114708144000.0,106051630000.0,120238620000.0,119245430000.0,113866965000.0,102994280000.0,121920520000.0,128765730000.0,124476190000.0
2090.0,104732740000.0,113780710000.0,104712315000.0,119636160000.0,118590080000.0,113131960000.0,101839340000.0,122044080000.0,128353714000.0,124275410000.0
2091.0,103524860000.0,112661455000.0,103408255000.0,119298220000.0,118048060000.0,111888230000.0,100346890000.0,121395315000.0,127986830000.0,124051510000.0
2092.0,102473780000.0,111972870000.0,101808005000.0,118604940000.0,117250440000.0,111297905000.0,99035720000.0,120771576000.0,127649270000.0,123529410000.0
2093.0,101243510000.0,111274230000.0,100419990000.0,118309690000.0,116800480000.0,110396090000.0,97704340000.0,120431260000.0,127309810000.0,123551330000.0
2094.0,99739370000.0,110399955000.0,98916620000.0,117858460000.0,116233140000.0,109493395000.0,96062180000.0,120052470000.0,127037590000.0,123161020000.0
2095.0,98821775000.0,109577980000.0,97034450000.0,117537686000.0,115769850000.0,108518210000.0,94925740000.0,119677220000.0,126861160000.0,122903134000.0
2096.0,97353590000.0,108844245000.0,95349170000.0,116952930000.0,115079350000.0,107649130000.0,92612850000.0,119145130000.0,126159010000.0,122258735000.0
2097.0,96220260000.0,108294365000.0,93591660000.0,116504250000.0,114358040000.0,106578610000.0,91477795000.0,118694380000.0,125820750000.0,121838350000.0
2098.0,94543250000.0,107236655000.0,91923600000.0,116020880000.0,113520480000.0,106046325000.0,89887960000.0,118220460000.0,125481910000.0,121473410000.0
2099.0,92879510000.0,106677200000.0,90009120000.0,115382804000.0,112633830000.0,105293630000.0,88546390000.0,117794636000.0,125237770000.0,121179420000.0
2100.0,91526455000.0,106396295000.0,88462450000.0,114938920000.0,111982310000.0,104284420000.0,86958350000.0,117561660000.0,124742020000.0,120628150000.0
