time,GISS-E2-R,CSIRO-MK3-6-0,CNRM-CM5,CCSM4,GFDL-CM3,CANESM2,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,MPI-ESM-LR
2023.0,88720640000.0,88755370000.0,88914650000.0,89471200000.0,88573990000.0,88758680000.0,88947090000.0,89022240000.0,88767046000.0,88786756000.0
2024.0,88520340000.0,88855940000.0,89452200000.0,89213160000.0,88407695000.0,88723680000.0,88895275000.0,88548400000.0,88707800000.0,88600805000.0
2025.0,88385340000.0,88553450000.0,89208210000.0,88998450000.0,88203790000.0,88538220000.0,88644730000.0,88842610000.0,88501040000.0,88628445000.0
2026.0,88284905000.0,88380220000.0,89204930000.0,89071890000.0,87874090000.0,88447040000.0,88589200000.0,88326020000.0,88439120000.0,88551490000.0
2027.0,88062760000.0,88324370000.0,88456905000.0,88800810000.0,87585150000.0,88128690000.0,88255840000.0,88560490000.0,88435960000.0,88268520000.0
2028.0,87891300000.0,88022745000.0,88109670000.0,88616305000.0,87366460000.0,87933580000.0,88000360000.0,88200730000.0,88364980000.0,88203560000.0
2029.0,87762030000.0,88071130000.0,87978270000.0,88613720000.0,86978470000.0,87643480000.0,87887135000.0,87956110000.0,88296040000.0,88130560000.0
2030.0,87597940000.0,87895290000.0,88020820000.0,88353850000.0,86729300000.0,87467840000.0,87605140000.0,87904670000.0,89419950000.0,87827595000.0
2031.0,87551790000.0,87721240000.0,89664830000.0,88274900000.0,86347210000.0,87191140000.0,87427490000.0,87491620000.0,88118256000.0,87427430000.0
2032.0,87263740000.0,87877820000.0,87871940000.0,88279040000.0,85938430000.0,87004290000.0,87271930000.0,87796376000.0,87894065000.0,87203725000.0
2033.0,86984240000.0,88432070000.0,87405500000.0,88039870000.0,85579460000.0,86968476000.0,87014250000.0,87038140000.0,87548080000.0,87008050000.0
2034.0,86760860000.0,87524060000.0,87132220000.0,88784550000.0,85189230000.0,86571150000.0,86820135000.0,86687730000.0,88767880000.0,86724070000.0
2035.0,86568840000.0,87451075000.0,88460430000.0,88126890000.0,84691820000.0,86539985000.0,86885430000.0,86271795000.0,87400360000.0,86499130000.0
2036.0,86251010000.0,87456720000.0,87040420000.0,87796515000.0,84184660000.0,86082580000.0,86353320000.0,86435406000.0,87240660000.0,86371210000.0
2037.0,85973990000.0,87289110000.0,86701830000.0,87581680000.0,83632660000.0,85717400000.0,86577930000.0,85670860000.0,87007930000.0,86205630000.0
2038.0,85651930000.0,86892950000.0,87064730000.0,87447450000.0,82994864000.0,85353420000.0,86045385000.0,85276385000.0,86650370000.0,85648515000.0
2039.0,85598265000.0,86506610000.0,86274834000.0,87285000000.0,82407055000.0,85045960000.0,85541860000.0,84721885000.0,86503700000.0,85414010000.0
2040.0,85035120000.0,86231790000.0,86178580000.0,87439980000.0,81814405000.0,84603360000.0,85207670000.0,84195960000.0,86186080000.0,85046305000.0
2041.0,84733590000.0,86124810000.0,85914290000.0,87179910000.0,81167900000.0,84301930000.0,84962970000.0,84139120000.0,85917520000.0,84729610000.0
2042.0,84473510000.0,86025480000.0,85668360000.0,87833640000.0,80506960000.0,83987690000.0,84753000000.0,83428155000.0,85852200000.0,84429240000.0
2043.0,84096975000.0,85943430000.0,85279340000.0,86839190000.0,79818605000.0,83529400000.0,84136280000.0,82898230000.0,85578720000.0,84002595000.0
2044.0,83600015000.0,85504430000.0,85253980000.0,86495265000.0,79207260000.0,83107650000.0,83770750000.0,82465740000.0,85313740000.0,83389570000.0
2045.0,83165320000.0,85048510000.0,84678680000.0,86203834000.0,78523810000.0,82638610000.0,83282800000.0,82220966000.0,85061160000.0,83000390000.0
2046.0,82857935000.0,84726350000.0,84380090000.0,85993270000.0,77680380000.0,82051810000.0,83006210000.0,81510510000.0,84886700000.0,82530940000.0
2047.0,82306970000.0,84575986000.0,84297380000.0,85709340000.0,76884570000.0,81527824000.0,82719760000.0,80739290000.0,84628340000.0,82078860000.0
2048.0,82083920000.0,84193580000.0,83771270000.0,85409595000.0,75951910000.0,80968910000.0,82337130000.0,80567840000.0,84209050000.0,81628180000.0
2049.0,81566250000.0,83968820000.0,83649356000.0,85056060000.0,75071136000.0,80442515000.0,81769220000.0,79754540000.0,84069150000.0,81236860000.0
2050.0,81026210000.0,83767660000.0,84663680000.0,84885670000.0,74117340000.0,79879225000.0,81336490000.0,79037630000.0,83540530000.0,80789570000.0
2051.0,80506310000.0,83482720000.0,85384450000.0,84949570000.0,73355090000.0,79563570000.0,80819630000.0,78582490000.0,83841800000.0,80157660000.0
2052.0,80282845000.0,83515970000.0,85064880000.0,84236820000.0,72465190000.0,79096324000.0,80265740000.0,78124560000.0,82855460000.0,79680070000.0
2053.0,79743600000.0,82971740000.0,82865545000.0,83954350000.0,71590200000.0,78479294000.0,79544300000.0,77315050000.0,83549250000.0,79151910000.0
2054.0,79436810000.0,82534670000.0,81963940000.0,83566540000.0,70757290000.0,77926450000.0,78964200000.0,76680640000.0,82883520000.0,78563060000.0
2055.0,79057850000.0,82895860000.0,81652940000.0,83945650000.0,69918680000.0,77523616000.0,78627095000.0,75910816000.0,81904165000.0,78146896000.0
2056.0,78445640000.0,82238380000.0,81079130000.0,83333670000.0,69118240000.0,76801100000.0,78020350000.0,75136550000.0,81560060000.0,77478584000.0
2057.0,78129455000.0,81848230000.0,80695850000.0,82778000000.0,68234203000.0,75973480000.0,77452165000.0,76774195000.0,81091540000.0,76804415000.0
2058.0,77583835000.0,81458090000.0,80146940000.0,82853460000.0,67360215000.0,75477310000.0,76933580000.0,74946240000.0,80579640000.0,76208360000.0
2059.0,77519200000.0,81061830000.0,79781030000.0,82033750000.0,66409090000.0,74868834000.0,76428755000.0,73482895000.0,80123580000.0,75590360000.0
2060.0,76805145000.0,80796890000.0,79235330000.0,81651230000.0,65446613000.0,74202510000.0,75892834000.0,72820605000.0,79694316000.0,75077320000.0
2061.0,76288410000.0,80656966000.0,78880500000.0,81234740000.0,64598008000.0,73432470000.0,75317260000.0,72377900000.0,79642410000.0,74459230000.0
2062.0,76733820000.0,80416326000.0,78404520000.0,80686785000.0,63661593000.0,72683320000.0,74769940000.0,71528530000.0,78904870000.0,73689590000.0
2063.0,75734560000.0,80253350000.0,77900186000.0,80221990000.0,62785278000.0,71837540000.0,74273110000.0,70802990000.0,78587830000.0,73062980000.0
2064.0,75393060000.0,80299155000.0,77076620000.0,79686844000.0,61957840000.0,71073120000.0,73530155000.0,70257900000.0,77973220000.0,72445936000.0
2065.0,74821575000.0,79654460000.0,76524170000.0,79178710000.0,60930662000.0,70485330000.0,72771800000.0,69509240000.0,77674490000.0,71703890000.0
2066.0,74498810000.0,79445090000.0,75937070000.0,78698050000.0,59900590000.0,69581630000.0,72338530000.0,68958010000.0,77535920000.0,71044790000.0
2067.0,74085100000.0,78645370000.0,75340140000.0,78561900000.0,58941460000.0,69112230000.0,71715774000.0,68484678000.0,76558280000.0,70425030000.0
2068.0,74768190000.0,78261300000.0,74725990000.0,77630750000.0,57947156000.0,68294390000.0,71022880000.0,67493306000.0,76725110000.0,69738594000.0
2069.0,73978495000.0,77754240000.0,74313370000.0,76956740000.0,56955904000.0,67376198000.0,70194700000.0,66714580000.0,76122460000.0,69145010000.0
2070.0,73047930000.0,78916440000.0,73788480000.0,76658760000.0,55918770000.0,66553065000.0,69465874000.0,65956774000.0,75518665000.0,68864330000.0
2071.0,72632420000.0,77142565000.0,74576210000.0,75777790000.0,54995247000.0,66080790000.0,68697743000.0,67197034000.0,75213620000.0,67753280000.0
2072.0,75946270000.0,76796960000.0,73262470000.0,75183340000.0,53954474000.0,65284755000.0,67856773000.0,64933777000.0,74611860000.0,66967146000.0
2073.0,74600100000.0,76138820000.0,72330400000.0,74401550000.0,53108430000.0,64304300000.0,67109994000.0,63964475000.0,73908690000.0,66247070000.0
2074.0,73048370000.0,75595650000.0,71538680000.0,73793190000.0,52124344000.0,63590097000.0,66224190000.0,63241253000.0,73472910000.0,65233520000.0
2075.0,72974890000.0,75176080000.0,70627510000.0,73836170000.0,51104060000.0,62666306000.0,65535807000.0,62808510000.0,72801110000.0,64427983000.0
2076.0,73030360000.0,75029080000.0,70031660000.0,72718070000.0,50161574000.0,62226584000.0,64747680000.0,61725073000.0,72196360000.0,63591370000.0
2077.0,71107400000.0,74373750000.0,70071026000.0,72216170000.0,49265697000.0,61350756000.0,64048108000.0,60981957000.0,71603356000.0,62829957000.0
2078.0,70249330000.0,74050675000.0,70501170000.0,71528920000.0,48163525000.0,60478583000.0,63252988000.0,60278256000.0,70974070000.0,61856776000.0
2079.0,70072300000.0,73276450000.0,70684130000.0,70715390000.0,47207588000.0,59460985000.0,62500740000.0,60432368000.0,70340200000.0,61035934000.0
2080.0,69187320000.0,72415170000.0,68431213000.0,69978870000.0,46154875000.0,58499203000.0,61464613000.0,59194036000.0,69634105000.0,60348800000.0
2081.0,68992920000.0,71815094000.0,67143643000.0,69243150000.0,45362080000.0,57469460000.0,60699970000.0,58341170000.0,68927860000.0,59413025000.0
2082.0,68367550000.0,71003824000.0,66123473000.0,68424016000.0,44558275000.0,56674513000.0,59814064000.0,57676636000.0,68163035000.0,58578840000.0
2083.0,67983393000.0,70338640000.0,65113970000.0,67649400000.0,43503530000.0,55817806000.0,58937230000.0,57245508000.0,67677626000.0,57950335000.0
2084.0,67447930000.0,69579090000.0,65057686000.0,67137864000.0,42434920000.0,54941676000.0,57940470000.0,56299758000.0,67006067000.0,57096440000.0
2085.0,67845997000.0,68816890000.0,63502524000.0,66808127000.0,41408356000.0,53926412000.0,57124516000.0,55486180000.0,66465276000.0,55989883000.0
2086.0,66773426000.0,69141905000.0,65345974000.0,66284904000.0,40445290000.0,52973187000.0,56181660000.0,54604046000.0,65614602000.0,55091122000.0
2087.0,66318676000.0,68132807000.0,62384570000.0,65139300000.0,39542770000.0,52135620000.0,55325080000.0,53906727000.0,65035220000.0,54417900000.0
2088.0,65820990000.0,67550814000.0,61253030000.0,64388657000.0,38569533000.0,51343890000.0,54200926000.0,53004505000.0,64300286000.0,53374317000.0
2089.0,65455174000.0,66849490000.0,60185960000.0,63628490000.0,37659025000.0,50382176000.0,53012275000.0,52147565000.0,63513280000.0,52447550000.0
2090.0,65177230000.0,65928200000.0,59154080000.0,62961970000.0,36685636000.0,49393275000.0,51997640000.0,51261370000.0,63181680000.0,51475685000.0
2091.0,64461940000.0,65189134000.0,58570810000.0,62056600000.0,35792520000.0,48498600000.0,50967510000.0,50533466000.0,62172780000.0,50591500000.0
2092.0,64134316000.0,64241844000.0,57549060000.0,61383037000.0,35026067000.0,47659356000.0,49978876000.0,50213940000.0,61264957000.0,49704010000.0
2093.0,63472054000.0,63522490000.0,60087624000.0,60724340000.0,34054280000.0,46514480000.0,49180650000.0,48734425000.0,60228227000.0,48878810000.0
2094.0,63055892000.0,62551773000.0,55871967000.0,59892425000.0,33345018000.0,45610530000.0,48248594000.0,47895785000.0,59890270000.0,47893176000.0
2095.0,62962274000.0,61808628000.0,55187345000.0,59016200000.0,32364452000.0,44747410000.0,47456403000.0,46767604000.0,58827480000.0,47252510000.0
2096.0,61864727000.0,61022730000.0,54175085000.0,58126390000.0,31480705000.0,44019466000.0,46366800000.0,46157970000.0,58462560000.0,46232437000.0
2097.0,61459997000.0,60144430000.0,53536387000.0,57481330000.0,30726392000.0,43250600000.0,45097580000.0,45657362000.0,57473880000.0,45391004000.0
2098.0,61478457000.0,59232050000.0,52407690000.0,56721666000.0,29971196000.0,42220573000.0,44149305000.0,44716573000.0,57643356000.0,44350284000.0
2099.0,60738360000.0,58454643000.0,51605455000.0,55906107000.0,29156671000.0,41243103000.0,43467390000.0,43800703000.0,56470700000.0,43529548000.0
2100.0,60062917000.0,57461957000.0,52594074000.0,55197960000.0,28271241000.0,40503472000.0,42481967000.0,43738190000.0,55514020000.0,42679530000.0
