time,CESM1-CAM5,CCSM4,CNRM-CM5,GISS-E2-R,CSIRO-MK3-6-0,MPI-ESM-LR,GFDL-ESM2G,NORESM1-M,CANESM2,GFDL-CM3,IPSL-CM5A-LR
2011.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0
2012.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0
2013.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0
2014.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0
2015.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0
2016.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0
2017.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0
2018.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0
2019.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0
2020.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0
2021.0,14637858000000.0,14701192000000.0,14676078000000.0,14724472000000.0,14701487000000.0,14698666000000.0,14718837000000.0,14658782000000.0,14720909000000.0,14670044000000.0,14661938000000.0
2022.0,14508224000000.0,14693953000000.0,14580048000000.0,14678139000000.0,14686471000000.0,14641018000000.0,14698935000000.0,14627828000000.0,14648276000000.0,14606519000000.0,14614763000000.0
2023.0,14458722000000.0,14626050000000.0,14561428000000.0,14635077000000.0,14647422000000.0,14598063000000.0,14662453000000.0,14514311000000.0,14575084000000.0,14521743000000.0,14512127000000.0
2024.0,14414636000000.0,14592502000000.0,14456674000000.0,14634117000000.0,14600150000000.0,14545060000000.0,14636682000000.0,14463053000000.0,14566065000000.0,14449092000000.0,14398312000000.0
2025.0,14312048000000.0,14534262000000.0,14402934000000.0,14611950000000.0,14523931000000.0,14484926000000.0,14610181000000.0,14436052000000.0,14524769000000.0,14355299000000.0,14359660000000.0
2026.0,14197504000000.0,14477388000000.0,14348999000000.0,14616040000000.0,14443039000000.0,14432751000000.0,14561620000000.0,14379945000000.0,14472323000000.0,14277064000000.0,14316664000000.0
2027.0,14088576000000.0,14398681000000.0,14279806000000.0,14630866000000.0,14378168000000.0,14397306000000.0,14553929000000.0,14287411000000.0,14395007000000.0,14162973000000.0,14255175000000.0
2028.0,14000095000000.0,14311765000000.0,14217665000000.0,14586657000000.0,14307595000000.0,14302302000000.0,14503347000000.0,14214491000000.0,14339351000000.0,14021358000000.0,14192254000000.0
2029.0,13906073000000.0,14276705000000.0,14123606000000.0,14536359000000.0,14261734000000.0,14205687000000.0,14478789000000.0,14138247000000.0,14247040000000.0,13932531000000.0,14073656000000.0
2030.0,13788473000000.0,14220819000000.0,14031769000000.0,14490189000000.0,14260254000000.0,14121904000000.0,14452294000000.0,14044325000000.0,14137418000000.0,13830062000000.0,13996688000000.0
2031.0,13671337000000.0,14156824000000.0,13978859000000.0,14511603000000.0,14208335000000.0,14048812000000.0,14423487000000.0,13962666000000.0,14069747000000.0,13683450000000.0,13951728000000.0
2032.0,13566247000000.0,14111727000000.0,13929756000000.0,14477431000000.0,14179697000000.0,13959333000000.0,14379780000000.0,13949995000000.0,14025092000000.0,13602469000000.0,13928702000000.0
2033.0,13437257000000.0,14042587000000.0,13863895000000.0,14418570000000.0,14143097000000.0,13862813000000.0,14344790000000.0,13888528000000.0,13958475000000.0,13451581000000.0,13831549000000.0
2034.0,13336199000000.0,13978905000000.0,13840638000000.0,14362938000000.0,14089498000000.0,13796520000000.0,14308058000000.0,13822207000000.0,13844631000000.0,13390492000000.0,13734250000000.0
2035.0,13203382000000.0,13926371000000.0,13825087000000.0,14265766000000.0,14009483000000.0,13670127000000.0,14248106000000.0,13742894000000.0,13778132000000.0,13275540000000.0,13669255000000.0
2036.0,13091069000000.0,13909671000000.0,13748122000000.0,14245301000000.0,13947384000000.0,13588382000000.0,14208167000000.0,13638057000000.0,13679603000000.0,13155016000000.0,13597883000000.0
2037.0,12996566000000.0,13850123000000.0,13714722000000.0,14187249000000.0,13966343000000.0,13544699000000.0,14130879000000.0,13552310000000.0,13597537000000.0,13030072000000.0,13544491000000.0
2038.0,12882194000000.0,13789413000000.0,13667486000000.0,14155309000000.0,13946333000000.0,13460735000000.0,14071597000000.0,13465063000000.0,13503090000000.0,12933102000000.0,13437711000000.0
2039.0,12794374000000.0,13705380000000.0,13594536000000.0,14140497000000.0,13875853000000.0,13364920000000.0,14023391000000.0,13412524000000.0,13404908000000.0,12843138000000.0,13347122000000.0
2040.0,12658246000000.0,13671091000000.0,13524206000000.0,14059697000000.0,13836379000000.0,13274011000000.0,13971150000000.0,13304611000000.0,13336872000000.0,12696849000000.0,13237888000000.0
2041.0,12563926000000.0,13637282000000.0,13513848000000.0,14000888000000.0,13776642000000.0,13211228000000.0,13949807000000.0,13215669000000.0,13279255000000.0,12589455000000.0,13180796000000.0
2042.0,12427611000000.0,13601456000000.0,13450555000000.0,13944151000000.0,13729182000000.0,13138818000000.0,13922009000000.0,13139409000000.0,13235758000000.0,12477319000000.0,13188045000000.0
2043.0,12278727000000.0,13556975000000.0,13378077000000.0,13939981000000.0,13653964000000.0,13054200000000.0,13868179000000.0,13072926000000.0,13150823000000.0,12344193000000.0,13140967000000.0
2044.0,12211101000000.0,13493731000000.0,13337208000000.0,13873941000000.0,13595402000000.0,12981131000000.0,13839030000000.0,13009447000000.0,13084577000000.0,12232968000000.0,13132001000000.0
2045.0,12138555000000.0,13462490000000.0,13259547000000.0,13833727000000.0,13570009000000.0,12879444000000.0,13856743000000.0,12920438000000.0,12997323000000.0,12143226000000.0,13055903000000.0
2046.0,12050968000000.0,13435669000000.0,13197535000000.0,13779952000000.0,13528722000000.0,12798998000000.0,13804183000000.0,12823320000000.0,12925024000000.0,12017398000000.0,13072264000000.0
2047.0,11974654000000.0,13361177000000.0,13136988000000.0,13754523000000.0,13459280000000.0,12683029000000.0,13728581000000.0,12734864000000.0,12858584000000.0,11908236000000.0,13026516000000.0
2048.0,11882889000000.0,13293338000000.0,13112925000000.0,13722929000000.0,13401229000000.0,12610160000000.0,13635087000000.0,12712107000000.0,12781195000000.0,11774510000000.0,12942977000000.0
2049.0,11781645000000.0,13231338000000.0,13040592000000.0,13682537000000.0,13331541000000.0,12529565000000.0,13635265000000.0,12625693000000.0,12713972000000.0,11654114000000.0,12880716000000.0
2050.0,11683144000000.0,13175890000000.0,12936517000000.0,13605585000000.0,13270916000000.0,12454688000000.0,13529618000000.0,12490405000000.0,12636389000000.0,11537644000000.0,12872906000000.0
2051.0,11602113000000.0,13190052000000.0,12917403000000.0,13554572000000.0,13267771000000.0,12414768000000.0,13491029000000.0,12374306000000.0,12526921000000.0,11426150000000.0,12837548000000.0
2052.0,11497206000000.0,13172849000000.0,12870108000000.0,13495146000000.0,13228410000000.0,12291217000000.0,13391453000000.0,12306654000000.0,12453722000000.0,11312690000000.0,12723404000000.0
2053.0,11386958000000.0,13118068000000.0,12756590000000.0,13426690000000.0,13189299000000.0,12198354000000.0,13333471000000.0,12323078000000.0,12361954000000.0,11205683000000.0,12617905000000.0
2054.0,11273972000000.0,13121131000000.0,12682249000000.0,13349747000000.0,13140755000000.0,12119513000000.0,13293450000000.0,12235064000000.0,12268678000000.0,11060819000000.0,12526046000000.0
2055.0,11167243000000.0,13049322000000.0,12630938000000.0,13351075000000.0,13081864000000.0,12033161000000.0,13259835000000.0,12136521000000.0,12217559000000.0,10940424000000.0,12487601000000.0
2056.0,11034330000000.0,13058675000000.0,12607020000000.0,13267922000000.0,13087918000000.0,11965374000000.0,13195522000000.0,12114037000000.0,12135152000000.0,10837479000000.0,12405486000000.0
2057.0,10923517000000.0,13070508000000.0,12566325000000.0,13187932000000.0,13065520000000.0,11907867000000.0,13171472000000.0,12080970000000.0,12032638000000.0,10754529000000.0,12298381000000.0
2058.0,10793759000000.0,13076890000000.0,12628989000000.0,13145935000000.0,13008142000000.0,11854109000000.0,13149984000000.0,11998419000000.0,12000167000000.0,10671038000000.0,12218451000000.0
2059.0,10685582000000.0,13075370000000.0,12612482000000.0,13125082000000.0,12969130000000.0,11800071000000.0,13132015000000.0,11927813000000.0,11917351000000.0,10528935000000.0,12227135000000.0
2060.0,10577601000000.0,13034194000000.0,12500107000000.0,13072334000000.0,12938762000000.0,11717686000000.0,13085135000000.0,11835102000000.0,11806409000000.0,10397026000000.0,12145178000000.0
2061.0,10456532000000.0,13002925000000.0,12424321000000.0,13061679000000.0,12895301000000.0,11631795000000.0,13078234000000.0,11757362000000.0,11730597000000.0,10257824000000.0,12083275000000.0
2062.0,10310962000000.0,13022426000000.0,12342769000000.0,13042599000000.0,12883629000000.0,11570304000000.0,13055088000000.0,11696972000000.0,11641619000000.0,10174266000000.0,11984600000000.0
2063.0,10151112000000.0,13054828000000.0,12222880000000.0,12996671000000.0,12852267000000.0,11498822000000.0,13020986000000.0,11645299000000.0,11546092000000.0,10069178000000.0,11925525000000.0
2064.0,10001184000000.0,13029767000000.0,12114762000000.0,12978436000000.0,12813327000000.0,11453581000000.0,13029370000000.0,11616210000000.0,11472717000000.0,9971703000000.0,11862230000000.0
2065.0,9851934000000.0,13004335000000.0,12056834000000.0,12990002000000.0,12809909000000.0,11389958000000.0,13007776000000.0,11527823000000.0,11425115000000.0,9869641000000.0,11758959000000.0
2066.0,9763680000000.0,13038533000000.0,11990001000000.0,12970330000000.0,12799236000000.0,11317845000000.0,12954885000000.0,11454353000000.0,11344490000000.0,9779212000000.0,11764658000000.0
2067.0,9649727000000.0,13049686000000.0,11947693000000.0,12930287000000.0,12772639000000.0,11239691000000.0,12947331000000.0,11370918000000.0,11283529000000.0,9684721000000.0,11681731000000.0
2068.0,9557316000000.0,13024851000000.0,11877976000000.0,12876512000000.0,12707667000000.0,11160315000000.0,12903675000000.0,11301480000000.0,11194551000000.0,9567870000000.0,11574935000000.0
2069.0,9447411000000.0,12997447000000.0,11836437000000.0,12822638000000.0,12682399000000.0,11099050000000.0,12846634000000.0,11262990000000.0,11151547000000.0,9459228000000.0,11466925000000.0
2070.0,9316804000000.0,12972996000000.0,11824605000000.0,12803100000000.0,12645192000000.0,11050932000000.0,12786174000000.0,11186966000000.0,11030493000000.0,9380394000000.0,11389120000000.0
2071.0,9196118000000.0,12942946000000.0,11791098000000.0,12781460000000.0,12608408000000.0,11004674000000.0,12771466000000.0,11106275000000.0,10936960000000.0,9301661000000.0,11336802000000.0
2072.0,9054465000000.0,12869390000000.0,11714670000000.0,12765203000000.0,12589598000000.0,10945873000000.0,12744261000000.0,11069343000000.0,10876034000000.0,9203763000000.0,11251947000000.0
2073.0,8921546000000.0,12847297000000.0,11744354000000.0,12722768000000.0,12574534000000.0,10894086000000.0,12713020000000.0,11037802000000.0,10812822000000.0,9108111000000.0,11144054000000.0
2074.0,8824578000000.0,12834356000000.0,11689282000000.0,12744252000000.0,12572590000000.0,10836262000000.0,12690221000000.0,11028260000000.0,10767572000000.0,8987286000000.0,11011150000000.0
2075.0,8733145400000.0,12797556000000.0,11718235000000.0,12718100000000.0,12571405000000.0,10754836000000.0,12700615000000.0,10986463000000.0,10695138000000.0,8910109000000.0,10950064000000.0
2076.0,8633222000000.0,12732783000000.0,11682042000000.0,12660710000000.0,12590058000000.0,10674764000000.0,12676251000000.0,10895496000000.0,10593844000000.0,8833382000000.0,10899435000000.0
2077.0,8539586700000.0,12698315000000.0,11622791000000.0,12620025000000.0,12588500000000.0,10615766000000.0,12657215000000.0,10841077000000.0,10495342000000.0,8756165000000.0,10855540000000.0
2078.0,8454916300000.0,12729822000000.0,11555106000000.0,12578256000000.0,12533099000000.0,10539271000000.0,12657965000000.0,10842543000000.0,10427534000000.0,8657756000000.0,10845361000000.0
2079.0,8368296600000.0,12703109000000.0,11494242000000.0,12561357000000.0,12513421000000.0,10483878000000.0,12622437000000.0,10728836000000.0,10333633000000.0,8566516000000.0,10750127000000.0
2080.0,8251562300000.0,12687864000000.0,11432592000000.0,12545772000000.0,12467137000000.0,10437050000000.0,12567634000000.0,10676460000000.0,10286356000000.0,8501378000000.0,10678840000000.0
2081.0,8143592000000.0,12645138000000.0,11372477000000.0,12512519000000.0,12467476000000.0,10368491000000.0,12532868000000.0,10614753000000.0,10226307000000.0,8384609000000.0,10615002000000.0
2082.0,8057233300000.0,12644326000000.0,11305973000000.0,12456304000000.0,12391886000000.0,10329324000000.0,12491431000000.0,10537122000000.0,10148575000000.0,8299838700000.0,10513877000000.0
2083.0,7970579500000.0,12613486000000.0,11224914000000.0,12384801000000.0,12394731000000.0,10279916000000.0,12464883000000.0,10437332000000.0,10046958000000.0,8235888700000.0,10429702000000.0
2084.0,7906211000000.0,12612122000000.0,11203704000000.0,12353950000000.0,12385073000000.0,10203504000000.0,12440936000000.0,10319453000000.0,9983908000000.0,8156438000000.0,10308481000000.0
2085.0,7823964500000.0,12602571000000.0,11105435000000.0,12326773000000.0,12388253000000.0,10173520000000.0,12408524000000.0,10246022000000.0,9948232000000.0,8066981400000.0,10229507000000.0
2086.0,7765585000000.0,12641787000000.0,11021470000000.0,12269444000000.0,12378015000000.0,10093290000000.0,12334267000000.0,10129857000000.0,9835278000000.0,7987610000000.0,10160808000000.0
2087.0,7697018700000.0,12629861000000.0,10957761000000.0,12207374000000.0,12346334000000.0,10008330000000.0,12302342000000.0,10044044000000.0,9761179000000.0,7902650700000.0,10125194000000.0
2088.0,7606393400000.0,12657405000000.0,10917189000000.0,12170742000000.0,12346112000000.0,9963467000000.0,12272761000000.0,9981369000000.0,9724785000000.0,7844766000000.0,10065689000000.0
2089.0,7491599500000.0,12642122000000.0,10789588000000.0,12156150000000.0,12320840000000.0,9937268000000.0,12266117000000.0,9888134000000.0,9644231000000.0,7780001000000.0,10029376000000.0
2090.0,7388249700000.0,12632233000000.0,10709747000000.0,12170464000000.0,12300976000000.0,9898852000000.0,12243271000000.0,9822556000000.0,9600058000000.0,7717577600000.0,10037780000000.0
2091.0,7317156300000.0,12619460000000.0,10616369000000.0,12152820000000.0,12279679000000.0,9860938000000.0,12232990000000.0,9756734000000.0,9495462000000.0,7671607500000.0,10007873000000.0
2092.0,7228159400000.0,12659881000000.0,10576004000000.0,12131052000000.0,12246385000000.0,9815433000000.0,12192576000000.0,9653306000000.0,9417787000000.0,7619481000000.0,9958213000000.0
2093.0,7125332000000.0,12642981000000.0,10524714000000.0,12078580000000.0,12195870000000.0,9781722000000.0,12160900000000.0,9526781000000.0,9322960000000.0,7534604000000.0,9919841000000.0
2094.0,7040800000000.0,12615352000000.0,10481954000000.0,12046212000000.0,12154998000000.0,9728194000000.0,12109505000000.0,9485025000000.0,9286291000000.0,7493156600000.0,9925525000000.0
2095.0,6974445000000.0,12567051000000.0,10408059000000.0,12057130000000.0,12143416000000.0,9707675000000.0,12102169000000.0,9432781000000.0,9212768000000.0,7427752700000.0,9854663000000.0
2096.0,6907778000000.0,12569278000000.0,10304013000000.0,12036314000000.0,12107990000000.0,9656235000000.0,12057359000000.0,9395033000000.0,9146676000000.0,7392609000000.0,9804327000000.0
2097.0,6833128300000.0,12594084000000.0,10240026000000.0,11995316000000.0,12048658000000.0,9621798000000.0,12048620000000.0,9313499000000.0,9106647000000.0,7317906500000.0,9731584000000.0
2098.0,6764124700000.0,12615431000000.0,10149374000000.0,11985145000000.0,11980633000000.0,9570782000000.0,12020853000000.0,9243073000000.0,9052370000000.0,7250319500000.0,9686794000000.0
2099.0,6674212500000.0,12567307000000.0,10090025000000.0,11968869000000.0,11948173000000.0,9557153000000.0,12033335000000.0,9171830000000.0,9010097000000.0,7186585000000.0,9651616000000.0
2100.0,6612997000000.0,12577559000000.0,10036899000000.0,11941230000000.0,11914404000000.0,9534783000000.0,11996538000000.0,9117196000000.0,8941569000000.0,7132306000000.0,9611994000000.0
