time,CANESM2,GISS-E2-R,CNRM-CM5,CSIRO-MK3-6-0,CCSM4,MPI-ESM-LR,GFDL-CM3,NORESM1-M,GFDL-ESM2G,IPSL-CM5A-LR
2015.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0
2016.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0
2017.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0
2018.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0
2019.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0
2020.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0
2021.0,28293716000.0,28306903000.0,28294386000.0,28276740000.0,28461242000.0,28483553000.0,28267983000.0,28343808000.0,28404912000.0,28272947000.0
2022.0,28149225000.0,28194705000.0,28326035000.0,28160383000.0,28378974000.0,28235893000.0,28159515000.0,28250286000.0,28261786000.0,28202555000.0
2023.0,28043166000.0,28131318000.0,28137716000.0,28060596000.0,28208808000.0,28043874000.0,28082768000.0,28084320000.0,28118350000.0,28201431000.0
2024.0,27894385000.0,27992550000.0,28146598000.0,27968668000.0,27998628000.0,27918514000.0,27944802000.0,28053256000.0,28120123000.0,28018006000.0
2025.0,27789519000.0,27812315000.0,27843285000.0,27805846000.0,27848667000.0,27883938000.0,27876850000.0,27942027000.0,27931640000.0,27904942000.0
2026.0,27647797000.0,27760970000.0,27687490000.0,27640875000.0,27687924000.0,27701307000.0,27748176000.0,27910687000.0,27759378000.0,27808467000.0
2027.0,27526574000.0,27547662000.0,27481762000.0,27474754000.0,27530664000.0,27525712000.0,27730358000.0,27720059000.0,27647515000.0,27687540000.0
2028.0,27282614000.0,27395348000.0,27185920000.0,27338713000.0,27368931000.0,27469228000.0,27513088000.0,27627070000.0,27575796000.0,27464870000.0
2029.0,27095747000.0,27272194000.0,27055071000.0,27208987000.0,27233323000.0,27228566000.0,27483933000.0,27402363000.0,27361108000.0,27300815000.0
2030.0,26898743000.0,27074910000.0,26793130000.0,27100903000.0,27181031000.0,27075100000.0,27327891000.0,27275071000.0,27318544000.0,27141306000.0
2031.0,26655533000.0,26933692000.0,26640560000.0,26936998000.0,27021480000.0,26962810000.0,27139805000.0,27210881000.0,27187032000.0,27020653000.0
2032.0,26324066000.0,26879550000.0,26586409000.0,26849380000.0,26859432000.0,26849820000.0,26987618000.0,27096076000.0,27019459000.0,26892804000.0
2033.0,26034508000.0,26653334000.0,26202612000.0,26581082000.0,26610305000.0,26592231000.0,26846192000.0,26931350000.0,26870634000.0,26661542000.0
2034.0,25799404000.0,26481324000.0,25967436000.0,26420476000.0,26435520000.0,26367898000.0,26648408000.0,26665961000.0,26830322000.0,26519370000.0
2035.0,25554455000.0,26279256000.0,25691600000.0,26312604000.0,26205895000.0,26133560000.0,26584103000.0,26504480000.0,26632456000.0,26390088000.0
2036.0,25344060000.0,26083613000.0,25397934000.0,26177237000.0,26031405000.0,25963330000.0,26360422000.0,26300957000.0,26488183000.0,26127393000.0
2037.0,25086521000.0,25876790000.0,25083025000.0,25979870000.0,25865638000.0,25855410000.0,26214963000.0,26162487000.0,26374010000.0,25889612000.0
2038.0,24790495000.0,25703416000.0,24834347000.0,25753100000.0,25553790000.0,25703990000.0,26088022000.0,25992262000.0,26312524000.0,25842962000.0
2039.0,24542614000.0,25528596000.0,24608633000.0,25532236000.0,25406394000.0,25525778000.0,25977940000.0,25799514000.0,26017978000.0,25578924000.0
2040.0,24310045000.0,25326434000.0,24144472000.0,25231884000.0,25217718000.0,25348444000.0,25763062000.0,25725442000.0,25889536000.0,25387856000.0
2041.0,24082799000.0,25137019000.0,23919895000.0,25065679000.0,25036966000.0,25188620000.0,25625113000.0,25591882000.0,25749438000.0,25143775000.0
2042.0,23913499000.0,24978958000.0,23834827000.0,24751933000.0,24866748000.0,25046477000.0,25464027000.0,25561088000.0,25669693000.0,25012146000.0
2043.0,23599174000.0,24804581000.0,23347472000.0,24552595000.0,24600730000.0,24933218000.0,25462114000.0,25278550000.0,25378996000.0,24747380000.0
2044.0,23240532000.0,24666366000.0,23060204000.0,24257798000.0,24403638000.0,24698122000.0,25426115000.0,25104589000.0,25341733000.0,24650215000.0
2045.0,23024060000.0,24506620000.0,22847420000.0,23966558000.0,24299176000.0,24557685000.0,25189847000.0,24930875000.0,25022497000.0,24419707000.0
2046.0,22720463000.0,24347636000.0,22910437000.0,23768775000.0,24102572000.0,24418814000.0,25027322000.0,24699750000.0,24880654000.0,24287429000.0
2047.0,22398274000.0,24103770000.0,22398915000.0,23497132000.0,23914174000.0,24240579000.0,24939428000.0,24474175000.0,24812583000.0,24106279000.0
2048.0,22145935000.0,23913062000.0,22125300000.0,23235344000.0,23707154000.0,24070754000.0,24800922000.0,24292938000.0,24577788000.0,23991157000.0
2049.0,21834822000.0,23732705000.0,21890673000.0,23111880000.0,23526246000.0,23953355000.0,24545786000.0,24135043000.0,24423086000.0,23716426000.0
2050.0,21635723000.0,23584797000.0,21654626000.0,22802221000.0,23261923000.0,23790266000.0,24348705000.0,23953371000.0,24289597000.0,23473988000.0
2051.0,21417036000.0,23422708000.0,21429324000.0,22864286000.0,23072606000.0,23641706000.0,24179268000.0,23766780000.0,24137214000.0,23167212000.0
2052.0,21219880000.0,23222751000.0,21210917000.0,22386940000.0,22766434000.0,23474903000.0,23975363000.0,23551017000.0,23994319000.0,23023366000.0
2053.0,20939704000.0,22918760000.0,20993364000.0,22144066000.0,22549103000.0,23314838000.0,23815272000.0,23320820000.0,23783060000.0,22827678000.0
2054.0,20662948000.0,22761693000.0,20715178000.0,21943771000.0,22369660000.0,23146869000.0,23637858000.0,23133106000.0,23661705000.0,22628418000.0
2055.0,20419652000.0,22575213000.0,20549892000.0,21738238000.0,22216514000.0,22947346000.0,23437505000.0,22945730000.0,23424352000.0,22451866000.0
2056.0,20177664000.0,22416753000.0,20193925000.0,21629745000.0,21982160000.0,22799307000.0,23236809000.0,22769904000.0,23268303000.0,22259868000.0
2057.0,19889613000.0,22238110000.0,19948014000.0,21279635000.0,21766167000.0,22629683000.0,23024794000.0,22611204000.0,23227770000.0,21971528000.0
2058.0,19627610000.0,22058994000.0,19688104000.0,20970017000.0,21503736000.0,22562036000.0,22792092000.0,22429220000.0,22956052000.0,21724508000.0
2059.0,19381438000.0,21881915000.0,19501420000.0,20740151000.0,21276654000.0,22421215000.0,22501994000.0,22173557000.0,22751668000.0,21512862000.0
2060.0,19142425000.0,21693282000.0,19249095000.0,20437539000.0,21133345000.0,22240176000.0,22342610000.0,23074680000.0,22582352000.0,21268440000.0
2061.0,18951698000.0,21463312000.0,19094632000.0,20437890000.0,20968671000.0,22035044000.0,22191358000.0,21937269000.0,22425194000.0,21052983000.0
2062.0,18706313000.0,21228734000.0,18930820000.0,19990317000.0,20669940000.0,21860415000.0,21998948000.0,21717480000.0,22258493000.0,20829235000.0
2063.0,18554214000.0,20970460000.0,18731686000.0,19803402000.0,20470909000.0,21668456000.0,21764088000.0,21527843000.0,22180014000.0,20641090000.0
2064.0,18301604000.0,20740940000.0,18522366000.0,19638936000.0,20263369000.0,21455897000.0,21498080000.0,21382263000.0,21953176000.0,20445237000.0
2065.0,18100270000.0,20551367000.0,18320357000.0,19425645000.0,20072174000.0,21330033000.0,21242204000.0,21215824000.0,21712136000.0,20135866000.0
2066.0,17942286000.0,20410292000.0,18164744000.0,19273306000.0,19786127000.0,21148004000.0,21013273000.0,21043862000.0,21568920000.0,19935085000.0
2067.0,17714635000.0,20160528000.0,17950253000.0,19036346000.0,19610427000.0,21002848000.0,20911864000.0,20872825000.0,21471183000.0,19759650000.0
2068.0,17500310000.0,19987415000.0,17703006000.0,18867268000.0,19393954000.0,20835903000.0,20677097000.0,20683223000.0,21289632000.0,19558201000.0
2069.0,17313313000.0,19742260000.0,17519976000.0,18714900000.0,19138898000.0,20689465000.0,20387545000.0,20508760000.0,21082767000.0,19380003000.0
2070.0,17110816000.0,19522720000.0,17259780000.0,18565468000.0,18942634000.0,20541831000.0,20216156000.0,20332503000.0,20893846000.0,19245820000.0
2071.0,16869512000.0,19259930000.0,17013354000.0,18364727000.0,18746722000.0,20357587000.0,20003254000.0,20184433000.0,20706165000.0,19048303000.0
2072.0,16638497000.0,19071156000.0,16807930000.0,18240823000.0,18440888000.0,20193487000.0,19816722000.0,20022155000.0,20539021000.0,18800140000.0
2073.0,16568733000.0,18856729000.0,16480160000.0,18099712000.0,18221246000.0,20012069000.0,19623862000.0,19806513000.0,20434526000.0,18544460000.0
2074.0,16217510000.0,18691880000.0,16313556000.0,18020184000.0,18008041000.0,19787684000.0,19427568000.0,19624688000.0,20279929000.0,18322630000.0
2075.0,16067841000.0,18440980000.0,16127693000.0,17812025000.0,17775854000.0,19625760000.0,19253117000.0,19446202000.0,20119185000.0,18129146000.0
2076.0,15842685000.0,18132423000.0,15920113000.0,17590610000.0,17424833000.0,19474960000.0,19047913000.0,19284020000.0,19965235000.0,17952582000.0
2077.0,15575234000.0,17863170000.0,15759751000.0,17376807000.0,17233195000.0,19304333000.0,18865020000.0,19146293000.0,19934090000.0,17713410000.0
2078.0,15332407000.0,17641763000.0,15533948000.0,17113906000.0,17050452000.0,19131775000.0,18677787000.0,18934512000.0,19744737000.0,17468449000.0
2079.0,15111661000.0,17402315000.0,15376284000.0,16956355000.0,16836438000.0,18961652000.0,18488726000.0,18771995000.0,19634717000.0,17292986000.0
2080.0,14884932000.0,17193441000.0,15151931000.0,16868960000.0,16519342000.0,18766572000.0,18321242000.0,18597444000.0,19447515000.0,17030380000.0
2081.0,14765681000.0,16960275000.0,14896638000.0,16661804000.0,16293133000.0,18637750000.0,18125396000.0,18448085000.0,19301880000.0,16894812000.0
2082.0,14570434000.0,16716855000.0,14690038000.0,16518903000.0,16092789000.0,18499400000.0,17934103000.0,18303736000.0,19153162000.0,16749767000.0
2083.0,14387293000.0,16468854000.0,14500597000.0,16434737000.0,15892200000.0,18262407000.0,17655392000.0,18122478000.0,18990737000.0,16541896000.0
2084.0,14223139000.0,16253422000.0,14330591000.0,16282442000.0,15615134000.0,18041780000.0,17384735000.0,18014288000.0,18808232000.0,16409096000.0
2085.0,14047336000.0,16026739000.0,14082636000.0,16140981000.0,15406647000.0,17806068000.0,17191150000.0,17848121000.0,18689198000.0,16227497000.0
2086.0,13816879000.0,15882388000.0,13903504000.0,15962273000.0,15195697000.0,17659625000.0,17001671000.0,17663932000.0,18539231000.0,15982227000.0
2087.0,13654226000.0,15647584000.0,13677612000.0,15750731000.0,15001647000.0,17498264000.0,16737243000.0,17510453000.0,18398515000.0,15799315000.0
2088.0,13498641000.0,15463259000.0,13425363000.0,15561858000.0,14771585000.0,17337549000.0,16571744000.0,17361190000.0,18209917000.0,15652173000.0
2089.0,13354142000.0,15238697000.0,13237203000.0,15476194000.0,14597996000.0,17045759000.0,16379860000.0,17171931000.0,18035188000.0,15511374000.0
2090.0,13165492000.0,15036522000.0,13055969000.0,15321245000.0,14408350000.0,16891090000.0,16189085000.0,16969954000.0,18085155000.0,15387206000.0
2091.0,12997923000.0,14878448000.0,12907989000.0,15176926000.0,14208388000.0,16738365000.0,15982140000.0,16820542000.0,17813606000.0,15262553000.0
2092.0,12833331000.0,14711658000.0,12678232000.0,15032441000.0,13965521000.0,16562233000.0,15801521000.0,16692101000.0,17638877000.0,15175211000.0
2093.0,12699551000.0,14552237000.0,12475935000.0,14882384000.0,13718310000.0,16403731000.0,15629123000.0,16556958000.0,17583028000.0,15002518000.0
2094.0,12518367000.0,14387964000.0,12284942000.0,14729012000.0,13520428000.0,16229250000.0,15428755000.0,16415275000.0,17405750000.0,14825305000.0
2095.0,12330592000.0,14178092000.0,12027393000.0,14503277000.0,13396529000.0,16065521000.0,15230120000.0,16338049000.0,17254400000.0,14689121000.0
2096.0,12136886000.0,14042769000.0,11707592000.0,14351223000.0,13278324000.0,15929591000.0,15047724000.0,16192314000.0,17099069000.0,14596677000.0
2097.0,11965778000.0,13910709000.0,11507623000.0,14144179000.0,13137447000.0,15754903000.0,14921854000.0,16010287000.0,16893308000.0,14461023000.0
2098.0,11808683000.0,13713461000.0,11304457000.0,13984059000.0,12979545000.0,15597915000.0,14761287000.0,15862005000.0,17072349000.0,14323995000.0
2099.0,11622341000.0,13620647000.0,11111637000.0,13772465000.0,12814801000.0,15384233000.0,14552288000.0,15698469000.0,16692796000.0,14120178000.0
2100.0,11401918000.0,13425398000.0,11020129000.0,13697924000.0,12691713000.0,15209063000.0,14338060000.0,15577474000.0,16559731000.0,14015458000.0
