time,CSIRO-MK3-6-0,CNRM-CM5,GISS-E2-R,CANESM2,IPSL-CM5A-LR,GFDL-CM3,GFDL-ESM2G,NORESM1-M,MPI-ESM-LR,CCSM4
2015.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0
2016.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0
2017.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0
2018.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0
2019.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0
2020.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0
2021.0,28225823000.0,28257740000.0,28582750000.0,28257847000.0,28358906000.0,28354216000.0,28650476000.0,28275350000.0,28247908000.0,28411767000.0
2022.0,28138703000.0,28250080000.0,28402060000.0,28224104000.0,28243696000.0,28163232000.0,28418703000.0,28236212000.0,28124436000.0,28205715000.0
2023.0,28154290000.0,28048861000.0,28208770000.0,28072686000.0,28014756000.0,28053387000.0,28622897000.0,28374580000.0,28001993000.0,28141017000.0
2024.0,27915387000.0,28222327000.0,28105920000.0,27866388000.0,27842871000.0,28063894000.0,28324966000.0,28326922000.0,27886537000.0,28073902000.0
2025.0,27760812000.0,27840078000.0,27978990000.0,27709395000.0,27767452000.0,28139260000.0,28234414000.0,28089940000.0,27736791000.0,28038801000.0
2026.0,27584220000.0,28069409000.0,27945976000.0,27567024000.0,27518878000.0,27796540000.0,28164862000.0,28018401000.0,27645346000.0,27906597000.0
2027.0,27376144000.0,27710180000.0,27913482000.0,27488270000.0,27461214000.0,27695852000.0,28016116000.0,27880538000.0,27642085000.0,27880735000.0
2028.0,27224967000.0,27616883000.0,27945834000.0,27617354000.0,27191970000.0,27471680000.0,27828378000.0,27836393000.0,27428637000.0,27725904000.0
2029.0,27043162000.0,27290972000.0,27924316000.0,27250766000.0,27126012000.0,27397812000.0,27691950000.0,27618650000.0,27220208000.0,27588958000.0
2030.0,26817290000.0,27309480000.0,27762092000.0,27015356000.0,26964175000.0,27456936000.0,27630574000.0,27469472000.0,27172620000.0,27390130000.0
2031.0,26649104000.0,27095695000.0,27837325000.0,26812780000.0,26846747000.0,27236910000.0,27589624000.0,27372235000.0,27169038000.0,27155712000.0
2032.0,26415507000.0,26784213000.0,27527625000.0,26639575000.0,26692612000.0,27207786000.0,27332714000.0,27289883000.0,26915297000.0,27104942000.0
2033.0,26418532000.0,26636802000.0,27504173000.0,26482958000.0,26441640000.0,27395346000.0,27186182000.0,26999933000.0,26717946000.0,27132189000.0
2034.0,26086121000.0,26455024000.0,27363540000.0,26283792000.0,26222926000.0,26943859000.0,27479165000.0,26871976000.0,26730873000.0,26832712000.0
2035.0,25833644000.0,26230522000.0,27468136000.0,26042487000.0,25977553000.0,26908445000.0,27180562000.0,26769125000.0,26564307000.0,26785310000.0
2036.0,25633460000.0,26045299000.0,27168952000.0,25744480000.0,25877050000.0,26726275000.0,26904734000.0,26659416000.0,26386830000.0,26860640000.0
2037.0,25566706000.0,25741660000.0,27013528000.0,25614600000.0,25924372000.0,26588760000.0,26922467000.0,26714042000.0,26205204000.0,26357280000.0
2038.0,25341581000.0,25679038000.0,26946167000.0,25367870000.0,25668465000.0,26510275000.0,26716258000.0,26643313000.0,26321127000.0,26284845000.0
2039.0,25113235000.0,25772612000.0,26810522000.0,25124835000.0,25502487000.0,26510750000.0,26634805000.0,26562302000.0,26065631000.0,26106108000.0
2040.0,24892914000.0,25359305000.0,26707702000.0,24979628000.0,25227872000.0,26476466000.0,26501163000.0,26381097000.0,25918018000.0,26083914000.0
2041.0,24668092000.0,25240480000.0,26586200000.0,24744587000.0,25382058000.0,26381093000.0,26485610000.0,26183143000.0,25819910000.0,25757920000.0
2042.0,24486201000.0,25040638000.0,26462433000.0,24519137000.0,25260691000.0,26174390000.0,26932716000.0,26102788000.0,25700110000.0,25971894000.0
2043.0,24278960000.0,24928096000.0,26394649000.0,24357260000.0,25024135000.0,26046704000.0,26890185000.0,25852404000.0,25774264000.0,25571052000.0
2044.0,24139450000.0,24835054000.0,26271097000.0,24180697000.0,25012015000.0,25956141000.0,26900933000.0,25869680000.0,25800458000.0,25399700000.0
2045.0,23940352000.0,24704006000.0,26241296000.0,23972225000.0,25018350000.0,25915685000.0,26480642000.0,25658153000.0,25436721000.0,25249657000.0
2046.0,23793200000.0,24700090000.0,26192239000.0,23705633000.0,24809996000.0,25847278000.0,26403750000.0,25494202000.0,25247025000.0,25074889000.0
2047.0,23622115000.0,24469637000.0,26130899000.0,23537992000.0,24685429000.0,26077215000.0,26353152000.0,25349913000.0,25123164000.0,24965290000.0
2048.0,23419437000.0,24208597000.0,25924240000.0,23143370000.0,24534426000.0,25766260000.0,26196593000.0,25253540000.0,24956800000.0,24880523000.0
2049.0,23197575000.0,24109710000.0,25744441000.0,22965436000.0,24542448000.0,25585883000.0,26170160000.0,25061771000.0,24852335000.0,24744000000.0
2050.0,22978552000.0,23860578000.0,25960610000.0,22722605000.0,24320446000.0,25504197000.0,26420842000.0,25012187000.0,24800629000.0,24664257000.0
2051.0,22722273000.0,23634926000.0,25784600000.0,22488780000.0,24142326000.0,25538816000.0,26033232000.0,24879178000.0,24783320000.0,24434760000.0
2052.0,22685798000.0,23497056000.0,25740425000.0,22196775000.0,24084777000.0,25488670000.0,26061760000.0,24835938000.0,24570296000.0,24318302000.0
2053.0,22455290000.0,23386618000.0,25761931000.0,22197832000.0,24142381000.0,25422256000.0,25977504000.0,24636652000.0,24538567000.0,24354330000.0
2054.0,22281090000.0,23210017000.0,25472231000.0,21879644000.0,24036497000.0,25489148000.0,26657796000.0,24411910000.0,24375757000.0,24459782000.0
2055.0,22499682000.0,23127515000.0,25551466000.0,21648046000.0,24226021000.0,25261335000.0,26221340000.0,24232165000.0,24527137000.0,24054335000.0
2056.0,22112221000.0,23035066000.0,25286027000.0,21513060000.0,23820993000.0,25160241000.0,26048790000.0,24330433000.0,24207400000.0,24090106000.0
2057.0,21920166000.0,22804314000.0,25132984000.0,21234102000.0,23668560000.0,25126420000.0,26168926000.0,24428739000.0,24182733000.0,23849261000.0
2058.0,21921206000.0,22631029000.0,25062623000.0,21040984000.0,23656190000.0,25014240000.0,25920520000.0,24504685000.0,24098118000.0,23675142000.0
2059.0,21584976000.0,22533337000.0,24937642000.0,20798726000.0,23436863000.0,24934713000.0,26053210000.0,24014436000.0,24041693000.0,23812907000.0
2060.0,21496437000.0,22457954000.0,24801317000.0,20884623000.0,23330144000.0,24960553000.0,26218392000.0,23854457000.0,23976684000.0,23708506000.0
2061.0,21316008000.0,22357560000.0,24830503000.0,20506059000.0,23482235000.0,24767425000.0,26039800000.0,23676502000.0,23776168000.0,23505904000.0
2062.0,21221240000.0,22066690000.0,24654395000.0,20315628000.0,23443444000.0,24734722000.0,25993183000.0,24158546000.0,23666352000.0,23297442000.0
2063.0,21389275000.0,22034360000.0,24630407000.0,20152498000.0,23237724000.0,24885295000.0,25797605000.0,24344780000.0,23534975000.0,23168166000.0
2064.0,21385288000.0,21817696000.0,24421685000.0,20115995000.0,23115690000.0,24608127000.0,25871235000.0,23646590000.0,23474573000.0,24263338000.0
2065.0,20953278000.0,21711352000.0,24794737000.0,19916562000.0,23067767000.0,24539724000.0,25734420000.0,23528270000.0,23360250000.0,24046811000.0
2066.0,20796670000.0,21549935000.0,24426177000.0,19878056000.0,23275379000.0,24437774000.0,25754802000.0,23330038000.0,23301818000.0,23391093000.0
2067.0,20705915000.0,21411142000.0,24206512000.0,19691522000.0,23098698000.0,24353946000.0,26021110000.0,23430023000.0,23096390000.0,23098001000.0
2068.0,20603429000.0,21402350000.0,24064311000.0,19491697000.0,23096370000.0,24350601000.0,25798244000.0,23526760000.0,23168150000.0,23985630000.0
2069.0,20507744000.0,21267710000.0,23926274000.0,19424002000.0,23091538000.0,24252324000.0,26041862000.0,23585894000.0,22930120000.0,24346132000.0
2070.0,20611152000.0,21181438000.0,23836422000.0,19328872000.0,23054338000.0,24144919000.0,25807288000.0,23142650000.0,22820852000.0,23559266000.0
2071.0,20386853000.0,21115857000.0,23912868000.0,19355978000.0,22818666000.0,24071342000.0,25711899000.0,23025170000.0,22842681000.0,23261921000.0
2072.0,20293695000.0,21497508000.0,23751401000.0,19465400000.0,22720154000.0,24003592000.0,26691320000.0,23060398000.0,22731411000.0,23120652000.0
2073.0,20181303000.0,21334147000.0,23919559000.0,19103085000.0,22679738000.0,23939944000.0,26462750000.0,22905278000.0,22848025000.0,22916833000.0
2074.0,20131082000.0,21032960000.0,23870329000.0,18929906000.0,22616682000.0,23890630000.0,26410121000.0,22881835000.0,22743486000.0,23230490000.0
2075.0,20006769000.0,20812618000.0,23618247000.0,19386313000.0,22622783000.0,23816920000.0,25967682000.0,22718214000.0,22562249000.0,23841536000.0
2076.0,19967347000.0,20668484000.0,23497107000.0,19042000000.0,23164875000.0,23940295000.0,26153560000.0,22786380000.0,22564854000.0,23095265000.0
2077.0,19852421000.0,20551772000.0,23425434000.0,18780836000.0,22615173000.0,23810150000.0,26712138000.0,22709576000.0,22610176000.0,22915856000.0
2078.0,19817273000.0,20430141000.0,23656827000.0,18661515000.0,22433071000.0,23652448000.0,26241400000.0,22672216000.0,22691856000.0,23331700000.0
2079.0,20110506000.0,20289245000.0,23369430000.0,19598264000.0,22513090000.0,23570778000.0,26154880000.0,22793114000.0,22286344000.0,22856632000.0
2080.0,19651047000.0,20199832000.0,23525155000.0,18629900000.0,22488353000.0,23538676000.0,26211359000.0,22613565000.0,22333860000.0,23063878000.0
2081.0,19586800000.0,21225961000.0,23202472000.0,18591572000.0,22320531000.0,23493272000.0,26102150000.0,22575780000.0,22250863000.0,22971728000.0
2082.0,19782679000.0,20171751000.0,23647832000.0,18763420000.0,22267136000.0,23371198000.0,26173846000.0,22535692000.0,22077983000.0,22696962000.0
2083.0,19627135000.0,19937114000.0,23143354000.0,18585360000.0,22234330000.0,23304480000.0,26071867000.0,23664013000.0,21916027000.0,22526783000.0
2084.0,19450192000.0,20074506000.0,23286866000.0,18313415000.0,22254500000.0,23211397000.0,25930576000.0,22705134000.0,21899741000.0,22467707000.0
2085.0,19707360000.0,19983905000.0,23130480000.0,18252536000.0,22119385000.0,23243831000.0,26194563000.0,22551497000.0,21953536000.0,22690132000.0
2086.0,19461095000.0,19723070000.0,23003187000.0,18174271000.0,21948029000.0,23086453000.0,25989300000.0,22616506000.0,21740878000.0,22521725000.0
2087.0,19253062000.0,19598258000.0,22952307000.0,18180553000.0,21896680000.0,22912944000.0,26385328000.0,22927948000.0,21625113000.0,23518450000.0
2088.0,19180755000.0,19628620000.0,22953075000.0,18224206000.0,22014150000.0,22820123000.0,26437968000.0,22575348000.0,21541007000.0,23315583000.0
2089.0,19494652000.0,19468341000.0,23165650000.0,18281580000.0,22202724000.0,22729146000.0,26922318000.0,22537208000.0,21545347000.0,22626394000.0
2090.0,19165323000.0,20005951000.0,23170530000.0,17941764000.0,21881397000.0,22652445000.0,26376378000.0,22686624000.0,21444411000.0,22899337000.0
2091.0,18954960000.0,19435990000.0,22910710000.0,18208380000.0,22291192000.0,22477658000.0,26461915000.0,22353336000.0,21368994000.0,22647622000.0
2092.0,18813938000.0,19334850000.0,23412519000.0,18333655000.0,21945158000.0,22329481000.0,26072228000.0,23053677000.0,23004537000.0,22513338000.0
2093.0,19161480000.0,19367737000.0,22876488000.0,18465726000.0,21746196000.0,22186478000.0,26030131000.0,22628698000.0,21934900000.0,22214740000.0
2094.0,19036731000.0,19285936000.0,22821861000.0,17917540000.0,21700227000.0,22068402000.0,26238577000.0,22388875000.0,22049006000.0,22157482000.0
2095.0,18661001000.0,19144690000.0,22816190000.0,17757698000.0,21687106000.0,22040238000.0,26381937000.0,22265537000.0,21464482000.0,22194751000.0
2096.0,18557088000.0,19220170000.0,22775134000.0,17794183000.0,22088346000.0,21839096000.0,26232066000.0,22952251000.0,21686501000.0,22061208000.0
2097.0,18543966000.0,19007345000.0,22741314000.0,17707028000.0,22506318000.0,21700290000.0,26004423000.0,22283194000.0,21590184000.0,22477175000.0
2098.0,18593591000.0,18912131000.0,22685053000.0,17602243000.0,21761792000.0,21593954000.0,26521528000.0,22435684000.0,21236318000.0,23027660000.0
2099.0,18437474000.0,19200969000.0,22659506000.0,17630431000.0,21501618000.0,21417290000.0,26347944000.0,22321168000.0,21183185000.0,22176078000.0
2100.0,18311412000.0,18761160000.0,22955334000.0,17537178000.0,21718835000.0,21271824000.0,26061412000.0,22320968000.0,21132597000.0,22041129000.0
