time,CNRM-CM6-1,MIROC6,MPI-ESM1-2-HR,CESM2-WACCM,IITM-ESM,CNRM-ESM2-1,TAIESM1,UKESM1-0-LL,GFDL-ESM4,EC-EARTH3,CANESM5,KACE-1-0-G,IPSL-CM6A-LR,MRI-ESM2-0
2015.0,84745820000.0,84745820000.0,84745820000.0,84745820000.0,84745820000.0,84745820000.0,84745820000.0,84745820000.0,84745820000.0,84745820000.0,84745820000.0,84745820000.0,84745820000.0,84745820000.0
2016.0,80950895000.0,80950895000.0,80950895000.0,80950895000.0,80950895000.0,80950895000.0,80950895000.0,80950895000.0,80950895000.0,80950895000.0,80950895000.0,80950895000.0,80950895000.0,80950895000.0
2017.0,76204920000.0,76204920000.0,76204920000.0,76204920000.0,76204920000.0,76204920000.0,76204920000.0,76204920000.0,76204920000.0,76204920000.0,76204920000.0,76204920000.0,76204920000.0,76204920000.0
2018.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0
2019.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0
2020.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0
2021.0,68595260000.0,67797512000.0,72079335000.0,70753610000.0,70559900000.0,68877885000.0,69104040000.0,69247450000.0,68428480000.0,71397160000.0,71222030000.0,71610655000.0,71049450000.0,70621390000.0
2022.0,68350935000.0,67799320000.0,71934780000.0,65368855000.0,64421536000.0,62954697000.0,66924300000.0,63444824000.0,61681086000.0,66839392000.0,67856650000.0,69823000000.0,66719638000.0,69615360000.0
2023.0,67006865000.0,68916460000.0,68656580000.0,56843964000.0,61046157000.0,57823187000.0,64411590000.0,56910910000.0,59607850000.0,64992000000.0,65916064000.0,65020490000.0,64486908000.0,70107120000.0
2024.0,60502300000.0,67398046000.0,65658500000.0,53247460000.0,57410916000.0,56904100000.0,59567790000.0,53012677000.0,58767335000.0,60782723000.0,61720070000.0,63957690000.0,61104370000.0,68585304000.0
2025.0,56301076000.0,64612270000.0,60346724000.0,48811840000.0,59093030000.0,55618834000.0,54420410000.0,48072147000.0,58249044000.0,56182810000.0,56683565000.0,60328935000.0,56657957000.0,63267926000.0
2026.0,54691406000.0,60767117000.0,57168904000.0,43243012000.0,58853028000.0,51919550000.0,51104120000.0,44515110000.0,55712694000.0,53220856000.0,54707032000.0,57602560000.0,53119345000.0,59704594000.0
2027.0,51558830000.0,59943850000.0,59055780000.0,42407277000.0,58038247000.0,49142743000.0,46298340000.0,42339300000.0,53015446000.0,51016626000.0,52623720000.0,56303694000.0,51789922000.0,55331824000.0
2028.0,46598803000.0,59984974000.0,58285703000.0,41264230000.0,59697267000.0,45622936000.0,40544068000.0,37247947000.0,52847935000.0,48940134000.0,49133953000.0,51764412000.0,50924143000.0,54876926000.0
2029.0,44104840000.0,59239846000.0,56342280000.0,38588445000.0,57129816000.0,44166504000.0,37552316000.0,32958122000.0,52392776000.0,44145844000.0,45863825000.0,49050313000.0,48589840000.0,50947854000.0
2030.0,43654144000.0,56314946000.0,51618760000.0,36562000000.0,54417547000.0,45930074000.0,35941110000.0,32874142000.0,49444720000.0,42341634000.0,43076665000.0,47034390000.0,46597304000.0,46897906000.0
2031.0,41324580000.0,50780040000.0,51476845000.0,33462909000.0,51402867000.0,46576886000.0,32773618000.0,31698580000.0,47028680000.0,42612396000.0,40139850000.0,43657290000.0,44171035000.0,45400870000.0
2032.0,38679294000.0,46716980000.0,51933565000.0,34632606000.0,54223053000.0,43479810000.0,30376878000.0,29953450000.0,45206230000.0,42542653000.0,36546180000.0,42267280000.0,41847603000.0,43273486000.0
2033.0,36691194000.0,46879154000.0,50933590000.0,34356306000.0,54487730000.0,42403210000.0,29332062000.0,28759632000.0,45211013000.0,40271127000.0,33167593000.0,40095380000.0,40025797000.0,41565737000.0
2034.0,36715774000.0,47227322000.0,48981578000.0,32758330000.0,54866440000.0,41141326000.0,28055384000.0,28217897000.0,42711660000.0,36144075000.0,31090948000.0,38381290000.0,36121494000.0,39978955000.0
2035.0,33985909000.0,47837553000.0,47391085000.0,29689450000.0,54836724000.0,38000760000.0,26213640000.0,25458280000.0,40254407000.0,36466060000.0,28459276000.0,36568265000.0,34508268000.0,36616350000.0
2036.0,33839116000.0,48375100000.0,46572020000.0,28442003000.0,52521260000.0,38122914000.0,25492417000.0,24125526000.0,40322142000.0,35778236000.0,26005098000.0,35301040000.0,33184209000.0,37132180000.0
2037.0,31991660000.0,46001210000.0,47693850000.0,25381919000.0,51185080000.0,34978443000.0,24292426000.0,22117740000.0,38336307000.0,33298995000.0,25281827000.0,32452366000.0,32533002000.0,36114490000.0
2038.0,30856825000.0,41829827000.0,47939890000.0,24851374000.0,48375870000.0,33360120000.0,22326325000.0,20144906000.0,36351670000.0,30423962000.0,24922485000.0,30331134000.0,30374834000.0,34985337000.0
2039.0,30131761000.0,41621037000.0,47285674000.0,23411716000.0,47279563000.0,34124760000.0,21577992000.0,19598055000.0,36094930000.0,30654941000.0,24205320000.0,29493393000.0,27747019000.0,34614055000.0
2040.0,28516469000.0,42455798000.0,46078833000.0,21962633000.0,48270442000.0,34238670000.0,21392036000.0,18779802000.0,35873430000.0,29318710000.0,23418810000.0,28355430000.0,26915041000.0,33130154000.0
2041.0,27002833000.0,43677114000.0,43509730000.0,20778504000.0,46873727000.0,32730395000.0,21311430000.0,18263011000.0,36233440000.0,24939651000.0,22755154000.0,26788987000.0,27014638000.0,31130409000.0
2042.0,25987033000.0,43823740000.0,41316983000.0,18606295000.0,45299860000.0,32830968000.0,20968952000.0,18157775000.0,35050470000.0,25402528000.0,22162954000.0,26298610000.0,26566756000.0,31322100000.0
2043.0,26539207000.0,42707680000.0,41896067000.0,18249814000.0,44555026000.0,30866504000.0,19140110000.0,17464680000.0,33267042000.0,25767033000.0,21189605000.0,26516930000.0,26125615000.0,30805535000.0
2044.0,25854090000.0,41645433000.0,41858646000.0,17292118000.0,42877334000.0,29106740000.0,18253345000.0,16634085000.0,31530346000.0,24861927000.0,20700727000.0,26883619000.0,26556326000.0,30075763000.0
2045.0,24679363000.0,41437650000.0,41729688000.0,15851274000.0,43249783000.0,27855640000.0,17021473000.0,16285545000.0,31762960000.0,22199800000.0,20578080000.0,27083250000.0,25814028000.0,28805196000.0
2046.0,24424577000.0,40790280000.0,39613202000.0,16330626000.0,41260708000.0,28218075000.0,15501937000.0,14925543000.0,31386081000.0,21494990000.0,20244007000.0,26922062000.0,25316925000.0,27740064000.0
2047.0,23466478000.0,37754397000.0,37326406000.0,15923972000.0,41920836000.0,25950102000.0,15355670000.0,13872005000.0,30366437000.0,19738687000.0,18135149000.0,26306707000.0,25739266000.0,28139815000.0
2048.0,23624090000.0,37333484000.0,37233234000.0,15373032000.0,40694660000.0,26282695000.0,15017403000.0,13440877000.0,30272061000.0,19007850000.0,17443940000.0,25778168000.0,25024334000.0,28257559000.0
2049.0,22348521000.0,37729636000.0,37437874000.0,14806614000.0,40013533000.0,24266789000.0,13880112000.0,13826824000.0,30393887000.0,18386518000.0,17888900000.0,26634068000.0,24335640000.0,27153478000.0
2050.0,20666130000.0,37043600000.0,37120905000.0,14366678000.0,39076135000.0,23163976000.0,13173559000.0,13988685000.0,29491182000.0,18780865000.0,17712919000.0,25925018000.0,23825009000.0,27331760000.0
2051.0,21796796000.0,34875585000.0,35767580000.0,13631371000.0,39427932000.0,21563132000.0,13181769000.0,13727088000.0,29375764000.0,17280117000.0,17582965000.0,24922579000.0,23272554000.0,26829652000.0
2052.0,21508166000.0,33885884000.0,35609874000.0,13948483000.0,40319455000.0,21215853000.0,12937141000.0,13192474000.0,28704590000.0,16748409000.0,18229310000.0,24081994000.0,21576792000.0,25768282000.0
2053.0,21025004000.0,34729574000.0,35463827000.0,13116752000.0,39705110000.0,20215132000.0,12414449000.0,12645901000.0,28281702000.0,17421910000.0,18042356000.0,22508300000.0,21851333000.0,25673875000.0
2054.0,20092860000.0,35358556000.0,33022005000.0,13326849000.0,38575450000.0,20177730000.0,12348504000.0,12070909000.0,29110845000.0,17492685000.0,17239343000.0,22974835000.0,21781373000.0,25210520000.0
2055.0,20130642000.0,36649450000.0,31661191000.0,13230774000.0,37302080000.0,19063237000.0,12328033000.0,12090251000.0,29057372000.0,16867945000.0,17397776000.0,22709273000.0,22257238000.0,25597944000.0
2056.0,18933316000.0,36775350000.0,31201837000.0,12447010000.0,36255728000.0,19709948000.0,12318627000.0,11714409000.0,28228696000.0,18170786000.0,16944998000.0,21952449000.0,22296140000.0,25198115000.0
2057.0,17888969000.0,35373388000.0,31027950000.0,12945816000.0,35171164000.0,21166860000.0,12094471000.0,11131067000.0,27531747000.0,18547470000.0,15876204000.0,21675960000.0,21377634000.0,23891012000.0
2058.0,17057034000.0,33590223000.0,31770145000.0,13074268000.0,34718245000.0,21312790000.0,11901279000.0,11318818000.0,27075557000.0,17856256000.0,15309177000.0,20397734000.0,21059086000.0,24631106000.0
2059.0,16615312000.0,33329687000.0,32597051000.0,12295220000.0,33280860000.0,19936672000.0,11411962000.0,11074039000.0,27953967000.0,18723800000.0,15484089000.0,19111231000.0,20156322000.0,24546890000.0
2060.0,17091699000.0,33688773000.0,32013365000.0,12965879000.0,33434300000.0,19502310000.0,10442021000.0,10095711000.0,28495049000.0,18168082000.0,15201454000.0,18637234000.0,19330759000.0,25008015000.0
2061.0,17059174000.0,32850217000.0,30089986000.0,13259932000.0,34697630000.0,18608986000.0,10633263000.0,10290465000.0,27731450000.0,16749588000.0,14887002000.0,17340756000.0,20202547000.0,25229134000.0
2062.0,17185751000.0,31633461000.0,31112577000.0,12368725000.0,33388943000.0,18140537000.0,10684840000.0,10821502000.0,26480564000.0,17806731000.0,14588500000.0,17304658000.0,20531206000.0,25107216000.0
2063.0,16383900000.0,29776632000.0,32616219000.0,12791646000.0,34322498000.0,17759218000.0,10095311000.0,10920712000.0,26238972000.0,18506838000.0,13872372000.0,16399771000.0,20139137000.0,25716951000.0
2064.0,17264097000.0,30088530000.0,32617930000.0,12579930000.0,34292759000.0,16767529000.0,10123258000.0,10333455000.0,26647425000.0,18471460000.0,13418031000.0,17098761000.0,19716532000.0,26135378000.0
2065.0,17161204000.0,30768544000.0,32662100000.0,12109250000.0,35300590000.0,17841971000.0,10242884000.0,10372822000.0,27101975000.0,17643266000.0,13255334000.0,17559263000.0,19414137000.0,25092164000.0
2066.0,17435030000.0,31620282000.0,32526197000.0,11648780000.0,34881290000.0,16931990000.0,9759551000.0,10980379000.0,27048698000.0,18163600000.0,13554308000.0,17327454000.0,19145670000.0,23881433000.0
2067.0,16566452000.0,31397014000.0,31773852000.0,12073263000.0,35553137000.0,16007770000.0,9892742000.0,10885302000.0,26208733000.0,17875552000.0,13596549000.0,16823658000.0,19042440000.0,23325315000.0
2068.0,16061556000.0,30316583000.0,30309253000.0,11888791000.0,35424980000.0,17543617000.0,10163040000.0,10152280000.0,25531718000.0,16954113000.0,13660176000.0,16438810000.0,19323470000.0,22551796000.0
2069.0,16240808000.0,31356682000.0,29324622000.0,11399548000.0,35030487000.0,18145927000.0,10021352000.0,9946305000.0,25367626000.0,17287686000.0,13854560000.0,16861727000.0,19584444000.0,21266516000.0
2070.0,16497219000.0,32573743000.0,29765874000.0,10881294000.0,35280826000.0,17716902000.0,9437056000.0,9700812000.0,24791036000.0,17610873000.0,13834826000.0,16591221000.0,19741854000.0,20552530000.0
2071.0,15805220000.0,33333565000.0,29473468000.0,11376193000.0,35928270000.0,17996870000.0,9686151000.0,8832468000.0,24414652000.0,16332558000.0,13164530000.0,16599426000.0,19000938000.0,20958340000.0
2072.0,15699052000.0,32693635000.0,29188729000.0,11452576000.0,35961446000.0,17126060000.0,10014166000.0,8978090000.0,25158042000.0,16566691000.0,13039567000.0,17208668000.0,18659967000.0,21567625000.0
2073.0,15141943000.0,31481096000.0,28792283000.0,11424644000.0,35751440000.0,16742861000.0,9826133000.0,9554858000.0,25705190000.0,17113214000.0,13227767000.0,17076141000.0,19271483000.0,21947520000.0
2074.0,15272720000.0,30757040000.0,28215441000.0,11854207000.0,34872490000.0,16201723000.0,9090654000.0,9704320000.0,26063397000.0,17839720000.0,12949918000.0,16218042000.0,19570725000.0,21399884000.0
2075.0,14772355000.0,30743249000.0,27681305000.0,11707235000.0,33739497000.0,16626505000.0,9221980000.0,9475403000.0,25943323000.0,16677037000.0,12906106000.0,16584240000.0,19720649000.0,20978618000.0
2076.0,15200600000.0,31063314000.0,28110250000.0,11726082000.0,34950400000.0,16957179000.0,9233799000.0,9551791000.0,26322210000.0,16075333000.0,12831006000.0,16538327000.0,19943220000.0,20839799000.0
2077.0,15073168000.0,31330183000.0,28136514000.0,11810498000.0,34540990000.0,16466223000.0,9179976000.0,9833084000.0,27373177000.0,16423214000.0,13201494000.0,16132923000.0,19457038000.0,20962236000.0
2078.0,14512231000.0,30687580000.0,28095191000.0,11293904000.0,34335662000.0,16003633000.0,9019827000.0,10142310000.0,26667807000.0,16819110000.0,13602540000.0,16908533000.0,18805737000.0,21409935000.0
2079.0,15474609000.0,30234792000.0,27618814000.0,12092346000.0,33874905000.0,15974370000.0,8676991000.0,9661527000.0,24930744000.0,16587668000.0,13602980000.0,16797787000.0,19302863000.0,21153952000.0
2080.0,15439899000.0,31459030000.0,27552140000.0,12022938000.0,35381910000.0,15758270000.0,8724105000.0,9359887000.0,25396759000.0,15812341000.0,13555943000.0,16887135000.0,19357050000.0,20784945000.0
2081.0,15494480000.0,31508142000.0,28865000000.0,11547744000.0,34384978000.0,15879837000.0,8500468000.0,9208830000.0,25062527000.0,16565806000.0,13678317000.0,16186596000.0,18656817000.0,20710330000.0
2082.0,14794332000.0,32179920000.0,29477782000.0,12308028000.0,34234653000.0,15490668000.0,8192636000.0,8773828000.0,25076455000.0,17121749000.0,13772237000.0,16123989000.0,18685852000.0,21174632000.0
2083.0,14306936000.0,31944940000.0,29724135000.0,12658353000.0,34555437000.0,15786530000.0,8545191000.0,8180113000.0,23949928000.0,16002732000.0,13562516000.0,15688144000.0,18381850000.0,21876496000.0
2084.0,14535139000.0,31362396000.0,31035163000.0,12326271000.0,34650680000.0,15571004000.0,8946383000.0,8177948000.0,23637084000.0,15645455000.0,13848009000.0,15949638000.0,17736735000.0,22225322000.0
2085.0,14626052000.0,31699165000.0,31350210000.0,11511098000.0,34343735000.0,16509272000.0,8955351000.0,8418759700.0,24837532000.0,17182257000.0,13313151000.0,15265419000.0,17356513000.0,21487750000.0
2086.0,14252772000.0,31093834000.0,31062002000.0,11353314000.0,33709940000.0,16905986000.0,8345573400.0,8385568000.0,25592590000.0,17636246000.0,12348568000.0,15240017000.0,17764400000.0,21189011000.0
2087.0,14064867000.0,29439676000.0,31188894000.0,10723180000.0,35474797000.0,15847559000.0,8126428700.0,7792568000.0,25071944000.0,18125100000.0,10823887000.0,15828409000.0,18474346000.0,21167094000.0
2088.0,14436759000.0,29602730000.0,31291947000.0,10610705000.0,35488297000.0,16698401000.0,8093742000.0,8159430000.0,25250912000.0,17498006000.0,11202524000.0,14864532000.0,18353980000.0,20860307000.0
2089.0,14775033000.0,30257672000.0,31363326000.0,10852169000.0,35379540000.0,16893825000.0,8003991000.0,8616756000.0,25612394000.0,17350302000.0,11857934000.0,14306488000.0,17598362000.0,20882196000.0
2090.0,14414185000.0,30532833000.0,31323679000.0,10394468000.0,34742026000.0,16800684000.0,8167395000.0,8485482500.0,25832974000.0,18165916000.0,11887944000.0,14786186000.0,18050996000.0,20934451000.0
2091.0,15126662000.0,30979050000.0,32018498000.0,10755176000.0,34881550000.0,16625086000.0,8095755300.0,8658579000.0,25939167000.0,18030120000.0,11929888000.0,15111156000.0,18557473000.0,20817160000.0
2092.0,15106476000.0,31612228000.0,33585308000.0,10470055000.0,36033800000.0,15814964000.0,7856617500.0,8717685000.0,26190977000.0,17070569000.0,12198167000.0,15282974000.0,19321795000.0,20226587000.0
2093.0,15076457000.0,30670070000.0,34775400000.0,10409514000.0,35737850000.0,16264343000.0,8094093000.0,8312147000.0,26436370000.0,17207906000.0,12783586000.0,15281783000.0,19776310000.0,20824197000.0
2094.0,14522974000.0,30102569000.0,35096140000.0,10823092000.0,35789353000.0,15529645000.0,8107121700.0,8004475400.0,26008551000.0,17253384000.0,12826414000.0,15615246000.0,19433048000.0,21195338000.0
2095.0,14466856000.0,30395124000.0,34559730000.0,10779878000.0,35799240000.0,15847369000.0,7687240000.0,8249472000.0,27156238000.0,17521270000.0,13100468000.0,15723762000.0,19280263000.0,21219277000.0
2096.0,14244175000.0,31010683000.0,32982278000.0,11390791000.0,36753162000.0,15876002000.0,7748315600.0,8516348000.0,27506280000.0,17644722000.0,13299023000.0,16166885000.0,19778814000.0,21867153000.0
2097.0,13992618000.0,31740617000.0,32374587000.0,11355768000.0,35543663000.0,16522881000.0,7843409000.0,8926478000.0,28130652000.0,17699580000.0,13046139000.0,16044231000.0,20746938000.0,21686737000.0
2098.0,14428229000.0,32393832000.0,34105283000.0,11126099000.0,34886107000.0,15461503000.0,7849946600.0,9419672000.0,27478563000.0,17731772000.0,13519728000.0,15828751000.0,21562444000.0,21694919000.0
2099.0,13980566000.0,32504865000.0,34341122000.0,11412478000.0,36560210000.0,14875197000.0,7833689000.0,9724222000.0,27471100000.0,17433926000.0,14167667000.0,16209132000.0,20968428000.0,22238750000.0
2100.0,14889023000.0,31467485000.0,35376984000.0,11102929000.0,36880224000.0,15032570000.0,7921882600.0,9372893000.0,27049382000.0,16325656000.0,14015772000.0,15488093000.0,20125910000.0,21530298000.0
