time,IITM-ESM,MPI-ESM1-2-HR,MRI-ESM2-0,KACE-1-0-G,CESM2-WACCM,IPSL-CM6A-LR,UKESM1-0-LL,EC-EARTH3,CNRM-ESM2-1,TAIESM1,CNRM-CM6-1,GFDL-ESM4,CANESM5,MIROC6
2010.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0
2011.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0
2012.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0
2013.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0
2014.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0
2015.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0
2016.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0
2017.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0
2018.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0
2019.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0
2020.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0
2021.0,13671285000000.0,13693610000000.0,13650099000000.0,13678954000000.0,13691384000000.0,13667826000000.0,13651402000000.0,13670920000000.0,13647821000000.0,13641809000000.0,13687826000000.0,13679077000000.0,13632545000000.0,13660375000000.0
2022.0,13648664000000.0,13679740000000.0,13644082000000.0,13683513000000.0,13663325000000.0,13602650000000.0,13618278000000.0,13691207000000.0,13538801000000.0,13586996000000.0,13665012000000.0,13657859000000.0,13581879000000.0,13619331000000.0
2023.0,13634125000000.0,13680279000000.0,13579546000000.0,13690104000000.0,13637735000000.0,13604252000000.0,13548709000000.0,13654416000000.0,13512399000000.0,13539331000000.0,13655897000000.0,13635401000000.0,13513928000000.0,13603424000000.0
2024.0,13618050000000.0,13682564000000.0,13465715000000.0,13680440000000.0,13639530000000.0,13600416000000.0,13528192000000.0,13618769000000.0,13499638000000.0,13475752000000.0,13661868000000.0,13629850000000.0,13446160000000.0,13593108000000.0
2025.0,13589467000000.0,13675441000000.0,13457502000000.0,13679418000000.0,13622633000000.0,13560466000000.0,13490189000000.0,13588276000000.0,13487800000000.0,13420419000000.0,13589738000000.0,13615340000000.0,13387829000000.0,13569041000000.0
2026.0,13563270000000.0,13695206000000.0,13424608000000.0,13644803000000.0,13613105000000.0,13573623000000.0,13427490000000.0,13520483000000.0,13455594000000.0,13390686000000.0,13517594000000.0,13616128000000.0,13247861000000.0,13515273000000.0
2027.0,13562016000000.0,13696142000000.0,13396514000000.0,13615944000000.0,13597944000000.0,13548228000000.0,13347612000000.0,13444027000000.0,13439686000000.0,13339408000000.0,13489536000000.0,13626254000000.0,13101605000000.0,13481221000000.0
2028.0,13547821000000.0,13672305000000.0,13336965000000.0,13552206000000.0,13587276000000.0,13496707000000.0,13285532000000.0,13413303000000.0,13439138000000.0,13268096000000.0,13470891000000.0,13615607000000.0,12941806000000.0,13418808000000.0
2029.0,13524086000000.0,13660043000000.0,13267046000000.0,13502276000000.0,13575142000000.0,13470306000000.0,13218113000000.0,13309855000000.0,13442195000000.0,13205801000000.0,13465894000000.0,13590949000000.0,12850804000000.0,13352787000000.0
2030.0,13490962000000.0,13658088000000.0,13253733000000.0,13474820000000.0,13592566000000.0,13402542000000.0,13148543000000.0,13193305000000.0,13406888000000.0,13144896000000.0,13464147000000.0,13567190000000.0,12712019000000.0,13230172000000.0
2031.0,13468848000000.0,13645779000000.0,13173403000000.0,13398039000000.0,13599252000000.0,13313328000000.0,13060494000000.0,13129303000000.0,13402756000000.0,13107013000000.0,13479530000000.0,13568643000000.0,12559671000000.0,13181617000000.0
2032.0,13433822000000.0,13641833000000.0,13116854000000.0,13337926000000.0,13561262000000.0,13283949000000.0,12948650000000.0,13071631000000.0,13413598000000.0,13026761000000.0,13450166000000.0,13538007000000.0,12472029000000.0,13141092000000.0
2033.0,13410164000000.0,13639847000000.0,13044349000000.0,13296277000000.0,13553898000000.0,13256577000000.0,12800610000000.0,12907030000000.0,13400816000000.0,12972119000000.0,13385487000000.0,13545895000000.0,12364125000000.0,13093785000000.0
2034.0,13390731000000.0,13634467000000.0,12959006000000.0,13205156000000.0,13547929000000.0,13221277000000.0,12693891000000.0,12848052000000.0,13380753000000.0,12901036000000.0,13324879000000.0,13535101000000.0,12248244000000.0,13035081000000.0
2035.0,13385127000000.0,13634140000000.0,12911304000000.0,13153804000000.0,13551051000000.0,13168975000000.0,12618463000000.0,12738191000000.0,13322606000000.0,12827512000000.0,13282548000000.0,13518753000000.0,12107886000000.0,12987991000000.0
2036.0,13375488000000.0,13614324000000.0,12838435000000.0,13094310000000.0,13542576000000.0,13162118000000.0,12518465000000.0,12579159000000.0,13286532000000.0,12798277000000.0,13265723000000.0,13502660000000.0,12001286000000.0,12912854000000.0
2037.0,13341377000000.0,13595542000000.0,12745631000000.0,13035935000000.0,13511736000000.0,13151365000000.0,12400244000000.0,12406470000000.0,13259310000000.0,12778338000000.0,13235827000000.0,13489384000000.0,11838633000000.0,12858821000000.0
2038.0,13306231000000.0,13573382000000.0,12619642000000.0,12997426000000.0,13463772000000.0,13127931000000.0,12325664000000.0,12283045000000.0,13169417000000.0,12697466000000.0,13208377000000.0,13462172000000.0,11672509000000.0,12797657000000.0
2039.0,13273534000000.0,13532413000000.0,12547570000000.0,12961579000000.0,13451449000000.0,13077736000000.0,12239282000000.0,12192574000000.0,13163014000000.0,12610517000000.0,13176938000000.0,13439413000000.0,11479989000000.0,12700749000000.0
2040.0,13249791000000.0,13505268000000.0,12446116000000.0,12906485000000.0,13455585000000.0,12993735000000.0,12127202000000.0,11984015000000.0,13131276000000.0,12513132000000.0,13103598000000.0,13438282000000.0,11327948000000.0,12642165000000.0
2041.0,13229296000000.0,13480915000000.0,12336096000000.0,12847582000000.0,13423194000000.0,12888878000000.0,12021851000000.0,11817654000000.0,13115109000000.0,12418408000000.0,13063765000000.0,13460716000000.0,11197699000000.0,12580038000000.0
2042.0,13176779000000.0,13423422000000.0,12202889000000.0,12807072000000.0,13387976000000.0,12806021000000.0,11915297000000.0,11682811000000.0,13061689000000.0,12368264000000.0,12983664000000.0,13429213000000.0,11030192000000.0,12507682000000.0
2043.0,13135900000000.0,13423904000000.0,12061648000000.0,12720824000000.0,13293568000000.0,12645051000000.0,11757270000000.0,11503825000000.0,13010611000000.0,12287524000000.0,12954673000000.0,13400265000000.0,10862250000000.0,12469062000000.0
2044.0,13105245000000.0,13408897000000.0,11911795000000.0,12648952000000.0,13237154000000.0,12519317000000.0,11592383000000.0,11369282000000.0,12971761000000.0,12160681000000.0,12884798000000.0,13381284000000.0,10702306000000.0,12406672000000.0
2045.0,13075933000000.0,13383829000000.0,11800865000000.0,12628430000000.0,13235758000000.0,12438839000000.0,11422061000000.0,11147822000000.0,12958226000000.0,12086243000000.0,12854885000000.0,13378900000000.0,10585786000000.0,12336784000000.0
2046.0,13028201000000.0,13352567000000.0,11640111000000.0,12559300000000.0,13213625000000.0,12322541000000.0,11285228000000.0,10940158000000.0,12919145000000.0,11972659000000.0,12801530000000.0,13324517000000.0,10449381000000.0,12290889000000.0
2047.0,12982916000000.0,13309274000000.0,11583130000000.0,12509261000000.0,13147547000000.0,12207838000000.0,11143671000000.0,10740624000000.0,12868696000000.0,11854519000000.0,12727356000000.0,13297489000000.0,10322048000000.0,12203267000000.0
2048.0,12949234000000.0,13289263000000.0,11512502000000.0,12426511000000.0,13132749000000.0,12051411000000.0,11030031000000.0,10583865000000.0,12806959000000.0,11703100000000.0,12673999000000.0,13298771000000.0,10188130000000.0,12148198000000.0
2049.0,12921328000000.0,13238504000000.0,11413487000000.0,12365174000000.0,13093401000000.0,11975267000000.0,10886062000000.0,10419067000000.0,12747373000000.0,11545510000000.0,12617567000000.0,13272887000000.0,10084088000000.0,12080091000000.0
2050.0,12879655000000.0,13236647000000.0,11281061000000.0,12283131000000.0,13063812000000.0,11878703000000.0,10731312000000.0,10270841000000.0,12683766000000.0,11448878000000.0,12556882000000.0,13227698000000.0,9916006000000.0,11972299000000.0
2051.0,12845510000000.0,13194194000000.0,11182676000000.0,12202963000000.0,13011647000000.0,11696576000000.0,10517435000000.0,10071475000000.0,12636222000000.0,11341620000000.0,12496070000000.0,13193112000000.0,9745456000000.0,11820695000000.0
2052.0,12816005000000.0,13139782000000.0,11080781000000.0,12168980000000.0,12977825000000.0,11554073000000.0,10300739000000.0,9950785000000.0,12581981000000.0,11239453000000.0,12438321000000.0,13172020000000.0,9610353000000.0,11719138000000.0
2053.0,12757057000000.0,13091489000000.0,10962337000000.0,12089087000000.0,12902472000000.0,11459635000000.0,10089881000000.0,9822913000000.0,12496134000000.0,11144030000000.0,12394380000000.0,13113281000000.0,9481496000000.0,11617439000000.0
2054.0,12703978000000.0,13050807000000.0,10889404000000.0,12007018000000.0,12865132000000.0,11310814000000.0,9864368000000.0,9668385000000.0,12401448000000.0,11039581000000.0,12305485000000.0,13065509000000.0,9335050000000.0,11443909000000.0
2055.0,12662008000000.0,13008703000000.0,10790040000000.0,11897064000000.0,12852373000000.0,11168261000000.0,9643138000000.0,9518495000000.0,12350174000000.0,10934710000000.0,12267076000000.0,13015606000000.0,9191774000000.0,11202848000000.0
2056.0,12617978000000.0,12967902000000.0,10666141000000.0,11795122000000.0,12785438000000.0,11034130000000.0,9452447000000.0,9401024000000.0,12293153000000.0,10814836000000.0,12215754000000.0,12966743000000.0,9068434000000.0,11048685000000.0
2057.0,12576997000000.0,12965786000000.0,10576893000000.0,11694726000000.0,12734833000000.0,10888908000000.0,9191635000000.0,9298452000000.0,12228362000000.0,10720262000000.0,12124617000000.0,12948634000000.0,8918376000000.0,10852590000000.0
2058.0,12554438000000.0,12966572000000.0,10496296000000.0,11642173000000.0,12701090000000.0,10770344000000.0,9014558000000.0,9140000000000.0,12144703000000.0,10600133000000.0,12035327000000.0,12917605000000.0,8783251000000.0,10704843000000.0
2059.0,12493109000000.0,12916053000000.0,10382849000000.0,11557285000000.0,12664056000000.0,10658870000000.0,8849785000000.0,8968222000000.0,12062553000000.0,10464434000000.0,11941917000000.0,12901140000000.0,8653490400000.0,10602843000000.0
2060.0,12447028000000.0,12885283000000.0,10290920000000.0,11444900000000.0,12608442000000.0,10535089000000.0,8692951400000.0,8766089000000.0,12012481000000.0,10325827000000.0,11796141000000.0,12903251000000.0,8528417000000.0,10435483000000.0
2061.0,12412441000000.0,12862167000000.0,10193202000000.0,11302173000000.0,12553665000000.0,10447960000000.0,8501510000000.0,8626792600000.0,11975098000000.0,10196240000000.0,11638767000000.0,12868195000000.0,8374399300000.0,10277169000000.0
2062.0,12351124000000.0,12845395000000.0,10058021000000.0,11225092000000.0,12531790000000.0,10285198000000.0,8283971600000.0,8502444000000.0,11901974000000.0,10105415000000.0,11487593000000.0,12781090000000.0,8227782000000.0,10090878000000.0
2063.0,12313488000000.0,12829458000000.0,9940430000000.0,11122441000000.0,12437621000000.0,10154188000000.0,8074659600000.0,8374105700000.0,11788345000000.0,9987306000000.0,11392381000000.0,12734213000000.0,8043655000000.0,9933935000000.0
2064.0,12274208000000.0,12784507000000.0,9812890000000.0,11019244000000.0,12400101000000.0,10005589000000.0,7873873600000.0,8276042300000.0,11686341000000.0,9884234000000.0,11273942000000.0,12685805000000.0,7903605000000.0,9761362000000.0
2065.0,12237762000000.0,12788741000000.0,9747474000000.0,10846283000000.0,12381495000000.0,9883530000000.0,7672139600000.0,8163715000000.0,11643214000000.0,9783521000000.0,11182957000000.0,12597694000000.0,7761971600000.0,9597445000000.0
2066.0,12174817000000.0,12755612000000.0,9561919000000.0,10754138000000.0,12310122000000.0,9756223000000.0,7483505500000.0,8028271000000.0,11514474000000.0,9632650000000.0,11056084000000.0,12502722000000.0,7635576000000.0,9469944000000.0
2067.0,12123694000000.0,12722886000000.0,9487646000000.0,10617662000000.0,12192198000000.0,9629598000000.0,7283815000000.0,7904403000000.0,11377027000000.0,9508772000000.0,10886526000000.0,12434414000000.0,7516756400000.0,9352146000000.0
2068.0,12049770000000.0,12650428000000.0,9313136000000.0,10495820000000.0,12111576000000.0,9466780000000.0,7062389000000.0,7746334000000.0,11275666000000.0,9369387000000.0,10727047000000.0,12377604000000.0,7354197000000.0,9151958000000.0
2069.0,12016167000000.0,12634628000000.0,9186502000000.0,10344453000000.0,12050559000000.0,9338480000000.0,6848268000000.0,7604807000000.0,11143572000000.0,9213818000000.0,10623987000000.0,12319480000000.0,7199616000000.0,8990300000000.0
2070.0,11954066000000.0,12585583000000.0,9094866000000.0,10245340000000.0,11996008000000.0,9133590000000.0,6629067600000.0,7407388300000.0,10920517000000.0,9000350000000.0,10493119000000.0,12281398000000.0,7044912000000.0,8799314000000.0
2071.0,11894653000000.0,12546623000000.0,8970417000000.0,10176078000000.0,11975100000000.0,8960147000000.0,6431855000000.0,7265998000000.0,10704808000000.0,8817809000000.0,10337069000000.0,12234664000000.0,6931847600000.0,8641706500000.0
2072.0,11837387000000.0,12518654000000.0,8888851000000.0,10053036000000.0,11929170000000.0,8810480000000.0,6239088500000.0,7042088000000.0,10617500000000.0,8700874000000.0,10211963000000.0,12156943000000.0,6778358600000.0,8486130000000.0
2073.0,11795477000000.0,12465673000000.0,8780405000000.0,9950414000000.0,11824371000000.0,8599674300000.0,6007724000000.0,6906839600000.0,10475702000000.0,8480453000000.0,10024273000000.0,12131255000000.0,6650241000000.0,8316530000000.0
2074.0,11736839000000.0,12382258000000.0,8661247000000.0,9875350000000.0,11747390000000.0,8435657600000.0,5809857600000.0,6684135000000.0,10350717000000.0,8310471300000.0,9814328000000.0,12038843000000.0,6490561000000.0,8167604000000.0
2075.0,11676879000000.0,12314659000000.0,8547377600000.0,9767134000000.0,11665108000000.0,8252512300000.0,5618059000000.0,6502544000000.0,10247053000000.0,8158619600000.0,9626839000000.0,11982261000000.0,6383642000000.0,7961392000000.0
2076.0,11613429000000.0,12257995000000.0,8428641000000.0,9655671000000.0,11615224000000.0,8090714000000.0,5458245000000.0,6277176500000.0,10112965000000.0,8008440500000.0,9401444000000.0,11908642000000.0,6275949700000.0,7832300000000.0
2077.0,11529507000000.0,12223657000000.0,8308543500000.0,9532443000000.0,11518141000000.0,7960150000000.0,5269991000000.0,6099362000000.0,9980562000000.0,7880402500000.0,9202793000000.0,11832633000000.0,6134311000000.0,7648602000000.0
2078.0,11435248000000.0,12197732000000.0,8214481500000.0,9407119000000.0,11390674000000.0,7793297300000.0,5066595000000.0,5861595400000.0,9850183000000.0,7699250000000.0,8975366000000.0,11777695000000.0,5981036600000.0,7482574400000.0
2079.0,11361768000000.0,12158971000000.0,8087281000000.0,9278122000000.0,11316250000000.0,7650903300000.0,4869556000000.0,5688940000000.0,9676291000000.0,7555625500000.0,8807971000000.0,11711368000000.0,5824561300000.0,7241083700000.0
2080.0,11284738000000.0,12105350000000.0,7997184500000.0,9180629000000.0,11251379000000.0,7518762300000.0,4679331000000.0,5514275000000.0,9504329000000.0,7372500000000.0,8631959400000.0,11676243000000.0,5670314700000.0,7129774700000.0
2081.0,11188373000000.0,12097416000000.0,7885679500000.0,9096074000000.0,11111662000000.0,7323022500000.0,4498911700000.0,5284296700000.0,9351250000000.0,7214753000000.0,8454846500000.0,11623486000000.0,5528349600000.0,6958426000000.0
2082.0,11124635000000.0,12048453000000.0,7789597000000.0,9019166000000.0,11034487000000.0,7162406000000.0,4333488600000.0,5099434000000.0,9157565000000.0,7028802000000.0,8275647500000.0,11545997000000.0,5367880000000.0,6770146700000.0
2083.0,11024696000000.0,11968259000000.0,7626118700000.0,8939054000000.0,10901996000000.0,7022211000000.0,4141619000000.0,4909774700000.0,8943284000000.0,6897603700000.0,8103189000000.0,11471068000000.0,5233903000000.0,6528702600000.0
2084.0,10935278000000.0,11956627000000.0,7509573000000.0,8822040000000.0,10786937000000.0,6867382000000.0,3982150000000.0,4734164400000.0,8676645000000.0,6753034400000.0,7932813000000.0,11402895000000.0,5121335000000.0,6349342600000.0
2085.0,10857663000000.0,11887547000000.0,7375959000000.0,8703482000000.0,10695694000000.0,6726080300000.0,3819832600000.0,4571628000000.0,8462215400000.0,6593251400000.0,7758514000000.0,11338017000000.0,4992867000000.0,6172442600000.0
2086.0,10778219000000.0,11775910000000.0,7275997600000.0,8538231400000.0,10554249000000.0,6545206000000.0,3664714700000.0,4417586000000.0,8239354000000.0,6438623000000.0,7499801400000.0,11240365000000.0,4857729000000.0,5961617000000.0
2087.0,10692130000000.0,11712484000000.0,7170583700000.0,8373177700000.0,10436337000000.0,6401040600000.0,3517029300000.0,4218512500000.0,7990625700000.0,6284813000000.0,7287112000000.0,11127058000000.0,4740425400000.0,5747435400000.0
2088.0,10611432000000.0,11629339000000.0,7048496400000.0,8249832000000.0,10310569000000.0,6221563700000.0,3335815200000.0,4044059600000.0,7755228000000.0,6120627000000.0,7072695500000.0,11046085000000.0,4628452000000.0,5513125000000.0
2089.0,10527955000000.0,11556745000000.0,6932861000000.0,8106435700000.0,10149874000000.0,6027782700000.0,3176362000000.0,3857334400000.0,7546245000000.0,5949358000000.0,6888838700000.0,10962138000000.0,4492482300000.0,5323830000000.0
2090.0,10454767000000.0,11496634000000.0,6819975000000.0,7945682700000.0,10077516000000.0,5872419000000.0,3017127000000.0,3677845500000.0,7307717500000.0,5812067500000.0,6705372500000.0,10874338000000.0,4354169000000.0,5155404000000.0
2091.0,10375528000000.0,11444062000000.0,6701852400000.0,7796217600000.0,9985330000000.0,5681236700000.0,2859415400000.0,3497212500000.0,7061761400000.0,5661855000000.0,6512805700000.0,10750508000000.0,4206586500000.0,4964350000000.0
2092.0,10274411000000.0,11364986000000.0,6571421600000.0,7664694000000.0,9855342000000.0,5514859600000.0,2681568800000.0,3307559200000.0,6841423600000.0,5492204600000.0,6332008600000.0,10682780000000.0,4076544200000.0,4813757600000.0
2093.0,10176509000000.0,11308834000000.0,6460818300000.0,7533130000000.0,9694889000000.0,5364503300000.0,2525344000000.0,3132848900000.0,6630198500000.0,5323297400000.0,6087152500000.0,10593241000000.0,3960877000000.0,4656841400000.0
2094.0,10089186000000.0,11255889000000.0,6375218000000.0,7412209000000.0,9557824000000.0,5201333300000.0,2381408000000.0,2966826500000.0,6385607600000.0,5149467600000.0,5860386400000.0,10521354000000.0,3840034700000.0,4492702500000.0
2095.0,9996918000000.0,11214528000000.0,6273513000000.0,7245361000000.0,9425785000000.0,5034634400000.0,2239017800000.0,2785685500000.0,6176939400000.0,4993028500000.0,5619950000000.0,10452238000000.0,3677295700000.0,4368062500000.0
2096.0,9911184000000.0,11163833000000.0,6138612000000.0,7049602700000.0,9260191000000.0,4876577300000.0,2103864000000.0,2645410200000.0,5941253000000.0,4798756000000.0,5412226000000.0,10374402000000.0,3567463400000.0,4201829600000.0
2097.0,9811553000000.0,11092365000000.0,5979726400000.0,6889092400000.0,9166189000000.0,4735179000000.0,1980479600000.0,2504304400000.0,5743310300000.0,4604393000000.0,5175892000000.0,10304739000000.0,3432075000000.0,4030194500000.0
2098.0,9721843000000.0,10994984000000.0,5856933000000.0,6708365000000.0,9067047000000.0,4585939300000.0,1864572000000.0,2345982500000.0,5548771000000.0,4427875000000.0,4963162000000.0,10194301000000.0,3300614500000.0,3853076400000.0
2099.0,9649347000000.0,10890102000000.0,5747038500000.0,6575078000000.0,8979142000000.0,4432313000000.0,1752529000000.0,2180710500000.0,5322507300000.0,4243295300000.0,4714545000000.0,10117591000000.0,3189376800000.0,3677639700000.0
2100.0,9541548000000.0,10809157000000.0,5605514000000.0,6394691500000.0,8885807000000.0,4275134300000.0,1630591500000.0,2044751800000.0,5078911500000.0,4069770700000.0,4501168700000.0,10028781000000.0,3091820200000.0,3511816300000.0
