time,GFDL-ESM2G,CNRM-CM5,MPI-ESM-LR,CSIRO-MK3-6-0,NORESM1-M,CCSM4,IPSL-CM5A-LR,GISS-E2-R,CANESM2,CESM1-CAM5,GFDL-CM3
2012.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0
2013.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0
2014.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0
2015.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0
2016.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0
2017.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0
2018.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0
2019.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0
2020.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0
2021.0,837944400000.0,835779170000.0,847193240000.0,837209160000.0,856332240000.0,842397840000.0,851489260000.0,850121700000.0,843511700000.0,840749500000.0,848801600000.0
2022.0,822407660000.0,826504500000.0,828358070000.0,821823100000.0,838169460000.0,832092700000.0,837866500000.0,838650600000.0,825724500000.0,833119100000.0,830476300000.0
2023.0,815567800000.0,808441900000.0,820143600000.0,807036100000.0,825892340000.0,809495760000.0,831485840000.0,824684050000.0,804543700000.0,821152840000.0,812116740000.0
2024.0,802578600000.0,801732600000.0,809359600000.0,806197700000.0,804529640000.0,801793100000.0,821901100000.0,812092900000.0,785612340000.0,816414850000.0,785609300000.0
2025.0,794102700000.0,790727000000.0,794788560000.0,798520700000.0,793997000000.0,790560640000.0,809356750000.0,793186300000.0,778474900000.0,813650500000.0,768780000000.0
2026.0,784971700000.0,769240900000.0,780978360000.0,794515730000.0,783195500000.0,789719600000.0,789343300000.0,777041100000.0,760900350000.0,796617700000.0,741610300000.0
2027.0,785628300000.0,751329400000.0,769908400000.0,799442500000.0,785423900000.0,773382140000.0,767169700000.0,776098200000.0,753416800000.0,791627800000.0,731353800000.0
2028.0,769683950000.0,733451900000.0,750793200000.0,791974200000.0,769189350000.0,753666700000.0,747998540000.0,763382460000.0,741504060000.0,788018040000.0,710534370000.0
2029.0,763047900000.0,726030100000.0,743101370000.0,779165700000.0,753943300000.0,747062950000.0,734451860000.0,751786100000.0,719471200000.0,770562500000.0,689517360000.0
2030.0,742010300000.0,717060600000.0,733780840000.0,764228140000.0,744055200000.0,725402700000.0,718416050000.0,739739300000.0,693166500000.0,752394500000.0,673479200000.0
2031.0,736996100000.0,696130400000.0,724257400000.0,758515400000.0,717940700000.0,718922400000.0,706609550000.0,719265800000.0,667986560000.0,727302200000.0,650129900000.0
2032.0,733174760000.0,684408400000.0,709415860000.0,754857900000.0,710807060000.0,707545500000.0,686748400000.0,710067000000.0,652463100000.0,711237600000.0,621242800000.0
2033.0,729132500000.0,666625250000.0,693287700000.0,743959760000.0,690480400000.0,690120000000.0,670955140000.0,695482450000.0,636267200000.0,706310960000.0,606046400000.0
2034.0,729244100000.0,656838000000.0,668623700000.0,735013100000.0,669686960000.0,673418000000.0,657134000000.0,669997400000.0,614867140000.0,681044930000.0,586104960000.0
2035.0,726228860000.0,641582100000.0,656474600000.0,716997070000.0,653704230000.0,664601030000.0,644316200000.0,657383750000.0,601007400000.0,663672060000.0,572178760000.0
2036.0,716810600000.0,626299000000.0,649180100000.0,697676140000.0,640445000000.0,660329100000.0,622028400000.0,643929500000.0,582917800000.0,648644660000.0,556356530000.0
2037.0,707900540000.0,609554700000.0,636043100000.0,683310250000.0,629278200000.0,643352360000.0,607856560000.0,629508200000.0,561709600000.0,624298360000.0,537550900000.0
2038.0,702817440000.0,596892000000.0,616214100000.0,660345400000.0,596289200000.0,628084240000.0,591427300000.0,617874100000.0,539547240000.0,601942850000.0,517446800000.0
2039.0,691840600000.0,581070700000.0,609905900000.0,654217450000.0,578149940000.0,625894160000.0,570945960000.0,599174000000.0,521390620000.0,592316400000.0,508156800000.0
2040.0,686504740000.0,568047040000.0,592002300000.0,637146560000.0,563191800000.0,619144100000.0,552784900000.0,591720700000.0,512940740000.0,579336540000.0,491536020000.0
2041.0,682847630000.0,559554700000.0,581965200000.0,613902400000.0,548763370000.0,614683500000.0,533546570000.0,577383040000.0,495940730000.0,554588050000.0,473067700000.0
2042.0,683904100000.0,537880560000.0,572846050000.0,594900750000.0,530381730000.0,609011500000.0,513232500000.0,577966400000.0,478172020000.0,545449540000.0,450245330000.0
2043.0,681828160000.0,522504180000.0,565530100000.0,576899800000.0,511243400000.0,602219540000.0,494769830000.0,565382700000.0,463759150000.0,540185460000.0,435770920000.0
2044.0,674291060000.0,510410260000.0,550388000000.0,556446650000.0,495921630000.0,590691900000.0,482549700000.0,562326730000.0,453366780000.0,523659800000.0,419067760000.0
2045.0,661818600000.0,499089930000.0,539618540000.0,540287000000.0,477232460000.0,580726200000.0,462434930000.0,544626000000.0,439810060000.0,509457700000.0,397342300000.0
2046.0,649698800000.0,492836700000.0,532979350000.0,523548300000.0,463717900000.0,567277850000.0,444791360000.0,532633030000.0,416949670000.0,497831000000.0,384302940000.0
2047.0,641434800000.0,482758430000.0,521711940000.0,507908500000.0,458722200000.0,566317550000.0,432932200000.0,523691800000.0,407237230000.0,475231260000.0,362714140000.0
2048.0,618997350000.0,477423040000.0,511767970000.0,490384300000.0,439811400000.0,546145400000.0,412853440000.0,514480100000.0,391605620000.0,458196900000.0,349839230000.0
2049.0,603564930000.0,465795550000.0,509407700000.0,476495770000.0,426514200000.0,531029800000.0,401681550000.0,510085070000.0,374365750000.0,443534150000.0,332614470000.0
2050.0,596436500000.0,452432900000.0,507702350000.0,457719640000.0,401274770000.0,521514800000.0,389842200000.0,500235630000.0,362704960000.0,426818170000.0,316045030000.0
2051.0,580095700000.0,434372670000.0,495878640000.0,437169260000.0,383913820000.0,512810420000.0,373161750000.0,493616820000.0,348925130000.0,407803200000.0,302607760000.0
2052.0,567201760000.0,421681950000.0,484146840000.0,413434400000.0,365538740000.0,502048130000.0,356554240000.0,481086800000.0,336831280000.0,384891260000.0,290837460000.0
2053.0,549275000000.0,415372280000.0,474399930000.0,399024780000.0,351273580000.0,492458570000.0,337918260000.0,468261370000.0,320945300000.0,372225500000.0,275352650000.0
2054.0,523632380000.0,395545000000.0,464508420000.0,381863130000.0,342316780000.0,479265300000.0,327979200000.0,457636000000.0,311324400000.0,355406220000.0,262722930000.0
2055.0,512426050000.0,392826400000.0,456346730000.0,366317240000.0,329296670000.0,472900860000.0,319886520000.0,448481000000.0,299991270000.0,340194100000.0,246223180000.0
2056.0,504345400000.0,381539900000.0,444037370000.0,355098920000.0,317143650000.0,462770630000.0,305184500000.0,439232950000.0,289158430000.0,326785400000.0,232934640000.0
2057.0,480080000000.0,374774270000.0,433115430000.0,344467730000.0,300328550000.0,455522780000.0,289625440000.0,426360240000.0,275348750000.0,319788800000.0,220121630000.0
2058.0,465749050000.0,365167580000.0,423443100000.0,332154240000.0,285767140000.0,448341340000.0,285087960000.0,411732800000.0,261321460000.0,308210400000.0,210989020000.0
2059.0,453681380000.0,349488480000.0,403771750000.0,319151240000.0,275957220000.0,439755900000.0,274954780000.0,402990270000.0,251298600000.0,291380920000.0,203495880000.0
2060.0,446765070000.0,340723430000.0,391723940000.0,300431640000.0,266823600000.0,436975860000.0,266715090000.0,402382850000.0,238024840000.0,276706360000.0,194842130000.0
2061.0,425739580000.0,328577700000.0,378161270000.0,292119770000.0,260196090000.0,420282630000.0,260126540000.0,397838750000.0,229755760000.0,267930340000.0,184548020000.0
2062.0,412995320000.0,320553300000.0,370586160000.0,276650260000.0,251561230000.0,414747330000.0,247969560000.0,385833900000.0,217174590000.0,255793170000.0,178390760000.0
2063.0,407636840000.0,312101340000.0,360580940000.0,260210560000.0,243613320000.0,401525200000.0,235145920000.0,385537180000.0,207175450000.0,249001080000.0,168422400000.0
2064.0,401775030000.0,297431200000.0,349327400000.0,249554910000.0,237511690000.0,389443030000.0,224124620000.0,375421760000.0,200863900000.0,242936740000.0,157685550000.0
2065.0,387743550000.0,283235100000.0,336051630000.0,242373150000.0,228049080000.0,379275870000.0,219341080000.0,369137600000.0,193016890000.0,230836170000.0,149744170000.0
2066.0,377947060000.0,276595100000.0,330529900000.0,233255800000.0,221936570000.0,369294500000.0,211426310000.0,363893160000.0,187275700000.0,218607190000.0,142942200000.0
2067.0,367946100000.0,262080990000.0,324018000000.0,220245850000.0,215432200000.0,358824870000.0,204379960000.0,361663070000.0,181399730000.0,207970010000.0,135833780000.0
2068.0,352173880000.0,253820470000.0,321726380000.0,207809630000.0,210935020000.0,351002430000.0,199296070000.0,355856550000.0,169576450000.0,198854430000.0,129897734000.0
2069.0,339158140000.0,245363210000.0,310544270000.0,197718930000.0,207596490000.0,343328900000.0,194667330000.0,349059700000.0,159666210000.0,189841470000.0,123060980000.0
2070.0,333411420000.0,234409410000.0,298854120000.0,189735200000.0,199883700000.0,332949850000.0,189057960000.0,345869500000.0,151696770000.0,179993530000.0,116739780000.0
2071.0,325557700000.0,227878170000.0,291414200000.0,183673270000.0,194333030000.0,320302580000.0,182127410000.0,341670000000.0,144348000000.0,170123020000.0,110807605000.0
2072.0,315304440000.0,215395450000.0,281733170000.0,171750770000.0,188884660000.0,310764200000.0,174048790000.0,337649240000.0,137251760000.0,166787430000.0,104147710000.0
2073.0,305092950000.0,208381400000.0,282881600000.0,162207350000.0,184518030000.0,301387900000.0,168319800000.0,332573900000.0,130332780000.0,158020520000.0,98625920000.0
2074.0,298905170000.0,203755100000.0,280325950000.0,152509330000.0,180496170000.0,293695360000.0,159610540000.0,322703800000.0,122560190000.0,148448620000.0,91610400000.0
2075.0,296812020000.0,195510780000.0,276574670000.0,143255900000.0,175484450000.0,282452230000.0,153946210000.0,316445030000.0,114462170000.0,141607340000.0,86962710000.0
2076.0,284373940000.0,183647630000.0,277805100000.0,138562900000.0,172642930000.0,271253440000.0,152505680000.0,314430460000.0,108850210000.0,136647860000.0,82579200000.0
2077.0,276964670000.0,174022700000.0,274645660000.0,130999230000.0,167543550000.0,266362010000.0,146292420000.0,309117400000.0,103358530000.0,128047866000.0,77640835000.0
2078.0,269170900000.0,169519240000.0,268942980000.0,124328845000.0,160635100000.0,260937610000.0,139869100000.0,306739300000.0,97714080000.0,121011070000.0,71160770000.0
2079.0,255728880000.0,168792540000.0,265218670000.0,118164460000.0,154214060000.0,253391930000.0,132620170000.0,303262170000.0,92153410000.0,114059395000.0,69055880000.0
2080.0,247395600000.0,163111470000.0,260223910000.0,112561990000.0,146141250000.0,246869460000.0,126939670000.0,296463270000.0,87643910000.0,109922460000.0,64601235000.0
2081.0,239258120000.0,161946080000.0,254494030000.0,109381990000.0,138289710000.0,234515710000.0,121089410000.0,295808630000.0,82761960000.0,104451826000.0,60036616000.0
2082.0,232858190000.0,155772960000.0,251444360000.0,103996620000.0,134484460000.0,229081300000.0,115806945000.0,291047900000.0,77589290000.0,95825820000.0,56153887000.0
2083.0,229804920000.0,152432410000.0,248106100000.0,99987160000.0,131443720000.0,225297940000.0,111732875000.0,284051870000.0,74055350000.0,87883160000.0,52075487000.0
2084.0,226773550000.0,147467340000.0,241817800000.0,94124440000.0,124555840000.0,224314700000.0,107673940000.0,281983300000.0,71398710000.0,83359300000.0,49586176000.0
2085.0,218936380000.0,144642030000.0,235278040000.0,90819180000.0,119342620000.0,216558320000.0,102746190000.0,278695580000.0,65387946000.0,79652520000.0,47550476000.0
2086.0,212041190000.0,142013400000.0,230328880000.0,86081266000.0,114739400000.0,211208500000.0,97900310000.0,273445540000.0,61598196000.0,74196074000.0,44679710000.0
2087.0,207616840000.0,136088210000.0,225885360000.0,81910780000.0,111165440000.0,203911660000.0,93749230000.0,268032590000.0,57366614000.0,69185540000.0,42041530000.0
2088.0,200421980000.0,130413060000.0,221274000000.0,77293126000.0,107694416000.0,198707350000.0,89600410000.0,258629420000.0,54911330000.0,64282354000.0,39858065000.0
2089.0,195466460000.0,125655876000.0,219427440000.0,74313780000.0,104704510000.0,191967770000.0,85696130000.0,249976680000.0,50738690000.0,59551300000.0,38692780000.0
2090.0,189150690000.0,123408110000.0,215214360000.0,71208250000.0,99624575000.0,189872830000.0,82670560000.0,245381660000.0,47971850000.0,54404796000.0,37055492000.0
2091.0,184164380000.0,119276390000.0,210829720000.0,67950694000.0,94258150000.0,184078040000.0,79161690000.0,244380250000.0,44079546000.0,51171172000.0,33914597000.0
2092.0,180429500000.0,115499065000.0,211536400000.0,63331004000.0,91497320000.0,180826500000.0,77179085000.0,242495290000.0,42158215000.0,49389520000.0,32782492000.0
2093.0,177449140000.0,109355170000.0,206561540000.0,59911553000.0,89278410000.0,176696460000.0,74909290000.0,238789280000.0,40652644000.0,48007078000.0,31122540000.0
2094.0,171565290000.0,105301090000.0,204434600000.0,59420373000.0,87358730000.0,173504460000.0,73619710000.0,237827300000.0,39029990000.0,46547420000.0,30226360000.0
2095.0,166433800000.0,103151010000.0,204450250000.0,56296268000.0,82564870000.0,164411080000.0,72886640000.0,236541150000.0,37646300000.0,44525036000.0,28731650000.0
2096.0,161751240000.0,98299100000.0,204550850000.0,54234090000.0,80189960000.0,157967480000.0,70031300000.0,232470170000.0,36472152000.0,42624120000.0,27895822000.0
2097.0,156901930000.0,93237270000.0,201719050000.0,51212427000.0,76537815000.0,151441920000.0,67607290000.0,232328220000.0,35570220000.0,39225606000.0,26216690000.0
2098.0,155474620000.0,91242050000.0,199474840000.0,48435184000.0,72728520000.0,149280340000.0,64614355000.0,227589260000.0,35106955000.0,36915958000.0,24899131000.0
2099.0,149441180000.0,87323390000.0,199193100000.0,47344260000.0,69968650000.0,146239650000.0,62820290000.0,220582380000.0,33851826000.0,35765613000.0,23885160000.0
2100.0,143327740000.0,84936565000.0,193828100000.0,46307955000.0,67341690000.0,139665540000.0,60889416000.0,217661060000.0,32852496000.0,33823260000.0,22664090000.0
