time,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0,GFDL-ESM2G,CCSM4,IPSL-CM5A-LR,GFDL-CM3,GISS-E2-R
2018.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0
2019.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0
2020.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0
2021.0,2793589200000.0,2771348600000.0,2763351400000.0,2776555800000.0,2745430200000.0,2757814600000.0,2756301800000.0,2771760400000.0
2022.0,2779496800000.0,2737786300000.0,2752355000000.0,2777801800000.0,2733304000000.0,2742706000000.0,2739764500000.0,2762883000000.0
2023.0,2770876000000.0,2709952000000.0,2749895800000.0,2780117600000.0,2736914700000.0,2756554500000.0,2711765600000.0,2750759600000.0
2024.0,2772298600000.0,2692757800000.0,2741063400000.0,2761244800000.0,2713071000000.0,2740600400000.0,2685805000000.0,2743334600000.0
2025.0,2764974000000.0,2693804000000.0,2733706600000.0,2736911500000.0,2695600000000.0,2731895700000.0,2653373600000.0,2721609700000.0
2026.0,2738369000000.0,2682877000000.0,2710605400000.0,2720330400000.0,2690246800000.0,2724962800000.0,2636137600000.0,2695285000000.0
2027.0,2727213300000.0,2671709800000.0,2701028200000.0,2685004400000.0,2694961700000.0,2709569000000.0,2590752000000.0,2671342300000.0
2028.0,2721889600000.0,2663644700000.0,2697348300000.0,2663712000000.0,2680217700000.0,2690905300000.0,2557337700000.0,2662401000000.0
2029.0,2703479500000.0,2641630000000.0,2708223800000.0,2652717700000.0,2672441400000.0,2669150200000.0,2521311500000.0,2669772000000.0
2030.0,2710724700000.0,2622642700000.0,2693530000000.0,2615017700000.0,2671296000000.0,2646897600000.0,2493632500000.0,2659950000000.0
2031.0,2710315000000.0,2612808600000.0,2668983500000.0,2606994300000.0,2680205000000.0,2636495700000.0,2448673000000.0,2647065600000.0
2032.0,2715778000000.0,2601503200000.0,2648898800000.0,2600408200000.0,2679711700000.0,2628083500000.0,2407203300000.0,2621833000000.0
2033.0,2698606000000.0,2604146600000.0,2639688600000.0,2588780800000.0,2664139000000.0,2642241400000.0,2385467100000.0,2605496100000.0
2034.0,2688630000000.0,2582453700000.0,2622068400000.0,2559930000000.0,2642836000000.0,2606718800000.0,2352026200000.0,2594104700000.0
2035.0,2673283000000.0,2553287000000.0,2608806000000.0,2553547800000.0,2635192000000.0,2558353200000.0,2318170000000.0,2572963500000.0
2036.0,2671885200000.0,2540527200000.0,2608726500000.0,2525934400000.0,2624902700000.0,2534493000000.0,2276316400000.0,2549687800000.0
2037.0,2662275500000.0,2513766000000.0,2601222700000.0,2538114400000.0,2615129000000.0,2510824700000.0,2243408400000.0,2542800700000.0
2038.0,2639406000000.0,2506949100000.0,2587555300000.0,2533488000000.0,2586502800000.0,2491232300000.0,2201262800000.0,2512697000000.0
2039.0,2622687300000.0,2503169500000.0,2565458400000.0,2522047800000.0,2563802000000.0,2456897500000.0,2159418700000.0,2496145700000.0
2040.0,2601163200000.0,2502461500000.0,2567702300000.0,2514408000000.0,2550279200000.0,2402765000000.0,2126792800000.0,2488159200000.0
2041.0,2588600000000.0,2488558000000.0,2554706300000.0,2497441400000.0,2532918200000.0,2408325000000.0,2086202900000.0,2446413800000.0
2042.0,2553550200000.0,2457906000000.0,2551988400000.0,2456872600000.0,2521018400000.0,2387268300000.0,2046757200000.0,2417640900000.0
2043.0,2538161300000.0,2441912800000.0,2560582700000.0,2443306300000.0,2505147200000.0,2373337500000.0,2010561600000.0,2400115500000.0
2044.0,2522757500000.0,2415526000000.0,2548838700000.0,2416844700000.0,2508628400000.0,2339084700000.0,1955064800000.0,2389408000000.0
2045.0,2505983100000.0,2398085700000.0,2532927600000.0,2392085800000.0,2470371000000.0,2315875000000.0,1916372000000.0,2382139800000.0
2046.0,2480652400000.0,2392397400000.0,2520017300000.0,2380533600000.0,2449912600000.0,2277248300000.0,1877348800000.0,2363712900000.0
2047.0,2465039000000.0,2362381200000.0,2514199500000.0,2377476700000.0,2436025800000.0,2254138800000.0,1850416000000.0,2336973700000.0
2048.0,2448437500000.0,2346910000000.0,2503369800000.0,2347095000000.0,2426739400000.0,2216593000000.0,1820243900000.0,2313739000000.0
2049.0,2424793500000.0,2314225800000.0,2498608000000.0,2339242500000.0,2408460300000.0,2145445900000.0,1776882700000.0,2299570700000.0
2050.0,2408199500000.0,2289206800000.0,2512389000000.0,2319741600000.0,2374541800000.0,2123188300000.0,1752229600000.0,2274236600000.0
2051.0,2373315700000.0,2277540600000.0,2499325000000.0,2310082400000.0,2346106000000.0,2097881200000.0,1722816500000.0,2256265300000.0
2052.0,2344125700000.0,2266852800000.0,2481621300000.0,2299159400000.0,2331942600000.0,2089502400000.0,1689476400000.0,2242755400000.0
2053.0,2329912500000.0,2243120600000.0,2462042000000.0,2278006200000.0,2313054800000.0,2064458700000.0,1652198300000.0,2221352700000.0
2054.0,2331608400000.0,2219518200000.0,2436356400000.0,2252907700000.0,2285471800000.0,2041680600000.0,1630415900000.0,2206758300000.0
2055.0,2297368400000.0,2208266000000.0,2424098000000.0,2232011700000.0,2268428000000.0,2011583200000.0,1594836500000.0,2186162000000.0
2056.0,2257120400000.0,2223124000000.0,2419652800000.0,2220440000000.0,2262980600000.0,1974997000000.0,1561292400000.0,2171160500000.0
2057.0,2238796500000.0,2205131200000.0,2378757600000.0,2196919700000.0,2245386000000.0,1941671800000.0,1525866200000.0,2148496200000.0
2058.0,2203548400000.0,2176012100000.0,2354104000000.0,2165399200000.0,2230349000000.0,1920951300000.0,1494018700000.0,2133879400000.0
2059.0,2196104800000.0,2181517400000.0,2334970000000.0,2150042000000.0,2204014500000.0,1915099700000.0,1467694700000.0,2127813000000.0
2060.0,2176727800000.0,2166535900000.0,2308237000000.0,2110899200000.0,2169053100000.0,1898633800000.0,1436946300000.0,2112337000000.0
2061.0,2164117300000.0,2149637700000.0,2274979000000.0,2077015700000.0,2140178900000.0,1873689300000.0,1399244600000.0,2093196000000.0
2062.0,2145769100000.0,2114447600000.0,2236638000000.0,2056675000000.0,2119821300000.0,1839875000000.0,1370398000000.0,2084659000000.0
2063.0,2140214800000.0,2094100900000.0,2209149400000.0,2040613800000.0,2098654300000.0,1815728900000.0,1336287800000.0,2070131500000.0
2064.0,2125345600000.0,2087868200000.0,2184573600000.0,2010709200000.0,2082120000000.0,1796654900000.0,1297025000000.0,2057276000000.0
2065.0,2106856700000.0,2067947000000.0,2159986500000.0,1992962500000.0,2059266000000.0,1768476500000.0,1269365100000.0,2042167800000.0
2066.0,2101679500000.0,2046493600000.0,2144178300000.0,1972192500000.0,2032545600000.0,1742378600000.0,1244528900000.0,2035262300000.0
2067.0,2063421300000.0,2028807700000.0,2115540700000.0,1957599400000.0,2009553400000.0,1719882200000.0,1211044300000.0,2019307200000.0
2068.0,2056114300000.0,1999893400000.0,2080703300000.0,1934692500000.0,1979310700000.0,1703353900000.0,1177377300000.0,2004339000000.0
2069.0,2026101500000.0,1975651300000.0,2062016300000.0,1904778700000.0,1952352700000.0,1676492500000.0,1148838600000.0,1991819700000.0
2070.0,1992660400000.0,1950617800000.0,2024466200000.0,1891589800000.0,1932044000000.0,1642942200000.0,1109201500000.0,1966735800000.0
2071.0,1968731200000.0,1926602600000.0,1977150100000.0,1863204100000.0,1909364400000.0,1625062100000.0,1084151370000.0,1957348800000.0
2072.0,1944536500000.0,1899103800000.0,1955569000000.0,1836911200000.0,1884121300000.0,1598673600000.0,1054146360000.0,1942146800000.0
2073.0,1918765200000.0,1881907500000.0,1953779500000.0,1800517700000.0,1852481600000.0,1569260700000.0,1022616100000.0,1919168500000.0
2074.0,1903772600000.0,1862080000000.0,1929581700000.0,1796519600000.0,1838643800000.0,1538089300000.0,992690240000.0,1911066200000.0
2075.0,1872986200000.0,1834507800000.0,1892430400000.0,1776169900000.0,1819725000000.0,1504247500000.0,963297740000.0,1892403200000.0
2076.0,1824815000000.0,1795752600000.0,1859542800000.0,1755859000000.0,1783054300000.0,1465839400000.0,930082800000.0,1865743100000.0
2077.0,1803902600000.0,1767549800000.0,1848674400000.0,1729678800000.0,1755694500000.0,1442630200000.0,891524550000.0,1844775500000.0
2078.0,1786530000000.0,1745609400000.0,1823970000000.0,1712470900000.0,1735755000000.0,1404183600000.0,862125950000.0,1829764700000.0
2079.0,1760235100000.0,1723666900000.0,1807574200000.0,1678371200000.0,1710274200000.0,1362687200000.0,826614800000.0,1822804300000.0
2080.0,1727601400000.0,1683566500000.0,1789064400000.0,1647218300000.0,1699679300000.0,1331654200000.0,796991100000.0,1800951400000.0
2081.0,1693923700000.0,1654964500000.0,1762545900000.0,1615417600000.0,1685054300000.0,1312015300000.0,764902970000.0,1782990600000.0
2082.0,1669975500000.0,1622472700000.0,1733077400000.0,1604196100000.0,1650566200000.0,1289009500000.0,735306800000.0,1744567700000.0
2083.0,1640899800000.0,1593599100000.0,1707375900000.0,1577775900000.0,1632401600000.0,1267002500000.0,701336260000.0,1721251400000.0
2084.0,1617642500000.0,1563893400000.0,1702867600000.0,1539194100000.0,1611011000000.0,1236840300000.0,678391700000.0,1701961700000.0
2085.0,1594059900000.0,1521022400000.0,1689213200000.0,1530151800000.0,1578351700000.0,1211958700000.0,644199700000.0,1676390300000.0
2086.0,1588676900000.0,1486702500000.0,1675134000000.0,1512815100000.0,1568859100000.0,1180065900000.0,616109600000.0,1648837800000.0
2087.0,1557545900000.0,1474439800000.0,1668989200000.0,1498548400000.0,1548398000000.0,1156277200000.0,594748900000.0,1635012200000.0
2088.0,1528788400000.0,1453604500000.0,1643064900000.0,1482421200000.0,1528242200000.0,1135266400000.0,569527760000.0,1614297300000.0
2089.0,1512359900000.0,1427080900000.0,1617313000000.0,1463054500000.0,1519905500000.0,1114204400000.0,543444600000.0,1589105900000.0
2090.0,1494880000000.0,1400503400000.0,1596899600000.0,1452838000000.0,1496712700000.0,1087140800000.0,519326200000.0,1573845200000.0
2091.0,1468563000000.0,1389768100000.0,1554665800000.0,1427811300000.0,1476298100000.0,1066181000000.0,490978670000.0,1541166700000.0
2092.0,1455054000000.0,1364487400000.0,1529978200000.0,1416296300000.0,1454496500000.0,1041767700000.0,471685400000.0,1517139000000.0
2093.0,1434487200000.0,1330083100000.0,1500776500000.0,1402322800000.0,1435067400000.0,1008561160000.0,443185200000.0,1496163000000.0
2094.0,1418709700000.0,1306580500000.0,1487071700000.0,1365662800000.0,1413415800000.0,978375500000.0,422440170000.0,1497251300000.0
2095.0,1393354900000.0,1289995600000.0,1462546100000.0,1349662000000.0,1394429500000.0,953385160000.0,403354400000.0,1471552000000.0
2096.0,1373447700000.0,1260400100000.0,1443429100000.0,1350485100000.0,1377678900000.0,922845840000.0,384592640000.0,1453254500000.0
2097.0,1349276700000.0,1222502400000.0,1424350800000.0,1343449700000.0,1360247900000.0,900375200000.0,363136300000.0,1440028600000.0
2098.0,1321173500000.0,1190960300000.0,1401827400000.0,1330940900000.0,1336318600000.0,882605600000.0,346091130000.0,1417234100000.0
2099.0,1299389000000.0,1172479100000.0,1387816300000.0,1310518700000.0,1321317800000.0,878714700000.0,327680660000.0,1395714700000.0
2100.0,1282473600000.0,1156457000000.0,1364638200000.0,1304304700000.0,1303543500000.0,847918900000.0,312474630000.0,1377675000000.0
