time,GISS-E2-R,CNRM-CM5,MPI-ESM-LR,GFDL-CM3,IPSL-CM5A-LR,CCSM4,GFDL-ESM2G,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M,CANESM2
2011.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0
2012.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0
2013.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0
2014.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0
2015.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0
2016.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0
2017.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0
2018.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0
2019.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0
2020.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0
2021.0,2748776700000.0,2769057700000.0,2771994500000.0,2763029700000.0,2753666700000.0,2747877300000.0,2747932300000.0,2750508000000.0,2768202600000.0,2773691000000.0,2788211600000.0
2022.0,2720822500000.0,2752455600000.0,2766190700000.0,2744196000000.0,2734680000000.0,2735060500000.0,2735516400000.0,2748568800000.0,2758507000000.0,2743665000000.0,2767013300000.0
2023.0,2704349300000.0,2740975800000.0,2735953100000.0,2728833800000.0,2728154000000.0,2725512700000.0,2744930000000.0,2770912000000.0,2739674500000.0,2742677000000.0,2749731200000.0
2024.0,2677708700000.0,2732167800000.0,2737067800000.0,2704044500000.0,2724673000000.0,2712721400000.0,2730772400000.0,2765021200000.0,2730662600000.0,2738003400000.0,2752683400000.0
2025.0,2652873200000.0,2724110500000.0,2720049700000.0,2680774200000.0,2701242100000.0,2684824800000.0,2721603400000.0,2764854300000.0,2724236400000.0,2731085100000.0,2731127900000.0
2026.0,2631767200000.0,2712187000000.0,2699972600000.0,2648674100000.0,2699101500000.0,2664066200000.0,2721612800000.0,2755046100000.0,2715226200000.0,2715059500000.0,2728147000000.0
2027.0,2613029000000.0,2686405000000.0,2686079700000.0,2626533200000.0,2668845300000.0,2641829600000.0,2700528600000.0,2754795500000.0,2672914300000.0,2711235900000.0,2712111200000.0
2028.0,2596480000000.0,2664599700000.0,2672847000000.0,2608318400000.0,2664062000000.0,2607802000000.0,2675890000000.0,2738573300000.0,2632172000000.0,2695298000000.0,2683410000000.0
2029.0,2578585000000.0,2653793300000.0,2651718000000.0,2582938400000.0,2673397500000.0,2594192200000.0,2673150300000.0,2720674600000.0,2627459600000.0,2679538200000.0,2646379300000.0
2030.0,2564835500000.0,2643138400000.0,2634160300000.0,2548591500000.0,2637710200000.0,2592281200000.0,2668061000000.0,2694844300000.0,2621709000000.0,2653661700000.0,2641875700000.0
2031.0,2537132700000.0,2648550700000.0,2619477300000.0,2522680000000.0,2651992000000.0,2586001500000.0,2653883700000.0,2682443500000.0,2589120000000.0,2624356600000.0,2619124200000.0
2032.0,2530860600000.0,2624158700000.0,2601409300000.0,2486276700000.0,2657229000000.0,2541701300000.0,2657143500000.0,2663738500000.0,2549381600000.0,2597998600000.0,2578151400000.0
2033.0,2508417100000.0,2581665200000.0,2575470000000.0,2450521000000.0,2640701600000.0,2521131000000.0,2637897100000.0,2659449800000.0,2533492300000.0,2570057000000.0,2546308200000.0
2034.0,2508658300000.0,2562894900000.0,2558215000000.0,2415011000000.0,2623001900000.0,2498462700000.0,2628010400000.0,2655318200000.0,2511827000000.0,2558149500000.0,2537022800000.0
2035.0,2498078000000.0,2547037800000.0,2547441200000.0,2372551800000.0,2582786000000.0,2476102000000.0,2606850600000.0,2623214000000.0,2497150500000.0,2537491000000.0,2506423000000.0
2036.0,2486943000000.0,2519013000000.0,2534678200000.0,2332326400000.0,2549913700000.0,2456130700000.0,2574089200000.0,2622162500000.0,2470438200000.0,2513100000000.0,2476672300000.0
2037.0,2481556600000.0,2502504500000.0,2519280400000.0,2299346800000.0,2508935400000.0,2450011700000.0,2545854400000.0,2595801300000.0,2426124000000.0,2503672900000.0,2460882600000.0
2038.0,2467280200000.0,2482488500000.0,2507826800000.0,2258121000000.0,2500939700000.0,2435909000000.0,2511242000000.0,2576402000000.0,2395383800000.0,2478359000000.0,2444002000000.0
2039.0,2455312000000.0,2446387600000.0,2493327600000.0,2224145600000.0,2521471000000.0,2421233000000.0,2478476400000.0,2554440500000.0,2389329800000.0,2458956000000.0,2418390600000.0
2040.0,2439266400000.0,2425948000000.0,2469446000000.0,2184671100000.0,2557306000000.0,2419114000000.0,2496260500000.0,2560252400000.0,2386242000000.0,2430556200000.0,2393947500000.0
2041.0,2423147700000.0,2408085200000.0,2446608000000.0,2150078100000.0,2578628500000.0,2406508000000.0,2472866500000.0,2540436700000.0,2354849800000.0,2415739000000.0,2369070000000.0
2042.0,2409634700000.0,2393246000000.0,2418622000000.0,2109755400000.0,2574955300000.0,2385688700000.0,2464875000000.0,2537981000000.0,2322767000000.0,2410289800000.0,2343760800000.0
2043.0,2381816800000.0,2364389500000.0,2429015300000.0,2062796700000.0,2569725000000.0,2379566000000.0,2435763700000.0,2519469000000.0,2282416800000.0,2391099800000.0,2320396500000.0
2044.0,2353840300000.0,2346760800000.0,2425001000000.0,2007076300000.0,2541683500000.0,2354626700000.0,2424380300000.0,2503185500000.0,2255484600000.0,2373843200000.0,2307708200000.0
2045.0,2332898000000.0,2323892700000.0,2407934500000.0,1974818600000.0,2519289800000.0,2344669200000.0,2430519700000.0,2474602700000.0,2230010000000.0,2364352200000.0,2307498400000.0
2046.0,2317131400000.0,2304328600000.0,2372954500000.0,1935169300000.0,2506174000000.0,2333141400000.0,2422337400000.0,2472414000000.0,2196414900000.0,2354235300000.0,2271020300000.0
2047.0,2310744300000.0,2284589400000.0,2359708000000.0,1883994000000.0,2512560800000.0,2312609500000.0,2412686900000.0,2463051800000.0,2164961200000.0,2340410000000.0,2249916200000.0
2048.0,2294882800000.0,2293157600000.0,2360608600000.0,1841654300000.0,2496276000000.0,2286409200000.0,2400534400000.0,2421219000000.0,2161874300000.0,2318392600000.0,2220801400000.0
2049.0,2272020400000.0,2277805000000.0,2325594800000.0,1788592100000.0,2473839300000.0,2259045600000.0,2369979700000.0,2396809600000.0,2155847100000.0,2316528300000.0,2196266400000.0
2050.0,2245369300000.0,2258643000000.0,2306612000000.0,1739136400000.0,2467303500000.0,2243152000000.0,2359148400000.0,2380535200000.0,2127238400000.0,2293597200000.0,2200546800000.0
2051.0,2230805900000.0,2236178800000.0,2285842000000.0,1699940700000.0,2446694000000.0,2244479000000.0,2346709700000.0,2346385100000.0,2103819400000.0,2270601200000.0,2203417600000.0
2052.0,2226447700000.0,2228694800000.0,2269813100000.0,1667707200000.0,2418142300000.0,2236238300000.0,2324595200000.0,2318143800000.0,2093390200000.0,2263911800000.0,2182866300000.0
2053.0,2223877700000.0,2217853300000.0,2246535500000.0,1637748800000.0,2400290600000.0,2225014600000.0,2307938300000.0,2295828300000.0,2087359100000.0,2259218000000.0,2156248600000.0
2054.0,2199774300000.0,2212178700000.0,2229440300000.0,1591857100000.0,2371006800000.0,2203705400000.0,2302917000000.0,2274891700000.0,2064082000000.0,2241372000000.0,2143327500000.0
2055.0,2186902900000.0,2197854700000.0,2203215200000.0,1547644700000.0,2343082000000.0,2192381000000.0,2284454700000.0,2261687700000.0,2026036300000.0,2219689000000.0,2126655300000.0
2056.0,2162271200000.0,2180721900000.0,2201835800000.0,1501511500000.0,2318568300000.0,2172006000000.0,2272357300000.0,2242650800000.0,2007611100000.0,2219795300000.0,2104175900000.0
2057.0,2147510000000.0,2179949800000.0,2188735500000.0,1468390400000.0,2329069200000.0,2164020200000.0,2267034700000.0,2220320600000.0,2015715400000.0,2203098500000.0,2089162100000.0
2058.0,2147148600000.0,2162775000000.0,2177409100000.0,1437295300000.0,2316364000000.0,2158109400000.0,2264471700000.0,2207643900000.0,1983267600000.0,2189911800000.0,2053303300000.0
2059.0,2145063000000.0,2157504000000.0,2155746200000.0,1401940700000.0,2294763200000.0,2137036300000.0,2250458800000.0,2186756000000.0,1966498900000.0,2169996000000.0,2042618000000.0
2060.0,2124427400000.0,2134385600000.0,2147009400000.0,1361991400000.0,2257457500000.0,2133249800000.0,2245818000000.0,2170668400000.0,1952506800000.0,2158410000000.0,2022560200000.0
2061.0,2123061900000.0,2117592200000.0,2129561500000.0,1334866500000.0,2254854400000.0,2132518100000.0,2244404800000.0,2165918500000.0,1934654000000.0,2154600600000.0,1986661800000.0
2062.0,2118032800000.0,2104169500000.0,2132067100000.0,1308835800000.0,2229804700000.0,2126890800000.0,2217272000000.0,2161987700000.0,1924404600000.0,2135064300000.0,1964036300000.0
2063.0,2116947100000.0,2080849900000.0,2131853000000.0,1282988300000.0,2224254400000.0,2118890300000.0,2222016200000.0,2162822700000.0,1909093400000.0,2125633600000.0,1927118500000.0
2064.0,2116111800000.0,2069187700000.0,2137707500000.0,1260331500000.0,2214823500000.0,2114337600000.0,2225716900000.0,2186244000000.0,1883362400000.0,2105067800000.0,1898823800000.0
2065.0,2110908300000.0,2062789900000.0,2121000800000.0,1238692500000.0,2217405300000.0,2102094900000.0,2214509400000.0,2189479900000.0,1875259000000.0,2094878600000.0,1883733200000.0
2066.0,2107313200000.0,2058998800000.0,2115360500000.0,1210412400000.0,2199894600000.0,2087559600000.0,2205078800000.0,2169879100000.0,1857171800000.0,2082286700000.0,1864859900000.0
2067.0,2095091500000.0,2051689500000.0,2109294200000.0,1191372000000.0,2184665900000.0,2096423000000.0,2233741600000.0,2159409500000.0,1864631800000.0,2069678700000.0,1846004200000.0
2068.0,2080935200000.0,2028152700000.0,2103136100000.0,1164948500000.0,2168384400000.0,2084936400000.0,2232836000000.0,2136168600000.0,1846623600000.0,2052178700000.0,1856670400000.0
2069.0,2066778400000.0,2021662500000.0,2110669700000.0,1140005400000.0,2149283700000.0,2087340900000.0,2231180700000.0,2110706000000.0,1838402200000.0,2056275200000.0,1831586600000.0
2070.0,2054804200000.0,2019019600000.0,2087473000000.0,1119429900000.0,2134247900000.0,2087953900000.0,2228062300000.0,2113430100000.0,1825879200000.0,2044112300000.0,1808529000000.0
2071.0,2050627300000.0,1996666000000.0,2081018200000.0,1101947900000.0,2112574700000.0,2072414500000.0,2237733500000.0,2111689300000.0,1806504200000.0,2024745600000.0,1795500400000.0
2072.0,2046194700000.0,1991137400000.0,2086806000000.0,1074745440000.0,2106350000000.0,2060766200000.0,2232921000000.0,2088757000000.0,1800292500000.0,2016527600000.0,1779269500000.0
2073.0,2041836500000.0,2002282500000.0,2076651200000.0,1055823800000.0,2108689400000.0,2063320500000.0,2242508500000.0,2093684500000.0,1775817200000.0,2024234000000.0,1770522400000.0
2074.0,2035846600000.0,2002294500000.0,2091881900000.0,1033361560000.0,2097083700000.0,2051285500000.0,2247085000000.0,2079395800000.0,1755100300000.0,2017138400000.0,1766423400000.0
2075.0,2026096200000.0,2005953500000.0,2086733300000.0,1015287500000.0,2079412800000.0,2050024300000.0,2251487400000.0,2075276100000.0,1749745300000.0,2003368300000.0,1740691600000.0
2076.0,2028124500000.0,1991353700000.0,2076499800000.0,996583540000.0,2055139400000.0,2043340800000.0,2247204800000.0,2064564200000.0,1765886300000.0,1995046500000.0,1738223900000.0
2077.0,2016020700000.0,1986665600000.0,2062977900000.0,973114700000.0,2053148400000.0,2029498500000.0,2237372800000.0,2061034700000.0,1749498500000.0,1982688900000.0,1729828000000.0
2078.0,2017978200000.0,1980630200000.0,2066109400000.0,959802800000.0,2037805400000.0,2022655500000.0,2243723500000.0,2061574900000.0,1730571700000.0,1972411700000.0,1710708600000.0
2079.0,2031667000000.0,1972273700000.0,2071755400000.0,940295400000.0,2020923100000.0,2026310900000.0,2250340000000.0,2050330100000.0,1721531400000.0,1965760600000.0,1690845300000.0
2080.0,2019044100000.0,1955173900000.0,2072604300000.0,925446100000.0,2005868300000.0,2000147300000.0,2240781500000.0,2037815000000.0,1703612900000.0,1948078800000.0,1690235300000.0
2081.0,2013491900000.0,1944064600000.0,2083222200000.0,906904100000.0,1981094700000.0,1981921800000.0,2240345000000.0,2026717200000.0,1676974000000.0,1940662800000.0,1685936800000.0
2082.0,2026669600000.0,1934820000000.0,2094285300000.0,888124400000.0,1993402700000.0,1990231000000.0,2231307300000.0,2018250900000.0,1660728100000.0,1935325700000.0,1673254800000.0
2083.0,2037929300000.0,1924579300000.0,2096125200000.0,874251160000.0,1975419300000.0,1987720800000.0,2244996000000.0,2005153200000.0,1653642900000.0,1933308900000.0,1663130300000.0
2084.0,2042633800000.0,1929688400000.0,2093398600000.0,856818400000.0,1996388700000.0,1987097700000.0,2245839800000.0,1988648400000.0,1651914000000.0,1931116400000.0,1650763200000.0
2085.0,2041991100000.0,1914267500000.0,2083656400000.0,845834300000.0,1999560600000.0,1974237400000.0,2252671000000.0,1974451000000.0,1629333100000.0,1900964500000.0,1643607800000.0
2086.0,2033246900000.0,1896712500000.0,2082372800000.0,837481600000.0,1988670900000.0,1975933500000.0,2256113800000.0,1956612800000.0,1614026000000.0,1886039200000.0,1637138800000.0
2087.0,2028322400000.0,1894220000000.0,2093913900000.0,824055900000.0,1976602600000.0,1962756800000.0,2251648100000.0,1949391700000.0,1606066800000.0,1879062300000.0,1612550200000.0
2088.0,2038244300000.0,1882965500000.0,2111572000000.0,810258900000.0,1979025600000.0,1953056300000.0,2259832500000.0,1954011200000.0,1615589800000.0,1869734200000.0,1599148000000.0
2089.0,2043951700000.0,1874625400000.0,2128475700000.0,796232200000.0,1976376900000.0,1966869400000.0,2260659900000.0,1945984400000.0,1603253700000.0,1860594400000.0,1594402800000.0
2090.0,2041228300000.0,1871555200000.0,2114737500000.0,783801100000.0,1976307500000.0,1955433000000.0,2281195000000.0,1931781200000.0,1596640300000.0,1857339100000.0,1577729800000.0
2091.0,2034390800000.0,1858820900000.0,2119540500000.0,768711900000.0,1959283300000.0,1936082200000.0,2281272200000.0,1920444900000.0,1604430500000.0,1834808600000.0,1585353000000.0
2092.0,2047343500000.0,1853541400000.0,2118235600000.0,754304100000.0,1953062000000.0,1923537700000.0,2290649100000.0,1913442000000.0,1627354700000.0,1824131100000.0,1563549600000.0
2093.0,2044024500000.0,1844381600000.0,2132592800000.0,745613200000.0,1952909600000.0,1917721100000.0,2295215000000.0,1902969900000.0,1610528800000.0,1817802400000.0,1562231800000.0
2094.0,2054925000000.0,1840793900000.0,2126746600000.0,736933900000.0,1959575600000.0,1916216700000.0,2295770600000.0,1908978600000.0,1597550100000.0,1801078400000.0,1551260700000.0
2095.0,2067148800000.0,1828252000000.0,2124517500000.0,726438250000.0,1960400800000.0,1917490200000.0,2301524000000.0,1898720300000.0,1610227500000.0,1794292300000.0,1544436300000.0
2096.0,2078116700000.0,1824466000000.0,2127483500000.0,715581400000.0,1950021000000.0,1911479300000.0,2311775600000.0,1890102500000.0,1603355000000.0,1789270800000.0,1557620000000.0
2097.0,2079118500000.0,1823740100000.0,2131999200000.0,703360700000.0,1928322900000.0,1911062100000.0,2308873400000.0,1870413000000.0,1598411100000.0,1767116900000.0,1545253000000.0
2098.0,2075194700000.0,1817518300000.0,2135485700000.0,691896060000.0,1958670500000.0,1912466200000.0,2314869400000.0,1862205600000.0,1595981700000.0,1766427500000.0,1546868100000.0
2099.0,2079027800000.0,1822435800000.0,2144253900000.0,682292800000.0,1943319500000.0,1908603900000.0,2313326000000.0,1849631700000.0,1591644700000.0,1750290700000.0,1535923700000.0
2100.0,2084661400000.0,1833769200000.0,2140731600000.0,670034200000.0,1950408500000.0,1895668300000.0,2302669800000.0,1834665100000.0,1576819800000.0,1746271900000.0,1542058100000.0
