time,INM-CM4-8,CAMS-CSM1-0,ACCESS-ESM1-5,BCC-CSM2-MR,EC-EARTH3,MRI-ESM2-0,FGOALS-F3-L,GFDL-ESM4,NORESM2-MM,EC-EARTH3-VEG,CANESM5,CESM2-WACCM,ACCESS-CM2,CESM2,INM-CM5-0,IPSL-CM6A-LR,MPI-ESM1-2-HR
2019.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0
2020.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0
2021.0,14664977000000.0,14662041000000.0,14682517000000.0,14692404000000.0,14645070000000.0,14604521000000.0,14666555000000.0,14748279000000.0,14645312000000.0,14690984000000.0,14656409000000.0,14635516000000.0,14640667000000.0,14647694000000.0,14672926000000.0,14655378000000.0,14663686000000.0
2022.0,14610053000000.0,14631840000000.0,14651746000000.0,14693495000000.0,14593503000000.0,14523119000000.0,14602581000000.0,14639374000000.0,14625881000000.0,14678689000000.0,14651522000000.0,14589639000000.0,14550666000000.0,14572908000000.0,14620732000000.0,14589410000000.0,14670687000000.0
2023.0,14595483000000.0,14616970000000.0,14584089000000.0,14620808000000.0,14477223000000.0,14403284000000.0,14557320000000.0,14579276000000.0,14576498000000.0,14607726000000.0,14602669000000.0,14572911000000.0,14491768000000.0,14501903000000.0,14603996000000.0,14529896000000.0,14667666000000.0
2024.0,14546933000000.0,14538969000000.0,14537789000000.0,14648544000000.0,14325234000000.0,14329683000000.0,14507501000000.0,14528213000000.0,14483742000000.0,14558965000000.0,14544474000000.0,14473673000000.0,14480817000000.0,14430720000000.0,14547926000000.0,14519992000000.0,14625594000000.0
2025.0,14472462000000.0,14478652000000.0,14468441000000.0,14622736000000.0,14247781000000.0,14191947000000.0,14426724000000.0,14537445000000.0,14381032000000.0,14474965000000.0,14458170000000.0,14367557000000.0,14453033000000.0,14374704000000.0,14504596000000.0,14431534000000.0,14525017000000.0
2026.0,14389984000000.0,14455064000000.0,14388020000000.0,14575496000000.0,14141369000000.0,14088432000000.0,14375872000000.0,14483036000000.0,14326365000000.0,14415458000000.0,14372237000000.0,14254722000000.0,14415589000000.0,14303515000000.0,14428475000000.0,14387039000000.0,14485660000000.0
2027.0,14342097000000.0,14436038000000.0,14342925000000.0,14504684000000.0,14025019000000.0,13993322000000.0,14320960000000.0,14413359000000.0,14228422000000.0,14288722000000.0,14279635000000.0,14123470000000.0,14361166000000.0,14223074000000.0,14402633000000.0,14369614000000.0,14425555000000.0
2028.0,14274108000000.0,14370190000000.0,14237839000000.0,14451058000000.0,13869110000000.0,13871325000000.0,14348252000000.0,14353672000000.0,14146713000000.0,14191892000000.0,14238991000000.0,14056889000000.0,14294735000000.0,14182960000000.0,14345917000000.0,14303079000000.0,14373029000000.0
2029.0,14196178000000.0,14326343000000.0,14160028000000.0,14396552000000.0,13710968000000.0,13777583000000.0,14307984000000.0,14272761000000.0,14044645000000.0,14132430000000.0,14174554000000.0,14010846000000.0,14193404000000.0,14123088000000.0,14279653000000.0,14252799000000.0,14345765000000.0
2030.0,14105222000000.0,14229618000000.0,14088229000000.0,14326149000000.0,13556851000000.0,13696737000000.0,14248149000000.0,14212362000000.0,13963926000000.0,14061265000000.0,14096487000000.0,13930717000000.0,14115866000000.0,14055037000000.0,14250105000000.0,14197248000000.0,14247880000000.0
2031.0,14063875000000.0,14152931000000.0,14031128000000.0,14240749000000.0,13422049000000.0,13597144000000.0,14196212000000.0,14169015000000.0,13892565000000.0,14011231000000.0,14019499000000.0,13832276000000.0,14016747000000.0,13982469000000.0,14188762000000.0,14169807000000.0,14206099000000.0
2032.0,13981636000000.0,14087716000000.0,13985748000000.0,14182113000000.0,13295796000000.0,13477428000000.0,14143241000000.0,14136588000000.0,13829203000000.0,13934915000000.0,13968311000000.0,13696036000000.0,13919658000000.0,13888776000000.0,14130426000000.0,14161668000000.0,14164031000000.0
2033.0,13922352000000.0,14051800000000.0,13900881000000.0,14100151000000.0,13175874000000.0,13455001000000.0,14074805000000.0,14086540000000.0,13806012000000.0,13850529000000.0,13865901000000.0,13610720000000.0,13907899000000.0,13790454000000.0,14060211000000.0,14042402000000.0,14113300000000.0
2034.0,13866802000000.0,13987242000000.0,13832828000000.0,14092140000000.0,13049657000000.0,13382333000000.0,14063424000000.0,14002380000000.0,13762905000000.0,13766819000000.0,13782179000000.0,13559822000000.0,13867326000000.0,13679116000000.0,13995118000000.0,13980904000000.0,14043621000000.0
2035.0,13849539000000.0,13961370000000.0,13780486000000.0,14052534000000.0,12932487000000.0,13265031000000.0,14001348000000.0,13916443000000.0,13689920000000.0,13703638000000.0,13670723000000.0,13494624000000.0,13798187000000.0,13602471000000.0,13910033000000.0,13887586000000.0,14032645000000.0
2036.0,13782182000000.0,13885753000000.0,13717445000000.0,13997225000000.0,12815104000000.0,13177427000000.0,13909648000000.0,13877242000000.0,13630155000000.0,13583450000000.0,13570585000000.0,13401671000000.0,13768800000000.0,13515906000000.0,13865615000000.0,13771105000000.0,13979572000000.0
2037.0,13680994000000.0,13845983000000.0,13711150000000.0,13946377000000.0,12706951000000.0,13107221000000.0,13867204000000.0,13852704000000.0,13546402000000.0,13482174000000.0,13459101000000.0,13277346000000.0,13755414000000.0,13451800000000.0,13802329000000.0,13728731000000.0,13960783000000.0
2038.0,13606111000000.0,13789550000000.0,13665968000000.0,13900203000000.0,12539942000000.0,12991204000000.0,13822277000000.0,13809278000000.0,13461827000000.0,13424779000000.0,13350465000000.0,13220347000000.0,13726338000000.0,13357822000000.0,13751967000000.0,13680441000000.0,13928422000000.0
2039.0,13524672000000.0,13782101000000.0,13631494000000.0,13827984000000.0,12399545000000.0,12903294000000.0,13780541000000.0,13704624000000.0,13391327000000.0,13371914000000.0,13214885000000.0,13118334000000.0,13610874000000.0,13286633000000.0,13652900000000.0,13611525000000.0,13905036000000.0
2040.0,13462489000000.0,13705044000000.0,13583413000000.0,13803334000000.0,12228244000000.0,12834336000000.0,13718128000000.0,13637326000000.0,13350542000000.0,13317390000000.0,13133948000000.0,13032859000000.0,13532258000000.0,13187130000000.0,13548970000000.0,13528349000000.0,13849770000000.0
2041.0,13351836000000.0,13619045000000.0,13526461000000.0,13793124000000.0,12103567000000.0,12771964000000.0,13671722000000.0,13616084000000.0,13303213000000.0,13264939000000.0,13050037000000.0,12921564000000.0,13418515000000.0,13109674000000.0,13469545000000.0,13503983000000.0,13837463000000.0
2042.0,13302054000000.0,13598262000000.0,13488294000000.0,13789533000000.0,12003501000000.0,12717093000000.0,13618722000000.0,13563931000000.0,13264673000000.0,13205467000000.0,12896862000000.0,12837816000000.0,13333872000000.0,13004702000000.0,13379884000000.0,13431903000000.0,13782750000000.0
2043.0,13240213000000.0,13533690000000.0,13460286000000.0,13698693000000.0,11874729000000.0,12666004000000.0,13584476000000.0,13556350000000.0,13155891000000.0,13105589000000.0,12808183000000.0,12767686000000.0,13269861000000.0,12918207000000.0,13316735000000.0,13400945000000.0,13785785000000.0
2044.0,13167682000000.0,13467142000000.0,13354426000000.0,13651690000000.0,11720315000000.0,12631139000000.0,13543404000000.0,13514104000000.0,13038989000000.0,13025418000000.0,12725611000000.0,12727934000000.0,13168719000000.0,12803788000000.0,13243929000000.0,13319103000000.0,13781186000000.0
2045.0,13082184000000.0,13408301000000.0,13286836000000.0,13623220000000.0,11601097000000.0,12555582000000.0,13466695000000.0,13444354000000.0,12972157000000.0,12945932000000.0,12602064000000.0,12650032000000.0,13072431000000.0,12724620000000.0,13147054000000.0,13275225000000.0,13758203000000.0
2046.0,12963492000000.0,13368406000000.0,13230841000000.0,13601767000000.0,11430110000000.0,12456235000000.0,13442827000000.0,13351559000000.0,12874313000000.0,12881784000000.0,12481600000000.0,12556949000000.0,12962930000000.0,12606238000000.0,13063562000000.0,13256190000000.0,13737786000000.0
2047.0,12919427000000.0,13304895000000.0,13150560000000.0,13568376000000.0,11282685000000.0,12347711000000.0,13402913000000.0,13314984000000.0,12791458000000.0,12815531000000.0,12392980000000.0,12476646000000.0,12889519000000.0,12508594000000.0,12991630000000.0,13196897000000.0,13669115000000.0
2048.0,12838409000000.0,13231463000000.0,13063361000000.0,13505985000000.0,11087512000000.0,12298547000000.0,13342049000000.0,13238148000000.0,12740174000000.0,12755944000000.0,12322701000000.0,12380355000000.0,12750812000000.0,12409503000000.0,12910132000000.0,13102004000000.0,13626406000000.0
2049.0,12747562000000.0,13179992000000.0,13032053000000.0,13438938000000.0,10946284000000.0,12249055000000.0,13271422000000.0,13175189000000.0,12645112000000.0,12688582000000.0,12225249000000.0,12267981000000.0,12674941000000.0,12312427000000.0,12851798000000.0,13031563000000.0,13616595000000.0
2050.0,12711355000000.0,13094582000000.0,12993782000000.0,13372159000000.0,10823558000000.0,12182857000000.0,13257763000000.0,13122795000000.0,12562552000000.0,12599719000000.0,12148421000000.0,12164047000000.0,12588369000000.0,12206015000000.0,12798994000000.0,12914945000000.0,13584237000000.0
2051.0,12623866000000.0,13029091000000.0,12926973000000.0,13358908000000.0,10695129000000.0,12120497000000.0,13183162000000.0,13063141000000.0,12474678000000.0,12507665000000.0,12087198000000.0,12079284000000.0,12460343000000.0,12077994000000.0,12726179000000.0,12839845000000.0,13500289000000.0
2052.0,12565167000000.0,12977929000000.0,12885724000000.0,13311022000000.0,10579368000000.0,12062438000000.0,13139016000000.0,12995421000000.0,12423604000000.0,12436630000000.0,12023972000000.0,12069181000000.0,12375938000000.0,11961075000000.0,12655393000000.0,12730482000000.0,13446248000000.0
2053.0,12509356000000.0,12882977000000.0,12823025000000.0,13264314000000.0,10431971000000.0,11980736000000.0,13114283000000.0,12952284000000.0,12390109000000.0,12378823000000.0,11932714000000.0,12014268000000.0,12250026000000.0,11846126000000.0,12577456000000.0,12657497000000.0,13398886000000.0
2054.0,12461681000000.0,12830754000000.0,12762361000000.0,13190366000000.0,10266427000000.0,11900560000000.0,13046679000000.0,12905927000000.0,12324373000000.0,12287628000000.0,11805289000000.0,11994133000000.0,12125372000000.0,11698570000000.0,12524524000000.0,12589889000000.0,13315414000000.0
2055.0,12402922000000.0,12755372000000.0,12707378000000.0,13127077000000.0,10166762000000.0,11817347000000.0,12938512000000.0,12881978000000.0,12263458000000.0,12174631000000.0,11713797000000.0,11936492000000.0,12015602000000.0,11615469000000.0,12475128000000.0,12514995000000.0,13323608000000.0
2056.0,12342974000000.0,12704901000000.0,12662157000000.0,13100771000000.0,10078362000000.0,11769909000000.0,12898649000000.0,12860850000000.0,12211956000000.0,12100769000000.0,11634095000000.0,11850930000000.0,11921121000000.0,11510625000000.0,12400633000000.0,12455606000000.0,13257739000000.0
2057.0,12304729000000.0,12672193000000.0,12605530000000.0,13034699000000.0,9984012000000.0,11675607000000.0,12844980000000.0,12765976000000.0,12132982000000.0,12030188000000.0,11542622000000.0,11818890000000.0,11832168000000.0,11457683000000.0,12360287000000.0,12391868000000.0,13212020000000.0
2058.0,12241463000000.0,12608627000000.0,12526474000000.0,12971936000000.0,9846270000000.0,11595125000000.0,12801747000000.0,12716183000000.0,12067577000000.0,11948217000000.0,11434005000000.0,11777753000000.0,11762404000000.0,11379245000000.0,12257987000000.0,12328406000000.0,13167987000000.0
2059.0,12159007000000.0,12519034000000.0,12433392000000.0,12922936000000.0,9735725000000.0,11519551000000.0,12765907000000.0,12672296000000.0,11979734000000.0,11838211000000.0,11348277000000.0,11703293000000.0,11665942000000.0,11252391000000.0,12190604000000.0,12254622000000.0,13151585000000.0
2060.0,12096225000000.0,12422249000000.0,12373054000000.0,12901814000000.0,9636337000000.0,11447947000000.0,12705150000000.0,12666066000000.0,11917186000000.0,11744009000000.0,11175438000000.0,11609703000000.0,11580348000000.0,11209760000000.0,12143239000000.0,12176850000000.0,13115424000000.0
2061.0,12044154000000.0,12364894000000.0,12331813000000.0,12838576000000.0,9534294000000.0,11385483000000.0,12663844000000.0,12621699000000.0,11853868000000.0,11621194000000.0,11089938000000.0,11559189000000.0,11475624000000.0,11079493000000.0,12050465000000.0,12064864000000.0,13058584000000.0
2062.0,11950921000000.0,12302853000000.0,12293092000000.0,12775875000000.0,9434834000000.0,11328552000000.0,12620889000000.0,12565005000000.0,11787781000000.0,11522556000000.0,10986673000000.0,11490425000000.0,11405619000000.0,10971270000000.0,12019047000000.0,11985571000000.0,12999860000000.0
2063.0,11904257000000.0,12268915000000.0,12212840000000.0,12722374000000.0,9302902000000.0,11251684000000.0,12584537000000.0,12539066000000.0,11708065000000.0,11426430000000.0,10895893000000.0,11397413000000.0,11330059000000.0,10841069000000.0,11937811000000.0,11895588000000.0,12977951000000.0
2064.0,11870157000000.0,12233595000000.0,12137917000000.0,12663017000000.0,9178462000000.0,11240737000000.0,12552517000000.0,12523812000000.0,11628252000000.0,11373453000000.0,10850766000000.0,11340605000000.0,11248254000000.0,10713174000000.0,11869743000000.0,11783991000000.0,12951357000000.0
2065.0,11798515000000.0,12190282000000.0,12093796000000.0,12636955000000.0,9068834000000.0,11211397000000.0,12525558000000.0,12462080000000.0,11570178000000.0,11301552000000.0,10760196000000.0,11300948000000.0,11183144000000.0,10649942000000.0,11835624000000.0,11715610000000.0,12919807000000.0
2066.0,11710501000000.0,12149870000000.0,12024646000000.0,12574183000000.0,8972464000000.0,11190407000000.0,12510680000000.0,12425978000000.0,11509712000000.0,11209832000000.0,10610825000000.0,11222908000000.0,11119669000000.0,10563881000000.0,11809328000000.0,11623468000000.0,12872770000000.0
2067.0,11602527000000.0,12112637000000.0,11989706000000.0,12524947000000.0,8859982000000.0,11144313000000.0,12500080000000.0,12383386000000.0,11478134000000.0,11151623000000.0,10554029000000.0,11158477000000.0,11067444000000.0,10478904000000.0,11741376000000.0,11511780000000.0,12838252000000.0
2068.0,11549955000000.0,12081884000000.0,11939888000000.0,12508102000000.0,8766936300000.0,11072947000000.0,12457011000000.0,12322824000000.0,11418586000000.0,11049386000000.0,10486955000000.0,11093827000000.0,10974494000000.0,10384159000000.0,11682748000000.0,11450820000000.0,12797819000000.0
2069.0,11473765000000.0,12032476000000.0,11880410000000.0,12482229000000.0,8668179000000.0,11011346000000.0,12404997000000.0,12281470000000.0,11317075000000.0,10931884000000.0,10417631000000.0,11049053000000.0,10931245000000.0,10314079000000.0,11600292000000.0,11366144000000.0,12750593000000.0
2070.0,11401435000000.0,11988881000000.0,11809530000000.0,12434208000000.0,8548272600000.0,10954501000000.0,12354462000000.0,12263703000000.0,11247032000000.0,10862175000000.0,10310091000000.0,11001902000000.0,10829182000000.0,10250388000000.0,11532006000000.0,11277588000000.0,12697479000000.0
2071.0,11357638000000.0,11952804000000.0,11768932000000.0,12367155000000.0,8415120000000.0,10900954000000.0,12322254000000.0,12231296000000.0,11202567000000.0,10764669000000.0,10202619000000.0,10936880000000.0,10753230000000.0,10205701000000.0,11463541000000.0,11185033000000.0,12651876000000.0
2072.0,11330456000000.0,11944614000000.0,11717565000000.0,12312665000000.0,8284441400000.0,10858212000000.0,12285411000000.0,12184744000000.0,11140725000000.0,10706456000000.0,10110933000000.0,10879599000000.0,10656747000000.0,10105967000000.0,11405708000000.0,11054148000000.0,12568564000000.0
2073.0,11246553000000.0,11935707000000.0,11650015000000.0,12266460000000.0,8172021500000.0,10812274000000.0,12216147000000.0,12171075000000.0,11070381000000.0,10612327000000.0,10055114000000.0,10827873000000.0,10585617000000.0,10017739000000.0,11364514000000.0,10931294000000.0,12528338000000.0
2074.0,11157495000000.0,11905079000000.0,11614017000000.0,12185483000000.0,8068226600000.0,10737750000000.0,12132699000000.0,12124889000000.0,10993452000000.0,10514332000000.0,9939183000000.0,10749501000000.0,10515329000000.0,9916602000000.0,11312867000000.0,10902902000000.0,12485701000000.0
2075.0,11102873000000.0,11839023000000.0,11547286000000.0,12207480000000.0,7965495500000.0,10682478000000.0,12103143000000.0,12090661000000.0,10913042000000.0,10435348000000.0,9817396000000.0,10684381000000.0,10457303000000.0,9837219000000.0,11276351000000.0,10822766000000.0,12433073000000.0
2076.0,11067433000000.0,11819096000000.0,11529640000000.0,12125361000000.0,7823928000000.0,10659085000000.0,12079365000000.0,12045121000000.0,10823156000000.0,10391379000000.0,9721253000000.0,10632837000000.0,10407395000000.0,9726536000000.0,11214703000000.0,10731894000000.0,12371452000000.0
2077.0,11004553000000.0,11812196000000.0,11436545000000.0,12088603000000.0,7745464000000.0,10620174000000.0,12021260000000.0,11998243000000.0,10780051000000.0,10309728000000.0,9654498000000.0,10592058000000.0,10358930000000.0,9629151000000.0,11153140000000.0,10649391000000.0,12382862000000.0
2078.0,10991091000000.0,11786105000000.0,11359819000000.0,12031228000000.0,7665562400000.0,10637290000000.0,11982640000000.0,11961956000000.0,10724960000000.0,10223550000000.0,9565880000000.0,10523018000000.0,10303864000000.0,9566503000000.0,11076212000000.0,10572684000000.0,12366530000000.0
2079.0,10918656000000.0,11747702000000.0,11260906000000.0,11965562000000.0,7563915600000.0,10577544000000.0,11944283000000.0,11941585000000.0,10683720000000.0,10140283000000.0,9491044000000.0,10451197000000.0,10189113000000.0,9522747000000.0,11007021000000.0,10512248000000.0,12315213000000.0
2080.0,10866734000000.0,11718344000000.0,11210327000000.0,11935452000000.0,7480474000000.0,10551404000000.0,11890857000000.0,11887867000000.0,10598935000000.0,10078275000000.0,9429180000000.0,10387069000000.0,10117931000000.0,9433455000000.0,10952120000000.0,10467298000000.0,12259621000000.0
2081.0,10777794000000.0,11721985000000.0,11130616000000.0,11875985000000.0,7373359400000.0,10506108000000.0,11878757000000.0,11875681000000.0,10522133000000.0,10008166000000.0,9345265000000.0,10288789000000.0,10031268000000.0,9329956000000.0,10902486000000.0,10390043000000.0,12230380000000.0
2082.0,10717174000000.0,11717365000000.0,11070987000000.0,11822328000000.0,7280909000000.0,10453501000000.0,11853084000000.0,11813426000000.0,10457063000000.0,9932042000000.0,9264906000000.0,10234040000000.0,9955448000000.0,9255494000000.0,10873259000000.0,10355793000000.0,12214262000000.0
2083.0,10664782000000.0,11708912000000.0,11007522000000.0,11754735000000.0,7201625700000.0,10379824000000.0,11821306000000.0,11751192000000.0,10401613000000.0,9863083000000.0,9200980000000.0,10181888000000.0,9887810000000.0,9174575000000.0,10806008000000.0,10254616000000.0,12158746000000.0
2084.0,10587007000000.0,11665605000000.0,10965018000000.0,11714457000000.0,7091270000000.0,10352151000000.0,11766474000000.0,11702114000000.0,10319658000000.0,9763325000000.0,9130943000000.0,10093072000000.0,9803805000000.0,9113842000000.0,10755291000000.0,10182881000000.0,12123219000000.0
2085.0,10519909000000.0,11619818000000.0,10939196000000.0,11674640000000.0,7011070600000.0,10325631000000.0,11737973000000.0,11677206000000.0,10260624000000.0,9677285000000.0,9068755000000.0,10009330000000.0,9728407000000.0,9056768000000.0,10718289000000.0,10083893000000.0,12052878000000.0
2086.0,10452465000000.0,11620701000000.0,10877430000000.0,11647563000000.0,6896842400000.0,10312215000000.0,11664021000000.0,11606694000000.0,10176550000000.0,9576978000000.0,8967040000000.0,9927780000000.0,9673076000000.0,9017005000000.0,10670027000000.0,10001829000000.0,12000561000000.0
2087.0,10406273000000.0,11601884000000.0,10828228000000.0,11581027000000.0,6812821600000.0,10262921000000.0,11620974000000.0,11576989000000.0,10102816000000.0,9513908000000.0,8898526000000.0,9835439000000.0,9587385000000.0,8964868000000.0,10604789000000.0,9948947000000.0,11954293000000.0
2088.0,10349165000000.0,11552567000000.0,10749048000000.0,11519628000000.0,6729335600000.0,10188790000000.0,11540022000000.0,11535523000000.0,10025499000000.0,9388860000000.0,8821885000000.0,9765548000000.0,9510539000000.0,8863714000000.0,10553888000000.0,9892673000000.0,11894310000000.0
2089.0,10299470000000.0,11547328000000.0,10718929000000.0,11473885000000.0,6647235000000.0,10161377000000.0,11455081000000.0,11534333000000.0,9973000000000.0,9295048000000.0,8763363000000.0,9692493000000.0,9425262000000.0,8781344000000.0,10508336000000.0,9807040000000.0,11830072000000.0
2090.0,10250340000000.0,11472148000000.0,10688489000000.0,11443093000000.0,6573213600000.0,10101451000000.0,11411812000000.0,11469610000000.0,9915910000000.0,9209050000000.0,8734272700000.0,9615904000000.0,9369398000000.0,8718170700000.0,10496970000000.0,9725184000000.0,11809708000000.0
2091.0,10207029000000.0,11400419000000.0,10658414000000.0,11409143000000.0,6492918400000.0,10076577000000.0,11397335000000.0,11440102000000.0,9850323000000.0,9152563000000.0,8672907400000.0,9567880000000.0,9300735000000.0,8654249500000.0,10422176000000.0,9686998000000.0,11768707000000.0
2092.0,10147601000000.0,11358485000000.0,10627667000000.0,11374831000000.0,6417027700000.0,10054237000000.0,11392671000000.0,11363542000000.0,9768046000000.0,9085166000000.0,8606273000000.0,9542377000000.0,9229481000000.0,8545861000000.0,10328102000000.0,9672575000000.0,11735393000000.0
2093.0,10089957000000.0,11330239000000.0,10573000000000.0,11356529000000.0,6365156700000.0,10051825000000.0,11304337000000.0,11321731000000.0,9708793000000.0,9041717000000.0,8591626000000.0,9508821000000.0,9210499000000.0,8465576000000.0,10307371000000.0,9620391000000.0,11652555000000.0
2094.0,10021433000000.0,11299101000000.0,10558815000000.0,11334637000000.0,6278173700000.0,10029182000000.0,11328531000000.0,11287030000000.0,9653493000000.0,8992001000000.0,8532736000000.0,9465718000000.0,9137791000000.0,8382728600000.0,10272720000000.0,9584338000000.0,11649308000000.0
2095.0,9992360000000.0,11255506000000.0,10535723000000.0,11310207000000.0,6218382000000.0,10020192000000.0,11318181000000.0,11249524000000.0,9580661000000.0,8906465000000.0,8474728600000.0,9401498000000.0,9060201000000.0,8288000300000.0,10239862000000.0,9528904000000.0,11606004000000.0
