time,FGOALS-F3-L,INM-CM4-8,CAMS-CSM1-0,BCC-CSM2-MR,EC-EARTH3,MRI-ESM2-0,INM-CM5-0,CESM2,CMCC-CM2-SR5,MPI-ESM1-2-HR,NORESM2-MM,GFDL-ESM4,EC-EARTH3-VEG,CESM2-WACCM
2010.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0
2011.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0
2012.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0
2013.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0
2014.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0
2015.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0
2016.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0
2017.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0
2018.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0
2019.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0
2020.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0
2021.0,14695727000000.0,14663739000000.0,14698839000000.0,14644131000000.0,14604148000000.0,14609519000000.0,14644383000000.0,14663495000000.0,14762043000000.0,14649039000000.0,14673781000000.0,14674860000000.0,14636390000000.0,14666391000000.0
2022.0,14659388000000.0,14599043000000.0,14660125000000.0,14583866000000.0,14526483000000.0,14520108000000.0,14587601000000.0,14594308000000.0,14767423000000.0,14577517000000.0,14595745000000.0,14653382000000.0,14548414000000.0,14614318000000.0
2023.0,14624232000000.0,14597355000000.0,14591907000000.0,14582495000000.0,14406224000000.0,14462517000000.0,14545565000000.0,14532612000000.0,14731768000000.0,14523418000000.0,14519601000000.0,14598430000000.0,14504925000000.0,14535580000000.0
2024.0,14590766000000.0,14527468000000.0,14534004000000.0,14551489000000.0,14321312000000.0,14389544000000.0,14519551000000.0,14470192000000.0,14670024000000.0,14462465000000.0,14454394000000.0,14570942000000.0,14434727000000.0,14472129000000.0
2025.0,14545364000000.0,14446279000000.0,14452096000000.0,14481476000000.0,14211559000000.0,14317219000000.0,14417822000000.0,14428117000000.0,14626259000000.0,14392786000000.0,14377620000000.0,14483653000000.0,14334333000000.0,14407353000000.0
2026.0,14516430000000.0,14364884000000.0,14377326000000.0,14455030000000.0,14086487000000.0,14244509000000.0,14315317000000.0,14384777000000.0,14611325000000.0,14346373000000.0,14318995000000.0,14421225000000.0,14281475000000.0,14321709000000.0
2027.0,14461604000000.0,14290762000000.0,14346309000000.0,14456135000000.0,13991222000000.0,14175991000000.0,14230741000000.0,14263754000000.0,14543146000000.0,14315560000000.0,14290966000000.0,14414157000000.0,14249886000000.0,14252230000000.0
2028.0,14437640000000.0,14270896000000.0,14335554000000.0,14418058000000.0,13871622000000.0,14111023000000.0,14140697000000.0,14176202000000.0,14496473000000.0,14225679000000.0,14264811000000.0,14312270000000.0,14173647000000.0,14183638000000.0
2029.0,14379416000000.0,14179844000000.0,14324411000000.0,14375922000000.0,13772802000000.0,14043227000000.0,14079823000000.0,14146151000000.0,14358981000000.0,14125077000000.0,14219047000000.0,14243337000000.0,14119141000000.0,14098339000000.0
2030.0,14340145000000.0,14088375000000.0,14274173000000.0,14384039000000.0,13668338000000.0,13972006000000.0,14015354000000.0,14031317000000.0,14293043000000.0,14077611000000.0,14185596000000.0,14146713000000.0,14065487000000.0,13981960000000.0
2031.0,14285600000000.0,14024705000000.0,14230601000000.0,14355413000000.0,13544921000000.0,13922597000000.0,13959297000000.0,13933284000000.0,14289161000000.0,14022105000000.0,14131324000000.0,14055877000000.0,13957601000000.0,13916750000000.0
2032.0,14258217000000.0,13983297000000.0,14179691000000.0,14266772000000.0,13436484000000.0,13841182000000.0,13911186000000.0,13835594000000.0,14235777000000.0,13975859000000.0,14066145000000.0,13964422000000.0,13837338000000.0,13840372000000.0
2033.0,14188815000000.0,13877820000000.0,14131525000000.0,14181908000000.0,13341821000000.0,13765514000000.0,13774999000000.0,13762104000000.0,14152596000000.0,13934934000000.0,13992344000000.0,13934886000000.0,13759588000000.0,13732384000000.0
2034.0,14158288000000.0,13805962000000.0,14047016000000.0,14120576000000.0,13243223000000.0,13733933000000.0,13699746000000.0,13692972000000.0,14091525000000.0,13862257000000.0,13941415000000.0,13878027000000.0,13659472000000.0,13644763000000.0
2035.0,14104110000000.0,13739354000000.0,13992060000000.0,14057663000000.0,13153273000000.0,13655301000000.0,13614572000000.0,13579543000000.0,14062068000000.0,13801418000000.0,13898369000000.0,13806911000000.0,13564667000000.0,13645291000000.0
2036.0,14078771000000.0,13673939000000.0,13926529000000.0,14001317000000.0,13011394000000.0,13583723000000.0,13535124000000.0,13552934000000.0,13968834000000.0,13722022000000.0,13806942000000.0,13723400000000.0,13458012000000.0,13597841000000.0
2037.0,14055595000000.0,13607294000000.0,13871737000000.0,13946137000000.0,12888742000000.0,13510677000000.0,13427886000000.0,13462054000000.0,13813013000000.0,13634240000000.0,13728933000000.0,13711207000000.0,13385318000000.0,13558196000000.0
2038.0,13999425000000.0,13531967000000.0,13813258000000.0,13884245000000.0,12754812000000.0,13364721000000.0,13309333000000.0,13443574000000.0,13676055000000.0,13537000000000.0,13640318000000.0,13665810000000.0,13314312000000.0,13507385000000.0
2039.0,13968112000000.0,13483104000000.0,13781052000000.0,13839835000000.0,12624921000000.0,13288569000000.0,13258872000000.0,13367934000000.0,13561389000000.0,13460958000000.0,13558801000000.0,13543230000000.0,13237887000000.0,13414526000000.0
2040.0,13928026000000.0,13428736000000.0,13719062000000.0,13806167000000.0,12529200000000.0,13202304000000.0,13197845000000.0,13272701000000.0,13508110000000.0,13398465000000.0,13440030000000.0,13468668000000.0,13128440000000.0,13358528000000.0
2041.0,13834770000000.0,13354933000000.0,13691210000000.0,13734145000000.0,12404293000000.0,13106485000000.0,13107918000000.0,13190549000000.0,13396051000000.0,13295042000000.0,13341757000000.0,13396253000000.0,12997723000000.0,13296305000000.0
2042.0,13764764000000.0,13226269000000.0,13633675000000.0,13673760000000.0,12263471000000.0,12960322000000.0,12968289000000.0,13085971000000.0,13271679000000.0,13226207000000.0,13277126000000.0,13349990000000.0,12896027000000.0,13227735000000.0
2043.0,13675842000000.0,13172460000000.0,13613639000000.0,13646284000000.0,12184473000000.0,12831240000000.0,12893487000000.0,13021996000000.0,13167558000000.0,13201023000000.0,13193874000000.0,13241342000000.0,12784866000000.0,13197754000000.0
2044.0,13590502000000.0,13091066000000.0,13565789000000.0,13596658000000.0,12075771000000.0,12749268000000.0,12781981000000.0,12958906000000.0,12984238000000.0,13113251000000.0,13069873000000.0,13162086000000.0,12684903000000.0,13170421000000.0
2045.0,13548722000000.0,13018025000000.0,13484402000000.0,13499829000000.0,11970408000000.0,12668472000000.0,12710507000000.0,12872424000000.0,12838374000000.0,13045759000000.0,12998666000000.0,13101866000000.0,12564263000000.0,13149164000000.0
2046.0,13482413000000.0,12963751000000.0,13465274000000.0,13460517000000.0,11833987000000.0,12593093000000.0,12634895000000.0,12753006000000.0,12683594000000.0,12998526000000.0,12917346000000.0,13059008000000.0,12477786000000.0,13047694000000.0
2047.0,13427297000000.0,12863400000000.0,13447653000000.0,13416098000000.0,11701782000000.0,12474006000000.0,12547237000000.0,12732454000000.0,12539478000000.0,12932432000000.0,12819891000000.0,13005610000000.0,12352676000000.0,12988034000000.0
2048.0,13350760000000.0,12773069000000.0,13381216000000.0,13395617000000.0,11587960000000.0,12385079000000.0,12440750000000.0,12669601000000.0,12408553000000.0,12849085000000.0,12732150000000.0,12922164000000.0,12272125000000.0,12913559000000.0
2049.0,13291171000000.0,12685594000000.0,13317540000000.0,13372908000000.0,11481861000000.0,12314859000000.0,12395576000000.0,12580943000000.0,12299110000000.0,12781576000000.0,12673907000000.0,12891552000000.0,12171405000000.0,12805059000000.0
2050.0,13209469000000.0,12574214000000.0,13232801000000.0,13305960000000.0,11382078000000.0,12226725000000.0,12284417000000.0,12515657000000.0,12145068000000.0,12746863000000.0,12568940000000.0,12885638000000.0,12021799000000.0,12718912000000.0
2051.0,13128587000000.0,12530515000000.0,13196718000000.0,13253094000000.0,11206485000000.0,12123994000000.0,12229165000000.0,12450217000000.0,12029740000000.0,12696660000000.0,12474599000000.0,12814953000000.0,11875945000000.0,12603258000000.0
2052.0,13054909000000.0,12450561000000.0,13165206000000.0,13170170000000.0,11064440000000.0,12030846000000.0,12156717000000.0,12370565000000.0,11881930000000.0,12616466000000.0,12370254000000.0,12724599000000.0,11767786000000.0,12469276000000.0
2053.0,12961142000000.0,12363514000000.0,13151646000000.0,13124390000000.0,10987600000000.0,11983074000000.0,12062789000000.0,12304829000000.0,11706466000000.0,12532172000000.0,12288400000000.0,12658392000000.0,11627142000000.0,12364958000000.0
2054.0,12874750000000.0,12264520000000.0,13092826000000.0,13067121000000.0,10853053000000.0,11911409000000.0,11996144000000.0,12269195000000.0,11522454000000.0,12488359000000.0,12204245000000.0,12590118000000.0,11507846000000.0,12235229000000.0
2055.0,12797039000000.0,12241895000000.0,13031430000000.0,12983744000000.0,10678009000000.0,11844759000000.0,11935369000000.0,12132755000000.0,11343626000000.0,12425505000000.0,12120256000000.0,12510850000000.0,11393060000000.0,12163591000000.0
2056.0,12698331000000.0,12162698000000.0,12969906000000.0,12920781000000.0,10538978000000.0,11775757000000.0,11838386000000.0,12039670000000.0,11213460000000.0,12351102000000.0,12070915000000.0,12449573000000.0,11262978000000.0,12079277000000.0
2057.0,12654836000000.0,12075327000000.0,12887248000000.0,12875250000000.0,10367977000000.0,11720876000000.0,11758124000000.0,11905438000000.0,11092300000000.0,12315449000000.0,12000440000000.0,12407930000000.0,11129893000000.0,11963084000000.0
2058.0,12588700000000.0,11997551000000.0,12801241000000.0,12865269000000.0,10226247000000.0,11600286000000.0,11680489000000.0,11805424000000.0,10937234000000.0,12248878000000.0,11922133000000.0,12380223000000.0,11003019000000.0,11860468000000.0
2059.0,12538312000000.0,11901275000000.0,12780971000000.0,12830247000000.0,10074772000000.0,11510606000000.0,11594252000000.0,11679339000000.0,10772039000000.0,12167458000000.0,11872611000000.0,12322290000000.0,10871493000000.0,11719042000000.0
2060.0,12469140000000.0,11818764000000.0,12711849000000.0,12739408000000.0,9937786000000.0,11400930000000.0,11508289000000.0,11572219000000.0,10647953000000.0,12103752000000.0,11786951000000.0,12256990000000.0,10739551000000.0,11561762000000.0
2061.0,12398354000000.0,11764889000000.0,12660858000000.0,12702661000000.0,9780377000000.0,11350622000000.0,11439169000000.0,11525291000000.0,10567465000000.0,12043200000000.0,11685121000000.0,12181861000000.0,10659409000000.0,11436150000000.0
2062.0,12366709000000.0,11690733000000.0,12598319000000.0,12641613000000.0,9641899000000.0,11244835000000.0,11402516000000.0,11424836000000.0,10447552000000.0,11983005000000.0,11607678000000.0,12116028000000.0,10556994000000.0,11284879000000.0
2063.0,12306710000000.0,11670253000000.0,12541286000000.0,12569802000000.0,9477413000000.0,11140259000000.0,11326901000000.0,11284838000000.0,10311142000000.0,11904002000000.0,11508516000000.0,12050344000000.0,10424784000000.0,11183741000000.0
2064.0,12271769000000.0,11590951000000.0,12506460000000.0,12521833000000.0,9334397000000.0,11053240000000.0,11242798000000.0,11216885000000.0,10195396000000.0,11843942000000.0,11417558000000.0,11944943000000.0,10322680000000.0,11059248000000.0
2065.0,12186899000000.0,11523927000000.0,12470484000000.0,12458396000000.0,9184573000000.0,10962042000000.0,11192536000000.0,11111567000000.0,10050603000000.0,11822636000000.0,11319794000000.0,11847673000000.0,10211207000000.0,10963336000000.0
2066.0,12074296000000.0,11428432000000.0,12450248000000.0,12333694000000.0,9047286000000.0,10873526000000.0,11138399000000.0,11013496000000.0,9861187000000.0,11742121000000.0,11197781000000.0,11796411000000.0,10103362000000.0,10901274000000.0
2067.0,12000885000000.0,11355707000000.0,12416502000000.0,12253699000000.0,8851218000000.0,10795196000000.0,11057599000000.0,10881474000000.0,9719988000000.0,11700434000000.0,11113640000000.0,11744135000000.0,9999723000000.0,10864377000000.0
2068.0,11936529000000.0,11249300000000.0,12336553000000.0,12151463000000.0,8710736000000.0,10739178000000.0,11000130000000.0,10733055000000.0,9547422000000.0,11652525000000.0,11042105000000.0,11686128000000.0,9870682000000.0,10770161000000.0
2069.0,11831827000000.0,11168264000000.0,12268394000000.0,12097174000000.0,8574269000000.0,10718960000000.0,10940425000000.0,10590138000000.0,9394888000000.0,11599325000000.0,10954149000000.0,11579455000000.0,9691660000000.0,10663289000000.0
2070.0,11766976000000.0,11100214000000.0,12197408000000.0,12041156000000.0,8418356000000.0,10612834000000.0,10879997000000.0,10519046000000.0,9205599000000.0,11548105000000.0,10870001000000.0,11524315000000.0,9544230000000.0,10573813000000.0
2071.0,11716374000000.0,11030173000000.0,12154919000000.0,11998439000000.0,8277201500000.0,10544212000000.0,10821834000000.0,10429637000000.0,9026632000000.0,11476857000000.0,10774349000000.0,11475258000000.0,9421567000000.0,10449845000000.0
2072.0,11666189000000.0,10988538000000.0,12106468000000.0,11951035000000.0,8168094600000.0,10434580000000.0,10745549000000.0,10354628000000.0,8854901000000.0,11403978000000.0,10723266000000.0,11432089000000.0,9302961000000.0,10304512000000.0
2073.0,11569050000000.0,10911566000000.0,12012877000000.0,11919667000000.0,8016056300000.0,10394261000000.0,10681749000000.0,10242420000000.0,8696867000000.0,11347099000000.0,10635270000000.0,11366958000000.0,9219838000000.0,10234255000000.0
2074.0,11464482000000.0,10860419000000.0,11904960000000.0,11827437000000.0,7884907000000.0,10295866000000.0,10626110000000.0,10150145000000.0,8514169000000.0,11262903000000.0,10533861000000.0,11329157000000.0,9085495000000.0,10107130000000.0
2075.0,11409748000000.0,10792342000000.0,11843001000000.0,11763525000000.0,7725631000000.0,10212820000000.0,10566254000000.0,10016717000000.0,8370345000000.0,11202071000000.0,10467491000000.0,11273002000000.0,8927544000000.0,10038924000000.0
2076.0,11367215000000.0,10742029000000.0,11776760000000.0,11674206000000.0,7590250000000.0,10155300000000.0,10480696000000.0,9962970000000.0,8234823000000.0,11139493000000.0,10388638000000.0,11231933000000.0,8779463700000.0,9916629000000.0
2077.0,11342257000000.0,10673901000000.0,11725446000000.0,11574525000000.0,7438974600000.0,10025497000000.0,10406308000000.0,9869079000000.0,8105431000000.0,11089299000000.0,10289815000000.0,11171777000000.0,8663177600000.0,9834997000000.0
2078.0,11231725000000.0,10619532000000.0,11654810000000.0,11505768000000.0,7298785000000.0,9918834000000.0,10360448000000.0,9785033000000.0,7925624500000.0,11028216000000.0,10193473000000.0,11164884000000.0,8515690700000.0,9733367000000.0
2079.0,11189776000000.0,10549055000000.0,11649206000000.0,11472701000000.0,7192815000000.0,9820386000000.0,10281661000000.0,9648364000000.0,7746300000000.0,10960930000000.0,10098967000000.0,11080762000000.0,8375730000000.0,9637280000000.0
2080.0,11099718000000.0,10492586000000.0,11585899000000.0,11367561000000.0,7034348000000.0,9726833000000.0,10205426000000.0,9560393000000.0,7585922500000.0,10937947000000.0,10008459000000.0,11022418000000.0,8279466000000.0,9542507000000.0
2081.0,11055880000000.0,10412577000000.0,11513213000000.0,11258274000000.0,6896434500000.0,9623121000000.0,10176625000000.0,9442954000000.0,7436824000000.0,10840993000000.0,9907227000000.0,10921975000000.0,8143860000000.0,9445018000000.0
2082.0,10947805000000.0,10319649000000.0,11446406000000.0,11212033000000.0,6766781000000.0,9507157000000.0,10105881000000.0,9342509000000.0,7278510500000.0,10754934000000.0,9846162000000.0,10872272000000.0,8000601000000.0,9340711000000.0
2083.0,10879136000000.0,10280218000000.0,11386014000000.0,11148345000000.0,6658261000000.0,9418972000000.0,10028186000000.0,9228621000000.0,7092264500000.0,10687291000000.0,9808869000000.0,10822548000000.0,7898255000000.0,9262082000000.0
2084.0,10835442000000.0,10193156000000.0,11350757000000.0,11035107000000.0,6532284000000.0,9329010000000.0,9950020000000.0,9160079000000.0,6932361400000.0,10628773000000.0,9707702000000.0,10740930000000.0,7763877400000.0,9145749000000.0
2085.0,10777507000000.0,10096731000000.0,11321995000000.0,10932217000000.0,6417389000000.0,9231924000000.0,9882182000000.0,9050457000000.0,6771008600000.0,10584613000000.0,9582506000000.0,10658760000000.0,7619674600000.0,9054213000000.0
2086.0,10729219000000.0,10024612000000.0,11253266000000.0,10827265000000.0,6266973000000.0,9244614000000.0,9877387000000.0,8960593000000.0,6648656000000.0,10551081000000.0,9496736000000.0,10604062000000.0,7480953000000.0,8965035000000.0
2087.0,10639800000000.0,9940107000000.0,11243625000000.0,10705538000000.0,6148334000000.0,9155890000000.0,9821063000000.0,8822485000000.0,6502243000000.0,10515099000000.0,9404652000000.0,10535892000000.0,7369563600000.0,8892337000000.0
2088.0,10547778000000.0,9875880000000.0,11168741000000.0,10682514000000.0,6012383300000.0,9099947000000.0,9752208000000.0,8742298500000.0,6355007000000.0,10452266000000.0,9321636000000.0,10467935000000.0,7238012400000.0,8789151400000.0
2089.0,10464428000000.0,9806766000000.0,11108694000000.0,10608625000000.0,5868258000000.0,9012309000000.0,9681929000000.0,8645287300000.0,6204369700000.0,10383636000000.0,9231113000000.0,10397905000000.0,7095577500000.0,8663875000000.0
2090.0,10384807000000.0,9736431000000.0,11073297000000.0,10584816000000.0,5750554400000.0,8961309000000.0,9598608000000.0,8573905000000.0,6019800400000.0,10331026000000.0,9145242000000.0,10311688000000.0,6944164000000.0,8555530000000.0
2091.0,10295257000000.0,9693925000000.0,11008424000000.0,10494379000000.0,5663430300000.0,8832003000000.0,9554521000000.0,8458281700000.0,5867736400000.0,10270263000000.0,9047067000000.0,10229248000000.0,6829179400000.0,8440874300000.0
2092.0,10214475000000.0,9618190000000.0,10942853000000.0,10439064000000.0,5556617000000.0,8717021500000.0,9512861000000.0,8360526600000.0,5724492500000.0,10201133000000.0,8965135000000.0,10172633000000.0,6683446000000.0,8348989700000.0
2093.0,10134134000000.0,9536720000000.0,10903383000000.0,10329759000000.0,5435075000000.0,8643670000000.0,9440319000000.0,8288157000000.0,5570138500000.0,10192954000000.0,8874883000000.0,10103836000000.0,6529339000000.0,8268772000000.0
2094.0,10102040000000.0,9498684000000.0,10809024000000.0,10229390000000.0,5302704400000.0,8615120000000.0,9399440000000.0,8178636400000.0,5396789500000.0,10114342000000.0,8766570000000.0,10013370000000.0,6394595000000.0,8151038000000.0
2095.0,10044780000000.0,9459778000000.0,10760538000000.0,10145000000000.0,5175486400000.0,8471207000000.0,9336869000000.0,8112866000000.0,5213872700000.0,10023640000000.0,8683633000000.0,9945612000000.0,6255772400000.0,8109311400000.0
2096.0,9908340000000.0,9419351000000.0,10684255000000.0,10069890000000.0,5041631500000.0,8435019500000.0,9270860000000.0,8055069600000.0,5077513300000.0,9987509000000.0,8612380400000.0,9874490000000.0,6171883700000.0,8034580000000.0
2097.0,9853411000000.0,9322192000000.0,10615198000000.0,9997078000000.0,4903982300000.0,8344474000000.0,9212705000000.0,7960056000000.0,4923515000000.0,9951356000000.0,8533860000000.0,9794036000000.0,6042868500000.0,7963226000000.0
2098.0,9772044000000.0,9266659000000.0,10565265000000.0,9934468000000.0,4801539000000.0,8223633400000.0,9147321000000.0,7893131700000.0,4774647000000.0,9891242000000.0,8451042300000.0,9729724000000.0,5895142500000.0,7856336700000.0
2099.0,9720740000000.0,9173775000000.0,10551034000000.0,9832342000000.0,4693007300000.0,8178714500000.0,9083726000000.0,7806207000000.0,4615322000000.0,9884862000000.0,8359871000000.0,9695292000000.0,5795425000000.0,7788620700000.0
2100.0,9647325000000.0,9174755000000.0,10498949000000.0,9739872000000.0,4621319300000.0,8124147700000.0,9018983000000.0,7695389700000.0,4456235000000.0,9842155000000.0,8286210400000.0,9644427000000.0,5674051000000.0,7701041000000.0
