time,TAIESM1,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,EC-EARTH3,CANESM5,GFDL-ESM4,CNRM-ESM2-1,UKESM1-0-LL,CESM2-WACCM,MIROC6,CNRM-CM6-1
2010.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0
2011.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0
2012.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0
2013.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0
2014.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0
2015.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0
2016.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0
2017.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0
2018.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0
2019.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0
2020.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0
2021.0,54409620000.0,53577110000.0,55712915000.0,54109684000.0,52165472000.0,55260250000.0,54623120000.0,54245030000.0,53238000000.0,53211560000.0,53265470000.0,57814147000.0,54117000000.0
2022.0,53733140000.0,52229472000.0,56332980000.0,50775695000.0,50434966000.0,55713600000.0,53271482000.0,54584630000.0,53162295000.0,51902714000.0,52558565000.0,58714104000.0,52229800000.0
2023.0,51466293000.0,51054453000.0,54488048000.0,49819734000.0,49484456000.0,56632600000.0,51321504000.0,54140064000.0,52083745000.0,49952125000.0,52287803000.0,59603255000.0,52006674000.0
2024.0,48904225000.0,50237460000.0,52853387000.0,48876364000.0,49764290000.0,58195784000.0,50708074000.0,53442884000.0,50026460000.0,46830090000.0,50526274000.0,59039777000.0,52517405000.0
2025.0,47753163000.0,47873217000.0,51660670000.0,48040714000.0,49540410000.0,55614063000.0,49318730000.0,52791955000.0,47054280000.0,44785540000.0,49314357000.0,60450760000.0,52525978000.0
2026.0,45440975000.0,46673290000.0,51963690000.0,48450940000.0,49059940000.0,54210945000.0,47666323000.0,53223002000.0,47923770000.0,43677446000.0,49368230000.0,59889332000.0,53003805000.0
2027.0,45015974000.0,47139647000.0,52179360000.0,49414890000.0,50242570000.0,53390303000.0,46625497000.0,51314270000.0,49380950000.0,43826900000.0,48679707000.0,63870610000.0,52418482000.0
2028.0,45063100000.0,45062930000.0,52261780000.0,48878227000.0,50457436000.0,52232260000.0,45458866000.0,50200560000.0,50176990000.0,41915450000.0,47944544000.0,62236574000.0,52099334000.0
2029.0,44520104000.0,45890620000.0,53726413000.0,48756384000.0,49647050000.0,49226320000.0,44590424000.0,48857575000.0,49525040000.0,40152560000.0,47822217000.0,58586604000.0,50617414000.0
2030.0,43958542000.0,46238564000.0,53314798000.0,47840960000.0,50649588000.0,49160020000.0,43491058000.0,49853583000.0,48130330000.0,39120080000.0,45143340000.0,56417505000.0,48928903000.0
2031.0,43349082000.0,45399368000.0,52422890000.0,48434380000.0,49830957000.0,47997970000.0,41619984000.0,50803778000.0,48752923000.0,39001625000.0,44465672000.0,53935055000.0,48387416000.0
2032.0,42371686000.0,44223210000.0,52004240000.0,47461290000.0,50432594000.0,46458122000.0,40865587000.0,50277870000.0,47968653000.0,39541977000.0,44034220000.0,52353106000.0,48636780000.0
2033.0,41326146000.0,42688975000.0,50085306000.0,46757036000.0,51408822000.0,46563946000.0,40414028000.0,49270665000.0,46651613000.0,38802850000.0,42949382000.0,49319690000.0,48502796000.0
2034.0,41116670000.0,41163915000.0,48991720000.0,45834285000.0,49630716000.0,46597130000.0,40532656000.0,48963580000.0,44629730000.0,39221944000.0,43178870000.0,50089160000.0,48639950000.0
2035.0,39263826000.0,38979174000.0,49150902000.0,43881288000.0,47598940000.0,44341236000.0,39442980000.0,48612010000.0,45620314000.0,39715330000.0,43612566000.0,50287706000.0,47102580000.0
2036.0,36706664000.0,37975495000.0,46842110000.0,43384640000.0,47720120000.0,40432914000.0,39281082000.0,47354610000.0,44630217000.0,38594466000.0,42525573000.0,49920913000.0,46606578000.0
2037.0,34719560000.0,36746396000.0,46457520000.0,42195575000.0,47544893000.0,39071520000.0,39137080000.0,45890638000.0,41567350000.0,37697950000.0,42582413000.0,48093800000.0,45380112000.0
2038.0,32992242000.0,35465458000.0,46787183000.0,43614794000.0,47523830000.0,38556627000.0,38966780000.0,46173237000.0,39877510000.0,36519297000.0,42793214000.0,46347930000.0,43893326000.0
2039.0,30900062000.0,33951347000.0,45090492000.0,43489673000.0,45664543000.0,39019370000.0,39135146000.0,46955364000.0,38729794000.0,35583926000.0,41667703000.0,46886850000.0,42524885000.0
2040.0,29862427000.0,35270870000.0,43180122000.0,44112736000.0,44496937000.0,38969910000.0,38167500000.0,45983170000.0,37743227000.0,34245160000.0,40734335000.0,45123576000.0,42199626000.0
2041.0,28599962000.0,34124354000.0,40948548000.0,44494942000.0,43875250000.0,37233414000.0,38003240000.0,45018860000.0,38120730000.0,33571640000.0,41819808000.0,43233247000.0,42810290000.0
2042.0,27482956000.0,34106395000.0,40449360000.0,42807140000.0,45138326000.0,35217215000.0,37132698000.0,46611610000.0,37278870000.0,32903000000.0,41595646000.0,42048524000.0,42028070000.0
2043.0,26787120000.0,33078626000.0,39996555000.0,42184823000.0,44348960000.0,34369240000.0,35485827000.0,45658993000.0,36147163000.0,31750447000.0,41618790000.0,40825586000.0,41175640000.0
2044.0,25490342000.0,32377637000.0,38568944000.0,40783180000.0,41397793000.0,34771333000.0,34831737000.0,45050094000.0,36846950000.0,30825353000.0,40786780000.0,40531820000.0,41342320000.0
2045.0,24791171000.0,31573246000.0,37637513000.0,41264034000.0,37275124000.0,32983955000.0,34388650000.0,45102633000.0,36449333000.0,30132673000.0,40313168000.0,40019030000.0,41050296000.0
2046.0,23773950000.0,30287938000.0,37227373000.0,39743005000.0,34198186000.0,32617791000.0,33039043000.0,45465440000.0,36575576000.0,29757921000.0,39334440000.0,38143746000.0,39760798000.0
2047.0,22581050000.0,29674398000.0,36129673000.0,39964385000.0,33084377000.0,33500404000.0,31805786000.0,44456980000.0,36998930000.0,28697584000.0,38879015000.0,38759050000.0,39949513000.0
2048.0,21949106000.0,29625040000.0,34947293000.0,39523828000.0,32467794000.0,33295178000.0,29982474000.0,45991370000.0,37336790000.0,28196467000.0,36982735000.0,38177680000.0,37929124000.0
2049.0,21626150000.0,29445384000.0,34398736000.0,37679493000.0,32356389000.0,32213277000.0,29456570000.0,45319664000.0,36213473000.0,26984823000.0,35808080000.0,36410544000.0,37823836000.0
2050.0,21040024000.0,28963630000.0,32841103000.0,36836610000.0,31057834000.0,32708825000.0,28682367000.0,44892664000.0,36381786000.0,26415704000.0,35155255000.0,35095896000.0,38158830000.0
2051.0,20586557000.0,27830567000.0,32216766000.0,35678860000.0,30314652000.0,33288192000.0,27229544000.0,44039176000.0,36266594000.0,25912189000.0,32862222000.0,33496812000.0,36459155000.0
2052.0,19496493000.0,28365273000.0,31182690000.0,35583600000.0,30596076000.0,32235284000.0,25260860000.0,44812427000.0,35426010000.0,25137816000.0,32246817000.0,34344530000.0,36728533000.0
2053.0,18298362000.0,27946291000.0,29594536000.0,35906957000.0,30603033000.0,31949332000.0,24488155000.0,42708120000.0,35550577000.0,24636973000.0,32544193000.0,34587275000.0,36171297000.0
2054.0,18289203000.0,27925668000.0,28021074000.0,34814900000.0,30353932000.0,32343982000.0,24144900000.0,42547216000.0,33921194000.0,24130780000.0,31919237000.0,33434444000.0,35375270000.0
2055.0,17336375000.0,26938542000.0,28158654000.0,33915636000.0,30857703000.0,30720168000.0,22872682000.0,42787574000.0,33834004000.0,23979768000.0,30228683000.0,33180047000.0,35214352000.0
2056.0,16732493000.0,26153028000.0,27256027000.0,32754813000.0,29394366000.0,30163671000.0,21275095000.0,42670113000.0,31926166000.0,23922373000.0,29174565000.0,32633266000.0,34458770000.0
2057.0,15951960000.0,25724713000.0,25699950000.0,31794606000.0,29803174000.0,29641361000.0,20550883000.0,41161753000.0,29247797000.0,23608955000.0,28004028000.0,33919970000.0,34162326000.0
2058.0,15065632000.0,24695198000.0,25423098000.0,30892055000.0,30920864000.0,29684308000.0,20453177000.0,40992236000.0,28543295000.0,23851850000.0,26529788000.0,33716260000.0,34149341000.0
2059.0,15163918000.0,22688367000.0,24780403000.0,29887349000.0,30803520000.0,29767502000.0,20174496000.0,40174068000.0,28003009000.0,23827930000.0,26243758000.0,32886028000.0,34057710000.0
2060.0,14931587000.0,21205037000.0,23965663000.0,28525820000.0,29931622000.0,28515670000.0,19664597000.0,37519540000.0,28108909000.0,22822726000.0,25783546000.0,32805673000.0,32978612000.0
2061.0,14449174000.0,20152338000.0,22888196000.0,27075613000.0,28878496000.0,27431928000.0,19524272000.0,35979930000.0,26919290000.0,21507787000.0,24267258000.0,33579764000.0,33166710000.0
2062.0,13724690000.0,19921840000.0,22617025000.0,25068229000.0,27520293000.0,26872048000.0,18434714000.0,35608360000.0,24943827000.0,20099367000.0,23194510000.0,32501891000.0,32601311000.0
2063.0,13268241000.0,18944330000.0,22122390000.0,24117158000.0,26371970000.0,27026040000.0,17693979000.0,34566740000.0,24221090000.0,19371874000.0,21821501000.0,31525138000.0,30427250000.0
2064.0,12979393000.0,18626494000.0,22304707000.0,24282750000.0,24784650000.0,26465323000.0,17775946000.0,33128864000.0,25073240000.0,18433714000.0,20180830000.0,30891444000.0,28892721000.0
2065.0,12447937000.0,17748138000.0,21824008000.0,22425983000.0,24200645000.0,26411440000.0,17042049000.0,33189624000.0,24573903000.0,17616181000.0,19117662000.0,31062323000.0,28768305000.0
2066.0,12052481000.0,17485680000.0,20849287000.0,21840100000.0,23077059000.0,26104801000.0,15923120000.0,32630231000.0,25463940000.0,16879940000.0,18819156000.0,30248020000.0,27714023000.0
2067.0,11564222000.0,17449566000.0,20286517000.0,20771180000.0,21250531000.0,26035028000.0,15154275000.0,31742990000.0,24970270000.0,15727789000.0,18222696000.0,29659900000.0,26784874000.0
2068.0,11077010000.0,16894183000.0,19614788000.0,21188626000.0,21783167000.0,25659896000.0,14727887000.0,30318551000.0,25938653000.0,14970045000.0,17795437000.0,30590194000.0,26902675000.0
2069.0,10728243000.0,15935048000.0,18812630000.0,20868790000.0,20898230000.0,24843469000.0,14292434000.0,30987178000.0,25498436000.0,14406661000.0,16905290000.0,30703362000.0,25826198000.0
2070.0,10183670000.0,15620877000.0,18393969000.0,19999270000.0,20583789000.0,25407510000.0,13769434000.0,30470710000.0,24806350000.0,14072556000.0,17048168000.0,29982500000.0,24965315000.0
2071.0,9849740000.0,15107048000.0,17712943000.0,18974382000.0,20239438000.0,25262047000.0,13723046000.0,29618231000.0,23626912000.0,13386143000.0,16741845000.0,29755918000.0,23819665000.0
2072.0,9590973000.0,14456429000.0,16848305000.0,18580453000.0,19127056000.0,26101467000.0,13022204000.0,28071279000.0,22877002000.0,12290766000.0,16494538000.0,28541300000.0,23475950000.0
2073.0,9167201000.0,13718116000.0,16441949000.0,17693856000.0,19131505000.0,24699070000.0,12415963000.0,28309697000.0,22216229000.0,11859426000.0,15476279000.0,26654319000.0,24064614000.0
2074.0,8723239000.0,13383521000.0,15703808000.0,16625363000.0,17187486000.0,24447037000.0,12188104000.0,28766452000.0,21756293000.0,11365861000.0,15411899000.0,26389121000.0,23545710000.0
2075.0,8150688000.0,13066942000.0,15190870000.0,16078786000.0,18206802000.0,24519938000.0,11316828000.0,28931084000.0,21052422000.0,10700919000.0,15317053000.0,26916862000.0,22783529000.0
2076.0,7780566000.0,12564771000.0,15517289000.0,15461224000.0,17557813000.0,24694660000.0,11294457000.0,27978807000.0,20853682000.0,9759791000.0,15203017000.0,25680402000.0,23097459000.0
2077.0,7454770000.0,12452315000.0,15294940000.0,14992211000.0,16698476000.0,24342817000.0,10964219000.0,26420644000.0,20324047000.0,9081506000.0,14828258000.0,25063297000.0,23005200000.0
2078.0,6822967300.0,12556036000.0,14713870000.0,14539727000.0,15874215000.0,23483746000.0,11099248000.0,25697354000.0,19511790000.0,8921417000.0,14932174000.0,23893530000.0,23422085000.0
2079.0,6503212500.0,11739156000.0,13958607000.0,14089011000.0,15895691000.0,22734983000.0,10826760000.0,24359696000.0,18324615000.0,8420209700.0,15245922000.0,22702080000.0,23296740000.0
2080.0,6256777000.0,11509585000.0,13659821000.0,14153532000.0,15361671000.0,22495345000.0,10698867000.0,23586550000.0,18284126000.0,7923451000.0,14590756000.0,22485080000.0,23168838000.0
2081.0,5822002000.0,11065837000.0,13158847000.0,13325494000.0,15016629000.0,20850080000.0,10025358000.0,21997003000.0,18155282000.0,7832502000.0,14328684000.0,22143658000.0,22964666000.0
2082.0,5459346000.0,10503697000.0,12364010000.0,13199177000.0,14381757000.0,20010967000.0,9700977000.0,21372185000.0,18229512000.0,7782600700.0,14389602000.0,21930734000.0,22997117000.0
2083.0,5335772700.0,9917922000.0,11713901000.0,12849857000.0,14673549000.0,19658277000.0,9328392000.0,20390040000.0,17129203000.0,7307608600.0,13917354000.0,21143310000.0,21274348000.0
2084.0,5070649000.0,9613941000.0,10887422000.0,12981399000.0,14411429000.0,20194060000.0,8632434000.0,19542675000.0,16422536000.0,6943568000.0,13329551000.0,21279826000.0,20363405000.0
2085.0,4782349000.0,9095046000.0,10644564000.0,12483485000.0,14182633000.0,19576963000.0,8212709000.0,18598488000.0,15874696000.0,6618075600.0,12927040000.0,21694857000.0,19976049000.0
2086.0,4506567000.0,8813979000.0,10043055000.0,11770630000.0,13805491000.0,18449996000.0,8029188600.0,18547767000.0,15638841000.0,6480640500.0,11986874000.0,21166516000.0,18253259000.0
2087.0,4265915600.0,8081426400.0,9469166000.0,10876904000.0,13074863000.0,17723992000.0,7653287400.0,18040019000.0,14719045000.0,6060474000.0,11184125000.0,20510992000.0,18019551000.0
2088.0,4292832800.0,7290289000.0,8967285000.0,9930658000.0,12725097000.0,16879118000.0,7484092400.0,17188230000.0,13947583000.0,5840653300.0,10470393000.0,20771432000.0,17448985000.0
2089.0,4043588000.0,6967442400.0,8954590000.0,9801179000.0,12058452000.0,16306393000.0,7213991400.0,17306028000.0,13829918000.0,5504143400.0,10467926000.0,21270790000.0,16272963000.0
2090.0,4087487200.0,6640519700.0,8702330000.0,9419985000.0,12152191000.0,15669600000.0,7073536500.0,16868211000.0,13482234000.0,5614187000.0,10066437000.0,20792515000.0,15915324000.0
2091.0,4029192000.0,6553972700.0,8676299000.0,8904406000.0,11699712000.0,14852274000.0,7101646000.0,15955139000.0,12335865000.0,5470218000.0,9765104000.0,20024816000.0,14752019000.0
2092.0,3939727400.0,6249225000.0,8558846000.0,8468790300.0,11544460000.0,14350844000.0,6798456000.0,15319421000.0,11281341000.0,5107822000.0,9633767000.0,19694522000.0,13272903000.0
2093.0,3730992000.0,6068646000.0,8474667500.0,8251995600.0,11072934000.0,13809581000.0,6677771000.0,14602161000.0,10770968000.0,4790764000.0,9052021000.0,18927366000.0,12645776000.0
2094.0,3766757600.0,5759964700.0,8316410000.0,7852601300.0,10520655000.0,13669336000.0,6308420000.0,14352750000.0,10687630000.0,4415978500.0,8670735000.0,18315207000.0,11834716000.0
2095.0,3659041800.0,5645472300.0,8051235000.0,7753623600.0,10198560000.0,13241908000.0,5955342000.0,14114857000.0,10521222000.0,4188565200.0,8355095000.0,17597395000.0,11583886000.0
2096.0,3544494600.0,5582710300.0,7595476500.0,8450790400.0,10363174000.0,12565470000.0,5505259000.0,13080883000.0,9812644000.0,3981663700.0,7773775400.0,16895379000.0,11189455000.0
2097.0,3478496300.0,5523311600.0,7297751600.0,8599295000.0,9408898000.0,11706174000.0,5203086300.0,12446475000.0,9087453000.0,3661400800.0,7356265000.0,17454873000.0,10894799000.0
2098.0,3339304000.0,5415319600.0,6772754000.0,8594468000.0,9221208000.0,11171247000.0,5162891000.0,11799425000.0,9019221000.0,3609449000.0,7081216500.0,16596025000.0,10218715000.0
2099.0,3286946600.0,5479971300.0,6754885000.0,8430160000.0,8331215400.0,11016685000.0,4836721700.0,11348663000.0,8871265000.0,3326317000.0,7470512000.0,15805558000.0,9838184000.0
2100.0,3116141800.0,5407376000.0,6416471600.0,8115179000.0,8051544000.0,10280007000.0,4666828300.0,11289767000.0,8788576000.0,3207095600.0,6953358000.0,15904191000.0,9114983000.0
