time,MIROC6,IITM-ESM,CESM2-WACCM,CNRM-CM6-1,EC-EARTH3,MRI-ESM2-0,MPI-ESM1-2-HR,IPSL-CM6A-LR,KACE-1-0-G,TAIESM1,UKESM1-0-LL,CNRM-ESM2-1,GFDL-ESM4,CANESM5
2022.0,55575994000.0,55175180000.0,54887567000.0,52219728000.0,53504057000.0,52949774000.0,55772836000.0,56543930000.0,53531582000.0,51831730000.0,53085300000.0,54466544000.0,51194618000.0,55016940000.0
2023.0,52141523000.0,55355503000.0,54077174000.0,49757237000.0,53155934000.0,51672863000.0,56074084000.0,55653150000.0,50734680000.0,48458383000.0,52822954000.0,55429472000.0,49930633000.0,54121260000.0
2024.0,49243670000.0,54302294000.0,53716173000.0,48310440000.0,53647122000.0,50635047000.0,54465274000.0,53890273000.0,49639047000.0,45436174000.0,50833084000.0,54867206000.0,50604007000.0,52632140000.0
2025.0,47424680000.0,54144100000.0,52620722000.0,49499304000.0,52902715000.0,51705780000.0,53841932000.0,52217426000.0,50123070000.0,43890635000.0,49470288000.0,53656084000.0,51093004000.0,51049243000.0
2026.0,49754026000.0,49754817000.0,53596004000.0,49078473000.0,53202035000.0,50881340000.0,53985330000.0,50223710000.0,49821320000.0,42528133000.0,48316895000.0,55101792000.0,51503730000.0,48689385000.0
2027.0,50472247000.0,47841270000.0,53028418000.0,49252160000.0,53040116000.0,48623768000.0,54631125000.0,50555027000.0,48187530000.0,39554800000.0,46119248000.0,52390470000.0,49644750000.0,47401656000.0
2028.0,48982753000.0,45504600000.0,51521233000.0,50456140000.0,53167596000.0,50060710000.0,55013605000.0,50913526000.0,44661590000.0,38316420000.0,45093077000.0,51324160000.0,49551843000.0,45674537000.0
2029.0,50747544000.0,45073187000.0,50500768000.0,50478950000.0,52037497000.0,50109387000.0,53022980000.0,49396273000.0,43383116000.0,37558410000.0,43704144000.0,49474690000.0,48760025000.0,43751367000.0
2030.0,52276597000.0,46009426000.0,49397550000.0,49953542000.0,50452763000.0,48746004000.0,53959730000.0,50063995000.0,41260917000.0,36201940000.0,41091460000.0,46435934000.0,47233057000.0,42633600000.0
2031.0,52261437000.0,47622685000.0,49137504000.0,50065863000.0,48387834000.0,47758475000.0,54234853000.0,49019077000.0,38160855000.0,35055485000.0,38446390000.0,46464680000.0,47654187000.0,43063923000.0
2032.0,51142316000.0,48522590000.0,47900983000.0,49726312000.0,50534908000.0,47557250000.0,53913063000.0,48695600000.0,37269357000.0,33144502000.0,37365285000.0,46143267000.0,45882680000.0,42647355000.0
2033.0,52529983000.0,47376396000.0,46795020000.0,51456220000.0,50673426000.0,48869806000.0,54189208000.0,48535364000.0,35563530000.0,32007422000.0,36615414000.0,46819725000.0,46314934000.0,41914120000.0
2034.0,52456018000.0,48762847000.0,45146214000.0,50602422000.0,49908810000.0,47503680000.0,54068310000.0,47946346000.0,34855500000.0,30819730000.0,35136630000.0,46767270000.0,46646608000.0,41219950000.0
2035.0,52508900000.0,46959825000.0,45012226000.0,49753100000.0,48551813000.0,46205030000.0,52877582000.0,49782915000.0,34446897000.0,30522585000.0,34283272000.0,44948808000.0,47247974000.0,40695124000.0
2036.0,53525490000.0,47915192000.0,43292250000.0,50680377000.0,46379913000.0,46636260000.0,52265270000.0,48606900000.0,32817107000.0,29144682000.0,33098385000.0,45741486000.0,47104918000.0,40462220000.0
2037.0,51227250000.0,47206703000.0,41964044000.0,50163750000.0,47729150000.0,47584748000.0,52029460000.0,46311230000.0,31605742000.0,27235856000.0,32835432000.0,44881867000.0,47226606000.0,40367935000.0
2038.0,49573683000.0,48325730000.0,41893487000.0,47965295000.0,46728077000.0,47665865000.0,51028710000.0,44311200000.0,31693582000.0,26901373000.0,33050376000.0,43271080000.0,47413346000.0,38774157000.0
2039.0,48853463000.0,50584730000.0,41132904000.0,46718894000.0,46492373000.0,46602285000.0,51921960000.0,42718230000.0,29649050000.0,25860510000.0,31650060000.0,43916833000.0,47302775000.0,37099550000.0
2040.0,46834385000.0,50618937000.0,38430970000.0,46752674000.0,47732306000.0,45278003000.0,51414460000.0,40898340000.0,28517087000.0,24773860000.0,30325457000.0,43922800000.0,47820886000.0,35974790000.0
2041.0,47443902000.0,49779780000.0,37153230000.0,46537340000.0,47287560000.0,46329050000.0,48826204000.0,40406667000.0,27774177000.0,23471827000.0,29228644000.0,41287975000.0,48619490000.0,35784344000.0
2042.0,48126108000.0,48055714000.0,36779364000.0,45094810000.0,48689734000.0,45753934000.0,47555800000.0,39155196000.0,27252568000.0,23232702000.0,28232100000.0,39514550000.0,47868264000.0,34772730000.0
2043.0,46750980000.0,46864187000.0,35906986000.0,45033808000.0,46330573000.0,46209800000.0,45700633000.0,38280585000.0,27116605000.0,21672292000.0,26845250000.0,38921810000.0,47189790000.0,33948822000.0
2044.0,43960398000.0,46942470000.0,34835223000.0,42423180000.0,45288735000.0,45188223000.0,44540097000.0,38119820000.0,25562255000.0,20481597000.0,25333205000.0,37398385000.0,46159470000.0,33958853000.0
2045.0,41724875000.0,44364526000.0,32951820000.0,40410337000.0,45091670000.0,42145020000.0,45794845000.0,37300230000.0,24821860000.0,19632320000.0,24868820000.0,36369793000.0,45713695000.0,33341415000.0
2046.0,42972664000.0,43441615000.0,32915874000.0,39064750000.0,44046746000.0,38894220000.0,46399210000.0,37356384000.0,24962306000.0,18356074000.0,23492997000.0,34777432000.0,45318450000.0,32406798000.0
2047.0,42848563000.0,43939717000.0,31629787000.0,41301700000.0,43917128000.0,37915415000.0,43657535000.0,35363790000.0,24818653000.0,17672067000.0,22637720000.0,34022416000.0,43802840000.0,30422102000.0
2048.0,42222236000.0,44842870000.0,30720373000.0,42126926000.0,44480120000.0,36619370000.0,39702807000.0,33751978000.0,23966368000.0,16329014000.0,21167692000.0,32379080000.0,42038800000.0,30286518000.0
2049.0,41303450000.0,44099570000.0,29458706000.0,41634810000.0,45053247000.0,33982015000.0,38882480000.0,31812420000.0,23189232000.0,15433669000.0,20025944000.0,32273980000.0,42709328000.0,29049500000.0
2050.0,41238598000.0,44714550000.0,29235341000.0,40855167000.0,43837817000.0,32274538000.0,38639850000.0,30525356000.0,22330036000.0,14959684000.0,18787944000.0,32776570000.0,40841750000.0,27648586000.0
2051.0,40393190000.0,44967453000.0,27974158000.0,39098114000.0,42309775000.0,32231238000.0,36874890000.0,30086810000.0,21399685000.0,14453466000.0,17386975000.0,32008196000.0,39942128000.0,26804720000.0
2052.0,38243340000.0,47499973000.0,26785798000.0,36249980000.0,43633922000.0,29815276000.0,36029575000.0,29975190000.0,21285065000.0,14175634000.0,17087943000.0,31466950000.0,39379670000.0,25436193000.0
2053.0,38194827000.0,46794125000.0,26098516000.0,35745560000.0,43657933000.0,27805395000.0,34558500000.0,28035693000.0,20831500000.0,13335654000.0,16466186000.0,29832348000.0,39475010000.0,24314542000.0
2054.0,38688145000.0,47142232000.0,25233519000.0,34658607000.0,42789966000.0,27848614000.0,33169630000.0,26695940000.0,20053279000.0,13051038000.0,15595771000.0,29277252000.0,39596400000.0,23576020000.0
2055.0,38099010000.0,46855442000.0,24158372000.0,35426443000.0,41283740000.0,26733674000.0,31630598000.0,26318266000.0,19451253000.0,12742646000.0,14543223000.0,27995793000.0,38233887000.0,22856360000.0
2056.0,37887353000.0,45102248000.0,23278488000.0,35865666000.0,41273330000.0,26060250000.0,29954232000.0,25020154000.0,19585841000.0,12356977000.0,14370964000.0,27777454000.0,38755150000.0,22685807000.0
2057.0,37088743000.0,44893336000.0,23032037000.0,34075790000.0,41525130000.0,25648732000.0,27676008000.0,23832530000.0,19815846000.0,11778053000.0,13800516000.0,26830760000.0,37985055000.0,22405163000.0
2058.0,36412465000.0,45781533000.0,21931635000.0,32303993000.0,41906050000.0,25395737000.0,26292611000.0,22660620000.0,19876084000.0,11086362000.0,13024371000.0,25977725000.0,36362695000.0,21434993000.0
2059.0,36075260000.0,46413206000.0,20682975000.0,31423850000.0,40343777000.0,24777134000.0,25068528000.0,22501386000.0,18579134000.0,11051659000.0,12827359000.0,26969197000.0,35862344000.0,21055445000.0
2060.0,34708386000.0,46766190000.0,19531684000.0,30655451000.0,38253728000.0,24568130000.0,24105128000.0,20776587000.0,17508784000.0,10689636000.0,12426220000.0,27497790000.0,36122410000.0,20313807000.0
2061.0,32370960000.0,47728927000.0,18090953000.0,30147463000.0,39201670000.0,24287455000.0,23899937000.0,19153684000.0,16340427000.0,9844077000.0,12036817000.0,26794033000.0,34271945000.0,18954988000.0
2062.0,31558644000.0,47818023000.0,17081063000.0,30220480000.0,37661848000.0,23283542000.0,23758768000.0,18253349000.0,15874927000.0,9414831000.0,11391754000.0,26166751000.0,34648478000.0,17295050000.0
2063.0,31138658000.0,49613517000.0,16248273000.0,29138129000.0,36119187000.0,22910200000.0,23932350000.0,17400797000.0,15315824000.0,8934749000.0,10842355000.0,25778040000.0,33718147000.0,15917425000.0
2064.0,32736104000.0,50927080000.0,15169376000.0,28540630000.0,34119150000.0,22882056000.0,23024480000.0,16642854000.0,15098094000.0,8635171000.0,11114841000.0,24667073000.0,32008006000.0,14805129000.0
2065.0,31810902000.0,51295638000.0,14533463000.0,29022986000.0,32925198000.0,21460572000.0,22909614000.0,16279983000.0,14826415000.0,8222428000.0,10560509000.0,23126237000.0,32656144000.0,13418243000.0
2066.0,30278111000.0,51459940000.0,14959185000.0,28153176000.0,32252600000.0,20945600000.0,22996095000.0,15591015000.0,13878403000.0,7774296600.0,10109825000.0,23016042000.0,31073798000.0,13081336000.0
2067.0,30317183000.0,53724946000.0,14887028000.0,26810139000.0,31604054000.0,20654280000.0,22547763000.0,15256515000.0,13686199000.0,7206752000.0,9498210000.0,23242672000.0,30320964000.0,12064574000.0
2068.0,29145915000.0,52853395000.0,14107126000.0,26049320000.0,31763712000.0,19896175000.0,21836716000.0,14636013000.0,13264899000.0,7104784400.0,9195450000.0,23486126000.0,29315115000.0,11052438000.0
2069.0,27138976000.0,53185135000.0,13833996000.0,25813602000.0,30073127000.0,19995425000.0,21595877000.0,14473541000.0,12860583000.0,7102715400.0,8885402000.0,23097720000.0,28322271000.0,10194414000.0
2070.0,26661868000.0,52817465000.0,12995679000.0,25143400000.0,28444465000.0,19121252000.0,20953887000.0,13561450000.0,12539085000.0,6529484000.0,8441017000.0,21810878000.0,27941874000.0,9695622000.0
2071.0,25874272000.0,53767610000.0,12745596000.0,24241746000.0,28745513000.0,18734981000.0,21036325000.0,12639327000.0,11467000000.0,6267413500.0,8032613400.0,20849476000.0,26686710000.0,9210877000.0
2072.0,25035899000.0,53347350000.0,12519948000.0,23333427000.0,27453596000.0,18237757000.0,20253073000.0,11987365000.0,11236442000.0,6235439000.0,7513704400.0,21183971000.0,25380563000.0,8806683000.0
2073.0,23105716000.0,53529776000.0,12168570000.0,23327308000.0,26258588000.0,17314912000.0,19655901000.0,11561593000.0,11130578000.0,5784418300.0,7262127600.0,20494324000.0,24872830000.0,8401688600.0
2074.0,22378727000.0,50526003000.0,11956505000.0,21949321000.0,24308576000.0,16964343000.0,19203398000.0,10904789000.0,10857699000.0,5491057000.0,7108179000.0,19778961000.0,23365802000.0,8154778600.0
2075.0,21891535000.0,49684185000.0,11609503000.0,21433512000.0,23509113000.0,16376617000.0,18742213000.0,10655540000.0,10626575000.0,5178276400.0,6673662000.0,19358476000.0,23492153000.0,7766273500.0
2076.0,21901206000.0,46947080000.0,11216737000.0,19746226000.0,24209760000.0,15684671000.0,18070740000.0,10377703000.0,10202300000.0,4922958300.0,6768366600.0,18832572000.0,22957388000.0,7270117400.0
2077.0,20436832000.0,46091060000.0,11045409000.0,18562120000.0,22371383000.0,15775534000.0,17439540000.0,10137661000.0,9696063000.0,4628892000.0,6411540000.0,18078073000.0,21959390000.0,6895219000.0
2078.0,19390870000.0,45210990000.0,10843496000.0,18077118000.0,20908510000.0,15251540000.0,16737787000.0,9553308000.0,9414771000.0,4347547000.0,5919361500.0,17579457000.0,21480188000.0,6745583000.0
2079.0,18330663000.0,45415674000.0,10075955000.0,17043934000.0,20735797000.0,15228722000.0,16233352000.0,9218204000.0,8910521000.0,4085928200.0,5493859000.0,16861761000.0,21036909000.0,6494042000.0
2080.0,17615059000.0,43806327000.0,9541912000.0,16027659000.0,19571462000.0,14843688000.0,15947761000.0,8762819000.0,8737582000.0,3844362000.0,5268231700.0,15970472000.0,19510591000.0,6130702300.0
2081.0,17451710000.0,43816070000.0,9230583000.0,15155400000.0,18486616000.0,14474845000.0,15697371000.0,8408772000.0,8145641000.0,3645507800.0,4858114600.0,14938333000.0,18365966000.0,5833243000.0
2082.0,18039693000.0,44112260000.0,9131279000.0,13706083000.0,17583544000.0,14471719000.0,15467702000.0,8851926000.0,7683199000.0,3525345800.0,4654218000.0,14401606000.0,17630847000.0,5584376300.0
2083.0,17042762000.0,44690407000.0,8524334000.0,12827135000.0,16733749000.0,14083873000.0,15170727000.0,8667342000.0,7539640300.0,3354350600.0,4219142400.0,14101512000.0,17156597000.0,5540135000.0
2084.0,16308210000.0,43901026000.0,7971138600.0,11862361000.0,15676669000.0,13695282000.0,14714983000.0,8101996500.0,7126923000.0,3086747600.0,3984546300.0,13125150000.0,16250178000.0,5476338000.0
2085.0,15925957000.0,43828347000.0,7541961700.0,10966360000.0,14770905000.0,13492626000.0,13829170000.0,7829503000.0,6840489500.0,2972295200.0,3814249700.0,12812526000.0,15395902000.0,5349812000.0
2086.0,15957873000.0,41950417000.0,7307915000.0,10355222000.0,14210563000.0,13439178000.0,13452961000.0,7213909500.0,6485679000.0,2791754000.0,3702940400.0,12320526000.0,15135999000.0,5310483500.0
2087.0,16349555000.0,42211240000.0,6833142000.0,9796189000.0,13976936000.0,13275532000.0,12384398000.0,6759473000.0,6374391000.0,2730347000.0,3515649800.0,12040975000.0,14892743000.0,5260994000.0
2088.0,15786979000.0,41627234000.0,6789797400.0,9113263000.0,13506875000.0,13006789000.0,11544728000.0,6393730600.0,6103663000.0,2682306000.0,3346860300.0,12338474000.0,14300858000.0,5339437600.0
2089.0,14660649000.0,43128440000.0,6399656000.0,8475178500.0,12907772000.0,12822348000.0,11031768000.0,6003154400.0,5920241700.0,2599587000.0,2987277000.0,12504743000.0,13391600000.0,5028928000.0
2090.0,14139078000.0,42959070000.0,6098974700.0,7973204500.0,12146505000.0,12054875000.0,10462669000.0,5590966000.0,5655617000.0,2429109500.0,2845842400.0,11819949000.0,13079715000.0,4758094000.0
2091.0,13824304000.0,41848058000.0,5752489500.0,7702983700.0,12106674000.0,11262041000.0,9953977000.0,5428929000.0,5453509600.0,2394034000.0,2710233000.0,11479679000.0,12317402000.0,4632644000.0
2092.0,13506006000.0,42365444000.0,5618182700.0,7364985000.0,12430067000.0,10814306000.0,9661257000.0,5194166000.0,5249136600.0,2310866400.0,2631968000.0,10821670000.0,11960432000.0,4464627700.0
2093.0,13455935000.0,40028107000.0,5288531000.0,6781973000.0,12110935000.0,11204624000.0,9070182000.0,5113315300.0,4876025000.0,2130635300.0,2463358200.0,10383131000.0,11680386000.0,4407561700.0
2094.0,13288528000.0,39650005000.0,5055684000.0,6303864000.0,11448610000.0,11195011000.0,8663607000.0,4861195000.0,4500393000.0,2032977000.0,2345183500.0,10296081000.0,11933781000.0,4181259000.0
2095.0,13325171000.0,38836572000.0,4915125000.0,6013289000.0,10736621000.0,11108520000.0,8272068600.0,4485680600.0,4260411400.0,2007216800.0,2310512000.0,9604513000.0,11587367000.0,3899877600.0
2096.0,13119971000.0,37116813000.0,4725518300.0,5623956500.0,10103053000.0,10245146000.0,8355331600.0,4227872500.0,4037873200.0,1917331500.0,2169015600.0,8757425000.0,10907075000.0,3773009400.0
2097.0,12460968000.0,39194247000.0,4456273000.0,5473533000.0,9423678000.0,9722431000.0,8018153500.0,4159059500.0,3770045000.0,1794629600.0,2136811500.0,8051822000.0,10951492000.0,3522702300.0
2098.0,12316474000.0,40247173000.0,4337221600.0,5590746600.0,9237168000.0,9297625000.0,7949665300.0,4253747700.0,3477580500.0,1619257000.0,1989924500.0,7610025500.0,10794316000.0,3335588600.0
2099.0,12251064000.0,40844603000.0,4008806100.0,5483106000.0,8930978000.0,8480294400.0,7773391400.0,4031544600.0,3166172200.0,1565564900.0,1835969700.0,7552647000.0,10545877000.0,3177018000.0
2100.0,11347357000.0,41569165000.0,3737600800.0,5457742000.0,8887574000.0,7982900000.0,7493718000.0,4137583600.0,3066923000.0,1476555600.0,1728789500.0,7221182000.0,10451688000.0,2993925400.0
