time,CESM2,BCC-CSM2-MR,MPI-ESM1-2-HR,INM-CM5-0,CAMS-CSM1-0,NORESM2-MM,FGOALS-F3-L,EC-EARTH3-VEG,GFDL-ESM4,CESM2-WACCM,EC-EARTH3,INM-CM4-8,MRI-ESM2-0
2013.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0
2014.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0
2015.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0
2016.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0
2017.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0
2018.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0
2019.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0
2020.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0
2021.0,33958625000.0,33939116000.0,33943980000.0,33918286000.0,33928108000.0,33996630000.0,33941262000.0,33928516000.0,33930197000.0,33939272000.0,33916125000.0,33923220000.0,33935778000.0
2022.0,33915326000.0,33923547000.0,33926320000.0,33904615000.0,33916450000.0,33964732000.0,33923004000.0,33915492000.0,33935485000.0,33944439000.0,33893090000.0,33915884000.0,33948465000.0
2023.0,33904312000.0,33912914000.0,33904239000.0,33883802000.0,33899928000.0,33965955000.0,33904435000.0,33887470000.0,33969924000.0,33981913000.0,33857237000.0,33904690000.0,33917612000.0
2024.0,33921640000.0,33899657000.0,33884254000.0,33869418000.0,33880183000.0,33949260000.0,33885450000.0,33863109000.0,33949962000.0,33930711000.0,33821905000.0,33890521000.0,33899303000.0
2025.0,33886958000.0,33883339000.0,33876158000.0,33847417000.0,33865206000.0,33936120000.0,33879202000.0,33845797000.0,33924289000.0,33915353000.0,33795502000.0,33891283000.0,33894610000.0
2026.0,33881788000.0,33860502000.0,33857170000.0,33822771000.0,33837840000.0,33911976000.0,33878380000.0,33817098000.0,33911420000.0,33914405000.0,33770478000.0,33875098000.0,33877211000.0
2027.0,33837097000.0,33845592000.0,33832591000.0,33793608000.0,33816578000.0,33909086000.0,33858548000.0,33789006000.0,33880492000.0,33901410000.0,33723986000.0,33861670000.0,33865708000.0
2028.0,33817547000.0,33835860000.0,33812077000.0,33761092000.0,33803164000.0,33887779000.0,33828497000.0,33769656000.0,33859190000.0,33899850000.0,33687430000.0,33842334000.0,33837795000.0
2029.0,33791537000.0,33822320000.0,33785117000.0,33724097000.0,33750196000.0,33868510000.0,33816486000.0,33713392000.0,33840680000.0,33873180000.0,33635540000.0,33842575000.0,33808540000.0
2030.0,33748191000.0,33811950000.0,33768740000.0,33693602000.0,33729942000.0,33862013000.0,33774135000.0,33685893000.0,33812822000.0,33876353000.0,33591478000.0,33819570000.0,33771039000.0
2031.0,33718958000.0,33782049000.0,33741996000.0,33650481000.0,33707006000.0,33838436000.0,33727603000.0,33655271000.0,33802584000.0,33871309000.0,33520980000.0,33787546000.0,33744804000.0
2032.0,33683960000.0,33754866000.0,33720412000.0,33618606000.0,33683690000.0,33835545000.0,33709926000.0,33631998000.0,33797845000.0,33834957000.0,33427018000.0,33774311000.0,33697475000.0
2033.0,33644454000.0,33730042000.0,33690243000.0,33549548000.0,33652546000.0,33834650000.0,33695343000.0,33591263000.0,33787482000.0,33877684000.0,33383860000.0,33774316000.0,33671143000.0
2034.0,33604050000.0,33691859000.0,33639916000.0,33533327000.0,33617404000.0,33812689000.0,33643645000.0,33531294000.0,33755376000.0,33809682000.0,33309385000.0,33747534000.0,33631270000.0
2035.0,33556752000.0,33678834000.0,33623482000.0,33468678000.0,33540030000.0,33807387000.0,33567797000.0,33495476000.0,33732807000.0,33779760000.0,33234040000.0,33721266000.0,33584773000.0
2036.0,33510613000.0,33647170000.0,33561545000.0,33413573000.0,33496517000.0,33778470000.0,33530173000.0,33470830000.0,33748537000.0,33767496000.0,33127553000.0,33708696000.0,33545224000.0
2037.0,33476444000.0,33568890000.0,33530083000.0,33368600000.0,33454676000.0,33764360000.0,33492783000.0,33427907000.0,33709527000.0,33753618000.0,33022759000.0,33664449000.0,33509966000.0
2038.0,33404156000.0,33552150000.0,33495767000.0,33245702000.0,33430320000.0,33743096000.0,33454969000.0,33388227000.0,33691326000.0,33710938000.0,32910074000.0,33643424000.0,33385200000.0
2039.0,33332656000.0,33527570000.0,33448186000.0,33198650000.0,33394220000.0,33735117000.0,33408315000.0,33294467000.0,33672420000.0,33690188000.0,32760844000.0,33618215000.0,33334022000.0
2040.0,33295219000.0,33490205000.0,33412217000.0,33139853000.0,33359990000.0,33712484000.0,33343950000.0,33197685000.0,33613767000.0,33667670000.0,32592153000.0,33603914000.0,33256258000.0
2041.0,33247793000.0,33451764000.0,33352570000.0,33077772000.0,33287457000.0,33686794000.0,33260950000.0,33090976000.0,33589950000.0,33651890000.0,32416590000.0,33586674000.0,33181196000.0
2042.0,33170670000.0,33403859000.0,33258537000.0,33035887000.0,33183906000.0,33881553000.0,33195706000.0,32939571000.0,33574795000.0,33622245000.0,32249833000.0,33577222000.0,33100306000.0
2043.0,33104413000.0,33315183000.0,33155125000.0,32980267000.0,33143896000.0,33657446000.0,33123217000.0,32835205000.0,33538826000.0,33598670000.0,32035600000.0,33551546000.0,32978627000.0
2044.0,33061738000.0,33242251000.0,33106827000.0,32937955000.0,33084103000.0,33636890000.0,33041025000.0,32734419000.0,33520360000.0,33607018000.0,31854574000.0,33477648000.0,32891093000.0
2045.0,32986570000.0,33217997000.0,33038957000.0,32887355000.0,33033310000.0,33644427000.0,32954851000.0,32595750000.0,33457916000.0,33523830000.0,31644280000.0,33423217000.0,32795187000.0
2046.0,32918129000.0,33155764000.0,32930044000.0,32748590000.0,32987050000.0,33611810000.0,32889854000.0,32488282000.0,33431003000.0,33493990000.0,31407390000.0,33372393000.0,32702362000.0
2047.0,32814221000.0,33066756000.0,32805118000.0,32674304000.0,32934935000.0,33635226000.0,32842045000.0,32320641000.0,33382871000.0,33408109000.0,31140650000.0,33330303000.0,32540058000.0
2048.0,32712446000.0,33000352000.0,32741566000.0,32580444000.0,32880080000.0,33572140000.0,32694411000.0,32128070000.0,33332347000.0,33347523000.0,30918568000.0,33264855000.0,32364511000.0
2049.0,32680340000.0,32953868000.0,32650312000.0,32514816000.0,32802963000.0,33517847000.0,32608774000.0,31907250000.0,33208328000.0,33300060000.0,30659996000.0,33231160000.0,32166430000.0
2050.0,32584157000.0,32852607000.0,32583844000.0,32365020000.0,32765684000.0,33484120000.0,32526092000.0,31723854000.0,33173731000.0,33271478000.0,30388967000.0,33195650000.0,32006961000.0
2051.0,32502067000.0,32782473000.0,32488790000.0,32250575000.0,32633650000.0,33399992000.0,32357044000.0,31440044000.0,33119203000.0,33240586000.0,30082904000.0,33086566000.0,31848905000.0
2052.0,32401195000.0,32655528000.0,32355960000.0,32102932000.0,32557224000.0,33354428000.0,32246580000.0,31228088000.0,33052690000.0,33212314000.0,29796067000.0,33024969000.0,31640920000.0
2053.0,32243974000.0,32570440000.0,32228061000.0,32032520000.0,32480127000.0,33299665000.0,32122319000.0,30927102000.0,32972917000.0,33167740000.0,29499513000.0,32965726000.0,31365014000.0
2054.0,32134724000.0,32500566000.0,32075364000.0,31922248000.0,32399081000.0,33259540000.0,32036800000.0,30596073000.0,32880044000.0,33074577000.0,29144365000.0,32882225000.0,31128766000.0
2055.0,32032053000.0,32362797000.0,31874712000.0,31820956000.0,32245965000.0,33227639000.0,31933184000.0,30284780000.0,32822743000.0,33031596000.0,28722743000.0,32802600000.0,30923820000.0
2056.0,31832734000.0,32228405000.0,31756095000.0,31660218000.0,32140198000.0,33187576000.0,31806968000.0,29918577000.0,32725078000.0,32984740000.0,28416592000.0,32730590000.0,30679046000.0
2057.0,31714572000.0,32082426000.0,31502088000.0,31558670000.0,32059412000.0,33141880000.0,31659923000.0,29620496000.0,32751094000.0,32981676000.0,28010910000.0,32620120000.0,30359552000.0
2058.0,31605768000.0,31837778000.0,31273062000.0,31474262000.0,31914970000.0,33062334000.0,31502512000.0,29278872000.0,32629620000.0,32863386000.0,27594758000.0,32525460000.0,29967712000.0
2059.0,31459752000.0,31627770000.0,31127816000.0,31346014000.0,31817628000.0,32963440000.0,31390814000.0,28893092000.0,32539460000.0,32709663000.0,27249670000.0,32455678000.0,29643164000.0
2060.0,31332747000.0,31366117000.0,30992517000.0,31208696000.0,31743644000.0,32888234000.0,31284378000.0,28470073000.0,32474477000.0,32642867000.0,26814927000.0,32323891000.0,29359405000.0
2061.0,31162495000.0,31198274000.0,30861253000.0,31054630000.0,31656710000.0,32833140000.0,31069280000.0,28037626000.0,32379110000.0,32537660000.0,26414643000.0,32189690000.0,29005994000.0
2062.0,30974902000.0,31037500000.0,30648605000.0,30869746000.0,31549368000.0,32755988000.0,30983143000.0,27522791000.0,32201677000.0,32493842000.0,25982499000.0,32081600000.0,28744321000.0
2063.0,30844764000.0,30883633000.0,30491599000.0,30748703000.0,31437113000.0,32671232000.0,30832010000.0,27023151000.0,32060008000.0,32422005000.0,25483588000.0,31929895000.0,28404781000.0
2064.0,30703395000.0,30731637000.0,30371856000.0,30631916000.0,31270298000.0,32593416000.0,30647884000.0,26471110000.0,31939598000.0,32273720000.0,24942868000.0,31766712000.0,28108920000.0
2065.0,30423613000.0,30574190000.0,30206984000.0,30436688000.0,31152742000.0,32458576000.0,30440593000.0,25802185000.0,31857680000.0,32172147000.0,24451340000.0,31601172000.0,27717587000.0
2066.0,30204300000.0,30356800000.0,30015844000.0,30335592000.0,31080500000.0,32375341000.0,30265076000.0,25047648000.0,31678500000.0,32028480000.0,23902329000.0,31387300000.0,27415048000.0
2067.0,29979286000.0,30090476000.0,29874428000.0,30232383000.0,30945667000.0,32260720000.0,30130868000.0,24501752000.0,31582093000.0,31866690000.0,23423830000.0,31151835000.0,27128273000.0
2068.0,29843595000.0,29894033000.0,29698382000.0,30020470000.0,30817794000.0,32086520000.0,29970672000.0,23934525000.0,31446070000.0,31724360000.0,23001030000.0,31008668000.0,26727821000.0
2069.0,29537518000.0,29646823000.0,29509319000.0,29863272000.0,30651427000.0,31910113000.0,29634077000.0,23304708000.0,31329610000.0,31596966000.0,22428826000.0,30803954000.0,26377578000.0
2070.0,29290523000.0,29467232000.0,29293937000.0,29653295000.0,30461585000.0,31729060000.0,29318510000.0,22644880000.0,31116124000.0,31377748000.0,21907792000.0,30628790000.0,25936384000.0
2071.0,29009383000.0,29263153000.0,29050170000.0,29457955000.0,30235105000.0,31541750000.0,28990796000.0,21772874000.0,30899431000.0,31204497000.0,21361158000.0,30392304000.0,25442015000.0
2072.0,28862714000.0,29026193000.0,28850332000.0,29240371000.0,30103747000.0,31396487000.0,28616210000.0,20982028000.0,30734285000.0,30970073000.0,20707473000.0,30221455000.0,25123158000.0
2073.0,28629105000.0,28681765000.0,28665117000.0,29095928000.0,29988768000.0,31178074000.0,28276253000.0,20162990000.0,30538537000.0,30806653000.0,20180132000.0,29945096000.0,24728230000.0
2074.0,28319820000.0,28317495000.0,28445567000.0,28884271000.0,29787007000.0,30981612000.0,27890420000.0,19290270000.0,30337681000.0,30608845000.0,19634217000.0,29617773000.0,24188606000.0
2075.0,28074396000.0,27981177000.0,28267358000.0,28673837000.0,29644140000.0,30784606000.0,27597115000.0,18318635000.0,30138170000.0,30397952000.0,19118148000.0,29314787000.0,23921240000.0
2076.0,27809972000.0,27608623000.0,28087600000.0,28464355000.0,29466040000.0,30549408000.0,27343737000.0,17460294000.0,29843655000.0,30310115000.0,18617299000.0,29080594000.0,23415833000.0
2077.0,27581596000.0,27425272000.0,27851682000.0,28203856000.0,29306659000.0,30343840000.0,26990062000.0,16605239000.0,29531394000.0,30139623000.0,18083942000.0,28751670000.0,22883385000.0
2078.0,27325387000.0,27241523000.0,27679295000.0,28000975000.0,29148502000.0,30171963000.0,26718490000.0,15770953000.0,29284790000.0,29885899000.0,17563324000.0,28598057000.0,22397602000.0
2079.0,26996527000.0,26939940000.0,27555756000.0,27801620000.0,29092401000.0,30026334000.0,26427150000.0,14936793000.0,29059305000.0,29736516000.0,16939038000.0,28353747000.0,22011163000.0
2080.0,26597040000.0,26593124000.0,27404698000.0,27547021000.0,28841548000.0,29817575000.0,26082896000.0,13959468000.0,28850917000.0,29582336000.0,16288279000.0,28023765000.0,21489175000.0
2081.0,26303191000.0,26078489000.0,27270360000.0,27382086000.0,28554627000.0,29547592000.0,25709300000.0,12941081000.0,28576821000.0,29351230000.0,15633961000.0,27712594000.0,20935614000.0
2082.0,25984070000.0,25726437000.0,27066161000.0,27189905000.0,28385047000.0,29356739000.0,25394262000.0,12168177000.0,28377827000.0,29177547000.0,15021961000.0,27318577000.0,20514705000.0
2083.0,25587137000.0,25364756000.0,26877070000.0,26975007000.0,28147337000.0,29042354000.0,24925729000.0,11489527000.0,28112413000.0,28940126000.0,14416750000.0,26912524000.0,20085242000.0
2084.0,25207693000.0,24950295000.0,26668466000.0,26741830000.0,27929803000.0,28751160000.0,24592628000.0,10893852000.0,27899847000.0,28723775000.0,13747202000.0,26513054000.0,19617980000.0
2085.0,24849494000.0,24633720000.0,26487757000.0,26509498000.0,27775926000.0,28426838000.0,24318282000.0,10350090000.0,27760114000.0,28410812000.0,13090313000.0,26148307000.0,19322270000.0
2086.0,24323949000.0,24240116000.0,26236537000.0,26248747000.0,27571407000.0,28112777000.0,23973804000.0,9564400000.0,27526450000.0,28097307000.0,12457983000.0,25858610000.0,18892605000.0
2087.0,24021936000.0,23956468000.0,25986744000.0,26012934000.0,27416277000.0,27850312000.0,23512553000.0,8681330000.0,27315284000.0,27844497000.0,11925534000.0,25517046000.0,18546485000.0
2088.0,23609420000.0,23538317000.0,25710640000.0,25766863000.0,27240382000.0,27630627000.0,23179209000.0,7654497000.0,26956610000.0,27601529000.0,11425565000.0,25196392000.0,18257863000.0
2089.0,23057965000.0,23082519000.0,25501401000.0,25499068000.0,27077659000.0,27340192000.0,22878556000.0,6968159000.0,26741162000.0,27331930000.0,10855480000.0,24836321000.0,17861708000.0
2090.0,22637275000.0,22728464000.0,25124120000.0,25258070000.0,26791973000.0,27052716000.0,22637322000.0,6492663000.0,26503864000.0,27090878000.0,10212941000.0,24433031000.0,17479200000.0
2091.0,22305782000.0,22424820000.0,24794114000.0,25075288000.0,26477711000.0,26551538000.0,22252655000.0,6020029000.0,26215686000.0,26802743000.0,9643337000.0,24066447000.0,16997093000.0
2092.0,21986560000.0,22100392000.0,24497162000.0,24788280000.0,26243135000.0,26111070000.0,21941359000.0,5525825000.0,25832636000.0,26505499000.0,8883210000.0,23678230000.0,16567046000.0
2093.0,21660162000.0,21805570000.0,24197405000.0,24516370000.0,25983945000.0,25748970000.0,21589572000.0,5071450600.0,25608640000.0,26223884000.0,8068047400.0,23352766000.0,16171646000.0
2094.0,21290902000.0,21496338000.0,23883913000.0,24227504000.0,25647466000.0,25406577000.0,21329558000.0,4595795000.0,25333316000.0,25871286000.0,7495741400.0,22921742000.0,15776376000.0
2095.0,20930961000.0,21094060000.0,23602000000.0,23982576000.0,25287713000.0,24976407000.0,21059502000.0,4105576200.0,25116178000.0,25537830000.0,6927567000.0,22639784000.0,15492685000.0
2096.0,20579779000.0,20766601000.0,23361272000.0,23684039000.0,25071907000.0,24578562000.0,20784165000.0,3584046800.0,24850311000.0,25256204000.0,6599605000.0,22344448000.0,15069812000.0
2097.0,20207933000.0,20480666000.0,23181924000.0,23417276000.0,24881046000.0,24087546000.0,20487500000.0,3075777800.0,24651205000.0,24867824000.0,6149195300.0,21979355000.0,14711354000.0
2098.0,19881034000.0,20055816000.0,22931266000.0,23128127000.0,24543429000.0,23644062000.0,20130615000.0,2641848300.0,24378278000.0,24387875000.0,5534758000.0,21536400000.0,14344141000.0
2099.0,19597620000.0,19623846000.0,22635459000.0,22797769000.0,24315134000.0,23182285000.0,19788278000.0,2270973000.0,24057104000.0,23958422000.0,4984867000.0,21176293000.0,14013279000.0
2100.0,19419965000.0,19308147000.0,22335990000.0,22540250000.0,24026003000.0,22771000000.0,19440042000.0,2121222800.0,23837276000.0,23487332000.0,4590143000.0,20867394000.0,13755026000.0
