time,GISS-E2-R,CNRM-CM5,MPI-ESM-LR,GFDL-CM3,IPSL-CM5A-LR,CCSM4,GFDL-ESM2G,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M,CANESM2
2018.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0
2019.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0
2020.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0
2021.0,33513873000.0,33750292000.0,33723273000.0,33629469000.0,33560801000.0,33524068000.0,33524664000.0,33539631000.0,33759283000.0,33797065000.0,34531750000.0
2022.0,33403892000.0,33557060000.0,33721290000.0,33500787000.0,33463173000.0,33486223000.0,33473284000.0,33610371000.0,33621750000.0,33502497000.0,33649574000.0
2023.0,33342704000.0,33588677000.0,33465297000.0,33425838000.0,33483237000.0,33571654000.0,33880420000.0,35216310000.0,33497934000.0,33627212000.0,33524277000.0
2024.0,33235380000.0,33500148000.0,33588503000.0,33319854000.0,33467734000.0,33479195000.0,33511540000.0,34034584000.0,33494500000.0,33499513000.0,33731820000.0
2025.0,33147673000.0,33490770000.0,33414283000.0,33227244000.0,33320360000.0,33299784000.0,33461477000.0,33944633000.0,33576518000.0,33455262000.0,33465768000.0
2026.0,33044318000.0,33415889000.0,33324456000.0,33102270000.0,33538836000.0,33196350000.0,33540065000.0,33638957000.0,33550567000.0,33367460000.0,33544946000.0
2027.0,32961235000.0,33271187000.0,33263116000.0,32992227000.0,33184985000.0,33102991000.0,33272355000.0,33662552000.0,33223735000.0,33381136000.0,33349708000.0
2028.0,32871846000.0,33170336000.0,33197548000.0,32892615000.0,33335968000.0,32969826000.0,33118775000.0,33458997000.0,33065368000.0,33291030000.0,33225710000.0
2029.0,32780069000.0,33122780000.0,33092452000.0,32757993000.0,33724460000.0,32897845000.0,33175710000.0,33380565000.0,33088215000.0,33216555000.0,33079239000.0
2030.0,32697815000.0,33059738000.0,33006592000.0,32576320000.0,33043507000.0,32963166000.0,33102727000.0,33276811000.0,33287866000.0,33108730000.0,33159686000.0
2031.0,32547031000.0,33583335000.0,32943899000.0,32446292000.0,34207717000.0,32885123000.0,32942731000.0,33212197000.0,32845285000.0,32995262000.0,32946788000.0
2032.0,32620050000.0,32987360000.0,32832938000.0,32215136000.0,33619628000.0,32598647000.0,33261765000.0,33109475000.0,32662151000.0,32867717000.0,32768952000.0
2033.0,32369690000.0,32747543000.0,32696510000.0,31984355000.0,33115288000.0,32481417000.0,32820890000.0,33122494000.0,32639693000.0,32736203000.0,32616276000.0
2034.0,32477116000.0,32644903000.0,32600265000.0,31731464000.0,32938902000.0,32340890000.0,32730647000.0,33112445000.0,32465672000.0,32697528000.0,32612495000.0
2035.0,32266881000.0,32549378000.0,32539425000.0,31420135000.0,32685812000.0,32195693000.0,32486021000.0,32870074000.0,32355893000.0,32533320000.0,32380563000.0
2036.0,32144472000.0,32382319000.0,32413590000.0,31095110000.0,32512140000.0,32065227000.0,32244976000.0,32927300000.0,32186670000.0,32394213000.0,32205097000.0
2037.0,32201478000.0,32266115000.0,32303245000.0,30814007000.0,32307192000.0,32040600000.0,32030890000.0,32697385000.0,31929965000.0,32430404000.0,32088132000.0
2038.0,31956900000.0,32124385000.0,32224948000.0,30437624000.0,32353204000.0,31932735000.0,31763700000.0,32578020000.0,31708860000.0,32152695000.0,31941677000.0
2039.0,31903867000.0,31910928000.0,32077746000.0,30095376000.0,33483240000.0,31788059000.0,31499803000.0,32450950000.0,31756034000.0,32013916000.0,31745368000.0
2040.0,31717255000.0,31758010000.0,31897920000.0,29698017000.0,35293815000.0,32008870000.0,33237465000.0,33287774000.0,31766086000.0,31812086000.0,31569347000.0
2041.0,31578310000.0,31600861000.0,31721585000.0,29350816000.0,34579337000.0,31679445000.0,31529468000.0,32363528000.0,31307151000.0,31678210000.0,31355953000.0
2042.0,31449498000.0,31487609000.0,31516460000.0,28944628000.0,33769691000.0,31442854000.0,31470432000.0,32360990000.0,31027161000.0,31644043000.0,31136145000.0
2043.0,31228234000.0,31267934000.0,32061866000.0,28491307000.0,33107407000.0,31528880000.0,30967392000.0,32125704000.0,30706944000.0,31420410000.0,30947426000.0
2044.0,31002980000.0,31119776000.0,31615360000.0,27944260000.0,32589423000.0,31171813000.0,30782822000.0,31977005000.0,30498062000.0,31268827000.0,30923651000.0
2045.0,30808607000.0,30893100000.0,31282958000.0,27618052000.0,32332760000.0,31066096000.0,31202544000.0,31780796000.0,30230909000.0,31166353000.0,31008504000.0
2046.0,30652625000.0,30795680000.0,30941692000.0,27170263000.0,32158888000.0,30949515000.0,30720023000.0,31810617000.0,29929638000.0,31040520000.0,30381500000.0
2047.0,30648136000.0,30532540000.0,30768443000.0,26610020000.0,32310317000.0,30726826000.0,30463009000.0,32000289000.0,29602089000.0,30872052000.0,30183602000.0
2048.0,30407293000.0,31662453000.0,30961492000.0,26119549000.0,31934890000.0,30490761000.0,30329168000.0,31489993000.0,30075025000.0,30662455000.0,29892700000.0
2049.0,30168068000.0,30665261000.0,30397657000.0,25536424000.0,31737557000.0,30270530000.0,29964329000.0,31243747000.0,29591308000.0,30820794000.0,29690660000.0
2050.0,29942366000.0,30272580000.0,30212870000.0,24963516000.0,31729150000.0,30119002000.0,29862134000.0,31057373000.0,29063039000.0,30380896000.0,30433968000.0
2051.0,29802088000.0,29984614000.0,30026332000.0,24510870000.0,31453516000.0,30519063000.0,29600109000.0,30778410000.0,28792746000.0,30165303000.0,30326491000.0
2052.0,29773736000.0,29876746000.0,29843931000.0,24112126000.0,31236338000.0,29996440000.0,29325600000.0,30556316000.0,28712910000.0,30066917000.0,29516466000.0
2053.0,29711530000.0,29752435000.0,29637374000.0,23797916000.0,31069424000.0,29770633000.0,29125685000.0,30648668000.0,29413974000.0,30117081000.0,29083970000.0
2054.0,29372817000.0,29802590000.0,29441036000.0,23213770000.0,30864792000.0,29561725000.0,29045983000.0,30218576000.0,28345743000.0,29898238000.0,28905544000.0
2055.0,29224550000.0,29471291000.0,29187594000.0,22662610000.0,30666758000.0,29607510000.0,28807897000.0,30041710000.0,27901067000.0,29592440000.0,28662362000.0
2056.0,28996717000.0,29287653000.0,29348114000.0,22119127000.0,30480327000.0,29256075000.0,28660349000.0,30114880000.0,27668836000.0,29666429000.0,28422932000.0
2057.0,28818928000.0,29476710000.0,28975993000.0,21697722000.0,31127474000.0,29333813000.0,28565670000.0,29652226000.0,29883540000.0,29311932000.0,28310389000.0
2058.0,28928143000.0,29024877000.0,28840671000.0,21294279000.0,30448626000.0,29157822000.0,28508002000.0,29448937000.0,27478620000.0,29125822000.0,27902777000.0
2059.0,28845310000.0,28953653000.0,28582095000.0,20821694000.0,30182568000.0,28810550000.0,28312377000.0,29224251000.0,27156281000.0,28917484000.0,27817538000.0
2060.0,28467128000.0,28694643000.0,28479853000.0,20302730000.0,29906536000.0,28911534000.0,28320778000.0,29070550000.0,27005876000.0,28793055000.0,27486364000.0
2061.0,28468736000.0,28507960000.0,28254274000.0,19936492000.0,29923938000.0,28907480000.0,28232993000.0,28955090000.0,26734068000.0,28777746000.0,27147813000.0
2062.0,28301607000.0,28364573000.0,28758847000.0,19585085000.0,29618096000.0,28713857000.0,27869490000.0,29034932000.0,26629420000.0,28447922000.0,26903044000.0
2063.0,28400611000.0,28116496000.0,28420557000.0,19212786000.0,29765302000.0,28640295000.0,28210244000.0,29163377000.0,26384667000.0,28317872000.0,26558245000.0
2064.0,28628134000.0,28004878000.0,29229068000.0,18883817000.0,29533846000.0,28500496000.0,28303905000.0,29736577000.0,26092958000.0,28103037000.0,26274486000.0
2065.0,28123329000.0,27942275000.0,28153932000.0,18574928000.0,29580763000.0,28269044000.0,27760902000.0,29438308000.0,25959682000.0,27961614000.0,26110118000.0
2066.0,28054653000.0,28028074000.0,27962642000.0,18173374000.0,29228470000.0,28101143000.0,27555715000.0,28667408000.0,25742029000.0,27821197000.0,25879810000.0
2067.0,27823604000.0,27721249000.0,27797473000.0,17936900000.0,29064978000.0,29851406000.0,31030106000.0,28453464000.0,27730899000.0,27667503000.0,25665382000.0
2068.0,27668163000.0,27427224000.0,27710020000.0,17572950000.0,28885084000.0,28282680000.0,28529127000.0,28170045000.0,25750882000.0,27477369000.0,27086617000.0
2069.0,27520236000.0,27360856000.0,29167150000.0,17217073000.0,28701276000.0,29287596000.0,27833911000.0,27929807000.0,25556191000.0,27756687000.0,25407332000.0
2070.0,27373976000.0,27418515000.0,27375190000.0,16915431000.0,28542013000.0,28800913000.0,27564583000.0,28177519000.0,25336030000.0,27311649000.0,25167004000.0
2071.0,27524733000.0,26999431000.0,27430609000.0,16668037000.0,28342776000.0,27904279000.0,27965230000.0,28057582000.0,25038897000.0,27103244000.0,25033136000.0
2072.0,27407847000.0,26936596000.0,27910928000.0,16298405000.0,28574628000.0,27664316000.0,27375966000.0,27562476000.0,24974817000.0,27025863000.0,24829166000.0
2073.0,27211258000.0,28970162000.0,27374287000.0,16149330000.0,28774703000.0,28198949000.0,27744029000.0,28288571000.0,24660427000.0,27958470000.0,24772813000.0
2074.0,27109825000.0,28055740000.0,29862110000.0,15768024000.0,28272855000.0,27515572000.0,27492923000.0,27486083000.0,24424706000.0,27185633000.0,24661221000.0
2075.0,26980352000.0,27975504000.0,28088396000.0,15456471000.0,27928099000.0,27667814000.0,27854862000.0,27935468000.0,24673593000.0,26829007000.0,24426047000.0
2076.0,27479837000.0,26886797000.0,27199775000.0,15205123000.0,27678190000.0,27433916000.0,27244276000.0,27450210000.0,28626692000.0,26682913000.0,24426457000.0
2077.0,26813241000.0,27106746000.0,26918590000.0,14927358000.0,27737602000.0,27291937000.0,27040932000.0,27615090000.0,24948302000.0,26527447000.0,24192400000.0
2078.0,27317008000.0,26660979000.0,27256654000.0,14930148000.0,27437758000.0,27138796000.0,27197637000.0,27376690000.0,24119286000.0,26440057000.0,23962956000.0
2079.0,29445612000.0,26510221000.0,27728105000.0,14611782000.0,27251480000.0,27869084000.0,27267846000.0,27076864000.0,23936373000.0,26324543000.0,23763954000.0
2080.0,27047606000.0,26305753000.0,27181271000.0,14407476000.0,27080120000.0,26888670000.0,26866390000.0,26841672000.0,23741385000.0,26140666000.0,24521750000.0
2081.0,26853562000.0,26174610000.0,28116597000.0,14154372000.0,26852313000.0,26712908000.0,26820567000.0,26726800000.0,23450518000.0,26050312000.0,24087134000.0
2082.0,29245016000.0,26085950000.0,28867744000.0,13922557000.0,27832420000.0,27357288000.0,26697398000.0,26601732000.0,23293034000.0,25977258000.0,23569803000.0
2083.0,29021560000.0,25963678000.0,27780980000.0,13764602000.0,26719683000.0,27382215000.0,27539337000.0,26430972000.0,23241260000.0,26126641000.0,23362100000.0
2084.0,28063693000.0,26616834000.0,27352664000.0,13578977000.0,29190998000.0,27157815000.0,26914863000.0,26269487000.0,24165505000.0,25958234000.0,23189019000.0
2085.0,27599985000.0,25836200000.0,26900904000.0,13439269000.0,28038068000.0,26686444000.0,26927266000.0,26169057000.0,22999484000.0,25629750000.0,23349232000.0
2086.0,26966985000.0,25648835000.0,26857693000.0,13417779000.0,27053988000.0,26904030000.0,26914454000.0,25968669000.0,22754425000.0,25495420000.0,23049863000.0
2087.0,26767555000.0,26707485000.0,27938703000.0,13312360000.0,26655447000.0,26419420000.0,26686966000.0,25894154000.0,22706248000.0,25412217000.0,22741008000.0
2088.0,28362484000.0,25555614000.0,30114011000.0,12958422000.0,27179821000.0,26323376000.0,26887047000.0,26800420000.0,25380135000.0,25301895000.0,22816242000.0
2089.0,27708848000.0,25603550000.0,30938466000.0,12776681000.0,27110068000.0,28074772000.0,26651430000.0,25886706000.0,22761710000.0,25200660000.0,22785038000.0
2090.0,26994311000.0,25494231000.0,28072591000.0,12583248000.0,26775286000.0,26456540000.0,27856169000.0,25650174000.0,22520844000.0,25193206000.0,22322287000.0
2091.0,26669191000.0,25215201000.0,28206838000.0,12402270000.0,26256693000.0,26108620000.0,26864320000.0,25489727000.0,24366643000.0,24962544000.0,24249655000.0
2092.0,28551172000.0,25146477000.0,27546540000.0,12162589000.0,26220480000.0,25948518000.0,27056927000.0,25378120000.0,27839519000.0,24881687000.0,22174822000.0
2093.0,27072050000.0,25062830000.0,28536900000.0,12045774000.0,26528815000.0,25952123000.0,27035159000.0,25270840000.0,23670065000.0,24774482000.0,22700384000.0
2094.0,28308746000.0,25012996000.0,27347920000.0,11912586000.0,27019676000.0,26047191000.0,26738170000.0,26212262000.0,22645398000.0,24649748000.0,21997406000.0
2095.0,28615864000.0,24865395000.0,27269091000.0,11789538000.0,26481725000.0,26275980000.0,26844619000.0,25464840000.0,25913113000.0,24619921000.0,21922281000.0
2096.0,28524976000.0,24802904000.0,27307354000.0,11686894000.0,25965138000.0,25898720000.0,27278199000.0,25130318000.0,23231836000.0,24814205000.0,24635294000.0
2097.0,28085883000.0,24863164000.0,27375237000.0,11552654000.0,25696061000.0,26042833000.0,26719105000.0,24882852000.0,22648050000.0,24341424000.0,22043554000.0
2098.0,27452985000.0,24760238000.0,27234812000.0,11416260000.0,30235242000.0,26502270000.0,26760407000.0,24798663000.0,22601834000.0,24528718000.0,22189179000.0
2099.0,27474588000.0,25415289000.0,28266099000.0,11247653000.0,26592987000.0,25830115000.0,26712685000.0,24650443000.0,22369830000.0,24163783000.0,21698382000.0
2100.0,27490089000.0,26474330000.0,27182217000.0,11082333000.0,26593495000.0,25570450000.0,26584205000.0,24519537000.0,21987664000.0,24328460000.0,22629388000.0
