time,IITM-ESM,CNRM-CM6-1,MIROC6,CESM2-WACCM,CANESM5,TAIESM1,IPSL-CM6A-LR,EC-EARTH3,MPI-ESM1-2-HR,CNRM-ESM2-1,KACE-1-0-G,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0
2025.0,47680430000.0,47328555000.0,47009520000.0,46754800000.0,45008070000.0,46782763000.0,47245795000.0,46710700000.0,46878966000.0,46918620000.0,46818492000.0,46671286000.0,47182393000.0,46695522000.0
2026.0,47641715000.0,46963520000.0,46959220000.0,46402175000.0,43968780000.0,46381410000.0,47006106000.0,46803210000.0,46706287000.0,46778003000.0,46690650000.0,46262813000.0,47111330000.0,46463898000.0
2027.0,47383876000.0,46671905000.0,47120800000.0,46150504000.0,43088007000.0,46270360000.0,46674117000.0,46304895000.0,46318820000.0,46476070000.0,46042677000.0,45920203000.0,46814090000.0,46012965000.0
2028.0,47297106000.0,46448030000.0,46370300000.0,45765165000.0,42091688000.0,45785130000.0,46527308000.0,45862175000.0,46101740000.0,46131597000.0,45524787000.0,45492210000.0,46460613000.0,45628890000.0
2029.0,47576117000.0,46222295000.0,46411248000.0,45432955000.0,40988897000.0,45410636000.0,46152086000.0,45352530000.0,45703430000.0,45823400000.0,45203520000.0,45072134000.0,46476136000.0,45164270000.0
2030.0,49628330000.0,46137156000.0,45750780000.0,45014737000.0,39771865000.0,44859523000.0,45869965000.0,44621316000.0,45460062000.0,45672735000.0,44673372000.0,44520358000.0,45926543000.0,44789862000.0
2031.0,47320950000.0,45587665000.0,45380060000.0,44688642000.0,38524977000.0,44333064000.0,45747250000.0,44055527000.0,45676126000.0,45159170000.0,44521447000.0,43987083000.0,45737947000.0,44461440000.0
2032.0,47680377000.0,46218637000.0,44976284000.0,44365230000.0,37385425000.0,43722957000.0,45330924000.0,43582538000.0,44856790000.0,44668453000.0,43721347000.0,43354190000.0,45564817000.0,43959730000.0
2033.0,47213085000.0,45069255000.0,44272870000.0,43773670000.0,36200700000.0,43138417000.0,44905837000.0,43227906000.0,44476460000.0,44300740000.0,43046310000.0,42695885000.0,45062128000.0,43463950000.0
2034.0,47153885000.0,44739710000.0,43634635000.0,43378995000.0,35072350000.0,42634297000.0,44438260000.0,42478940000.0,44031754000.0,43799210000.0,42386645000.0,41883742000.0,44758565000.0,42872730000.0
2035.0,46964146000.0,44212384000.0,42895880000.0,43045487000.0,33756963000.0,42301825000.0,44033913000.0,41700010000.0,43958465000.0,43211567000.0,41712330000.0,41122034000.0,44244730000.0,42285662000.0
2036.0,46718046000.0,43925193000.0,42350530000.0,42555154000.0,32868065000.0,41351848000.0,43656030000.0,40760340000.0,43534844000.0,42993324000.0,41142145000.0,40358445000.0,43784400000.0,41662010000.0
2037.0,46950687000.0,43536760000.0,41958630000.0,42000920000.0,31567194000.0,40494600000.0,43249488000.0,40007705000.0,43098976000.0,42147086000.0,40535314000.0,39488418000.0,43383350000.0,41061140000.0
2038.0,46884120000.0,43175772000.0,41449116000.0,41412620000.0,30370800000.0,39607288000.0,42928783000.0,39148368000.0,42604390000.0,42592620000.0,39772950000.0,38685577000.0,43205956000.0,40421757000.0
2039.0,46631096000.0,42578145000.0,40696830000.0,40756208000.0,29024379000.0,38794957000.0,42289037000.0,38239994000.0,42400890000.0,41809190000.0,38955295000.0,37698260000.0,42612466000.0,39487290000.0
2040.0,46293422000.0,42178896000.0,39975637000.0,40075088000.0,28194404000.0,37951967000.0,41696838000.0,37212860000.0,41822110000.0,41143380000.0,38466367000.0,36833776000.0,42109075000.0,38882922000.0
2041.0,46028526000.0,41655386000.0,40125930000.0,39334200000.0,26990040000.0,37221458000.0,40998510000.0,36533015000.0,41229156000.0,41163993000.0,37496193000.0,35975980000.0,41675080000.0,38098428000.0
2042.0,45939750000.0,41305833000.0,39147557000.0,38860198000.0,25765700000.0,36675224000.0,40307667000.0,35857090000.0,41075900000.0,40311603000.0,36495577000.0,35079070000.0,41195586000.0,37627990000.0
2043.0,45838190000.0,40697954000.0,38477197000.0,38102802000.0,24627696000.0,35758547000.0,39585730000.0,34676470000.0,40520438000.0,39560920000.0,36252885000.0,34222380000.0,40787960000.0,36889650000.0
2044.0,46017954000.0,40218497000.0,37842450000.0,37387660000.0,23470936000.0,34834584000.0,38854880000.0,33754937000.0,40019160000.0,39158660000.0,35120970000.0,33306851000.0,40317137000.0,36196180000.0
2045.0,45322370000.0,39638876000.0,37203420000.0,36654550000.0,22833568000.0,34052737000.0,38055064000.0,32727515000.0,39531045000.0,39158116000.0,34250710000.0,32337547000.0,40041310000.0,35413963000.0
2046.0,45180700000.0,39147704000.0,36552122000.0,36055958000.0,21897488000.0,33196524000.0,37407887000.0,31763520000.0,38964146000.0,38142830000.0,33578607000.0,31391603000.0,39344760000.0,34599227000.0
2047.0,44880180000.0,38417543000.0,35729940000.0,35159720000.0,20893993000.0,32280580000.0,36675617000.0,30931722000.0,38969643000.0,37455390000.0,32662088000.0,30324777000.0,38787660000.0,33816205000.0
2048.0,44633522000.0,37663048000.0,34948194000.0,34543145000.0,19905060000.0,31266927000.0,35908362000.0,30055991000.0,37949540000.0,36979060000.0,31867146000.0,29404774000.0,38231570000.0,33189994000.0
2049.0,44343500000.0,36948816000.0,34247528000.0,33901867000.0,18880540000.0,30396467000.0,34954453000.0,29050083000.0,37368560000.0,36249272000.0,31123870000.0,28636590000.0,37883920000.0,32382427000.0
2050.0,44297662000.0,36365680000.0,33618650000.0,33228048000.0,18063530000.0,29606638000.0,33961830000.0,28112622000.0,36962492000.0,35841847000.0,30329795000.0,27583844000.0,37226156000.0,31702166000.0
2051.0,44740520000.0,35673346000.0,32911073000.0,32534876000.0,17345243000.0,28760158000.0,32963977000.0,27358760000.0,36209496000.0,35100295000.0,29276213000.0,26591220000.0,36584350000.0,31015285000.0
2052.0,43938628000.0,34946806000.0,32056613000.0,31633814000.0,16501416000.0,27916378000.0,32249848000.0,26642762000.0,35542778000.0,34448900000.0,28276793000.0,25606664000.0,35826330000.0,30293270000.0
2053.0,43852136000.0,34212516000.0,31206343000.0,30754654000.0,15763925000.0,27154846000.0,31284156000.0,26196584000.0,34872200000.0,33916045000.0,27532122000.0,24518656000.0,35094250000.0,29491075000.0
2054.0,43626635000.0,33433856000.0,30168343000.0,30316708000.0,14950022000.0,26240012000.0,30245548000.0,25473001000.0,34154322000.0,33199870000.0,26858377000.0,23455005000.0,34574670000.0,29068972000.0
2055.0,43597430000.0,32624910000.0,29580016000.0,29334730000.0,14205268000.0,25628234000.0,29402786000.0,24551956000.0,33719675000.0,32557130000.0,26318967000.0,22362817000.0,34129756000.0,28292920000.0
2056.0,43440234000.0,31886705000.0,29063315000.0,28565310000.0,13361257000.0,24984386000.0,28465467000.0,23730133000.0,32964284000.0,32348539000.0,25386435000.0,21454535000.0,33518805000.0,27682607000.0
2057.0,43061280000.0,31051300000.0,28248513000.0,28077722000.0,12698440000.0,24053629000.0,27619342000.0,23192430000.0,32222308000.0,31556890000.0,24574745000.0,20574982000.0,32875799000.0,27045204000.0
2058.0,42844197000.0,30278593000.0,27209953000.0,27374002000.0,12088637000.0,23244552000.0,26829902000.0,22560061000.0,31781403000.0,30778128000.0,23949350000.0,19712490000.0,32258738000.0,26401686000.0
2059.0,42642970000.0,29338850000.0,26601708000.0,26611286000.0,11437831000.0,22463082000.0,25859062000.0,22069096000.0,31108717000.0,30184305000.0,23105415000.0,18855117000.0,31571634000.0,25763363000.0
2060.0,42181280000.0,28500847000.0,25856242000.0,25971644000.0,10914004000.0,21641333000.0,24995109000.0,21591760000.0,30511985000.0,29541390000.0,22417840000.0,18225725000.0,30862424000.0,25169322000.0
2061.0,41837134000.0,27771440000.0,24974723000.0,25211204000.0,10378742000.0,20878164000.0,24218511000.0,20885885000.0,30082404000.0,28842789000.0,21612925000.0,17571199000.0,30144803000.0,24507455000.0
2062.0,41600696000.0,26926500000.0,24035734000.0,24579013000.0,9881282000.0,20246237000.0,23424604000.0,20185512000.0,29396015000.0,28313330000.0,20865080000.0,16910898000.0,30236662000.0,23816524000.0
2063.0,41462174000.0,26157689000.0,23393448000.0,24063396000.0,9518486000.0,19585503000.0,22615357000.0,19588740000.0,28645180000.0,27645882000.0,20336673000.0,16363622000.0,29422574000.0,23194274000.0
2064.0,41298305000.0,25337160000.0,22916815000.0,23454972000.0,9056050000.0,19007027000.0,21875503000.0,19103175000.0,27876403000.0,27122004000.0,19629732000.0,15761776000.0,28957340000.0,22400913000.0
2065.0,40971604000.0,24503443000.0,22211637000.0,22945110000.0,8578599400.0,18382311000.0,21099454000.0,18620572000.0,27095260000.0,26340454000.0,19143156000.0,15109994000.0,28612661000.0,21921573000.0
2066.0,40709320000.0,23622290000.0,21771418000.0,22555623000.0,8132357000.0,17775423000.0,20449910000.0,18108514000.0,26943232000.0,25710473000.0,18540046000.0,14642414000.0,27937745000.0,21412422000.0
2067.0,40495993000.0,23068013000.0,21138567000.0,21846618000.0,7786104000.0,17251592000.0,19826321000.0,17577875000.0,26135628000.0,25168816000.0,18018350000.0,13981580000.0,27467956000.0,20957377000.0
2068.0,40132923000.0,22307168000.0,20906790000.0,21218476000.0,7451675600.0,16531649000.0,19135934000.0,17316624000.0,25426899000.0,24480950000.0,17499255000.0,13378420000.0,26947850000.0,20288455000.0
2069.0,39734325000.0,21492224000.0,20288310000.0,20784513000.0,7084745700.0,16004072000.0,18440606000.0,16726593000.0,24878457000.0,23661756000.0,16911352000.0,12788615000.0,26435232000.0,19903877000.0
2070.0,39672770000.0,20750460000.0,20608618000.0,20249140000.0,6774509000.0,15574562000.0,17759144000.0,16349697000.0,24448346000.0,23044940000.0,16406390000.0,12239881000.0,26026766000.0,19414784000.0
2071.0,39281242000.0,20068792000.0,19554700000.0,19706614000.0,6502792700.0,15024761000.0,17152643000.0,15902099000.0,23913204000.0,22597517000.0,15927894000.0,11760758000.0,25673138000.0,18902204000.0
2072.0,38898060000.0,19359033000.0,18980403000.0,19231230000.0,6169382400.0,14545671000.0,16527361000.0,15448123000.0,23263894000.0,21991842000.0,15469734000.0,11336810000.0,25001533000.0,18376378000.0
2073.0,38378934000.0,18767413000.0,18546188000.0,18709615000.0,5857930000.0,14042259000.0,15840796000.0,15053495000.0,22780463000.0,21515723000.0,14870473000.0,11025328000.0,24519560000.0,17960788000.0
2074.0,38345100000.0,18146101000.0,18241950000.0,18161269000.0,5604185600.0,13637499000.0,15287847000.0,14648862000.0,22290350000.0,20895883000.0,14162247000.0,10658851000.0,24145977000.0,17565807000.0
2075.0,37788720000.0,17611060000.0,17736966000.0,17638158000.0,5280126500.0,13303891000.0,14687273000.0,14197540000.0,21640227000.0,20381530000.0,13806843000.0,10216123000.0,23999486000.0,17085584000.0
2076.0,37327757000.0,17050981000.0,17343400000.0,17174698000.0,5026233300.0,12857890000.0,14012551000.0,13916730000.0,21015216000.0,19984497000.0,13429460000.0,9785656000.0,23324164000.0,16513722000.0
2077.0,37111976000.0,16417292000.0,16793682000.0,16657401000.0,4812963300.0,12430086000.0,13455532000.0,13485592000.0,20507308000.0,19437470000.0,12959877000.0,9378978000.0,22906538000.0,16159414000.0
2078.0,36756410000.0,15822429000.0,16260744000.0,16109240000.0,4639472000.0,12057199000.0,12950230000.0,13123842000.0,19914877000.0,18929551000.0,12531843000.0,9076946000.0,22489305000.0,15655512000.0
2079.0,36456444000.0,15325171000.0,15701365000.0,15582135000.0,4441324500.0,11780632000.0,12392422000.0,12723576000.0,19377910000.0,18332647000.0,12167703000.0,8682453000.0,21967426000.0,15167754000.0
2080.0,36108075000.0,14777788000.0,15296886000.0,15149744000.0,4242530600.0,11445601000.0,11832863000.0,12421488000.0,18815152000.0,17884695000.0,11817251000.0,8380023300.0,21471599000.0,14798012000.0
2081.0,35759423000.0,14289483000.0,14915174000.0,14798426000.0,4115589400.0,11080696000.0,11385899000.0,12020387000.0,18343207000.0,17478631000.0,11384517000.0,7951082000.0,21057126000.0,14430768000.0
2082.0,35489830000.0,13896091000.0,14562329000.0,14279382000.0,3948184300.0,10836400000.0,10880896000.0,11619982000.0,17840746000.0,16992077000.0,11117747000.0,7593717000.0,20639850000.0,14031110000.0
2083.0,35063276000.0,13393658000.0,14157290000.0,13831424000.0,3699973600.0,10510977000.0,10407815000.0,11324856000.0,17376016000.0,16448285000.0,10796120000.0,7192985000.0,20148664000.0,13749596000.0
2084.0,34701490000.0,12841140000.0,13784060000.0,13490864000.0,3485641200.0,10164861000.0,9937213000.0,10940796000.0,16793742000.0,16042154000.0,10452235000.0,6866889000.0,19689277000.0,13260401000.0
2085.0,34233480000.0,12457412000.0,13486054000.0,13128658000.0,3343399000.0,9761319000.0,9553106000.0,10568165000.0,16308955000.0,15566477000.0,10132904000.0,6521652000.0,19209810000.0,12914058000.0
2086.0,33879700000.0,11990869000.0,13203484000.0,12740427000.0,3155224800.0,9431239000.0,9132913000.0,10152888000.0,15807482000.0,15161041000.0,9770045000.0,6026881500.0,18927948000.0,12578719000.0
2087.0,33548550000.0,11554195000.0,12944765000.0,12344944000.0,2956445000.0,9098403000.0,8703388000.0,9849117000.0,15436237000.0,14763550000.0,9437896000.0,5554936000.0,18541967000.0,12218160000.0
2088.0,33423284000.0,11053368000.0,12628426000.0,12059314000.0,2754770700.0,8815315000.0,8048308700.0,9449284000.0,14862273000.0,14348245000.0,9131955000.0,5175511000.0,18110605000.0,11940470000.0
2089.0,32809695000.0,10695584000.0,12327139000.0,11766117000.0,2604226600.0,8560844300.0,7639902700.0,9104931000.0,14369967000.0,13961554000.0,8883536000.0,4743149000.0,17780236000.0,11589448000.0
2090.0,32414388000.0,10200320000.0,12162357000.0,11440163000.0,2470024700.0,8197542000.0,7189336600.0,8715460000.0,13894626000.0,13570512000.0,8548368400.0,4340554000.0,17380979000.0,11322613000.0
2091.0,31759593000.0,9730713000.0,11873279000.0,11081466000.0,2304074000.0,7930916000.0,6701729300.0,8440177700.0,13557097000.0,13097465000.0,8256496000.0,3950003500.0,16925537000.0,11036835000.0
2092.0,31371799000.0,9212644000.0,11552145000.0,10710075000.0,2184002000.0,7590719000.0,6238490000.0,8131392000.0,13236350000.0,12709435000.0,7846484500.0,3671663900.0,16597594000.0,10774018000.0
2093.0,30973503000.0,8755654000.0,11287838000.0,10291339000.0,2106559400.0,7294624000.0,5879742000.0,7815844400.0,12773944000.0,12336721000.0,7359744000.0,3259607000.0,16202606000.0,10366719000.0
2094.0,30485670000.0,8334651000.0,10957357000.0,9967927000.0,2028965900.0,6972760600.0,5489577500.0,7467938300.0,12377470000.0,12027950000.0,6927243300.0,2981196800.0,15779960000.0,10038459000.0
2095.0,30202163000.0,7872365000.0,10659803000.0,9699410000.0,1949161600.0,6594710000.0,5180018700.0,7215144000.0,11964130000.0,11649064000.0,6626325000.0,2753526300.0,15579563000.0,9614856000.0
2096.0,29658130000.0,7422165000.0,10427121000.0,9390664000.0,1887076000.0,6080481300.0,4910478300.0,6804501500.0,11675300000.0,11282330000.0,6303697400.0,2535886800.0,15249561000.0,9238394000.0
2097.0,29249245000.0,7038418400.0,10048695000.0,9091291000.0,1784051500.0,5747023000.0,4646869500.0,6393425000.0,11350013000.0,10918158000.0,5995735000.0,2321233200.0,14882875000.0,8851459000.0
2098.0,28773392000.0,6673356000.0,9721337000.0,8713097000.0,1623366100.0,5382935000.0,4332566500.0,5991027700.0,11020793000.0,10576264000.0,5559795700.0,2141572600.0,14462442000.0,8317937700.0
2099.0,28343690000.0,6337445000.0,9361741000.0,8308707300.0,1572223900.0,5098026500.0,4032371200.0,5554033000.0,10786682000.0,10233706000.0,5289343000.0,1998013700.0,14026002000.0,7988977000.0
2100.0,28053891000.0,5997738500.0,9079549000.0,7874712600.0,1449519100.0,4814078500.0,3784853000.0,5330969600.0,10467312000.0,9793846000.0,5042115600.0,1858611300.0,13633422000.0,7697526300.0
