time,UKESM1-0-LL,GFDL-ESM4,KACE-1-0-G,MRI-ESM2-0,TAIESM1,IPSL-CM6A-LR,MPI-ESM1-2-HR,IITM-ESM,CESM2-WACCM
2020.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0
2021.0,33883965000.0,33926200000.0,33924400000.0,33974174000.0,33909430000.0,33923060000.0,33953860000.0,33987709000.0,34100515000.0
2022.0,33817768000.0,33908546000.0,33910342000.0,33940693000.0,33887486000.0,33896230000.0,33932880000.0,34081910000.0,33970250000.0
2023.0,33725686000.0,33894392000.0,33882298000.0,33920137000.0,33840974000.0,33916130000.0,33908036000.0,33968214000.0,33934420000.0
2024.0,33464162000.0,33875743000.0,33861202000.0,33906772000.0,33808780000.0,33870040000.0,33901390000.0,33956708000.0,33921352000.0
2025.0,33282714000.0,33851020000.0,33843225000.0,33882438000.0,33781193000.0,33838152000.0,33880451000.0,33927380000.0,33910768000.0
2026.0,33115654000.0,33839284000.0,33831209000.0,33837447000.0,33753027000.0,33843409000.0,33863553000.0,33920250000.0,33902623000.0
2027.0,32955441000.0,33814215000.0,33826347000.0,33801105000.0,33718330000.0,33831127000.0,33845360000.0,33925950000.0,33880887000.0
2028.0,32795679000.0,33790011000.0,33771776000.0,33770777000.0,33680075000.0,33786722000.0,33814895000.0,33914218000.0,33849000000.0
2029.0,32530622000.0,33755180000.0,33730408000.0,33718460000.0,33613113000.0,33749920000.0,33779698000.0,33899469000.0,33837179000.0
2030.0,32272370000.0,33735422000.0,33707813000.0,33683670000.0,33583735000.0,33704266000.0,33755140000.0,33905977000.0,33824365000.0
2031.0,31930671000.0,33743049000.0,33632553000.0,33658716000.0,33527732000.0,33682330000.0,33736708000.0,33887906000.0,33811894000.0
2032.0,31538199000.0,33676067000.0,33510173000.0,33610863000.0,33491573000.0,33555610000.0,33778899000.0,33844842000.0,33838020000.0
2033.0,31293400000.0,33651302000.0,33416466000.0,33596582000.0,33405014000.0,33519118000.0,33716496000.0,33851148000.0,33779714000.0
2034.0,30984235000.0,33657360000.0,33305620000.0,33552929000.0,33304146000.0,33484202000.0,33637808000.0,33822271000.0,33752530000.0
2035.0,30672376000.0,33615452000.0,33165440000.0,33498900000.0,33225940000.0,33410494000.0,33627308000.0,33836585000.0,33732948000.0
2036.0,30196759000.0,33556259000.0,33046360000.0,33502693000.0,33237926000.0,33366830000.0,33530716000.0,33813094000.0,33707782000.0
2037.0,29714391000.0,33462393000.0,32954880000.0,33438892000.0,33027004000.0,33319334000.0,33482971000.0,33777267000.0,33715988000.0
2038.0,29205811000.0,33436723000.0,32765270000.0,33407975000.0,32919500000.0,33269654000.0,33439582000.0,33753817000.0,33666986000.0
2039.0,28663167000.0,33376952000.0,32607218000.0,33308801000.0,32767588000.0,33147587000.0,33462917000.0,33724320000.0,33644118000.0
2040.0,28198447000.0,33334256000.0,32476840000.0,33231763000.0,32633657000.0,33099074000.0,33429328000.0,33705693000.0,33684689000.0
2041.0,27500243000.0,33298534000.0,32315859000.0,33068818000.0,32494610000.0,33049880000.0,33456509000.0,33678946000.0,33584976000.0
2042.0,26915832000.0,33246913000.0,32064100000.0,32977640000.0,32352418000.0,32957241000.0,33387444000.0,33652142000.0,33518432000.0
2043.0,26475330000.0,33210579000.0,31804752000.0,32861204000.0,32156658000.0,32881732000.0,33422295000.0,33630775000.0,33698755000.0
2044.0,26014304000.0,33199580000.0,31582614000.0,32761653000.0,31991816000.0,32820648000.0,33351496000.0,33560388000.0,33475492000.0
2045.0,25589651000.0,33079430000.0,31397170000.0,32613048000.0,31761310000.0,32745898000.0,33315074000.0,33533776000.0,33429942000.0
2046.0,25220866000.0,33018118000.0,31216024000.0,32392626000.0,31538123000.0,32653306000.0,33235137000.0,33475578000.0,33375076000.0
2047.0,24734333000.0,32944226000.0,30958995000.0,32213686000.0,31354892000.0,32494004000.0,33184147000.0,33423358000.0,33332992000.0
2048.0,24109810000.0,32857725000.0,30636247000.0,32091542000.0,31124836000.0,32383148000.0,33124717000.0,33370786000.0,33290960000.0
2049.0,23403620000.0,32779954000.0,30338644000.0,31922970000.0,30926370000.0,32203400000.0,33101734000.0,33320110000.0,33233959000.0
2050.0,22673902000.0,32733880000.0,30078330000.0,31760757000.0,30687461000.0,32015878000.0,33030662000.0,33253000000.0,33154167000.0
2051.0,22018042000.0,32662026000.0,29817043000.0,31543624000.0,30401790000.0,31789850000.0,32965593000.0,33159360000.0,33051690000.0
2052.0,21288563000.0,32662086000.0,29516180000.0,31337783000.0,30156235000.0,31581305000.0,32884670000.0,33100761000.0,32977280000.0
2053.0,20627272000.0,32485954000.0,29299454000.0,31050975000.0,29837736000.0,31441250000.0,32834114000.0,33020900000.0,32888949000.0
2054.0,19844665000.0,32399708000.0,29075644000.0,30683920000.0,29456663000.0,31313783000.0,32813988000.0,32966318000.0,32830710000.0
2055.0,19054799000.0,32316365000.0,28782062000.0,30377050000.0,29178348000.0,31126927000.0,32704279000.0,32891566000.0,32790930000.0
2056.0,18295087000.0,32253336000.0,28606829000.0,30066980000.0,28896836000.0,30965645000.0,32579610000.0,32823441000.0,32745093000.0
2057.0,17365928000.0,32159140000.0,28275094000.0,29791785000.0,28588149000.0,30738176000.0,32481372000.0,32772411000.0,32639195000.0
2058.0,16563159000.0,32095576000.0,28013281000.0,29497502000.0,28301734000.0,30562500000.0,32418972000.0,32656270000.0,32587786000.0
2059.0,15598010000.0,31976309000.0,27736680000.0,29303765000.0,27864992000.0,30351962000.0,32345795000.0,32546664000.0,32479306000.0
2060.0,14722515000.0,31872274000.0,27547800000.0,29063502000.0,27510766000.0,30125634000.0,32228210000.0,32460943000.0,32433930000.0
2061.0,13840200000.0,31741235000.0,27252015000.0,28744909000.0,27117134000.0,29863346000.0,32138156000.0,32386576000.0,32383801000.0
2062.0,13158614000.0,31675197000.0,26964412000.0,28444686000.0,26719730000.0,29628221000.0,32076964000.0,32297515000.0,32300771000.0
2063.0,12361565000.0,31583490000.0,26691971000.0,28196825000.0,26424533000.0,29461897000.0,32002140000.0,32222327000.0,32158323000.0
2064.0,11783392000.0,31532524000.0,26404983000.0,27812983000.0,26097142000.0,29216123000.0,31861354000.0,32115380000.0,32078727000.0
2065.0,11249458000.0,31408069000.0,26167350000.0,27400403000.0,25780750000.0,29003833000.0,31728855000.0,32028408000.0,31985800000.0
2066.0,10521634000.0,31377893000.0,25930891000.0,27152355000.0,25347210000.0,28790420000.0,31626360000.0,31924736000.0,31840600000.0
2067.0,9905518000.0,31240980000.0,25690814000.0,26840828000.0,25037668000.0,28460564000.0,31539954000.0,31819300000.0,31749116000.0
2068.0,9169239000.0,31126790000.0,25392239000.0,26496793000.0,24677687000.0,28172153000.0,31410377000.0,31712233000.0,31630825000.0
2069.0,8239197700.0,31025244000.0,25085880000.0,26230505000.0,24151446000.0,27942797000.0,31290372000.0,31604787000.0,31568673000.0
2070.0,7524016000.0,31017683000.0,24853131000.0,25764012000.0,23801130000.0,27716580000.0,31121881000.0,31471874000.0,31431332000.0
2071.0,6714191400.0,30919234000.0,24476748000.0,25344385000.0,23374911000.0,27475740000.0,30953234000.0,31358280000.0,31275905000.0
2072.0,6081924000.0,30803687000.0,24147681000.0,25064680000.0,23016190000.0,27187149000.0,30839898000.0,31284808000.0,31128850000.0
2073.0,5509855700.0,30719902000.0,23760976000.0,24661068000.0,22652908000.0,26840826000.0,30646936000.0,31204973000.0,30952049000.0
2074.0,5025591000.0,30540448000.0,23484113000.0,24270344000.0,22319591000.0,26461618000.0,30530763000.0,31083910000.0,30820200000.0
2075.0,4311842300.0,30438920000.0,23266744000.0,23847772000.0,21894200000.0,26108082000.0,30392494000.0,30985690000.0,30688743000.0
2076.0,3784448000.0,30315387000.0,22965449000.0,23329378000.0,21458434000.0,25758722000.0,30246570000.0,30861197000.0,30582209000.0
2077.0,3342902800.0,30228685000.0,22704910000.0,23006902000.0,20920350000.0,25466544000.0,30096048000.0,30723113000.0,30453236000.0
2078.0,3059460400.0,30076598000.0,22332398000.0,22554053000.0,20350374000.0,25156311000.0,29946515000.0,30526185000.0,30269220000.0
2079.0,2741621000.0,29952397000.0,22009965000.0,22172879000.0,19863146000.0,24823056000.0,29825946000.0,30443332000.0,30149513000.0
2080.0,2471293000.0,29843128000.0,21812124000.0,21782264000.0,19351454000.0,24509733000.0,29680450000.0,30294424000.0,29881741000.0
2081.0,2098989300.0,29708931000.0,21527250000.0,21462049000.0,18864587000.0,24164315000.0,29471257000.0,30128017000.0,29723781000.0
2082.0,1771652200.0,29851208000.0,21198078000.0,21215340000.0,18422690000.0,23931100000.0,29308516000.0,29975644000.0,29532164000.0
2083.0,1525509200.0,29623380000.0,21029780000.0,20845310000.0,17849092000.0,23542640000.0,29179490000.0,29812990000.0,29358176000.0
2084.0,1277162900.0,29419192000.0,20841998000.0,20566940000.0,17401483000.0,23211289000.0,29042833000.0,29647284000.0,29149688000.0
2085.0,1021260100.0,29303908000.0,20655909000.0,20273738000.0,16733535000.0,22910665000.0,28857346000.0,29550668000.0,28952494000.0
2086.0,850303600.0,29131160000.0,20410984000.0,19925535000.0,16172876000.0,22691328000.0,28697480000.0,29390440000.0,28845253000.0
2087.0,743417100.0,29018927000.0,20255724000.0,19564136000.0,15740642000.0,22357932000.0,28480348000.0,29239812000.0,28558473000.0
2088.0,644729000.0,28955640000.0,20064844000.0,19158544000.0,15202821000.0,22042003000.0,28290343000.0,29066580000.0,28457112000.0
2089.0,576766500.0,28866572000.0,19855616000.0,18816221000.0,14630160000.0,21704060000.0,28120787000.0,28862835000.0,28270960000.0
2090.0,506547870.0,28691272000.0,19701068000.0,18503453000.0,14094682000.0,21435451000.0,27890480000.0,28662137000.0,28055976000.0
2091.0,415156800.0,28543105000.0,19443841000.0,18178562000.0,13568515000.0,21090488000.0,27816225000.0,28569414000.0,27868770000.0
2092.0,367293380.0,28411343000.0,19209820000.0,17987009000.0,13073889000.0,20740970000.0,27601897000.0,28343814000.0,27715662000.0
2093.0,295947740.0,28307399000.0,18923704000.0,17605796000.0,12424003000.0,20454894000.0,27388391000.0,28194523000.0,27550102000.0
2094.0,217774540.0,28167130000.0,19149218000.0,17507373000.0,11910094000.0,20239673000.0,27081517000.0,28007406000.0,27348920000.0
2095.0,173714380.0,27980603000.0,18622843000.0,17245790000.0,11494088000.0,19976133000.0,26827411000.0,27811230000.0,27234759000.0
2096.0,112241270.0,27831054000.0,18380421000.0,16838032000.0,11023040000.0,19685984000.0,26636530000.0,27660194000.0,27080045000.0
2097.0,89579040.0,27683123000.0,18193699000.0,16736425000.0,10384299000.0,19320750000.0,26502330000.0,28114274000.0,26902075000.0
2098.0,76993384.0,27665695000.0,17927858000.0,16610694000.0,9905292000.0,18848696000.0,26276227000.0,27388412000.0,26696305000.0
2099.0,61829356.0,27513506000.0,17701378000.0,16263695000.0,9422019000.0,18592900000.0,26013397000.0,27282760000.0,26446550000.0
2100.0,19824404.0,27356285000.0,17453080000.0,15987092000.0,8972900000.0,18341024000.0,25825886000.0,27051387000.0,26133078000.0
