time,IPSL-CM6A-LR,CESM2,MRI-ESM2-0,EC-EARTH3,EC-EARTH3-VEG,INM-CM4-8,INM-CM5-0,ACCESS-ESM1-5,CAMS-CSM1-0,TAIESM1,CESM2-WACCM,MPI-ESM1-2-HR,NORESM2-MM,FGOALS-F3-L,BCC-CSM2-MR,CANESM5,CMCC-CM2-SR5,GFDL-ESM4,ACCESS-CM2
2010.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0
2011.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0
2012.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0
2013.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0
2014.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0
2015.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0
2016.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0
2017.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0
2018.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0
2019.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0
2020.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0
2021.0,149585776251000.0,149502462730000.0,149600823926000.0,149619925473000.0,149560627680000.0,149622085454000.0,149667413511000.0,149638364928000.0,149627220748000.0,149484214378000.0,149564321640000.0,149635658327000.0,149606393424000.0,149699064230000.0,149543910690000.0,149496117242000.0,149823048362000.0,149696314094000.0,149511369517000.0
2022.0,148843837117000.0,149051898416000.0,149228595183000.0,149162560737000.0,149057640075000.0,149133385930000.0,149273630950000.0,149211187024000.0,149225588691000.0,148718525440000.0,148904362358000.0,149341778057000.0,149330130591000.0,149231811895000.0,148968365903000.0,148899427240000.0,149337568375000.0,149473618113000.0,148857620763000.0
2023.0,148283385898000.0,148591856206000.0,148475076854000.0,148714016224000.0,148469605293000.0,148756479886000.0,148819252208000.0,148602177185000.0,148945872204000.0,148087683912000.0,148296496989000.0,148901590902000.0,148858883480000.0,148874322348000.0,148269144684000.0,148255104137000.0,148915148600000.0,148990047693000.0,148412813126000.0
2024.0,147869575430000.0,147917467572000.0,147847088580000.0,148072932796000.0,147809306353000.0,148285543996000.0,148357125725000.0,148155661854000.0,148601156213000.0,147352553586000.0,147773861486000.0,148451227188000.0,148477596865000.0,148200812330000.0,147848531920000.0,147531298314000.0,148496848390000.0,148358419092000.0,147720289890000.0
2025.0,147242416575000.0,147423929049000.0,147265289484000.0,147383883876000.0,147059773492000.0,147833140573000.0,147894786493000.0,147564407958000.0,148080176940000.0,146567489944000.0,147104546417000.0,147994868405000.0,147962930260000.0,147536331364000.0,147275106535000.0,146681904786000.0,148207523333000.0,147845225297000.0,147113064716000.0
2026.0,146433551490000.0,146825282899000.0,146677521013000.0,146735537768000.0,146376461378000.0,147403951808000.0,147412895907000.0,147048532058000.0,147542941966000.0,145856618120000.0,146424424910000.0,147689301751000.0,147251068986000.0,147116688017000.0,146557799363000.0,146106967839000.0,148000211369000.0,147338695107000.0,146734493322000.0
2027.0,145993006629000.0,146214135808000.0,146127311766000.0,145990480361000.0,145816119588000.0,146745411315000.0,146886870310000.0,146495890291000.0,147181372537000.0,145060947348000.0,145740993664000.0,147245941730000.0,146711388313000.0,146624575097000.0,145957073966000.0,145495755631000.0,147305029189000.0,146889741659000.0,146096498435000.0
2028.0,145388324953000.0,145620820033000.0,145431274640000.0,145391249335000.0,145094949427000.0,146238030568000.0,146287138546000.0,145990032778000.0,146744252202000.0,144216634093000.0,145122455566000.0,146846621046000.0,146210864477000.0,145940227333000.0,145248844496000.0,144675078680000.0,146629651402000.0,146442043120000.0,145446136907000.0
2029.0,144821618947000.0,145102425417000.0,144885656719000.0,144535849049000.0,144204796110000.0,145707513956000.0,145842474903000.0,145542817060000.0,146166872374000.0,143275013641000.0,144531016335000.0,146545385182000.0,145778651521000.0,145192226201000.0,144601965228000.0,143766658114000.0,146036634456000.0,145917903402000.0,144653967031000.0
2030.0,144137618401000.0,144418018479000.0,144381917782000.0,143448417496000.0,143544443213000.0,145143212206000.0,145279247428000.0,144967530740000.0,145673869823000.0,142174204149000.0,144083655128000.0,146150024973000.0,145237790902000.0,144662505240000.0,143801789111000.0,143179715582000.0,145417023227000.0,145203527719000.0,143953976594000.0
2031.0,143296624240000.0,143826335777000.0,143577702327000.0,142511729459000.0,142891418925000.0,144611541332000.0,144703260081000.0,144330488275000.0,145208417661000.0,141121190853000.0,143638654533000.0,145683100760000.0,144742979444000.0,144031078471000.0,143119631580000.0,142293394100000.0,144904480387000.0,144586105904000.0,143280556080000.0
2032.0,142502197813000.0,143236270573000.0,142865223535000.0,141707170856000.0,142235977186000.0,144122786756000.0,144087541105000.0,143687209049000.0,144730192255000.0,140139031316000.0,143115466167000.0,145221770871000.0,144095500468000.0,143241661927000.0,142405533273000.0,141356500747000.0,144237506507000.0,143882283664000.0,142549425388000.0
2033.0,141793780030000.0,142438362191000.0,142209943081000.0,140632789405000.0,141361384438000.0,143554762992000.0,143636529912000.0,143141755413000.0,144091852070000.0,139154044243000.0,142450571793000.0,144666401508000.0,143693618614000.0,142512100605000.0,141684371288000.0,140515754387000.0,143549744272000.0,143340051434000.0,141932914655000.0
2034.0,141176563262000.0,141731374186000.0,141473119357000.0,139595862447000.0,140666357637000.0,142952168490000.0,143147057610000.0,142399794496000.0,143649510170000.0,137813949760000.0,141773167921000.0,144199558884000.0,143214891252000.0,141847910985000.0,140831408207000.0,139596339855000.0,142883883651000.0,142705542426000.0,141098042641000.0
2035.0,140645366431000.0,141007594331000.0,140766388039000.0,138516506669000.0,139867132582000.0,142363879121000.0,142695446219000.0,141796502758000.0,142972724100000.0,136623077704000.0,141093921558000.0,143779355090000.0,142753282620000.0,141260377374000.0,140139237296000.0,138679722597000.0,142038219554000.0,142248438145000.0,140328310146000.0
2036.0,140060548179000.0,140257224879000.0,140046699742000.0,137339485593000.0,139197699671000.0,141724693699000.0,142069747101000.0,141400910066000.0,142390900676000.0,135524223975000.0,140450342941000.0,143328339760000.0,142072697928000.0,140557533588000.0,139389584533000.0,137708701359000.0,141260559879000.0,141833976720000.0,139563603958000.0
2037.0,139390401898000.0,139552385582000.0,139227002754000.0,136194287811000.0,138446011281000.0,140982337320000.0,141458423658000.0,140780563776000.0,141971215452000.0,134319567401000.0,139731207894000.0,142790116243000.0,141499199011000.0,139963837605000.0,138646054301000.0,136850516428000.0,140504443593000.0,141378370258000.0,138758414968000.0
2038.0,138604922128000.0,138896751928000.0,138355751126000.0,135113646382000.0,137654779075000.0,140434751709000.0,140847399795000.0,140245067308000.0,141360572005000.0,133063773342000.0,138690941646000.0,142191155785000.0,140988522293000.0,139411884414000.0,137893618070000.0,135870899581000.0,139513747339000.0,140836460283000.0,137913848660000.0
2039.0,137892287397000.0,138026917589000.0,137413331907000.0,134168194187000.0,136564761600000.0,139790309895000.0,140285011375000.0,139640413067000.0,140832607183000.0,131914032728000.0,137846587848000.0,141637938381000.0,140424837342000.0,138798207457000.0,137196088105000.0,134866676216000.0,138501576615000.0,140182589021000.0,137135594218000.0
2040.0,137112551415000.0,136994848456000.0,136633573596000.0,132958965595000.0,135574859778000.0,139182823544000.0,139748195491000.0,138986126855000.0,140407359606000.0,130495790198000.0,136979640220000.0,141092270528000.0,139901291782000.0,138360566845000.0,136306458352000.0,133974966872000.0,137744849503000.0,139530288387000.0,136368880237000.0
2041.0,136334902141000.0,136129987131000.0,135597779708000.0,131741253954000.0,134640121721000.0,138471127017000.0,139129584390000.0,138286624749000.0,140006593730000.0,129042759166000.0,136261900904000.0,140587677371000.0,139187644024000.0,137909637574000.0,135523010784000.0,132940324309000.0,137025615399000.0,138930392481000.0,135718264703000.0
2042.0,135456551805000.0,135223976545000.0,134605141359000.0,130358717094000.0,133655053965000.0,137766750910000.0,138391549719000.0,137646078802000.0,139677913448000.0,127597467918000.0,135425373913000.0,140108098747000.0,138555076663000.0,137284279357000.0,134607268605000.0,131948887573000.0,136115511182000.0,138198137053000.0,135025706855000.0
2043.0,134600725864000.0,134102186054000.0,133710772217000.0,129044577146000.0,132808873350000.0,137035493422000.0,137825188617000.0,137164008238000.0,139179047278000.0,126095781394000.0,134460196767000.0,139528261118000.0,137832122936000.0,136608601099000.0,133531702326000.0,130816237440000.0,135034888386000.0,137620437544000.0,134029260865000.0
2044.0,133715004116000.0,133104019349000.0,132537450649000.0,127876344831000.0,131829097937000.0,136317653601000.0,137168119670000.0,136455075550000.0,138650291345000.0,124588158875000.0,133584238502000.0,139011816831000.0,137090579581000.0,135676283133000.0,132699466684000.0,129422345060000.0,134040341442000.0,136934687740000.0,133143211829000.0
2045.0,132751793461000.0,132070337990000.0,131455877015000.0,126598972519000.0,130661143665000.0,135696597468000.0,136577520167000.0,135666512072000.0,138227164522000.0,123191438616000.0,132664790123000.0,138487769550000.0,136189156450000.0,135004152344000.0,132065296250000.0,128276578265000.0,133144509220000.0,136208948101000.0,132227521989000.0
2046.0,131677925908000.0,131131043526000.0,130351910420000.0,125142066648000.0,129567897387000.0,135095389418000.0,136054043816000.0,134831228852000.0,137823644738000.0,121780255553000.0,131707538584000.0,137967683182000.0,135440617805000.0,134123291960000.0,131265742531000.0,127137477819000.0,132174403519000.0,135383889671000.0,131303750939000.0
2047.0,130555809096000.0,130223558275000.0,129251408725000.0,123494253268000.0,128401869870000.0,134412756134000.0,135445953250000.0,133813900953000.0,137343497234000.0,120080333642000.0,130783949441000.0,137459702089000.0,134744198136000.0,133435981271000.0,130107562528000.0,125887631192000.0,131170513962000.0,134789397847000.0,130300922545000.0
2048.0,129536490325000.0,129144400419000.0,127999449073000.0,122105560807000.0,127254975921000.0,133710442750000.0,134909417420000.0,133126123377000.0,136810579388000.0,118357847998000.0,129754738178000.0,136831125560000.0,133748778692000.0,132343065796000.0,129113689576000.0,124590481471000.0,129916880636000.0,134220039170000.0,129380816467000.0
2049.0,128288127757000.0,128172713396000.0,126974515508000.0,120705029479000.0,125998211222000.0,133056199383000.0,134274775991000.0,132474341610000.0,136317236969000.0,116568296905000.0,128570785410000.0,136186348419000.0,132964944356000.0,131671636366000.0,128249724351000.0,123317817373000.0,128670380359000.0,133656724622000.0,128371632937000.0
2050.0,127077674060000.0,127073193541000.0,125773057591000.0,119297416595000.0,124811507941000.0,132289716417000.0,133480892297000.0,131736753267000.0,135703128492000.0,114884812864000.0,127393740172000.0,135641427403000.0,132263940037000.0,130910244794000.0,127133030916000.0,122058898745000.0,127504323964000.0,132968460819000.0,127279887955000.0
2051.0,125910850931000.0,125727610550000.0,124494077990000.0,117764933590000.0,123496324124000.0,131579550040000.0,132814117419000.0,130991240620000.0,135159451570000.0,113120950714000.0,126208793750000.0,134806286899000.0,131370961107000.0,130095639196000.0,126027558443000.0,120705688348000.0,126558726810000.0,132332869801000.0,126171459478000.0
2052.0,124772776760000.0,124475836755000.0,123586596364000.0,116287327526000.0,122125769222000.0,130948479349000.0,132229551118000.0,130145268301000.0,134617841164000.0,111442358338000.0,125228786779000.0,134180588732000.0,130575557633000.0,129362164053000.0,125053894661000.0,119444250307000.0,125301101475000.0,131641231848000.0,125390649590000.0
2053.0,123666073471000.0,123096592430000.0,122453317955000.0,114844672270000.0,120753375978000.0,130282896686000.0,131548928079000.0,129034006218000.0,134169520720000.0,109612736366000.0,124207573198000.0,133540189151000.0,129719094031000.0,128528553763000.0,123938118712000.0,118099516346000.0,124172256274000.0,130858539685000.0,124405199109000.0
2054.0,122559622382000.0,121900174424000.0,121251718446000.0,113452548175000.0,119210378027000.0,129638115115000.0,130884716631000.0,128199591540000.0,133498841233000.0,107633859784000.0,123125280081000.0,132894760251000.0,128752959196000.0,127754093406000.0,122803821233000.0,116881956205000.0,122934267720000.0,130129708454000.0,123277280762000.0
2055.0,121423743360000.0,120717151391000.0,120004944836000.0,111772166599000.0,117798826164000.0,129024091817000.0,130231632887000.0,127168577633000.0,132932872866000.0,105770179637000.0,121733154375000.0,132257562694000.0,127974939625000.0,126962482802000.0,121781899215000.0,115616990687000.0,121719197133000.0,129299067094000.0,122173613556000.0
2056.0,120141613268000.0,119514447842000.0,118866244135000.0,110460761072000.0,116302193110000.0,128037891995000.0,129563391153000.0,126132135247000.0,132343663750000.0,103719721843000.0,120626624923000.0,131493395165000.0,127206354473000.0,125946401221000.0,120881207479000.0,114164583316000.0,120455538169000.0,128470236384000.0,120910753488000.0
2057.0,118796489660000.0,118121118698000.0,117871958197000.0,109172070186400.0,114949210172000.0,127296514922000.0,128822314915000.0,125167266280000.0,131923622988000.0,101869668130000.0,119392759956000.0,130852020139000.0,126415414569000.0,125105495098000.0,119864955422000.0,112812156037000.0,119095354325000.0,127616687359000.0,119636467730000.0
2058.0,117303038705000.0,116907572226700.0,116801948671000.0,107821099140400.0,113497744873000.0,126497479239000.0,128058621246000.0,124169232552000.0,131491651530000.0,100109953780000.0,118084855274000.0,130224382187000.0,125642469575000.0,124263785866000.0,118829898288000.0,111523880303000.0,117840524577000.0,126967171368000.0,118654185031000.0
2059.0,116085795013000.0,115501119967700.0,115794542836000.0,106311810971000.0,112055544137000.0,125678539587000.0,127390841643000.0,123142516724000.0,130901241899000.0,98206580170500.0,116663790381000.0,129492522755000.0,124703123039000.0,123246707414000.0,117563361373000.0,110201830932000.0,116524454230000.0,126122272827000.0,117448546803000.0
2060.0,114757433991000.0,113884883999000.0,114619370526000.0,104720156670500.0,110584224488000.0,124863800508000.0,126590499119000.0,122014653841400.0,130334603436000.0,96140209945000.0,115269186446000.0,128804024533000.0,123991070075000.0,122356306465000.0,116350351447400.0,108824075096000.0,115235178496000.0,125364282802000.0,116331564992700.0
2061.0,113554910979000.0,112544027447000.0,113390673332000.0,103132935078000.0,108973760697000.0,124030715731000.0,125942328454500.0,120953104830000.0,129873915244000.0,94083589475400.0,113716908350000.0,128047827228000.0,123239926382000.0,121600465831000.0,114950309741600.0,107627405167700.0,114326035360500.0,124595512101000.0,115116357700600.0
2062.0,112167912552000.0,110967892334800.0,112137297836000.0,101729000722000.0,107484608801000.0,123291930897000.0,125289270450500.0,119699410772600.0,129154475828000.0,92182090777300.0,112368333153200.0,127358118498000.0,122387518883000.0,120735922269000.0,113579472990100.0,106219803006000.0,112993318850300.0,123739520534000.0,113904207013000.0
2063.0,110932481392300.0,109542799675000.0,110974139351000.0,100298738607400.0,106296538610000.0,122475089366000.0,124641040077500.0,118533247924000.0,128576111006000.0,90467373941400.0,110972913409700.0,126514339305000.0,121518860880000.0,119936270190000.0,112406199525700.0,104549742905500.0,111209128162000.0,122965822368000.0,112649239477900.0
2064.0,109441490908800.0,107934491935100.0,109608602631000.0,98704766999000.0,104900967919000.0,121667145533000.0,123835684378700.0,117393114736500.0,127723025231000.0,88586855738400.0,109608751284300.0,125739860532000.0,120651076825000.0,119092104622000.0,111265678426500.0,103161060734000.0,109720182482300.0,122312285339000.0,111503528991000.0
2065.0,108037846123000.0,106386271881000.0,108807738340000.0,97083176838000.0,103291926428000.0,120677431575000.0,123081184877000.0,116285794081500.0,127203891310000.0,86608859950700.0,108281987719000.0,125073776208000.0,119894225212400.0,118265074160000.0,110051365166300.0,101783724430900.0,108072616580800.0,121331787421000.0,110150081933500.0
2066.0,106654118130600.0,104957506869700.0,107558681229000.0,95611860154600.0,101792474409000.0,119762329335000.0,122343067715000.0,115192756265000.0,126748116223000.0,84711471647300.0,106647656029000.0,124415741465000.0,119043357643700.0,117032663908000.0,108656209455300.0,100471880394500.0,106753878779700.0,120249471924000.0,109120413961200.0
2067.0,105228433674800.0,103506494582500.0,106327114891700.0,94205402902400.0,100279289861700.0,118896314836000.0,121479887257000.0,113924017170900.0,126251872531000.0,82921640314500.0,104971932004800.0,123688481097000.0,118062754021000.0,115771608760000.0,107382230331700.0,99034257130400.0,105292055422600.0,119396305484000.0,107907283917000.0
2068.0,103639437705200.0,102225426936600.0,104996616025300.0,92726844075600.0,98673479236000.0,117950071743700.0,120619553987400.0,112990157605600.0,125639421830000.0,81005435116900.0,103477049732700.0,122924888804000.0,116943725037600.0,114800737226900.0,106252791851200.0,97483341210900.0,103642241060500.0,118485092796000.0,106344884297700.0
2069.0,102222599375700.0,100630458541600.0,103880450243400.0,90945695776000.0,96907273854000.0,117004428784300.0,119877120018500.0,111848424699400.0,125094773404000.0,79004913019200.0,101956888339800.0,122212598144000.0,116076620303000.0,113723893525000.0,105122731861400.0,95788087469800.0,102045336448000.0,117654641204700.0,104936226451000.0
2070.0,100819408016000.0,99117233463400.0,102787976765400.0,89203080179000.0,95261212193400.0,116072182595000.0,119180529826600.0,110494186133500.0,124608409283000.0,77017730378600.0,100587826300700.0,121626513481000.0,115156101809400.0,112569844942000.0,103939433765100.0,94453190039500.0,100515442020000.0,116800973764000.0,103471781687300.0
2071.0,99282284406700.0,97499675162900.0,101461649210300.0,87552482942100.0,93383434713400.0,115185276101500.0,118440121573600.0,109273483279600.0,123960216710000.0,75123856044100.0,99057935816600.0,120876577033000.0,114106031755900.0,111431081933900.0,102646220371800.0,92755231978900.0,99186454410300.0,116001126531500.0,102139373597900.0
2072.0,97775758574400.0,96082567904800.0,100228702108400.0,85862879952100.0,91425745562400.0,114260500277400.0,117562255573500.0,107952203613700.0,123289984287000.0,73249955296400.0,97573686413500.0,120125563162000.0,113156071746100.0,110320268603300.0,101343309027300.0,90958283476200.0,97562288611700.0,115161576535000.0,100678732400400.0
2073.0,96434017750000.0,94361170502000.0,99001772761200.0,84178040058900.0,89641885065800.0,113282728172000.0,116930897020000.0,106782691871000.0,122757191259000.0,71423642043000.0,95714961724000.0,119385838178000.0,112090306188400.0,109192404704300.0,100016753835000.0,89470763601600.0,95859510997300.0,114452272570600.0,99032115469500.0
2074.0,94951365003800.0,92724609457000.0,97693799647400.0,82517841394900.0,87593215151100.0,112335814719500.0,116176571954800.0,105592606985900.0,122109420503000.0,69480720722100.0,94053751487300.0,118585097326000.0,111071318359000.0,107958787925600.0,98571531305600.0,87738158477200.0,94253538806900.0,113667922527000.0,97781161784300.0
2075.0,93467622108600.0,90899689113900.0,96529724345800.0,80609652145100.0,85674785964700.0,111261129350400.0,115401564310300.0,104465032723100.0,121584029307000.0,67418051765600.0,92300912359300.0,117861126816400.0,110158994930700.0,107042229274000.0,97273891583000.0,86291414246500.0,92786637159400.0,112772375127700.0,96377146625100.0
2076.0,92126645814200.0,89315511263000.0,95300998879000.0,78699159454500.0,83846546776800.0,110294647433000.0,114562217661600.0,103438618629400.0,121004837021000.0,65705778788000.0,90593762704400.0,117050624482000.0,109234763309800.0,105606679985600.0,96070685063700.0,84834753210800.0,91224665364600.0,111938659367000.0,94923704067400.0
2077.0,90537419066800.0,87716187389700.0,93740095967800.0,76807006335600.0,81876107831100.0,109524658650400.0,113691763264500.0,102292366470400.0,120441202495000.0,63901056613700.0,88807466819000.0,116249332796000.0,108070560120500.0,104376003650000.0,94719661874300.0,83406729004700.0,89851236736000.0,111036202988300.0,93311148605700.0
2078.0,88968138570300.0,85924834875100.0,92527201716000.0,74947583303600.0,79972152310700.0,108734219458800.0,113013600935300.0,101088067603600.0,119928380065000.0,61887438750500.0,86963356164100.0,115450918641000.0,107081704429700.0,103262652196800.0,93574948565000.0,82082800242700.0,88099322737900.0,110227872876300.0,91739433383200.0
2079.0,87624761045800.0,84107854051900.0,91156740512100.0,73295701115300.0,78146041103200.0,107851888937100.0,112104932178000.0,99927128954100.0,119273114131000.0,59910500473100.0,85293909091800.0,114656413109400.0,106109512781000.0,101812700174200.0,92217131394000.0,80400944512200.0,86339892951800.0,109192491204400.0,90183716995700.0
2080.0,86243580899400.0,82542818083700.0,89773083232700.0,71285536503200.0,76319745262000.0,106894323484700.0,111313730374000.0,98672623842100.0,118595630984000.0,58065926034700.0,83486676537900.0,113963191090900.0,105092394781200.0,100609535627000.0,91119506968600.0,78929581947400.0,84411296575300.0,108337127020600.0,88779702843700.0
2081.0,84542504232600.0,80833890846500.0,88311239124000.0,69429012096100.0,74286899468200.0,105905087745300.0,110433325736800.0,97446865352700.0,118038716793000.0,56388001848700.0,81698868480100.0,113142554536000.0,104081940452700.0,99515198561900.0,89900088314400.0,77485782892200.0,82602743438200.0,107412605429600.0,87280058410600.0
2082.0,82874923159300.0,79122797121900.0,86960091115400.0,67633397965900.0,72425735205800.0,105003835772300.0,109613544941200.0,96132742750300.0,117356625099000.0,54650721081240.0,79704065972800.0,112295384467000.0,103026017510800.0,98256630602200.0,88623344228500.0,75912768545000.0,80783433281600.0,106561495269400.0,85728194662100.0
2083.0,81494112302700.0,77202956856100.0,85859153860500.0,65721563960300.0,70458686398800.0,104102728287000.0,108897433642000.0,94653154954100.0,116734714983000.0,52987739497600.0,77906049651000.0,111356924578900.0,101899777868700.0,96857214476800.0,87261766113400.0,74414289432200.0,79042263686500.0,105588713226100.0,84160244927800.0
2084.0,79957335703600.0,75604927236000.0,84585011181900.0,63589583178100.0,68344821822100.0,103080583946000.0,108121781188500.0,93329280674100.0,116205508089000.0,51283957998100.0,75975078517600.0,110408542835900.0,100862948752200.0,95410049331900.0,86033217948500.0,72841785063300.0,77510401302500.0,104603926493000.0,82731926640100.0
2085.0,78495175894540.0,73929230204500.0,83322734370400.0,61810569415600.0,66217852268600.0,102240420616100.0,107261813837300.0,92006303564400.0,115499500791000.0,49784798316760.0,74309431888100.0,109577765951000.0,99789157432500.0,94176169219500.0,84941176241100.0,71069456675500.0,75666760024600.0,103494479330700.0,81139439477100.0
