time,MPI-ESM1-2-HR,IITM-ESM,KACE-1-0-G,MRI-ESM2-0,UKESM1-0-LL,CESM2-WACCM,IPSL-CM6A-LR,TAIESM1,GFDL-ESM4
2018.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0
2019.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0
2020.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0
2021.0,832679600000.0,851093500000.0,821792700000.0,831157600000.0,824126900000.0,832707100000.0,838123700000.0,834870000000.0,839211000000.0
2022.0,828552600000.0,841658700000.0,779096560000.0,805464640000.0,818553700000.0,813922450000.0,827139560000.0,801915340000.0,806447700000.0
2023.0,797335700000.0,830748700000.0,714590650000.0,781293500000.0,795379800000.0,786617470000.0,812804000000.0,789501900000.0,770572200000.0
2024.0,796640940000.0,831371740000.0,662987200000.0,758516200000.0,770736850000.0,779916200000.0,814888000000.0,755868800000.0,744336100000.0
2025.0,770822960000.0,835713760000.0,635414400000.0,729125900000.0,742345800000.0,763498400000.0,800774100000.0,724832700000.0,722266700000.0
2026.0,764687300000.0,794359560000.0,591732600000.0,698822900000.0,720914740000.0,742127700000.0,761960800000.0,696742800000.0,718952200000.0
2027.0,747698060000.0,789733050000.0,566307450000.0,675183660000.0,670655250000.0,719429570000.0,726482350000.0,665733500000.0,683687540000.0
2028.0,743124240000.0,784880570000.0,526299600000.0,658606100000.0,627724300000.0,706906400000.0,709742360000.0,642060850000.0,677626800000.0
2029.0,734537250000.0,746576150000.0,495392300000.0,622222640000.0,599097540000.0,679272840000.0,695229500000.0,609340360000.0,656158360000.0
2030.0,713381900000.0,746021900000.0,472857940000.0,587259250000.0,552121660000.0,669861700000.0,680490570000.0,578229040000.0,645458800000.0
2031.0,686098500000.0,731169360000.0,453370540000.0,566894300000.0,521528670000.0,665080000000.0,665693900000.0,551904900000.0,632947300000.0
2032.0,683867440000.0,716227900000.0,428322160000.0,554963900000.0,471206760000.0,640390700000.0,651936000000.0,528954950000.0,621444860000.0
2033.0,667685800000.0,697589000000.0,404854280000.0,539952870000.0,435973260000.0,608871800000.0,627844000000.0,506494100000.0,602623050000.0
2034.0,644914400000.0,699360500000.0,381866770000.0,523476430000.0,412661580000.0,582792500000.0,607481600000.0,475540800000.0,592817000000.0
2035.0,640144100000.0,695518700000.0,361032250000.0,511097960000.0,386437380000.0,567714250000.0,587781200000.0,453825130000.0,577543140000.0
2036.0,626879100000.0,705841860000.0,338750730000.0,492008700000.0,372980700000.0,547314340000.0,574861600000.0,436196640000.0,560424600000.0
2037.0,621191560000.0,715936040000.0,316330200000.0,477324540000.0,349601330000.0,542873450000.0,554987100000.0,421848780000.0,547092900000.0
2038.0,613928340000.0,694124500000.0,299082650000.0,459780360000.0,335400270000.0,522282600000.0,530697000000.0,400055860000.0,532858540000.0
2039.0,589373000000.0,685372150000.0,276560000000.0,452154980000.0,322169080000.0,501038020000.0,528650670000.0,386646080000.0,524149230000.0
2040.0,573304500000.0,686053460000.0,258645980000.0,436464030000.0,309110470000.0,484619320000.0,497278680000.0,381673340000.0,514452230000.0
2041.0,564412350000.0,665356660000.0,244114590000.0,426623430000.0,294735740000.0,458140020000.0,465746260000.0,366496650000.0,491870620000.0
2042.0,553096250000.0,659450000000.0,227962200000.0,416974730000.0,274985420000.0,448329120000.0,448978160000.0,344351240000.0,473525600000.0
2043.0,543650450000.0,645301300000.0,205965130000.0,399696170000.0,256230360000.0,431736400000.0,423920140000.0,330537000000.0,472579050000.0
2044.0,540967670000.0,629687650000.0,194265740000.0,390931380000.0,241864460000.0,407698100000.0,406506930000.0,316892350000.0,465951600000.0
2045.0,527216380000.0,629555700000.0,179311760000.0,376594830000.0,231199110000.0,385750660000.0,385581200000.0,301490930000.0,456898700000.0
2046.0,509098900000.0,605086150000.0,164275110000.0,357038030000.0,219060760000.0,360875620000.0,367972970000.0,284040130000.0,449262850000.0
2047.0,510628560000.0,599212750000.0,152363290000.0,341376400000.0,203059770000.0,335549600000.0,345350340000.0,268527530000.0,445045050000.0
2048.0,496724540000.0,592363200000.0,145606720000.0,334680560000.0,186144500000.0,315319420000.0,325057220000.0,245175070000.0,436690520000.0
2049.0,493471500000.0,598329460000.0,134453210000.0,309784400000.0,170785500000.0,297105100000.0,311186620000.0,230049530000.0,425348460000.0
2050.0,492203570000.0,601570540000.0,127208090000.0,303389740000.0,161141500000.0,283358000000.0,290279200000.0,217829130000.0,416772130000.0
2051.0,475422400000.0,581212240000.0,119803150000.0,285447550000.0,155235480000.0,262582440000.0,277137160000.0,207011020000.0,408694520000.0
2052.0,454660300000.0,588210300000.0,113726940000.0,274435740000.0,145765830000.0,247110350000.0,264546800000.0,194900100000.0,402922700000.0
2053.0,448752980000.0,593756300000.0,106263930000.0,262367180000.0,139721260000.0,232317120000.0,253049830000.0,174583350000.0,396578000000.0
2054.0,434314500000.0,586875600000.0,98851030000.0,256490500000.0,125620896000.0,222403000000.0,235299130000.0,164408150000.0,374306900000.0
2055.0,429679020000.0,586878550000.0,89286120000.0,246870930000.0,110441920000.0,216479550000.0,224764740000.0,155261450000.0,360033450000.0
2056.0,422145980000.0,583810350000.0,81645280000.0,240770880000.0,104123920000.0,203652370000.0,214549740000.0,147698250000.0,345396840000.0
2057.0,415708380000.0,565787600000.0,74857690000.0,231959360000.0,95490030000.0,192979750000.0,209315220000.0,135336990000.0,330379460000.0
2058.0,405162330000.0,532145000000.0,67699720000.0,223909330000.0,86982710000.0,183551500000.0,198293010000.0,126618480000.0,324916700000.0
2059.0,388993880000.0,519856400000.0,60880753000.0,212421620000.0,78524860000.0,175804760000.0,188955480000.0,117065466000.0,322356150000.0
2060.0,377597560000.0,505293830000.0,55083336000.0,200179250000.0,70202204000.0,162828960000.0,179578980000.0,106784910000.0,317221500000.0
2061.0,375385060000.0,490220360000.0,50222977000.0,192753070000.0,62531440000.0,151504470000.0,170012130000.0,96331370000.0,305915000000.0
2062.0,364272060000.0,469404650000.0,47494943000.0,182784330000.0,56165798000.0,142713420000.0,159161700000.0,89207700000.0,292097200000.0
2063.0,349058500000.0,446253400000.0,43362968000.0,181131460000.0,50622513000.0,135534160000.0,148722040000.0,82254320000.0,283383920000.0
2064.0,346337280000.0,441108000000.0,39208153000.0,176859760000.0,46153175000.0,128609310000.0,138512270000.0,75121600000.0,275672830000.0
2065.0,337712550000.0,415973340000.0,34069959000.0,167870890000.0,42808308000.0,120567280000.0,130172010000.0,70697420000.0,269482020000.0
2066.0,332428300000.0,395708470000.0,30392642000.0,158558010000.0,37606674000.0,113006940000.0,124655760000.0,66481873000.0,266918220000.0
2067.0,324990100000.0,385613100000.0,26680140000.0,151437440000.0,33849967000.0,104747910000.0,112725310000.0,61291660000.0,263768490000.0
2068.0,321309100000.0,385548940000.0,23451795000.0,141114490000.0,29410288000.0,97840060000.0,104909140000.0,54948168000.0,255600180000.0
2069.0,315276430000.0,384024800000.0,20836694000.0,136176180000.0,26784840000.0,92034160000.0,95846520000.0,50914240000.0,248679890000.0
2070.0,312612300000.0,388327770000.0,18482209000.0,134085910000.0,23859298000.0,87382110000.0,90598620000.0,48257655000.0,247198560000.0
2071.0,298921530000.0,387988700000.0,17100939000.0,125665280000.0,20128842000.0,82624440000.0,85989120000.0,43061370000.0,242823630000.0
2072.0,296753700000.0,377658300000.0,14914377000.0,118346630000.0,17651194000.0,77263620000.0,78722860000.0,38371664000.0,237525960000.0
2073.0,289321000000.0,369177170000.0,12698677000.0,113742570000.0,15553860000.0,71897570000.0,72766100000.0,35194143000.0,229741770000.0
2074.0,275959840000.0,378344280000.0,11148549000.0,108255090000.0,13486497000.0,68739750000.0,65150046000.0,30908029000.0,223140710000.0
2075.0,270869300000.0,374343900000.0,10386416000.0,103948010000.0,11546619000.0,65049928000.0,62082740000.0,25451264000.0,216495980000.0
2076.0,263151680000.0,361457980000.0,9572218000.0,101892810000.0,10463998000.0,60567400000.0,57211260000.0,22680210000.0,215964600000.0
2077.0,252911730000.0,344256250000.0,9610986000.0,94293434000.0,8861320000.0,55491002000.0,53350736000.0,20716292000.0,214294920000.0
2078.0,249019940000.0,340959330000.0,9139824000.0,90841160000.0,7598271000.0,53165030000.0,48213754000.0,17910802000.0,205175110000.0
2079.0,242874970000.0,335920370000.0,9426260000.0,89673200000.0,6505861000.0,48238174000.0,44214403000.0,16062575000.0,202160010000.0
2080.0,237427560000.0,323639740000.0,8536422400.0,87041460000.0,6151023600.0,44553925000.0,40476490000.0,13832045000.0,193725740000.0
2081.0,234453800000.0,315659850000.0,8827795000.0,83853520000.0,5439012400.0,41233666000.0,37818814000.0,12432433000.0,186042650000.0
2082.0,225112470000.0,296523300000.0,8521250000.0,79417926000.0,4754179600.0,37944975000.0,34080186000.0,11624004000.0,183489530000.0
2083.0,216245760000.0,281460930000.0,7900002000.0,77012030000.0,4185423400.0,34494427000.0,32040516000.0,10443532000.0,175838220000.0
2084.0,215520380000.0,275268470000.0,7647065000.0,72425840000.0,3946984400.0,31647947000.0,30098618000.0,9404954000.0,170127540000.0
2085.0,210096200000.0,269756240000.0,7422738000.0,70121740000.0,3826838500.0,29481073000.0,27804924000.0,8657159000.0,164715970000.0
2086.0,201532300000.0,271742600000.0,6962071000.0,66616025000.0,3503360000.0,27726297000.0,25371523000.0,8069123000.0,159312280000.0
2087.0,191674600000.0,265973280000.0,6502008300.0,64313745000.0,3233425000.0,26263056000.0,23209372000.0,6824129500.0,155141830000.0
2088.0,183198990000.0,256094140000.0,6205611000.0,61141942000.0,3164423400.0,23282647000.0,22210527000.0,6610184700.0,156899840000.0
2089.0,174393900000.0,254096560000.0,6078642000.0,58659762000.0,3026059000.0,21800532000.0,20565750000.0,5970373600.0,150444690000.0
2090.0,169251620000.0,251743240000.0,5858595300.0,56822047000.0,2941827800.0,21201760000.0,19688995000.0,5552358000.0,144962440000.0
2091.0,168426910000.0,252912290000.0,5690608600.0,55752440000.0,2889756200.0,19939215000.0,17662978000.0,5177070000.0,139535250000.0
2092.0,164181260000.0,251866530000.0,5548162600.0,53715300000.0,2745902300.0,18566615000.0,16275045000.0,4942898700.0,138846570000.0
2093.0,154953420000.0,247848480000.0,5229773300.0,51924980000.0,2666116400.0,17150677000.0,14328831000.0,4793449500.0,132285740000.0
2094.0,149304080000.0,245094170000.0,5045208000.0,50145083000.0,2528286200.0,16363703000.0,14080781000.0,4517044000.0,129200005000.0
2095.0,143786330000.0,243827740000.0,5052649000.0,48682103000.0,2416942000.0,15568527000.0,13125318000.0,4231252700.0,128171830000.0
2096.0,131948020000.0,236817290000.0,4766046000.0,47164420000.0,2349426200.0,14932563000.0,12362595000.0,3921400600.0,124091430000.0
2097.0,130610090000.0,234428730000.0,4759095000.0,46192108000.0,2228002000.0,13985215000.0,11236492000.0,3812083700.0,121623930000.0
2098.0,130062420000.0,234876420000.0,4674964000.0,44845130000.0,2158459100.0,13197689000.0,10382379000.0,3727764200.0,115649840000.0
2099.0,125301300000.0,227636920000.0,4690412000.0,44060488000.0,2144301800.0,13093764000.0,10061958000.0,3711086800.0,114732730000.0
2100.0,125673150000.0,224301380000.0,4605647400.0,43220857000.0,2069813000.0,12472721000.0,9716558000.0,3695039200.0,113629450000.0
