time,CSIRO-MK3-6-0,GISS-E2-R,GFDL-ESM2G,CCSM4,GFDL-CM3,CANESM2,IPSL-CM5A-LR,CNRM-CM5,MPI-ESM-LR,NORESM1-M
2015.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0
2016.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0
2017.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0
2018.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0
2019.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0
2020.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0
2021.0,51516480000.0,51524500000.0,51519260000.0,51518894000.0,51516527000.0,51530140000.0,51515523000.0,51515100000.0,51521176000.0,51576455000.0
2022.0,51524727000.0,51509203000.0,51497250000.0,51479577000.0,51502772000.0,51504116000.0,51502375000.0,51506385000.0,51515236000.0,51507700000.0
2023.0,51469857000.0,51476690000.0,51457438000.0,51476566000.0,51449377000.0,51461915000.0,51505150000.0,51455910000.0,51471016000.0,51450434000.0
2024.0,51468083000.0,51507986000.0,51444335000.0,51446133000.0,51434324000.0,51419038000.0,51450986000.0,51440587000.0,51449910000.0,51403567000.0
2025.0,51412853000.0,51463315000.0,51416730000.0,51401822000.0,51390288000.0,51413103000.0,51406004000.0,51414280000.0,51439415000.0,51382530000.0
2026.0,51391870000.0,51438650000.0,51372433000.0,51373530000.0,51371130000.0,51380150000.0,51483255000.0,51387662000.0,51397950000.0,51357220000.0
2027.0,51387980000.0,51404993000.0,51354677000.0,51376763000.0,51327914000.0,51365010000.0,51389526000.0,51354210000.0,51383595000.0,51315700000.0
2028.0,51354490000.0,51401572000.0,51338596000.0,51344896000.0,51297420000.0,51320590000.0,51358650000.0,51337110000.0,51332936000.0,51291350000.0
2029.0,51325956000.0,51373570000.0,51332444000.0,51324465000.0,51259170000.0,51310727000.0,51344466000.0,51305665000.0,51312370000.0,51260230000.0
2030.0,51321455000.0,51412374000.0,51291468000.0,51334914000.0,51229970000.0,51300426000.0,51330780000.0,51274875000.0,51291540000.0,51236720000.0
2031.0,51298255000.0,51343122000.0,51262996000.0,51282678000.0,51171100000.0,51278856000.0,51297296000.0,51223500000.0,51274105000.0,51212698000.0
2032.0,51270013000.0,51303720000.0,51225457000.0,51261120000.0,51134386000.0,51236490000.0,51278184000.0,51189522000.0,51252590000.0,51204665000.0
2033.0,51261465000.0,51293970000.0,51200860000.0,51255255000.0,51102450000.0,51206885000.0,51277726000.0,51143078000.0,51219644000.0,51169722000.0
2034.0,51252113000.0,51293010000.0,51187565000.0,51264480000.0,51022540000.0,51169804000.0,51235262000.0,51122168000.0,51211366000.0,51111640000.0
2035.0,51234165000.0,51257580000.0,51139027000.0,51233714000.0,50992353000.0,51123806000.0,51223070000.0,51045710000.0,51176370000.0,51057080000.0
2036.0,51195154000.0,51236164000.0,51084636000.0,51195556000.0,50933727000.0,51076694000.0,51202294000.0,50964734000.0,51142103000.0,50985380000.0
2037.0,51170898000.0,51216470000.0,51039540000.0,51171140000.0,50885714000.0,51041358000.0,51150864000.0,50896302000.0,51104076000.0,50913223000.0
2038.0,51157820000.0,51209720000.0,50996500000.0,51143370000.0,50795135000.0,50983460000.0,51123204000.0,50727457000.0,51068830000.0,50807984000.0
2039.0,51123020000.0,51191320000.0,50935157000.0,51120447000.0,50730242000.0,50936226000.0,51077313000.0,50660643000.0,51024090000.0,50724470000.0
2040.0,51104120000.0,51152523000.0,50865246000.0,51365315000.0,50644750000.0,50857590000.0,51050455000.0,50595398000.0,50995593000.0,50685310000.0
2041.0,51051780000.0,51136676000.0,50818740000.0,51160670000.0,50546016000.0,50832110000.0,51005506000.0,50499187000.0,50945774000.0,50652160000.0
2042.0,51003730000.0,51110048000.0,50779984000.0,51082210000.0,50438013000.0,50763450000.0,50965496000.0,50382790000.0,50876660000.0,50562822000.0
2043.0,50957083000.0,51100185000.0,50755478000.0,51061720000.0,50357660000.0,50687890000.0,50936594000.0,50286883000.0,50842240000.0,50487267000.0
2044.0,50934227000.0,51103842000.0,50723770000.0,50994995000.0,50249933000.0,50620330000.0,50884334000.0,50173680000.0,50804050000.0,50378793000.0
2045.0,50897900000.0,51053375000.0,50646634000.0,50959348000.0,50097130000.0,50534433000.0,50841313000.0,50039788000.0,50757490000.0,50316970000.0
2046.0,50870890000.0,51004305000.0,50612466000.0,50917016000.0,49976308000.0,50433876000.0,50802418000.0,49906606000.0,50716150000.0,50211360000.0
2047.0,50816090000.0,50968360000.0,50550514000.0,50886900000.0,49841385000.0,50357080000.0,50720440000.0,49790628000.0,50668680000.0,50068095000.0
2048.0,50755207000.0,50930640000.0,50477750000.0,50834596000.0,49707930000.0,50228360000.0,50616150000.0,49648570000.0,50604050000.0,49931493000.0
2049.0,50716004000.0,50894873000.0,50400140000.0,50807546000.0,49580585000.0,50151297000.0,50525730000.0,49498610000.0,50529178000.0,49795613000.0
2050.0,50677530000.0,50876510000.0,50311910000.0,50778410000.0,49437123000.0,49988110000.0,50441230000.0,49308914000.0,50457043000.0,49668540000.0
2051.0,50643567000.0,50821046000.0,50232220000.0,50728006000.0,49267470000.0,49849570000.0,50355340000.0,49016940000.0,50374324000.0,49542690000.0
2052.0,50605564000.0,50788598000.0,50151748000.0,50679288000.0,49125190000.0,49639006000.0,50244030000.0,48707810000.0,50291585000.0,49424430000.0
2053.0,50519620000.0,50735660000.0,50032400000.0,50605250000.0,48900770000.0,49499566000.0,50133926000.0,48494800000.0,50191786000.0,49312043000.0
2054.0,50462855000.0,50707444000.0,49946677000.0,50546420000.0,48705417000.0,49343660000.0,49990770000.0,48273015000.0,50101326000.0,49185010000.0
2055.0,50400776000.0,50679235000.0,49850090000.0,50506277000.0,48556257000.0,49247860000.0,49836280000.0,48041214000.0,50017657000.0,49018170000.0
2056.0,50321424000.0,50640000000.0,49706320000.0,50461594000.0,48399266000.0,49097744000.0,49701300000.0,47897653000.0,49876840000.0,48797070000.0
2057.0,50260546000.0,50539260000.0,49590915000.0,50370884000.0,48165680000.0,48975274000.0,49566646000.0,47599950000.0,49754370000.0,48616972000.0
2058.0,50203804000.0,50483618000.0,49448360000.0,50274290000.0,47951640000.0,48838345000.0,49382580000.0,47298440000.0,49674000000.0,48445540000.0
2059.0,50146830000.0,50449064000.0,49309864000.0,50170250000.0,47731024000.0,48641180000.0,49174696000.0,47053165000.0,49563570000.0,48245380000.0
2060.0,50050236000.0,50348425000.0,49145516000.0,50089630000.0,47459308000.0,48416764000.0,48956280000.0,46704230000.0,49424597000.0,48061320000.0
2061.0,49996866000.0,50272297000.0,49005167000.0,50048520000.0,47227695000.0,48291385000.0,48814514000.0,46316577000.0,49319300000.0,47843512000.0
2062.0,49910290000.0,50206310000.0,48852193000.0,49962463000.0,46910370000.0,48134190000.0,48608506000.0,45884850000.0,49209430000.0,47628345000.0
2063.0,49852400000.0,50108990000.0,48691155000.0,49861860000.0,46563914000.0,47832560000.0,48458890000.0,45471412000.0,49056000000.0,47352353000.0
2064.0,49753928000.0,50027760000.0,48526250000.0,49789710000.0,46250910000.0,47619056000.0,48152760000.0,45140630000.0,48906416000.0,47187790000.0
2065.0,49655505000.0,49965390000.0,48368824000.0,49683560000.0,45884056000.0,47413993000.0,47974425000.0,44763920000.0,48786543000.0,46960340000.0
2066.0,49594810000.0,49907520000.0,48232247000.0,49575293000.0,45387665000.0,47157555000.0,47729394000.0,44425392000.0,48659570000.0,46706848000.0
2067.0,49508835000.0,49832770000.0,48076490000.0,49477116000.0,45058183000.0,46769934000.0,47451630000.0,44061286000.0,48534220000.0,46442344000.0
2068.0,49410994000.0,49714590000.0,47909190000.0,49404998000.0,44680462000.0,46383423000.0,47128437000.0,43670376000.0,48352300000.0,46216650000.0
2069.0,49307790000.0,49651937000.0,47733002000.0,49249665000.0,44371130000.0,46079030000.0,46880800000.0,43378774000.0,48159924000.0,45980443000.0
2070.0,49228886000.0,49546957000.0,47533412000.0,49122492000.0,44072500000.0,45779595000.0,46677336000.0,43058600000.0,47973300000.0,45868286000.0
2071.0,49101410000.0,49435480000.0,47331810000.0,48995900000.0,43777106000.0,45396040000.0,46360280000.0,42642383000.0,47799510000.0,45594296000.0
2072.0,48999506000.0,49379873000.0,47206580000.0,48917160000.0,43454894000.0,45137506000.0,46091830000.0,42227597000.0,47644000000.0,45375260000.0
2073.0,48862515000.0,49262633000.0,47064240000.0,48778355000.0,43081023000.0,44790120000.0,45816738000.0,41765460000.0,47495210000.0,45156925000.0
2074.0,48748126000.0,49187373000.0,46879035000.0,48670620000.0,42747740000.0,44496810000.0,45575578000.0,41397117000.0,47305224000.0,44922712000.0
2075.0,48619830000.0,49115726000.0,46701167000.0,48533580000.0,42390147000.0,44277280000.0,45328937000.0,41054440000.0,47142680000.0,44689730000.0
2076.0,48471030000.0,48977715000.0,46520820000.0,48359993000.0,42037916000.0,44000817000.0,45073170000.0,40630860000.0,46895325000.0,44499354000.0
2077.0,48366890000.0,48896040000.0,46289195000.0,48159090000.0,41588023000.0,43713577000.0,44740256000.0,40182866000.0,46692286000.0,44273066000.0
2078.0,48246020000.0,48816124000.0,46112715000.0,47968276000.0,41171860000.0,43428060000.0,44541817000.0,39733670000.0,46535737000.0,44010525000.0
2079.0,48062190000.0,48696173000.0,45844840000.0,47766737000.0,40813195000.0,43026850000.0,44319797000.0,39202333000.0,46336254000.0,43677622000.0
2080.0,47947203000.0,48560144000.0,45664043000.0,47455670000.0,40428750000.0,42757894000.0,44028895000.0,38724380000.0,46100560000.0,43459944000.0
2081.0,47741604000.0,48477147000.0,45468850000.0,47202185000.0,39949754000.0,42452190000.0,43709150000.0,38247133000.0,45863620000.0,43190497000.0
2082.0,47636423000.0,48376607000.0,45282550000.0,46931080000.0,39520690000.0,42160955000.0,43490226000.0,37686230000.0,45591660000.0,42984580000.0
2083.0,47511860000.0,48264483000.0,45025358000.0,46658390000.0,39054574000.0,41828192000.0,43196810000.0,37185410000.0,45359776000.0,42707890000.0
2084.0,47358902000.0,48089407000.0,44785510000.0,46385310000.0,38658260000.0,41507540000.0,42766730000.0,36774290000.0,45093210000.0,42414395000.0
2085.0,47186043000.0,47934804000.0,44560327000.0,46196300000.0,38205080000.0,41214083000.0,42377410000.0,36328930000.0,44810130000.0,42154660000.0
2086.0,47012780000.0,47833330000.0,44403188000.0,45962240000.0,37736227000.0,40825696000.0,41967268000.0,35876733000.0,44613526000.0,41915744000.0
2087.0,46805870000.0,47715066000.0,44132150000.0,45669850000.0,37259665000.0,40514855000.0,41609413000.0,35425060000.0,44298306000.0,41651310000.0
2088.0,46608302000.0,47638045000.0,43874497000.0,45301797000.0,36826980000.0,40129524000.0,41313833000.0,35094310000.0,44085010000.0,41417294000.0
2089.0,46463152000.0,47529337000.0,43619060000.0,45030433000.0,36389020000.0,39784050000.0,41072780000.0,34635792000.0,43882115000.0,41096530000.0
2090.0,46228877000.0,47383036000.0,43317410000.0,44662403000.0,35782566000.0,39337440000.0,40804446000.0,34339224000.0,43628100000.0,40777100000.0
2091.0,45992140000.0,47281590000.0,42966940000.0,44354888000.0,35152187000.0,38975648000.0,40524420000.0,33872833000.0,43452596000.0,40591733000.0
2092.0,45810100000.0,47090580000.0,42663280000.0,44058997000.0,34706640000.0,38538506000.0,40242115000.0,33425988000.0,43235490000.0,40361610000.0
2093.0,45607485000.0,46926737000.0,42438627000.0,43701035000.0,34144369000.0,37999250000.0,39971807000.0,32990304000.0,42926820000.0,40011580000.0
2094.0,45442367000.0,46800570000.0,42146800000.0,43380056000.0,33686841000.0,37438108000.0,39796666000.0,32623878000.0,42713870000.0,39767507000.0
2095.0,45316194000.0,46738424000.0,41946964000.0,43146030000.0,33144457000.0,36913060000.0,39531147000.0,32189650000.0,42414576000.0,39496126000.0
2096.0,45130097000.0,46618665000.0,41650905000.0,42862000000.0,32640395000.0,36425910000.0,39239990000.0,31719023000.0,42144223000.0,39210740000.0
2097.0,44941283000.0,46447096000.0,41373094000.0,42574082000.0,32066873000.0,35867200000.0,38954058000.0,31157434000.0,41893860000.0,38891480000.0
2098.0,44724806000.0,46351640000.0,41081610000.0,42230497000.0,31487711000.0,35328990000.0,38660050000.0,30792298000.0,41621960000.0,38546407000.0
2099.0,44483080000.0,46220927000.0,40835097000.0,41859994000.0,30968084000.0,34692874000.0,38399468000.0,30271758000.0,41337815000.0,38193828000.0
2100.0,44239966000.0,46071665000.0,40573006000.0,41493370000.0,30361696000.0,33951940000.0,38023893000.0,29767827000.0,41115103000.0,37909557000.0
