time,CESM1-CAM5,GISS-E2-R,CSIRO-MK3-6-0,CCSM4,GFDL-ESM2G,CNRM-CM5,IPSL-CM5A-LR,MPI-ESM-LR,GFDL-CM3,CANESM2,NORESM1-M
2013.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0
2014.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0
2015.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0
2016.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0
2017.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0
2018.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0
2019.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0
2020.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0
2021.0,51491156000.0,51521372000.0,51517990000.0,51524047000.0,51514274000.0,51722070000.0,51519332000.0,51513890000.0,51522503000.0,51489510000.0,51513807000.0
2022.0,51457552000.0,51507438000.0,51500454000.0,51510608000.0,51488320000.0,51519218000.0,51498123000.0,51525320000.0,51468517000.0,51479732000.0,51472700000.0
2023.0,51428180000.0,51475190000.0,51472550000.0,51482200000.0,51475722000.0,51492745000.0,51481715000.0,51478430000.0,51427893000.0,51458700000.0,51461380000.0
2024.0,51402486000.0,51463053000.0,51451010000.0,51464550000.0,51461920000.0,51465740000.0,51467567000.0,51625742000.0,51350010000.0,51491463000.0,51409990000.0
2025.0,51351330000.0,51431404000.0,51406488000.0,51438023000.0,51524720000.0,51432130000.0,51407590000.0,51484996000.0,51276464000.0,51411436000.0,51387396000.0
2026.0,51317744000.0,51415466000.0,51378180000.0,51407892000.0,51423752000.0,51430170000.0,51396555000.0,51434580000.0,51235350000.0,51387347000.0,51381700000.0
2027.0,51283096000.0,51385140000.0,51360220000.0,51375407000.0,51394210000.0,51402550000.0,51407233000.0,51458875000.0,51164880000.0,51359535000.0,51320017000.0
2028.0,51256070000.0,51411420000.0,51353657000.0,51365470000.0,51376430000.0,51372930000.0,51365945000.0,51397186000.0,51079373000.0,51325846000.0,51303195000.0
2029.0,51247935000.0,51357258000.0,51333956000.0,51348130000.0,51355754000.0,51339338000.0,51362484000.0,51368387000.0,50971290000.0,51307790000.0,51281150000.0
2030.0,51195564000.0,51339140000.0,51312824000.0,51345310000.0,51336348000.0,51314213000.0,51318186000.0,51335217000.0,50854654000.0,51287093000.0,51258683000.0
2031.0,51157390000.0,51298860000.0,51318678000.0,51297546000.0,51338550000.0,51290857000.0,51300475000.0,51318180000.0,50737537000.0,51255394000.0,51239240000.0
2032.0,51122780000.0,51287390000.0,51292713000.0,51282270000.0,51326906000.0,51279200000.0,51282133000.0,51306594000.0,50642084000.0,51232460000.0,51231117000.0
2033.0,51072010000.0,51278630000.0,51272475000.0,51265053000.0,51290560000.0,51251167000.0,51286680000.0,51280710000.0,50561446000.0,51176567000.0,51200060000.0
2034.0,50946617000.0,51308802000.0,51261470000.0,51252265000.0,51286295000.0,51222860000.0,51266230000.0,51270830000.0,50493874000.0,51145780000.0,51167695000.0
2035.0,50898050000.0,51266314000.0,51237245000.0,51228266000.0,51365335000.0,51208200000.0,51234583000.0,51253700000.0,50477520000.0,51101807000.0,51144980000.0
2036.0,50803640000.0,51258745000.0,51229745000.0,51183100000.0,51260440000.0,51170000000.0,51182658000.0,51232440000.0,50358825000.0,51055750000.0,51121308000.0
2037.0,50721042000.0,51231440000.0,51195490000.0,51175750000.0,51239862000.0,51126490000.0,51160166000.0,51199394000.0,50304700000.0,51003180000.0,51059134000.0
2038.0,50648756000.0,51206898000.0,51187892000.0,51134783000.0,51231980000.0,51107390000.0,51114720000.0,51162644000.0,50173305000.0,50969498000.0,51021455000.0
2039.0,50574643000.0,51183170000.0,51161230000.0,51103085000.0,51221750000.0,51045843000.0,51064644000.0,51128177000.0,50106167000.0,50888876000.0,50988823000.0
2040.0,50473234000.0,51163860000.0,51131744000.0,51055096000.0,51171643000.0,50963587000.0,51008170000.0,51106230000.0,49989255000.0,50859917000.0,50952917000.0
2041.0,50375553000.0,51160090000.0,51111790000.0,50966200000.0,51158122000.0,50928198000.0,50959794000.0,51080740000.0,49833890000.0,50785382000.0,50893455000.0
2042.0,50290120000.0,51125950000.0,51082240000.0,50941317000.0,51131548000.0,50887848000.0,50893206000.0,51043914000.0,49651274000.0,50728350000.0,50841880000.0
2043.0,50225630000.0,51119223000.0,51036566000.0,50912444000.0,51093234000.0,50731786000.0,50834860000.0,51001397000.0,49465573000.0,50687250000.0,50767590000.0
2044.0,50069668000.0,51090174000.0,50983285000.0,50869522000.0,51041337000.0,50633277000.0,50790830000.0,50929270000.0,49315975000.0,50616234000.0,50737476000.0
2045.0,49940300000.0,51107746000.0,50963833000.0,50806678000.0,50994440000.0,50542055000.0,50726314000.0,50884850000.0,49089462000.0,50497120000.0,50672853000.0
2046.0,49789137000.0,51063740000.0,50930190000.0,50767376000.0,51017437000.0,50484980000.0,50657820000.0,50842370000.0,48868213000.0,50365678000.0,50578170000.0
2047.0,49623974000.0,51016925000.0,50900595000.0,50705854000.0,50954637000.0,50380673000.0,50570072000.0,50837803000.0,48643772000.0,50301477000.0,50518560000.0
2048.0,49484108000.0,50977894000.0,50872218000.0,50660954000.0,50941870000.0,50279653000.0,50531803000.0,50790437000.0,48427327000.0,50212930000.0,50452967000.0
2049.0,49319965000.0,50933617000.0,50844082000.0,50629734000.0,50905563000.0,50163663000.0,50445156000.0,50758967000.0,48276700000.0,50108985000.0,50411303000.0
2050.0,49161730000.0,50908086000.0,50813956000.0,50591252000.0,50882634000.0,50070295000.0,50408440000.0,50721170000.0,48178033000.0,49992010000.0,50371478000.0
2051.0,49019204000.0,50902663000.0,50777723000.0,50552574000.0,50846210000.0,49923870000.0,50325180000.0,50704390000.0,48041652000.0,49945645000.0,50314297000.0
2052.0,48796316000.0,50865725000.0,50762154000.0,50502720000.0,50819346000.0,49763176000.0,50244764000.0,50660827000.0,47930230000.0,49878700000.0,50225046000.0
2053.0,48656015000.0,50836877000.0,50714313000.0,50453930000.0,50790953000.0,49602474000.0,50178200000.0,50613555000.0,47756886000.0,49777517000.0,50148995000.0
2054.0,48390406000.0,50818646000.0,50696880000.0,50391253000.0,50809635000.0,49340887000.0,50098380000.0,50556084000.0,47524803000.0,49655767000.0,50110340000.0
2055.0,48185420000.0,50789300000.0,50645250000.0,50317996000.0,50744844000.0,49122750000.0,50017070000.0,50510100000.0,47359943000.0,49515960000.0,50021822000.0
2056.0,47944057000.0,50745897000.0,50576257000.0,50270050000.0,50720043000.0,48946430000.0,49895580000.0,50484953000.0,47174083000.0,49416573000.0,49956880000.0
2057.0,47748750000.0,50691400000.0,50525676000.0,50217320000.0,50651816000.0,48770170000.0,49768400000.0,50443227000.0,46871850000.0,49336582000.0,49863050000.0
2058.0,47579693000.0,50757550000.0,50480243000.0,50153430000.0,50600960000.0,48572494000.0,49674346000.0,50396615000.0,46613540000.0,49220186000.0,49788690000.0
2059.0,47359107000.0,50651464000.0,50437476000.0,50092030000.0,50588670000.0,48372085000.0,49521770000.0,50303627000.0,46466384000.0,49108324000.0,49677476000.0
2060.0,47135027000.0,50614090000.0,50407092000.0,50045600000.0,50573685000.0,48149280000.0,49376383000.0,50235410000.0,46224785000.0,49019646000.0,49604240000.0
2061.0,46888840000.0,50586124000.0,50356703000.0,49981043000.0,50523650000.0,48008544000.0,49244330000.0,50188927000.0,45816017000.0,48854467000.0,49525350000.0
2062.0,46629450000.0,50556604000.0,50300620000.0,49917944000.0,50483376000.0,47724274000.0,49162342000.0,50188140000.0,45435273000.0,48707560000.0,49426560000.0
2063.0,46341906000.0,50542060000.0,50244997000.0,49805713000.0,50439426000.0,47466238000.0,49079740000.0,50084246000.0,45100425000.0,48598626000.0,49334360000.0
2064.0,46138700000.0,50565760000.0,50194670000.0,49742610000.0,50425774000.0,47196967000.0,48976224000.0,50024550000.0,44867957000.0,48416720000.0,49223516000.0
2065.0,45946230000.0,50567307000.0,50123210000.0,49662770000.0,50378890000.0,47048905000.0,48861643000.0,49950850000.0,44669920000.0,48308126000.0,49170088000.0
2066.0,45769830000.0,50430240000.0,50074800000.0,49587335000.0,50329424000.0,46826890000.0,48718057000.0,49896194000.0,44649603000.0,48216600000.0,49069440000.0
2067.0,45504766000.0,50372317000.0,50022195000.0,49471440000.0,50285870000.0,46655480000.0,48604172000.0,49803096000.0,44363490000.0,47971725000.0,48994423000.0
2068.0,45224894000.0,50357140000.0,49951695000.0,49387196000.0,50272674000.0,46427860000.0,48423436000.0,49760180000.0,44226580000.0,47867888000.0,48841870000.0
2069.0,44995920000.0,50343470000.0,49912852000.0,49283334000.0,50204234000.0,46293240000.0,48284606000.0,49687370000.0,44017490000.0,47757410000.0,48725238000.0
2070.0,44766556000.0,50255480000.0,49821856000.0,49235510000.0,50165900000.0,46084104000.0,48084128000.0,49626616000.0,43816480000.0,47574254000.0,48580104000.0
2071.0,44443540000.0,50247758000.0,49768560000.0,49131557000.0,50116952000.0,45836710000.0,47965114000.0,49522074000.0,43538350000.0,47367940000.0,48481456000.0
2072.0,44218350000.0,50204037000.0,49719750000.0,49047626000.0,50052796000.0,45682594000.0,47777882000.0,49414267000.0,43157475000.0,47226774000.0,48287568000.0
2073.0,44013950000.0,50169730000.0,49665286000.0,48952558000.0,50043453000.0,45435515000.0,47607700000.0,49337176000.0,42810474000.0,47014744000.0,48082530000.0
2074.0,43660845000.0,50091876000.0,49616320000.0,48888807000.0,49979490000.0,45198262000.0,47451017000.0,49248727000.0,42410100000.0,46822890000.0,47940006000.0
2075.0,43336225000.0,50057003000.0,49566620000.0,48792973000.0,49952834000.0,44924846000.0,47321944000.0,49128510000.0,42010290000.0,46655173000.0,47819706000.0
2076.0,43006250000.0,50003177000.0,49501622000.0,48695220000.0,49893290000.0,44559483000.0,47137645000.0,49037234000.0,41614340000.0,46418575000.0,47668380000.0
2077.0,42785255000.0,49965138000.0,49417830000.0,48589234000.0,49841030000.0,44314747000.0,46968656000.0,48949256000.0,41268870000.0,46253425000.0,47544660000.0
2078.0,42447800000.0,49924125000.0,49357263000.0,48471405000.0,49775305000.0,44098590000.0,46771260000.0,48842710000.0,40892895000.0,46007124000.0,47421850000.0
2079.0,42145680000.0,49867555000.0,49305326000.0,48280390000.0,49702265000.0,43865010000.0,46547526000.0,48779846000.0,40609730000.0,45753012000.0,47269294000.0
2080.0,41952186000.0,49802660000.0,49238170000.0,48091537000.0,49630510000.0,43625790000.0,46435040000.0,48717210000.0,40437023000.0,45540487000.0,47137550000.0
2081.0,41698853000.0,49731320000.0,49203310000.0,47912382000.0,49589363000.0,43299144000.0,46318080000.0,48636756000.0,40124146000.0,45293840000.0,47018740000.0
2082.0,41462125000.0,49678410000.0,49121260000.0,47826170000.0,49521107000.0,42958336000.0,46160355000.0,48576975000.0,39994155000.0,45158867000.0,46896170000.0
2083.0,41133820000.0,49646580000.0,48984162000.0,47700840000.0,49459220000.0,42691805000.0,45935542000.0,48501957000.0,39832777000.0,44949205000.0,46737350000.0
2084.0,40871612000.0,49605353000.0,48920650000.0,47605293000.0,49405790000.0,42407510000.0,45818122000.0,48401570000.0,39628284000.0,44681840000.0,46644486000.0
2085.0,40579224000.0,49568924000.0,48865563000.0,47478125000.0,49303570000.0,42165998000.0,45697980000.0,48340000000.0,39426070000.0,44441480000.0,46446965000.0
2086.0,40386320000.0,49509917000.0,48785134000.0,47367848000.0,49235886000.0,41945620000.0,45605440000.0,48231846000.0,39128350000.0,44259190000.0,46219930000.0
2087.0,40147500000.0,49446560000.0,48681620000.0,47285023000.0,49136013000.0,41569505000.0,45432530000.0,48156746000.0,38738820000.0,44011650000.0,46072030000.0
2088.0,39876207000.0,49367070000.0,48629236000.0,47183770000.0,49055117000.0,41321850000.0,45322408000.0,48049310000.0,38365983000.0,43782600000.0,45964800000.0
2089.0,39703740000.0,49269297000.0,48576254000.0,47027483000.0,49004454000.0,41129480000.0,45206872000.0,47957800000.0,38036763000.0,43607007000.0,45773234000.0
2090.0,39391416000.0,49228366000.0,48467444000.0,46877848000.0,48958026000.0,40881030000.0,45046235000.0,47884595000.0,37702832000.0,43333222000.0,45614305000.0
2091.0,39082000000.0,49185677000.0,48366834000.0,46756823000.0,48909110000.0,40711290000.0,44938300000.0,47766962000.0,37326930000.0,43192664000.0,45397107000.0
2092.0,38825690000.0,49107780000.0,48280785000.0,46636720000.0,48838510000.0,40486855000.0,44856705000.0,47664976000.0,36954395000.0,42975050000.0,45207454000.0
2093.0,38591447000.0,49070040000.0,48196473000.0,46497714000.0,48768737000.0,40173253000.0,45015100000.0,47543150000.0,36727955000.0,42738950000.0,45017190000.0
2094.0,38277566000.0,49010450000.0,48111550000.0,46401770000.0,48710340000.0,39968520000.0,44642090000.0,47438836000.0,36344780000.0,42421674000.0,44797997000.0
2095.0,37972505000.0,48967954000.0,48038322000.0,46302188000.0,48652630000.0,39812890000.0,44451234000.0,47365124000.0,36090868000.0,42260970000.0,44599194000.0
2096.0,37655240000.0,48900375000.0,47941734000.0,46161410000.0,48592420000.0,39566356000.0,44317590000.0,47270466000.0,35860705000.0,42063204000.0,44389320000.0
2097.0,37386150000.0,48849596000.0,47866390000.0,46045913000.0,48508970000.0,39250550000.0,44146290000.0,47157040000.0,35641510000.0,41822745000.0,44219388000.0
2098.0,37177710000.0,48816850000.0,47777250000.0,45864477000.0,48480547000.0,38948667000.0,44003004000.0,47028343000.0,35313762000.0,41533137000.0,44003226000.0
2099.0,36938125000.0,48717220000.0,47697355000.0,45703274000.0,48423780000.0,38687412000.0,43833823000.0,46908590000.0,35023815000.0,41338315000.0,43800506000.0
2100.0,36669430000.0,48678715000.0,47639294000.0,45550220000.0,48358010000.0,38484513000.0,43674940000.0,46824993000.0,34633270000.0,41117030000.0,43611300000.0
