time,NORESM1-M,CESM1-CAM5,GFDL-ESM2G,IPSL-CM5A-LR,CCSM4,CSIRO-MK3-6-0,GFDL-CM3,GISS-E2-R
2020.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0
2021.0,254993220000.0,257480250000.0,254486150000.0,254756830000.0,257444120000.0,260568890000.0,254899000000.0,258550330000.0
2022.0,251969950000.0,253729500000.0,248484330000.0,255733630000.0,255602340000.0,262554700000.0,251681780000.0,256989510000.0
2023.0,252703130000.0,250543570000.0,246244410000.0,252552040000.0,254250370000.0,261161700000.0,249641880000.0,257831680000.0
2024.0,253087900000.0,248275940000.0,244229800000.0,249481900000.0,252794860000.0,261630130000.0,245871700000.0,257382350000.0
2025.0,250873990000.0,245348020000.0,244544780000.0,247178050000.0,250296900000.0,261160850000.0,242106040000.0,253865350000.0
2026.0,248905740000.0,241861330000.0,242037330000.0,242681710000.0,248037330000.0,258366460000.0,237719600000.0,250436850000.0
2027.0,248883220000.0,238941810000.0,237316960000.0,236615730000.0,246202520000.0,258757670000.0,234274770000.0,248235570000.0
2028.0,246452010000.0,236691110000.0,233899800000.0,234212670000.0,243473120000.0,258784950000.0,231649120000.0,245218020000.0
2029.0,245430350000.0,232372240000.0,230788990000.0,227095510000.0,238107560000.0,256410400000.0,224300370000.0,241195530000.0
2030.0,244476250000.0,228095820000.0,230261050000.0,227557330000.0,233390360000.0,256540100000.0,219529600000.0,240763240000.0
2031.0,244282230000.0,226202440000.0,228724420000.0,221902590000.0,230883890000.0,254069690000.0,216274960000.0,234783820000.0
2032.0,240420400000.0,222927010000.0,226474310000.0,220017310000.0,229288940000.0,251430520000.0,212946470000.0,232524580000.0
2033.0,238313110000.0,220360540000.0,227395880000.0,214330330000.0,227322990000.0,251987100000.0,209716100000.0,229674090000.0
2034.0,236819330000.0,216842010000.0,224702230000.0,210638100000.0,222455870000.0,250469150000.0,205160560000.0,228410430000.0
2035.0,233622730000.0,211576130000.0,221723770000.0,205077680000.0,221431140000.0,248682600000.0,200917400000.0,225124240000.0
2036.0,232451900000.0,207670180000.0,219324330000.0,199148780000.0,219430650000.0,247034300000.0,196469200000.0,224122880000.0
2037.0,231937540000.0,205464670000.0,217251090000.0,194318070000.0,215275420000.0,245377240000.0,194493680000.0,221397960000.0
2038.0,229642300000.0,203808560000.0,213624880000.0,189720720000.0,213956800000.0,245605270000.0,190127830000.0,217400800000.0
2039.0,226946830000.0,200379660000.0,210581110000.0,183701060000.0,210149050000.0,244455570000.0,185623270000.0,215911810000.0
2040.0,224323930000.0,198962220000.0,209620830000.0,178096520000.0,206606320000.0,245911060000.0,180499580000.0,213332670000.0
2041.0,222811650000.0,195020820000.0,208732010000.0,174050740000.0,201696890000.0,244641860000.0,177820990000.0,210095780000.0
2042.0,219748240000.0,194695450000.0,203533060000.0,170348860000.0,201951400000.0,244775730000.0,173450430000.0,205048330000.0
2043.0,217063050000.0,192241350000.0,202039870000.0,166600440000.0,199858440000.0,241439060000.0,170676080000.0,203089610000.0
2044.0,214096600000.0,189761260000.0,199975570000.0,164425040000.0,196752920000.0,237122130000.0,166757470000.0,202175710000.0
2045.0,211155630000.0,186410700000.0,197995320000.0,160195700000.0,194852300000.0,235850990000.0,164089950000.0,199882920000.0
2046.0,207866970000.0,181074740000.0,198768410000.0,157374610000.0,192566670000.0,231095480000.0,157938830000.0,198291930000.0
2047.0,207374200000.0,178749980000.0,197068590000.0,150878390000.0,191211520000.0,228892100000.0,153892200000.0,196370530000.0
2048.0,205693040000.0,176436430000.0,194754230000.0,148021280000.0,190429130000.0,227507370000.0,152023560000.0,193350800000.0
2049.0,202707290000.0,169742100000.0,192603950000.0,145313190000.0,188689400000.0,225880050000.0,148915730000.0,191312690000.0
2050.0,200595780000.0,165843900000.0,187819500000.0,139604500000.0,185160810000.0,224633440000.0,145256990000.0,188472080000.0
2051.0,198741460000.0,161077670000.0,185376980000.0,133158880000.0,183143420000.0,220360620000.0,141086050000.0,185114350000.0
2052.0,198628700000.0,157987400000.0,183367900000.0,128063865000.0,180199570000.0,220050370000.0,138760620000.0,182101520000.0
2053.0,195039630000.0,155350220000.0,180131090000.0,125430505000.0,177305780000.0,218230460000.0,135321575000.0,177616910000.0
2054.0,192151570000.0,150870600000.0,178648730000.0,120971940000.0,171807880000.0,214823750000.0,131563450000.0,176400170000.0
2055.0,188660140000.0,147620870000.0,175727360000.0,116506360000.0,171273260000.0,212852410000.0,128134455000.0,173856490000.0
2056.0,186822050000.0,143764590000.0,172677230000.0,111611270000.0,169223540000.0,210436310000.0,123636285000.0,173362640000.0
2057.0,183543900000.0,140316930000.0,170420680000.0,107937554000.0,163878450000.0,211453150000.0,119044220000.0,171489120000.0
2058.0,183718840000.0,137287270000.0,165990320000.0,103898630000.0,159567610000.0,210202080000.0,115275180000.0,167798780000.0
2059.0,181663400000.0,134859690000.0,160619840000.0,99599335000.0,156163420000.0,210592070000.0,110887100000.0,164803640000.0
2060.0,178953450000.0,131196500000.0,157188490000.0,96511800000.0,152238000000.0,209307710000.0,107721880000.0,162523820000.0
2061.0,176440750000.0,126919740000.0,154642840000.0,92899990000.0,148496400000.0,206526410000.0,103863440000.0,160820900000.0
2062.0,175132330000.0,122782110000.0,152000200000.0,89169590000.0,145250600000.0,201982600000.0,99141214000.0,157470150000.0
2063.0,171308990000.0,120634410000.0,149937030000.0,85269580000.0,143725170000.0,201656140000.0,95169460000.0,156950500000.0
2064.0,170318410000.0,117538660000.0,145903140000.0,81577090000.0,140697470000.0,202400120000.0,91945550000.0,155275480000.0
2065.0,168446030000.0,112270655000.0,144030610000.0,80270710000.0,137809220000.0,202195910000.0,89444660000.0,152860870000.0
2066.0,165112610000.0,108100720000.0,140925060000.0,77590580000.0,134818530000.0,199286770000.0,86313040000.0,149200620000.0
2067.0,162889630000.0,105324540000.0,137324360000.0,75095745000.0,131351134000.0,197296310000.0,83592356000.0,147379470000.0
2068.0,161368060000.0,101242180000.0,133161970000.0,71538550000.0,126227320000.0,194682390000.0,81028980000.0,145575850000.0
2069.0,159730550000.0,98611070000.0,130475480000.0,69051080000.0,124665990000.0,194440680000.0,78347950000.0,144747770000.0
2070.0,158824050000.0,94020346000.0,128949590000.0,67016140000.0,122455106000.0,191501680000.0,74943900000.0,142171490000.0
2071.0,154120730000.0,91209120000.0,126721260000.0,65163440000.0,119716176000.0,191569330000.0,73296960000.0,140565640000.0
2072.0,152569200000.0,88294250000.0,124272206000.0,62668534000.0,117006270000.0,192210490000.0,70141895000.0,138553560000.0
2073.0,150654550000.0,84735476000.0,122482180000.0,60037423000.0,112467755000.0,192776780000.0,67317113000.0,136371000000.0
2074.0,148392800000.0,81388510000.0,117732360000.0,57221150000.0,109871070000.0,192621990000.0,64864674000.0,134891856000.0
2075.0,145036770000.0,78719110000.0,114867085000.0,54910165000.0,108072190000.0,191001410000.0,62664910000.0,132982825000.0
2076.0,141803730000.0,75718970000.0,113393980000.0,53107462000.0,104858984000.0,191227840000.0,59877687000.0,130092655000.0
2077.0,138535060000.0,73298320000.0,110889280000.0,50799124000.0,102499290000.0,186439700000.0,56414000000.0,127719105000.0
2078.0,137198050000.0,71067935000.0,108231670000.0,48249373000.0,100983440000.0,184564610000.0,53588136000.0,125814510000.0
2079.0,134021685000.0,68546933000.0,106212010000.0,45713117000.0,97223100000.0,182763500000.0,51282498000.0,124772630000.0
2080.0,131282280000.0,66470535000.0,102640220000.0,42923758000.0,95342870000.0,181187840000.0,48623686000.0,123313594000.0
2081.0,129640820000.0,63434007000.0,100338800000.0,40273490000.0,92929335000.0,178900090000.0,46751916000.0,120896365000.0
2082.0,128011530000.0,59922910000.0,97838340000.0,38553160000.0,89777100000.0,173689260000.0,44404707000.0,117448210000.0
2083.0,126192590000.0,56325698000.0,95593595000.0,37260698000.0,86105784000.0,171844780000.0,41483547000.0,115144810000.0
2084.0,122408624000.0,53938905000.0,94605255000.0,35305050000.0,83738120000.0,168903110000.0,40100487000.0,112046500000.0
2085.0,119205020000.0,51375608000.0,92493590000.0,33812005000.0,81666880000.0,165107290000.0,37515915000.0,110236300000.0
2086.0,116093700000.0,48295883000.0,91871510000.0,32215420000.0,78223610000.0,162785720000.0,35574030000.0,107632845000.0
2087.0,116293165000.0,45836394000.0,90679150000.0,30291784000.0,75417960000.0,158517020000.0,33620877000.0,104713460000.0
2088.0,113278665000.0,43762377000.0,88448900000.0,28505328000.0,73895140000.0,153960820000.0,31902196000.0,102055830000.0
2089.0,112160360000.0,42230084000.0,87078730000.0,27070743000.0,72883530000.0,148596620000.0,29973043000.0,99346340000.0
2090.0,108843880000.0,40304770000.0,85876965000.0,25761905000.0,71283440000.0,143588460000.0,28054840000.0,97886580000.0
2091.0,106985280000.0,38518858000.0,83373700000.0,24490484000.0,69077750000.0,139947870000.0,26568954000.0,96152080000.0
2092.0,104827000000.0,36267290000.0,82086090000.0,23346987000.0,67523256000.0,136538230000.0,25563558000.0,93659980000.0
2093.0,101791270000.0,34680140000.0,79770020000.0,22107984000.0,65737413000.0,134229010000.0,23835180000.0,92038906000.0
2094.0,100370014000.0,33016347000.0,77234670000.0,20874973000.0,64384918000.0,132769686000.0,22433933000.0,89503390000.0
2095.0,97976400000.0,30990836000.0,75993070000.0,19871613000.0,62535940000.0,129290980000.0,21182943000.0,88248550000.0
2096.0,95277070000.0,29606263000.0,75048110000.0,18702870000.0,60234195000.0,126181860000.0,19783310000.0,86819440000.0
2097.0,93109490000.0,27891077000.0,71849140000.0,17734568000.0,58264166000.0,122715865000.0,18688455000.0,84295150000.0
2098.0,91628120000.0,26142013000.0,69687680000.0,16813210000.0,55841340000.0,120214200000.0,17498806000.0,83465060000.0
2099.0,88815320000.0,24734419000.0,67383394000.0,15654528000.0,53899230000.0,116439425000.0,16438870000.0,81848730000.0
2100.0,86193410000.0,23305470000.0,65794040000.0,14785742000.0,52508870000.0,114678006000.0,15714039000.0,80136670000.0
