time,CANESM2,GISS-E2-R,GFDL-CM3,CNRM-CM5,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,NORESM1-M,CESM1-CAM5
2024.0,254235620000.0,252423630000.0,241999020000.0,250517050000.0,250884720000.0,246008090000.0,245797470000.0,247944310000.0,255791710000.0,254583950000.0,249636130000.0
2025.0,250286950000.0,250235850000.0,236468110000.0,250682210000.0,249095550000.0,244468200000.0,244237830000.0,248023600000.0,255901840000.0,253497590000.0,244012550000.0
2026.0,248536830000.0,248611770000.0,232335340000.0,248371740000.0,244239240000.0,238407470000.0,240955930000.0,247023270000.0,256120900000.0,250693160000.0,239524820000.0
2027.0,244258870000.0,249380550000.0,227328750000.0,247895590000.0,241098360000.0,235527000000.0,235688980000.0,247145250000.0,257262240000.0,245621050000.0,236576800000.0
2028.0,239506440000.0,247949230000.0,222052880000.0,249497830000.0,240084190000.0,232611400000.0,233915890000.0,241609850000.0,255205460000.0,244201780000.0,233603630000.0
2029.0,234799760000.0,246655730000.0,217952730000.0,248277020000.0,238886200000.0,226555720000.0,231188070000.0,238034420000.0,253898200000.0,238533670000.0,231728610000.0
2030.0,231360000000.0,243574780000.0,214517550000.0,244738400000.0,237494010000.0,222587060000.0,228371020000.0,235295880000.0,251675740000.0,235707500000.0,228687890000.0
2031.0,228694080000.0,239552330000.0,210864420000.0,244604030000.0,236674990000.0,221198970000.0,223367770000.0,233328900000.0,248136020000.0,233753260000.0,225517720000.0
2032.0,226961060000.0,239521140000.0,205219220000.0,245484910000.0,237897020000.0,218969230000.0,218062180000.0,230989120000.0,245109540000.0,232526890000.0,222657180000.0
2033.0,226719480000.0,238434470000.0,199373420000.0,245592150000.0,235407520000.0,216415780000.0,216073780000.0,228953080000.0,240299080000.0,229868220000.0,217366540000.0
2034.0,223420320000.0,235274400000.0,195306930000.0,245603680000.0,232859480000.0,212279850000.0,213677460000.0,227980530000.0,237704560000.0,229137870000.0,209258040000.0
2035.0,221408950000.0,233908370000.0,190243780000.0,244814580000.0,232334300000.0,208219880000.0,212972540000.0,223730680000.0,235595150000.0,227644180000.0,207320900000.0
2036.0,219610460000.0,232349550000.0,185287700000.0,242908950000.0,231499460000.0,204609180000.0,212145130000.0,221105720000.0,232525040000.0,224710720000.0,204194200000.0
2037.0,215658600000.0,229785650000.0,178949550000.0,239248590000.0,230267420000.0,201921450000.0,209769190000.0,220217440000.0,229825870000.0,221158380000.0,198968930000.0
2038.0,213331950000.0,225663090000.0,175645020000.0,238633520000.0,228978020000.0,197510480000.0,209160540000.0,213460500000.0,228795420000.0,217829440000.0,194405420000.0
2039.0,211809530000.0,222070230000.0,171169630000.0,236774050000.0,227628380000.0,193137560000.0,205822250000.0,208767810000.0,226577830000.0,216225810000.0,191487740000.0
2040.0,208631700000.0,222161980000.0,167243860000.0,233275200000.0,226288810000.0,190973840000.0,202103130000.0,206312620000.0,220421950000.0,214700130000.0,189425290000.0
2041.0,208308630000.0,220237500000.0,162765100000.0,232744160000.0,225643630000.0,190406750000.0,197868730000.0,202624040000.0,215083200000.0,215959080000.0,185484770000.0
2042.0,204199250000.0,215798760000.0,158340810000.0,229074100000.0,224363580000.0,187262470000.0,195159080000.0,197575250000.0,211274550000.0,212952400000.0,180681130000.0
2043.0,202694030000.0,214889610000.0,154581570000.0,229956350000.0,223559430000.0,184346460000.0,190943260000.0,193812820000.0,206827620000.0,211896400000.0,176300150000.0
2044.0,199995600000.0,212834780000.0,150226190000.0,229742990000.0,221515680000.0,181772680000.0,187173220000.0,191686520000.0,205354520000.0,209960960000.0,175415380000.0
2045.0,200220820000.0,209101670000.0,145899320000.0,229314630000.0,219751610000.0,179201030000.0,183912890000.0,189216520000.0,201280360000.0,207742320000.0,171558030000.0
2046.0,197625970000.0,207096800000.0,140980420000.0,228334010000.0,218564300000.0,175518380000.0,182158820000.0,183486820000.0,198398030000.0,206782280000.0,166608570000.0
2047.0,194093610000.0,204363680000.0,136854250000.0,229305370000.0,217385650000.0,168907340000.0,178597890000.0,180280700000.0,196030350000.0,204332840000.0,161792460000.0
2048.0,191665260000.0,201207800000.0,133379040000.0,227917900000.0,215837330000.0,167404000000.0,177366320000.0,177085100000.0,194660780000.0,202897970000.0,160361400000.0
2049.0,187674540000.0,199870460000.0,130965810000.0,227133230000.0,214955360000.0,163313980000.0,176662970000.0,173748670000.0,194181800000.0,200715910000.0,156547990000.0
2050.0,186519490000.0,198908740000.0,126568210000.0,226189210000.0,214997580000.0,161385270000.0,174756250000.0,171198380000.0,194269170000.0,198993080000.0,153114350000.0
2051.0,184032430000.0,197405600000.0,123049484000.0,226499220000.0,211865030000.0,158580210000.0,172149050000.0,167562310000.0,191433570000.0,196819190000.0,149871250000.0
2052.0,182418160000.0,198026560000.0,119146635000.0,225467780000.0,212230370000.0,153371670000.0,169434740000.0,160488650000.0,187882540000.0,196009700000.0,144825960000.0
2053.0,178698370000.0,198943260000.0,117511640000.0,221922970000.0,209852900000.0,149910140000.0,167590700000.0,156315570000.0,184927620000.0,191818300000.0,141650970000.0
2054.0,174062340000.0,197390520000.0,112158750000.0,218996820000.0,208150820000.0,146684870000.0,165310460000.0,153106550000.0,183353790000.0,188654470000.0,138214600000.0
2055.0,171780820000.0,194823500000.0,108285020000.0,215380070000.0,206474800000.0,143723460000.0,163004650000.0,149591690000.0,181791560000.0,188755760000.0,135456690000.0
2056.0,166779540000.0,192183580000.0,104619830000.0,210139870000.0,205486280000.0,140460060000.0,160715180000.0,146252660000.0,177277060000.0,185841100000.0,131268900000.0
2057.0,164087090000.0,188372860000.0,101765720000.0,207242600000.0,203199680000.0,138300030000.0,157769910000.0,141397750000.0,175532430000.0,181680910000.0,129400650000.0
2058.0,164077290000.0,187863840000.0,99224140000.0,204128390000.0,202459860000.0,136763450000.0,157565760000.0,137764880000.0,175000570000.0,177622630000.0,125167080000.0
2059.0,160880790000.0,188413150000.0,97229040000.0,201591750000.0,202574920000.0,136708506000.0,155230550000.0,135184196000.0,173831600000.0,174333760000.0,121679560000.0
2060.0,157565260000.0,188387840000.0,94593360000.0,199054230000.0,201876620000.0,135201770000.0,154105070000.0,133962340000.0,169356700000.0,172059570000.0,119609330000.0
2061.0,156535750000.0,185991560000.0,92708630000.0,197291500000.0,200472200000.0,132383500000.0,154441630000.0,128851870000.0,166065880000.0,169973280000.0,115577274000.0
2062.0,153396380000.0,185359300000.0,90574900000.0,196421350000.0,196850580000.0,130556500000.0,151330980000.0,123902130000.0,162725530000.0,167898510000.0,112834220000.0
2063.0,151016720000.0,183235620000.0,88854590000.0,192983780000.0,195103440000.0,128211650000.0,148162740000.0,120937090000.0,160603130000.0,165608770000.0,107906170000.0
2064.0,146504000000.0,181531600000.0,87534160000.0,193515980000.0,194261680000.0,126848350000.0,147634950000.0,117443750000.0,159265800000.0,163916200000.0,106464750000.0
2065.0,145954340000.0,179304330000.0,85397160000.0,191994580000.0,193371980000.0,125179265000.0,149108310000.0,113964800000.0,157217300000.0,163326590000.0,104169420000.0
2066.0,144072930000.0,180006260000.0,84019330000.0,193104670000.0,194576190000.0,123482055000.0,147395620000.0,110392020000.0,153551470000.0,160420720000.0,100921550000.0
2067.0,141583750000.0,181706030000.0,81982290000.0,194148830000.0,197264110000.0,121784200000.0,144492870000.0,106542010000.0,152210440000.0,157519200000.0,99200050000.0
2068.0,139232790000.0,183696750000.0,79253510000.0,191896550000.0,196843160000.0,118545785000.0,142759130000.0,103161045000.0,149711860000.0,153620870000.0,97895690000.0
2069.0,139368200000.0,178999000000.0,76694630000.0,191390940000.0,197067340000.0,116511240000.0,140221500000.0,101535640000.0,150742780000.0,149437400000.0,95642060000.0
2070.0,138885870000.0,176957230000.0,73797210000.0,189121820000.0,194707460000.0,114535790000.0,140195380000.0,97817930000.0,149130220000.0,147016240000.0,93903590000.0
2071.0,137073220000.0,174643050000.0,71274770000.0,186214500000.0,195058660000.0,113497375000.0,137435460000.0,95220110000.0,148324860000.0,145136040000.0,92205070000.0
2072.0,134947740000.0,174966200000.0,68816030000.0,184212360000.0,194307010000.0,113426110000.0,136027050000.0,92895430000.0,146611440000.0,142290750000.0,90539440000.0
2073.0,132791290000.0,173924480000.0,66310214000.0,180518060000.0,191256230000.0,111665530000.0,134247105000.0,91015430000.0,144794910000.0,140639320000.0,87684060000.0
2074.0,129572500000.0,172742750000.0,64056090000.0,180364940000.0,188303520000.0,112351085000.0,134648460000.0,89270680000.0,144599960000.0,139635520000.0,85297504000.0
2075.0,127961670000.0,172413300000.0,62452180000.0,180190670000.0,187856910000.0,110165160000.0,132815950000.0,87782695000.0,144414490000.0,138195170000.0,83366740000.0
2076.0,126711510000.0,172539510000.0,60478210000.0,179318260000.0,183026930000.0,109137390000.0,132153860000.0,85793440000.0,145181880000.0,134884385000.0,81513400000.0
2077.0,123951180000.0,170361520000.0,58263960000.0,175862300000.0,181508240000.0,108376330000.0,130974015000.0,84248840000.0,145053700000.0,132852200000.0,80559550000.0
2078.0,123084860000.0,169454620000.0,56800154000.0,175646570000.0,180087340000.0,107097090000.0,129070430000.0,83262630000.0,143845430000.0,130927575000.0,78012326000.0
2079.0,119007250000.0,170644240000.0,55451447000.0,173085250000.0,178570360000.0,105968510000.0,127783760000.0,81928400000.0,145015180000.0,129801314000.0,75947540000.0
2080.0,117256176000.0,170294890000.0,54097494000.0,172562730000.0,178435640000.0,103307070000.0,125614000000.0,80066660000.0,144628700000.0,127986150000.0,74150250000.0
2081.0,114965540000.0,169532590000.0,52594536000.0,172490880000.0,179280330000.0,101284220000.0,125155260000.0,78572930000.0,142663240000.0,125716220000.0,72532206000.0
2082.0,111994920000.0,168756020000.0,51267277000.0,170930240000.0,176317940000.0,100095030000.0,123563580000.0,76993680000.0,142276230000.0,124828440000.0,70833170000.0
2083.0,111076655000.0,167351450000.0,50722030000.0,170119480000.0,174507790000.0,99046940000.0,123162410000.0,75176690000.0,141237680000.0,123115030000.0,70041350000.0
2084.0,110075620000.0,165986370000.0,49194537000.0,168121270000.0,174059390000.0,97245430000.0,122548420000.0,73381900000.0,140961600000.0,121268945000.0,68589474000.0
2085.0,108841020000.0,164054930000.0,47749706000.0,165767760000.0,171860970000.0,95117660000.0,120783870000.0,71144450000.0,139721310000.0,118236810000.0,67345043000.0
2086.0,106080800000.0,163873620000.0,46494437000.0,164017210000.0,170628020000.0,94913690000.0,118716990000.0,69618010000.0,139280290000.0,115543950000.0,65837253000.0
2087.0,104704290000.0,163985210000.0,45369260000.0,162103600000.0,169150640000.0,93358370000.0,117254930000.0,68039390000.0,139159390000.0,113844370000.0,65145510000.0
2088.0,102954090000.0,164763160000.0,43814470000.0,161358990000.0,167539150000.0,93824580000.0,115215860000.0,67749110000.0,139289940000.0,112381485000.0,63899470000.0
2089.0,100442720000.0,163169090000.0,42324260000.0,160038030000.0,166730320000.0,94211060000.0,114355814000.0,65841290000.0,139523010000.0,109477134000.0,64580930000.0
2090.0,98125690000.0,161698680000.0,41009960000.0,160555880000.0,165572500000.0,92409610000.0,113033710000.0,65035860000.0,140044010000.0,107565800000.0,64195744000.0
2091.0,96387740000.0,160287380000.0,40400593000.0,161081300000.0,161710460000.0,91199700000.0,111146390000.0,62769398000.0,136646010000.0,104763390000.0,63033490000.0
2092.0,95249430000.0,159551320000.0,39516920000.0,159438360000.0,159523340000.0,90103080000.0,109408660000.0,61297316000.0,136514945000.0,103652330000.0,61667090000.0
2093.0,93866580000.0,158177620000.0,37903946000.0,158614490000.0,157468640000.0,89139634000.0,107212390000.0,59542820000.0,136348690000.0,101863950000.0,60012626000.0
2094.0,92212625000.0,158088090000.0,37000510000.0,157243420000.0,155833200000.0,86835200000.0,106556980000.0,58041370000.0,137755330000.0,99678610000.0,58775974000.0
2095.0,90606160000.0,158456450000.0,35868470000.0,157358130000.0,154728740000.0,85656080000.0,105905160000.0,57133830000.0,136996676000.0,97386220000.0,57325953000.0
2096.0,88347170000.0,155422720000.0,34273876000.0,157988320000.0,152550500000.0,84393050000.0,105020750000.0,55353620000.0,136417720000.0,96370150000.0,56469295000.0
2097.0,87315554000.0,155739680000.0,33128670000.0,155275300000.0,151274720000.0,83404400000.0,104397740000.0,53642723000.0,135741390000.0,94109090000.0,56102412000.0
2098.0,85376710000.0,155150090000.0,32744286000.0,153945720000.0,152471600000.0,83345260000.0,103042154000.0,52152336000.0,137286510000.0,93558790000.0,54154592000.0
2099.0,84534920000.0,154385830000.0,31370471000.0,154085230000.0,150266170000.0,82298610000.0,101248470000.0,51389633000.0,137269850000.0,93053300000.0,52959977000.0
2100.0,83029040000.0,155092570000.0,30272993000.0,150762650000.0,147637940000.0,81547240000.0,100976880000.0,50722877000.0,135945620000.0,91296070000.0,52107805000.0
