time,CESM2-WACCM,KACE-1-0-G,TAIESM1,MIROC6,MRI-ESM2-0,MPI-ESM1-2-HR,CANESM5,IPSL-CM6A-LR,IITM-ESM,EC-EARTH3,CNRM-CM6-1,UKESM1-0-LL,GFDL-ESM4,CNRM-ESM2-1
2010.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0
2011.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0
2012.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0
2013.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0
2014.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0
2015.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0
2016.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0
2017.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0
2018.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0
2019.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0
2020.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0
2021.0,14614563000000.0,14653130000000.0,14686566000000.0,14620446000000.0,14582861000000.0,14659380000000.0,14617793000000.0,14631190000000.0,14675368000000.0,14574225000000.0,14676551000000.0,14596259000000.0,14724182000000.0,14609970000000.0
2022.0,14538992000000.0,14578970000000.0,14576965000000.0,14557350000000.0,14498941000000.0,14643973000000.0,14548482000000.0,14554902000000.0,14678671000000.0,14476293000000.0,14673730000000.0,14475173000000.0,14595163000000.0,14538429000000.0
2023.0,14501151000000.0,14499181000000.0,14515755000000.0,14476475000000.0,14351459000000.0,14616452000000.0,14459245000000.0,14482342000000.0,14627467000000.0,14267250000000.0,14595472000000.0,14369037000000.0,14515769000000.0,14455824000000.0
2024.0,14367533000000.0,14469763000000.0,14406184000000.0,14395228000000.0,14265920000000.0,14570553000000.0,14386489000000.0,14468854000000.0,14577878000000.0,14035332000000.0,14561076000000.0,14243290000000.0,14457272000000.0,14372165000000.0
2025.0,14220636000000.0,14384042000000.0,14298227000000.0,14321820000000.0,14095442000000.0,14445044000000.0,14269246000000.0,14369501000000.0,14474489000000.0,13894197000000.0,14507578000000.0,14085015000000.0,14460248000000.0,14323808000000.0
2026.0,14067731000000.0,14311896000000.0,14167835000000.0,14257050000000.0,13967469000000.0,14384536000000.0,14135823000000.0,14322227000000.0,14409352000000.0,13708630000000.0,14437533000000.0,13938443000000.0,14391020000000.0,14205609000000.0
2027.0,13884098000000.0,14211117000000.0,14006128000000.0,14165951000000.0,13847488000000.0,14303385000000.0,13991303000000.0,14293533000000.0,14351350000000.0,13536445000000.0,14333571000000.0,13786307000000.0,14301683000000.0,14105048000000.0
2028.0,13783580000000.0,14188721000000.0,13853485000000.0,14098950000000.0,13711611000000.0,14240014000000.0,13909196000000.0,14215903000000.0,14300192000000.0,13294101000000.0,14234666000000.0,13699874000000.0,14225695000000.0,13912198000000.0
2029.0,13699034000000.0,14075393000000.0,13723618000000.0,14088757000000.0,13604997000000.0,14195717000000.0,13798197000000.0,14168172000000.0,14247547000000.0,13049608000000.0,14185882000000.0,13521881000000.0,14124788000000.0,13749134000000.0
2030.0,13589309000000.0,13972115000000.0,13559969000000.0,14079330000000.0,13524161000000.0,14093353000000.0,13668585000000.0,14112387000000.0,14201574000000.0,12813965000000.0,14179978000000.0,13442885000000.0,14046353000000.0,13688742000000.0
2031.0,13465055000000.0,13859684000000.0,13431472000000.0,14022346000000.0,13419301000000.0,14046480000000.0,13541730000000.0,14074553000000.0,14171606000000.0,12612328000000.0,14189771000000.0,13327714000000.0,13985388000000.0,13592216000000.0
2032.0,13282041000000.0,13769761000000.0,13300857000000.0,13917597000000.0,13274619000000.0,14004904000000.0,13450898000000.0,14071689000000.0,14116820000000.0,12434936000000.0,14116483000000.0,13144809000000.0,13930171000000.0,13462009000000.0
2033.0,13173647000000.0,13679274000000.0,13151164000000.0,13852786000000.0,13264533000000.0,13956226000000.0,13300574000000.0,13951985000000.0,14027040000000.0,12270602000000.0,14077764000000.0,12943636000000.0,13875749000000.0,13340120000000.0
2034.0,13106339000000.0,13601744000000.0,13006060000000.0,13799338000000.0,13189506000000.0,13878035000000.0,13157729000000.0,13894784000000.0,13958540000000.0,12087207000000.0,14052721000000.0,12774724000000.0,13777752000000.0,13262907000000.0
2035.0,13023935000000.0,13553167000000.0,12850605000000.0,13751495000000.0,13066106000000.0,13859716000000.0,13014673000000.0,13805198000000.0,13893616000000.0,11907701000000.0,13942820000000.0,12575782000000.0,13676829000000.0,13211794000000.0
2036.0,12902962000000.0,13496379000000.0,12679773000000.0,13683395000000.0,12966889000000.0,13788531000000.0,12872670000000.0,13688577000000.0,13832263000000.0,11725236000000.0,13850953000000.0,12439161000000.0,13620998000000.0,13125864000000.0
2037.0,12747063000000.0,13417727000000.0,12488593000000.0,13606069000000.0,12899549000000.0,13760341000000.0,12715099000000.0,13633892000000.0,13754185000000.0,11562388000000.0,13781858000000.0,12265983000000.0,13562011000000.0,13076082000000.0
2038.0,12670959000000.0,13310354000000.0,12248597000000.0,13477930000000.0,12770737000000.0,13724304000000.0,12574897000000.0,13582678000000.0,13657245000000.0,11349111000000.0,13701768000000.0,12123711000000.0,13510196000000.0,13045448000000.0
2039.0,12553810000000.0,13224481000000.0,12141084000000.0,13394855000000.0,12660570000000.0,13687508000000.0,12413331000000.0,13525369000000.0,13584008000000.0,11161079000000.0,13634436000000.0,11989844000000.0,13388753000000.0,13065982000000.0
2040.0,12435259000000.0,13132984000000.0,11935540000000.0,13379679000000.0,12590733000000.0,13615875000000.0,12293126000000.0,13431712000000.0,13520409000000.0,10939078000000.0,13577255000000.0,11792035000000.0,13316235000000.0,13005424000000.0
2041.0,12294445000000.0,13030412000000.0,11710348000000.0,13355048000000.0,12515711000000.0,13592254000000.0,12176271000000.0,13402032000000.0,13476693000000.0,10771008000000.0,13533758000000.0,11666559000000.0,13281676000000.0,12935585000000.0
2042.0,12182542000000.0,12943936000000.0,11506089000000.0,13329205000000.0,12444279000000.0,13514815000000.0,11978090000000.0,13326709000000.0,13403743000000.0,10648495000000.0,13447016000000.0,11562981000000.0,13219250000000.0,12957864000000.0
2043.0,12090260000000.0,12827378000000.0,11321395000000.0,13258654000000.0,12364156000000.0,13520380000000.0,11857404000000.0,13288900000000.0,13290012000000.0,10496988000000.0,13359408000000.0,11421948000000.0,13183832000000.0,12914050000000.0
2044.0,12026871000000.0,12777126000000.0,11182629000000.0,13183825000000.0,12326272000000.0,13495753000000.0,11739720000000.0,13194155000000.0,13223506000000.0,10291512000000.0,13295023000000.0,11216935000000.0,13134370000000.0,12901229000000.0
2045.0,11917178000000.0,12674691000000.0,10973227000000.0,13127553000000.0,12248783000000.0,13469999000000.0,11581294000000.0,13142687000000.0,13150346000000.0,10158575000000.0,13229880000000.0,11045573000000.0,13058251000000.0,12818932000000.0
2046.0,11791817000000.0,12610448000000.0,10764814000000.0,13022788000000.0,12137513000000.0,13433718000000.0,11431221000000.0,13113938000000.0,13029862000000.0,9944062000000.0,13150801000000.0,10875644000000.0,12958538000000.0,12725743000000.0
2047.0,11696575000000.0,12509448000000.0,10568043000000.0,13004614000000.0,12012545000000.0,13357375000000.0,11321403000000.0,13056297000000.0,12908581000000.0,9730327000000.0,13131744000000.0,10688800000000.0,12913501000000.0,12678775000000.0
2048.0,11571688000000.0,12376013000000.0,10322483000000.0,12957280000000.0,11975480000000.0,13302666000000.0,11215875000000.0,12961098000000.0,12806760000000.0,9481772000000.0,13040670000000.0,10549808000000.0,12822269000000.0,12641588000000.0
2049.0,11438489000000.0,12286517000000.0,10166906000000.0,12876437000000.0,11911798000000.0,13290461000000.0,11090938000000.0,12881885000000.0,12705248000000.0,9316278000000.0,13029361000000.0,10373420000000.0,12744532000000.0,12569831000000.0
2050.0,11304986000000.0,12183616000000.0,9987746000000.0,12803180000000.0,11845241000000.0,13246220000000.0,10998058000000.0,12776823000000.0,12588033000000.0,9171096000000.0,12971355000000.0,10235310000000.0,12682789000000.0,12484300000000.0
2051.0,11193966000000.0,12028620000000.0,9794413000000.0,12748074000000.0,11799069000000.0,13162556000000.0,10912716000000.0,12714964000000.0,12481688000000.0,9012796000000.0,12893119000000.0,10032877000000.0,12613085000000.0,12434334000000.0
2052.0,11161179000000.0,11940091000000.0,9593992000000.0,12667690000000.0,11730103000000.0,13104679000000.0,10834090000000.0,12604469000000.0,12356043000000.0,8861753000000.0,12835653000000.0,9859884000000.0,12548796000000.0,12303849000000.0
2053.0,11093008000000.0,11778426000000.0,9371960000000.0,12598209000000.0,11639349000000.0,13046296000000.0,10723778000000.0,12519961000000.0,12253724000000.0,8687887000000.0,12886074000000.0,9721778000000.0,12496435000000.0,12242694000000.0
2054.0,11057567000000.0,11700882000000.0,9161035000000.0,12532928000000.0,11534581000000.0,12952358000000.0,10588113000000.0,12458961000000.0,12154077000000.0,8481523000000.0,12800389000000.0,9560724000000.0,12406084000000.0,12140787000000.0
2055.0,10976603000000.0,11565618000000.0,9031666000000.0,12412163000000.0,11439659000000.0,12965877000000.0,10460142000000.0,12393769000000.0,12022336000000.0,8360164300000.0,12740625000000.0,9376977000000.0,12367574000000.0,12075348000000.0
2056.0,10866075000000.0,11428809000000.0,8848099000000.0,12345945000000.0,11400434000000.0,12899371000000.0,10363267000000.0,12326849000000.0,11917182000000.0,8259351600000.0,12697914000000.0,9266451000000.0,12336564000000.0,11918415000000.0
2057.0,10814432000000.0,11358047000000.0,8662871400000.0,12272122000000.0,11295551000000.0,12833926000000.0,10250269000000.0,12271245000000.0,11833417000000.0,8140041500000.0,12621883000000.0,9105032000000.0,12221022000000.0,11868378000000.0
2058.0,10759187000000.0,11238490000000.0,8471233700000.0,12202375000000.0,11199816000000.0,12774166000000.0,10129145000000.0,12211781000000.0,11755797000000.0,7980896500000.0,12574550000000.0,8955438000000.0,12152700000000.0,11760216000000.0
2059.0,10676499000000.0,11129811000000.0,8318543000000.0,12103835000000.0,11117154000000.0,12747434000000.0,10020823000000.0,12133404000000.0,11688188000000.0,7851909000000.0,12503707000000.0,8795084300000.0,12095193000000.0,11675840000000.0
2060.0,10563949000000.0,10996094000000.0,8173081600000.0,11988951000000.0,11017617000000.0,12694100000000.0,9827879000000.0,12049696000000.0,11598986000000.0,7735264000000.0,12438692000000.0,8663809000000.0,12087383000000.0,11624959000000.0
2061.0,10502362000000.0,10884820000000.0,8031745000000.0,11934950000000.0,10950984000000.0,12627830000000.0,9735984000000.0,11941234000000.0,11502425000000.0,7621362300000.0,12387497000000.0,8534303000000.0,12031580000000.0,11585242000000.0
2062.0,10417808000000.0,10820689000000.0,7906323000000.0,11907950000000.0,10890121000000.0,12556108000000.0,9626194000000.0,11854572000000.0,11419143000000.0,7528896000000.0,12326615000000.0,8410591400000.0,11959830000000.0,11548736000000.0
2063.0,10295571000000.0,10761352000000.0,7743811000000.0,11814900000000.0,10808517000000.0,12524334000000.0,9520843000000.0,11765919000000.0,11328307000000.0,7377356000000.0,12249231000000.0,8314849600000.0,11912709000000.0,11473789000000.0
2064.0,10213232000000.0,10656310000000.0,7575041000000.0,11741741000000.0,10795673000000.0,12501173000000.0,9432026000000.0,11655325000000.0,11240632000000.0,7239482500000.0,12172244000000.0,8179201600000.0,11865266000000.0,11384138000000.0
2065.0,10142893000000.0,10571938000000.0,7422272300000.0,11688402000000.0,10772714000000.0,12473722000000.0,9342207000000.0,11585751000000.0,11157165000000.0,7115355000000.0,12077295000000.0,8032955000000.0,11787293000000.0,11315177000000.0
2066.0,10041506000000.0,10470257000000.0,7254053500000.0,11625779000000.0,10759054000000.0,12422512000000.0,9181955000000.0,11484517000000.0,11069696000000.0,7022149000000.0,11969097000000.0,7922168400000.0,11737821000000.0,11256299000000.0
2067.0,9960307000000.0,10397104000000.0,7107086600000.0,11499168000000.0,10711081000000.0,12383926000000.0,9095539000000.0,11367815000000.0,10998984000000.0,6900556500000.0,11886420000000.0,7768013000000.0,11685148000000.0,11150717000000.0
2068.0,9876775000000.0,10328484000000.0,6923189000000.0,11427734000000.0,10625783000000.0,12342259000000.0,9006551000000.0,11294140000000.0,10939877000000.0,6803097000000.0,11841458000000.0,7636543600000.0,11618705000000.0,11097953000000.0
2069.0,9824070000000.0,10218441000000.0,6792249000000.0,11336378000000.0,10560504000000.0,12287617000000.0,8922947000000.0,11212323000000.0,10840718000000.0,6686741000000.0,11787230000000.0,7460697400000.0,11573883000000.0,11038779000000.0
2070.0,9766367000000.0,10106818000000.0,6603372000000.0,11236897000000.0,10495759000000.0,12226174000000.0,8805790000000.0,11118885000000.0,10780137000000.0,6556056300000.0,11678303000000.0,7320587000000.0,11540422000000.0,10954553000000.0
2071.0,9697606000000.0,9972068000000.0,6480413600000.0,11164723000000.0,10414840000000.0,12187621000000.0,8705897000000.0,11022875000000.0,10724902000000.0,6407603000000.0,11575252000000.0,7176034700000.0,11496815000000.0,10868402000000.0
2072.0,9635316000000.0,9848210000000.0,6391732400000.0,11071948000000.0,10364938000000.0,12099423000000.0,8612810000000.0,10883555000000.0,10633235000000.0,6249300000000.0,11509050000000.0,7044569000000.0,11434923000000.0,10791438000000.0
2073.0,9571176000000.0,9776930000000.0,6272983000000.0,11017396000000.0,10307587000000.0,12057552000000.0,8548598700000.0,10758604000000.0,10567879000000.0,6136664000000.0,11400297000000.0,6952480400000.0,11407770000000.0,10700214000000.0
2074.0,9486187000000.0,9688347000000.0,6146818600000.0,10930323000000.0,10218857000000.0,12006853000000.0,8436831500000.0,10725114000000.0,10489464000000.0,6030933600000.0,11314908000000.0,6832682000000.0,11359837000000.0,10573470000000.0
2075.0,9406891000000.0,9646983000000.0,6029139000000.0,10888400000000.0,10148989000000.0,11948702000000.0,8312282000000.0,10638056000000.0,10429225000000.0,5922555000000.0,11276081000000.0,6719193000000.0,11313869000000.0,10501218000000.0
2076.0,9352725000000.0,9599630000000.0,5911363000000.0,10804032000000.0,10134302000000.0,11877731000000.0,8219617000000.0,10540057000000.0,10341242000000.0,5769182000000.0,11176222000000.0,6582219000000.0,11252401000000.0,10428353000000.0
2077.0,9293317000000.0,9497489000000.0,5786997000000.0,10736571000000.0,10094895000000.0,11878372000000.0,8138710300000.0,10450922000000.0,10266089000000.0,5678645600000.0,11099345000000.0,6482965300000.0,11197443000000.0,10345692000000.0
2078.0,9218173000000.0,9375311000000.0,5668377000000.0,10696624000000.0,10115310000000.0,11854107000000.0,8041029700000.0,10375444000000.0,10217722000000.0,5598182000000.0,11021863000000.0,6381023000000.0,11148431000000.0,10312488000000.0
2079.0,9121321000000.0,9230932000000.0,5530942700000.0,10619640000000.0,10043904000000.0,11800729000000.0,7953932400000.0,10308265000000.0,10147411000000.0,5500224000000.0,10938194000000.0,6280276600000.0,11123499000000.0,10273921000000.0
2080.0,9055591000000.0,9125733000000.0,5434994300000.0,10562727000000.0,10009968000000.0,11731627000000.0,7890655000000.0,10265963000000.0,10065289000000.0,5422172300000.0,10872976000000.0,6157006000000.0,11068119000000.0,10195453000000.0
2081.0,8946602000000.0,9000351000000.0,5309253000000.0,10530741000000.0,9962611000000.0,11701480000000.0,7819508000000.0,10188876000000.0,10010433000000.0,5317401000000.0,10783494000000.0,6028914000000.0,11048906000000.0,10071901000000.0
2082.0,8888734000000.0,8936340000000.0,5157860400000.0,10444057000000.0,9911002000000.0,11683670000000.0,7744389600000.0,10145263000000.0,9986571000000.0,5231450000000.0,10698103000000.0,5916908300000.0,10981281000000.0,9985415000000.0
2083.0,8838095000000.0,8827426000000.0,5056810700000.0,10380448000000.0,9815460000000.0,11612220000000.0,7678217000000.0,10048153000000.0,9893304000000.0,5151474600000.0,10610693000000.0,5795762700000.0,10902060000000.0,9861368000000.0
2084.0,8745199300000.0,8751962700000.0,4964334000000.0,10282565000000.0,9782694000000.0,11573323000000.0,7601613000000.0,9960329000000.0,9800555000000.0,5044619400000.0,10576529000000.0,5705473000000.0,10846827000000.0,9790078000000.0
2085.0,8660640600000.0,8673808000000.0,4870603500000.0,10204433000000.0,9761391000000.0,11498140000000.0,7533676000000.0,9865095000000.0,9757174000000.0,4976700000000.0,10510218000000.0,5608082000000.0,10810330000000.0,9685296000000.0
2086.0,8581419000000.0,8626378400000.0,4792328400000.0,10158180000000.0,9744333000000.0,11446143000000.0,7432165000000.0,9767672000000.0,9676302000000.0,4867113400000.0,10455794000000.0,5525717600000.0,10740625000000.0,9622320000000.0
2087.0,8476160000000.0,8522255000000.0,4702709000000.0,10073390000000.0,9682361000000.0,11410445000000.0,7369976700000.0,9709897000000.0,9598804000000.0,4789409700000.0,10405951000000.0,5391890500000.0,10702661000000.0,9531331000000.0
2088.0,8409956500000.0,8442178000000.0,4631353000000.0,10005139000000.0,9595462000000.0,11347936000000.0,7300866600000.0,9640175000000.0,9525139000000.0,4706068300000.0,10356418000000.0,5283083000000.0,10641073000000.0,9407583000000.0
2089.0,8327127400000.0,8352127500000.0,4544749600000.0,9937360000000.0,9564906000000.0,11280951000000.0,7242470000000.0,9545562000000.0,9471523000000.0,4631934500000.0,10273181000000.0,5185609000000.0,10631754000000.0,9287557000000.0
2090.0,8243244000000.0,8285288700000.0,4461820400000.0,9879087000000.0,9495195000000.0,11241933000000.0,7205465600000.0,9441733000000.0,9403598000000.0,4564327000000.0,10210627000000.0,5080058000000.0,10569865000000.0,9247209000000.0
2091.0,8196375000000.0,8200194000000.0,4366934200000.0,9836580000000.0,9456814000000.0,11201083000000.0,7149739600000.0,9395865000000.0,9312272000000.0,4489912000000.0,10135844000000.0,5000546000000.0,10512237000000.0,9146523000000.0
2092.0,8160846300000.0,8111588000000.0,4259542500000.0,9760271000000.0,9432465000000.0,11146299000000.0,7090593600000.0,9379430000000.0,9224356000000.0,4428311000000.0,10080786000000.0,4933336000000.0,10428685000000.0,9044872000000.0
2093.0,8126622000000.0,8069941000000.0,4191253200000.0,9733887000000.0,9426937000000.0,11052875000000.0,7067962000000.0,9324180000000.0,9175898000000.0,4388527500000.0,10003826000000.0,4850122000000.0,10388065000000.0,8930310000000.0
2094.0,8090343000000.0,7985408000000.0,4097974200000.0,9669055000000.0,9399421000000.0,11033639000000.0,7024091000000.0,9296777000000.0,9092071000000.0,4311267400000.0,9908322000000.0,4782524000000.0,10346475000000.0,8849115000000.0
2095.0,8028191500000.0,7891167000000.0,4001158700000.0,9630314000000.0,9397220000000.0,10979267000000.0,6973971000000.0,9236936000000.0,8989366000000.0,4257091400000.0,9812966000000.0,4709495600000.0,10301687000000.0,8787243600000.0
2096.0,7950822300000.0,7822666000000.0,3924001300000.0,9582545000000.0,9356346000000.0,10947617000000.0,6902102000000.0,9131010000000.0,8929300000000.0,4209252200000.0,9743211000000.0,4631194000000.0,10248952000000.0,8714505000000.0
2097.0,7914450300000.0,7754317000000.0,3842783800000.0,9540108000000.0,9333630000000.0,10895253000000.0,6836440000000.0,9032847000000.0,8861003000000.0,4157362400000.0,9646314000000.0,4554210400000.0,10217230000000.0,8635462000000.0
2098.0,7852586000000.0,7686800000000.0,3752028500000.0,9506441000000.0,9294036000000.0,10866222000000.0,6813730700000.0,8973785000000.0,8796631000000.0,4095813000000.0,9568359000000.0,4478309000000.0,10162283000000.0,8497147000000.0
2099.0,7802702500000.0,7609755000000.0,3679567500000.0,9449867000000.0,9220820000000.0,10812553000000.0,6787215000000.0,8936115000000.0,8707985000000.0,4047129000000.0,9492601000000.0,4393154600000.0,10120190000000.0,8374575400000.0
2100.0,7729854000000.0,7524740000000.0,3598481000000.0,9385706000000.0,9151124000000.0,10784558000000.0,6717432700000.0,8874962000000.0,8656312000000.0,3986374500000.0,9408717000000.0,4333392000000.0,10053090000000.0,8324772000000.0
