time,CANESM5,IPSL-CM6A-LR,IITM-ESM,MPI-ESM1-2-HR,KACE-1-0-G,TAIESM1,MIROC6,MRI-ESM2-0,CESM2-WACCM,UKESM1-0-LL,GFDL-ESM4,CNRM-ESM2-1,CNRM-CM6-1,EC-EARTH3
2010.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0
2011.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0
2012.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0
2013.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0
2014.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0
2015.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0
2016.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0
2017.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0
2018.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0
2019.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0
2020.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0
2021.0,14659156000000.0,14636477000000.0,14645427000000.0,14661588000000.0,14621159000000.0,14559739000000.0,14631757000000.0,14651135000000.0,14659817000000.0,14679891000000.0,14680906000000.0,14723511000000.0,14742866000000.0,14588736000000.0
2022.0,14557737000000.0,14562243000000.0,14578748000000.0,14608481000000.0,14571209000000.0,14379061000000.0,14542123000000.0,14595997000000.0,14569416000000.0,14563506000000.0,14644786000000.0,14705613000000.0,14655520000000.0,14479229000000.0
2023.0,14453347000000.0,14465007000000.0,14470723000000.0,14535488000000.0,14467231000000.0,14309577000000.0,14480150000000.0,14444863000000.0,14483406000000.0,14456614000000.0,14582797000000.0,14591962000000.0,14569431000000.0,14399325000000.0
2024.0,14245963000000.0,14420215000000.0,14403560000000.0,14495778000000.0,14429314000000.0,14179461000000.0,14396567000000.0,14329356000000.0,14439764000000.0,14320174000000.0,14463969000000.0,14483949000000.0,14472465000000.0,14229796000000.0
2025.0,14046635000000.0,14388981000000.0,14357279000000.0,14447608000000.0,14292369000000.0,14068659000000.0,14312433000000.0,14240932000000.0,14305051000000.0,14165132000000.0,14367021000000.0,14371149000000.0,14495237000000.0,14066324000000.0
2026.0,13937900000000.0,14282749000000.0,14306996000000.0,14405893000000.0,14152943000000.0,13968847000000.0,14270087000000.0,14170078000000.0,14180579000000.0,14034410000000.0,14294332000000.0,14319278000000.0,14403310000000.0,13965305000000.0
2027.0,13838195000000.0,14216771000000.0,14353292000000.0,14377552000000.0,14114109000000.0,13847001000000.0,14152572000000.0,14101378000000.0,14133717000000.0,13928012000000.0,14242598000000.0,14196252000000.0,14288699000000.0,13749680000000.0
2028.0,13672321000000.0,14142800000000.0,14333893000000.0,14313719000000.0,14025237000000.0,13732721000000.0,14060480000000.0,14056242000000.0,14048418000000.0,13793590000000.0,14189719000000.0,14078221000000.0,14208910000000.0,13624178000000.0
2029.0,13530796000000.0,14031042000000.0,14272674000000.0,14294049000000.0,13940396000000.0,13562353000000.0,13981793000000.0,14008505000000.0,13942190000000.0,13686727000000.0,14056562000000.0,13947570000000.0,14126709000000.0,13443486000000.0
2030.0,13450041000000.0,13956552000000.0,14196857000000.0,14268046000000.0,13859721000000.0,13366674000000.0,13961637000000.0,13921716000000.0,13877140000000.0,13550846000000.0,13945734000000.0,13931391000000.0,14070151000000.0,13253893000000.0
2031.0,13329599000000.0,13898240000000.0,14150129000000.0,14186890000000.0,13762683000000.0,13183523000000.0,13857434000000.0,13832548000000.0,13768683000000.0,13396836000000.0,13851535000000.0,13835496000000.0,13995133000000.0,13011019000000.0
2032.0,13139420000000.0,13783798000000.0,14057211000000.0,14124608000000.0,13657322000000.0,13038660000000.0,13775401000000.0,13721759000000.0,13713035000000.0,13237406000000.0,13752840000000.0,13736037000000.0,13956923000000.0,12846812000000.0
2033.0,12986767000000.0,13687810000000.0,14004570000000.0,14105236000000.0,13525928000000.0,12887420000000.0,13698821000000.0,13656458000000.0,13592806000000.0,13073807000000.0,13630176000000.0,13633159000000.0,13930337000000.0,12672681000000.0
2034.0,12826392000000.0,13613147000000.0,13949447000000.0,14066995000000.0,13406880000000.0,12639761000000.0,13552948000000.0,13522548000000.0,13486369000000.0,12905156000000.0,13549609000000.0,13516398000000.0,13840082000000.0,12505478000000.0
2035.0,12703136000000.0,13587823000000.0,13891018000000.0,14028158000000.0,13345398000000.0,12428499000000.0,13427440000000.0,13448878000000.0,13390198000000.0,12650705000000.0,13494159000000.0,13421223000000.0,13725993000000.0,12251006000000.0
2036.0,12534343000000.0,13553194000000.0,13835718000000.0,13948728000000.0,13279378000000.0,12241671000000.0,13305672000000.0,13427818000000.0,13326473000000.0,12517471000000.0,13436580000000.0,13341431000000.0,13668637000000.0,12094505000000.0
2037.0,12405230000000.0,13486560000000.0,13773831000000.0,13863695000000.0,13197207000000.0,12002426000000.0,13190271000000.0,13357748000000.0,13244545000000.0,12305941000000.0,13393988000000.0,13197642000000.0,13559118000000.0,11934373000000.0
2038.0,12289829000000.0,13427994000000.0,13718114000000.0,13794321000000.0,13102511000000.0,11839344000000.0,13134218000000.0,13234113000000.0,13137915000000.0,12126909000000.0,13321034000000.0,13149376000000.0,13492174000000.0,11740850000000.0
2039.0,12186040000000.0,13297515000000.0,13677593000000.0,13716343000000.0,13025169000000.0,11695471000000.0,13083463000000.0,13146661000000.0,13004631000000.0,11974016000000.0,13219079000000.0,13047320000000.0,13384188000000.0,11597374000000.0
2040.0,12075853000000.0,13227633000000.0,13600963000000.0,13632520000000.0,12928871000000.0,11520617000000.0,12992350000000.0,13100573000000.0,12827930000000.0,11842862000000.0,13126568000000.0,12981460000000.0,13340487000000.0,11398385000000.0
2041.0,11930436000000.0,13167033000000.0,13533063000000.0,13562577000000.0,12813217000000.0,11278485000000.0,12926082000000.0,13010986000000.0,12730412000000.0,11648144000000.0,13022713000000.0,12884520000000.0,13246299000000.0,11181909000000.0
2042.0,11766019000000.0,13078229000000.0,13465665000000.0,13582113000000.0,12704774000000.0,11041145000000.0,12835986000000.0,12954062000000.0,12622255000000.0,11441233000000.0,12936760000000.0,12769477000000.0,13147610000000.0,10935164000000.0
2043.0,11664390000000.0,12949865000000.0,13390809000000.0,13514815000000.0,12618075000000.0,10826488000000.0,12733167000000.0,12826294000000.0,12504352000000.0,11307762000000.0,12830546000000.0,12619661000000.0,13096166000000.0,10751290000000.0
2044.0,11421027000000.0,12892861000000.0,13328236000000.0,13466641000000.0,12438103000000.0,10671769000000.0,12705210000000.0,12648490000000.0,12382610000000.0,11093928000000.0,12701348000000.0,12515477000000.0,12975827000000.0,10552533000000.0
2045.0,11278491000000.0,12803088000000.0,13248371000000.0,13413095000000.0,12357312000000.0,10514115000000.0,12656790000000.0,12535318000000.0,12238655000000.0,10905045000000.0,12640829000000.0,12412729000000.0,12907694000000.0,10357963000000.0
2046.0,11105446000000.0,12688023000000.0,13142427000000.0,13369311000000.0,12232903000000.0,10331631000000.0,12461117000000.0,12405838000000.0,12071865000000.0,10719562000000.0,12550411000000.0,12360903000000.0,12883593000000.0,10137673000000.0
2047.0,10885100000000.0,12602481000000.0,13065839000000.0,13296533000000.0,12108724000000.0,10068906000000.0,12455340000000.0,12258234000000.0,11938670000000.0,10525028000000.0,12475765000000.0,12211750000000.0,12848891000000.0,9897792000000.0
2048.0,10734862000000.0,12516865000000.0,13003176000000.0,13215702000000.0,11970522000000.0,9864936000000.0,12352300000000.0,12042018000000.0,11870297000000.0,10286931000000.0,12402803000000.0,12093888000000.0,12767910000000.0,9706088000000.0
2049.0,10529645000000.0,12356220000000.0,12900379000000.0,13140228000000.0,11850278000000.0,9631590000000.0,12270151000000.0,11863736000000.0,11749869000000.0,10052855000000.0,12300971000000.0,11959653000000.0,12712831000000.0,9521178000000.0
2050.0,10364621000000.0,12234189000000.0,12802488000000.0,13059051000000.0,11737532000000.0,9338451000000.0,12178790000000.0,11735576000000.0,11588776000000.0,9865786000000.0,12225419000000.0,11826200000000.0,12567564000000.0,9335775000000.0
2051.0,10174783000000.0,12169610000000.0,12705093000000.0,12956252000000.0,11609764000000.0,9065387000000.0,12037861000000.0,11619006000000.0,11451684000000.0,9700071000000.0,12178181000000.0,11644400000000.0,12422770000000.0,9119020000000.0
2052.0,9950360000000.0,12068570000000.0,12579096000000.0,12886774000000.0,11454415000000.0,8806703000000.0,11927662000000.0,11509775000000.0,11322636000000.0,9540822000000.0,12057843000000.0,11539390000000.0,12303515000000.0,8905923000000.0
2053.0,9761626000000.0,11954215000000.0,12477651000000.0,12858330000000.0,11314827000000.0,8558420700000.0,11831483000000.0,11392087000000.0,11203281000000.0,9349285000000.0,11924082000000.0,11473794000000.0,12243710000000.0,8701881600000.0
2054.0,9590029000000.0,11831850000000.0,12371167000000.0,12763078000000.0,11172857000000.0,8319506300000.0,11732381000000.0,11208497000000.0,11087354000000.0,9178445000000.0,11840230000000.0,11360583000000.0,12115458000000.0,8514533600000.0
2055.0,9391535000000.0,11656059000000.0,12252436000000.0,12677213000000.0,11060007000000.0,8023767000000.0,11613817000000.0,11026862000000.0,10925253000000.0,9000030000000.0,11739966000000.0,11257168000000.0,12035914000000.0,8265022300000.0
2056.0,9198353000000.0,11501747000000.0,12171265000000.0,12594507000000.0,10912904000000.0,7781180500000.0,11465924000000.0,10910269000000.0,10855592000000.0,8820859000000.0,11669336000000.0,11144052000000.0,11931567000000.0,8085920300000.0
2057.0,8991823000000.0,11324996000000.0,12088304000000.0,12528004000000.0,10769287000000.0,7577145000000.0,11386671000000.0,10787009000000.0,10726291000000.0,8650558000000.0,11541252000000.0,10998435000000.0,11821111000000.0,7897053400000.0
2058.0,8822215000000.0,11200822000000.0,11994573000000.0,12474513000000.0,10642307000000.0,7386019400000.0,11301146000000.0,10624510000000.0,10621846000000.0,8440022300000.0,11479439000000.0,10824536000000.0,11758041000000.0,7670338000000.0
2059.0,8667340500000.0,11098666000000.0,11862795000000.0,12403263000000.0,10532637000000.0,7178044000000.0,11175244000000.0,10503837000000.0,10483110000000.0,8198712000000.0,11362193000000.0,10633882000000.0,11600196000000.0,7463818000000.0
2060.0,8472970000000.0,10973342000000.0,11751880000000.0,12311679000000.0,10427589000000.0,6946988500000.0,11111112000000.0,10366770000000.0,10327723000000.0,7997787000000.0,11233607000000.0,10422498000000.0,11445628000000.0,7300552000000.0
2061.0,8305974400000.0,10831837000000.0,11637753000000.0,12224079000000.0,10293846000000.0,6721429000000.0,10999388000000.0,10167568000000.0,10176623000000.0,7832552300000.0,11143177000000.0,10240800000000.0,11311655000000.0,7116383000000.0
2062.0,8110779400000.0,10711617000000.0,11555253000000.0,12154337000000.0,10181666000000.0,6491278400000.0,10909428000000.0,10024834000000.0,10060769000000.0,7646468000000.0,11052877000000.0,10110134000000.0,11154005000000.0,6935760000000.0
2063.0,7911740000000.0,10562358000000.0,11450912000000.0,12034775000000.0,10036329000000.0,6332519300000.0,10839495000000.0,9904055000000.0,9905638000000.0,7468701000000.0,10940315000000.0,9994976000000.0,10970184000000.0,6765764000000.0
2064.0,7747576300000.0,10372966000000.0,11380887000000.0,11963380000000.0,9846045000000.0,6131220000000.0,10725202000000.0,9737555000000.0,9771598000000.0,7243760000000.0,10869195000000.0,9889479000000.0,10799460000000.0,6571430000000.0
2065.0,7589187000000.0,10238488000000.0,11283345000000.0,11855316000000.0,9673768000000.0,5931077700000.0,10623628000000.0,9720257000000.0,9639569000000.0,7044010000000.0,10793192000000.0,9793699000000.0,10650862000000.0,6392438600000.0
2066.0,7390079500000.0,10113834000000.0,11212277000000.0,11782116000000.0,9509087000000.0,5742112300000.0,10511470000000.0,9658715000000.0,9492771000000.0,6879078500000.0,10667641000000.0,9689303000000.0,10477838000000.0,6245887500000.0
2067.0,7289297700000.0,9976892000000.0,11112693000000.0,11676525000000.0,9375898000000.0,5548548000000.0,10385390000000.0,9508181000000.0,9367805000000.0,6668544000000.0,10599600000000.0,9554178000000.0,10316643000000.0,6053030000000.0
2068.0,7154588700000.0,9814082000000.0,10982487000000.0,11563085000000.0,9201958000000.0,5388562000000.0,10282726000000.0,9351971000000.0,9290788000000.0,6457407000000.0,10475724000000.0,9329366000000.0,10157951000000.0,5839633500000.0
2069.0,6993705000000.0,9665836000000.0,10895692000000.0,11461870000000.0,9082198000000.0,5198124700000.0,10145740000000.0,9239499000000.0,9126317000000.0,6249977000000.0,10371879000000.0,9141969000000.0,9945879000000.0,5663244700000.0
2070.0,6849578400000.0,9505002000000.0,10798372000000.0,11406713000000.0,8906123000000.0,5047262400000.0,10067173000000.0,9119958000000.0,8976081000000.0,6051803400000.0,10267669000000.0,8949677000000.0,9784176000000.0,5460793000000.0
2071.0,6682020000000.0,9368813000000.0,10719729000000.0,11341964000000.0,8760022500000.0,4873727000000.0,9954145000000.0,8979130000000.0,8833513000000.0,5828529000000.0,10188595000000.0,8839701000000.0,9624709000000.0,5284541000000.0
2072.0,6465648600000.0,9181216000000.0,10614062000000.0,11250691000000.0,8622642000000.0,4706676000000.0,9847884000000.0,8816494000000.0,8709031000000.0,5614315000000.0,10091770000000.0,8642767600000.0,9463539000000.0,5140444600000.0
2073.0,6331627000000.0,9086119000000.0,10526782000000.0,11194549000000.0,8509457000000.0,4573024000000.0,9681763000000.0,8675660000000.0,8566347000000.0,5403918000000.0,10022663000000.0,8538751500000.0,9326326000000.0,4973281000000.0
2074.0,6135983000000.0,8928959000000.0,10427362000000.0,11141861000000.0,8389835400000.0,4406975000000.0,9532495000000.0,8523094000000.0,8428691000000.0,5224719000000.0,9949954000000.0,8335058000000.0,9145113000000.0,4804919000000.0
2075.0,5983505000000.0,8785862000000.0,10293515000000.0,11029502000000.0,8259312300000.0,4239617700000.0,9393089000000.0,8385306000000.0,8259290000000.0,4989563000000.0,9856365000000.0,8209721500000.0,8970978000000.0,4623690000000.0
2076.0,5776506600000.0,8645581500000.0,10181661000000.0,10922521000000.0,8113919000000.0,4096156500000.0,9322739000000.0,8248935000000.0,8107165000000.0,4815331000000.0,9788427000000.0,8002826000000.0,8715304000000.0,4463642000000.0
2077.0,5580046000000.0,8487696300000.0,10051878000000.0,10810284000000.0,7969716000000.0,3940437200000.0,9185507000000.0,8054320000000.0,7981100400000.0,4620762500000.0,9708156000000.0,7849860000000.0,8509823400000.0,4277978500000.0
2078.0,5432119700000.0,8346124400000.0,9919297000000.0,10718128000000.0,7851596000000.0,3803786200000.0,9055952000000.0,7965466000000.0,7788332000000.0,4441037600000.0,9652169000000.0,7742133600000.0,8293091600000.0,4122498600000.0
2079.0,5254611000000.0,8182605300000.0,9793408000000.0,10648254000000.0,7735166000000.0,3656487800000.0,8962784000000.0,7787077000000.0,7620450000000.0,4237973800000.0,9558235000000.0,7551377700000.0,8096204700000.0,3987396400000.0
2080.0,5115466000000.0,8045162700000.0,9686341000000.0,10571709000000.0,7571847000000.0,3499885600000.0,8820594000000.0,7620170600000.0,7453449000000.0,4079461900000.0,9476170000000.0,7363619000000.0,7899200400000.0,3820112000000.0
2081.0,4938719000000.0,7878727400000.0,9583007000000.0,10451006000000.0,7373390300000.0,3355382600000.0,8676644000000.0,7464742000000.0,7327389000000.0,3882550000000.0,9372117000000.0,7194845600000.0,7701592500000.0,3663566000000.0
2082.0,4767187700000.0,7709920300000.0,9450603000000.0,10367655000000.0,7218380400000.0,3200792700000.0,8499259000000.0,7307593000000.0,7155314300000.0,3698305300000.0,9268660000000.0,7027982000000.0,7527235000000.0,3504806000000.0
2083.0,4623102400000.0,7547440000000.0,9350021000000.0,10244053000000.0,7063287600000.0,3050740000000.0,8388675000000.0,7234991000000.0,6988923700000.0,3553856000000.0,9167942000000.0,6841898000000.0,7324964500000.0,3350186700000.0
2084.0,4450328500000.0,7419632000000.0,9278703000000.0,10120901000000.0,6911677700000.0,2905981600000.0,8275627000000.0,7117913000000.0,6833704500000.0,3383959200000.0,9017931000000.0,6661495000000.0,7107523400000.0,3162394900000.0
2085.0,4304230400000.0,7290987000000.0,9174276000000.0,10064540000000.0,6786171000000.0,2794027500000.0,8160100000000.0,6994030000000.0,6703078700000.0,3229382000000.0,8921206000000.0,6446143000000.0,6890054500000.0,3027685900000.0
2086.0,4154830400000.0,7160335000000.0,9061626000000.0,9947671000000.0,6644045000000.0,2664044200000.0,8064611000000.0,6851079400000.0,6534726000000.0,3051502400000.0,8808919000000.0,6245446000000.0,6644922000000.0,2890202000000.0
2087.0,3985936500000.0,6965252600000.0,8936661000000.0,9913592000000.0,6516036000000.0,2534719400000.0,8000174600000.0,6693167600000.0,6421671000000.0,2862516800000.0,8733971700000.0,6080180500000.0,6436819000000.0,2710394400000.0
2088.0,3804740500000.0,6796694000000.0,8831840000000.0,9797938000000.0,6406744300000.0,2414104300000.0,7860824600000.0,6551898700000.0,6277647000000.0,2688010400000.0,8646887000000.0,5869796000000.0,6253206600000.0,2549939400000.0
2089.0,3643533700000.0,6649904000000.0,8732449700000.0,9727785000000.0,6280168000000.0,2297897000000.0,7733712500000.0,6369061000000.0,6171665000000.0,2509661800000.0,8590244000000.0,5660609600000.0,6108396700000.0,2384123000000.0
2090.0,3480079600000.0,6455813000000.0,8629208500000.0,9685556000000.0,6190405000000.0,2191827500000.0,7554632500000.0,6209566000000.0,6057256000000.0,2322296500000.0,8493267000000.0,5512204600000.0,5896722000000.0,2238328000000.0
2091.0,3325884600000.0,6240878500000.0,8504382000000.0,9593598000000.0,6085673500000.0,2070107000000.0,7428664500000.0,6047955700000.0,5942055300000.0,2164091500000.0,8426858000000.0,5295565700000.0,5737188700000.0,2065944800000.0
2092.0,3164498300000.0,6011103500000.0,8382141000000.0,9484595000000.0,5931924500000.0,1961459600000.0,7246661000000.0,5922118700000.0,5802233000000.0,1996743800000.0,8335342000000.0,5054260000000.0,5530346000000.0,1915397200000.0
2093.0,3018535000000.0,5803279000000.0,8284939500000.0,9400719000000.0,5849085400000.0,1868195200000.0,7098174000000.0,5786278000000.0,5683235000000.0,1823104700000.0,8193237300000.0,4852917000000.0,5328548000000.0,1788762300000.0
2094.0,2872678300000.0,5643486000000.0,8194875700000.0,9309973000000.0,5738320000000.0,1777577600000.0,6981930700000.0,5709052000000.0,5523445400000.0,1662539900000.0,8064179600000.0,4637610000000.0,5133572000000.0,1651544800000.0
2095.0,2740090300000.0,5475331000000.0,8094914400000.0,9267657000000.0,5630321500000.0,1685315500000.0,6838491000000.0,5597128000000.0,5391131000000.0,1510243600000.0,7981360500000.0,4429961500000.0,4898758000000.0,1519125800000.0
2096.0,2571253600000.0,5265228300000.0,7996517000000.0,9223092000000.0,5504159400000.0,1597656500000.0,6724376000000.0,5464684000000.0,5226790600000.0,1343794600000.0,7879708400000.0,4233149800000.0,4655645500000.0,1385455700000.0
2097.0,2440003000000.0,5083547000000.0,7910014300000.0,9183206000000.0,5378679000000.0,1492795400000.0,6599123000000.0,5323719400000.0,5096737300000.0,1203485100000.0,7770184600000.0,4058120500000.0,4458330000000.0,1257435600000.0
2098.0,2303967000000.0,4899360000000.0,7820830000000.0,9138518000000.0,5216620500000.0,1407779500000.0,6461455000000.0,5186042500000.0,4942557300000.0,1094339850000.0,7651154000000.0,3879699500000.0,4229099200000.0,1155962900000.0
2099.0,2171819900000.0,4689245000000.0,7709131000000.0,9073947000000.0,5066119000000.0,1313474500000.0,6296661700000.0,5035685600000.0,4810887700000.0,974475700000.0,7568872700000.0,3715868700000.0,4023597400000.0,1046755300000.0
2100.0,2026845600000.0,4427954500000.0,7581984600000.0,8997722000000.0,4951371000000.0,1213583600000.0,6147960500000.0,4923313000000.0,4666043700000.0,868354200000.0,7463790700000.0,3481725300000.0,3822218400000.0,936361070000.0
