time,CANESM2,NORESM1-M,GFDL-CM3,CCSM4,CNRM-CM5,GFDL-ESM2G,CESM1-CAM5,MPI-ESM-LR,GISS-E2-R,CSIRO-MK3-6-0,IPSL-CM5A-LR
2022.0,10035194000.0,10035891000.0,10031201000.0,10034399000.0,10032401000.0,10035634000.0,10032283000.0,10035631000.0,10035653000.0,10035907000.0,10038159000.0
2023.0,10033204000.0,10034384000.0,10027326000.0,10028660000.0,10032134000.0,10031171000.0,10027918000.0,10032068000.0,10031451000.0,10032409000.0,10033893000.0
2024.0,10027814000.0,10035176000.0,10020553000.0,10022717000.0,10023794000.0,10029020000.0,10020631000.0,10028416000.0,10026142000.0,10029542000.0,10027383000.0
2025.0,10022489000.0,10030437000.0,10012761000.0,10018314000.0,10021508000.0,10025306000.0,10010153000.0,10025387000.0,10020675000.0,10022201000.0,10024624000.0
2026.0,10017642000.0,10027382000.0,10003548000.0,10011597000.0,10017704000.0,10024168000.0,10000594000.0,10019541000.0,10014504000.0,10012772000.0,10019658000.0
2027.0,10010755000.0,10023332000.0,9992864000.0,9999474000.0,10009568000.0,10021919000.0,9989529000.0,10014840000.0,10009602000.0,10002523000.0,10013171000.0
2028.0,9999480000.0,10020982000.0,9976099000.0,9985944000.0,10001375000.0,10018010000.0,9973347000.0,10000870000.0,9993760000.0,9987002000.0,9993762000.0
2029.0,9985866000.0,10001040000.0,9968078000.0,9973679000.0,9991611000.0,10008943000.0,9950270000.0,9989792000.0,9979023000.0,9985406000.0,9987643000.0
2030.0,9960804000.0,9984652000.0,9950019000.0,9954251000.0,9977377000.0,10002823000.0,9936632000.0,9972575000.0,9964470000.0,9973620000.0,9967405000.0
2031.0,9947424000.0,9974898000.0,9932885000.0,9932708000.0,9968773000.0,9993978000.0,9915885000.0,9963237000.0,9949479000.0,9973421000.0,9954247000.0
2032.0,9935939000.0,9960950000.0,9920610000.0,9917624000.0,9955934000.0,9981990000.0,9898638000.0,9948967000.0,9940084000.0,9989228000.0,9945334000.0
2033.0,9916954000.0,9952950000.0,9894838000.0,9892625000.0,9947507000.0,9967579000.0,9877089000.0,9939748000.0,9918897000.0,9964762000.0,9922472000.0
2034.0,9899785000.0,9943009000.0,9874702000.0,9873627000.0,9939225000.0,9962549000.0,9851540000.0,9925861000.0,9907152000.0,9951939000.0,9904923000.0
2035.0,9885056000.0,9929125000.0,9857494000.0,9857031000.0,9915400000.0,9955095000.0,9821808000.0,9904407000.0,9886914000.0,9927795000.0,9888218000.0
2036.0,9855953000.0,9921209000.0,9819545000.0,9835713000.0,9908821000.0,9933429000.0,9806050000.0,9890805000.0,9859476000.0,9926993000.0,9870255000.0
2037.0,9837663000.0,9906066000.0,9793539000.0,9810201000.0,9904643000.0,9929304000.0,9775385000.0,9877551000.0,9836345000.0,9929965000.0,9844830000.0
2038.0,9811624000.0,9875412000.0,9755017000.0,9775737000.0,9884019000.0,9929266000.0,9741715000.0,9846194000.0,9819069000.0,9922963000.0,9811321000.0
2039.0,9784276000.0,9858275000.0,9721138000.0,9751273000.0,9876626000.0,9913411000.0,9705436000.0,9821063000.0,9791419000.0,9910073000.0,9774569000.0
2040.0,9746231000.0,9838138000.0,9683393000.0,9709536000.0,9851800000.0,9895589000.0,9667951000.0,9796036000.0,9759050000.0,9912905000.0,9726197000.0
2041.0,9727791000.0,9813677000.0,9648697000.0,9675262000.0,9828698000.0,9875402000.0,9637220000.0,9772056000.0,9721305000.0,9900483000.0,9704416000.0
2042.0,9704698000.0,9782320000.0,9603299000.0,9647268000.0,9790505000.0,9850750000.0,9606708000.0,9748549000.0,9706755000.0,9887734000.0,9679060000.0
2043.0,9685374000.0,9763092000.0,9574814000.0,9619762000.0,9766517000.0,9834109000.0,9571596000.0,9716710000.0,9685803000.0,9864372000.0,9654756000.0
2044.0,9659971000.0,9739314000.0,9542668000.0,9589183000.0,9760336000.0,9809020000.0,9548214000.0,9694397000.0,9667086000.0,9846983000.0,9631109000.0
2045.0,9623904000.0,9720721000.0,9495724000.0,9531906000.0,9728495000.0,9796000000.0,9518419000.0,9680399000.0,9631305000.0,9837719000.0,9591037000.0
2046.0,9608331000.0,9710173000.0,9440137000.0,9500386000.0,9711671000.0,9780362000.0,9475391000.0,9666794000.0,9604822000.0,9816991000.0,9549214000.0
2047.0,9566223000.0,9703216000.0,9375398000.0,9440243000.0,9699678000.0,9761834000.0,9446642000.0,9632092000.0,9577940000.0,9803577000.0,9497575000.0
2048.0,9486510000.0,9685175000.0,9327564000.0,9387465000.0,9687489000.0,9752115000.0,9397240000.0,9607704000.0,9521655000.0,9800389000.0,9450063000.0
2049.0,9472695000.0,9667836000.0,9289564000.0,9332671000.0,9659030000.0,9732444000.0,9341693000.0,9564862000.0,9477172000.0,9790498000.0,9410864000.0
2050.0,9448115000.0,9643526000.0,9216249000.0,9300059000.0,9638344000.0,9722898000.0,9294133000.0,9521606000.0,9446704000.0,9769607000.0,9351899000.0
2051.0,9420611000.0,9604310000.0,9142040000.0,9239753000.0,9621400000.0,9699553000.0,9253436000.0,9495516000.0,9395110000.0,9776065000.0,9291975000.0
2052.0,9372789000.0,9578861000.0,9064381000.0,9179977000.0,9604957000.0,9673561000.0,9186561000.0,9440301000.0,9342708000.0,9774451000.0,9230806000.0
2053.0,9318276000.0,9525267000.0,9015591000.0,9124818000.0,9573753000.0,9660322000.0,9118125000.0,9405175000.0,9331111000.0,9762737000.0,9171027000.0
2054.0,9268727000.0,9510749000.0,8903330000.0,9057415000.0,9559784000.0,9635487000.0,9083577000.0,9372435000.0,9278224000.0,9762963000.0,9136668000.0
2055.0,9191943000.0,9486312000.0,8812193000.0,8998035000.0,9531519000.0,9617351000.0,9033381000.0,9318715000.0,9248742000.0,9743812000.0,9055236000.0
2056.0,9125573000.0,9438458000.0,8714959000.0,8921686000.0,9494501000.0,9595096000.0,8961097000.0,9276777000.0,9204304000.0,9748320000.0,8990826000.0
2057.0,9076758000.0,9380063000.0,8661283000.0,8856560000.0,9451893000.0,9583635000.0,8889955000.0,9215373000.0,9144263000.0,9741172000.0,8925398000.0
2058.0,9035296000.0,9355223000.0,8610506000.0,8796196000.0,9432983000.0,9568061000.0,8801085000.0,9181073000.0,9093898000.0,9745747000.0,8859071000.0
2059.0,8939023000.0,9306979000.0,8549027000.0,8736187000.0,9401844000.0,9548433000.0,8734577000.0,9155465000.0,9079239000.0,9740400000.0,8780455000.0
2060.0,8869060000.0,9257245000.0,8484897000.0,8687570000.0,9359719000.0,9503712000.0,8638036000.0,9107404000.0,9037433000.0,9732784000.0,8739178000.0
2061.0,8806730000.0,9198150000.0,8419115000.0,8671872000.0,9320429000.0,9479357000.0,8554374000.0,9033676000.0,9013747000.0,9724063000.0,8675417000.0
2062.0,8741552000.0,9150395000.0,8382933000.0,8624805000.0,9266530000.0,9461386000.0,8500945400.0,8993922000.0,8963020000.0,9715935000.0,8576883000.0
2063.0,8673770000.0,9119216000.0,8335270000.0,8550647000.0,9235587000.0,9442662000.0,8430584000.0,8944586000.0,8931629000.0,9700905000.0,8534434300.0
2064.0,8585915000.0,9074833000.0,8271738000.0,8504331000.0,9204348000.0,9422538000.0,8370844000.0,8895580000.0,8909106000.0,9683655000.0,8483922000.0
2065.0,8569096000.0,9018912000.0,8216504000.0,8469174000.0,9155528000.0,9371212000.0,8336677000.0,8828045000.0,8864645000.0,9693378000.0,8409653000.0
2066.0,8526924000.0,8961962000.0,8170149000.0,8411964000.0,9118691000.0,9335514000.0,8259458600.0,8772046000.0,8816620000.0,9688616000.0,8355045400.0
2067.0,8483728000.0,8914553000.0,8099342000.0,8388976600.0,9105272000.0,9325963000.0,8196426000.0,8738718000.0,8789019000.0,9679043000.0,8288324600.0
2068.0,8428335000.0,8863151000.0,8025018000.0,8336268000.0,9040520000.0,9306914000.0,8137146000.0,8682474000.0,8805921000.0,9667786000.0,8214970400.0
2069.0,8394427400.0,8803490000.0,7952201700.0,8310793000.0,9023706000.0,9261302000.0,8099631600.0,8629717000.0,8736667000.0,9675389000.0,8176688000.0
2070.0,8370963000.0,8758478000.0,7917724700.0,8293783000.0,8998291000.0,9238348000.0,8042835000.0,8579435500.0,8721289000.0,9639124000.0,8102245000.0
2071.0,8327239700.0,8717671000.0,7858084400.0,8233403400.0,8947027000.0,9212331000.0,7978617300.0,8525959000.0,8700229000.0,9631214000.0,8063848000.0
2072.0,8276316000.0,8692351000.0,7791933400.0,8194759000.0,8899967000.0,9188342000.0,7934051000.0,8486705700.0,8677853000.0,9612245000.0,7988460500.0
2073.0,8240535000.0,8658956000.0,7736996400.0,8148602400.0,8871655000.0,9164039000.0,7879281000.0,8450163000.0,8630004000.0,9613671000.0,7924824600.0
2074.0,8167886300.0,8608047000.0,7675564500.0,8130881000.0,8848660000.0,9141273000.0,7831318500.0,8432223700.0,8618413000.0,9593130000.0,7834754600.0
2075.0,8129133600.0,8583118300.0,7588747000.0,8094823000.0,8836183000.0,9099599000.0,7754299400.0,8390569000.0,8611203000.0,9585478000.0,7761544700.0
2076.0,8069691400.0,8544836600.0,7499865600.0,8062348300.0,8808310000.0,9081571000.0,7677487000.0,8369421300.0,8594943000.0,9573549000.0,7714377000.0
2077.0,8002081000.0,8498726000.0,7449116700.0,8038444500.0,8762951000.0,9080266000.0,7639697000.0,8349894000.0,8560221700.0,9576277000.0,7671497700.0
2078.0,7956311600.0,8459831300.0,7381263000.0,7927340000.0,8717012000.0,9076307000.0,7588743700.0,8292223000.0,8537378300.0,9568079000.0,7607055000.0
2079.0,7892550000.0,8419282400.0,7319337000.0,7885948400.0,8691413000.0,9018110000.0,7493207600.0,8263272400.0,8601352000.0,9553756000.0,7533337000.0
2080.0,7801232000.0,8399171000.0,7295909400.0,7838456300.0,8660094000.0,8998633000.0,7448575500.0,8240987600.0,8544088600.0,9530720000.0,7497324500.0
2081.0,7709430300.0,8360405000.0,7249375000.0,7793992000.0,8633850000.0,8987083000.0,7415918000.0,8187971000.0,8518390000.0,9554825000.0,7440714000.0
2082.0,7656984600.0,8344310300.0,7177880600.0,7763946000.0,8596836000.0,8979271000.0,7378493400.0,8152121000.0,8478045000.0,9493134000.0,7389034500.0
2083.0,7641017000.0,8300357600.0,7136599600.0,7713132500.0,8563554300.0,8945409000.0,7325809000.0,8101769000.0,8463630000.0,9480546000.0,7326864400.0
2084.0,7590535000.0,8257652700.0,7092442600.0,7703066000.0,8605576000.0,8913712000.0,7267128000.0,8041575000.0,8446525400.0,9456202000.0,7280216600.0
2085.0,7546727000.0,8217078300.0,7043176400.0,7661573600.0,8559151000.0,8912804000.0,7245826000.0,8020692500.0,8436019000.0,9444134000.0,7237072000.0
2086.0,7492393000.0,8152036000.0,6992132600.0,7623423000.0,8520988700.0,8903006000.0,7223616500.0,7988208600.0,8415848400.0,9408304000.0,7160584000.0
2087.0,7466405000.0,8128294000.0,6944101000.0,7601789400.0,8473857500.0,8888018000.0,7168907300.0,7947442000.0,8412550700.0,9389744000.0,7101027300.0
2088.0,7415921000.0,8095441400.0,6869059600.0,7556949000.0,8462068000.0,8884183000.0,7121199000.0,7940440000.0,8395749000.0,9372988000.0,7044874000.0
2089.0,7372648400.0,8031546400.0,6821733000.0,7523652000.0,8430318600.0,8859972000.0,7098907000.0,7926778400.0,8377374700.0,9342258000.0,7025981400.0
2090.0,7304807400.0,7989270000.0,6779424000.0,7486683600.0,8465175600.0,8851875000.0,7079987700.0,7868525600.0,8376601600.0,9339600000.0,6950451000.0
2091.0,7244811300.0,7948246500.0,6744990700.0,7442009600.0,8408054300.0,8835614000.0,7045914000.0,7821297700.0,8357589500.0,9295630000.0,6889796600.0
2092.0,7204530000.0,7925863400.0,6706630000.0,7427323000.0,8387516000.0,8831239000.0,7013189000.0,7813651500.0,8337400300.0,9282921000.0,6834678000.0
2093.0,7169140700.0,7872904700.0,6644846600.0,7390932500.0,8372450000.0,8800305000.0,6971515400.0,7776122000.0,8304354300.0,9263704000.0,6772240000.0
2094.0,7121747000.0,7818943000.0,6586923000.0,7333314000.0,8362260000.0,8800208000.0,6895708000.0,7763984400.0,8273614300.0,9243583000.0,6721225000.0
2095.0,7059778000.0,7786731500.0,6507418600.0,7296717000.0,8340486000.0,8792484000.0,6852303000.0,7734724600.0,8298654700.0,9232260000.0,6694762500.0
2096.0,7003476500.0,7733734000.0,6446532600.0,7271936500.0,8303668700.0,8756645000.0,6822418400.0,7711426600.0,8251025400.0,9223060000.0,6671738400.0
2097.0,6972244500.0,7720349000.0,6421608000.0,7220020700.0,8275669000.0,8749521000.0,6794752500.0,7683460000.0,8238617600.0,9209130000.0,6593256400.0
2098.0,6913147400.0,7689535000.0,6396664000.0,7194343000.0,8253760500.0,8740891000.0,6734854000.0,7641593000.0,8235923500.0,9200494000.0,6564463600.0
2099.0,6879801000.0,7665304000.0,6341719000.0,7141226500.0,8234514000.0,8727014000.0,6718987000.0,7592016400.0,8221584000.0,9178868000.0,6534529000.0
2100.0,6849345500.0,7633673700.0,6315987500.0,7099558000.0,8204532000.0,8710984000.0,6657699000.0,7570557400.0,8210520600.0,9154961000.0,6479729700.0
