time,GFDL-CM3,CCSM4,NORESM1-M,CANESM2,CSIRO-MK3-6-0,IPSL-CM5A-LR,GISS-E2-R,MPI-ESM-LR,CNRM-CM5,GFDL-ESM2G
2015.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0
2016.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0
2017.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0
2018.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0
2019.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0
2020.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0
2021.0,10038671000.0,10041346000.0,10041435000.0,10040178000.0,10042032000.0,10042444000.0,10041445000.0,10039309000.0,10041224000.0,10041638000.0
2022.0,10028918000.0,10036349000.0,10035589000.0,10035465000.0,10043683000.0,10035573000.0,10035207000.0,10034417000.0,10033705000.0,10036609000.0
2023.0,10020171000.0,10031816000.0,10029703000.0,10035678000.0,10039222000.0,10028506000.0,10031797000.0,10030006000.0,10028101000.0,10030628000.0
2024.0,10012069000.0,10021893000.0,10026088000.0,10029323000.0,10043742000.0,10022782000.0,10027270000.0,10023985000.0,10024346000.0,10025837000.0
2025.0,10001591000.0,10018593000.0,10022585000.0,10025582000.0,10034287000.0,10014231000.0,10020090000.0,10018810000.0,10021060000.0,10027474000.0
2026.0,9989137000.0,10009815000.0,10016912000.0,10019345000.0,10034202000.0,10004221000.0,10012067000.0,10007475000.0,10016757000.0,10023908000.0
2027.0,9971982000.0,10005302000.0,10010044000.0,10012117000.0,10031688000.0,9992434000.0,10003749000.0,9999159000.0,10011696000.0,10016502000.0
2028.0,9960014000.0,9998750000.0,9995780000.0,9989679000.0,10031414000.0,9976410000.0,9987813000.0,9981515000.0,9996306000.0,10006454000.0
2029.0,9932575000.0,9993539000.0,9989860000.0,9983157000.0,10033062000.0,9955604000.0,9978224000.0,9971290000.0,9990335000.0,9994487000.0
2030.0,9915507000.0,9972583000.0,9970290000.0,9965187000.0,10025916000.0,9943849000.0,9958034000.0,9958327000.0,9970812000.0,9977191000.0
2031.0,9898478000.0,9967751000.0,9965734000.0,9947466000.0,10020018000.0,9917880000.0,9939894000.0,9942262000.0,9956374000.0,9967165000.0
2032.0,9874914000.0,9954518000.0,9952976000.0,9933925000.0,10008018000.0,9900258000.0,9929431000.0,9931383000.0,9948064000.0,9955320000.0
2033.0,9852837000.0,9946564000.0,9946039000.0,9913156000.0,9993615000.0,9883892000.0,9906280000.0,9913102000.0,9940213000.0,9947504000.0
2034.0,9826914000.0,9927304000.0,9938208000.0,9899732000.0,9988217000.0,9848275000.0,9886207000.0,9894966000.0,9922960000.0,9928860000.0
2035.0,9794857000.0,9909818000.0,9913739000.0,9882541000.0,9985564000.0,9822631000.0,9864885000.0,9881162000.0,9915453000.0,9921791000.0
2036.0,9758750000.0,9896797000.0,9903319000.0,9865721000.0,9974161000.0,9773553000.0,9835467000.0,9854514000.0,9897825000.0,9914625000.0
2037.0,9723158000.0,9865023000.0,9889329000.0,9832492000.0,9970860000.0,9742511000.0,9807769000.0,9835340000.0,9878125000.0,9908498000.0
2038.0,9685523000.0,9844150000.0,9851070000.0,9808168000.0,9956446000.0,9697537000.0,9773687000.0,9814711000.0,9860964000.0,9882238000.0
2039.0,9653513000.0,9817608000.0,9839628000.0,9771388000.0,9948581000.0,9650088000.0,9730089000.0,9790359000.0,9825973000.0,9862663000.0
2040.0,9613352000.0,9782322000.0,9794452000.0,9723508000.0,9932739000.0,9590097000.0,9694810000.0,9766722000.0,9807974000.0,9827943000.0
2041.0,9574491000.0,9755718000.0,9759428000.0,9700681000.0,9931469000.0,9558694000.0,9663558000.0,9723991000.0,9776883000.0,9802358000.0
2042.0,9548397000.0,9728922000.0,9729875000.0,9682860000.0,9919759000.0,9493338000.0,9622149000.0,9694350000.0,9753613000.0,9772748000.0
2043.0,9505416000.0,9709901000.0,9703709000.0,9661540000.0,9893338000.0,9440375000.0,9588102000.0,9681550000.0,9738920000.0,9761768000.0
2044.0,9461795000.0,9689645000.0,9678600000.0,9623276000.0,9888197000.0,9359624000.0,9531801000.0,9649658000.0,9721014000.0,9744896000.0
2045.0,9411617000.0,9672499000.0,9645819000.0,9599173000.0,9861370000.0,9274159000.0,9480687000.0,9623440000.0,9713697000.0,9731126000.0
2046.0,9357158000.0,9651274000.0,9622414000.0,9537704000.0,9846047000.0,9153114000.0,9408889000.0,9590267000.0,9690866000.0,9723388000.0
2047.0,9292234000.0,9610235000.0,9582076000.0,9473083000.0,9829881000.0,9091061000.0,9354709000.0,9545633000.0,9681229000.0,9709447000.0
2048.0,9227523000.0,9575213000.0,9538075000.0,9432202000.0,9820552000.0,8990015000.0,9283832000.0,9510577000.0,9661859000.0,9700538000.0
2049.0,9151401000.0,9517980000.0,9478106000.0,9371507000.0,9821357000.0,8886835000.0,9212097000.0,9467837000.0,9635781000.0,9680535000.0
2050.0,9082390000.0,9467185000.0,9440078000.0,9280409000.0,9818973000.0,8764292000.0,9136555000.0,9439507000.0,9617654000.0,9642258000.0
2051.0,9031103000.0,9436681000.0,9375194000.0,9250913000.0,9803997000.0,8641498000.0,9082083000.0,9401611000.0,9563544000.0,9603881000.0
2052.0,8959740000.0,9367306000.0,9310944000.0,9187445000.0,9794412000.0,8503931000.0,9001300000.0,9353020000.0,9539290000.0,9577737000.0
2053.0,8839547000.0,9301106000.0,9238712000.0,9136777000.0,9778522000.0,8417992000.0,8906307000.0,9306416000.0,9521940000.0,9546697000.0
2054.0,8761635000.0,9258427000.0,9183300000.0,9054474000.0,9766869000.0,8308121600.0,8818967000.0,9252070000.0,9486129000.0,9508283000.0
2055.0,8666202000.0,9209850000.0,9127793000.0,8994279000.0,9758953000.0,8200866300.0,8746016000.0,9214470000.0,9443933000.0,9474330000.0
2056.0,8575483000.0,9137946000.0,9042365000.0,8892127000.0,9748982000.0,8128273000.0,8655557000.0,9166886000.0,9404878000.0,9428097000.0
2057.0,8469830700.0,9064965000.0,9003701000.0,8790921000.0,9750322000.0,8042729000.0,8560934000.0,9122107000.0,9386972000.0,9387437000.0
2058.0,8408345000.0,9012743000.0,8939974000.0,8718298000.0,9729860000.0,7964955000.0,8532222500.0,9050242000.0,9354497000.0,9341154000.0
2059.0,8303187000.0,8933751000.0,8853158000.0,8678150000.0,9726740000.0,7847336000.0,8476928500.0,8997916000.0,9315761000.0,9292515000.0
2060.0,8236434400.0,8863065000.0,8799305000.0,8591529000.0,9725500000.0,7756225000.0,8378208000.0,8962402000.0,9286748000.0,9221573000.0
2061.0,8173439500.0,8787288000.0,8715817000.0,8505027600.0,9716411000.0,7630542300.0,8356067300.0,8892860000.0,9245239000.0,9194934000.0
2062.0,8073497600.0,8734450000.0,8696145000.0,8454692000.0,9697232000.0,7529368000.0,8294643000.0,8828200000.0,9220769000.0,9123376000.0
2063.0,8011345000.0,8660752000.0,8592873000.0,8395609000.0,9677430000.0,7398264000.0,8244618000.0,8742721000.0,9186174000.0,9050173000.0
2064.0,7917413400.0,8593766000.0,8539145000.0,8344117000.0,9666292000.0,7310145000.0,8220336000.0,8694766000.0,9148504000.0,9004021000.0
2065.0,7869421600.0,8556629500.0,8499262000.0,8244951600.0,9660210000.0,7191142400.0,8150183400.0,8625310000.0,9102824000.0,8942293000.0
2066.0,7793902000.0,8508745700.0,8438072300.0,8181220000.0,9657404000.0,7111994400.0,8107767000.0,8569204700.0,9062966000.0,8854431000.0
2067.0,7700881400.0,8437637600.0,8390109000.0,8133792000.0,9633258000.0,7015483000.0,8058794000.0,8517102000.0,9012052000.0,8808108000.0
2068.0,7618448000.0,8364849000.0,8324370000.0,8090069000.0,9625785000.0,6899920000.0,8013753300.0,8434822700.0,8949830000.0,8745945000.0
2069.0,7525222400.0,8320029000.0,8276669000.0,8037272600.0,9607955000.0,6752511500.0,7965064700.0,8389700600.0,8928655000.0,8704570000.0
2070.0,7429341700.0,8266641400.0,8204086300.0,7964767700.0,9575902000.0,6630441000.0,7937878500.0,8338069000.0,8870965000.0,8640736000.0
2071.0,7339187000.0,8186235000.0,8148973000.0,7878170600.0,9537828000.0,6486127600.0,7901197000.0,8271972000.0,8833579000.0,8588324000.0
2072.0,7246940700.0,8103494000.0,8094179300.0,7817951700.0,9518004000.0,6425643000.0,7823814700.0,8231853000.0,8779172000.0,8570863600.0
2073.0,7185636000.0,8066057000.0,8016409600.0,7725775000.0,9478306000.0,6315322000.0,7765043700.0,8125904000.0,8752912000.0,8490226000.0
2074.0,7121704400.0,8010571000.0,7963710500.0,7595780600.0,9431514000.0,6239930400.0,7702746600.0,8067972600.0,8659195000.0,8441948000.0
2075.0,7022947300.0,7952236000.0,7886772700.0,7548054000.0,9408926000.0,6112273000.0,7636112400.0,8021135000.0,8607156000.0,8392395000.0
2076.0,6943060500.0,7875673000.0,7818204700.0,7434781000.0,9396108000.0,6024333000.0,7589334500.0,7976707600.0,8564372000.0,8353408500.0
2077.0,6881456600.0,7813146000.0,7718035000.0,7364823600.0,9380822000.0,5907126300.0,7537538000.0,7923249700.0,8510713300.0,8304902700.0
2078.0,6797719000.0,7741347000.0,7626241000.0,7304288000.0,9372984000.0,5820292000.0,7461121000.0,7871670300.0,8439556000.0,8247947000.0
2079.0,6725713000.0,7647746000.0,7561159700.0,7202912000.0,9325216000.0,5716850700.0,7420065300.0,7833366000.0,8398705000.0,8191314000.0
2080.0,6619836000.0,7589474000.0,7514904600.0,7128600600.0,9296788000.0,5632473000.0,7388175400.0,7795099000.0,8340588000.0,8144878600.0
2081.0,6515928600.0,7537118000.0,7423562000.0,7088982000.0,9261823000.0,5540197400.0,7317929500.0,7717542000.0,8269221000.0,8079069000.0
2082.0,6427940000.0,7464809500.0,7377110500.0,7046934500.0,9232090000.0,5465133000.0,7270369000.0,7690932700.0,8210831400.0,8005326300.0
2083.0,6349680600.0,7381154000.0,7316441000.0,6959331000.0,9171404000.0,5401559000.0,7219055000.0,7657197000.0,8145590000.0,7947216000.0
2084.0,6295747600.0,7330424300.0,7232007000.0,6857758000.0,9131569000.0,5324387300.0,7174697000.0,7602822000.0,8100685300.0,7893907000.0
2085.0,6208011000.0,7267417600.0,7143822000.0,6735321600.0,9105661000.0,5227163600.0,7123916000.0,7539388000.0,8016321000.0,7829719000.0
2086.0,6104003000.0,7183650000.0,7107192000.0,6611199500.0,9088912000.0,5174570000.0,7085473300.0,7482417700.0,7992283600.0,7744938000.0
2087.0,6014152700.0,7130904600.0,7045867000.0,6565876000.0,9060465000.0,5089850000.0,7049827300.0,7438819000.0,7928888000.0,7683788000.0
2088.0,5953794600.0,7068720000.0,6987262000.0,6484619300.0,9022241000.0,5012445700.0,7012349400.0,7332119600.0,7866726000.0,7572883000.0
2089.0,5869022000.0,6997608400.0,6913304600.0,6426649600.0,8979754000.0,4940602400.0,6973460000.0,7271310000.0,7800726500.0,7484266000.0
2090.0,5780875000.0,6885998000.0,6816582000.0,6350970400.0,8942668000.0,4851285500.0,6902747000.0,7201537000.0,7745181000.0,7438240300.0
2091.0,5698003000.0,6842295300.0,6736974300.0,6302775000.0,8896350000.0,4769094700.0,6877957000.0,7125656600.0,7673058000.0,7350711000.0
2092.0,5606822000.0,6747437000.0,6669003000.0,6235310600.0,8857358000.0,4671750000.0,6850096000.0,7078632400.0,7577890300.0,7289179000.0
2093.0,5495727000.0,6660501000.0,6581306000.0,6184325000.0,8792402000.0,4572340700.0,6788712400.0,7025030000.0,7538161000.0,7180430000.0
2094.0,5422170000.0,6601663500.0,6512125400.0,6125146600.0,8759491000.0,4511803400.0,6763020300.0,6976267300.0,7492128000.0,7116504000.0
2095.0,5322818000.0,6483933000.0,6433827000.0,6054289000.0,8710655000.0,4459194400.0,6724285400.0,6923933000.0,7436963300.0,7025906700.0
2096.0,5241534500.0,6424971300.0,6405657000.0,5967190500.0,8658035000.0,4379581000.0,6672141300.0,6834655000.0,7350168600.0,6968308700.0
2097.0,5157881000.0,6356131300.0,6303386000.0,5863452700.0,8607508000.0,4336417000.0,6630028000.0,6786911000.0,7288563000.0,6888473600.0
2098.0,5069603000.0,6316959000.0,6255090000.0,5802870300.0,8545500000.0,4260685600.0,6597974000.0,6716524500.0,7231551000.0,6796927500.0
2099.0,4999992300.0,6236679700.0,6187317000.0,5720049700.0,8532250600.0,4176596500.0,6575975000.0,6680243000.0,7156773000.0,6699417000.0
2100.0,4893557000.0,6197379000.0,6161473000.0,5638821000.0,8477704000.0,4104682800.0,6519201300.0,6624644600.0,7061479000.0,6604910000.0
