time,EC-EARTH3,CAMS-CSM1-0,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,NORESM2-MM,CESM2,EC-EARTH3-VEG,CESM2-WACCM,GFDL-ESM4,CMCC-CM2-SR5,MPI-ESM1-2-HR,MRI-ESM2-0,INM-CM5-0
2027.0,32487332000.0,33236943000.0,32945960000.0,33181000000.0,33192751000.0,33267059000.0,33172802000.0,33006510000.0,33104155000.0,32944564000.0,33153745000.0,33077533000.0,33033243000.0,33270333000.0
2028.0,32285082000.0,33113168000.0,32860037000.0,33025714000.0,32946150000.0,33102946000.0,33349695000.0,33309720000.0,33001935000.0,32896029000.0,33425140000.0,33054343000.0,32860584000.0,32991617000.0
2029.0,32008960000.0,33464785000.0,32750154000.0,32951828000.0,32870588000.0,33012728000.0,33074160000.0,32855200000.0,33372090000.0,32979773000.0,33196060000.0,33049973000.0,32739105000.0,32883930000.0
2030.0,31980095000.0,33092678000.0,32639009000.0,32872423000.0,32800662000.0,32992460000.0,32903016000.0,32831898000.0,33026666000.0,32768825000.0,33065828000.0,32982718000.0,32986356000.0,32773399000.0
2031.0,31668126000.0,33060356000.0,32561470000.0,32765893000.0,32664015000.0,33181528000.0,32769763000.0,32747414000.0,32871220000.0,33310003000.0,32983020000.0,32860367000.0,32596020000.0,32698874000.0
2032.0,31451570000.0,33132904000.0,32399352000.0,32642378000.0,32536953000.0,33193640000.0,32803826000.0,32655176000.0,32800197000.0,32990230000.0,32879309000.0,32832162000.0,32471718000.0,32592001000.0
2033.0,31240856000.0,33048252000.0,32283812000.0,32579620000.0,32480836000.0,32822673000.0,32670114000.0,32527628000.0,32714830000.0,32836911000.0,32778380000.0,32857035000.0,32379010000.0,32419623000.0
2034.0,30935446000.0,33001345000.0,32194087000.0,32449694000.0,32333840000.0,32745257000.0,32652840000.0,32507210000.0,32541590000.0,32640864000.0,32723882000.0,32814115000.0,32191156000.0,32306790000.0
2035.0,30821417000.0,32927439000.0,31996772000.0,32311542000.0,32215333000.0,32638786000.0,32532970000.0,32266930000.0,32534170000.0,32978160000.0,32925637000.0,32958940000.0,32177652000.0,32215245000.0
2036.0,30593606000.0,32877855000.0,31788171000.0,32193262000.0,32105860000.0,32485087000.0,32492230000.0,32069693000.0,32405287000.0,32863822000.0,32644923000.0,32631968000.0,31976675000.0,32169196000.0
2037.0,30136314000.0,32884994000.0,31634920000.0,32247320000.0,32187773000.0,32362463000.0,32337467000.0,32163090000.0,32195504000.0,32556423000.0,32581850000.0,32461783000.0,31748698000.0,31987940000.0
2038.0,29783673000.0,32718674000.0,31422925000.0,32005749000.0,31827286000.0,32395983000.0,32169697000.0,31792250000.0,32017582000.0,32494682000.0,32491637000.0,32302043000.0,31565873000.0,31883774000.0
2039.0,29517470000.0,32743076000.0,31271231000.0,31833647000.0,31655055000.0,32286552000.0,32041206000.0,31621288000.0,32151505000.0,32394279000.0,32386308000.0,32157802000.0,31406410000.0,31691760000.0
2040.0,29252303000.0,32819057000.0,31044176000.0,31710702000.0,31558058000.0,32021131000.0,31957987000.0,31699930000.0,31772390000.0,32249709000.0,32260260000.0,32197224000.0,31219005000.0,31540247000.0
2041.0,28957430000.0,32688744000.0,30845127000.0,31593310000.0,31358777000.0,31833358000.0,31835111000.0,31507782000.0,31740545000.0,32123660000.0,32100524000.0,32056750000.0,30940529000.0,31346102000.0
2042.0,28906496000.0,32495354000.0,30607210000.0,31431162000.0,31129418000.0,31701290000.0,31740295000.0,31139370000.0,31548197000.0,32006955000.0,32727257000.0,32124830000.0,30645158000.0,31197184000.0
2043.0,28708045000.0,32408273000.0,30407873000.0,31359842000.0,31330755000.0,31526370000.0,31561282000.0,30878927000.0,31346606000.0,32044534000.0,32356442000.0,31888472000.0,30461678000.0,31046939000.0
2044.0,28165693000.0,32338102000.0,30119911000.0,31691098000.0,31020485000.0,31331955000.0,31444150000.0,30651998000.0,31197037000.0,31832506000.0,32663554000.0,31616352000.0,30243914000.0,30872197000.0
2045.0,27786500000.0,32222340000.0,29929394000.0,31210467000.0,30713510000.0,31157553000.0,31328788000.0,30672843000.0,31062252000.0,31718386000.0,32960840000.0,31368536000.0,29971735000.0,30687887000.0
2046.0,27451460000.0,32283197000.0,29592418000.0,30932888000.0,30439025000.0,30910777000.0,31098931000.0,30364740000.0,30797908000.0,31579437000.0,31976260000.0,31203664000.0,29716482000.0,30555498000.0
2047.0,27305368000.0,32032120000.0,29238256000.0,30811642000.0,30408225000.0,30786257000.0,31134530000.0,30144710000.0,30582737000.0,31364660000.0,31710839000.0,31345183000.0,29451655000.0,30334024000.0
2048.0,26994469000.0,31884770000.0,28934068000.0,30604483000.0,30054537000.0,30538387000.0,31032338000.0,30081636000.0,30353574000.0,31280898000.0,31591926000.0,31121158000.0,29131799000.0,30498646000.0
2049.0,26754716000.0,31798923000.0,28649923000.0,30443727000.0,29740542000.0,30296779000.0,30715648000.0,29896172000.0,30168460000.0,31210822000.0,31570833000.0,30762756000.0,28925708000.0,30136816000.0
2050.0,26389025000.0,31631680000.0,28329861000.0,30339980000.0,29303822000.0,30199962000.0,30570473000.0,29616118000.0,29936665000.0,31098569000.0,31505756000.0,30862344000.0,28632453000.0,29827594000.0
2051.0,26118250000.0,31484938000.0,27942810000.0,30177053000.0,29014761000.0,29856307000.0,30405267000.0,29304340000.0,29726073000.0,30885888000.0,31088570000.0,30478526000.0,28269767000.0,29623538000.0
2052.0,25801070000.0,31390736000.0,27632350000.0,29955285000.0,28774345000.0,29568283000.0,30230122000.0,28992830000.0,29604760000.0,30701101000.0,30889724000.0,30525430000.0,27974955000.0,29358424000.0
2053.0,25498081000.0,31233909000.0,27296991000.0,29853286000.0,28484140000.0,29472074000.0,30041246000.0,28855904000.0,29332435000.0,30571440000.0,30673172000.0,30221945000.0,27617628000.0,29085354000.0
2054.0,25182304000.0,31039615000.0,26984524000.0,29632948000.0,28237138000.0,29120530000.0,29911410000.0,28551985000.0,29031895000.0,30423187000.0,30552975000.0,29993509000.0,27278952000.0,28854206000.0
2055.0,24831330000.0,30818828000.0,26916182000.0,29714900000.0,27938605000.0,28791486000.0,30051590000.0,28234965000.0,28694733000.0,30206624000.0,30294706000.0,29758560000.0,26959006000.0,28617722000.0
2056.0,24513227000.0,30655470000.0,26327904000.0,29339947000.0,27696069000.0,28512200000.0,29644956000.0,27993858000.0,28487846000.0,30094064000.0,30025042000.0,29551917000.0,26703327000.0,28301070000.0
2057.0,24195110000.0,30439401000.0,25998012000.0,29177130000.0,27342850000.0,28265634000.0,29433876000.0,27666373000.0,28389048000.0,29912037000.0,29912330000.0,29310521000.0,26507706000.0,28041226000.0
2058.0,23821910000.0,30337698000.0,25474748000.0,28991891000.0,27343796000.0,27967822000.0,29381620000.0,27398377000.0,28072554000.0,29649177000.0,29619250000.0,29126838000.0,26314252000.0,27797314000.0
2059.0,23561982000.0,30451319000.0,24975354000.0,28818477000.0,26933551000.0,27696708000.0,29071352000.0,27143412000.0,27752150000.0,29423544000.0,30076699000.0,28921516000.0,25908021000.0,27592303000.0
2060.0,23297448000.0,30012713000.0,24589441000.0,28618152000.0,26729740000.0,27464327000.0,28881058000.0,26829294000.0,27513407000.0,29194107000.0,29451480000.0,28863277000.0,25544784000.0,27363097000.0
2061.0,22990227000.0,29752838000.0,24101177000.0,28480012000.0,26637898000.0,27272124000.0,28769560000.0,26568360000.0,27305456000.0,28935981000.0,29072763000.0,28542984000.0,25226557000.0,27110312000.0
2062.0,22708138000.0,29602454000.0,23738050000.0,28274602000.0,26368570000.0,27007015000.0,28446366000.0,26259937000.0,27062782000.0,28614908000.0,28789305000.0,28251658000.0,24955806000.0,26967974000.0
2063.0,22410280000.0,29511850000.0,23210492000.0,28096182000.0,26147336000.0,26774817000.0,28197222000.0,25907261000.0,26796173000.0,28318550000.0,28656388000.0,27916823000.0,24656796000.0,26689516000.0
2064.0,22216810000.0,29223967000.0,22691254000.0,27943090000.0,25940005000.0,26474547000.0,27903054000.0,25631193000.0,26487968000.0,28039952000.0,28296004000.0,27707384000.0,24261773000.0,26334138000.0
2065.0,21915752000.0,29047280000.0,22763997000.0,27755821000.0,25722597000.0,26213923000.0,27690550000.0,25283355000.0,26284958000.0,27745610000.0,28063488000.0,27486783000.0,23906603000.0,26204617000.0
2066.0,21615790000.0,28801479000.0,22213890000.0,27510880000.0,25561580000.0,25905684000.0,27450270000.0,25198834000.0,26061920000.0,27462316000.0,27846296000.0,28124633000.0,23553004000.0,26129380000.0
2067.0,21441952000.0,28651438000.0,21721258000.0,27378067000.0,25455866000.0,25660258000.0,27189480000.0,24846152000.0,25648960000.0,27221443000.0,27518667000.0,27371178000.0,23251853000.0,25782184000.0
2068.0,21077883000.0,28300732000.0,21262772000.0,27266140000.0,25097191000.0,25345552000.0,26938583000.0,24674318000.0,25476502000.0,26850953000.0,27212476000.0,26963840000.0,22906116000.0,25509282000.0
2069.0,20795965000.0,28064242000.0,20907573000.0,27068627000.0,24932256000.0,25181240000.0,26617907000.0,24309070000.0,25278587000.0,26557854000.0,26966778000.0,26665837000.0,22661267000.0,25315860000.0
2070.0,20500906000.0,27817984000.0,20517511000.0,26833695000.0,24784350000.0,25257510000.0,26421086000.0,23974950000.0,24975233000.0,26212670000.0,26658503000.0,26378310000.0,22355780000.0,25083687000.0
2071.0,20269484000.0,27652985000.0,20186794000.0,26694908000.0,24461378000.0,24854735000.0,26123735000.0,23724730000.0,24782686000.0,25919986000.0,26766246000.0,26080006000.0,22006417000.0,24940358000.0
2072.0,20010381000.0,27477475000.0,19879258000.0,26524406000.0,24219777000.0,24586699000.0,25928730000.0,23412914000.0,25130510000.0,25634335000.0,26186711000.0,26436305000.0,21726753000.0,24728113000.0
2073.0,19705810000.0,27183989000.0,19502924000.0,26410422000.0,23936926000.0,24253980000.0,25715565000.0,23091554000.0,24331180000.0,25342310000.0,25829376000.0,25819206000.0,21454756000.0,25251680000.0
2074.0,19403977000.0,26884192000.0,19117058000.0,26680689000.0,23658156000.0,23961725000.0,25492386000.0,22733128000.0,24101626000.0,25065930000.0,25471394000.0,25642800000.0,21243062000.0,24467896000.0
2075.0,19950397000.0,26759635000.0,18792843000.0,26514577000.0,23466580000.0,23620141000.0,25145100000.0,22345243000.0,23956320000.0,24737438000.0,25280233000.0,25333540000.0,20993819000.0,24177963000.0
2076.0,18961132000.0,26528514000.0,18510370000.0,26051308000.0,23342140000.0,23409390000.0,24859662000.0,21828434000.0,23711680000.0,24481575000.0,24952020000.0,25070537000.0,20824818000.0,23997983000.0
2077.0,18616144000.0,26273225000.0,18226344000.0,25806490000.0,23104980000.0,23203199000.0,24628134000.0,21306286000.0,23537980000.0,24201785000.0,24606173000.0,24757348000.0,20578613000.0,23811850000.0
2078.0,18309882000.0,26027129000.0,17921910000.0,25589090000.0,22931501000.0,22997960000.0,24459704000.0,21510482000.0,23315956000.0,23937657000.0,24285854000.0,24389865000.0,20265476000.0,23596714000.0
2079.0,18017540000.0,25985851000.0,17653467000.0,25492666000.0,22726955000.0,22742972000.0,24138324000.0,20732705000.0,23098518000.0,23640791000.0,23926108000.0,24107776000.0,20007560000.0,23344052000.0
2080.0,17760230000.0,25815622000.0,17353386000.0,25338591000.0,22521762000.0,22918224000.0,23823245000.0,20426996000.0,22901697000.0,23438998000.0,23640586000.0,23832130000.0,19864240000.0,23134257000.0
2081.0,17508870000.0,25524410000.0,17030029000.0,25149315000.0,22184688000.0,22509208000.0,23565530000.0,20027705000.0,22691110000.0,23157017000.0,23703638000.0,23544844000.0,19610403000.0,22916934000.0
2082.0,17299350000.0,25362911000.0,17040745000.0,25295096000.0,22001283000.0,22208903000.0,23374838000.0,19547781000.0,22649524000.0,22870084000.0,23209929000.0,23336966000.0,19422595000.0,22746840000.0
2083.0,16995832000.0,25229500000.0,16590682000.0,25819683000.0,21698128000.0,21988975000.0,23207934000.0,19166845000.0,22348974000.0,22538826000.0,22876422000.0,23130305000.0,19181136000.0,22504808000.0
2084.0,16687497000.0,25487925000.0,16240853000.0,24887740000.0,21448219000.0,21747606000.0,22922017000.0,18821175000.0,22402208000.0,22237469000.0,22500192000.0,22808056000.0,18993467000.0,22338824000.0
2085.0,16392130000.0,25085348000.0,15955936000.0,24615418000.0,21361287000.0,21588130000.0,22737674000.0,18475936000.0,21959890000.0,21921770000.0,22202075000.0,22600753000.0,18804845000.0,22216276000.0
2086.0,16123091000.0,24948285000.0,15731832000.0,24878547000.0,21145485000.0,21538036000.0,22461219000.0,18097290000.0,21681973000.0,21661700000.0,21936435000.0,22344450000.0,18627967000.0,21971399000.0
2087.0,15845376000.0,24648120000.0,15387306000.0,24519834000.0,20968053000.0,21482748000.0,22281456000.0,17683409000.0,21531396000.0,21340922000.0,21489740000.0,22245587000.0,18427159000.0,22357619000.0
2088.0,15474797000.0,24425470000.0,15112628000.0,24343538000.0,20754475000.0,21086750000.0,22065463000.0,17363798000.0,21425687000.0,21067254000.0,21146190000.0,22002573000.0,18290356000.0,21670541000.0
2089.0,15162182000.0,25407170000.0,14948182000.0,24156537000.0,20541096000.0,21288978000.0,21822470000.0,17311357000.0,21238278000.0,20821275000.0,20706886000.0,21650534000.0,18049108000.0,21447563000.0
2090.0,14935667000.0,24643815000.0,14671404000.0,23995242000.0,20341300000.0,20780927000.0,21583057000.0,17024097000.0,21062545000.0,20538132000.0,20338250000.0,21594384000.0,17902070000.0,21380436000.0
2091.0,14691971000.0,24321250000.0,14408919000.0,23911588000.0,20089510000.0,20528353000.0,21364517000.0,16673267000.0,20836720000.0,20315482000.0,19998278000.0,21372273000.0,17681949000.0,21265111000.0
2092.0,14420188000.0,23954833000.0,14150399000.0,23742910000.0,19896424000.0,20292645000.0,21212092000.0,16379595000.0,20558395000.0,20158697000.0,19553608000.0,21143226000.0,17454199000.0,21080110000.0
2093.0,14195111000.0,23787047000.0,13910176000.0,23681569000.0,19663262000.0,20142750000.0,21064180000.0,16114672000.0,20497578000.0,19935318000.0,19183790000.0,20919443000.0,17267788000.0,20813513000.0
2094.0,13917822000.0,23753613000.0,13565627000.0,23534264000.0,19440464000.0,19965784000.0,21410920000.0,15792671000.0,20253628000.0,19648743000.0,18846245000.0,20706882000.0,17185708000.0,20737243000.0
2095.0,13598133000.0,23643824000.0,13428383000.0,23347489000.0,19245832000.0,19726467000.0,20593670000.0,15601544000.0,20013844000.0,19361575000.0,18544605000.0,20474919000.0,16976477000.0,20545337000.0
2096.0,13382029000.0,23454417000.0,13083687000.0,23291793000.0,19078494000.0,19526890000.0,20300714000.0,15257165000.0,19973745000.0,19128365000.0,18198686000.0,20286720000.0,16784191000.0,21001665000.0
2097.0,13177887000.0,23441314000.0,12887449000.0,23078992000.0,18895570000.0,19353092000.0,20114758000.0,14997832000.0,19666672000.0,18906919000.0,17881720000.0,20077100000.0,16698478000.0,20379464000.0
2098.0,12866597000.0,23168117000.0,12633235000.0,22976172000.0,18734164000.0,19119591000.0,19953437000.0,14687262000.0,19457829000.0,18672863000.0,17595748000.0,19986053000.0,16597154000.0,20102970000.0
2099.0,12547066000.0,23139330000.0,12455385000.0,22790762000.0,18523011000.0,18929152000.0,19698987000.0,14431890000.0,19252423000.0,18435437000.0,17333897000.0,19776205000.0,16458174000.0,20234385000.0
2100.0,12324502000.0,23573354000.0,12211741000.0,22676222000.0,18473806000.0,19194227000.0,19521427000.0,14223913000.0,19245324000.0,18177784000.0,17109782000.0,19685075000.0,16338937000.0,19912440000.0
