time,CESM2-WACCM,ACCESS-ESM1-5,ACCESS-CM2,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR
2026.0,82623185000.0,83682630000.0,83736740000.0,84022040000.0,83401310000.0,83950870000.0
2027.0,82148260000.0,83199050000.0,83475020000.0,83601010000.0,82678596000.0,83781680000.0
2028.0,81411910000.0,82329700000.0,83045950000.0,83347464000.0,82127700000.0,83632660000.0
2029.0,80637930000.0,81520670000.0,82608290000.0,82969354000.0,81798500000.0,83287420000.0
2030.0,79950440000.0,80936075000.0,81959490000.0,82690300000.0,81184740000.0,82909450000.0
2031.0,79640265000.0,80336170000.0,81164960000.0,82351790000.0,80230060000.0,82874370000.0
2032.0,79143600000.0,79447710000.0,80391730000.0,81946310000.0,79480740000.0,82088650000.0
2033.0,78363210000.0,78959260000.0,79731800000.0,81434700000.0,78680650000.0,81709785000.0
2034.0,77254450000.0,78249240000.0,79173360000.0,80986415000.0,78096050000.0,81158970000.0
2035.0,76655820000.0,77387730000.0,78738210000.0,80320360000.0,77403060000.0,80399550000.0
2036.0,75866650000.0,76359750000.0,77992400000.0,79721210000.0,76747325000.0,79857820000.0
2037.0,74940510000.0,75628904000.0,77451700000.0,79101890000.0,76233690000.0,79408220000.0
2038.0,74284800000.0,75230780000.0,76401590000.0,78282260000.0,75594160000.0,78633740000.0
2039.0,73337660000.0,74304820000.0,75673600000.0,77811540000.0,75127270000.0,78026790000.0
2040.0,72649970000.0,73488150000.0,75068390000.0,77084385000.0,74605750000.0,76933400000.0
2041.0,72039890000.0,73052930000.0,74132005000.0,76357026000.0,74176160000.0,76462780000.0
2042.0,71291100000.0,72224090000.0,73361160000.0,75813600000.0,73561375000.0,75554290000.0
2043.0,70596930000.0,71573170000.0,72711000000.0,75186364000.0,72942840000.0,74287235000.0
2044.0,69968820000.0,70566986000.0,71893280000.0,74542600000.0,72445130000.0,73680520000.0
2045.0,69260160000.0,69857530000.0,71368420000.0,73719930000.0,72134840000.0,72586140000.0
2046.0,68706853000.0,69780180000.0,70484450000.0,72945340000.0,71266484000.0,71427056000.0
2047.0,67996733000.0,68570590000.0,69951940000.0,72292340000.0,70446785000.0,71713010000.0
2048.0,67352003000.0,67975090000.0,69109965000.0,71695030000.0,69589350000.0,69638820000.0
2049.0,66523270000.0,67196780000.0,68215220000.0,71176350000.0,69340890000.0,68849754000.0
2050.0,65989720000.0,66857190000.0,67448496000.0,71222620000.0,68609237000.0,69162600000.0
2051.0,65643946000.0,65840513000.0,66801275000.0,70135456000.0,67968020000.0,67713327000.0
2052.0,64705483000.0,65571560000.0,65810706000.0,69949300000.0,67534942000.0,68199040000.0
2053.0,64011720000.0,64829960000.0,64875463000.0,69426560000.0,66817350000.0,67629216000.0
2054.0,63546384000.0,65469780000.0,64082760000.0,68822800000.0,66067788000.0,66864873000.0
2055.0,62917734000.0,64716227000.0,63287296000.0,68455000000.0,65440720000.0,66537380000.0
2056.0,62102684000.0,63520834000.0,62750210000.0,67829846000.0,64797254000.0,65590360000.0
2057.0,61436273000.0,62888120000.0,62229990000.0,67326767000.0,63991870000.0,64487674000.0
2058.0,60818248000.0,62479930000.0,61532664000.0,67114435000.0,63307990000.0,63671247000.0
2059.0,59900076000.0,61783257000.0,61339177000.0,66749678000.0,62523367000.0,62812385000.0
2060.0,59361296000.0,61211603000.0,62113993000.0,66357264000.0,61789266000.0,61874080000.0
2061.0,58734682000.0,60794380000.0,60967375000.0,65796284000.0,61340963000.0,63961522000.0
2062.0,58237428000.0,60189864000.0,59960988000.0,65876435000.0,60759704000.0,60777780000.0
2063.0,57874174000.0,59658465000.0,59410338000.0,65431208000.0,60296390000.0,60702835000.0
2064.0,57335080000.0,59132355000.0,58806424000.0,68837800000.0,59586114000.0,59165438000.0
2065.0,56739787000.0,58677748000.0,57942168000.0,65123967000.0,59144712000.0,58295763000.0
2066.0,56115070000.0,58524230000.0,57443400000.0,64251780000.0,58488490000.0,57654790000.0
2067.0,55755580000.0,57686270000.0,56898585000.0,64164233000.0,58010505000.0,56641440000.0
2068.0,55002604000.0,57129700000.0,56126360000.0,64065126000.0,57441890000.0,56014615000.0
2069.0,54331294000.0,56535683000.0,55570890000.0,62863573000.0,57066648000.0,55427560000.0
2070.0,53678710000.0,56036356000.0,55799550000.0,62385574000.0,56551494000.0,54431224000.0
2071.0,53401850000.0,55979970000.0,55012155000.0,62227370000.0,56135135000.0,53562340000.0
2072.0,53581480000.0,55182590000.0,54605470000.0,65387667000.0,55467934000.0,53555515000.0
2073.0,52945710000.0,54820684000.0,54156500000.0,65160536000.0,54898946000.0,55160880000.0
2074.0,53002404000.0,54416060000.0,53636424000.0,62640100000.0,54353730000.0,53850410000.0
2075.0,52059880000.0,53935927000.0,53058280000.0,62455000000.0,53899900000.0,53556540000.0
2076.0,51531223000.0,53483030000.0,52649880000.0,63352100000.0,53367935000.0,51395750000.0
2077.0,50843877000.0,53001724000.0,52415373000.0,62565003000.0,52876070000.0,50516970000.0
2078.0,50321252000.0,52542018000.0,51744354000.0,61468730000.0,52456010000.0,50670600000.0
2079.0,49762170000.0,52239987000.0,51202036000.0,61436314000.0,51956355000.0,49340903000.0
2080.0,49277985000.0,52199293000.0,50774450000.0,60389994000.0,51413330000.0,48824676000.0
2081.0,48856980000.0,51411420000.0,50637320000.0,60003795000.0,50980280000.0,48174506000.0
2082.0,48562282000.0,50763220000.0,52543520000.0,61716468000.0,50477523000.0,47907550000.0
2083.0,48212520000.0,51608543000.0,49727193000.0,59664314000.0,50018290000.0,46756884000.0
2084.0,47545078000.0,50113240000.0,49360146000.0,59222040000.0,49614930000.0,46790476000.0
2085.0,46925644000.0,49482355000.0,48993874000.0,58852405000.0,49089114000.0,46215205000.0
2086.0,46504858000.0,48944194000.0,48993505000.0,58741203000.0,48509297000.0,47002410000.0
2087.0,46115885000.0,48466293000.0,48157176000.0,58437366000.0,48021910000.0,45405966000.0
2088.0,45978440000.0,48023980000.0,47792470000.0,58124497000.0,47893420000.0,44801348000.0
2089.0,45423624000.0,48225400000.0,47427140000.0,57694036000.0,47615670000.0,44144150000.0
2090.0,44982096000.0,47537240000.0,47447050000.0,57381500000.0,47148820000.0,43723452000.0
2091.0,44541055000.0,47113994000.0,46933197000.0,57102320000.0,46740935000.0,43396907000.0
2092.0,43847074000.0,46551030000.0,46533964000.0,56932900000.0,46943818000.0,43546026000.0
2093.0,43352195000.0,46123233000.0,46195180000.0,56580456000.0,46853580000.0,42869866000.0
2094.0,42699194000.0,45834390000.0,45692244000.0,56570233000.0,47357116000.0,42703630000.0
2095.0,42285310000.0,45398696000.0,45216436000.0,58493247000.0,46016324000.0,42235347000.0
2096.0,41729364000.0,45001960000.0,45012996000.0,56538972000.0,45448700000.0,46166995000.0
2097.0,41186560000.0,45001073000.0,44752065000.0,61971108000.0,44901356000.0,45385970000.0
2098.0,40636250000.0,44806504000.0,44636373000.0,57800327000.0,45466165000.0,46161506000.0
2099.0,40146400000.0,45603762000.0,44081504000.0,58872775000.0,45374714000.0,41944883000.0
2100.0,39770665000.0,44478743000.0,44084404000.0,56225948000.0,44330070000.0,42354614000.0
2101.0,39278110000.0,43989260000.0,43711947000.0,57125052000.0,43919725000.0,40830330000.0
2102.0,38843433000.0,43561902000.0,43435250000.0,57503044000.0,43428274000.0,40418800000.0
2103.0,38341886000.0,43410100000.0,43008987000.0,55864906000.0,43666526000.0,39851205000.0
2104.0,37901410000.0,42880870000.0,42781127000.0,57227145000.0,43063160000.0,39086715000.0
2105.0,37582852000.0,42431580000.0,42503830000.0,57248410000.0,43149324000.0,38908744000.0
2106.0,38067843000.0,42042393000.0,42125970000.0,59687043000.0,42813616000.0,38356976000.0
2107.0,37365560000.0,41816570000.0,41833320000.0,56800903000.0,42486944000.0,40348640000.0
2108.0,36602343000.0,42304815000.0,41465970000.0,56452375000.0,42605820000.0,37961710000.0
2109.0,36389800000.0,41259393000.0,41173370000.0,56550440000.0,42267763000.0,37543960000.0
2110.0,35858010000.0,41042514000.0,40810560000.0,60336726000.0,42082914000.0,37504197000.0
2111.0,35463390000.0,40628210000.0,40731610000.0,58379497000.0,42280210000.0,42469315000.0
2112.0,35348894000.0,40202146000.0,41222410000.0,58914468000.0,42045910000.0,40251425000.0
2113.0,35075390000.0,39845900000.0,40166870000.0,57481940000.0,41967796000.0,42400338000.0
2114.0,34615894000.0,40581010000.0,40300323000.0,58290315000.0,41910886000.0,40202625000.0
2115.0,34416810000.0,39134670000.0,39762387000.0,56464843000.0,41415240000.0,39012143000.0
2116.0,34067536000.0,39332925000.0,39514410000.0,60897927000.0,43722682000.0,38110425000.0
2117.0,33812950000.0,38760665000.0,39216837000.0,60450243000.0,42273866000.0,37111075000.0
2118.0,33492296000.0,38820393000.0,39050818000.0,57380364000.0,41381460000.0,42855027000.0
2119.0,33130383000.0,40286716000.0,38699440000.0,56361116000.0,41234457000.0,39281860000.0
2120.0,32857029000.0,40176590000.0,38505763000.0,57958277000.0,40731595000.0,36710883000.0
2121.0,32446130000.0,37961930000.0,38255677000.0,60828873000.0,40551666000.0,37602107000.0
2122.0,32216779000.0,37781090000.0,38031740000.0,59297018000.0,40387895000.0,35994964000.0
2123.0,31870773000.0,37783990000.0,37916750000.0,56520786000.0,40113586000.0,36260893000.0
2124.0,31651078000.0,37392216000.0,37797827000.0,59084280000.0,40290525000.0,35829535000.0
2125.0,32243988000.0,37642326000.0,37868490000.0,56647037000.0,40029920000.0,35117453000.0
2126.0,32057809000.0,37479500000.0,37164420000.0,55932840000.0,39822643000.0,34911910000.0
2127.0,31194268000.0,36996680000.0,37078557000.0,56078970000.0,39482073000.0,37404344000.0
2128.0,30936816000.0,36798890000.0,36788548000.0,56457187000.0,39434908000.0,34768257000.0
2129.0,31671837000.0,36518273000.0,36560540000.0,57660002000.0,39623127000.0,35364460000.0
2130.0,30948512000.0,37320106000.0,36411855000.0,57076728000.0,39263183000.0,34806346000.0
2131.0,30710538000.0,36303650000.0,36049110000.0,57518596000.0,38972522000.0,37800395000.0
2132.0,30175382000.0,38596220000.0,35871728000.0,57536016000.0,39305703000.0,34513640000.0
2133.0,29909930000.0,38703880000.0,35646652000.0,55922930000.0,40953213000.0,34135590000.0
2134.0,29752460000.0,36492403000.0,35404775000.0,57594896000.0,40047000000.0,35330310000.0
2135.0,29611760000.0,36175360000.0,35119440000.0,55784083000.0,38848565000.0,39521006000.0
2136.0,29488955000.0,35642585000.0,34920817000.0,56339020000.0,38632366000.0,38689880000.0
2137.0,29957810000.0,35732496000.0,34692460000.0,56104430000.0,38459580000.0,40254770000.0
2138.0,30897010000.0,35395117000.0,34572743000.0,56172126000.0,38596116000.0,38189450000.0
2139.0,29640833000.0,36248625000.0,35645080000.0,57411207000.0,38825517000.0,35245904000.0
2140.0,29224696000.0,35617587000.0,34239881000.0,56897925000.0,39097123000.0,34633683000.0
2141.0,30483350000.0,35173230000.0,34173817000.0,58951360000.0,38716550000.0,34511000000.0
2142.0,29245784000.0,35060646000.0,35294425000.0,56982180000.0,38822093000.0,33897116000.0
2143.0,29061687000.0,34777150000.0,34667258000.0,56589060000.0,38303950000.0,34511614000.0
2144.0,29278996000.0,34844480000.0,34545693000.0,56462496000.0,38388744000.0,37133677000.0
2145.0,31178519000.0,34618315000.0,34005539000.0,56295096000.0,38247506000.0,33780603000.0
2146.0,30465442000.0,34644910000.0,33749238000.0,56333185000.0,38072680000.0,33742311000.0
2147.0,29316614000.0,34949550000.0,33508180000.0,56785752000.0,38154625000.0,34054076000.0
2148.0,29408457000.0,34673525000.0,33545198000.0,61039194000.0,37902700000.0,36418384000.0
2149.0,28625705000.0,34379792000.0,33409950000.0,58723090000.0,38342780000.0,43193950000.0
2150.0,28465512000.0,37768870000.0,33575766000.0,57987580000.0,37934740000.0,39533100000.0
2151.0,28309279000.0,38395900000.0,33712005000.0,59190313000.0,38577770000.0,39233614000.0
2152.0,29314628000.0,36144726000.0,32990896000.0,57614037000.0,38666400000.0,37283280000.0
2153.0,28818133000.0,34388013000.0,32566497000.0,56420127000.0,37933330000.0,37916074000.0
2154.0,28443898000.0,37823607000.0,32391737000.0,57594835000.0,37651910000.0,37049050000.0
2155.0,30213750000.0,35063943000.0,32199672000.0,60026175000.0,41805680000.0,36453370000.0
2156.0,29878757000.0,34929476000.0,32552204000.0,57697410000.0,38634377000.0,40561537000.0
2157.0,29117088000.0,34056030000.0,32043911000.0,56861032000.0,37886132000.0,37713715000.0
2158.0,28809212000.0,33940170000.0,32477649000.0,57189370000.0,37555340000.0,36250950000.0
2159.0,28842672000.0,33705488000.0,33716101000.0,59504546000.0,38003003000.0,35941958000.0
2160.0,28492150000.0,33752590000.0,32443976000.0,58201436000.0,37502480000.0,35119710000.0
2161.0,28206352000.0,36481417000.0,31801720000.0,58232850000.0,37483600000.0,35764097000.0
2162.0,28871880000.0,34866745000.0,31841532000.0,57465836000.0,37645943000.0,34448503000.0
2163.0,28452012000.0,36402280000.0,32325036000.0,58320167000.0,37778715000.0,34890576000.0
2164.0,28301370000.0,37686403000.0,31556393000.0,59459924000.0,37261230000.0,33881537000.0
2165.0,28915634000.0,36440306000.0,31821724000.0,58524406000.0,37661990000.0,34299292000.0
2166.0,28752527000.0,35921613000.0,31476068000.0,61442840000.0,37384987000.0,33836616000.0
2167.0,28321378000.0,36897804000.0,31382868000.0,61844980000.0,37292220000.0,35461530000.0
2168.0,28085127000.0,36221497000.0,32480848000.0,59859130000.0,37861237000.0,34048616000.0
2169.0,28348602000.0,34641932000.0,31367350000.0,58448950000.0,37299565000.0,33711288000.0
2170.0,28048640000.0,35397423000.0,31354802000.0,58052923000.0,40182784000.0,34001093000.0
2171.0,28386683000.0,34896980000.0,31275665000.0,58053353000.0,38224675000.0,38530680000.0
2172.0,27972444000.0,34670432000.0,31325809000.0,57806496000.0,39812366000.0,33778555000.0
2173.0,27915227000.0,36095074000.0,31102257000.0,58284290000.0,38777106000.0,33859195000.0
2174.0,27845323000.0,34671157000.0,32834593000.0,59465510000.0,37719912000.0,33413296000.0
2175.0,27787645000.0,35634370000.0,31624006000.0,59017850000.0,37522070000.0,33306340000.0
2176.0,27737782000.0,35187528000.0,31306936000.0,59427045000.0,37209465000.0,41549470000.0
2177.0,27939504000.0,39740797000.0,31036187000.0,58374967000.0,37184660000.0,39021330000.0
2178.0,28235452000.0,38598017000.0,31585343000.0,59354833000.0,37432250000.0,37148226000.0
2179.0,28242000000.0,39729414000.0,30912596000.0,62373552000.0,37490237000.0,43050860000.0
2180.0,29194140000.0,36594380000.0,31982586000.0,61254062000.0,39813825000.0,36387918000.0
2181.0,28838162000.0,38766170000.0,32304861000.0,60009390000.0,38090908000.0,34844275000.0
2182.0,28263274000.0,37605425000.0,31258470000.0,60725596000.0,37179724000.0,34394145000.0
2183.0,29763725000.0,36294365000.0,31145116000.0,59291034000.0,37238596000.0,35587830000.0
2184.0,28076229000.0,35854540000.0,31150404000.0,59075076000.0,37050990000.0,33701597000.0
2185.0,27645776000.0,35749876000.0,30999595000.0,65122880000.0,37254525000.0,33443125000.0
2186.0,27977550000.0,35668685000.0,31298796000.0,60494397000.0,37154320000.0,38932810000.0
2187.0,27801369000.0,36500255000.0,30864495000.0,59784868000.0,36981645000.0,42297210000.0
2188.0,27677010000.0,35822436000.0,31350034000.0,60632773000.0,37106700000.0,37966828000.0
2189.0,28198971000.0,36063320000.0,30818324000.0,59771000000.0,38076440000.0,35319726000.0
2190.0,27452592000.0,35597283000.0,30892500000.0,60821705000.0,37258770000.0,33715188000.0
2191.0,27410958000.0,38248060000.0,30665007000.0,60815360000.0,37175600000.0,33886110000.0
2192.0,27684098000.0,37671117000.0,30693966000.0,61109838000.0,37049414000.0,33907268000.0
2193.0,27382532000.0,37365617000.0,30586087000.0,61758403000.0,38273180000.0,40082498000.0
2194.0,27327447000.0,36475740000.0,32896043000.0,61608255000.0,38266190000.0,34257644000.0
2195.0,27295010000.0,36755340000.0,32451560000.0,61845697000.0,37873164000.0,41804837000.0
2196.0,27187278000.0,36028326000.0,32153295000.0,61274636000.0,37219815000.0,40024450000.0
2197.0,27417450000.0,36263030000.0,31054268000.0,60468023000.0,37430354000.0,36757185000.0
2198.0,27152878000.0,35827020000.0,30831958000.0,60061577000.0,38507770000.0,37309600000.0
2199.0,27133016000.0,35950494000.0,30740152000.0,60625390000.0,37553580000.0,34153146000.0
2200.0,27032050000.0,35953270000.0,30573700000.0,60461887000.0,37196680000.0,34073350000.0
2201.0,26944492000.0,37475900000.0,36148460000.0,61539370000.0,37084283000.0,34735920000.0
2202.0,26924150000.0,36928990000.0,31346629000.0,61315355000.0,37548570000.0,34151107000.0
2203.0,26889578000.0,36508275000.0,30846090000.0,61716520000.0,37041816000.0,34440040000.0
2204.0,26798623000.0,35908276000.0,30475315000.0,60891718000.0,36946256000.0,34376850000.0
2205.0,26764659000.0,36877296000.0,30726040000.0,60465010000.0,41336180000.0,39627833000.0
2206.0,26960294000.0,44195394000.0,30503078000.0,63145374000.0,40308556000.0,34469810000.0
2207.0,26940762000.0,40827855000.0,30790887000.0,60981150000.0,39027757000.0,34876047000.0
2208.0,27022156000.0,37040510000.0,30441525000.0,61972160000.0,37758220000.0,36864025000.0
2209.0,26686417000.0,36312363000.0,30373145000.0,61681070000.0,37369192000.0,33884484000.0
2210.0,26598332000.0,36448547000.0,31040980000.0,63411122000.0,37100704000.0,34382385000.0
2211.0,27035881000.0,36110918000.0,30618208000.0,62091956000.0,38833775000.0,35431950000.0
2212.0,26531883000.0,36171526000.0,30275254000.0,62785960000.0,37377876000.0,38209540000.0
2213.0,26456547000.0,35848307000.0,30210157000.0,65762087000.0,37127720000.0,35241600000.0
2214.0,26348255000.0,36245990000.0,30414186000.0,61974962000.0,37203005000.0,33719255000.0
2215.0,26322450000.0,36558918000.0,30151348000.0,61460240000.0,37088297000.0,34161285000.0
2216.0,27378885000.0,35708810000.0,30064148000.0,61670003000.0,37188796000.0,37927560000.0
2217.0,26559660000.0,35650890000.0,30131200000.0,62476624000.0,37132840000.0,35482972000.0
2218.0,26817348000.0,35942070000.0,30139638000.0,62261584000.0,36961313000.0,33921862000.0
2219.0,26311258000.0,35958580000.0,31212863000.0,61328085000.0,36996320000.0,39021060000.0
2220.0,26534210000.0,35700310000.0,30160005000.0,62777876000.0,38524273000.0,36531896000.0
2221.0,26148868000.0,37576475000.0,30153335000.0,68015730000.0,40214348000.0,40850680000.0
2222.0,26107824000.0,37265100000.0,29997420000.0,66773467000.0,40845365000.0,37712507000.0
2223.0,26419687000.0,37404148000.0,29948137000.0,65402913000.0,37958574000.0,36585530000.0
2224.0,26217505000.0,37033832000.0,29935458000.0,65821110000.0,37912120000.0,34192200000.0
2225.0,26264556000.0,36067800000.0,29914948000.0,64499216000.0,37744400000.0,33704688000.0
2226.0,25981766000.0,35671708000.0,30183438000.0,64022385000.0,37494526000.0,35924656000.0
2227.0,26296572000.0,36786250000.0,31496198000.0,64309293000.0,37506180000.0,34081446000.0
2228.0,26068163000.0,36041490000.0,30581058000.0,65783103000.0,38550040000.0,38768720000.0
2229.0,25937465000.0,35627962000.0,30205764000.0,65234490000.0,37742408000.0,37266790000.0
2230.0,27047470000.0,37812572000.0,29804528000.0,63887753000.0,37322326000.0,35983980000.0
2231.0,26078650000.0,36259000000.0,29874153000.0,64078000000.0,37123748000.0,37839000000.0
2232.0,26538584000.0,35821050000.0,29721842000.0,63532253000.0,37097705000.0,36363174000.0
2233.0,26248920000.0,35535960000.0,29708628000.0,64492642000.0,37052285000.0,42756895000.0
2234.0,25821290000.0,35475960000.0,31067474000.0,65935890000.0,37252452000.0,36474417000.0
2235.0,25778702000.0,36588483000.0,31837790000.0,63665943000.0,37309444000.0,33914458000.0
2236.0,25670674000.0,35730870000.0,31566684000.0,63661183000.0,37097590000.0,35016790000.0
2237.0,26208492000.0,35761148000.0,29802508000.0,63817732000.0,37009277000.0,35079934000.0
2238.0,25982884000.0,36658300000.0,29651294000.0,63892680000.0,37483323000.0,35750790000.0
2239.0,25704192000.0,35575886000.0,29594579000.0,66760040000.0,37258777000.0,36096446000.0
2240.0,25855838000.0,35870843000.0,29551458000.0,67520810000.0,37421957000.0,34309286000.0
2241.0,26139870000.0,35864613000.0,29528551000.0,65675366000.0,38165914000.0,33649695000.0
2242.0,26026846000.0,38026015000.0,29519120000.0,64779200000.0,39180943000.0,34305376000.0
2243.0,25669835000.0,36415087000.0,29592406000.0,64135060000.0,38432055000.0,35735572000.0
2244.0,25718180000.0,36229046000.0,29466063000.0,65573315000.0,37896680000.0,34579403000.0
2245.0,25925407000.0,39616740000.0,29443023000.0,64739713000.0,37796300000.0,33485080000.0
2246.0,26414492000.0,35843810000.0,29435357000.0,64526045000.0,38079450000.0,33466616000.0
2247.0,25746379000.0,36372742000.0,30529560000.0,64428390000.0,38377906000.0,33336820000.0
2248.0,25604016000.0,38255993000.0,29895578000.0,64809700000.0,37393810000.0,33290818000.0
2249.0,25967782000.0,37120836000.0,29371814000.0,64130660000.0,37248650000.0,37955625000.0
2250.0,26300750000.0,35904795000.0,29361222000.0,64048830000.0,37519960000.0,33388128000.0
2251.0,25681910000.0,37270110000.0,29354885000.0,64029872000.0,38122787000.0,33343338000.0
2252.0,25604024000.0,35856433000.0,29299298000.0,64391844000.0,37410796000.0,33434341000.0
2253.0,25674918000.0,36838863000.0,29305377000.0,64998285000.0,38470640000.0,34155033000.0
2254.0,29001929000.0,38736310000.0,29538790000.0,65286296000.0,37422940000.0,33904777000.0
2255.0,25972546000.0,36197057000.0,29229791000.0,65440293000.0,38230810000.0,33542025000.0
2256.0,25574517000.0,35662123000.0,29310157000.0,65794270000.0,37625156000.0,34751095000.0
2257.0,25889145000.0,35599626000.0,29535520000.0,67316027000.0,37336134000.0,38477310000.0
2258.0,25728936000.0,35757097000.0,31485463000.0,65947726000.0,37203415000.0,34402087000.0
2259.0,26243125000.0,35500503000.0,30052014000.0,68466150000.0,37343994000.0,34340362000.0
2260.0,27401680000.0,35587280000.0,29236220000.0,67703990000.0,37733224000.0,33954576000.0
2261.0,25996675000.0,38229500000.0,29311756000.0,66317513000.0,38055790000.0,34183797000.0
2262.0,25771782000.0,41120690000.0,29198200000.0,66275410000.0,37597364000.0,37027336000.0
2263.0,25759869000.0,36538077000.0,29147027000.0,65391935000.0,37564957000.0,42227290000.0
2264.0,25706780000.0,35965583000.0,29326012000.0,65592017000.0,37275652000.0,36908945000.0
2265.0,25709670000.0,36291430000.0,31636058000.0,66528715000.0,37174354000.0,33736028000.0
2266.0,26245323000.0,37649195000.0,29644810000.0,66104560000.0,37291192000.0,33814544000.0
2267.0,26656815000.0,35860180000.0,29504905000.0,65474777000.0,37336010000.0,40116224000.0
2268.0,25888748000.0,39526273000.0,29301996000.0,65255080000.0,37992763000.0,41147154000.0
2269.0,26931735000.0,36487670000.0,29133017000.0,67629208000.0,37360357000.0,38689526000.0
2270.0,26653150000.0,36446200000.0,28993405000.0,67985945000.0,37301834000.0,39949988000.0
2271.0,26310017000.0,35919413000.0,29007819000.0,66604524000.0,37993652000.0,37453967000.0
2272.0,26037640000.0,35672980000.0,32039424000.0,66666336000.0,38228640000.0,37433045000.0
2273.0,25977965000.0,35815990000.0,30233213000.0,66254660000.0,37141635000.0,36096164000.0
2274.0,25847595000.0,37513916000.0,29387190000.0,66294915000.0,37707928000.0,35605324000.0
2275.0,26401470000.0,35624710000.0,28915660000.0,71527645000.0,39366850000.0,35609104000.0
2276.0,25922474000.0,37406910000.0,29615080000.0,71057460000.0,38503416000.0,36713730000.0
2277.0,26075940000.0,39255950000.0,28953210000.0,69268220000.0,38229553000.0,36045110000.0
2278.0,26127804000.0,37233357000.0,28827382000.0,69169670000.0,37700250000.0,35033210000.0
2279.0,25987977000.0,37433950000.0,29042295000.0,71177585000.0,39361516000.0,37809844000.0
2280.0,25864190000.0,37793670000.0,28753470000.0,69040780000.0,37608882000.0,37325740000.0
2281.0,26273212000.0,36713540000.0,28692349000.0,68024500000.0,37874872000.0,39865827000.0
2282.0,25870705000.0,36445307000.0,28801393000.0,67801956000.0,37752940000.0,37697036000.0
2283.0,25826425000.0,36343374000.0,28894593000.0,67765810000.0,37637927000.0,34959217000.0
2284.0,25801097000.0,36914663000.0,28670730000.0,69211505000.0,37391004000.0,34612224000.0
2285.0,26228582000.0,38035630000.0,29886990000.0,68559950000.0,37330150000.0,36777538000.0
2286.0,26107238000.0,36442860000.0,28838720000.0,68767460000.0,37289400000.0,41471430000.0
2287.0,26316390000.0,36360176000.0,28818321000.0,68532660000.0,37239124000.0,37990138000.0
2288.0,25837680000.0,36357235000.0,29025071000.0,68204810000.0,37207044000.0,35405480000.0
2289.0,25791754000.0,36752773000.0,28636470000.0,68146620000.0,38009820000.0,34540710000.0
2290.0,25998109000.0,36456292000.0,28579254000.0,68591337000.0,37312483000.0,34252384000.0
2291.0,26051439000.0,37466063000.0,28592968000.0,69739290000.0,37345960000.0,34159454000.0
2292.0,25723249000.0,36382950000.0,28563250000.0,68396483000.0,37281490000.0,41824354000.0
2293.0,25710135000.0,36527067000.0,28527550000.0,69836570000.0,37242130000.0,37976630000.0
2294.0,25687796000.0,36291068000.0,28464314000.0,68762714000.0,37785400000.0,36139740000.0
