time,CNRM-CM5,IPSL-CM5A-LR,CSIRO-MK3-6-0,GFDL-CM3,NORESM1-M,MPI-ESM-LR,CANESM2,GISS-E2-R,GFDL-ESM2G,CESM1-CAM5,CCSM4
2011.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0
2012.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0
2013.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0
2014.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0
2015.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0
2016.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0
2017.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0
2018.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0
2019.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0
2020.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0
2021.0,708621760000.0,702940250000.0,696713200000.0,693737950000.0,712763100000.0,704427900000.0,709646350000.0,701170800000.0,702570900000.0,706307500000.0,700192700000.0
2022.0,696392740000.0,687777050000.0,691682800000.0,673640100000.0,696310600000.0,688601400000.0,700050600000.0,687525700000.0,693551200000.0,698324200000.0,691402200000.0
2023.0,687128600000.0,689074140000.0,685833800000.0,646250360000.0,690177000000.0,674031900000.0,681991100000.0,673999200000.0,692121040000.0,691425000000.0,686011500000.0
2024.0,674985500000.0,676066750000.0,676293050000.0,624154700000.0,684042750000.0,665893800000.0,673396750000.0,651914840000.0,683426100000.0,678519100000.0,675232940000.0
2025.0,663084800000.0,659481560000.0,659584300000.0,602976160000.0,680493250000.0,661369060000.0,672315800000.0,634796830000.0,676272400000.0,663727830000.0,660832900000.0
2026.0,657377660000.0,636719330000.0,666921600000.0,575329140000.0,664207100000.0,654528700000.0,665495000000.0,630421600000.0,666320630000.0,655098050000.0,643999600000.0
2027.0,653228240000.0,619262400000.0,659061900000.0,550314900000.0,651693800000.0,637076400000.0,660349500000.0,614414900000.0,663498200000.0,637192000000.0,635417600000.0
2028.0,640957740000.0,622204350000.0,650148800000.0,528207540000.0,628931500000.0,620579450000.0,649156300000.0,602655560000.0,649195500000.0,627579550000.0,626028400000.0
2029.0,630302200000.0,615476600000.0,634655150000.0,508662870000.0,615682740000.0,597627300000.0,631509600000.0,596271560000.0,640417200000.0,616546400000.0,620334800000.0
2030.0,614606640000.0,597505740000.0,633900900000.0,485658900000.0,603047660000.0,580822300000.0,613187700000.0,592067700000.0,632703160000.0,613525360000.0,609818400000.0
2031.0,613064050000.0,584328800000.0,612503060000.0,470351800000.0,585167140000.0,574192160000.0,610393060000.0,581150700000.0,619866000000.0,604985400000.0,593739840000.0
2032.0,596642600000.0,577992200000.0,593905650000.0,449761080000.0,569004260000.0,556551440000.0,602796700000.0,579997900000.0,610082160000.0,589659400000.0,583247000000.0
2033.0,578266330000.0,559301070000.0,578048160000.0,432806630000.0,551934100000.0,542114500000.0,588733200000.0,565489240000.0,593264400000.0,569866450000.0,579880350000.0
2034.0,569384400000.0,545329100000.0,562313400000.0,410364600000.0,530778420000.0,544044200000.0,578106400000.0,557635530000.0,580303850000.0,557711200000.0,565250500000.0
2035.0,552175700000.0,534637450000.0,539318580000.0,392895660000.0,525896970000.0,540743700000.0,559082400000.0,549687620000.0,572727200000.0,547916640000.0,549697320000.0
2036.0,534710060000.0,523010670000.0,522604300000.0,375791350000.0,518726100000.0,530162700000.0,538218400000.0,538971960000.0,564901100000.0,535645360000.0,533649160000.0
2037.0,523827200000.0,509162850000.0,511729240000.0,358252200000.0,516045300000.0,522873960000.0,529790170000.0,538125400000.0,549487540000.0,524383980000.0,519558500000.0
2038.0,506836300000.0,508333620000.0,497263600000.0,340619070000.0,507091000000.0,517543950000.0,514752120000.0,525960480000.0,540192540000.0,506595250000.0,515257140000.0
2039.0,494389300000.0,509027580000.0,489934200000.0,325321600000.0,498771620000.0,502082100000.0,503200550000.0,523099800000.0,524912000000.0,494291900000.0,504819840000.0
2040.0,474684880000.0,506140400000.0,471316070000.0,310821780000.0,489834200000.0,486892180000.0,508255140000.0,516099050000.0,516460100000.0,484293540000.0,493868400000.0
2041.0,459103040000.0,500465000000.0,460632620000.0,300152300000.0,474095750000.0,476124350000.0,502356480000.0,510774640000.0,506873220000.0,479962040000.0,491632400000.0
2042.0,449097860000.0,500095600000.0,462493200000.0,289836730000.0,459003920000.0,470928100000.0,487670600000.0,508112960000.0,504867100000.0,471823900000.0,484607200000.0
2043.0,433851600000.0,497141700000.0,458196100000.0,277699530000.0,447829150000.0,464358570000.0,474595500000.0,494029300000.0,495942600000.0,453011300000.0,479525100000.0
2044.0,423151170000.0,491974500000.0,449786120000.0,264366060000.0,437874070000.0,462331700000.0,461155000000.0,489011400000.0,487697400000.0,443664300000.0,473262980000.0
2045.0,412759620000.0,488814600000.0,442607760000.0,255541330000.0,438523920000.0,451588420000.0,454967100000.0,487531050000.0,483384030000.0,430990600000.0,463322050000.0
2046.0,404720520000.0,498321230000.0,430693350000.0,244966690000.0,438128840000.0,445020600000.0,448832770000.0,484846040000.0,483524050000.0,427910170000.0,454377900000.0
2047.0,393160100000.0,493306220000.0,440115500000.0,233397010000.0,427406660000.0,432894740000.0,435441960000.0,473920860000.0,479564600000.0,417294900000.0,446145600000.0
2048.0,386982280000.0,491355500000.0,424726720000.0,223090180000.0,422630880000.0,421298140000.0,427984550000.0,465591100000.0,478962970000.0,413604600000.0,440731440000.0
2049.0,381115040000.0,480577060000.0,408026320000.0,215193450000.0,424384950000.0,410840860000.0,418672600000.0,459520800000.0,481008600000.0,412023100000.0,435337800000.0
2050.0,377576360000.0,470937670000.0,399832120000.0,204164740000.0,415388100000.0,409251380000.0,412417500000.0,449471870000.0,486311920000.0,404830030000.0,428353780000.0
2051.0,369165500000.0,464797700000.0,386285370000.0,196713200000.0,424516300000.0,409580540000.0,408882680000.0,443754800000.0,484067380000.0,402397760000.0,425718870000.0
2052.0,364961900000.0,451723500000.0,382545700000.0,191623860000.0,421684740000.0,403457800000.0,402529300000.0,444324150000.0,478950620000.0,395362400000.0,424766340000.0
2053.0,362205800000.0,435680800000.0,398798230000.0,185622180000.0,418152000000.0,402934000000.0,396714080000.0,440787830000.0,474702250000.0,396763460000.0,428632570000.0
2054.0,351032020000.0,426826300000.0,394521500000.0,181731030000.0,422050600000.0,405141500000.0,389753000000.0,433531260000.0,468573000000.0,388641650000.0,418281300000.0
2055.0,342072500000.0,412192200000.0,388391700000.0,177210590000.0,420040440000.0,400700400000.0,390064640000.0,429554800000.0,467923140000.0,382668730000.0,417440040000.0
2056.0,337625120000.0,408743670000.0,393054600000.0,171316100000.0,420036020000.0,402813700000.0,378044320000.0,425150400000.0,465592800000.0,375328870000.0,407791080000.0
2057.0,329309950000.0,415621640000.0,381458900000.0,166187430000.0,422502300000.0,397683720000.0,375750850000.0,418631700000.0,461098220000.0,374540760000.0,407933800000.0
2058.0,323956180000.0,405138570000.0,373540320000.0,161014960000.0,414048940000.0,388338480000.0,379813630000.0,417282360000.0,454340740000.0,362613370000.0,411492880000.0
2059.0,324337040000.0,406200940000.0,373035900000.0,155837580000.0,406411870000.0,389752200000.0,372582900000.0,412096140000.0,449776030000.0,352678870000.0,405484770000.0
2060.0,324515070000.0,402676420000.0,374380360000.0,152618070000.0,398557350000.0,386386300000.0,360380960000.0,406962400000.0,445081400000.0,347764720000.0,406607000000.0
2061.0,320490050000.0,407926280000.0,376860540000.0,148357270000.0,390175900000.0,382191930000.0,348590100000.0,408540800000.0,443669540000.0,339307330000.0,404813050000.0
2062.0,319228970000.0,397528140000.0,368360060000.0,145433600000.0,380900740000.0,379609450000.0,338213180000.0,410165640000.0,439096050000.0,332789800000.0,403883070000.0
2063.0,315711300000.0,390236930000.0,370537900000.0,144232380000.0,376508400000.0,377643600000.0,328910180000.0,411387230000.0,436826830000.0,333435600000.0,402848350000.0
2064.0,308381060000.0,384510560000.0,399669360000.0,143747470000.0,372342620000.0,379549020000.0,324777900000.0,414115730000.0,440573100000.0,325318900000.0,399051850000.0
2065.0,308149800000.0,380977700000.0,398306250000.0,143587640000.0,369395830000.0,375112000000.0,319208230000.0,408421470000.0,439048930000.0,318768350000.0,394504140000.0
2066.0,313033950000.0,379280000000.0,390188830000.0,142477700000.0,368695670000.0,371823580000.0,312304300000.0,409797170000.0,443151940000.0,312511660000.0,388003000000.0
2067.0,308616100000.0,369819320000.0,382003680000.0,139724870000.0,366226050000.0,375745640000.0,304295700000.0,405766900000.0,446507700000.0,314719700000.0,392071970000.0
2068.0,307106100000.0,367251620000.0,369306100000.0,137760930000.0,357323440000.0,374050030000.0,297802200000.0,399041530000.0,442484360000.0,307009360000.0,386001270000.0
2069.0,302152350000.0,363761170000.0,358770300000.0,135678304000.0,355926870000.0,368733950000.0,295350200000.0,397968900000.0,440783140000.0,302120570000.0,387737550000.0
2070.0,294074680000.0,366149700000.0,361460560000.0,134101140000.0,347942500000.0,367102430000.0,287864000000.0,393590240000.0,444630700000.0,299943170000.0,388847670000.0
2071.0,291184250000.0,362579620000.0,356186060000.0,131391070000.0,342975680000.0,366225700000.0,286100550000.0,395752900000.0,448621450000.0,295538800000.0,385696530000.0
2072.0,290748040000.0,351278630000.0,353861170000.0,127439490000.0,346526220000.0,368257200000.0,283533200000.0,398601750000.0,448155120000.0,294597820000.0,389034180000.0
2073.0,290206120000.0,344798950000.0,350146660000.0,126272586000.0,353063900000.0,363940740000.0,281086300000.0,400592040000.0,444699340000.0,289126740000.0,388616320000.0
2074.0,284762800000.0,336231960000.0,349202000000.0,125975520000.0,360544930000.0,365626430000.0,277456160000.0,395797920000.0,437871640000.0,285774250000.0,383164700000.0
2075.0,285968760000.0,339910600000.0,343403330000.0,124009190000.0,358591370000.0,360785250000.0,282814480000.0,392815700000.0,447659670000.0,284662900000.0,382628100000.0
2076.0,283185350000.0,335048100000.0,338994430000.0,121113340000.0,358964260000.0,363524300000.0,279212600000.0,387602000000.0,448802700000.0,285685700000.0,385407030000.0
2077.0,285822580000.0,331958260000.0,334167670000.0,119829135000.0,355586470000.0,363080060000.0,282744320000.0,381447860000.0,443741100000.0,288626180000.0,392171030000.0
2078.0,283856200000.0,322942900000.0,328348300000.0,120013310000.0,353078700000.0,363841850000.0,285723360000.0,375338800000.0,441698550000.0,286242200000.0,387612670000.0
2079.0,281634500000.0,322593420000.0,328894870000.0,122504280000.0,356350850000.0,364943400000.0,281960100000.0,374062020000.0,450427550000.0,286305200000.0,385096300000.0
2080.0,276271730000.0,322759980000.0,327076640000.0,120884630000.0,355025900000.0,358348620000.0,278751250000.0,372313600000.0,446663920000.0,281352440000.0,382335420000.0
2081.0,273390400000.0,319901100000.0,326076700000.0,120278155000.0,353335380000.0,359762820000.0,283022400000.0,376212980000.0,444518040000.0,280116600000.0,378943400000.0
2082.0,274304800000.0,327893900000.0,330648420000.0,119622960000.0,353256470000.0,359955330000.0,288154220000.0,386875500000.0,447742480000.0,277269220000.0,379158660000.0
2083.0,270919100000.0,322863330000.0,328169420000.0,118557660000.0,347799030000.0,360570750000.0,286021120000.0,386636250000.0,444585770000.0,275269100000.0,384412020000.0
2084.0,268545920000.0,332555060000.0,322506400000.0,119103240000.0,345503170000.0,356021960000.0,289746320000.0,382924800000.0,444145730000.0,272971500000.0,386908360000.0
2085.0,264124060000.0,335203570000.0,326801980000.0,120155450000.0,345212980000.0,356133300000.0,300386160000.0,384689100000.0,442870600000.0,271542580000.0,390181000000.0
2086.0,264915220000.0,329600960000.0,328015680000.0,118029890000.0,341804500000.0,364525700000.0,302795360000.0,384887230000.0,441020300000.0,270788030000.0,389286800000.0
2087.0,268098950000.0,329450650000.0,317276060000.0,119174250000.0,333114200000.0,361329100000.0,302749120000.0,383287300000.0,430078400000.0,269734540000.0,389921440000.0
2088.0,263318470000.0,326124200000.0,321579800000.0,118062280000.0,334611600000.0,367687140000.0,309237650000.0,385195050000.0,428807880000.0,273650450000.0,387018230000.0
2089.0,265837260000.0,319371020000.0,325002260000.0,119528640000.0,334861630000.0,364663930000.0,310181460000.0,399275620000.0,432909100000.0,271390200000.0,387829860000.0
2090.0,263989460000.0,314720650000.0,318645440000.0,119197550000.0,333842550000.0,360654770000.0,306633470000.0,393555700000.0,436250800000.0,268614000000.0,391452500000.0
2091.0,263551430000.0,300857260000.0,320274400000.0,120498720000.0,338648760000.0,363548020000.0,309570570000.0,397080100000.0,438596960000.0,267557860000.0,396424200000.0
2092.0,260331860000.0,296940930000.0,312643620000.0,120574900000.0,336429740000.0,360628160000.0,315343700000.0,403154960000.0,438454420000.0,272603990000.0,393159050000.0
2093.0,257890530000.0,298404500000.0,314115060000.0,118571930000.0,336887300000.0,365746360000.0,322917700000.0,402159000000.0,438913000000.0,272478450000.0,388182340000.0
2094.0,257280230000.0,301368930000.0,308334400000.0,118780670000.0,340049460000.0,366353840000.0,320392400000.0,415436280000.0,438963180000.0,267683150000.0,382479070000.0
2095.0,258339650000.0,303776560000.0,297845130000.0,117394210000.0,338609770000.0,369590000000.0,322553120000.0,421436230000.0,432675300000.0,270249230000.0,380147500000.0
2096.0,257166790000.0,308839300000.0,289754550000.0,115856785000.0,343521170000.0,371546850000.0,319632930000.0,428959040000.0,440030040000.0,270291450000.0,374703820000.0
2097.0,258065860000.0,311371040000.0,288232540000.0,116976920000.0,337853600000.0,370762840000.0,321576470000.0,435194530000.0,438596930000.0,269770830000.0,375208280000.0
2098.0,255384520000.0,313361430000.0,284683830000.0,115884370000.0,338003850000.0,369820400000.0,318806600000.0,430828750000.0,438880100000.0,270874380000.0,382825700000.0
2099.0,254647300000.0,319718400000.0,279496900000.0,115562180000.0,335720120000.0,367249200000.0,314857400000.0,445248800000.0,440959930000.0,271991720000.0,381443540000.0
2100.0,255316430000.0,318920920000.0,275532220000.0,115905040000.0,333417940000.0,366449160000.0,310551770000.0,447141500000.0,435703120000.0,273369600000.0,384406600000.0
