time,CANESM2,NORESM1-M,MPI-ESM-LR,IPSL-CM5A-LR,CSIRO-MK3-6-0,GFDL-CM3,CNRM-CM5,CCSM4,CESM1-CAM5,GFDL-ESM2G,GISS-E2-R
2021.0,724669500000.0,722966100000.0,715028800000.0,723325800000.0,724070560000.0,707438640000.0,723091700000.0,725369500000.0,717775440000.0,713447000000.0,716230000000.0
2022.0,709624600000.0,705120760000.0,709391350000.0,702809700000.0,718399100000.0,692327100000.0,709027560000.0,705453950000.0,709010400000.0,694675050000.0,718736300000.0
2023.0,697414000000.0,688832700000.0,715617860000.0,689356870000.0,703983800000.0,668346900000.0,695205000000.0,696219000000.0,700571800000.0,677570500000.0,713862740000.0
2024.0,693332500000.0,672175700000.0,706971400000.0,677690700000.0,703310460000.0,650122700000.0,686601900000.0,676091460000.0,691598700000.0,666267350000.0,706638250000.0
2025.0,668376100000.0,647752650000.0,696252500000.0,663260600000.0,696811200000.0,622931400000.0,681250600000.0,667182700000.0,687996670000.0,651684700000.0,688230000000.0
2026.0,644974440000.0,641871300000.0,693553400000.0,645581240000.0,671355960000.0,593710500000.0,665593450000.0,673858060000.0,681677000000.0,645925000000.0,676341350000.0
2027.0,624516140000.0,627214200000.0,681343100000.0,642639600000.0,659585500000.0,569584250000.0,645959650000.0,653425300000.0,667526800000.0,629260000000.0,671274760000.0
2028.0,601188800000.0,614564600000.0,672055200000.0,631373000000.0,637188300000.0,544852500000.0,623313900000.0,653479000000.0,656086700000.0,618367300000.0,655359200000.0
2029.0,592455500000.0,596032700000.0,657351600000.0,602845940000.0,627363500000.0,520628860000.0,605241930000.0,633235960000.0,646720300000.0,609727800000.0,651036000000.0
2030.0,589160900000.0,585740700000.0,637238440000.0,591845800000.0,615696040000.0,488625240000.0,596584240000.0,617114040000.0,628418150000.0,597706900000.0,640497200000.0
2031.0,583030500000.0,571595950000.0,633335640000.0,575242040000.0,617667800000.0,459128960000.0,584700000000.0,610554740000.0,624826600000.0,590709700000.0,631919400000.0
2032.0,565901600000.0,563952400000.0,615107000000.0,559110100000.0,602889200000.0,430643870000.0,571214860000.0,597981600000.0,606818800000.0,566724600000.0,620317970000.0
2033.0,569527900000.0,544905560000.0,612646060000.0,539909900000.0,591242460000.0,407111600000.0,559825700000.0,587279760000.0,596392740000.0,555693440000.0,613752440000.0
2034.0,551061800000.0,528336600000.0,612447160000.0,532623260000.0,569170300000.0,381637850000.0,554626900000.0,570735850000.0,574658100000.0,548572950000.0,612714150000.0
2035.0,538238780000.0,518013260000.0,594277100000.0,516038520000.0,552673740000.0,361360620000.0,545901020000.0,559666600000.0,549552460000.0,539686930000.0,620322400000.0
2036.0,527432000000.0,498539530000.0,582673240000.0,495703400000.0,532730970000.0,341650280000.0,536196870000.0,551264650000.0,543518520000.0,522771400000.0,617722100000.0
2037.0,512291730000.0,495391500000.0,565446500000.0,476288400000.0,525618280000.0,325076500000.0,521589880000.0,544731460000.0,529883070000.0,505853300000.0,609353330000.0
2038.0,497598230000.0,483874540000.0,548784280000.0,458771460000.0,515088800000.0,306107500000.0,511819840000.0,523658720000.0,515074260000.0,500455700000.0,604629800000.0
2039.0,480694340000.0,470342040000.0,539345400000.0,454250730000.0,510269900000.0,286428200000.0,502581460000.0,517702940000.0,501625880000.0,494946160000.0,594907500000.0
2040.0,478660170000.0,467899700000.0,519584020000.0,436651200000.0,503050170000.0,270690730000.0,486797570000.0,513294800000.0,492420240000.0,478459820000.0,589442300000.0
2041.0,473328940000.0,455277970000.0,497482900000.0,421601870000.0,496097170000.0,259854220000.0,476545840000.0,507873260000.0,474433850000.0,469466450000.0,588350400000.0
2042.0,461506250000.0,449988430000.0,485820730000.0,410804200000.0,482342340000.0,245293710000.0,466329960000.0,493766770000.0,462227000000.0,462139980000.0,584964900000.0
2043.0,451470900000.0,435304430000.0,473068600000.0,401414700000.0,472599630000.0,231978990000.0,450023800000.0,485526140000.0,450157640000.0,449035630000.0,580280300000.0
2044.0,451399220000.0,420322930000.0,460610300000.0,387187300000.0,459170350000.0,220172240000.0,439775040000.0,474126650000.0,434162300000.0,442709400000.0,573543400000.0
2045.0,445992400000.0,401439950000.0,440001700000.0,374754050000.0,440596860000.0,209427760000.0,431608070000.0,466010240000.0,423569400000.0,432945330000.0,567930200000.0
2046.0,442534820000.0,391023200000.0,428535840000.0,364815600000.0,433512350000.0,203368740000.0,420475630000.0,462003400000.0,416513260000.0,420230660000.0,566667000000.0
2047.0,427426150000.0,389538050000.0,421850640000.0,348867720000.0,414744250000.0,191791370000.0,408566430000.0,458816060000.0,401769270000.0,409271140000.0,553231000000.0
2048.0,425431730000.0,378270250000.0,414850700000.0,351314380000.0,398253360000.0,183973040000.0,398108820000.0,440476570000.0,402857660000.0,402701650000.0,554401900000.0
2049.0,410314900000.0,371001260000.0,396096340000.0,345040520000.0,387601860000.0,176695670000.0,382605750000.0,433305780000.0,398558400000.0,392160480000.0,558659700000.0
2050.0,401792470000.0,356573700000.0,385667730000.0,336978020000.0,380096940000.0,169876830000.0,368898100000.0,425562960000.0,389835720000.0,390456380000.0,541405800000.0
2051.0,386265580000.0,347899270000.0,377094000000.0,325286040000.0,374782820000.0,163864790000.0,358651820000.0,419178500000.0,377954930000.0,378095670000.0,531441780000.0
2052.0,374202960000.0,342461680000.0,361652550000.0,314230900000.0,365022740000.0,157892950000.0,349677520000.0,408978030000.0,366117130000.0,369795500000.0,520094200000.0
2053.0,368672500000.0,332144640000.0,349043800000.0,303904900000.0,355321100000.0,153920340000.0,339529530000.0,400153480000.0,357843860000.0,360226620000.0,506001230000.0
2054.0,356909400000.0,337624100000.0,338465520000.0,293292000000.0,343199900000.0,148651250000.0,334704020000.0,395363200000.0,348627270000.0,352409000000.0,491333520000.0
2055.0,352703300000.0,333280020000.0,328617620000.0,286228380000.0,330818780000.0,141835140000.0,327063370000.0,385426460000.0,335986850000.0,350676100000.0,482655730000.0
2056.0,338012830000.0,333390800000.0,318520430000.0,275909350000.0,319105860000.0,137220370000.0,315008350000.0,371326220000.0,327243400000.0,342443360000.0,481066780000.0
2057.0,328984100000.0,328383660000.0,311092480000.0,264178420000.0,308581200000.0,130657920000.0,310165000000.0,363453580000.0,322133500000.0,334043640000.0,472545530000.0
2058.0,320111870000.0,321622100000.0,304926460000.0,259960950000.0,304039230000.0,126731500000.0,303143420000.0,361442500000.0,315751070000.0,328321600000.0,467881360000.0
2059.0,308519340000.0,317077060000.0,296879460000.0,255019730000.0,293172900000.0,123540760000.0,299220140000.0,355966900000.0,310779500000.0,324895970000.0,472112600000.0
2060.0,302436880000.0,308262760000.0,288217460000.0,252017900000.0,286452740000.0,119450120000.0,290826850000.0,346325680000.0,301250670000.0,316045460000.0,464516900000.0
2061.0,294914420000.0,304760160000.0,280604020000.0,251016330000.0,278842700000.0,115879010000.0,284997400000.0,335550780000.0,293755420000.0,315118450000.0,457785800000.0
2062.0,283885170000.0,301207360000.0,279532370000.0,248789630000.0,275268500000.0,111923350000.0,279966700000.0,327027650000.0,290999800000.0,308990600000.0,451321140000.0
2063.0,268379080000.0,293309120000.0,272375600000.0,237832650000.0,268149150000.0,106765640000.0,281297420000.0,317818500000.0,282361660000.0,306942770000.0,439704100000.0
2064.0,257417990000.0,288598360000.0,268145280000.0,235445860000.0,269576620000.0,104709200000.0,276012470000.0,310611250000.0,276443700000.0,304277780000.0,429184350000.0
2065.0,249915520000.0,283668700000.0,259712140000.0,222278730000.0,259000470000.0,100966400000.0,275624760000.0,302506700000.0,269882970000.0,299235480000.0,419708370000.0
2066.0,245223240000.0,288452580000.0,254475960000.0,214370760000.0,258493000000.0,99860320000.0,275495320000.0,295976500000.0,262668100000.0,295961720000.0,414225900000.0
2067.0,242119570000.0,282370770000.0,246674960000.0,207093000000.0,256430850000.0,96585910000.0,269134320000.0,288236770000.0,255936600000.0,290329030000.0,410224820000.0
2068.0,237335300000.0,281844700000.0,242044300000.0,202473280000.0,247907940000.0,92744740000.0,266686820000.0,286892360000.0,248195100000.0,288465680000.0,408235050000.0
2069.0,232848590000.0,274981800000.0,238252000000.0,200108720000.0,253821830000.0,90795655000.0,259781600000.0,286782780000.0,245512400000.0,278188850000.0,399969600000.0
2070.0,226647900000.0,272679960000.0,243173670000.0,198271190000.0,251180140000.0,88767360000.0,258564930000.0,276715730000.0,239470310000.0,275343570000.0,395255940000.0
2071.0,222322740000.0,265081040000.0,235011600000.0,191405690000.0,256900150000.0,86943080000.0,252462510000.0,275534150000.0,234174460000.0,274147520000.0,391229770000.0
2072.0,218513340000.0,258958880000.0,237463240000.0,189548530000.0,247579300000.0,85804040000.0,251440050000.0,271279960000.0,231130680000.0,270963310000.0,385476950000.0
2073.0,217583200000.0,257108660000.0,236721010000.0,183433270000.0,241272230000.0,85596030000.0,247869590000.0,266491100000.0,228783720000.0,266524840000.0,382128980000.0
2074.0,219988640000.0,251369420000.0,236645700000.0,182773070000.0,238907500000.0,83331900000.0,249112440000.0,262612710000.0,221540680000.0,261537140000.0,377940480000.0
2075.0,216279550000.0,247456700000.0,229336150000.0,182371650000.0,234667410000.0,81623730000.0,245703540000.0,259018260000.0,218454920000.0,260070950000.0,374895540000.0
2076.0,214356340000.0,247335910000.0,226951890000.0,185099060000.0,229709150000.0,81411820000.0,244171200000.0,254287480000.0,218457900000.0,259726840000.0,363665500000.0
2077.0,211509890000.0,243811300000.0,225620050000.0,177856320000.0,223708710000.0,80591910000.0,238820840000.0,255742820000.0,213006190000.0,257945760000.0,366606160000.0
2078.0,202368420000.0,240880200000.0,222894150000.0,171384850000.0,218559020000.0,78749794000.0,236479410000.0,254346070000.0,212602450000.0,256708530000.0,357924370000.0
2079.0,200660900000.0,243738620000.0,220420420000.0,170708840000.0,212149470000.0,78106210000.0,230765260000.0,249026310000.0,210726810000.0,248659030000.0,348710370000.0
2080.0,196751930000.0,240062940000.0,217141790000.0,169358000000.0,207658060000.0,76625805000.0,228016830000.0,243563070000.0,210864400000.0,247934160000.0,348496700000.0
2081.0,195380230000.0,236334700000.0,213800140000.0,164391190000.0,200323810000.0,75174945000.0,226417720000.0,241445720000.0,207388230000.0,247217010000.0,345917200000.0
2082.0,195876850000.0,235879840000.0,212846890000.0,169709420000.0,195494400000.0,73346640000.0,221903770000.0,243217800000.0,203742820000.0,244180220000.0,341058680000.0
2083.0,200246790000.0,229961330000.0,213872380000.0,163106370000.0,189443770000.0,72788800000.0,215231250000.0,242473960000.0,199524550000.0,243550500000.0,335805100000.0
2084.0,198238110000.0,225170830000.0,212920100000.0,160637730000.0,184444930000.0,72202215000.0,208452650000.0,236111660000.0,195294360000.0,244136660000.0,326064000000.0
2085.0,193663290000.0,223677960000.0,210046340000.0,158983590000.0,182774280000.0,71741810000.0,204382980000.0,232473500000.0,189633360000.0,248998500000.0,320277200000.0
2086.0,189812240000.0,222047450000.0,207751330000.0,155443400000.0,178001560000.0,71148230000.0,203462840000.0,229596580000.0,185087120000.0,247770150000.0,319126860000.0
2087.0,192263800000.0,225772300000.0,204764580000.0,155192300000.0,172376770000.0,68962755000.0,198505300000.0,230713490000.0,185521270000.0,246857780000.0,315698900000.0
2088.0,197795120000.0,225824310000.0,197988970000.0,153846840000.0,170215590000.0,66304340000.0,193206880000.0,230046070000.0,181270800000.0,242802260000.0,317341430000.0
2089.0,192106100000.0,223998510000.0,195303820000.0,149937900000.0,162992750000.0,65135022000.0,191519650000.0,228303270000.0,177565800000.0,243052580000.0,316827440000.0
2090.0,193829520000.0,217821400000.0,194135520000.0,148044790000.0,156869670000.0,66506300000.0,190012440000.0,227331420000.0,172852100000.0,237725910000.0,310393600000.0
2091.0,190165250000.0,214979480000.0,190995460000.0,144341940000.0,155372270000.0,64660540000.0,187845100000.0,228356620000.0,170327430000.0,233879550000.0,308662960000.0
2092.0,187211000000.0,211763380000.0,187874130000.0,143000420000.0,149587410000.0,63957578000.0,188635840000.0,229049840000.0,166475430000.0,233972920000.0,309443260000.0
2093.0,183073360000.0,212676540000.0,191188530000.0,139398900000.0,146812700000.0,62760390000.0,187152330000.0,228948130000.0,160992940000.0,233444300000.0,310349170000.0
2094.0,182536540000.0,207291040000.0,192428560000.0,135534550000.0,144252240000.0,62221582000.0,185885070000.0,228585360000.0,162606370000.0,234863180000.0,309821700000.0
2095.0,178877040000.0,203313270000.0,191425220000.0,139306010000.0,142061130000.0,61346790000.0,184759930000.0,223212670000.0,158918560000.0,232580580000.0,307634270000.0
2096.0,174160300000.0,201906290000.0,189593160000.0,140350210000.0,145016930000.0,59763570000.0,184848520000.0,222064330000.0,157688090000.0,230331290000.0,302368500000.0
2097.0,179520130000.0,198425130000.0,186958990000.0,142339960000.0,151036790000.0,60539640000.0,182575220000.0,220420690000.0,157541600000.0,226531050000.0,300522200000.0
2098.0,175619150000.0,197113560000.0,184374600000.0,140956650000.0,157451810000.0,60301218000.0,182208500000.0,219215230000.0,154073460000.0,229690400000.0,305556400000.0
2099.0,171800530000.0,189960490000.0,184530710000.0,138303060000.0,158243620000.0,60229190000.0,179652250000.0,217300620000.0,152690880000.0,227157640000.0,309506470000.0
2100.0,169065710000.0,189483250000.0,184814160000.0,140521240000.0,160814450000.0,60601164000.0,176478110000.0,216185550000.0,152498880000.0,229090700000.0,305663740000.0
