time,MPI-ESM1-2-HR,NORESM2-MM,FGOALS-F3-L,BCC-CSM2-MR,CMCC-CM2-SR5,GFDL-ESM4,CESM2,EC-EARTH3,MRI-ESM2-0,EC-EARTH3-VEG,INM-CM5-0,INM-CM4-8,CAMS-CSM1-0,CESM2-WACCM
2011.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0,706868611200.0
2012.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0,705272392500.0
2013.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0,705081771200.0
2014.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0,705924313700.0
2015.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0,703898467700.0
2016.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0,704746254100.0
2017.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0,701314408900.0
2018.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0,700991416400.0
2019.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0,702148889800.0
2020.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0,699484687100.0
2021.0,698013954000.0,697465969100.0,698084821100.0,697315209900.0,702262991500.0,697627463500.0,697475792400.0,697215831900.0,697520942200.0,698048786500.0,698091727300.0,698144564100.0,698010178500.0,698422929300.0
2022.0,697964491100.0,695910707100.0,696840933900.0,696399507600.0,699583455700.0,696547959400.0,695851206600.0,695651158360.0,695946018600.0,695954576800.0,697830245100.0,696361382500.0,697053154400.0,697139022900.0
2023.0,696179487700.0,694458700700.0,695913381840.0,695615396500.0,697282689800.0,694996292600.0,694466847500.0,693870384600.0,695185604800.0,695043711400.0,695219194440.0,696552943600.0,695752556230.0,695029118700.0
2024.0,694845983360.0,692835223240.0,693847206760.0,693855564900.0,696142527550.0,694154779000.0,694038163500.0,692807200000.0,693018655300.0,693468899400.0,694812322100.0,694240917860.0,695024155870.0,693440254900.0
2025.0,693190148200.0,691638704960.0,692553704640.0,692563375150.0,694534912460.0,692296568200.0,692139998500.0,690370568540.0,691463600300.0,692904354560.0,693136747000.0,693176707600.0,697410141800.0,692440763660.0
2026.0,692006383400.0,690580273350.0,691008481000.0,691652326340.0,694646314860.0,690336641800.0,690341112600.0,688197406100.0,690861139740.0,691000002400.0,691400395460.0,691519448530.0,693706507800.0,689897945210.0
2027.0,690563939600.0,691086792150.0,689153671340.0,690967784360.0,692178588300.0,688543663000.0,688416965550.0,685132595600.0,688654517600.0,688950857200.0,690595427200.0,689943582860.0,692866270770.0,688102051500.0
2028.0,689151491750.0,688112369600.0,688837329540.0,688776365600.0,691306322200.0,687225109060.0,686848635900.0,682702312600.0,686792867100.0,688359614740.0,687988867690.0,688344926900.0,690399070800.0,685527103700.0
2029.0,687272938060.0,686487547500.0,686565876660.0,686095595310.0,689162510800.0,684958822040.0,685145453700.0,679790437640.0,684986402000.0,685401202750.0,686115159060.0,686319669590.0,689917750900.0,685012996100.0
2030.0,686755986550.0,685077961600.0,684589663800.0,685835003950.0,687601383300.0,683170579650.0,682508854600.0,677565349160.0,682726335740.0,684716873400.0,684359942810.0,684414460300.0,688461698300.0,681809335600.0
2031.0,685038140800.0,682898364250.0,682494940500.0,683211731100.0,687633535460.0,682762477230.0,679747158700.0,674791026700.0,680576703650.0,680995869460.0,682876232800.0,682569014200.0,686368673000.0,679875521510.0
2032.0,683550205700.0,680447049760.0,680860611400.0,680116165700.0,685298550700.0,679657838200.0,677896922800.0,672562176460.0,678322808600.0,679626953860.0,680553520300.0,680627631750.0,684640059600.0,677715011800.0
2033.0,682156125240.0,678789239400.0,678735867600.0,678213157540.0,684571210330.0,677978849760.0,675672986200.0,669283711800.0,675705850000.0,677622482900.0,678313891950.0,678819324600.0,682898080960.0,674492606060.0
2034.0,680577187620.0,676394102040.0,676832432240.0,676307041150.0,681760593200.0,675877939340.0,673416690140.0,666409351400.0,674589868040.0,675142266470.0,675895979060.0,676825808900.0,682005053500.0,671562621260.0
2035.0,679612002140.0,674596305000.0,674185497100.0,674088214270.0,680833071500.0,674180355900.0,670715203300.0,664069990140.0,671703701900.0,672382458400.0,673568136940.0,674695381540.0,681459186800.0,671769545900.0
2036.0,677190039040.0,672761521460.0,673020761070.0,672636735040.0,677767939540.0,672149971400.0,668404964100.0,660255770360.0,669111830350.0,669928223020.0,672014216300.0,673212583500.0,678032095640.0,667149604560.0
2037.0,675110764100.0,670347328340.0,671117684930.0,669926543800.0,675707549700.0,670896991800.0,665163596200.0,656949736900.0,666496065350.0,668412245100.0,669818576100.0,671494256050.0,677170840760.0,664657257200.0
2038.0,673327405870.0,668131254420.0,668544826640.0,667370203060.0,673560312450.0,668378553660.0,663195991360.0,654549472100.0,663337440200.0,665396586230.0,667364727640.0,668731669540.0,675958369680.0,662660060640.0
2039.0,671478032760.0,665535849040.0,666421357840.0,665074561440.0,671855235860.0,665721527100.0,659437146940.0,650725479130.0,660650323100.0,663595923060.0,666019909260.0,666615574800.0,674298214700.0,659693672900.0
2040.0,669847228400.0,662562926500.0,663705824810.0,662165398240.0,671013191710.0,663917409900.0,656784973000.0,647432797700.0,657688950430.0,661008682840.0,663190183460.0,664868814000.0,672809818340.0,656846293300.0
2041.0,668054721000.0,660889964800.0,661477066500.0,658668533100.0,667953031100.0,661570513300.0,653554956840.0,644579739100.0,654936265540.0,658076350760.0,661007434360.0,662503401000.0,670410342900.0,653862407700.0
2042.0,666136411360.0,657899173300.0,661837107840.0,655883120540.0,667030748410.0,658886321760.0,650156469060.0,641247741740.0,651679305960.0,655838431940.0,657961450200.0,659070773360.0,669725286570.0,651889614900.0
2043.0,664252000370.0,655337789840.0,656845952960.0,653231316280.0,663493401010.0,656969200600.0,646989683160.0,638415535750.0,648708475430.0,652775600900.0,655822889600.0,657527444300.0,668566569200.0,650221500800.0
2044.0,662578636700.0,652845733160.0,654109226980.0,650078711200.0,661360180460.0,655891528400.0,643817412960.0,634683060130.0,645776329000.0,650062612100.0,653361284770.0,655115315240.0,668541181260.0,646928675530.0
2045.0,659184650560.0,650627976900.0,654643906040.0,646812148440.0,659547944200.0,653209285340.0,640186121710.0,630406976140.0,642737124200.0,647718382840.0,651548714200.0,652409134550.0,664917897600.0,643583260430.0
2046.0,657986327640.0,647387239210.0,650481728460.0,644207719450.0,654712163590.0,651339377890.0,637144018450.0,626778340970.0,639509528100.0,644015634600.0,649009664200.0,649725499760.0,663176588070.0,640131687970.0
2047.0,656259473800.0,643969901100.0,647715458050.0,640748116340.0,651943313600.0,649111592940.0,635109166710.0,623667064860.0,635906392530.0,640698543060.0,646508669640.0,647641950840.0,661003554640.0,636367053500.0
2048.0,654790134440.0,640472648020.0,643854845850.0,638493273990.0,648976734140.0,646252609950.0,631723797410.0,619664307400.0,632544939510.0,637929758550.0,644608857000.0,645816955400.0,659198499800.0,632833899590.0
2049.0,651242842460.0,638369182040.0,640868263040.0,636157589940.0,646020146560.0,644261937820.0,628157083940.0,616051015440.0,629131692440.0,634874782560.0,642161717300.0,642954593050.0,657157110940.0,629224491280.0
2050.0,650376746590.0,634826166040.0,637042906960.0,632905400150.0,642502927300.0,642542880400.0,625482486880.0,612029992690.0,625912627550.0,631229272270.0,639547708770.0,639988568440.0,654643712460.0,625227412140.0
2051.0,647084802490.0,631742725650.0,634235244190.0,629165761000.0,639501213760.0,638949426040.0,622342756590.0,607338422600.0,621787994000.0,627164607630.0,637285596270.0,638681319180.0,652873958200.0,621294365860.0
2052.0,644501231700.0,628313502020.0,630996264530.0,626252766240.0,635676968220.0,636339696980.0,619014496730.0,603126426600.0,618584676550.0,624213585300.0,634574428140.0,638377574700.0,651887325900.0,618301973860.0
2053.0,641655704840.0,625699008900.0,627984934840.0,623194322170.0,631564448860.0,635049802420.0,615177631370.0,599637723540.0,615953094800.0,620139544500.0,632268650900.0,633167054140.0,649884466140.0,614331132290.0
2054.0,639611907880.0,621927885830.0,624812385850.0,619623144500.0,627850494220.0,632159015760.0,612430805140.0,595899368880.0,611881224230.0,616235521790.0,630860013000.0,630392501860.0,646707741390.0,610444097700.0
2055.0,637273798650.0,618290078850.0,621512755630.0,616809375400.0,623705515430.0,628976511030.0,608963331880.0,591237859730.0,608489281140.0,612750627540.0,627875448620.0,629021965250.0,644521269320.0,607400763060.0
2056.0,634390462300.0,615334995920.0,618572311750.0,613610377570.0,619857123600.0,626617549940.0,605331615410.0,586552239700.0,605583000450.0,608619134700.0,625112414490.0,625345971500.0,642084430300.0,603749436900.0
2057.0,632765662840.0,612175245740.0,615742989500.0,610501899500.0,616537980650.0,624966891740.0,601640062680.0,582118272320.0,601939076540.0,604513607540.0,621981011400.0,622908034970.0,640750201250.0,600001549990.0
2058.0,629751726210.0,609707499960.0,612657120860.0,607650738820.0,612062925000.0,622216773250.0,598309099100.0,577620750140.0,598317140100.0,600321796860.0,619705583410.0,619614571870.0,636602380300.0,596068465940.0
2059.0,626949807260.0,606882284500.0,608973063770.0,603665909000.0,608491057800.0,619402133830.0,594507174750.0,573299795600.0,594090873510.0,595585587650.0,617804401600.0,616805009100.0,637071573000.0,592468097100.0
2060.0,625408915170.0,603337399870.0,606125250550.0,599332602000.0,604030462720.0,617216141280.0,590857592800.0,569242994390.0,589988447900.0,592600633910.0,614686280210.0,614242488600.0,632367236320.0,588161258900.0
2061.0,622223573030.0,599651066270.0,603549837400.0,595910209360.0,601770706550.0,614198532920.0,588056293770.0,563803053620.0,588537417330.0,587973358560.0,611886757640.0,611593318360.0,629327803160.0,584716944400.0
2062.0,619113222180.0,596789907700.0,600251577580.0,592092608840.0,596930381690.0,611702685120.0,583399631120.0,558963862940.0,583278644630.0,583754983600.0,610622274330.0,609241626820.0,627070850600.0,580564036820.0
2063.0,616474866050.0,593684238420.0,597575502160.0,588025075310.0,592528541810.0,608393635370.0,579592338730.0,554143866490.0,579819926720.0,579485606640.0,609183049130.0,607404974760.0,625302726500.0,576542163030.0
2064.0,614601274310.0,590055169700.0,594778680680.0,585451418160.0,588294248330.0,605523841930.0,576322194300.0,549596753090.0,575692736530.0,574991492150.0,604416358160.0,603944560630.0,622773387430.0,572587925090.0
2065.0,612470187040.0,587864601250.0,590804615980.0,582904118630.0,583459917600.0,602890771690.0,572028242450.0,544355905630.0,572395868400.0,570107150400.0,603213799350.0,601666896890.0,620373630800.0,569144714790.0
2066.0,610143701040.0,584914707630.0,587760638560.0,578674455400.0,578655923820.0,600912630050.0,568556410650.0,540150882210.0,568698679640.0,566342448540.0,600087492930.0,598207975640.0,618375956980.0,566179137980.0
2067.0,607235108860.0,581912289540.0,584829724790.0,574408327640.0,574408749980.0,599023823030.0,564794629800.0,535679988240.0,565908612620.0,562157299590.0,597095921460.0,596163508800.0,615917986900.0,563672015140.0
2068.0,604979348810.0,580183224200.0,581796041210.0,570788505050.0,569395964480.0,595488312900.0,561777896080.0,530962651930.0,563288301010.0,557876229670.0,595193922880.0,594072370290.0,613422418380.0,558777849520.0
2069.0,602474736930.0,576835304820.0,578656408440.0,566949597200.0,565241482340.0,592146723680.0,557899566660.0,526193710390.0,560956747600.0,553200603650.0,592923058540.0,590620037120.0,610794900510.0,554884335700.0
2070.0,599407230040.0,573597269800.0,576221882070.0,563778321320.0,560522043100.0,589674015200.0,554307086670.0,522013024320.0,555425182220.0,548337589510.0,590938099770.0,588427578450.0,607999816260.0,550777368300.0
2071.0,596262326890.0,570341375400.0,573051733640.0,562395106040.0,555976174020.0,587139845080.0,550301063150.0,517553738240.0,551791318470.0,543669566320.0,587637351280.0,586037228800.0,605765617230.0,547960387560.0
2072.0,594250289710.0,567346412160.0,570053853780.0,557978256170.0,550555256960.0,585715657670.0,547220328400.0,513418480830.0,548415841930.0,539575102380.0,584823990920.0,583593004540.0,603631295650.0,544588489350.0
2073.0,591108456940.0,564206231170.0,567024536770.0,555380204690.0,545967995570.0,582184298380.0,542742413940.0,508788490280.0,546980080980.0,535547265290.0,584405182550.0,580863710170.0,601411393700.0,539530625000.0
2074.0,588986532410.0,561321240800.0,563513804380.0,550986513250.0,540521395630.0,582494844060.0,539264095030.0,504451259850.0,542236363980.0,531268531210.0,580314283960.0,578693033130.0,598367397600.0,535418665260.0
2075.0,585702223910.0,558999209720.0,562060384040.0,547204060670.0,536581874640.0,577833459000.0,534487777160.0,500773164620.0,538756823160.0,526127241570.0,577453184930.0,576263289840.0,595863574740.0,532326883980.0
2076.0,583302852380.0,555707407190.0,559171357800.0,544240504670.0,531579429000.0,574922925180.0,531895704040.0,495385580420.0,535730456530.0,520866567030.0,575376144330.0,573156257580.0,593095152890.0,528077733180.0
2077.0,580208000110.0,554198820390.0,557587382680.0,540399111860.0,526620253980.0,572106886790.0,527664087610.0,490337067920.0,531706543640.0,516040125580.0,572748107260.0,570918597260.0,590721059590.0,524796442810.0
2078.0,577889137240.0,550180064350.0,553613380870.0,537513691130.0,521945265890.0,570821701700.0,523646102530.0,485402087960.0,528255600370.0,511719106660.0,571845044920.0,568754990410.0,588274827300.0,521579468960.0
2079.0,574907489340.0,546555850380.0,551386190810.0,535490785240.0,516538785030.0,567078572550.0,519994313560.0,481546705080.0,524587312070.0,506378041710.0,567448426960.0,565951317140.0,588193737250.0,517261156910.0
2080.0,573062911370.0,543993173900.0,548099157370.0,531680488230.0,511280331160.0,565185195170.0,515309424310.0,476731361200.0,521380429920.0,503769231650.0,565336664030.0,563748976040.0,584529196100.0,514583855610.0
2081.0,568526307530.0,540526033300.0,546489903630.0,528240351060.0,507381830090.0,562298503590.0,511731869650.0,472109275440.0,518309970340.0,496262232320.0,565421017740.0,560817788210.0,582308472870.0,509352572300.0
2082.0,565979260430.0,538097847440.0,542056496040.0,526095689080.0,500759194530.0,559961136140.0,508097738410.0,467614063480.0,515626744630.0,490846358170.0,561385039190.0,558777837930.0,579813835850.0,505364344670.0
2083.0,563197682540.0,536394085080.0,538906104730.0,522682534070.0,494870754490.0,557056671770.0,504255432020.0,463271991970.0,512703235470.0,485669494740.0,558505070080.0,557273255810.0,577707596880.0,501603227060.0
2084.0,560997178780.0,532232630720.0,536954338410.0,518941764250.0,489399575420.0,554105076860.0,501118981930.0,459947439330.0,508681503060.0,479984084030.0,555635187060.0,553415745360.0,578731775510.0,497437634990.0
2085.0,558659071450.0,529002032910.0,534396622780.0,515790297730.0,483934827320.0,551793112680.0,496654329020.0,454982718280.0,504762206680.0,475091202200.0,552985610380.0,551179560200.0,577539408680.0,492648160870.0
2086.0,556522145300.0,526065768260.0,531242843060.0,513014151740.0,479581989260.0,549582024470.0,492976609520.0,449672804940.0,506771735570.0,469894962640.0,553773077780.0,548916164270.0,572311777620.0,488614555340.0
2087.0,554181465060.0,523263719570.0,528365729420.0,509366177510.0,474215246090.0,546490068570.0,488405790330.0,445335763390.0,499573244450.0,464846153480.0,550034797060.0,546103327600.0,571243946070.0,485197342240.0
2088.0,551232525600.0,519938951150.0,525423065930.0,507050255940.0,468954324070.0,544439459460.0,484260866890.0,441257147890.0,497525522410.0,459762476970.0,546021912640.0,543573284980.0,567676800530.0,482948322230.0
2089.0,548100289440.0,517372272930.0,522579264710.0,503764024710.0,463749966410.0,541288705150.0,479882990680.0,435483904890.0,492602117550.0,455197810310.0,543528756990.0,541072442100.0,567851901850.0,476675521520.0
2090.0,546263110470.0,514515971270.0,519497842210.0,501099862610.0,458087592260.0,538818437850.0,476270689310.0,431329456790.0,491217685080.0,450115883400.0,542298316740.0,539158689890.0,566453736860.0,472341127120.0
2091.0,543959414490.0,511259964620.0,517144100220.0,497642188100.0,453355249890.0,535701785110.0,471978892360.0,426597348050.0,486218850760.0,445148635800.0,540445150020.0,536529869580.0,562094374400.0,468051993420.0
2092.0,540759360370.0,508028236760.0,513689602930.0,494522153120.0,447620632630.0,534154438250.0,468386455050.0,421600452900.0,483014752820.0,439617502070.0,537520191030.0,533803333160.0,560085033650.0,464808110180.0
2093.0,540762923110.0,505110263020.0,510852262390.0,490966231230.0,442354130680.0,531335141940.0,466014450790.0,416567571040.0,480434241370.0,434363965320.0,534744784690.0,531942572970.0,558082776500.0,460380148140.0
2094.0,535974810060.0,502366004860.0,508663698910.0,487686951480.0,437082593820.0,528557530160.0,461447905740.0,411381768630.0,479183797470.0,429360833600.0,533601025510.0,530258096090.0,556083652770.0,455942396130.0
2095.0,533016809760.0,499990611740.0,505287806590.0,484719312200.0,431515334760.0,525829814920.0,456990137350.0,407063412320.0,474465231210.0,425134339760.0,530637166290.0,527268621600.0,554859593200.0,452824818870.0
2096.0,530448417400.0,497470930310.0,501564137730.0,480969426260.0,426821830430.0,523114680010.0,453309432220.0,402218671220.0,473587502910.0,420129124710.0,529186762550.0,524847894980.0,552112205850.0,450377049370.0
2097.0,528786930440.0,494458751720.0,500121977810.0,478209277380.0,420960356450.0,520798264670.0,449950473160.0,396974228090.0,469138166720.0,415296529820.0,526258746990.0,521891818410.0,550308414250.0,445269353210.0
2098.0,526341034360.0,491661540720.0,496188773040.0,475757647030.0,415919632970.0,519177817970.0,445704883960.0,392247358510.0,466028353090.0,409842943450.0,523416304680.0,519862045300.0,551475217020.0,441331316950.0
2099.0,526260761790.0,488351063430.0,496667846060.0,472113686930.0,410266571150.0,517710664950.0,441037080530.0,388072945874.0,464502385530.0,405171590220.0,521359508070.0,516738387100.0,550403329320.0,437634039710.0
2100.0,523058884620.0,486930764070.0,491498755310.0,470867758090.0,404382176464.0,515389188270.0,436762815460.0,382986989550.0,461461531540.0,400352333200.0,519056718370.0,517057316220.0,547518622210.0,433639501580.0
