time,CANESM5,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM
2051.0,577171459180.0,606645836280.0,611110525500.0,610042501150.0
2052.0,571097509260.0,602901846220.0,607665212560.0,605633334110.0
2053.0,565592304460.0,597941865560.0,603758304410.0,601167118640.0
2054.0,560774046530.0,593967945960.0,598806105160.0,597073968130.0
2055.0,555132038580.0,590151632700.0,594023330680.0,592911082700.0
2056.0,550191311200.0,585808868270.0,590380720300.0,588481723970.0
2057.0,544435573340.0,582257929690.0,586407622590.0,583961544270.0
2058.0,538831265160.0,578039916020.0,581116465680.0,579664235260.0
2059.0,533437995450.0,573906030850.0,577134893600.0,575576226930.0
2060.0,527993671220.0,570429163160.0,572295660630.0,571273971100.0
2061.0,523086209600.0,566304810780.0,567100037420.0,567004025830.0
2062.0,518106236010.0,562866635580.0,562407039550.0,562933515400.0
2063.0,512109146260.0,560008698410.0,557840300460.0,559516233200.0
2064.0,507925157530.0,556222270710.0,555078705540.0,555637688440.0
2065.0,502013374150.0,552869873170.0,550698279300.0,550757752070.0
2066.0,497765275820.0,549876147610.0,546929685470.0,547187004810.0
2067.0,492708037380.0,546613731060.0,544361555960.0,543308452720.0
2068.0,487603086070.0,544530468280.0,538813590720.0,539722492820.0
2069.0,482456158480.0,542126978940.0,534871187850.0,535768439210.0
2070.0,478186245540.0,542096414910.0,531381305170.0,531898053560.0
2071.0,474851961980.0,535732951060.0,527124349490.0,528540818080.0
2072.0,470092626320.0,531656436340.0,522394831650.0,524577964890.0
2073.0,464883126590.0,528377649550.0,518656560390.0,521193757020.0
2074.0,461485017920.0,526018428930.0,514808268060.0,517214541090.0
2075.0,456593893710.0,523434409190.0,511105018910.0,516264962880.0
2076.0,452224780130.0,520271778780.0,507095577130.0,510241056060.0
2077.0,447882827280.0,517989749280.0,506616540840.0,508501448660.0
2078.0,445318118270.0,515908557900.0,501258573930.0,503992215130.0
2079.0,440830959200.0,512063673860.0,498619340980.0,500574862490.0
2080.0,438073786570.0,509683267300.0,495660792180.0,497720735700.0
2081.0,434248488940.0,506325633090.0,493435008560.0,496540970320.0
2082.0,431032295570.0,503387120800.0,489270886610.0,495851762430.0
2083.0,428438268990.0,501018451790.0,484917743690.0,491056727040.0
2084.0,428528407030.0,499877829100.0,481835490110.0,487070086740.0
2085.0,423232605120.0,496487991050.0,480642104260.0,485724920460.0
2086.0,420238468060.0,494428969730.0,476149925190.0,483137787160.0
2087.0,416662270340.0,495293630350.0,476292778740.0,479688147520.0
2088.0,418057146010.0,495260637360.0,470396479270.0,476069942920.0
2089.0,412113058450.0,491452092850.0,468107901810.0,473486740940.0
2090.0,407827616340.0,492057853710.0,465479936830.0,470925604870.0
2091.0,404563583180.0,492610136190.0,462356487930.0,466932183270.0
2092.0,402671535170.0,485989230260.0,459417687230.0,465628742400.0
2093.0,401536058570.0,485337990890.0,459074589080.0,464844797060.0
2094.0,396688827920.0,482015369770.0,456358844310.0,459725819210.0
2095.0,393655853260.0,482430997810.0,450679610150.0,457319346860.0
2096.0,392237337310.0,479997829990.0,448542215370.0,454921152250.0
2097.0,389245018990.0,481417150250.0,448176822260.0,452590320380.0
2098.0,386923789666.0,476064839290.0,443260417270.0,452115377790.0
2099.0,384552291750.0,474585180330.0,441384302720.0,449020469960.0
2100.0,381477729234.0,475125282620.0,438971303990.0,447276042380.0
