time,IITM-ESM,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,TAIESM1,CESM2-WACCM
2013.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0
2014.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0
2015.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0
2016.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0
2017.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0
2018.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0
2019.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0
2020.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0
2021.0,716410300000.0,706877700000.0,704353600000.0,706320900000.0,712134900000.0,702292500000.0,706573430000.0,697562300000.0,704364500000.0
2022.0,709763400000.0,696517460000.0,685059400000.0,691618300000.0,711250540000.0,692682950000.0,697689640000.0,686990800000.0,681266200000.0
2023.0,702109600000.0,684232700000.0,675043740000.0,684210100000.0,705301500000.0,671423300000.0,680565340000.0,673607000000.0,669759400000.0
2024.0,693753100000.0,668792500000.0,662356750000.0,680156300000.0,686394200000.0,645899200000.0,662061700000.0,658534400000.0,654565200000.0
2025.0,679556700000.0,649092100000.0,646569260000.0,656851700000.0,670193500000.0,641456000000.0,655929300000.0,645260500000.0,635685900000.0
2026.0,673018900000.0,633001900000.0,635562500000.0,639890160000.0,668125600000.0,637863300000.0,643731100000.0,631642200000.0,620766300000.0
2027.0,668791900000.0,614294950000.0,616708960000.0,628497900000.0,663865200000.0,622363500000.0,632980640000.0,604026500000.0,606764600000.0
2028.0,658727600000.0,611859370000.0,607260700000.0,625703300000.0,647904030000.0,609929400000.0,632748800000.0,595297760000.0,599231200000.0
2029.0,649307300000.0,598831860000.0,603306460000.0,606421100000.0,624344600000.0,601404740000.0,621132450000.0,579323500000.0,589004340000.0
2030.0,640125960000.0,581509640000.0,596862000000.0,603935400000.0,610763000000.0,584771200000.0,611269800000.0,566822960000.0,576044500000.0
2031.0,634464040000.0,562651400000.0,584638500000.0,602331550000.0,604189000000.0,577216000000.0,601886100000.0,554217400000.0,555941100000.0
2032.0,618861950000.0,536644800000.0,576056600000.0,588486200000.0,598757500000.0,559547740000.0,592802350000.0,538067930000.0,537753880000.0
2033.0,607219600000.0,520187180000.0,563490600000.0,572496600000.0,593311960000.0,544306760000.0,586567450000.0,522889600000.0,525633030000.0
2034.0,603950150000.0,497370270000.0,553413500000.0,559483450000.0,583289400000.0,550858200000.0,579329500000.0,513751780000.0,509145300000.0
2035.0,593862660000.0,479675680000.0,537120770000.0,556252500000.0,569752350000.0,529991100000.0,560999900000.0,499676870000.0,510888020000.0
2036.0,585034300000.0,463518500000.0,524634000000.0,548884050000.0,561707000000.0,525863680000.0,546213760000.0,482981100000.0,497917660000.0
2037.0,587146130000.0,445051670000.0,513151570000.0,533815600000.0,564914550000.0,518933450000.0,534921740000.0,472450800000.0,484199860000.0
2038.0,578194960000.0,430395400000.0,498645500000.0,525090100000.0,562581600000.0,495300540000.0,521568400000.0,461880720000.0,471620320000.0
2039.0,578472100000.0,421925680000.0,483795300000.0,515542680000.0,539794670000.0,473139120000.0,508783170000.0,450787380000.0,457878600000.0
2040.0,572734900000.0,407167240000.0,462756770000.0,495127860000.0,520720740000.0,448137950000.0,499201870000.0,443023820000.0,440560060000.0
2041.0,563954100000.0,392141240000.0,442620940000.0,481252250000.0,519606240000.0,427737320000.0,493842830000.0,431470540000.0,431013230000.0
2042.0,560315960000.0,377990120000.0,429430930000.0,470685420000.0,505726040000.0,418357120000.0,486493360000.0,418673750000.0,424584640000.0
2043.0,555714300000.0,363221300000.0,418695300000.0,461260750000.0,498223220000.0,401471200000.0,485417550000.0,406159100000.0,416967720000.0
2044.0,552210600000.0,353647000000.0,405734330000.0,451608020000.0,487900400000.0,389516660000.0,474104900000.0,394654020000.0,404341600000.0
2045.0,540622260000.0,340932820000.0,396227840000.0,444258500000.0,478936370000.0,373180900000.0,463938750000.0,375439330000.0,392735850000.0
2046.0,530781670000.0,330108730000.0,380906600000.0,432233640000.0,470952570000.0,364475020000.0,461047270000.0,367369360000.0,378349360000.0
2047.0,524191400000.0,315922680000.0,365878000000.0,428362630000.0,456088900000.0,342832400000.0,451270740000.0,356699140000.0,368485170000.0
2048.0,523171400000.0,307793700000.0,354543800000.0,420499900000.0,446589040000.0,329178580000.0,441586940000.0,347035630000.0,356300420000.0
2049.0,516588270000.0,295150500000.0,339187300000.0,415331700000.0,435865100000.0,322346780000.0,420453300000.0,331157900000.0,345410240000.0
2050.0,509325700000.0,282110950000.0,335588520000.0,404700230000.0,432515500000.0,310135500000.0,418034250000.0,316772900000.0,332337020000.0
2051.0,510672500000.0,271825910000.0,326345750000.0,396386170000.0,416820300000.0,299435200000.0,409601900000.0,305495200000.0,319160220000.0
2052.0,509306930000.0,265901150000.0,318142900000.0,389328760000.0,402925700000.0,291316920000.0,405587560000.0,303191000000.0,309973020000.0
2053.0,502171900000.0,256735050000.0,305269150000.0,385064170000.0,391605220000.0,288336000000.0,399278370000.0,287570330000.0,300145480000.0
2054.0,499463880000.0,249431600000.0,302272300000.0,377428600000.0,378735700000.0,287684600000.0,393059470000.0,276876260000.0,290062960000.0
2055.0,485514440000.0,240489280000.0,299151230000.0,370443580000.0,369923800000.0,275336900000.0,388510500000.0,264601140000.0,279888820000.0
2056.0,481338800000.0,232147400000.0,293915200000.0,367422770000.0,359085050000.0,268097650000.0,384463370000.0,252933320000.0,268482790000.0
2057.0,471943100000.0,224728020000.0,291980940000.0,359189600000.0,343045730000.0,262905100000.0,384353800000.0,241713920000.0,259745610000.0
2058.0,473687360000.0,217606820000.0,286778460000.0,355581200000.0,338995640000.0,255522130000.0,380491920000.0,234050850000.0,253399760000.0
2059.0,470358980000.0,207982250000.0,281589550000.0,354647150000.0,324547540000.0,245077080000.0,374515730000.0,225802160000.0,241651710000.0
2060.0,461546880000.0,197572800000.0,277899670000.0,349766060000.0,310693530000.0,239800810000.0,365898900000.0,219131640000.0,237989300000.0
2061.0,456132950000.0,193469070000.0,268588020000.0,344351970000.0,305040060000.0,232498120000.0,358751800000.0,212897560000.0,226564300000.0
2062.0,453873300000.0,188147530000.0,261483770000.0,335753450000.0,299586200000.0,222745480000.0,348127900000.0,207888070000.0,222835200000.0
2063.0,446173500000.0,182900150000.0,256171330000.0,329985800000.0,291660820000.0,212298710000.0,346158560000.0,203068880000.0,213761150000.0
2064.0,436072000000.0,179678840000.0,253122310000.0,319164400000.0,279182440000.0,202528930000.0,335181220000.0,198278090000.0,209523640000.0
2065.0,422668100000.0,173114130000.0,242685460000.0,311815500000.0,266065200000.0,190179480000.0,335899360000.0,192175920000.0,202226320000.0
2066.0,419849040000.0,167561670000.0,233500700000.0,306151400000.0,259432220000.0,182363720000.0,339136500000.0,184290030000.0,201908340000.0
2067.0,417463400000.0,161230010000.0,227445820000.0,303307820000.0,251698320000.0,173405780000.0,331045100000.0,176430710000.0,198699070000.0
2068.0,413668180000.0,164055780000.0,220156080000.0,294659950000.0,245663450000.0,171185590000.0,327775400000.0,174599750000.0,195792270000.0
2069.0,405449600000.0,157814540000.0,215651900000.0,291736450000.0,235348560000.0,166736700000.0,319982670000.0,175046280000.0,198728600000.0
2070.0,405782460000.0,157197940000.0,207157610000.0,281545050000.0,235593760000.0,164363900000.0,313526420000.0,170942970000.0,194766000000.0
2071.0,403953800000.0,157795680000.0,202368750000.0,276616020000.0,229945690000.0,161830620000.0,304722400000.0,164814180000.0,192166740000.0
2072.0,399983500000.0,156158150000.0,199492320000.0,270812200000.0,227707140000.0,158188300000.0,297212500000.0,157586200000.0,196631070000.0
2073.0,396044170000.0,151917660000.0,194652860000.0,262094550000.0,223629000000.0,156979680000.0,292138900000.0,155545850000.0,193261810000.0
2074.0,395970740000.0,144548890000.0,194483000000.0,254679500000.0,218254970000.0,155297140000.0,282595660000.0,146485890000.0,185586840000.0
2075.0,394232950000.0,141504630000.0,190190290000.0,251646870000.0,218089000000.0,152858720000.0,279030170000.0,142868280000.0,183331100000.0
2076.0,387459200000.0,138060000000.0,186190770000.0,249076300000.0,216845810000.0,152343530000.0,272663600000.0,140168600000.0,177425990000.0
2077.0,385962300000.0,134404235000.0,180740720000.0,242653040000.0,211108320000.0,149140030000.0,266443010000.0,138472730000.0,178722680000.0
2078.0,381623140000.0,129273905000.0,177519330000.0,235813420000.0,205038200000.0,147901960000.0,257463030000.0,135428300000.0,174677280000.0
2079.0,385337620000.0,124541170000.0,174478540000.0,230152440000.0,198668220000.0,143751990000.0,253477140000.0,135407900000.0,170898920000.0
2080.0,383905430000.0,122791300000.0,173841470000.0,228279420000.0,194149900000.0,141967540000.0,248567730000.0,133315860000.0,166464750000.0
2081.0,379653460000.0,120016710000.0,171368580000.0,223769970000.0,192427300000.0,139418090000.0,245535820000.0,129207320000.0,162570040000.0
2082.0,371634340000.0,115906150000.0,168452920000.0,217888030000.0,190430020000.0,138819350000.0,243210650000.0,126036060000.0,159540870000.0
2083.0,366866630000.0,114727130000.0,164919740000.0,211202650000.0,184365470000.0,135420940000.0,236548880000.0,125257690000.0,156681000000.0
2084.0,362382700000.0,109912540000.0,167213610000.0,202747770000.0,180823440000.0,134620340000.0,229620970000.0,119029810000.0,152267520000.0
2085.0,352682150000.0,105111540000.0,167396470000.0,196625560000.0,176487320000.0,129565140000.0,227016400000.0,118034440000.0,154899170000.0
2086.0,349106040000.0,99385810000.0,162728280000.0,194916070000.0,177278980000.0,124866380000.0,224602690000.0,116352670000.0,151389950000.0
2087.0,346878000000.0,96265080000.0,158934170000.0,189902470000.0,178627720000.0,121483200000.0,224923750000.0,114825130000.0,151063530000.0
2088.0,345664130000.0,91493050000.0,157748540000.0,191626670000.0,178304730000.0,122163910000.0,223696600000.0,115397090000.0,149546430000.0
2089.0,347420900000.0,87930135000.0,156329460000.0,192586270000.0,173797690000.0,124227600000.0,220152370000.0,110706260000.0,150133770000.0
2090.0,338826460000.0,86970740000.0,153559170000.0,190919720000.0,172871430000.0,121839270000.0,217109320000.0,110378400000.0,145297950000.0
2091.0,342225940000.0,86243430000.0,149438500000.0,185321900000.0,169461730000.0,120704240000.0,213359200000.0,108165380000.0,145206890000.0
2092.0,338455630000.0,86194150000.0,146898620000.0,184415260000.0,163117240000.0,116863795000.0,208127930000.0,106199870000.0,140698400000.0
2093.0,333727700000.0,84443590000.0,148914490000.0,183259410000.0,159276780000.0,113426410000.0,208047640000.0,105223000000.0,143013410000.0
2094.0,331124000000.0,83781960000.0,143789240000.0,181551090000.0,156275230000.0,113737630000.0,206590160000.0,104818150000.0,141774210000.0
2095.0,327910160000.0,81620350000.0,142189000000.0,180875590000.0,149447300000.0,110358090000.0,202134860000.0,104405460000.0,138539100000.0
2096.0,328391330000.0,79755260000.0,140638300000.0,177735810000.0,145816140000.0,106811940000.0,200689520000.0,101088200000.0,138741450000.0
2097.0,325994680000.0,79723220000.0,141005490000.0,181742240000.0,141396980000.0,101088140000.0,197601480000.0,99395510000.0,138072920000.0
2098.0,318303700000.0,77681770000.0,144732000000.0,181180680000.0,140635080000.0,99530700000.0,195846160000.0,100547535000.0,133941750000.0
2099.0,311187900000.0,77902210000.0,144926800000.0,177984270000.0,144309760000.0,98397856000.0,194382940000.0,99176020000.0,130028590000.0
2100.0,304353640000.0,77053400000.0,143221310000.0,175078830000.0,144736900000.0,98638770000.0,196957470000.0,97478270000.0,128480076000.0
