time,IITM-ESM,CNRM-CM6-1,MIROC6,CESM2-WACCM,CANESM5,TAIESM1,IPSL-CM6A-LR,EC-EARTH3,MPI-ESM1-2-HR,CNRM-ESM2-1,KACE-1-0-G,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0
2018.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0
2019.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0
2020.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0
2021.0,3060648600000.0,3053191200000.0,3059806000000.0,3041171600000.0,2989589500000.0,3043055400000.0,3058302700000.0,3015322600000.0,3035714000000.0,3037273500000.0,3019777500000.0,3031514200000.0,3023917300000.0,3036754700000.0
2022.0,3057682700000.0,3033559000000.0,3024923700000.0,3000998000000.0,2891491300000.0,2995226700000.0,3033613700000.0,2990750600000.0,3015893800000.0,3010453000000.0,2985882000000.0,2985505600000.0,3011127000000.0,3009655300000.0
2023.0,3051914800000.0,3011063300000.0,2975808400000.0,2947639100000.0,2783173700000.0,2935352000000.0,3019746300000.0,2957498400000.0,2973070300000.0,2970850400000.0,2938997300000.0,2946627300000.0,2976440400000.0,2946480700000.0
2024.0,3046718600000.0,2979198400000.0,2947878700000.0,2903642200000.0,2686068700000.0,2915019500000.0,2969957300000.0,2906886800000.0,2928342700000.0,2934782800000.0,2904942400000.0,2900929000000.0,2943636700000.0,2899833300000.0
2025.0,3027671200000.0,2950269500000.0,2906493000000.0,2861317500000.0,2584943000000.0,2862977600000.0,2944699200000.0,2850805000000.0,2883010200000.0,2890551800000.0,2872711300000.0,2850288000000.0,2921033000000.0,2856236000000.0
2026.0,3019599200000.0,2914436500000.0,2884782000000.0,2807621700000.0,2471313500000.0,2814346800000.0,2911431300000.0,2824894400000.0,2850421000000.0,2858448300000.0,2838578300000.0,2787550000000.0,2903956000000.0,2824041700000.0
2027.0,2994458000000.0,2878756600000.0,2860163000000.0,2779651800000.0,2390827200000.0,2788844600000.0,2870147000000.0,2789055400000.0,2804904000000.0,2825462000000.0,2771755700000.0,2741113500000.0,2880171700000.0,2768217000000.0
2028.0,2977708600000.0,2849283800000.0,2820524500000.0,2729786000000.0,2311095800000.0,2755824200000.0,2844918800000.0,2742466400000.0,2768834700000.0,2784659000000.0,2709228400000.0,2692308800000.0,2850362000000.0,2721643200000.0
2029.0,2974839500000.0,2817302000000.0,2811595300000.0,2694056500000.0,2219313700000.0,2715632800000.0,2804376700000.0,2686311700000.0,2722166700000.0,2751175000000.0,2668180500000.0,2638492000000.0,2833106600000.0,2668469400000.0
2030.0,2997792800000.0,2784238500000.0,2766927800000.0,2647099000000.0,2121668500000.0,2661363700000.0,2770669000000.0,2596704400000.0,2693095500000.0,2724984500000.0,2616906000000.0,2576596600000.0,2783398600000.0,2629175300000.0
2031.0,2969643000000.0,2748412000000.0,2731467900000.0,2618251800000.0,2027178200000.0,2606749700000.0,2745143400000.0,2538699500000.0,2683738800000.0,2672650400000.0,2571874300000.0,2520734800000.0,2763100500000.0,2593419400000.0
2032.0,2972333600000.0,2733189600000.0,2690275000000.0,2581747700000.0,1951860700000.0,2542409000000.0,2709902900000.0,2498114600000.0,2638103400000.0,2622543600000.0,2524380100000.0,2461294000000.0,2727420400000.0,2556867600000.0
2033.0,2956599200000.0,2691839600000.0,2602335200000.0,2533136800000.0,1872843500000.0,2484808700000.0,2665770000000.0,2464697500000.0,2598637700000.0,2586584500000.0,2463470200000.0,2399971000000.0,2686754500000.0,2505722800000.0
2034.0,2944118300000.0,2662555700000.0,2529750400000.0,2501829000000.0,1793193800000.0,2438247200000.0,2613458000000.0,2402661000000.0,2551366000000.0,2543437200000.0,2401011800000.0,2327476000000.0,2653046700000.0,2459039000000.0
2035.0,2935403600000.0,2612772000000.0,2454427000000.0,2470619600000.0,1707136500000.0,2409390700000.0,2569093800000.0,2339641000000.0,2534916200000.0,2484246200000.0,2346122500000.0,2267093400000.0,2602837000000.0,2412102800000.0
2036.0,2928490800000.0,2583745500000.0,2409741200000.0,2436805000000.0,1651676700000.0,2341318400000.0,2529507000000.0,2263723500000.0,2510467400000.0,2464749000000.0,2303996200000.0,2210999000000.0,2555030500000.0,2361632800000.0
2037.0,2932732900000.0,2552042000000.0,2378065500000.0,2402833400000.0,1568465600000.0,2268475700000.0,2496970000000.0,2214317800000.0,2476750000000.0,2403577400000.0,2255984000000.0,2148412800000.0,2520199200000.0,2316912000000.0
2038.0,2925977100000.0,2522416400000.0,2348302700000.0,2361099800000.0,1498052600000.0,2201330000000.0,2472941200000.0,2158934400000.0,2430848700000.0,2387837200000.0,2205906600000.0,2094598000000.0,2494297800000.0,2260250700000.0
2039.0,2926715000000.0,2465103300000.0,2292161400000.0,2309880800000.0,1416811100000.0,2143469700000.0,2423066500000.0,2098039100000.0,2410849200000.0,2360589400000.0,2145757600000.0,2027206900000.0,2447476000000.0,2187747900000.0
2040.0,2910024400000.0,2431419700000.0,2233660900000.0,2258208000000.0,1370483900000.0,2082443900000.0,2371431200000.0,2031281200000.0,2370117300000.0,2327353000000.0,2111407900000.0,1974144500000.0,2416413800000.0,2146690700000.0
2041.0,2879321300000.0,2388738200000.0,2219640600000.0,2197690400000.0,1305322000000.0,2039239800000.0,2310890800000.0,1991833300000.0,2321987700000.0,2306110700000.0,2046815600000.0,1924271400000.0,2384231700000.0,2091269400000.0
2042.0,2866896200000.0,2357514200000.0,2183061400000.0,2164632600000.0,1240339000000.0,2008320300000.0,2258737800000.0,1949783600000.0,2294770300000.0,2276014400000.0,1973109800000.0,1869113300000.0,2349111200000.0,2061280100000.0
2043.0,2856303700000.0,2314779200000.0,2144390700000.0,2118361800000.0,1180675600000.0,1955333900000.0,2198603400000.0,1874140000000.0,2260721500000.0,2229686200000.0,1944223900000.0,1814797600000.0,2323707600000.0,2015293600000.0
2044.0,2849354800000.0,2273592500000.0,2100117600000.0,2068304400000.0,1120111800000.0,1899234100000.0,2142505000000.0,1817986200000.0,2227081600000.0,2202167100000.0,1886611300000.0,1760832000000.0,2290875400000.0,1970328200000.0
2045.0,2815212700000.0,2229783500000.0,2056830000000.0,2020683500000.0,1080533000000.0,1853862200000.0,2082976300000.0,1753305400000.0,2194218800000.0,2172746200000.0,1829072800000.0,1702708100000.0,2267289700000.0,1918935900000.0
2046.0,2794635400000.0,2196365400000.0,2014709000000.0,1985768300000.0,1033189460000.0,1801964900000.0,2040129000000.0,1691809600000.0,2158967800000.0,2135093000000.0,1787405000000.0,1644657800000.0,2219098200000.0,1870219700000.0
2047.0,2765780200000.0,2141932500000.0,1957764800000.0,1926974000000.0,977984800000.0,1747539000000.0,1990166000000.0,1648876000000.0,2132682500000.0,2098085900000.0,1729008000000.0,1580650600000.0,2179960100000.0,1818787600000.0
2048.0,2733153200000.0,2083848200000.0,1902698200000.0,1886887000000.0,926953050000.0,1685712400000.0,1936806200000.0,1607782800000.0,2087942600000.0,2066095000000.0,1681482600000.0,1527486300000.0,2146403100000.0,1781756000000.0
2049.0,2696778600000.0,2031767000000.0,1858528600000.0,1845807500000.0,874645100000.0,1636355500000.0,1872851900000.0,1551895200000.0,2047617100000.0,2017442700000.0,1641089600000.0,1487154300000.0,2125079200000.0,1732599900000.0
2050.0,2683441300000.0,1987542900000.0,1826590700000.0,1805122100000.0,832354900000.0,1591143300000.0,1809750200000.0,1500220200000.0,2014213600000.0,1987701000000.0,1593838700000.0,1426425400000.0,2078256300000.0,1692884800000.0
2051.0,2685594200000.0,1938927900000.0,1784812500000.0,1764672400000.0,799963100000.0,1542704500000.0,1745255900000.0,1459495800000.0,1972051100000.0,1942193700000.0,1527840900000.0,1370241000000.0,2034783700000.0,1652930200000.0
2052.0,2664449000000.0,1889113500000.0,1729564600000.0,1705508200000.0,756576700000.0,1490039200000.0,1699723900000.0,1420458200000.0,1923702600000.0,1901981700000.0,1468914500000.0,1313982100000.0,1983257100000.0,1611066400000.0
2053.0,2655228000000.0,1845521800000.0,1676066000000.0,1651964800000.0,717451950000.0,1448661400000.0,1639874600000.0,1397625500000.0,1877542300000.0,1869060800000.0,1424751600000.0,1253229000000.0,1939009700000.0,1561425500000.0
2054.0,2642963600000.0,1797072500000.0,1610391000000.0,1626091600000.0,676075700000.0,1393749800000.0,1577222100000.0,1362416900000.0,1827239800000.0,1825621900000.0,1384862600000.0,1189828600000.0,1910281100000.0,1538487600000.0
2055.0,2632511700000.0,1748549800000.0,1574614900000.0,1571917900000.0,637173100000.0,1355250000000.0,1525471200000.0,1312035400000.0,1796085500000.0,1786240800000.0,1352866100000.0,1125985800000.0,1882889100000.0,1493019700000.0
2056.0,2623985200000.0,1700578700000.0,1538995800000.0,1525822800000.0,598519900000.0,1324636400000.0,1469873300000.0,1265786700000.0,1746108200000.0,1758523000000.0,1298037500000.0,1074007700000.0,1845886000000.0,1452444400000.0
2057.0,2601094700000.0,1645294600000.0,1498084700000.0,1496743300000.0,568060400000.0,1271591700000.0,1419660200000.0,1237896300000.0,1699364100000.0,1719781300000.0,1250251900000.0,1026484500000.0,1808830300000.0,1417221900000.0
2058.0,2582903500000.0,1598757700000.0,1433311400000.0,1462262400000.0,538815820000.0,1222530400000.0,1372049500000.0,1205164000000.0,1673785000000.0,1670967600000.0,1217597400000.0,975218900000.0,1773857800000.0,1379590200000.0
2059.0,2562476000000.0,1543568500000.0,1397746600000.0,1415490000000.0,506985600000.0,1178480400000.0,1311992400000.0,1178455900000.0,1636544400000.0,1634396100000.0,1167005800000.0,926352150000.0,1732472700000.0,1341919300000.0
2060.0,2508426300000.0,1491280300000.0,1353914800000.0,1379252000000.0,480210160000.0,1130653800000.0,1259200700000.0,1149088600000.0,1602001800000.0,1592062500000.0,1128496500000.0,892193870000.0,1686263700000.0,1304705200000.0
2061.0,2470097200000.0,1449115500000.0,1302431400000.0,1330722600000.0,452986700000.0,1083298900000.0,1217086100000.0,1106614400000.0,1575035100000.0,1546143900000.0,1081803000000.0,857744600000.0,1642810200000.0,1263790700000.0
2062.0,2449967400000.0,1400377600000.0,1242611700000.0,1294394900000.0,428282770000.0,1045682850000.0,1174291100000.0,1060056900000.0,1536710300000.0,1512611300000.0,1034864950000.0,821433660000.0,1617565200000.0,1220760400000.0
2063.0,2436592600000.0,1357175500000.0,1205555700000.0,1266250200000.0,411717400000.0,1005928200000.0,1128254000000.0,1023830900000.0,1488121000000.0,1469525100000.0,1005865400000.0,791149800000.0,1595493000000.0,1182815600000.0
2064.0,2424525600000.0,1308138800000.0,1176103700000.0,1230249800000.0,389781720000.0,969578450000.0,1088054950000.0,996035200000.0,1437599100000.0,1439497600000.0,963482350000.0,756790000000.0,1570000200000.0,1133676000000.0
2065.0,2398822000000.0,1260396700000.0,1139510500000.0,1199652600000.0,366596650000.0,928678350000.0,1045485650000.0,967381600000.0,1388131100000.0,1391587800000.0,937890300000.0,720681200000.0,1545657400000.0,1106640100000.0
2066.0,2376330000000.0,1211598500000.0,1114497600000.0,1172281500000.0,342385500000.0,892613400000.0,1008081240000.0,934470550000.0,1370442700000.0,1351463200000.0,901063840000.0,694434500000.0,1511750400000.0,1075883800000.0
2067.0,2358998700000.0,1180635000000.0,1077142500000.0,1137773900000.0,325054000000.0,863686560000.0,975408200000.0,899443600000.0,1338020600000.0,1317040000000.0,871295000000.0,656602560000.0,1483504900000.0,1047811800000.0
2068.0,2329308800000.0,1138264800000.0,1058509600000.0,1097614100000.0,310576000000.0,816708500000.0,933788840000.0,880157500000.0,1293776200000.0,1275572000000.0,838550750000.0,620418430000.0,1454249100000.0,1006268500000.0
2069.0,2290404300000.0,1089721470000.0,1030723340000.0,1072661270000.0,291127500000.0,781359400000.0,897982300000.0,846221400000.0,1261810700000.0,1227102100000.0,807097340000.0,583794800000.0,1424336100000.0,983955800000.0
2070.0,2282733400000.0,1048083800000.0,1019291040000.0,1037857650000.0,272553750000.0,753874760000.0,854677450000.0,822352600000.0,1237519800000.0,1193336400000.0,778121800000.0,550252100000.0,1401264900000.0,956069600000.0
2071.0,2260139000000.0,1007588930000.0,991288360000.0,1005581430000.0,258377120000.0,721636200000.0,817654140000.0,792267000000.0,1206862300000.0,1166166500000.0,749400600000.0,521208270000.0,1377671300000.0,926792600000.0
2072.0,2224332000000.0,965135400000.0,959845240000.0,977090800000.0,242219970000.0,694392850000.0,782419360000.0,762474860000.0,1166370900000.0,1134688700000.0,724318400000.0,498285970000.0,1343606800000.0,895917100000.0
2073.0,2169808100000.0,933021000000.0,937668250000.0,947158840000.0,225783710000.0,666411900000.0,745207600000.0,734239650000.0,1137506500000.0,1107886600000.0,687682360000.0,479209100000.0,1313326200000.0,872653460000.0
2074.0,2163468500000.0,896698000000.0,920487800000.0,912393760000.0,213407200000.0,641784600000.0,712756950000.0,703681200000.0,1111346800000.0,1072648750000.0,648926100000.0,453819100000.0,1290817600000.0,848055900000.0
2075.0,2128257400000.0,862023450000.0,893875850000.0,878287900000.0,198674020000.0,619581340000.0,677976300000.0,671806850000.0,1069850560000.0,1041677300000.0,626117050000.0,419340980000.0,1271068800000.0,821957400000.0
2076.0,2088509400000.0,826690700000.0,872314900000.0,848838100000.0,185147380000.0,591080650000.0,640991000000.0,651018240000.0,1029813800000.0,1011755000000.0,603158500000.0,392972400000.0,1245204600000.0,787222360000.0
2077.0,2073230400000.0,788080100000.0,836005100000.0,818358100000.0,172533020000.0,560350100000.0,608847200000.0,627432550000.0,998501060000.0,984451840000.0,574475800000.0,366372600000.0,1219609100000.0,766135440000.0
2078.0,2050067300000.0,746598200000.0,801949900000.0,784561400000.0,164824710000.0,535793070000.0,579460400000.0,603428550000.0,963976300000.0,956708500000.0,550789840000.0,347746900000.0,1195500400000.0,737220300000.0
2079.0,2032061600000.0,716260100000.0,763505600000.0,752919300000.0,153497670000.0,517121470000.0,545459770000.0,574953800000.0,931398800000.0,922038760000.0,528727440000.0,320837500000.0,1163759300000.0,705018130000.0
2080.0,2006640100000.0,682026500000.0,737228750000.0,728778800000.0,143100020000.0,495539000000.0,509932240000.0,555334040000.0,894974700000.0,895994950000.0,508806100000.0,303647720000.0,1132549900000.0,682144040000.0
2081.0,1978886500000.0,654249950000.0,714091400000.0,709886150000.0,136799820000.0,469761300000.0,480201800000.0,528004600000.0,868767600000.0,870529500000.0,480026900000.0,275338900000.0,1104579900000.0,661148300000.0
2082.0,1963264000000.0,628851500000.0,689960400000.0,677207600000.0,130013450000.0,455099500000.0,447985160000.0,500422640000.0,839201700000.0,838880600000.0,459979230000.0,254440280000.0,1075767400000.0,637456700000.0
2083.0,1931135700000.0,599514550000.0,663940100000.0,645075700000.0,118392970000.0,432243800000.0,419198830000.0,484480880000.0,814661240000.0,806720400000.0,439780200000.0,231183270000.0,1042532500000.0,622821800000.0
2084.0,1904937100000.0,563560050000.0,634430360000.0,622567300000.0,110314060000.0,407242050000.0,392130200000.0,460082250000.0,779809600000.0,782304400000.0,418666200000.0,213757230000.0,1010416700000.0,592891100000.0
2085.0,1869165900000.0,537245480000.0,612094200000.0,599466700000.0,102830800000.0,383244170000.0,368382970000.0,433557900000.0,753619960000.0,752929540000.0,397221760000.0,196415390000.0,979229800000.0,572106200000.0
2086.0,1846520600000.0,508557520000.0,594019200000.0,577402960000.0,96491160000.0,360667120000.0,341843500000.0,404395920000.0,723915800000.0,724232300000.0,371074660000.0,177062950000.0,959759840000.0,550438760000.0
2087.0,1824484000000.0,483050650000.0,578018540000.0,551134040000.0,88483420000.0,339939520000.0,318194750000.0,385244200000.0,703569130000.0,699799100000.0,350671900000.0,158207750000.0,935649200000.0,528022470000.0
2088.0,1812654700000.0,453168630000.0,556728900000.0,531634400000.0,82336370000.0,322327900000.0,294511770000.0,361002900000.0,668545600000.0,671800500000.0,332285640000.0,143642600000.0,906419770000.0,509956330000.0
2089.0,1778095100000.0,430059300000.0,534034640000.0,513605070000.0,76611660000.0,304572400000.0,276148600000.0,336676130000.0,639985000000.0,646242000000.0,315283280000.0,130695050000.0,888024700000.0,487765100000.0
2090.0,1749750000000.0,400729400000.0,520088160000.0,492484030000.0,69965365000.0,282284500000.0,258312040000.0,313938100000.0,612409340000.0,620319540000.0,296098140000.0,116504805000.0,859151100000.0,471676940000.0
2091.0,1699831700000.0,373872130000.0,506604030000.0,465365630000.0,65454866000.0,266152100000.0,238540360000.0,297735360000.0,589093340000.0,590127600000.0,278007900000.0,104328460000.0,827171800000.0,455320080000.0
2092.0,1673345600000.0,350895570000.0,489135900000.0,444367770000.0,62710400000.0,246502380000.0,219577100000.0,282730630000.0,569063240000.0,561733600000.0,253852290000.0,92051770000.0,805878600000.0,441827850000.0
2093.0,1648952100000.0,331022430000.0,470468230000.0,417102920000.0,59684230000.0,227956790000.0,203034720000.0,264564360000.0,542561830000.0,536058950000.0,231190100000.0,81548750000.0,780374500000.0,419426200000.0
2094.0,1614931400000.0,310072080000.0,448707170000.0,397932900000.0,56056040000.0,211651330000.0,188686900000.0,246081040000.0,518300600000.0,514926840000.0,212626160000.0,72547600000.0,754584800000.0,401053220000.0
2095.0,1599039100000.0,286290050000.0,428927520000.0,379960750000.0,53916960000.0,195329790000.0,175440350000.0,230737920000.0,497540860000.0,488685270000.0,198110230000.0,66745225000.0,739296800000.0,380033400000.0
2096.0,1563887700000.0,264585900000.0,412111600000.0,359706200000.0,50609914000.0,177344500000.0,163024630000.0,211067750000.0,479380100000.0,466970250000.0,182231190000.0,60347540000.0,722833900000.0,359872140000.0
2097.0,1536661800000.0,246353120000.0,388822170000.0,343154100000.0,46719697000.0,164486410000.0,150555970000.0,193649950000.0,458852530000.0,441315230000.0,172714160000.0,54659604000.0,700754600000.0,344738820000.0
2098.0,1505875000000.0,230185500000.0,369512940000.0,322028270000.0,43848560000.0,150210660000.0,137025760000.0,178539120000.0,438868000000.0,420072330000.0,157907520000.0,50405980000.0,672184600000.0,321986760000.0
2099.0,1476904500000.0,214946350000.0,346839480000.0,302680180000.0,41411090000.0,138218110000.0,124045460000.0,161582960000.0,422585470000.0,398517830000.0,148614300000.0,46015492000.0,644675300000.0,305249450000.0
2100.0,1461158400000.0,201101820000.0,329583070000.0,281116020000.0,38719300000.0,128041206000.0,116302290000.0,149535050000.0,403698100000.0,371124540000.0,139702370000.0,42283975000.0,620859000000.0,293209050000.0
