time,EC-EARTH3-VEG,FGOALS-F3-L,BCC-CSM2-MR,GFDL-ESM4,NORESM2-MM,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,EC-EARTH3,CESM2,MRI-ESM2-0,CAMS-CSM1-0,CESM2-WACCM
2010.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0
2011.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0
2012.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0
2013.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0
2014.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0
2015.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0
2016.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0
2017.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0
2018.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0
2019.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0
2020.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0
2021.0,90320960000.0,90160700000.0,89047920000.0,89288350000.0,89061030000.0,89079220000.0,89144910000.0,89074750000.0,88991960000.0,89243890000.0,88784265000.0,89438720000.0,89118065000.0
2022.0,89450380000.0,89492110000.0,89190220000.0,89254220000.0,88815804000.0,88884810000.0,89064840000.0,89118280000.0,88939190000.0,88893250000.0,88595240000.0,89085940000.0,89228840000.0
2023.0,88937490000.0,89739756000.0,89701080000.0,88914150000.0,88885750000.0,88716580000.0,89220690000.0,88852816000.0,88711980000.0,88766010000.0,88550900000.0,88839360000.0,88950610000.0
2024.0,88781520000.0,89536960000.0,90577260000.0,88992050000.0,89076310000.0,88657230000.0,88807000000.0,88730540000.0,88483840000.0,88916100000.0,88610420000.0,88931430000.0,88690720000.0
2025.0,89060470000.0,89065630000.0,89001980000.0,88626150000.0,88551770000.0,88604550000.0,88536440000.0,88941990000.0,88264870000.0,88390720000.0,89703160000.0,88551640000.0,88562650000.0
2026.0,88875120000.0,88776760000.0,88958630000.0,88537940000.0,88465710000.0,88691990000.0,88796545000.0,88745755000.0,88039380000.0,88643520000.0,88495250000.0,88478730000.0,88803640000.0
2027.0,88492876000.0,88530930000.0,89397640000.0,88336580000.0,88437590000.0,88174010000.0,88551416000.0,89022824000.0,87843620000.0,88301550000.0,87993310000.0,88327420000.0,89256860000.0
2028.0,88529100000.0,88711250000.0,88632074000.0,88231140000.0,88382970000.0,87962690000.0,88258880000.0,88303330000.0,87802710000.0,88033320000.0,87948880000.0,88277970000.0,88455110000.0
2029.0,88248080000.0,88555790000.0,88669890000.0,88753820000.0,88101440000.0,87854875000.0,87982965000.0,88009515000.0,87328200000.0,87901970000.0,87621616000.0,88085200000.0,88887984000.0
2030.0,87960530000.0,88987110000.0,88439280000.0,88167290000.0,88479910000.0,87748170000.0,87700760000.0,88181370000.0,87004360000.0,87731510000.0,87539170000.0,88057766000.0,88528570000.0
2031.0,87887090000.0,88390640000.0,89128080000.0,87941150000.0,88093120000.0,87551115000.0,87676580000.0,87733040000.0,86682485000.0,87480885000.0,87207460000.0,87745675000.0,88154825000.0
2032.0,87979870000.0,88008880000.0,88271550000.0,87739190000.0,88199190000.0,87391265000.0,87513480000.0,87866170000.0,86333680000.0,87317390000.0,87528510000.0,87884950000.0,88034525000.0
2033.0,87496560000.0,89225710000.0,87941660000.0,87528250000.0,87614775000.0,87436300000.0,87083205000.0,87816490000.0,86183490000.0,87046490000.0,86973490000.0,88516140000.0,87897350000.0
2034.0,87295920000.0,88546910000.0,87742185000.0,87408165000.0,87547050000.0,86971890000.0,86780810000.0,87824840000.0,85876590000.0,86869430000.0,86795360000.0,87718410000.0,87609060000.0
2035.0,87085030000.0,88263690000.0,87623240000.0,87252130000.0,87117190000.0,86936850000.0,86532090000.0,87225850000.0,85475080000.0,86913065000.0,86418660000.0,87446300000.0,87900045000.0
2036.0,86838310000.0,88019310000.0,87629250000.0,86992460000.0,86909150000.0,87208240000.0,86065770000.0,86988190000.0,85052630000.0,86584120000.0,86110140000.0,87432454000.0,87555890000.0
2037.0,86538860000.0,87611940000.0,87303905000.0,86764880000.0,86765700000.0,86679800000.0,85759090000.0,86813760000.0,84650340000.0,86244310000.0,85752460000.0,86973374000.0,87266090000.0
2038.0,86305430000.0,87421444000.0,87053530000.0,86437820000.0,86867060000.0,86282510000.0,85812170000.0,86561720000.0,84414505000.0,86020610000.0,85625995000.0,86598910000.0,87230590000.0
2039.0,85956846000.0,87016080000.0,86950860000.0,86259010000.0,86301565000.0,86161100000.0,85165420000.0,86277150000.0,83853525000.0,85594866000.0,85441135000.0,86565495000.0,87097960000.0
2040.0,85662470000.0,86805150000.0,88419120000.0,86284320000.0,86067420000.0,85754080000.0,84770685000.0,86193150000.0,83276430000.0,85453370000.0,85084900000.0,86144370000.0,86842320000.0
2041.0,86004360000.0,86434440000.0,86923460000.0,85911960000.0,85701845000.0,85471494000.0,84372650000.0,86151225000.0,82780310000.0,85060910000.0,85540315000.0,85874140000.0,86569165000.0
2042.0,85279080000.0,86502010000.0,86379660000.0,86333060000.0,85464650000.0,85138465000.0,83788620000.0,85847750000.0,82432480000.0,85128470000.0,85344470000.0,85959150000.0,86216370000.0
2043.0,84964110000.0,86200810000.0,86311040000.0,86090770000.0,85289800000.0,84887090000.0,83220726000.0,85481770000.0,81727610000.0,84795920000.0,84360176000.0,85585625000.0,85954040000.0
2044.0,84801085000.0,85796550000.0,85914050000.0,85599270000.0,85020010000.0,84673000000.0,82841050000.0,85237740000.0,81108935000.0,84510260000.0,83879140000.0,85332970000.0,85963090000.0
2045.0,84297750000.0,85565686000.0,85932880000.0,85528290000.0,85275440000.0,84393345000.0,82647950000.0,85158230000.0,80678310000.0,84039980000.0,83684790000.0,85218240000.0,85747745000.0
2046.0,83885180000.0,86017430000.0,85495400000.0,84894890000.0,84472350000.0,84424750000.0,82241490000.0,84799440000.0,80107780000.0,83596255000.0,83421300000.0,84852910000.0,85374790000.0
2047.0,83398870000.0,85241850000.0,85282700000.0,84719755000.0,84314420000.0,83814940000.0,81736425000.0,84697860000.0,79450570000.0,83228750000.0,83023970000.0,84478910000.0,85052130000.0
2048.0,82970800000.0,86245750000.0,85125470000.0,84339000000.0,83934260000.0,83541960000.0,81392165000.0,84410330000.0,78839590000.0,82912035000.0,82418490000.0,84332880000.0,84757406000.0
2049.0,82553710000.0,85023290000.0,84635810000.0,84919000000.0,83468430000.0,83025400000.0,80894930000.0,84028604000.0,78232690000.0,82506230000.0,81963530000.0,83940800000.0,84578010000.0
2050.0,81936150000.0,84405590000.0,84244150000.0,83950960000.0,83115070000.0,82700370000.0,80470720000.0,83715400000.0,77439300000.0,82328250000.0,82074090000.0,83800090000.0,84140350000.0
2051.0,81419166000.0,84324650000.0,83976230000.0,83885810000.0,82878824000.0,82502930000.0,80254484000.0,83459500000.0,76769714000.0,81668450000.0,81386110000.0,83821270000.0,83741704000.0
2052.0,80852510000.0,83910160000.0,84212260000.0,83683385000.0,82272300000.0,82092876000.0,79737480000.0,83064510000.0,76017520000.0,81174100000.0,80998970000.0,83116155000.0,83636440000.0
2053.0,80307470000.0,83747040000.0,83400480000.0,83071830000.0,81871700000.0,81605650000.0,79434850000.0,82647020000.0,75202840000.0,80799780000.0,80576640000.0,83283120000.0,83128930000.0
2054.0,79454570000.0,83348955000.0,83134505000.0,82613430000.0,81358210000.0,81028410000.0,79059090000.0,82380870000.0,74363270000.0,80331570000.0,79980356000.0,82588295000.0,82876200000.0
2055.0,78735745000.0,82881176000.0,82572026000.0,82323250000.0,80922380000.0,80711950000.0,78689346000.0,82149350000.0,73437450000.0,79840170000.0,79294865000.0,82820370000.0,82617090000.0
2056.0,78114940000.0,82622600000.0,82841170000.0,82413110000.0,80770950000.0,80351520000.0,78299546000.0,81539910000.0,72582310000.0,79684010000.0,78712730000.0,82115820000.0,82132370000.0
2057.0,77457480000.0,82435750000.0,82264910000.0,82381210000.0,80485520000.0,79715500000.0,77963970000.0,81239170000.0,71621575000.0,79248286000.0,78143260000.0,81740920000.0,81691435000.0
2058.0,76722586000.0,81886130000.0,81501440000.0,81516480000.0,79866260000.0,79217680000.0,77625100000.0,80726230000.0,70749410000.0,78719250000.0,77961600000.0,81489010000.0,81122410000.0
2059.0,75997300000.0,81510680000.0,81298970000.0,81132020000.0,79466090000.0,78696630000.0,77039600000.0,80607945000.0,69733835000.0,78232410000.0,78004470000.0,81448124000.0,81087530000.0
2060.0,75354825000.0,81297736000.0,80750310000.0,80570920000.0,79040274000.0,78265885000.0,76743610000.0,79882020000.0,68696736000.0,77525870000.0,77723130000.0,80915500000.0,80514890000.0
2061.0,74628194000.0,81030150000.0,80253166000.0,80143650000.0,78738380000.0,77961780000.0,76433056000.0,79529340000.0,67876835000.0,77114820000.0,76704680000.0,80692530000.0,79975750000.0
2062.0,73936290000.0,80247840000.0,79743340000.0,80400750000.0,78145630000.0,77362864000.0,76013050000.0,79257660000.0,66809660000.0,76646660000.0,76097870000.0,80276726000.0,79576350000.0
2063.0,73101870000.0,79690800000.0,79304560000.0,79441760000.0,77535060000.0,77011540000.0,75647400000.0,78774740000.0,65758867000.0,75911600000.0,75436925000.0,79914800000.0,79130160000.0
2064.0,72244855000.0,79302070000.0,78852550000.0,79099390000.0,77095800000.0,76615230000.0,75239735000.0,78365480000.0,64915100000.0,75417980000.0,74852140000.0,79605110000.0,79225630000.0
2065.0,71401580000.0,78830560000.0,78366890000.0,78628510000.0,76588500000.0,76044410000.0,74782580000.0,77901270000.0,64505460000.0,74779620000.0,74547814000.0,79597150000.0,78255570000.0
2066.0,70444570000.0,78442210000.0,77921440000.0,78147210000.0,76133060000.0,75528800000.0,74246390000.0,77480080000.0,63117353000.0,74478600000.0,74045550000.0,79310810000.0,77796270000.0
2067.0,69537670000.0,78382520000.0,77378820000.0,77628020000.0,75298660000.0,75092340000.0,73821620000.0,77150446000.0,62060335000.0,73587100000.0,73583060000.0,78898864000.0,77166900000.0
2068.0,68701490000.0,77673410000.0,77053980000.0,77242650000.0,74812480000.0,74600260000.0,73785975000.0,76975590000.0,61283320000.0,72855350000.0,72638900000.0,78514676000.0,76454880000.0
2069.0,67628585000.0,77203866000.0,76524760000.0,76931410000.0,74247350000.0,74135550000.0,73877260000.0,76394455000.0,60269818000.0,72317320000.0,72095450000.0,78344350000.0,76015100000.0
2070.0,66548044000.0,77263150000.0,76208300000.0,76576620000.0,73468800000.0,73647870000.0,73218695000.0,75866650000.0,59217120000.0,71515540000.0,71576970000.0,78724230000.0,75384130000.0
2071.0,65612730000.0,76566460000.0,75466650000.0,77518200000.0,73076560000.0,73139266000.0,72691720000.0,75357910000.0,58249535000.0,70771810000.0,71000244000.0,77961994000.0,74758680000.0
2072.0,64443100000.0,75997350000.0,75198280000.0,76231975000.0,72277800000.0,72737915000.0,72251310000.0,75229544000.0,57300582000.0,70108360000.0,70187614000.0,77550810000.0,74249200000.0
2073.0,63598522000.0,76669830000.0,74493680000.0,76390370000.0,71730400000.0,72187840000.0,71724630000.0,74749075000.0,56265843000.0,69356750000.0,69721490000.0,77417290000.0,73635530000.0
2074.0,62389570000.0,75254510000.0,73909880000.0,75320440000.0,71675800000.0,71707790000.0,71129310000.0,74418954000.0,55242130000.0,68476900000.0,69039690000.0,77048210000.0,73049590000.0
2075.0,61727126000.0,74673530000.0,73353800000.0,74771050000.0,70592225000.0,71154160000.0,70787140000.0,73793830000.0,54297154000.0,67959420000.0,68495540000.0,76701760000.0,72394120000.0
2076.0,60444740000.0,74105440000.0,73128470000.0,77477960000.0,69932080000.0,70537230000.0,70358024000.0,73345830000.0,53140705000.0,67017230000.0,67670483000.0,76355300000.0,71523980000.0
2077.0,59425700000.0,73663280000.0,72218500000.0,74407720000.0,69401210000.0,69990540000.0,69795090000.0,72931120000.0,52210340000.0,66154230000.0,66988000000.0,75905370000.0,70916555000.0
2078.0,58231700000.0,73013120000.0,71648805000.0,74017860000.0,68742680000.0,69407370000.0,69339520000.0,72594260000.0,51174773000.0,65438740000.0,66175230000.0,75653595000.0,70215080000.0
2079.0,57240420000.0,72406750000.0,71100514000.0,73532300000.0,67970867000.0,68958550000.0,68926460000.0,71911790000.0,49763930000.0,64541260000.0,65471762000.0,76555570000.0,69515620000.0
2080.0,56264122000.0,71792976000.0,70504610000.0,72993230000.0,67342578000.0,68284408000.0,68561777000.0,71446790000.0,48347185000.0,63601885000.0,64957866000.0,75344080000.0,68821800000.0
2081.0,54800368000.0,71663200000.0,70123545000.0,72296145000.0,66698686000.0,67590290000.0,68139643000.0,71003700000.0,47049980000.0,62942482000.0,64455850000.0,75048526000.0,67981332000.0
2082.0,53527376000.0,71373000000.0,70290580000.0,71775000000.0,66059854000.0,67120484000.0,67580170000.0,72480430000.0,45891780000.0,62036214000.0,63440660000.0,74634620000.0,67306100000.0
2083.0,52130120000.0,70677310000.0,69306835000.0,71286220000.0,65168978000.0,66848584000.0,67183240000.0,70476880000.0,44939936000.0,61165117000.0,62707225000.0,74412335000.0,66379362000.0
2084.0,50981470000.0,70101565000.0,68800350000.0,70991766000.0,64579064000.0,65953112000.0,66693317000.0,70101210000.0,43699438000.0,60327090000.0,61987287000.0,73945830000.0,65574760000.0
2085.0,49614463000.0,69515540000.0,67913720000.0,70168080000.0,63760155000.0,65338126000.0,66212940000.0,70107360000.0,42727903000.0,59405690000.0,61058097000.0,73691800000.0,64701514000.0
2086.0,48425374000.0,68859940000.0,67687186000.0,71465796000.0,62982353000.0,64868570000.0,65715160000.0,69728100000.0,41291240000.0,58824483000.0,60305814000.0,73311650000.0,63689384000.0
2087.0,47231574000.0,68573667000.0,67093287000.0,69497540000.0,62033910000.0,64300474000.0,64999023000.0,68937875000.0,40267465000.0,57953706000.0,59382270000.0,72927280000.0,62650660000.0
2088.0,46019887000.0,67684260000.0,66329580000.0,69435590000.0,61272480000.0,63525420000.0,66138087000.0,68647630000.0,39119230000.0,57001087000.0,58458120000.0,72777470000.0,61833306000.0
2089.0,44850704000.0,67082138000.0,65739694000.0,68797915000.0,60609510000.0,63206425000.0,64284807000.0,67868512000.0,37864630000.0,56008962000.0,57663803000.0,72330350000.0,60977970000.0
2090.0,43585610000.0,66357125000.0,65100680000.0,68227230000.0,59792675000.0,62423785000.0,63878940000.0,67402916000.0,36338530000.0,55062282000.0,56842064000.0,72351850000.0,59989496000.0
2091.0,42325885000.0,66636616000.0,64725910000.0,67405890000.0,59015647000.0,61935130000.0,63500120000.0,67432720000.0,34838585000.0,54017753000.0,56144150000.0,71746480000.0,59097980000.0
2092.0,40986990000.0,65257853000.0,63826297000.0,67561587000.0,58117800000.0,61374616000.0,62777420000.0,66537193000.0,33927174000.0,53138330000.0,55494850000.0,71499280000.0,58186138000.0
2093.0,39968993000.0,64437990000.0,63698690000.0,66409610000.0,57431413000.0,60767980000.0,62307890000.0,66186203000.0,32405576000.0,51977510000.0,54295210000.0,71043660000.0,57588056000.0
2094.0,38635667000.0,64086823000.0,62508380000.0,66115863000.0,56767283000.0,60025266000.0,61730490000.0,65773773000.0,30875810000.0,51105456000.0,53388780000.0,70618350000.0,56445477000.0
2095.0,37243798000.0,63388740000.0,61550625000.0,65325494000.0,55937933000.0,59493364000.0,61210976000.0,65598624000.0,29637410000.0,50201800000.0,52540637000.0,70172500000.0,55673856000.0
2096.0,35795386000.0,62559126000.0,61257785000.0,64915014000.0,55016755000.0,58888126000.0,60838756000.0,64752964000.0,28538458000.0,49233846000.0,51587490000.0,69763620000.0,54850925000.0
2097.0,34341067000.0,62162620000.0,60523626000.0,64359862000.0,54491124000.0,58392654000.0,60402926000.0,64260880000.0,27061279000.0,48232813000.0,50724405000.0,69408850000.0,53880290000.0
2098.0,32913682000.0,61212270000.0,59524284000.0,63698840000.0,53503910000.0,59493323000.0,59868762000.0,63788986000.0,26213999000.0,47289410000.0,49617630000.0,69065466000.0,53038980000.0
2099.0,31381803000.0,60521857000.0,58969887000.0,63115964000.0,52727110000.0,57415370000.0,59726426000.0,63253760000.0,24749920000.0,46495090000.0,48580430000.0,68554932000.0,52148040000.0
2100.0,30000730000.0,59835126000.0,58012316000.0,62447436000.0,52030290000.0,56745796000.0,60170093000.0,63852710000.0,23605940000.0,45596877000.0,47752806000.0,68105570000.0,51540280000.0
