time,ACCESS-CM2,CANESM5,CMCC-CM2-SR5,GFDL-ESM4,NORESM2-MM,IPSL-CM6A-LR,CESM2-WACCM,INM-CM5-0,ACCESS-ESM1-5,CESM2,MRI-ESM2-0,MPI-ESM1-2-HR,TAIESM1,EC-EARTH3,INM-CM4-8,FGOALS-F3-L,BCC-CSM2-MR,CAMS-CSM1-0,EC-EARTH3-VEG
2014.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0
2015.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0
2016.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0
2017.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0
2018.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0
2019.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0
2020.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0
2021.0,1921477500.0,1905133200.0,1949467800.0,1920407700.0,1900596900.0,1943969500.0,1942317400.0,1903399800.0,1897407100.0,1932106900.0,1908311700.0,2153959400.0,1935861400.0,1907579500.0,1907484000.0,1921777300.0,1958552700.0,1919338600.0,1907324700.0
2022.0,1872675200.0,1860959600.0,1922814800.0,1960531100.0,1864139400.0,1873090400.0,1916453100.0,1892599600.0,1861389700.0,2077938400.0,1871208700.0,2030144500.0,1909668600.0,1882310300.0,1875651700.0,1883197700.0,1896713600.0,1901854100.0,1880116000.0
2023.0,1849342500.0,1846725200.0,1968477600.0,1892515000.0,1817698700.0,1863172000.0,1924827000.0,1855049700.0,1926814600.0,2010052100.0,1863366800.0,1919641600.0,1860830600.0,1845806300.0,1868817300.0,1857507000.0,1869749000.0,1871895400.0,1857533400.0
2024.0,1811782700.0,1902010400.0,1866848100.0,1854583900.0,1777650400.0,1807209300.0,1867352800.0,1823976600.0,1808482000.0,1983737300.0,1814919200.0,1882010100.0,1812171300.0,1802230100.0,1843574800.0,1850156300.0,1827413500.0,1867562900.0,1828383200.0
2025.0,1772900600.0,1800896500.0,1853495300.0,1847608700.0,1742076000.0,1796519800.0,2037583100.0,1822509600.0,1765643900.0,1890228500.0,1774885000.0,1823976700.0,1775405000.0,1771033200.0,1790121200.0,1819611000.0,1815464300.0,1891300100.0,1835625300.0
2026.0,1783162200.0,1760859000.0,1815359700.0,1821074200.0,1693400300.0,1760241300.0,1874738600.0,1770802700.0,1741216000.0,1850700400.0,1728125700.0,1939673500.0,1754509000.0,1712424200.0,1761330200.0,1778168200.0,1779532900.0,1914993000.0,1765557600.0
2027.0,1700454500.0,1735002000.0,1789870600.0,1767817000.0,1732033300.0,1721156400.0,1809665300.0,1712982400.0,1725398700.0,1826940200.0,1693024500.0,1789851900.0,1690070100.0,1665307300.0,1729832300.0,1739116700.0,1784238000.0,1930005100.0,1711514100.0
2028.0,1646613400.0,1677275400.0,1757974100.0,1756484100.0,1635032000.0,1696197900.0,1733721200.0,1662267100.0,1680191900.0,1754531700.0,1636235300.0,1772783200.0,1641238500.0,1613731600.0,1703510500.0,1716316700.0,1728740400.0,1828080000.0,1666981000.0
2029.0,1595294000.0,1659556900.0,1732082800.0,1698211500.0,1587493800.0,1673923000.0,1702585300.0,1582082800.0,1635505400.0,1703265800.0,1586523100.0,1730285800.0,1597317200.0,1530332500.0,1632096400.0,1669911900.0,1717612300.0,1783369100.0,1599633200.0
2030.0,1542332300.0,1607306800.0,1709666600.0,1685987100.0,1590178800.0,1627211400.0,1681038300.0,1501399200.0,1651574400.0,1662700200.0,1551389800.0,1703877000.0,1531673600.0,1461369000.0,1601504400.0,1598927600.0,1680665200.0,1810848300.0,1581025500.0
2031.0,1511888600.0,1607504800.0,1657595600.0,1827628200.0,1529993200.0,1570892500.0,1631541800.0,1454620900.0,1558965800.0,1628097500.0,1451777800.0,1658051000.0,1495421300.0,1399427600.0,1568125000.0,1556864900.0,1650232700.0,1755420800.0,1555075800.0
2032.0,1460180200.0,1608104600.0,1581531100.0,1660176600.0,1471125400.0,1671028100.0,1564636300.0,1436124800.0,1509061500.0,1761059800.0,1397251700.0,1634536300.0,1501959200.0,1353152100.0,1535880100.0,1523081000.0,1604630000.0,1799309300.0,1487225200.0
2033.0,1419675300.0,1504343700.0,1552109300.0,1678841900.0,1389141800.0,1527054500.0,1544239700.0,1404122200.0,1472681700.0,1581188500.0,1320375300.0,1603353200.0,1417865600.0,1268711600.0,1539785700.0,1480666800.0,1556810600.0,1780381600.0,1464497200.0
2034.0,1402943900.0,1444718500.0,1497838500.0,1634928100.0,1339196200.0,1454340400.0,1512886500.0,1380774700.0,1422641200.0,1533684200.0,1288881000.0,1562670100.0,1370098400.0,1258618000.0,1467951000.0,1425589900.0,1642779100.0,1745990800.0,1416535900.0
2035.0,1330458100.0,1370061300.0,1416545900.0,1578213100.0,1363144600.0,1414667500.0,1595402600.0,1293981300.0,1390121900.0,1505013600.0,1246212400.0,1616537000.0,1309869700.0,1255550800.0,1429225900.0,1393286100.0,1507791200.0,1724232000.0,1381152000.0
2036.0,1297067300.0,1332267500.0,1355078100.0,1614666100.0,1281823400.0,1359156500.0,1467097700.0,1252998100.0,1330656500.0,1433886200.0,1188548700.0,1505000000.0,1266968600.0,1151808800.0,1411883800.0,1331654800.0,1470363600.0,1676272100.0,1448606700.0
2037.0,1242346200.0,1305769600.0,1322018400.0,1527508400.0,1224336400.0,1297351300.0,1432110700.0,1187049100.0,1277382900.0,1383132000.0,1105285100.0,1646343000.0,1221300500.0,1135850500.0,1384110600.0,1289320700.0,1426686100.0,1640446100.0,1353808100.0
2038.0,1184718000.0,1243707300.0,1281893000.0,1503161300.0,1182600400.0,1252653200.0,1381581200.0,1143976600.0,1221340500.0,1353326500.0,1050497700.0,1457091000.0,1169604600.0,1063363300.0,1422262400.0,1245384600.0,1343876600.0,1700877400.0,1323976200.0
2039.0,1156956200.0,1205220100.0,1254557700.0,1474501900.0,1142966000.0,1193331600.0,1319557500.0,1094048000.0,1161619600.0,1330774700.0,980042200.0,1416322200.0,1140909400.0,1026913150.0,1299486300.0,1208676200.0,1299313700.0,1668400900.0,1269427300.0
2040.0,1116320100.0,1175707400.0,1214681900.0,1514888300.0,1091751800.0,1154905700.0,1275475000.0,1021379840.0,1111901300.0,1296905700.0,932461400.0,1448069900.0,1103104300.0,975467140.0,1239792600.0,1179808500.0,1248017000.0,1767533300.0,1236509200.0
2041.0,1084332500.0,1112715000.0,1154766100.0,1429611600.0,1046129600.0,1109883800.0,1227378800.0,983391800.0,1074119000.0,1242171400.0,893059140.0,1354245900.0,1060981250.0,926093100.0,1191190100.0,1145605900.0,1194164100.0,1649980900.0,1212002000.0
2042.0,1021524700.0,1115391100.0,1092470500.0,1412331800.0,1002070140.0,1062436860.0,1202239600.0,929963600.0,1017760500.0,1191337300.0,847160300.0,1298954200.0,1018157630.0,868687940.0,1278933400.0,1111151500.0,1165199100.0,1667177000.0,1183549300.0
2043.0,981097900.0,1030500300.0,1039549250.0,1439394600.0,953926400.0,1058371140.0,1167720100.0,902785100.0,961977660.0,1117314800.0,809614460.0,1292953900.0,949221300.0,809215400.0,1147083900.0,1065226700.0,1108443600.0,1582500200.0,1133794800.0
2044.0,963537600.0,1047063900.0,1006252400.0,1376548700.0,924076000.0,969825100.0,1148652300.0,847681800.0,897770050.0,1064935940.0,793417700.0,1262384500.0,908156540.0,738921660.0,1101809300.0,1028693500.0,1034921300.0,1555260000.0,1134765400.0
2045.0,933219400.0,984400830.0,963795600.0,1345207800.0,899793600.0,911264300.0,1109155300.0,807339650.0,836939600.0,1018303500.0,739915500.0,1224659200.0,847597600.0,693976640.0,1058235300.0,998657800.0,999263800.0,1523499400.0,1106064500.0
2046.0,909260200.0,947131260.0,904259500.0,1321675100.0,868721100.0,842079600.0,1077512300.0,758268600.0,787391500.0,961740400.0,720132350.0,1246645200.0,793306800.0,668193860.0,1025065340.0,958099100.0,950080600.0,1506129300.0,1065781800.0
2047.0,888729400.0,893422700.0,868450240.0,1281064100.0,834102850.0,798142200.0,1031473800.0,932441540.0,727724400.0,901461600.0,673136200.0,1207829900.0,758091400.0,627746370.0,985678700.0,938199100.0,888872960.0,1475021600.0,1043879800.0
2048.0,838451000.0,859168450.0,821874400.0,1253617700.0,792580350.0,754212030.0,997354600.0,700700300.0,673742000.0,861256000.0,653822400.0,1160260700.0,722871200.0,572351740.0,927796200.0,887423000.0,832952600.0,1451343900.0,1008221760.0
2049.0,802449200.0,820676600.0,820950000.0,1227212500.0,751317700.0,713595500.0,959118100.0,626206340.0,620975100.0,801302800.0,623327400.0,1126362900.0,693085440.0,526261820.0,900981700.0,855095550.0,771469600.0,1433301400.0,977438300.0
2050.0,780741500.0,801064770.0,748926200.0,1211514400.0,703224600.0,680782340.0,905932540.0,596013060.0,567315140.0,743241600.0,590886340.0,1113303300.0,672233860.0,487016130.0,854722940.0,832693600.0,755764540.0,1413949700.0,928932300.0
2051.0,736842200.0,754998340.0,694872060.0,1186320000.0,674447500.0,642218500.0,861789700.0,564909060.0,515893300.0,697656700.0,565617660.0,1088033400.0,653116000.0,461582400.0,815558900.0,809650240.0,691746700.0,1394514600.0,911826800.0
2052.0,715146750.0,726948600.0,661224900.0,1150924500.0,662573300.0,612096600.0,823897800.0,548650800.0,478725220.0,648949600.0,536606400.0,1046383940.0,606882940.0,431305950.0,758957000.0,787896640.0,630934600.0,1380776400.0,886456960.0
2053.0,684166300.0,688531100.0,617697500.0,1163793300.0,630506200.0,570925000.0,802336700.0,522022430.0,497667740.0,642311500.0,522026240.0,986680400.0,572762800.0,462267680.0,737784000.0,752100100.0,586097000.0,1355037800.0,865795300.0
2054.0,640422500.0,649890800.0,591851650.0,1108638800.0,601618300.0,541454900.0,755661800.0,502124220.0,447816640.0,611413100.0,495073950.0,933378000.0,556455360.0,393590900.0,692672960.0,714947700.0,556138050.0,1341719200.0,831346500.0
2055.0,602364860.0,611490900.0,562851840.0,1078829300.0,558126900.0,511799650.0,731550340.0,477279650.0,458149200.0,573381000.0,468535000.0,890492740.0,534418200.0,398753630.0,652314000.0,735607200.0,526573150.0,1295543400.0,796970900.0
2056.0,565327170.0,599406400.0,527247070.0,1044723260.0,529652830.0,484538240.0,683647940.0,440809820.0,397284160.0,529405300.0,449150600.0,874114500.0,495592700.0,347466000.0,627410240.0,677074800.0,487571140.0,1293851300.0,753400770.0
2057.0,537637400.0,567191200.0,501572480.0,1018761400.0,506570530.0,444514980.0,650035300.0,402995700.0,411055520.0,501575550.0,432722460.0,846528500.0,439508900.0,327175700.0,576148200.0,650919500.0,459870050.0,1253674200.0,722178600.0
2058.0,494526080.0,540300860.0,443387840.0,979079700.0,487746050.0,408265470.0,622367170.0,369314180.0,362626750.0,481123460.0,449289600.0,815231940.0,412228480.0,308615940.0,553495940.0,635508740.0,414093570.0,1203085300.0,691994750.0
2059.0,458475800.0,497793630.0,418956640.0,947283600.0,460870900.0,371296830.0,589697340.0,337308900.0,325215170.0,457090700.0,403168400.0,784183200.0,372872500.0,324052800.0,586192500.0,614199040.0,387227260.0,1178041700.0,651458370.0
2060.0,438455330.0,460473820.0,390934880.0,905362400.0,412659780.0,347916320.0,584338750.0,336082100.0,287826000.0,445075100.0,397438270.0,777934400.0,352080600.0,289115230.0,547623400.0,578501300.0,357958750.0,1134916600.0,640611460.0
2061.0,396787620.0,436242900.0,364060830.0,944879000.0,385701570.0,322673020.0,548539260.0,296048400.0,252795800.0,398687940.0,382262940.0,762964700.0,331805860.0,270269250.0,503946000.0,556819800.0,335958750.0,1078625500.0,597273200.0
2062.0,367081200.0,417248350.0,338340320.0,881151600.0,362614050.0,292278240.0,508984960.0,273020300.0,243267140.0,377248500.0,368342180.0,732810560.0,312273150.0,249890900.0,477558080.0,521404450.0,321917340.0,1034448800.0,543829440.0
2063.0,330751680.0,383975520.0,309688860.0,831901400.0,345901500.0,270877250.0,484349060.0,262247490.0,233239420.0,348465340.0,358544030.0,691848700.0,288318500.0,240957740.0,439718270.0,490995740.0,295221600.0,1019512700.0,513465600.0
2064.0,307215100.0,360294620.0,292409470.0,809175940.0,330574720.0,250326080.0,459572800.0,257087280.0,225935680.0,328706980.0,339015700.0,658493700.0,267202990.0,223550320.0,396465920.0,460877900.0,259219100.0,990749800.0,480199700.0
2065.0,276071260.0,336516030.0,281610370.0,776661300.0,313475300.0,237917800.0,421451970.0,240783890.0,210394860.0,327898460.0,326316900.0,624275900.0,248794560.0,215386000.0,383721380.0,434319740.0,242330860.0,964460160.0,445177120.0
2066.0,261123310.0,321425760.0,260412400.0,737399000.0,294195900.0,206280720.0,395525250.0,230850050.0,190114690.0,308659360.0,313630820.0,583128640.0,230481260.0,193635980.0,346430900.0,403979200.0,224799630.0,929926000.0,415683780.0
2067.0,251586740.0,299755550.0,228432480.0,704652100.0,284535780.0,191484100.0,370083620.0,216489600.0,179120640.0,293061570.0,303768930.0,550346500.0,206836700.0,189349150.0,310956450.0,392287550.0,210103790.0,891922370.0,390183100.0
2068.0,243225310.0,281193000.0,218168080.0,657691970.0,271109500.0,184347740.0,350980130.0,194131790.0,167710400.0,277892930.0,295633600.0,527443550.0,195498700.0,184030300.0,291658560.0,347126820.0,200156420.0,867780700.0,364337100.0
2069.0,229455790.0,258704700.0,205606960.0,625818240.0,262548300.0,166152160.0,328382620.0,180082770.0,160601340.0,260865920.0,281640480.0,505014270.0,173069570.0,177981500.0,281933470.0,328804860.0,173395630.0,847736800.0,342874800.0
2070.0,211392030.0,238434560.0,188399410.0,596699650.0,244544110.0,142686660.0,312877570.0,169751740.0,171622350.0,244295020.0,266181630.0,485920700.0,162725150.0,169088180.0,264924690.0,314583100.0,161286910.0,808551500.0,323578020.0
2071.0,188320180.0,220708800.0,177407900.0,570708500.0,236132940.0,137884220.0,290097440.0,164931780.0,149508100.0,231782320.0,256491340.0,453568220.0,150247950.0,167826220.0,251915620.0,302722800.0,156475800.0,786166340.0,299136480.0
2072.0,178129260.0,200061070.0,157006930.0,549185700.0,219602110.0,129642504.0,267123330.0,148288420.0,144527040.0,213037600.0,246766540.0,442096220.0,138035410.0,153222690.0,240815870.0,298250020.0,149587220.0,759250400.0,282515550.0
2073.0,158926740.0,177601890.0,150749120.0,522425300.0,195157540.0,119448790.0,246130960.0,144306610.0,133041384.0,206737140.0,241560880.0,409033120.0,127097624.0,147983780.0,221237950.0,268154190.0,135019040.0,740366700.0,268133730.0
2074.0,150942100.0,163185090.0,143686960.0,489881280.0,185084700.0,101367770.0,228407550.0,138309490.0,121623736.0,186886140.0,235879800.0,387913380.0,113624010.0,140726640.0,208430430.0,253565800.0,126450110.0,728692900.0,241381120.0
2075.0,144162200.0,148487980.0,134983780.0,458672830.0,175439400.0,90765060.0,203541230.0,126025560.0,115136790.0,177296420.0,227595260.0,358632350.0,106602360.0,138390980.0,189857780.0,230553100.0,113605190.0,710156500.0,222586380.0
2076.0,124017496.0,135925340.0,127150136.0,438872500.0,157691520.0,81993816.0,186302220.0,125366450.0,105133210.0,169274320.0,213715800.0,335759070.0,101390730.0,133537610.0,183007740.0,215985710.0,110239570.0,683013800.0,235406050.0
2077.0,118695520.0,126814210.0,107737980.0,417364000.0,155448020.0,76374010.0,169350980.0,118503700.0,93247320.0,157070500.0,210226560.0,332601250.0,95571390.0,128639820.0,167688060.0,202178910.0,105828240.0,660405800.0,204080200.0
2078.0,115306190.0,117474056.0,96136400.0,392058100.0,142049600.0,71378264.0,161222770.0,114677870.0,89671260.0,144006980.0,201099540.0,325045300.0,82020080.0,110304150.0,160203840.0,193549760.0,102481220.0,631112450.0,210623260.0
2079.0,109384856.0,101584060.0,90950890.0,372573660.0,129305880.0,66591130.0,148339440.0,112497070.0,87483260.0,134797390.0,196284590.0,335525470.0,76867480.0,105300740.0,147490200.0,182456850.0,91789420.0,607852600.0,182386610.0
2080.0,103913390.0,94938520.0,82103850.0,359193340.0,123517656.0,54151596.0,131996296.0,100525780.0,84138150.0,126798136.0,196413980.0,303646050.0,62734180.0,95676024.0,130083256.0,162493420.0,86109480.0,636575200.0,169546620.0
2081.0,93952560.0,83184056.0,84199820.0,347878430.0,107755944.0,49516172.0,111659490.0,97512840.0,78514056.0,120079790.0,181614320.0,314577340.0,54728892.0,77661070.0,120213900.0,156280850.0,75061250.0,579115260.0,161159550.0
2082.0,86648620.0,79194610.0,72549976.0,319591100.0,102028860.0,44957104.0,103749944.0,94838456.0,68372570.0,110410050.0,169317090.0,283455300.0,51577668.0,70672120.0,113266760.0,150980540.0,72207110.0,561615740.0,155247280.0
2083.0,80706330.0,72262760.0,69583910.0,304381570.0,91505250.0,43082696.0,88484160.0,92626600.0,62236668.0,94829060.0,151275550.0,273195970.0,42269024.0,69542750.0,112141660.0,137580800.0,69893816.0,526275170.0,145186270.0
2084.0,69034500.0,69195050.0,65840984.0,296197820.0,78726200.0,39901028.0,86839030.0,88117720.0,53969964.0,89214160.0,146596350.0,258373140.0,40177492.0,63574296.0,106509670.0,130542840.0,69017050.0,503482050.0,136543700.0
2085.0,63252668.0,61751410.0,56717612.0,270698180.0,75555570.0,38384588.0,85385816.0,77838490.0,50361896.0,85063016.0,142979260.0,234172590.0,34294890.0,62907580.0,102623464.0,124651180.0,58804760.0,493874050.0,126827070.0
2086.0,57656930.0,54185110.0,49329776.0,265061980.0,70989060.0,36501720.0,74573780.0,78230990.0,48769024.0,72562170.0,136945100.0,217937520.0,30845624.0,58644572.0,100938810.0,117809460.0,56360136.0,471765000.0,112807070.0
2087.0,53394140.0,49010028.0,40950320.0,249624370.0,67363580.0,34659090.0,68126680.0,73110216.0,47512588.0,69062024.0,126383960.0,201266420.0,27297382.0,48865188.0,86321240.0,106081100.0,54311760.0,460669660.0,97575740.0
2088.0,44782160.0,42983536.0,39382600.0,237560000.0,59209330.0,31210206.0,65214724.0,69041270.0,42720770.0,61138860.0,117142264.0,191930740.0,23413850.0,40230536.0,83210370.0,99758984.0,51737850.0,448817540.0,92776856.0
2089.0,40055212.0,41470724.0,38208456.0,238671070.0,50442404.0,26892324.0,56952460.0,66428676.0,41291732.0,47563716.0,116184296.0,184708480.0,21877166.0,37069600.0,82214984.0,93395210.0,47067644.0,440942270.0,76251020.0
2090.0,34881150.0,38492948.0,35174404.0,211973170.0,42544324.0,26042210.0,48808330.0,74334424.0,39191690.0,43057364.0,108991660.0,164325230.0,18711336.0,35169652.0,70918330.0,81492696.0,44933660.0,425371170.0,70071130.0
2091.0,32427796.0,35541300.0,32638622.0,200635250.0,41047900.0,23885280.0,46513136.0,66516760.0,37089850.0,41147544.0,101715224.0,159619680.0,17390772.0,35455790.0,67875570.0,83159940.0,42964944.0,412252670.0,66453324.0
2092.0,31009328.0,33275650.0,27710622.0,190428510.0,39916516.0,20264146.0,41592884.0,62197476.0,36395710.0,39364716.0,87904890.0,146516210.0,15794992.0,33924004.0,63177796.0,78144300.0,38506588.0,397742140.0,59631988.0
2093.0,28555710.0,30813006.0,25144390.0,208914100.0,38593068.0,19578756.0,39770660.0,57907010.0,33720324.0,37748030.0,83390200.0,140614690.0,12202182.0,31193672.0,61103664.0,86794720.0,34928132.0,379570750.0,51059516.0
2094.0,28159918.0,26606768.0,24821906.0,184112060.0,36199492.0,17530526.0,38678740.0,51743160.0,29766450.0,35099660.0,81362520.0,132227720.0,11381579.0,28296612.0,57654550.0,73736090.0,33614684.0,366173220.0,48212664.0
2095.0,23708852.0,25155826.0,20363614.0,173374290.0,34601530.0,14740432.0,36173040.0,49739656.0,26732810.0,31799350.0,80094980.0,110744720.0,10042213.0,26192116.0,55857720.0,71150640.0,31885270.0,345932740.0,45060628.0
2096.0,20752530.0,23904024.0,19796816.0,169350830.0,32526826.0,13739806.0,33902420.0,46137436.0,25917332.0,30065820.0,73788456.0,100868380.0,9650508.0,25426722.0,49299012.0,70005930.0,28943416.0,325032930.0,38618732.0
2097.0,17870470.0,19595658.0,19432232.0,165117310.0,30000832.0,13231604.0,29939914.0,41616864.0,25440588.0,27988682.0,72613360.0,84517430.0,8317838.0,24286988.0,48931544.0,67631310.0,25874580.0,303915420.0,35580812.0
2098.0,16706605.0,18586554.0,19150810.0,151695630.0,28112146.0,11585716.0,30402196.0,39209024.0,36880556.0,26515322.0,62113350.0,80664150.0,7902984.5,20310266.0,46528948.0,57712776.0,25292202.0,288264320.0,33192522.0
2099.0,12979104.0,17383690.0,17937596.0,144780240.0,26259748.0,10582917.0,27698600.0,44086184.0,26087110.0,20847464.0,59785944.0,73826264.0,7511930.5,19912202.0,44783380.0,57118124.0,24987352.0,280623040.0,28950940.0
2100.0,12358094.0,15192207.0,15297681.0,140065580.0,22846064.0,10511293.0,26718670.0,37314544.0,22024406.0,19011680.0,56236348.0,69007700.0,6526761.5,19873056.0,40097816.0,56290948.0,23132324.0,275254800.0,25485828.0
