time,CAMS-CSM1-0,EC-EARTH3-VEG,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,MRI-ESM2-0,MPI-ESM1-2-HR,EC-EARTH3,INM-CM5-0,CESM2,CESM2-WACCM,CMCC-CM2-SR5,GFDL-ESM4,NORESM2-MM
2010.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0
2011.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0
2012.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0
2013.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0
2014.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0
2015.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0
2016.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0
2017.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0
2018.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0
2019.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0
2020.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0
2021.0,1910925200.0,1913400600.0,1907094800.0,1921085200.0,1903824000.0,1915766000.0,1889405300.0,1899040600.0,2004609700.0,1932091100.0,1906102800.0,1859765400.0,1953449100.0,1889986600.0
2022.0,1896660900.0,1895034200.0,1880886000.0,1884258200.0,1886817000.0,1858236900.0,1844670000.0,1891616600.0,1882757600.0,1877217200.0,1897813600.0,1807099300.0,1893326300.0,1860852900.0
2023.0,1853525100.0,1886967800.0,1857781200.0,1830275000.0,1836503400.0,1816271100.0,1804080300.0,1853438100.0,1834953700.0,1846504700.0,1992816400.0,1869875500.0,1863736700.0,1827477600.0
2024.0,1813660000.0,1835519500.0,1786111900.0,1787066500.0,1824079000.0,1772906100.0,1962633600.0,1805763200.0,1799302300.0,1794720000.0,1857707100.0,1977889800.0,1823134500.0,1789505400.0
2025.0,1933088500.0,1830452600.0,1768066300.0,1725215600.0,1791289600.0,1719787000.0,1812786800.0,1754056400.0,1815796000.0,1746509400.0,1821015900.0,1805154300.0,1812194600.0,1759626000.0
2026.0,1841545900.0,1785040100.0,1726027400.0,1685907600.0,1751893100.0,1649014800.0,1692622100.0,1715843000.0,1758236700.0,1677906400.0,1785209200.0,1762800500.0,1792169100.0,1716602500.0
2027.0,1918584000.0,1756207400.0,1677264300.0,1684732300.0,1694816800.0,1619604200.0,1641673600.0,1665495400.0,1723428000.0,1651566500.0,1753477900.0,1730289800.0,1734299600.0,1691612800.0
2028.0,1751492100.0,1701120900.0,1637684700.0,1648231000.0,1664041900.0,1563254900.0,1590955500.0,1621577200.0,1678310100.0,1665891000.0,1755852700.0,1708619900.0,2012192800.0,1634797700.0
2029.0,1712746600.0,1685324000.0,1587371800.0,1867541200.0,1622814300.0,1497410000.0,1553185500.0,1567098500.0,1632403700.0,1524793700.0,1698350000.0,1720096600.0,1757298300.0,1595973600.0
2030.0,1740261800.0,1614737400.0,1523993500.0,1620622600.0,1582868100.0,1437581600.0,1500254000.0,1534032400.0,1537672700.0,1587572400.0,1652042900.0,1659373800.0,1674940500.0,1530531500.0
2031.0,1664445400.0,1568939000.0,1468579000.0,1524026600.0,1517995100.0,1381340000.0,1481033200.0,1474455600.0,1466043800.0,1461634600.0,1605310700.0,1650270800.0,1636425700.0,1491520500.0
2032.0,1639500400.0,1549351800.0,1388564100.0,1500568000.0,1487496200.0,1356190500.0,1444278000.0,1413788200.0,1422367700.0,1748198000.0,1605226800.0,1587164400.0,1569347600.0,1436438900.0
2033.0,1608841700.0,1499980000.0,1325748600.0,1437969900.0,1449196500.0,1292494600.0,1352797700.0,1381898600.0,1664085600.0,1570560900.0,1538994700.0,1574096300.0,1548498600.0,1361928800.0
2034.0,1703171600.0,1466556200.0,1263427300.0,1391466900.0,1424372400.0,1252509200.0,1327011000.0,1336264000.0,1379818400.0,1499104600.0,1518319600.0,1619081200.0,1541705500.0,1377401000.0
2035.0,1592726400.0,1427063800.0,1252320100.0,1500033900.0,1391646100.0,1211250300.0,1296352500.0,1300164400.0,1300666500.0,1369465100.0,1478847000.0,1489371400.0,1488380400.0,1288027100.0
2036.0,1540346000.0,1396306700.0,1179947100.0,1329423600.0,1344149900.0,1166642300.0,1326993500.0,1255868700.0,1272346900.0,1294533600.0,1405658800.0,1431040800.0,1439390800.0,1243391500.0
2037.0,1523997800.0,1347504800.0,1113727200.0,1276415100.0,1311675300.0,1110908000.0,1314628400.0,1219986600.0,1255985300.0,1258054300.0,1371771800.0,1425305300.0,1412715500.0,1233754600.0
2038.0,1482993900.0,1314612500.0,1105452900.0,1212889000.0,1316159600.0,1081763100.0,1364066800.0,1182554500.0,1209055900.0,1217830100.0,1430247400.0,1390528300.0,1389340400.0,1188093600.0
2039.0,1447417900.0,1350016600.0,1029781400.0,1186054100.0,1238777600.0,1051508300.0,1201754600.0,1157154700.0,1151336800.0,1172726700.0,1381664600.0,1362779300.0,1416234000.0,1162246700.0
2040.0,1399075100.0,1256907500.0,1004816100.0,1139350000.0,1212826000.0,1022533100.0,1168586900.0,1104663400.0,1075036500.0,1124926300.0,1326959100.0,1312303600.0,1345778200.0,1111861800.0
2041.0,1375361700.0,1253263100.0,986430850.0,1093382400.0,1174498400.0,979958800.0,1118662900.0,1055910500.0,1079026200.0,1067444740.0,1276221400.0,1282587400.0,1324832100.0,1092806500.0
2042.0,1345869600.0,1197393300.0,932858800.0,1066533100.0,1121118700.0,938627800.0,1104344700.0,1006864000.0,1089790600.0,1032415400.0,1242908400.0,1260076800.0,1299596300.0,1053613900.0
2043.0,1327215600.0,1146279300.0,873249500.0,1011157800.0,1084660600.0,908121340.0,1044383800.0,951147260.0,1027359100.0,1000447300.0,1203040800.0,1219235600.0,1309714800.0,1011230660.0
2044.0,1309757800.0,1099392300.0,843679740.0,978431500.0,1079563100.0,876877630.0,1196605000.0,915965300.0,1009940350.0,950221950.0,1152846700.0,1207669400.0,1281222000.0,994083650.0
2045.0,1316510200.0,1060306300.0,816830460.0,935920830.0,1031436000.0,864405900.0,987108740.0,903383740.0,1056534800.0,1039758660.0,1132781800.0,1194030000.0,1243721200.0,932929500.0
2046.0,1266647600.0,1045080100.0,806370560.0,905514900.0,994824400.0,835177600.0,965756400.0,918727000.0,981446400.0,951049340.0,1207388700.0,1134549100.0,1218407200.0,892519200.0
2047.0,1245567600.0,1024980300.0,763351400.0,958323460.0,1048245200.0,800551100.0,941450050.0,891910400.0,1234988500.0,947617300.0,1103807600.0,1103289600.0,1175393700.0,880706750.0
2048.0,1227832300.0,968739300.0,714422400.0,855032000.0,954846200.0,768603900.0,1009329300.0,856655400.0,1011539650.0,904457150.0,1070792300.0,1058545300.0,1161362700.0,850263000.0
2049.0,1207867100.0,1057992800.0,678051900.0,825919740.0,930840200.0,760519700.0,910438850.0,805298100.0,940557760.0,873639400.0,1047564200.0,1034496260.0,1178065900.0,804422800.0
2050.0,1199617200.0,924066300.0,661894850.0,799269400.0,906907460.0,729086800.0,880269900.0,767948350.0,916710200.0,837719700.0,1006508860.0,1009759400.0,1132032400.0,777098750.0
2051.0,1166413700.0,904135600.0,628491100.0,758752300.0,874928600.0,699739650.0,856111740.0,731431300.0,893818600.0,821408100.0,996973950.0,977586300.0,1103928600.0,754497200.0
2052.0,1135222700.0,886663230.0,638420030.0,742825150.0,855992500.0,684619650.0,848841400.0,697565500.0,852302460.0,791971140.0,1442792400.0,923149440.0,1086409600.0,735249000.0
2053.0,1113942900.0,945658500.0,592026200.0,726212860.0,828219500.0,666537800.0,811344600.0,656859800.0,831205000.0,765158100.0,1191144100.0,895029760.0,1181779100.0,704376960.0
2054.0,1056998850.0,854441400.0,575852400.0,690417800.0,797087170.0,643141900.0,804158460.0,637093500.0,840658370.0,729327200.0,1006884860.0,834644030.0,1058794050.0,676365760.0
2055.0,1034565700.0,837685300.0,556229400.0,662570240.0,775786300.0,612729500.0,834435600.0,603843840.0,787938560.0,706088260.0,939670850.0,799883700.0,1044896960.0,657155400.0
2056.0,1119863800.0,798163300.0,527974720.0,623509800.0,757612350.0,593905660.0,791382850.0,576246340.0,766495170.0,688876100.0,904703550.0,810462500.0,1031329100.0,649803100.0
2057.0,1073497600.0,807279700.0,511977470.0,602757200.0,739548200.0,582242240.0,758323140.0,556103200.0,747448000.0,666086850.0,881421200.0,725003260.0,1018459600.0,622772400.0
2058.0,1056058940.0,766426100.0,481410780.0,570026200.0,721134660.0,559762940.0,734213600.0,531511170.0,745287400.0,640411460.0,858490940.0,694037400.0,1014427400.0,597813900.0
2059.0,1004445400.0,745325500.0,461303040.0,556275840.0,702441540.0,549985800.0,720916700.0,490241340.0,717243300.0,634130000.0,1063287740.0,658920800.0,981384100.0,559977200.0
2060.0,1007086500.0,720387400.0,447002660.0,535807500.0,682334100.0,528058080.0,705940350.0,461357440.0,690615700.0,612729900.0,859192200.0,620706370.0,964470140.0,539885700.0
2061.0,968520000.0,723387200.0,422627520.0,517937950.0,794780160.0,505373440.0,686947650.0,450125820.0,673878400.0,589262460.0,822020800.0,576892200.0,958710100.0,531708740.0
2062.0,947855040.0,697942140.0,406535070.0,509549440.0,686613760.0,545823000.0,671116000.0,437340100.0,660347650.0,566556700.0,788322300.0,526942340.0,935435600.0,499027620.0
2063.0,1125332600.0,660412900.0,390900740.0,491815100.0,636284700.0,495867900.0,664324700.0,430084220.0,652935700.0,571851650.0,770693100.0,520372160.0,938011650.0,482041340.0
2064.0,1018232800.0,657359600.0,369453760.0,473820300.0,612620160.0,471106720.0,639057300.0,414874940.0,632127940.0,547819460.0,747783700.0,494427700.0,944552100.0,471466700.0
2065.0,916111800.0,643362300.0,354427780.0,446500380.0,590409340.0,456813250.0,602962240.0,387449730.0,704278140.0,520620800.0,726099700.0,476602940.0,908327100.0,459170270.0
2066.0,1030124900.0,625300030.0,343018370.0,458869630.0,605568800.0,451125950.0,583925800.0,374446700.0,600979700.0,500872800.0,704182100.0,444923870.0,894540800.0,454726000.0
2067.0,936119360.0,609578900.0,326697250.0,416773920.0,567376500.0,437625000.0,636253060.0,464664130.0,580983300.0,498028320.0,694077400.0,415285020.0,882427300.0,561278700.0
2068.0,1054383400.0,587852100.0,319760500.0,399556740.0,544386560.0,429630340.0,556835800.0,355985760.0,566194800.0,476009570.0,696583600.0,400831330.0,868552770.0,420276830.0
2069.0,954099200.0,561807940.0,312381000.0,387610300.0,537027000.0,414205470.0,540973440.0,346297440.0,538857500.0,463097900.0,659080600.0,389645400.0,856544400.0,400344960.0
2070.0,894410240.0,541686300.0,302352220.0,381845540.0,521158880.0,429481440.0,509131700.0,340659970.0,516964300.0,440862460.0,637390600.0,496259740.0,840595460.0,393169700.0
2071.0,888940000.0,525456930.0,286153000.0,369150700.0,510997120.0,402658430.0,520347740.0,322777340.0,541728300.0,428400100.0,611954000.0,383855580.0,823431360.0,380172160.0
2072.0,861773440.0,511281860.0,274859520.0,353654300.0,515227650.0,398385630.0,501028380.0,315025020.0,486363260.0,423082720.0,683850050.0,369781280.0,816367600.0,368088260.0
2073.0,841876740.0,499124100.0,261186820.0,350742460.0,488687460.0,384377700.0,466689760.0,327304830.0,469141220.0,411475420.0,596058400.0,344320400.0,806968900.0,362908960.0
2074.0,832591170.0,484329920.0,247450820.0,334859000.0,490315300.0,374689660.0,526774800.0,306457920.0,455590560.0,406821250.0,571926100.0,325211600.0,797630660.0,348387780.0
2075.0,819232500.0,466186880.0,249711890.0,327580800.0,474048130.0,371495550.0,451299740.0,294045220.0,442269730.0,415177820.0,550489150.0,315739870.0,789589950.0,336980220.0
2076.0,814727600.0,498208930.0,239991360.0,316950370.0,460184900.0,361655460.0,645626560.0,288296320.0,432473500.0,376148670.0,535746020.0,336091040.0,768350800.0,333943700.0
2077.0,809925440.0,443117700.0,256589820.0,309548160.0,450772500.0,353180000.0,464009660.0,270708740.0,425444860.0,363041300.0,507711420.0,303085470.0,751992060.0,315718100.0
2078.0,798078660.0,433854820.0,245210930.0,313868670.0,450528670.0,481641860.0,622725060.0,268921440.0,409961630.0,356153630.0,482316860.0,290048700.0,730815500.0,306867170.0
2079.0,779037200.0,410733980.0,272724130.0,301804260.0,442009150.0,344855170.0,437826270.0,254011280.0,395816930.0,1050512700.0,462638750.0,275300060.0,873904700.0,345605060.0
2080.0,773778700.0,399575520.0,226151800.0,313801500.0,439453100.0,338139460.0,438189730.0,247664160.0,386512000.0,363202460.0,480122780.0,263138990.0,711875000.0,305535650.0
2081.0,781039000.0,388224350.0,223872180.0,309817150.0,424183740.0,338280100.0,423819000.0,341832580.0,606645570.0,361813150.0,443526340.0,259496900.0,703927100.0,288095900.0
2082.0,756181200.0,372002900.0,220111630.0,300911680.0,443376000.0,339255260.0,455074700.0,283866370.0,380176540.0,337847700.0,430421700.0,256714580.0,683777100.0,282805280.0
2083.0,775997300.0,363199780.0,247275790.0,288520320.0,411416740.0,327037730.0,410525200.0,244421280.0,364735550.0,331211260.0,514982200.0,243499780.0,671622400.0,268296300.0
2084.0,735171800.0,386567360.0,220734260.0,300063500.0,401798820.0,323756740.0,397001400.0,240616900.0,361010600.0,325968060.0,424026020.0,228965260.0,660597570.0,260897970.0
2085.0,726133570.0,342490020.0,215374000.0,438801500.0,401551500.0,320909900.0,405057470.0,237213780.0,347635800.0,309969760.0,396324100.0,221135740.0,653401340.0,261452400.0
2086.0,713441000.0,317555700.0,212082320.0,290963970.0,384032300.0,312769860.0,382149380.0,229293920.0,336209100.0,304529920.0,386605500.0,211445630.0,644355100.0,254491520.0
2087.0,775161100.0,310278340.0,210104530.0,281153150.0,374072960.0,301536030.0,363717980.0,214178930.0,329702180.0,296862800.0,378536700.0,203602660.0,628543740.0,248389090.0
2088.0,708568400.0,304014000.0,203973500.0,269973060.0,395467900.0,299752030.0,369786000.0,204947470.0,320301600.0,288987400.0,365689570.0,189570940.0,617522500.0,241069300.0
2089.0,698168900.0,298420400.0,198179300.0,288005660.0,371930240.0,295055600.0,360734850.0,199308880.0,405024350.0,284448960.0,351650700.0,175187780.0,608057600.0,235629090.0
2090.0,704022000.0,289603740.0,190487410.0,256631090.0,373870720.0,294393760.0,350969250.0,210811490.0,306723520.0,270608160.0,337401400.0,167703800.0,593932540.0,231695620.0
2091.0,698896500.0,280320740.0,188950320.0,254053940.0,360017760.0,289578080.0,346267260.0,198667840.0,304559170.0,269483780.0,331494300.0,163377570.0,589979460.0,225137470.0
2092.0,677957570.0,276034620.0,185313840.0,251704530.0,360865820.0,280605630.0,339093540.0,204827460.0,294821500.0,263700480.0,335406560.0,150377120.0,662690300.0,215156140.0
2093.0,662033300.0,260511040.0,182657630.0,249859700.0,354526880.0,276349000.0,334855330.0,203812980.0,291089100.0,251571940.0,318869340.0,146666060.0,562292740.0,209674320.0
2094.0,710708860.0,255411570.0,308665020.0,246036500.0,372223780.0,274228960.0,328817570.0,193174510.0,287954430.0,265755380.0,311301440.0,154236860.0,551350400.0,203756780.0
2095.0,667404200.0,250372750.0,173601250.0,240878030.0,363297860.0,269792740.0,338747940.0,190320240.0,278706340.0,242178220.0,332882720.0,144414770.0,540375000.0,221749730.0
2096.0,658560450.0,242935140.0,170494690.0,288175780.0,350255230.0,268620400.0,314590430.0,191071300.0,267395900.0,239246900.0,302883700.0,214178610.0,529796700.0,198179970.0
2097.0,649096260.0,235666690.0,167764980.0,357775650.0,348086880.0,307281280.0,307881800.0,185303420.0,265700110.0,231386930.0,294407330.0,148993300.0,515538050.0,190195020.0
2098.0,628075260.0,231636930.0,169000740.0,270562000.0,345647740.0,268485500.0,310149300.0,183311180.0,274364300.0,226908940.0,297928640.0,137086030.0,507708450.0,190146750.0
2099.0,615603840.0,224496740.0,167928340.0,266920540.0,340150430.0,260415940.0,299136580.0,195116510.0,254866180.0,223981600.0,283653000.0,134488750.0,488632100.0,188617390.0
2100.0,624214660.0,256675250.0,164910140.0,249854380.0,341051070.0,255771650.0,292916860.0,181196580.0,251921040.0,243434780.0,273072220.0,132074580.0,493476030.0,178019820.0
