time,GISS-E2-R,GFDL-CM3,CCSM4,CNRM-CM5,MPI-ESM-LR,IPSL-CM5A-LR,CSIRO-MK3-6-0,GFDL-ESM2G,NORESM1-M,CANESM2
2013.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0
2014.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0
2015.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0
2016.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0
2017.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0
2018.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0
2019.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0
2020.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0
2021.0,51585503000.0,51549930000.0,51592980000.0,51630313000.0,51582090000.0,51566424000.0,51580252000.0,51602555000.0,51585577000.0,51579404000.0
2022.0,51559485000.0,51526246000.0,51574006000.0,51579994000.0,51540996000.0,51537576000.0,51562516000.0,51571830000.0,51561865000.0,51538790000.0
2023.0,51524270000.0,51489575000.0,51587390000.0,51559092000.0,51525857000.0,51516916000.0,51533386000.0,51561690000.0,51545182000.0,51520975000.0
2024.0,51511656000.0,51482472000.0,51542510000.0,51536925000.0,51504685000.0,51502404000.0,51508620000.0,51536585000.0,51514487000.0,51491290000.0
2025.0,51485770000.0,51452750000.0,51556536000.0,51599590000.0,51500390000.0,51464720000.0,51493270000.0,51564030000.0,51489444000.0,51471184000.0
2026.0,51469610000.0,51417387000.0,51725980000.0,51518920000.0,51468554000.0,51428282000.0,51474297000.0,51509457000.0,51461510000.0,51465535000.0
2027.0,51624980000.0,51402568000.0,51517290000.0,51502703000.0,51437793000.0,51409404000.0,51461685000.0,51496010000.0,51461046000.0,51434290000.0
2028.0,51451216000.0,51393098000.0,51495834000.0,51495928000.0,51413123000.0,51396583000.0,51448240000.0,51598300000.0,51434177000.0,51718046000.0
2029.0,51468067000.0,51378800000.0,51453972000.0,51470217000.0,51399737000.0,51382292000.0,51435290000.0,51477017000.0,51412370000.0,51440450000.0
2030.0,51434660000.0,51369603000.0,51438944000.0,51457282000.0,51380134000.0,51371192000.0,51423703000.0,51510420000.0,51399447000.0,51429570000.0
2031.0,51430150000.0,51358000000.0,51431735000.0,51460723000.0,51367297000.0,51465740000.0,51418386000.0,51448010000.0,51393240000.0,51413190000.0
2032.0,51414210000.0,51332813000.0,51413746000.0,51442946000.0,51350335000.0,51358180000.0,51398680000.0,51442470000.0,51360450000.0,51367470000.0
2033.0,51396350000.0,51302210000.0,51399967000.0,51421200000.0,51320975000.0,51324190000.0,51371980000.0,51424817000.0,51324166000.0,51338592000.0
2034.0,51370095000.0,51268485000.0,51377410000.0,51410473000.0,51292803000.0,51290268000.0,51362374000.0,51413107000.0,51291990000.0,51323160000.0
2035.0,51361730000.0,51226407000.0,51360174000.0,51391460000.0,51284000000.0,51256504000.0,51357434000.0,51424650000.0,51265740000.0,51301343000.0
2036.0,51381370000.0,51208870000.0,51322466000.0,51389313000.0,51269650000.0,51217367000.0,51326390000.0,51388740000.0,51232465000.0,51272557000.0
2037.0,51314733000.0,51166695000.0,51298810000.0,51397964000.0,51233055000.0,51160875000.0,51266200000.0,51361250000.0,51214897000.0,51246182000.0
2038.0,51297575000.0,51137032000.0,51279740000.0,51367735000.0,51206095000.0,51152708000.0,51242103000.0,51341386000.0,51199510000.0,51214004000.0
2039.0,51276000000.0,51080230000.0,51256820000.0,51321774000.0,51175580000.0,51091040000.0,51216278000.0,51355013000.0,51164762000.0,51172400000.0
2040.0,51244732000.0,51039860000.0,51211805000.0,51284095000.0,51113450000.0,51059212000.0,51187230000.0,51314614000.0,51157750000.0,51156460000.0
2041.0,51231887000.0,50997790000.0,51162006000.0,51244696000.0,51092517000.0,51003585000.0,51148380000.0,51383360000.0,51092333000.0,51101250000.0
2042.0,51216520000.0,50946240000.0,51122094000.0,51202683000.0,51043310000.0,50962588000.0,51119730000.0,51478210000.0,51054160000.0,51068092000.0
2043.0,51186350000.0,50884014000.0,51085920000.0,51186390000.0,50994920000.0,50899694000.0,51086680000.0,51411042000.0,50997862000.0,50985310000.0
2044.0,51172614000.0,50822066000.0,51046880000.0,51138840000.0,50960105000.0,50845350000.0,51057467000.0,51366167000.0,50971070000.0,50949400000.0
2045.0,51145023000.0,50766586000.0,51015530000.0,51115135000.0,50929754000.0,50811384000.0,51017515000.0,51283780000.0,50928243000.0,50911527000.0
2046.0,51095050000.0,50698146000.0,50968703000.0,51074875000.0,50871005000.0,50770567000.0,50974474000.0,51250060000.0,50856206000.0,50880283000.0
2047.0,51039570000.0,50622333000.0,50927813000.0,51029540000.0,50833478000.0,50703053000.0,50946216000.0,51256046000.0,50828784000.0,50841125000.0
2048.0,50990096000.0,50536006000.0,50904390000.0,50983305000.0,50761785000.0,50608800000.0,50973024000.0,51434630000.0,50786873000.0,50802553000.0
2049.0,50978144000.0,50452136000.0,50878165000.0,50954134000.0,50695450000.0,50544520000.0,50902036000.0,51201900000.0,50763084000.0,50750670000.0
2050.0,50955088000.0,50343928000.0,50844692000.0,50880213000.0,50647876000.0,50528588000.0,50859577000.0,51145820000.0,50763764000.0,50704257000.0
2051.0,50945667000.0,50245400000.0,50828157000.0,50821460000.0,50583126000.0,50402087000.0,50826207000.0,51205894000.0,50685790000.0,50633003000.0
2052.0,50910350000.0,50123473000.0,50782860000.0,50810806000.0,50530234000.0,50343596000.0,50771583000.0,51121295000.0,50631774000.0,50591343000.0
2053.0,50879943000.0,50012434000.0,50743370000.0,50779054000.0,50481304000.0,50399146000.0,50782077000.0,51120407000.0,50581570000.0,50512458000.0
2054.0,50837260000.0,49852387000.0,50715513000.0,50696176000.0,50419790000.0,50287346000.0,50822040000.0,51143460000.0,50515900000.0,50456187000.0
2055.0,50793740000.0,49766232000.0,50712550000.0,50657358000.0,50383700000.0,50230840000.0,50690224000.0,51089007000.0,50453810000.0,50430743000.0
2056.0,50787130000.0,49676714000.0,50647280000.0,50617987000.0,50346877000.0,50165950000.0,50634780000.0,51132100000.0,50384680000.0,50326696000.0
2057.0,50748700000.0,49558704000.0,50514830000.0,50556400000.0,50276740000.0,50134660000.0,50585862000.0,51109810000.0,50332926000.0,50261467000.0
2058.0,50785165000.0,49417910000.0,50463384000.0,50461690000.0,50221160000.0,50036695000.0,50555195000.0,51044303000.0,50293793000.0,50177720000.0
2059.0,50717282000.0,49335464000.0,50419175000.0,50360110000.0,50171265000.0,49942780000.0,50480583000.0,50966610000.0,50215256000.0,50113868000.0
2060.0,50673537000.0,49222790000.0,50420687000.0,50242634000.0,50109452000.0,49894003000.0,50449117000.0,50929480000.0,50144200000.0,50036500000.0
2061.0,50649550000.0,49119870000.0,50329750000.0,50145755000.0,50027606000.0,49845236000.0,50413187000.0,50891497000.0,50040380000.0,49976290000.0
2062.0,50607374000.0,48995635000.0,50273223000.0,50044023000.0,49939570000.0,49779330000.0,50373940000.0,50901942000.0,49934650000.0,49910840000.0
2063.0,50598924000.0,48881947000.0,50190140000.0,49936613000.0,49864655000.0,49747677000.0,50331914000.0,50862264000.0,49840706000.0,49861853000.0
2064.0,50566780000.0,48753060000.0,50156515000.0,49861860000.0,49824460000.0,49666884000.0,50279244000.0,50812187000.0,49781860000.0,49773040000.0
2065.0,50517400000.0,48670433000.0,50120300000.0,49745723000.0,49753657000.0,49603640000.0,50241454000.0,50777776000.0,49757966000.0,49699713000.0
2066.0,50467377000.0,48551027000.0,50084684000.0,49674183000.0,49696970000.0,49556214000.0,50149204000.0,50743770000.0,49708904000.0,49561883000.0
2067.0,50402025000.0,48457900000.0,50020060000.0,49531860000.0,49636350000.0,49478320000.0,50106500000.0,50738250000.0,49635190000.0,49507885000.0
2068.0,50365088000.0,48315466000.0,49971188000.0,49431210000.0,49558610000.0,49473520000.0,50052985000.0,50689044000.0,49538638000.0,49421560000.0
2069.0,50384183000.0,48180277000.0,49992830000.0,49331323000.0,49519570000.0,49371943000.0,49970033000.0,50661550000.0,49441853000.0,49339273000.0
2070.0,50323240000.0,48033653000.0,49914876000.0,49225050000.0,49470740000.0,49314320000.0,49937230000.0,50618175000.0,49366290000.0,49228530000.0
2071.0,50275738000.0,47868596000.0,49859695000.0,49144738000.0,49426637000.0,49462546000.0,49890066000.0,51450634000.0,49320985000.0,49150013000.0
2072.0,50219106000.0,47651725000.0,49828192000.0,49005715000.0,49367523000.0,49139790000.0,49838563000.0,50619150000.0,49228270000.0,49101270000.0
2073.0,50179424000.0,47491560000.0,49752388000.0,48913953000.0,49288647000.0,49064480000.0,49774240000.0,50557407000.0,49146610000.0,48996530000.0
2074.0,50152366000.0,47304600000.0,49719194000.0,48783440000.0,49204716000.0,49029153000.0,49715860000.0,50520486000.0,49049825000.0,48959947000.0
2075.0,50125246000.0,47112815000.0,49655833000.0,48639693000.0,49161495000.0,48963805000.0,49680980000.0,50484093000.0,48942436000.0,48895046000.0
2076.0,50132420000.0,46958240000.0,49592630000.0,48481940000.0,49094357000.0,48885318000.0,49612034000.0,50527703000.0,48869593000.0,48837206000.0
2077.0,50099910000.0,46789150000.0,49570580000.0,48360907000.0,48950490000.0,48837108000.0,49538630000.0,50416615000.0,48737317000.0,48767857000.0
2078.0,50053763000.0,46632590000.0,49520330000.0,48273920000.0,48886206000.0,48775803000.0,49464046000.0,50358047000.0,48633782000.0,48633280000.0
2079.0,50012934000.0,46451340000.0,49640120000.0,48181674000.0,48767635000.0,48720966000.0,49414664000.0,50332807000.0,48535430000.0,48597050000.0
2080.0,49937883000.0,46286246000.0,49417300000.0,48067944000.0,48724120000.0,48651186000.0,49348526000.0,50295500000.0,48462512000.0,48443056000.0
2081.0,49958134000.0,46158100000.0,49369526000.0,48024306000.0,48638440000.0,48577233000.0,49268470000.0,50237730000.0,48388276000.0,48346480000.0
2082.0,49891148000.0,45992563000.0,49329955000.0,47925870000.0,48559750000.0,48518492000.0,49203642000.0,50205688000.0,48300690000.0,48269410000.0
2083.0,49854812000.0,45870256000.0,49259696000.0,47865670000.0,48462995000.0,48461017000.0,49139060000.0,50175787000.0,48233140000.0,48187798000.0
2084.0,49793210000.0,45668774000.0,49825956000.0,47771873000.0,48408535000.0,48395026000.0,49057830000.0,50146914000.0,48138756000.0,48157647000.0
2085.0,49783906000.0,45538505000.0,49202200000.0,47676180000.0,48367587000.0,48330390000.0,48979680000.0,50131464000.0,48089625000.0,48061500000.0
2086.0,49747810000.0,45375960000.0,49111250000.0,47566980000.0,48295150000.0,48291578000.0,48922230000.0,50085265000.0,48009380000.0,47979667000.0
2087.0,49714960000.0,45234800000.0,49446654000.0,47455674000.0,48202908000.0,48195346000.0,48887615000.0,50056163000.0,47916480000.0,47884046000.0
2088.0,49692480000.0,45061770000.0,49048932000.0,47509697000.0,48148910000.0,48111874000.0,48829600000.0,50020160000.0,47840387000.0,47790910000.0
2089.0,49611977000.0,44924813000.0,48901430000.0,47312114000.0,48131215000.0,48109040000.0,48782094000.0,49983906000.0,47772610000.0,47690727000.0
2090.0,49544892000.0,44781600000.0,48841060000.0,47226900000.0,48070746000.0,47967780000.0,48779383000.0,50050834000.0,47720514000.0,47583425000.0
2091.0,49524220000.0,44632113000.0,48797200000.0,47100000000.0,47971170000.0,47903724000.0,48715248000.0,49993440000.0,47666720000.0,47458644000.0
2092.0,49481890000.0,44394310000.0,48698220000.0,46955323000.0,47904930000.0,47890924000.0,48598830000.0,49916744000.0,47582230000.0,47436132000.0
2093.0,49435107000.0,44141867000.0,48623722000.0,46844735000.0,47790486000.0,47831740000.0,48487264000.0,49915466000.0,47571330000.0,47299138000.0
2094.0,49435718000.0,43907617000.0,48537465000.0,46729826000.0,47737078000.0,47732610000.0,48417706000.0,49972163000.0,47462320000.0,47198953000.0
2095.0,49345570000.0,43641545000.0,48543187000.0,46624834000.0,47633770000.0,47685177000.0,48349030000.0,49890832000.0,47392460000.0,47133280000.0
2096.0,49291790000.0,43413920000.0,48441230000.0,46526644000.0,47569744000.0,47587520000.0,48297440000.0,49838002000.0,47271860000.0,47047696000.0
2097.0,49247527000.0,43194356000.0,48377704000.0,46403043000.0,47458010000.0,47523324000.0,48259023000.0,49977405000.0,47209140000.0,46956670000.0
2098.0,49201550000.0,42948563000.0,48674820000.0,46261070000.0,47366130000.0,47469646000.0,48169705000.0,49873764000.0,47126647000.0,46840160000.0
2099.0,49167790000.0,42761650000.0,48439260000.0,46138840000.0,47282946000.0,47429255000.0,48094212000.0,49829458000.0,47191474000.0,46741434000.0
2100.0,49142530000.0,42497282000.0,48331300000.0,46002890000.0,47177466000.0,47349390000.0,48041955000.0,49769730000.0,47009050000.0,46634720000.0
