time,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM5-0,NORESM2-MM,GFDL-ESM4,CESM2,FGOALS-F3-L,MPI-ESM1-2-HR,CESM2-WACCM,EC-EARTH3,MRI-ESM2-0,EC-EARTH3-VEG,INM-CM4-8
2012.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0
2013.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0
2014.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0
2015.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0
2016.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0
2017.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0
2018.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0
2019.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0
2020.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0
2021.0,101822824000.0,102811810000.0,104757880000.0,101831750000.0,103388550000.0,102129230000.0,102056730000.0,100910280000.0,101995405000.0,101927620000.0,101401150000.0,102872875000.0,102035595000.0
2022.0,100605120000.0,100928050000.0,103385840000.0,100752110000.0,102050210000.0,100765835000.0,101431900000.0,99032605000.0,101749350000.0,98705950000.0,98820660000.0,100545160000.0,101118075000.0
2023.0,99161710000.0,99279530000.0,102200460000.0,99814064000.0,99386474000.0,99114260000.0,98879910000.0,97287130000.0,99826885000.0,97059090000.0,96262010000.0,99167396000.0,100863525000.0
2024.0,98426580000.0,98719940000.0,100061470000.0,98143216000.0,97066566000.0,96722850000.0,96167590000.0,95248030000.0,97209320000.0,93813690000.0,95551160000.0,95823480000.0,99911530000.0
2025.0,97111340000.0,97881920000.0,98921470000.0,96427050000.0,96133670000.0,94432985000.0,94684050000.0,93059160000.0,95574670000.0,90301570000.0,93471970000.0,94186730000.0,98750750000.0
2026.0,95170280000.0,95857530000.0,98071860000.0,95453230000.0,95247155000.0,92501344000.0,92457650000.0,91641240000.0,93134635000.0,87042410000.0,91432220000.0,90849610000.0,97435110000.0
2027.0,93150920000.0,94916260000.0,96819700000.0,93189060000.0,93623140000.0,89946200000.0,91112570000.0,90090540000.0,91707320000.0,83260810000.0,87757760000.0,89820740000.0,95216930000.0
2028.0,91108740000.0,93712640000.0,94916640000.0,91492460000.0,91955995000.0,87410830000.0,89307636000.0,87912380000.0,91659890000.0,80828410000.0,87016690000.0,87241880000.0,92707680000.0
2029.0,89992610000.0,93268200000.0,92674600000.0,89114100000.0,91229220000.0,85052860000.0,88226270000.0,85769500000.0,89335990000.0,76791456000.0,84888520000.0,84688110000.0,91285340000.0
2030.0,88269365000.0,92924130000.0,91613190000.0,87890730000.0,89414975000.0,82909720000.0,86846490000.0,83918580000.0,87070150000.0,72129280000.0,82701165000.0,81509420000.0,90201915000.0
2031.0,86542340000.0,90837020000.0,89671840000.0,86113620000.0,87300440000.0,80891036000.0,84560100000.0,80945275000.0,85074395000.0,68473643000.0,80516180000.0,79962776000.0,88766720000.0
2032.0,84900045000.0,88975335000.0,88164360000.0,84618160000.0,85226990000.0,78536070000.0,81763630000.0,78376720000.0,83176930000.0,65634726000.0,79407010000.0,76590770000.0,87224010000.0
2033.0,83083760000.0,85662120000.0,86032720000.0,83267396000.0,84090180000.0,76914580000.0,80072020000.0,76770030000.0,80991490000.0,63079040000.0,77293700000.0,75048120000.0,86518110000.0
2034.0,81655650000.0,84721420000.0,84105585000.0,81108250000.0,82788410000.0,75137170000.0,77736740000.0,75980186000.0,79377690000.0,59065516000.0,75707750000.0,72723470000.0,84554680000.0
2035.0,79917480000.0,83254780000.0,82340100000.0,79205140000.0,82036350000.0,73259430000.0,75390010000.0,74678590000.0,77885964000.0,55778850000.0,73634790000.0,69731560000.0,83068610000.0
2036.0,77237250000.0,81655510000.0,79732550000.0,78173856000.0,80246360000.0,70769800000.0,73357705000.0,72967550000.0,76482390000.0,52665352000.0,70232736000.0,67304403000.0,81167210000.0
2037.0,75641274000.0,80392946000.0,77411254000.0,76791450000.0,80236440000.0,68670108000.0,71137575000.0,70295090000.0,74629140000.0,49325187000.0,66651763000.0,65509320000.0,78827000000.0
2038.0,74855570000.0,79176330000.0,75051120000.0,73590360000.0,78930215000.0,66686157000.0,68946320000.0,68742234000.0,73439855000.0,46609207000.0,64629780000.0,63095840000.0,76805180000.0
2039.0,73170200000.0,78926960000.0,72689385000.0,71563840000.0,76900730000.0,64229482000.0,66996610000.0,66769510000.0,71700820000.0,44535670000.0,61401350000.0,60317550000.0,74346420000.0
2040.0,71906690000.0,78883360000.0,70814015000.0,70087510000.0,75883495000.0,61855855000.0,65539810000.0,64788120000.0,69989950000.0,42824253000.0,59887276000.0,58463597000.0,71748660000.0
2041.0,69676630000.0,76699850000.0,68604006000.0,67904758000.0,74243100000.0,59585130000.0,63448010000.0,62376410000.0,67404990000.0,40726184000.0,57167070000.0,56724128000.0,69259790000.0
2042.0,67196350000.0,75605430000.0,66500776000.0,66015875000.0,72669946000.0,58421363000.0,61856133000.0,60526645000.0,65687605000.0,38509830000.0,54966907000.0,54373163000.0,68564107000.0
2043.0,65323553000.0,74498420000.0,64872220000.0,64396632000.0,71231640000.0,56668942000.0,60800504000.0,57919110000.0,63585358000.0,36757676000.0,52917390000.0,52569100000.0,67228668000.0
2044.0,63128932000.0,73118820000.0,62700620000.0,62116750000.0,69902100000.0,54608683000.0,58636920000.0,55918297000.0,61822880000.0,35088030000.0,50324603000.0,50934956000.0,65277624000.0
2045.0,60344336000.0,73037210000.0,60586530000.0,59985474000.0,69393990000.0,53251670000.0,56650973000.0,53813727000.0,60246110000.0,33813154000.0,48724005000.0,48877814000.0,64284870000.0
2046.0,58498142000.0,72252750000.0,58256945000.0,57676653000.0,67299914000.0,51169650000.0,54942380000.0,52771377000.0,58415596000.0,31959070000.0,46459150000.0,46238900000.0,63541694000.0
2047.0,56641786000.0,71056460000.0,56008675000.0,55720305000.0,66140738000.0,48720085000.0,52943647000.0,50762228000.0,56490013000.0,30727236000.0,44930670000.0,45062226000.0,62170264000.0
2048.0,55686885000.0,69937890000.0,53791270000.0,54475140000.0,63989170000.0,47263875000.0,51280486000.0,48670280000.0,55545577000.0,29488482000.0,43509076000.0,43405218000.0,60520526000.0
2049.0,54158130000.0,68309440000.0,51970535000.0,53209000000.0,62249050000.0,45104000000.0,50329977000.0,47505420000.0,53631304000.0,27685659000.0,41466400000.0,41104757000.0,59470280000.0
2050.0,52570006000.0,66783590000.0,50255204000.0,51182993000.0,60152197000.0,43146437000.0,48287740000.0,45480020000.0,51862390000.0,26801500000.0,40164800000.0,39560310000.0,58636906000.0
2051.0,50572726000.0,65244280000.0,48977027000.0,49212654000.0,59144806000.0,41513468000.0,46345220000.0,44144900000.0,49723675000.0,25948475000.0,38560866000.0,38559425000.0,56350835000.0
2052.0,48474310000.0,64248480000.0,47869030000.0,47476440000.0,58009612000.0,40328802000.0,44889760000.0,42684445000.0,48419344000.0,24692318000.0,36934840000.0,36248695000.0,54345120000.0
2053.0,46194352000.0,62347950000.0,46461583000.0,45645914000.0,56741417000.0,38709610000.0,43405800000.0,40684960000.0,46432653000.0,23257422000.0,35903005000.0,34687030000.0,52285207000.0
2054.0,43667415000.0,60661174000.0,44922720000.0,43606376000.0,55666024000.0,37562280000.0,41400537000.0,39346660000.0,44152115000.0,21904720000.0,34539140000.0,32985570000.0,50994400000.0
2055.0,42171690000.0,59900490000.0,43544500000.0,41595710000.0,54415815000.0,35797140000.0,40218960000.0,37991186000.0,42203165000.0,21029286000.0,33276512000.0,31828392000.0,49553000000.0
2056.0,40379780000.0,59703270000.0,41680945000.0,40141720000.0,52710890000.0,34292914000.0,39286640000.0,36720950000.0,40301765000.0,19908090000.0,32093862000.0,29984612000.0,48775684000.0
2057.0,39522080000.0,57853846000.0,40585896000.0,38616090000.0,50738815000.0,32672380000.0,38088438000.0,35417680000.0,38321280000.0,19094176000.0,30795233000.0,29156389000.0,47653994000.0
2058.0,38435270000.0,56443433000.0,39102810000.0,37046026000.0,50095820000.0,31886105000.0,36952570000.0,34287483000.0,36630570000.0,18261360000.0,29945242000.0,28064586000.0,46531084000.0
2059.0,36801212000.0,54914190000.0,37250023000.0,35711470000.0,49309475000.0,30717030000.0,35365917000.0,32912620000.0,35494457000.0,17540772000.0,28848630000.0,27322888000.0,44240003000.0
2060.0,35286430000.0,53179294000.0,35582538000.0,34706088000.0,47651800000.0,29378505000.0,34202755000.0,31405654000.0,34122906000.0,16672820000.0,27780299000.0,26349040000.0,43005310000.0
2061.0,33368836000.0,52071670000.0,34831230000.0,33835980000.0,46689250000.0,28316842000.0,33138620000.0,30118871000.0,32353362000.0,16100789000.0,27052206000.0,25279506000.0,41872740000.0
2062.0,31862108000.0,51286184000.0,33775352000.0,32396763000.0,45433260000.0,27284912000.0,31663317000.0,28814100000.0,30969537000.0,15241631000.0,25707760000.0,24036133000.0,40026694000.0
2063.0,29780062000.0,50253020000.0,32948680000.0,31285334000.0,44310230000.0,26177110000.0,30308483000.0,27818248000.0,29838641000.0,14532388000.0,24937234000.0,22980180000.0,38997225000.0
2064.0,28133794000.0,48687317000.0,32243290000.0,29912430000.0,43702290000.0,25603078000.0,29321611000.0,26603020000.0,28492556000.0,13807286000.0,24408560000.0,22232044000.0,37779460000.0
2065.0,26433896000.0,47202644000.0,31010679000.0,28883413000.0,42467815000.0,24623670000.0,27846621000.0,25165076000.0,27168426000.0,13172018000.0,23685358000.0,20894010000.0,37046858000.0
2066.0,24670028000.0,45194840000.0,29873189000.0,27910998000.0,41469882000.0,23772850000.0,27018300000.0,24073923000.0,26338520000.0,12584467000.0,23061658000.0,19995460000.0,36285043000.0
2067.0,23196512000.0,44144710000.0,29719833000.0,26929166000.0,40288924000.0,22840775000.0,26018576000.0,23342760000.0,25508088000.0,12185547000.0,22256050000.0,19044140000.0,35259130000.0
2068.0,21925626000.0,42831757000.0,28912798000.0,25902828000.0,39576154000.0,22272754000.0,24892815000.0,22799204000.0,24547779000.0,11655064000.0,21397305000.0,17972236000.0,33997234000.0
2069.0,20853918000.0,42193953000.0,27944060000.0,25340004000.0,38072926000.0,21494465000.0,23683332000.0,21799617000.0,23453800000.0,11060031000.0,20702710000.0,17021745000.0,33195358000.0
2070.0,19710833000.0,41192497000.0,26923534000.0,24558932000.0,36422750000.0,20484792000.0,22883420000.0,20735283000.0,22445922000.0,10654734000.0,20131785000.0,16148367000.0,31870534000.0
2071.0,18597376000.0,40013304000.0,26147535000.0,23650480000.0,34998686000.0,19718190000.0,22273729000.0,20180632000.0,21279377000.0,10393228000.0,19615914000.0,15474530000.0,30810500000.0
2072.0,17329433000.0,39177003000.0,25830100000.0,22745225000.0,34007960000.0,19115958000.0,21528875000.0,19765934000.0,20195738000.0,10099014000.0,18809104000.0,14770801000.0,29362178000.0
2073.0,16393071000.0,37609095000.0,25111343000.0,21612732000.0,33431235000.0,18404698000.0,20788429000.0,18991317000.0,19401126000.0,9810296000.0,18194295000.0,14120154000.0,28661473000.0
2074.0,15225557000.0,37035500000.0,24374129000.0,20696498000.0,32439036000.0,17625360000.0,19985848000.0,18183516000.0,18477844000.0,9498199000.0,17659589000.0,13594093000.0,28071625000.0
2075.0,14345330000.0,36550898000.0,23398754000.0,19888902000.0,31537443000.0,17128937000.0,19179762000.0,17641590000.0,17455395000.0,9161380000.0,17320300000.0,13157493000.0,27143875000.0
2076.0,13718164000.0,35824316000.0,22835354000.0,19400172000.0,30613412000.0,16557731000.0,18516892000.0,17270422000.0,16927640000.0,8702190000.0,17131428000.0,12578503000.0,26326954000.0
2077.0,12939382000.0,35751570000.0,22250174000.0,18918810000.0,29831018000.0,15979967000.0,17934098000.0,16627910000.0,16200567000.0,8452744000.0,16643909000.0,12029871000.0,25358604000.0
2078.0,12408828000.0,35046945000.0,21220657000.0,18222043000.0,29057350000.0,15243109000.0,17290787000.0,16069869000.0,15585668000.0,8234063400.0,16010346000.0,11539368000.0,24726760000.0
2079.0,11831453000.0,33878032000.0,20657228000.0,17557273000.0,28231911000.0,14506200000.0,16567004000.0,15681709000.0,14976330000.0,7942180000.0,15318843000.0,11137778000.0,24203750000.0
2080.0,11248340000.0,33216168000.0,19896164000.0,17075160000.0,27271055000.0,13890840000.0,16182429000.0,15625473000.0,14503380000.0,7756327400.0,14840569000.0,10683272000.0,23328512000.0
2081.0,10748185000.0,32443011000.0,19194913000.0,16517030000.0,26303891000.0,13347726000.0,15637623000.0,15315101000.0,14297174000.0,7465369000.0,14389059000.0,10418620000.0,22581460000.0
2082.0,10293218000.0,31868977000.0,18852893000.0,15763456000.0,25545744000.0,12761546000.0,14936130000.0,14676803000.0,13658950000.0,7295942000.0,14007023000.0,10185922000.0,22509765000.0
2083.0,10001854000.0,30654173000.0,18268596000.0,14991704000.0,24946622000.0,12433915000.0,14544521000.0,14243794000.0,13134942000.0,7074054700.0,13650622000.0,9830446000.0,21913805000.0
2084.0,9689788000.0,29689625000.0,18091983000.0,14239029000.0,24201370000.0,12040540000.0,14116889000.0,13850906000.0,12665477000.0,6782134000.0,13445328000.0,9553499000.0,21359782000.0
2085.0,9359788000.0,29154193000.0,17400852000.0,13657353000.0,23131638000.0,11595089000.0,13725159000.0,13514978000.0,12359318000.0,6652570600.0,12898873000.0,9273480000.0,20650790000.0
2086.0,9101637000.0,28381555000.0,16978450000.0,13109361000.0,22373260000.0,11157814000.0,13282993000.0,13200180000.0,11998772000.0,6429168000.0,12725146000.0,9052025000.0,20277252000.0
2087.0,8851384000.0,27539167000.0,16559627000.0,12650294000.0,21573335000.0,10681615000.0,12893969000.0,12907360000.0,11477716000.0,6266147300.0,12368572000.0,8774788000.0,19531188000.0
2088.0,8598756000.0,27003525000.0,16061428000.0,12422558000.0,21164954000.0,10342696000.0,12560958000.0,12578717000.0,11272895000.0,6077096400.0,11853028000.0,8542049000.0,19069284000.0
2089.0,8396991000.0,26315223000.0,15701420000.0,12076997000.0,20354527000.0,10111081000.0,12358669000.0,12358788000.0,10955224000.0,5914006000.0,11595149000.0,8321499000.0,18571022000.0
2090.0,8256616400.0,25567965000.0,15406294000.0,11563383000.0,19791213000.0,9877338000.0,12033140000.0,12003496000.0,10778401000.0,5762270000.0,11371167000.0,7995487700.0,17867143000.0
2091.0,8024644000.0,25516290000.0,14980300000.0,11213463000.0,18985546000.0,9640282000.0,11840479000.0,11709219000.0,10485621000.0,5555534300.0,10970874000.0,7774191600.0,17386793000.0
2092.0,7848263700.0,24273258000.0,14685603000.0,10822809000.0,18356677000.0,9357000000.0,11594413000.0,11401331000.0,10240348000.0,5414954500.0,10559975000.0,7556443600.0,16593550000.0
2093.0,7731322000.0,23683040000.0,14306591000.0,10551907000.0,17603602000.0,9317733000.0,11486591000.0,11112375000.0,9953664000.0,5234493000.0,10378887000.0,7347251000.0,16129021000.0
2094.0,7546620000.0,23290014000.0,14005605000.0,10250787000.0,16908837000.0,8960019000.0,11277371000.0,10812169000.0,9748274000.0,5049480700.0,10328577000.0,7025682400.0,15460589000.0
2095.0,7360643000.0,23002740000.0,13918641000.0,10114439000.0,16278278000.0,8734011000.0,10946442000.0,10601900000.0,9543250000.0,4883266000.0,10175968000.0,6885432000.0,15286632000.0
2096.0,7072288000.0,22705928000.0,13681453000.0,9737592000.0,15688998000.0,8617058000.0,10672322000.0,10397270000.0,9214924000.0,4634560500.0,9975354000.0,6731639300.0,14933565000.0
2097.0,6920305700.0,22009500000.0,13429754000.0,9481590000.0,15026875000.0,8364957000.0,10563939000.0,10110755000.0,9064810000.0,4422767600.0,9776624000.0,6492096000.0,14516903000.0
2098.0,6766360000.0,21438546000.0,13144847000.0,9281010000.0,14495242000.0,8239632400.0,10521250000.0,10010850000.0,8892289000.0,4204972300.0,9649591000.0,6263027700.0,14310694000.0
2099.0,6631731700.0,20885406000.0,12922771000.0,9088117000.0,14323400000.0,8104941600.0,10265447000.0,10027130000.0,8696950000.0,4066340000.0,9518860000.0,6131068000.0,13870359000.0
2100.0,6339705000.0,20202222000.0,12559738000.0,8835249000.0,14094817000.0,8040195600.0,10154346000.0,9768368000.0,8447388000.0,3900517000.0,9407961000.0,6000556500.0,13365684000.0
