time,MRI-ESM2-0,GFDL-ESM4,TAIESM1,ACCESS-ESM1-5,IPSL-CM6A-LR,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3-VEG,NORESM2-MM,CMCC-CM2-SR5,EC-EARTH3,CESM2,CANESM5,BCC-CSM2-MR,FGOALS-F3-L,INM-CM4-8,INM-CM5-0,ACCESS-CM2,MPI-ESM1-2-HR
2013.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0
2014.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0
2015.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0
2016.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0
2017.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0
2018.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0
2019.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0
2020.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0
2021.0,40605260000.0,40582810000.0,40523350000.0,40571300000.0,40664326000.0,40615395000.0,40695575000.0,40641167000.0,40588513000.0,40733550000.0,40586580000.0,40596644000.0,40549822000.0,40610673000.0,40592090000.0,40582730000.0,40572506000.0,40570864000.0,40606437000.0
2022.0,40586780000.0,40507142000.0,40488583000.0,40582620000.0,40521744000.0,40640037000.0,40710955000.0,40502153000.0,40532832000.0,40577397000.0,40514785000.0,40553357000.0,40490700000.0,40596310000.0,40550253000.0,40515100000.0,40529020000.0,40485528000.0,40871866000.0
2023.0,40506690000.0,40473207000.0,40417540000.0,40508980000.0,40487342000.0,40532910000.0,40754370000.0,40437450000.0,40487014000.0,40524690000.0,40476316000.0,40495964000.0,40428780000.0,40496950000.0,40550960000.0,40541180000.0,40489718000.0,40439443000.0,40656610000.0
2024.0,40451480000.0,40412160000.0,40349520000.0,40461464000.0,40528912000.0,40485044000.0,40652200000.0,40376566000.0,40481075000.0,40464237000.0,40398488000.0,40437592000.0,40368583000.0,40467210000.0,40470827000.0,40497676000.0,40426020000.0,40480203000.0,40525038000.0
2025.0,40407073000.0,40386680000.0,40284110000.0,40397070000.0,40412115000.0,40419760000.0,40548050000.0,40329683000.0,40442266000.0,40410915000.0,40332325000.0,40377250000.0,40266660000.0,40469668000.0,40428933000.0,40394584000.0,40388837000.0,40410964000.0,40460554000.0
2026.0,40348873000.0,40324110000.0,40241490000.0,40423950000.0,40331660000.0,40375497000.0,40451780000.0,40279945000.0,40475650000.0,40381936000.0,40305996000.0,40346430000.0,40271490000.0,40371905000.0,40490148000.0,40327107000.0,40335150000.0,40409960000.0,40402150000.0
2027.0,40292690000.0,40267715000.0,40137273000.0,40369664000.0,40289480000.0,40331534000.0,40407540000.0,40215917000.0,40338633000.0,40315044000.0,40254140000.0,40303104000.0,40186057000.0,40443576000.0,40365027000.0,40271286000.0,40280334000.0,40308350000.0,40376095000.0
2028.0,40234156000.0,40234148000.0,40056025000.0,40294030000.0,40238895000.0,40336540000.0,40327420000.0,40235647000.0,40273134000.0,40260280000.0,40177100000.0,40223875000.0,40077177000.0,40335802000.0,40298897000.0,40228217000.0,40409276000.0,40255525000.0,40324190000.0
2029.0,40189240000.0,40181064000.0,39969235000.0,40258590000.0,40167080000.0,40355557000.0,40250225000.0,40119500000.0,40208320000.0,40195280000.0,40099906000.0,40158663000.0,39983130000.0,40226898000.0,40254046000.0,40167653000.0,40225698000.0,40188310000.0,40363844000.0
2030.0,40147476000.0,40174060000.0,39865420000.0,40440787000.0,40112226000.0,40234610000.0,40183430000.0,40060637000.0,40120780000.0,40153215000.0,40024285000.0,40083087000.0,39914800000.0,40166855000.0,40264225000.0,40100810000.0,40153076000.0,40139310000.0,40314050000.0
2031.0,40208630000.0,40086807000.0,39733610000.0,40203866000.0,40068997000.0,40216277000.0,40137960000.0,40033755000.0,40056090000.0,40127490000.0,39958163000.0,39994003000.0,39825710000.0,40131800000.0,40258257000.0,40088580000.0,40082555000.0,40132477000.0,40228442000.0
2032.0,40086417000.0,40020824000.0,39598820000.0,40117404000.0,39977345000.0,40165253000.0,40140132000.0,39968383000.0,40010396000.0,40034400000.0,39881870000.0,39958934000.0,39805534000.0,40164938000.0,40160735000.0,40080260000.0,40037200000.0,40020340000.0,40152830000.0
2033.0,40016940000.0,40025264000.0,39490597000.0,40031000000.0,40012198000.0,40055350000.0,40038146000.0,39874810000.0,39970820000.0,39952170000.0,39776620000.0,39855616000.0,39622603000.0,40034062000.0,40081200000.0,39952253000.0,39965910000.0,39933034000.0,40096530000.0
2034.0,39927900000.0,39927890000.0,39292220000.0,39961584000.0,39868790000.0,39973278000.0,39971373000.0,39885804000.0,39887610000.0,39883230000.0,39677886000.0,39767822000.0,39508400000.0,40026116000.0,40033575000.0,39944315000.0,39921740000.0,39861113000.0,40045890000.0
2035.0,39850824000.0,39870874000.0,39110263000.0,39917593000.0,39811424000.0,39886590000.0,39896590000.0,39744623000.0,39827060000.0,39800013000.0,39566060000.0,39687844000.0,39416380000.0,39920984000.0,39979710000.0,39831327000.0,39858870000.0,39770145000.0,39995120000.0
2036.0,39785767000.0,39800370000.0,38937473000.0,39836774000.0,39722578000.0,39768150000.0,39863497000.0,39705264000.0,39786676000.0,39700540000.0,39462846000.0,39580725000.0,39260283000.0,39906992000.0,39937528000.0,39781134000.0,39908160000.0,39661570000.0,39962680000.0
2037.0,39688716000.0,39778603000.0,38688010000.0,39767200000.0,39703052000.0,39692034000.0,39835440000.0,39728636000.0,39769633000.0,39608283000.0,39351290000.0,39482240000.0,39145830000.0,39880385000.0,39842922000.0,39677207000.0,39738030000.0,39567024000.0,39880286000.0
2038.0,39594177000.0,39730050000.0,38423720000.0,39703982000.0,39548900000.0,39578763000.0,39721054000.0,39569940000.0,39664992000.0,39477297000.0,39251354000.0,39377994000.0,38974173000.0,39783930000.0,39759745000.0,39601414000.0,39660430000.0,39469310000.0,39807970000.0
2039.0,39485506000.0,39651030000.0,38224240000.0,39617730000.0,39541340000.0,39450116000.0,39666470000.0,39394200000.0,39587123000.0,39377590000.0,39121367000.0,39289627000.0,38834258000.0,39668486000.0,39683610000.0,39496410000.0,39631120000.0,39405900000.0,39736810000.0
2040.0,39436714000.0,39538393000.0,37967876000.0,39590790000.0,39414145000.0,39293350000.0,39679580000.0,39291350000.0,39472590000.0,39250320000.0,38956618000.0,39133810000.0,38702944000.0,39616803000.0,39637770000.0,39409283000.0,39534797000.0,39317684000.0,39670050000.0
2041.0,39291814000.0,39464730000.0,37605753000.0,39498110000.0,39286927000.0,39147820000.0,39498285000.0,39185490000.0,39418950000.0,39164617000.0,38797087000.0,39022547000.0,38534898000.0,39550927000.0,39527686000.0,39317422000.0,39445040000.0,39234990000.0,39584223000.0
2042.0,39206363000.0,39379080000.0,37252284000.0,39367356000.0,39165596000.0,38984647000.0,39460106000.0,39073354000.0,39332344000.0,39033872000.0,38585836000.0,38889050000.0,38367916000.0,39436915000.0,39467370000.0,39235297000.0,39366177000.0,39088290000.0,39524430000.0
2043.0,39066374000.0,39322660000.0,36945924000.0,39347610000.0,39031420000.0,38821160000.0,39406280000.0,38949790000.0,39287280000.0,38970454000.0,38396730000.0,38725690000.0,38148887000.0,39336477000.0,39359030000.0,39115244000.0,39324550000.0,38961873000.0,39471380000.0
2044.0,38905463000.0,39222424000.0,36584636000.0,39234310000.0,38897287000.0,38578700000.0,39396418000.0,38817735000.0,39114502000.0,38756410000.0,38208390000.0,38530253000.0,37893450000.0,39293420000.0,39259750000.0,38997926000.0,39220410000.0,38823710000.0,39454163000.0
2045.0,38750870000.0,39112745000.0,36160614000.0,39133147000.0,38729236000.0,38376006000.0,39320363000.0,38683320000.0,38973520000.0,38594613000.0,37991625000.0,38314810000.0,37660123000.0,39185412000.0,39214590000.0,38853020000.0,39122924000.0,38692540000.0,39401226000.0
2046.0,38522520000.0,38999486000.0,35727400000.0,39018357000.0,38563946000.0,38171378000.0,39238690000.0,38554587000.0,38850085000.0,38397840000.0,37690670000.0,38122060000.0,37435486000.0,39073264000.0,39080608000.0,38747750000.0,39039300000.0,38549897000.0,39263910000.0
2047.0,38336510000.0,38891320000.0,35185627000.0,38894944000.0,38389273000.0,37974710000.0,39200104000.0,38366590000.0,38731846000.0,38218360000.0,37367448000.0,37923123000.0,37167850000.0,38941463000.0,38993826000.0,38590345000.0,38938460000.0,38385676000.0,39238394000.0
2048.0,38077243000.0,38732290000.0,34701320000.0,38761562000.0,38172110000.0,37772595000.0,39068918000.0,38253654000.0,38567510000.0,38001380000.0,37021495000.0,37654327000.0,36852100000.0,38821093000.0,38885364000.0,38446260000.0,38829375000.0,38216036000.0,39087477000.0
2049.0,37829562000.0,38630646000.0,34192820000.0,38744740000.0,37935040000.0,37510940000.0,39030424000.0,38028300000.0,38394556000.0,37742846000.0,36709590000.0,37523366000.0,36506665000.0,38710890000.0,38796345000.0,38278406000.0,38721425000.0,38081516000.0,39067740000.0
2050.0,37567926000.0,38501550000.0,33540729000.0,38574002000.0,37658014000.0,37209928000.0,38933398000.0,37865170000.0,38327816000.0,37466104000.0,36370460000.0,37261560000.0,36132360000.0,38578917000.0,38671010000.0,38074850000.0,38637890000.0,37882462000.0,38905037000.0
2051.0,37289427000.0,38466700000.0,33024252000.0,38398206000.0,37409000000.0,36881910000.0,38878050000.0,37639010000.0,38111592000.0,37289423000.0,35998114000.0,36996575000.0,35780936000.0,38420270000.0,38562790000.0,37897060000.0,38505040000.0,37655343000.0,38813710000.0
2052.0,37066830000.0,38237835000.0,32428143000.0,38282890000.0,37166535000.0,36625293000.0,38768095000.0,37461393000.0,37945557000.0,37014864000.0,35589513000.0,36709480000.0,35352015000.0,38274270000.0,38410270000.0,37679840000.0,38406308000.0,37454545000.0,38806913000.0
2053.0,36792795000.0,38075980000.0,31781108000.0,38155260000.0,36857418000.0,36288733000.0,38656463000.0,37262710000.0,37790950000.0,36778760000.0,35239010000.0,36432360000.0,34957470000.0,38070645000.0,38323663000.0,37485310000.0,38263902000.0,37241920000.0,38641865000.0
2054.0,36424240000.0,37911850000.0,31056996000.0,38064644000.0,36537418000.0,35956974000.0,38592487000.0,36990267000.0,37597938000.0,36433390000.0,34848590000.0,36210970000.0,34547077000.0,37957964000.0,38250074000.0,37277405000.0,38129060000.0,37035733000.0,38476382000.0
2055.0,36050567000.0,37742395000.0,30326262000.0,37872440000.0,36197980000.0,35647100000.0,38514545000.0,36759750000.0,37395616000.0,36104348000.0,34373784000.0,35820286000.0,34207975000.0,37775983000.0,38214377000.0,37073625000.0,37951058000.0,36854790000.0,38402900000.0
2056.0,35732705000.0,37563280000.0,29642703000.0,37755367000.0,35782600000.0,35305288000.0,38351280000.0,36439270000.0,37198434000.0,35797828000.0,33922474000.0,35478160000.0,33790167000.0,37754660000.0,37996440000.0,36846620000.0,37813640000.0,36595950000.0,38333480000.0
2057.0,35414024000.0,37393540000.0,28919673000.0,37555360000.0,35367220000.0,34912390000.0,38317515000.0,36210745000.0,36966568000.0,35471000000.0,33452830000.0,35086373000.0,33357560000.0,37508260000.0,37837380000.0,36648292000.0,37646510000.0,36340806000.0,38216827000.0
2058.0,35091880000.0,37239796000.0,28374018000.0,37326540000.0,35105330000.0,34523263000.0,38164095000.0,35895760000.0,36780286000.0,35087184000.0,33020142000.0,34786808000.0,32849814000.0,37320204000.0,37662544000.0,36415095000.0,37502600000.0,36068045000.0,38067417000.0
2059.0,34727310000.0,37108924000.0,27700748000.0,37145390000.0,34678305000.0,34067997000.0,38015717000.0,35557716000.0,36506075000.0,34702856000.0,32477460000.0,34379080000.0,32451025000.0,37140754000.0,37494428000.0,36140675000.0,37292716000.0,35720913000.0,37924310000.0
2060.0,34428195000.0,36959986000.0,27172360000.0,36947767000.0,34268699000.0,33678930000.0,38000718000.0,35203383000.0,36307130000.0,34332130000.0,31957109000.0,33958005000.0,32013892000.0,36981480000.0,37401350000.0,35886694000.0,37126156000.0,35445650000.0,37900386000.0
2061.0,34009240000.0,36817215000.0,26609267000.0,36735476000.0,33846317000.0,33233353000.0,37877645000.0,34758586000.0,36020720000.0,33962100000.0,31445047000.0,33652937000.0,31512185000.0,36748198000.0,37220800000.0,35631760000.0,36902015000.0,35162804000.0,37675803000.0
2062.0,33534919000.0,36616106000.0,25927039000.0,36478060000.0,33267345000.0,32838461000.0,37748265000.0,34365555000.0,35753214000.0,33503085000.0,30933137000.0,33192282000.0,30974024000.0,36525445000.0,37070193000.0,35354055000.0,36678740000.0,34921923000.0,37530580000.0
2063.0,33242130000.0,36413854000.0,25378920000.0,36256050000.0,32653179000.0,32365814000.0,37667926000.0,33943160000.0,35485725000.0,33053500000.0,30467936000.0,32866568000.0,30390006000.0,36396430000.0,36913476000.0,35068400000.0,36450430000.0,34613740000.0,37393617000.0
2064.0,32906426000.0,36246470000.0,24811854000.0,36084605000.0,32116412000.0,31943369000.0,37545726000.0,33549054000.0,35129614000.0,32577630000.0,29891120000.0,32406479000.0,29855842000.0,36187193000.0,36740846000.0,34765554000.0,36252740000.0,34264134000.0,37237990000.0
2065.0,32609516000.0,35988115000.0,24217068000.0,35888430000.0,31533076000.0,31518760000.0,37596377000.0,33131344000.0,34929540000.0,32017793000.0,29365189000.0,31971338000.0,29359884000.0,35947233000.0,36547277000.0,34425217000.0,36022125000.0,33869371000.0,37068923000.0
2066.0,32275163000.0,35749773000.0,23702665000.0,35655995000.0,30835618000.0,31044053000.0,37381657000.0,32642413000.0,34562700000.0,31460979000.0,28821453000.0,31579101000.0,28855849000.0,35659497000.0,36289750000.0,34162725000.0,35856050000.0,33542564000.0,36907635000.0
2067.0,31853306000.0,35516654000.0,23218477000.0,35478100000.0,30208948000.0,30567746000.0,37240762000.0,32156475000.0,34209070000.0,30933770000.0,28270823000.0,31072719000.0,28381805000.0,35458925000.0,36064230000.0,33875890000.0,35634786000.0,33177410000.0,36712976000.0
2068.0,31468910000.0,35253924000.0,22683308000.0,35271918000.0,29615622000.0,30101748000.0,37124970000.0,31629824000.0,33858020000.0,30321690000.0,27710747000.0,30670629000.0,27837356000.0,35217120000.0,35780720000.0,33536496000.0,35365073000.0,32801964000.0,36504300000.0
2069.0,31057584000.0,35045876000.0,22146691000.0,35045306000.0,29065656000.0,29603120000.0,37152510000.0,31022404000.0,33507426000.0,29676497000.0,27076774000.0,30097918000.0,27261217000.0,35038114000.0,35526260000.0,33252807000.0,35115140000.0,32395422000.0,36297440000.0
2070.0,30596905000.0,34784453000.0,21609538000.0,34807575000.0,28473868000.0,29079239000.0,36956000000.0,30491982000.0,33142026000.0,29091043000.0,26468000000.0,29601858000.0,26838794000.0,34843940000.0,35323433000.0,32952234000.0,34890887000.0,32015356000.0,36155482000.0
2071.0,30217091000.0,34491916000.0,21096638000.0,34579910000.0,27839787000.0,28715147000.0,36806040000.0,29915042000.0,32760502000.0,28598114000.0,25921341000.0,29138852000.0,26423423000.0,34450702000.0,35078193000.0,32609604000.0,34677068000.0,31680870000.0,35971340000.0
2072.0,29815312000.0,34229666000.0,20463649000.0,34359106000.0,27084954000.0,28209406000.0,36543220000.0,29315793000.0,32373027000.0,28033001000.0,25410360000.0,28772830000.0,25921178000.0,34223598000.0,34930786000.0,32253290000.0,34395357000.0,31217920000.0,35778520000.0
2073.0,29431558000.0,33935374000.0,19971131000.0,34016242000.0,26367652000.0,27697627000.0,36488300000.0,28736723000.0,31964070000.0,27423484000.0,24920953000.0,28149510000.0,25334012000.0,33967110000.0,34758943000.0,31898487000.0,34162446000.0,30855852000.0,35560784000.0
2074.0,29047863000.0,33693696000.0,19281514000.0,33792035000.0,25664578000.0,27106503000.0,36305690000.0,28160821000.0,31565275000.0,26859320000.0,24346067000.0,27626938000.0,24688310000.0,33476045000.0,34507293000.0,31555168000.0,33962095000.0,30486618000.0,35472073000.0
2075.0,28602930000.0,33324771000.0,18527443000.0,33523806000.0,24913725000.0,26603358000.0,36150430000.0,27621999000.0,31221880000.0,26317100000.0,23778683000.0,27210965000.0,24239016000.0,33119732000.0,34278210000.0,31129682000.0,33745254000.0,30063278000.0,35211830000.0
2076.0,28208624000.0,33086050000.0,17847511000.0,33229850000.0,24230113000.0,26059414000.0,35973607000.0,26956118000.0,30891393000.0,25742215000.0,23222410000.0,26709068000.0,23526550000.0,32895904000.0,33988162000.0,30751625000.0,33476815000.0,29657494000.0,34977145000.0
2077.0,27780114000.0,32753179000.0,17179352000.0,33044206000.0,23486986000.0,25490766000.0,35860283000.0,26337001000.0,30439390000.0,25168974000.0,22726982000.0,26213165000.0,22926588000.0,32641389000.0,33677832000.0,30421305000.0,33212000000.0,29198240000.0,34769740000.0
2078.0,27376706000.0,32464054000.0,16326575000.0,32647416000.0,22630230000.0,24956885000.0,35647615000.0,25758763000.0,30076852000.0,24524740000.0,22083170000.0,25688690000.0,22406523000.0,32281995000.0,33361641000.0,30110994000.0,32960274000.0,28639566000.0,34606715000.0
2079.0,26862980000.0,32150227000.0,15729343000.0,32379347000.0,21915093000.0,24401380000.0,35460272000.0,25160174000.0,29624244000.0,23962020000.0,21628960000.0,25036716000.0,21892155000.0,31878814000.0,33093680000.0,29772933000.0,32720382000.0,28250257000.0,34359837000.0
2080.0,26471940000.0,31846457000.0,15113270000.0,32104931000.0,20941398000.0,23776710000.0,35298700000.0,24587502000.0,29309075000.0,23337410000.0,21076510000.0,24459114000.0,21416150000.0,31516795000.0,32765980000.0,29410054000.0,32450742000.0,27769367000.0,34240758000.0
2081.0,25971802000.0,31521319000.0,14608003000.0,31796597000.0,20205170000.0,23261172000.0,35114760000.0,23966317000.0,28856967000.0,22819617000.0,20439196000.0,23768848000.0,20720306000.0,31165794000.0,32409268000.0,29033910000.0,32110735000.0,27321004000.0,34006866000.0
2082.0,25497727000.0,31215649000.0,14043916000.0,31481780000.0,19254428000.0,22553387000.0,34946277000.0,23403817000.0,28410083000.0,22213442000.0,19889373000.0,23230830000.0,20024406000.0,30787717000.0,32077169000.0,28708196000.0,31805491000.0,26906534000.0,33806020000.0
2083.0,25027189000.0,30972400000.0,13684959000.0,31147098000.0,18552260000.0,21990824000.0,34779574000.0,22933903000.0,28062106000.0,21663072000.0,19290128000.0,22617614000.0,19498678000.0,30377292000.0,31660024000.0,28297509000.0,31538618000.0,26449355000.0,33592873000.0
2084.0,24471448000.0,30568534000.0,13108564000.0,30774518000.0,17714166000.0,21372058000.0,34687530000.0,22270929000.0,27653315000.0,21069154000.0,18555767000.0,22049511000.0,18916395000.0,29897878000.0,31130390000.0,27899920000.0,31248216000.0,26030076000.0,33470930000.0
2085.0,24099470000.0,30271203000.0,12761795000.0,30581387000.0,17068870000.0,20886686000.0,34470646000.0,21669435000.0,27285422000.0,20491506000.0,17959346000.0,21384694000.0,18420005000.0,29518068000.0,30793320000.0,27545952000.0,30952643000.0,25632764000.0,33241373000.0
2086.0,23701430000.0,29919113000.0,12347131000.0,30163587000.0,16277671000.0,20276218000.0,34180592000.0,21079894000.0,26902004000.0,19943105000.0,17251226000.0,20721172000.0,17837009000.0,29098097000.0,30472260000.0,27214942000.0,30658875000.0,25097738000.0,33001159000.0
2087.0,23330632000.0,29543810000.0,11868148000.0,29810596000.0,15508905000.0,19661220000.0,33998715000.0,20470374000.0,26413752000.0,19410792000.0,16292730000.0,20000170000.0,17370647000.0,28694075000.0,30069174000.0,26825693000.0,30318035000.0,24610380000.0,32883546000.0
2088.0,22845913000.0,29156078000.0,11357854000.0,29375236000.0,14747085000.0,18777328000.0,33757778000.0,19812098000.0,25997660000.0,18413462000.0,15612573000.0,19161010000.0,16731908000.0,28176038000.0,29734646000.0,26555881000.0,30004781000.0,24112600000.0,32592170000.0
2089.0,22448419000.0,28834630000.0,10928148000.0,29039915000.0,14079323000.0,18162194000.0,33522688000.0,19090008000.0,25433678000.0,17755542000.0,14893841000.0,18669965000.0,16228851000.0,27562520000.0,29366704000.0,26201995000.0,29692450000.0,23613057000.0,32329790000.0
2090.0,22042642000.0,28452336000.0,10557564000.0,28954630000.0,13434938000.0,17397381000.0,33298608000.0,18266794000.0,25021910000.0,16992159000.0,14278966000.0,18030959000.0,15647417000.0,27152261000.0,28971655000.0,25923308000.0,29381233000.0,23090397000.0,32139745000.0
2091.0,21638345000.0,28112360000.0,10049970000.0,28445380000.0,12672425000.0,16799690000.0,33066156000.0,17555296000.0,24545320000.0,16494156000.0,13662746000.0,17365907000.0,15180137000.0,26767555000.0,28619807000.0,25568879000.0,29039213000.0,22553530000.0,31834546000.0
2092.0,21024830000.0,27736826000.0,9630156000.0,28000172000.0,12103000000.0,16089788000.0,32894940000.0,16728833000.0,24130154000.0,15862352000.0,13191493000.0,16691857000.0,14707639000.0,26246842000.0,28140614000.0,25208660000.0,28685760000.0,22057736000.0,31584717000.0
2093.0,20542136000.0,27401669000.0,9296815000.0,27618226000.0,11467475000.0,15466094000.0,32676559000.0,16134820000.0,23682260000.0,15285174000.0,12642955000.0,16120126000.0,14235724000.0,25836747000.0,27839110000.0,24824830000.0,28357472000.0,21534943000.0,31287149000.0
2094.0,20117467000.0,27065864000.0,8960760000.0,27231853000.0,10929410000.0,14730166000.0,32489718000.0,15446086000.0,23238947000.0,14618990000.0,12271609000.0,15343693000.0,13769806000.0,25571539000.0,27509030000.0,24474483000.0,28040137000.0,20731703000.0,31039992000.0
2095.0,19657873000.0,26707646000.0,8519077400.0,26935894000.0,10332083000.0,14067338000.0,32291672000.0,14749356000.0,22763794000.0,14059362000.0,11787184000.0,14756305000.0,13257872000.0,25190710000.0,27247294000.0,24039186000.0,27686556000.0,20178692000.0,30737205000.0
2096.0,19191394000.0,26319462000.0,8158953500.0,26671213000.0,9720586000.0,13421375000.0,32150995000.0,14063922000.0,22064888000.0,13473517000.0,11366781000.0,14087903000.0,12721288000.0,24866107000.0,26871134000.0,23737625000.0,27313146000.0,19563696000.0,30468344000.0
2097.0,18759879000.0,25867244000.0,7824400000.0,26147131000.0,9187311000.0,12908971000.0,31928211000.0,13486207000.0,21377606000.0,12977876000.0,10884432000.0,13532254000.0,12245499000.0,24418288000.0,26522587000.0,23426972000.0,27006155000.0,19078314000.0,30215178000.0
