time,TAIESM1,IPSL-CM6A-LR,CNRM-CM6-1,CESM2-WACCM,IITM-ESM,CANESM5,MPI-ESM1-2-HR,UKESM1-0-LL,GFDL-ESM4,CNRM-ESM2-1,EC-EARTH3,MRI-ESM2-0,KACE-1-0-G,MIROC6
2010.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0
2011.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0
2012.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0
2013.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0
2014.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0
2015.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0
2016.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0
2017.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0
2018.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0
2019.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0
2020.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0
2021.0,2626621200.0,2633690400.0,2684606500.0,2646859000.0,2648817200.0,2615309600.0,2624933600.0,2608791300.0,2614656800.0,2619079000.0,2622717700.0,2652605000.0,2626259700.0,2637545500.0
2022.0,2609101300.0,2731752000.0,2679554600.0,2615272000.0,2617238300.0,2607275000.0,2621438200.0,2600226600.0,2606566400.0,2632345600.0,2603016200.0,2639007500.0,2612390400.0,2624807000.0
2023.0,2598219300.0,2632788700.0,2627729000.0,2607785500.0,2607357400.0,2579457800.0,2616006100.0,2586478600.0,2599690800.0,2616792600.0,2644153000.0,2633426000.0,2589674800.0,2619312000.0
2024.0,2588775400.0,2620212500.0,2661415000.0,2595493600.0,2609902300.0,2559734000.0,2609152300.0,2555464200.0,2592853000.0,2596429000.0,2581835500.0,2598216400.0,2582788400.0,2832818200.0
2025.0,2576536300.0,2605870800.0,2636907500.0,2579477200.0,2637062100.0,2540131800.0,2606746000.0,2542470400.0,2585789000.0,2587645700.0,2554911700.0,2581590000.0,2564063500.0,2666284000.0
2026.0,2541876000.0,2606232000.0,2594955000.0,2585068000.0,2598381800.0,2524144600.0,2592600000.0,2512331800.0,2577214500.0,2586358500.0,2533224400.0,2550925600.0,2537747000.0,2644699000.0
2027.0,2590076400.0,2578764000.0,2586357500.0,2592680700.0,2816174000.0,2503086600.0,2579419000.0,2484436000.0,2555267600.0,2591480600.0,2502093600.0,2524673000.0,2501153300.0,2681976300.0
2028.0,2504995000.0,2554803200.0,2631040300.0,2643697000.0,2664757200.0,2452887600.0,2562065000.0,2423345200.0,2530783000.0,2546441000.0,2511872300.0,2508165400.0,2466991000.0,2667793400.0
2029.0,2474945800.0,2536427300.0,2585208800.0,2546537700.0,2597353700.0,2414468900.0,2574320600.0,2374577400.0,2580690000.0,2552210000.0,2457021000.0,2496567300.0,2436295000.0,2613065000.0
2030.0,2430741000.0,2523798000.0,2566319000.0,2525754400.0,2568494300.0,2373627600.0,2557112800.0,2322490400.0,2538458600.0,2631785500.0,2421038000.0,2456881700.0,2397846800.0,2587826700.0
2031.0,2402653700.0,2511271000.0,2609185300.0,2605856300.0,2636497400.0,2304765000.0,2522824700.0,2286709000.0,2493824000.0,2515218000.0,2337013500.0,2439920400.0,2361818000.0,2562856000.0
2032.0,2359592000.0,2482016500.0,2621593300.0,2501290800.0,2598491600.0,2264095500.0,2512237000.0,2226609700.0,2480428800.0,2553873700.0,2271799000.0,2413015000.0,2315891500.0,2564528000.0
2033.0,2321633300.0,2470473700.0,2579788800.0,2475387400.0,2558328600.0,2244457700.0,2503597000.0,2162479000.0,2449596400.0,2496600300.0,2217444000.0,2388105200.0,2246933500.0,2664219600.0
2034.0,2267227600.0,2491204400.0,2543441200.0,2448879900.0,2536281000.0,2215204900.0,2489265000.0,2123879600.0,2424890600.0,2471809300.0,2139029500.0,2350932000.0,2193362700.0,2722995200.0
2035.0,2218647800.0,2440671000.0,2508588000.0,2443533600.0,2520445000.0,2157640200.0,2452193300.0,2069863000.0,2402996700.0,2469196800.0,2040699400.0,2299878100.0,2114005100.0,2618739200.0
2036.0,2130199600.0,2437376000.0,2493363200.0,2412127700.0,2510002400.0,2100178300.0,2423545000.0,1996758900.0,2407602200.0,2483793000.0,1966953600.0,2278272300.0,2025250300.0,2566596900.0
2037.0,2091828900.0,2413019100.0,2480483800.0,2387247900.0,2494581200.0,2046683500.0,2414185000.0,1948036600.0,2376442400.0,2438734600.0,1856287900.0,2306949000.0,1953219000.0,2552896500.0
2038.0,2017224100.0,2416377300.0,2466008000.0,2366892500.0,2474888400.0,1978037400.0,2372804600.0,1878614500.0,2359684400.0,2410482000.0,1786377600.0,2210183200.0,1877014300.0,2524090400.0
2039.0,1963480700.0,2357349400.0,2469843000.0,2367273700.0,2444206800.0,1933045800.0,2348876000.0,1785702500.0,2317532000.0,2385695700.0,1734294000.0,2190435300.0,1828354300.0,2489108200.0
2040.0,1877725600.0,2312287500.0,2424213000.0,2332884500.0,2426739000.0,1943017000.0,2306815700.0,1740470400.0,2288058400.0,2366676700.0,1668253800.0,2145713500.0,1751243300.0,2457359400.0
2041.0,1838767700.0,2280410400.0,2400869600.0,2304012800.0,2508877600.0,1852435000.0,2271866400.0,1626464900.0,2237026300.0,2387198200.0,1589763000.0,2096803100.0,1704550500.0,2454819300.0
2042.0,1782659300.0,2245126000.0,2507338800.0,2258087400.0,2473299700.0,1785008600.0,2245177000.0,1587672600.0,2306431500.0,2386567200.0,1518253300.0,2033455000.0,1662099600.0,2426242300.0
2043.0,1722324600.0,2204137000.0,2381269200.0,2218031000.0,2390837200.0,1775627300.0,2199343400.0,1517120500.0,2175886600.0,2350275600.0,1413067000.0,1994071200.0,1637318800.0,2423179800.0
2044.0,1645395600.0,2161244700.0,2362827000.0,2177039000.0,2374438000.0,1668017500.0,2161844500.0,1468512300.0,2126364700.0,2335317500.0,1330058000.0,1924801700.0,1549481200.0,2387509200.0
2045.0,1530325400.0,2122894500.0,2338367200.0,2158790100.0,2483132400.0,1596694100.0,2135151000.0,1384183200.0,2116657800.0,2339233000.0,1255714600.0,1844893700.0,1452310800.0,2355451000.0
2046.0,1506519800.0,2051258900.0,2328301600.0,2108763600.0,2333914400.0,1538892400.0,2104126600.0,1313155800.0,2086519800.0,2309203700.0,1212655900.0,1781723400.0,1376406400.0,2337653200.0
2047.0,1436539100.0,1982919400.0,2300529200.0,2076780200.0,2325038000.0,1492468900.0,2072163700.0,1256194700.0,2065541000.0,2285085400.0,1135361200.0,1727539600.0,1309558800.0,2316080000.0
2048.0,1362837900.0,1925880000.0,2286023700.0,2047522600.0,2303870000.0,1439253800.0,2045371900.0,1178901100.0,2053102700.0,2250462200.0,1087707400.0,1660850700.0,1275015200.0,2291772400.0
2049.0,1298660600.0,1871144200.0,2246537000.0,1994412400.0,2281997600.0,1382242400.0,2024043900.0,1126314500.0,2002944100.0,2308022300.0,1023706240.0,1589626900.0,1211865300.0,2265340000.0
2050.0,1246068700.0,1814606300.0,2194165800.0,1962099200.0,2252130000.0,1301554200.0,1982978600.0,1083780100.0,1952379000.0,2258864600.0,974037900.0,1536416900.0,1159769300.0,2249421300.0
2051.0,1186083600.0,1736786000.0,2157996300.0,1919128700.0,2202645800.0,1249090600.0,1976965500.0,1041392300.0,1925899600.0,2207448300.0,911835840.0,1486622800.0,1111553500.0,2211026200.0
2052.0,1152942800.0,1677640800.0,2133547000.0,1870370800.0,2179808300.0,1179754200.0,1922134000.0,984345540.0,1869936500.0,2168492800.0,863223040.0,1423624800.0,1064441400.0,2210439000.0
2053.0,1095319400.0,1619735200.0,2108274300.0,1838846300.0,2156227600.0,1139516400.0,1861120300.0,931089660.0,1805822500.0,2154416000.0,818136600.0,1381409200.0,1007662800.0,2165403600.0
2054.0,1039862850.0,1573234700.0,2090240600.0,1752373600.0,2133869400.0,1081486200.0,1826399500.0,877466940.0,1776299800.0,2121203300.0,787223500.0,1327417600.0,950893760.0,2127068400.0
2055.0,979499700.0,1513356400.0,2051790300.0,1687076100.0,2134158700.0,1047867700.0,1774796700.0,837561300.0,1727116300.0,2082160500.0,754912100.0,1282657200.0,913411140.0,2092484700.0
2056.0,918312260.0,1448134800.0,2022217200.0,1949253500.0,2096832000.0,984250430.0,1752345900.0,782021700.0,1696458400.0,2057724500.0,723948400.0,1238673300.0,872362400.0,2054405100.0
2057.0,886592700.0,1398604000.0,1959117600.0,1612199400.0,2073684000.0,957113660.0,1717934200.0,742942100.0,1655827800.0,2029303800.0,681054140.0,1217377400.0,851414600.0,1996655200.0
2058.0,840138560.0,1337950800.0,1863223600.0,1558451700.0,2045688400.0,917778600.0,1720545800.0,682723460.0,1618929900.0,2019394000.0,638770370.0,1163773300.0,805257900.0,1941592200.0
2059.0,802880900.0,1286118500.0,1812234200.0,1552730000.0,2073221800.0,876128800.0,1785006700.0,639540160.0,1578290400.0,1953347300.0,613843000.0,1148813300.0,733641860.0,1882242400.0
2060.0,750748160.0,1241414900.0,1772033500.0,1487649200.0,2033331500.0,822421760.0,1639432600.0,613602700.0,1519525400.0,1909329700.0,588824200.0,1094133500.0,694068540.0,1846373900.0
2061.0,698519100.0,1182203600.0,1732763100.0,1433917200.0,1988559000.0,765435970.0,1600029000.0,578639000.0,1488710800.0,1871023900.0,552818370.0,1056053700.0,665394940.0,1796892300.0
2062.0,669404740.0,1139628800.0,1710682900.0,1393237200.0,1949167500.0,729050050.0,1582873600.0,537294900.0,1489366800.0,1827169400.0,526439000.0,1052269800.0,636397800.0,1730223400.0
2063.0,637492350.0,1074129700.0,1643084500.0,1363303000.0,1913573100.0,692350000.0,1542602100.0,512481700.0,1641220100.0,1783850400.0,519110270.0,1028971650.0,601767230.0,1728021000.0
2064.0,607045250.0,1012800400.0,1601473800.0,1412094500.0,1904090000.0,647382600.0,1520884900.0,475677120.0,1441257200.0,1745774000.0,485251040.0,989307000.0,579169200.0,1663306600.0
2065.0,592486100.0,969624300.0,1621764500.0,1309761800.0,1883194100.0,610393100.0,1473237500.0,443355040.0,1413908000.0,1731023200.0,464004830.0,951468100.0,546476860.0,1623309700.0
2066.0,562730600.0,933870500.0,1538703900.0,1245604200.0,1849712900.0,581946600.0,1445390200.0,410806800.0,1373073000.0,1662721500.0,454833700.0,929828860.0,529053900.0,1572200700.0
2067.0,548922940.0,894132200.0,1490841900.0,1213266200.0,1832998500.0,565178560.0,1410084500.0,381579360.0,1347024600.0,1625056300.0,435314620.0,910678800.0,501615400.0,1531903100.0
2068.0,525381950.0,858939800.0,1427213200.0,1187436200.0,1798407600.0,539139260.0,1367049200.0,338968700.0,1319192200.0,1574478600.0,409219650.0,1625333000.0,482746370.0,1490884600.0
2069.0,499218530.0,825902900.0,1361841200.0,1153613700.0,1790255400.0,513028260.0,1332680000.0,314419650.0,1307252200.0,1545321900.0,384240060.0,904116350.0,458429570.0,1432557700.0
2070.0,481708670.0,791434750.0,1299853400.0,1201518500.0,1747232800.0,487627070.0,1292405100.0,282547420.0,1270037200.0,1526307300.0,365520400.0,854612900.0,439252030.0,1397533600.0
2071.0,457451680.0,761605760.0,1234245400.0,1103570300.0,1727519100.0,452786100.0,1255451000.0,249144060.0,1241995900.0,1492174000.0,345403900.0,829520800.0,424834500.0,1339533200.0
2072.0,434555600.0,722764540.0,1203513500.0,1089455200.0,1722676600.0,434301200.0,1213746000.0,224820100.0,1188305400.0,1441639300.0,330341800.0,791687900.0,400907520.0,1305087500.0
2073.0,407976400.0,679554700.0,1165593300.0,1033242050.0,1693454100.0,401618000.0,1178407300.0,209814400.0,1156186200.0,1404747600.0,303074000.0,762184700.0,388016540.0,1274144800.0
2074.0,388279000.0,656622000.0,1133865100.0,1002032100.0,1672810800.0,384107360.0,1132078800.0,186492980.0,1114716900.0,1370266400.0,279728220.0,740797900.0,399196030.0,1294822400.0
2075.0,366332600.0,619464800.0,1083917000.0,977017100.0,1656053000.0,362204670.0,1096806000.0,173186860.0,1091465300.0,1338470800.0,265693500.0,714802940.0,352423040.0,1227816400.0
2076.0,334919330.0,576915200.0,1056166600.0,944734660.0,1613539500.0,333247970.0,1059305860.0,153319250.0,1064847300.0,1304582000.0,245703950.0,691207940.0,326356480.0,1189561500.0
2077.0,316116600.0,550671040.0,1015521300.0,913450900.0,1579390300.0,311646620.0,1019154000.0,136568290.0,1054598800.0,1269466000.0,226228530.0,670375700.0,299604640.0,1147786200.0
2078.0,302044500.0,525917980.0,969791300.0,870381300.0,1551633800.0,287831940.0,973927000.0,125847650.0,1029216000.0,1266833300.0,206989380.0,657085800.0,278840130.0,1112245000.0
2079.0,278573470.0,480599100.0,938989060.0,866613000.0,1515299500.0,267268050.0,940895000.0,111390424.0,1000357060.0,1198260100.0,194250260.0,637947500.0,256073390.0,1081621900.0
2080.0,264097070.0,454266850.0,898027000.0,814000900.0,1482665700.0,246302820.0,906794560.0,92152540.0,980234800.0,1145918300.0,181408500.0,626700400.0,243240380.0,1051766850.0
2081.0,242802880.0,422806900.0,848412500.0,782943300.0,1451675500.0,221726860.0,874895600.0,78006900.0,951770700.0,1097783400.0,169673390.0,616692900.0,221117730.0,1009580540.0
2082.0,223930990.0,391209120.0,810905860.0,748565700.0,1429946000.0,203967090.0,843958500.0,63409680.0,921624960.0,1061043140.0,155083730.0,1095139100.0,215667860.0,987188160.0
2083.0,210331360.0,369860300.0,769966700.0,714580500.0,1479065300.0,187110990.0,800934500.0,54569376.0,889758660.0,1017445000.0,137551300.0,607480600.0,194327860.0,953558100.0
2084.0,199602930.0,356853820.0,731712100.0,674821000.0,1386297900.0,159667140.0,772535940.0,40802144.0,866944060.0,966871300.0,120955150.0,616800900.0,183058160.0,918614100.0
2085.0,192732660.0,323664160.0,702318400.0,632538200.0,1365718300.0,140483540.0,754942500.0,38880760.0,841374800.0,911788300.0,104179150.0,594141600.0,169706500.0,876271040.0
2086.0,180172960.0,302128300.0,669927940.0,616535360.0,1348178400.0,127551864.0,726755460.0,34335584.0,809448260.0,874135800.0,91420856.0,564305540.0,151535890.0,836777860.0
2087.0,170247250.0,280155200.0,653183200.0,585771900.0,1332271000.0,121942750.0,709150850.0,28015716.0,794623170.0,822417150.0,77222220.0,548864830.0,141813890.0,803024830.0
2088.0,156235790.0,255000100.0,625379460.0,553494660.0,1309936500.0,112965064.0,681847600.0,24270082.0,772485250.0,789837440.0,68703870.0,523221800.0,135222800.0,763669700.0
2089.0,145846240.0,236083180.0,594363300.0,551023700.0,1294989000.0,97199250.0,644175800.0,20630240.0,742583800.0,760267400.0,60793650.0,499214700.0,126046936.0,741605060.0
2090.0,132615600.0,216736670.0,568607000.0,524224700.0,1263759000.0,91037620.0,624921200.0,14099702.0,725720100.0,726857860.0,53421516.0,480201900.0,117060860.0,715723100.0
2091.0,111443070.0,193984240.0,545424800.0,499439170.0,1230928900.0,84314880.0,599002750.0,7966291.0,698266600.0,683693000.0,49809388.0,465713860.0,108718344.0,683621250.0
2092.0,105954640.0,176355730.0,524259870.0,477629800.0,1203932400.0,72685064.0,581409400.0,4618633.0,666425500.0,648550140.0,45696580.0,452303940.0,106178720.0,661774140.0
2093.0,95158020.0,163229120.0,501253760.0,455109800.0,1197626600.0,61929116.0,552953600.0,3214567.0,635044700.0,620424060.0,40316004.0,437322050.0,98973340.0,629749800.0
2094.0,89066820.0,145876910.0,468342600.0,434207200.0,1157676000.0,52120956.0,532046880.0,857531.8,607609400.0,583405760.0,33502942.0,428683620.0,90516700.0,600926400.0
2095.0,84835350.0,137743090.0,443762140.0,410577100.0,1162624800.0,42021748.0,513701400.0,496450.75,580295000.0,555132700.0,27788144.0,415904320.0,83722030.0,579096600.0
2096.0,79504170.0,119707096.0,423344220.0,382607200.0,1141812600.0,31946438.0,493409120.0,283233.88,565989000.0,525416770.0,19027874.0,885551170.0,77381144.0,554093060.0
2097.0,73454000.0,104622700.0,402348800.0,362924130.0,1321274200.0,24980156.0,469764220.0,278525.56,545653800.0,494412960.0,14062968.0,404066400.0,69015240.0,531907200.0
2098.0,65686644.0,91313650.0,378564480.0,336211620.0,1189557100.0,20909700.0,449869920.0,276836.12,525716380.0,478001800.0,11898785.0,383081120.0,57667076.0,508092580.0
2099.0,61282464.0,81438470.0,359187140.0,321089820.0,1118314100.0,17853922.0,432655420.0,274497.75,506054460.0,457047100.0,9114526.0,379081060.0,50576464.0,476824030.0
2100.0,53880988.0,67646456.0,331798800.0,301032540.0,1091078300.0,16973074.0,413462980.0,262534.3,482356480.0,430891840.0,8736696.0,363426200.0,45659372.0,448245300.0
