time,MPI-ESM1-2-HR,CESM2-WACCM,IITM-ESM,CANESM5,CNRM-CM6-1,TAIESM1,IPSL-CM6A-LR,MIROC6,EC-EARTH3,MRI-ESM2-0,KACE-1-0-G,UKESM1-0-LL,GFDL-ESM4,CNRM-ESM2-1
2010.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0
2011.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0
2012.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0
2013.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0
2014.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0
2015.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0
2016.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0
2017.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0
2018.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0
2019.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0
2020.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0
2021.0,2683392000.0,2635828000.0,2647972900.0,2619104800.0,2628570400.0,2625046300.0,2652210000.0,2618752800.0,2625472000.0,2648644600.0,2616077800.0,2624633600.0,2624766500.0,2630061000.0
2022.0,2626018300.0,2818067500.0,2855481600.0,2607428400.0,2612380700.0,2676608800.0,2697102600.0,2610724900.0,2593029600.0,2616247300.0,2597620200.0,2601779700.0,2628444400.0,2627687700.0
2023.0,2619398400.0,2627103500.0,2732111000.0,2584650500.0,2644184800.0,2609841000.0,2756493300.0,2606901200.0,2576125200.0,2603649800.0,2559236000.0,2554688800.0,2612119300.0,2607546400.0
2024.0,2605385200.0,2610318800.0,2680485400.0,2563481300.0,2598582800.0,2590414300.0,2732908000.0,2660370400.0,2537819100.0,2636913200.0,2535670000.0,2521414000.0,2629204500.0,2592872000.0
2025.0,2589588500.0,2592876000.0,2632946400.0,2548973000.0,2584524800.0,2560291000.0,2640773600.0,2655575800.0,2531000300.0,2589041000.0,2519791400.0,2497905400.0,2604457500.0,2685004300.0
2026.0,2568724000.0,2584555500.0,2692480300.0,2535012000.0,2580860400.0,2544236300.0,2622511600.0,2668239600.0,2488200200.0,2573986800.0,2537717800.0,2464519200.0,2592319700.0,2583073300.0
2027.0,2557351400.0,2581468700.0,2759460400.0,2516647000.0,2557215700.0,2529688600.0,2606670800.0,2705940700.0,2461137000.0,2554813200.0,2493810400.0,2410479900.0,2569395500.0,2589442300.0
2028.0,2530968800.0,2566211000.0,2666491600.0,2496586000.0,2623796500.0,2488770800.0,2612277500.0,2644824600.0,2423080000.0,2523405300.0,2457453000.0,2372771000.0,2565923800.0,2563127800.0
2029.0,2534100000.0,2552971000.0,2655242200.0,2467951600.0,2576357600.0,2466838800.0,2591645400.0,2638568200.0,2372508400.0,2493052000.0,2416532000.0,2302206500.0,2542740500.0,2564958000.0
2030.0,2504422400.0,2529603000.0,2628201700.0,2443340300.0,2539628500.0,2439102000.0,2601491000.0,2627878700.0,2315882800.0,2481062000.0,2370579000.0,2272812500.0,2515221000.0,2561334300.0
2031.0,2500438500.0,2502092000.0,2606185000.0,2415041300.0,2588835800.0,2410644000.0,2561843200.0,2676007200.0,2276577300.0,2478885600.0,2326956300.0,2238012200.0,2529375500.0,2540025600.0
2032.0,2468113200.0,2485005600.0,2592609300.0,2372239000.0,2504748800.0,2363419400.0,2540583700.0,2616308500.0,2249873400.0,2453219600.0,2281543200.0,2171123700.0,2479347700.0,2591490800.0
2033.0,2441823200.0,2467206400.0,2588074200.0,2339913200.0,2515133000.0,2304189700.0,2531747000.0,2583911700.0,2172776700.0,2423789300.0,2266549000.0,2103661600.0,2476823800.0,2533143600.0
2034.0,2606751200.0,2464210700.0,2575844000.0,2293211600.0,3083244800.0,2260143000.0,2508270800.0,2767607600.0,2123473800.0,2387472100.0,2193286400.0,2112161400.0,2507403300.0,2496472300.0
2035.0,2482548000.0,2427475000.0,2569348400.0,2237746400.0,2540944600.0,2183586800.0,2486848000.0,2562470000.0,2049418100.0,2336979500.0,2120418600.0,2005390300.0,2439182600.0,2567828000.0
2036.0,2404501500.0,2408898000.0,2589309200.0,2223003400.0,2588998100.0,2133731000.0,2455618000.0,2550690300.0,1963792100.0,2331073300.0,2046588700.0,2002593000.0,2433362000.0,2686312400.0
2037.0,2384353300.0,2379976000.0,2561897000.0,2178725600.0,2466261200.0,2109705200.0,2432227800.0,2535089700.0,1884659500.0,2274576600.0,1989175900.0,1937290000.0,2433484000.0,2500594400.0
2038.0,2356591000.0,2347377000.0,2551691800.0,2148010200.0,2430289400.0,2048207500.0,2465817900.0,2514783700.0,1823205800.0,2241174000.0,1945709200.0,1863302700.0,2387094000.0,2481066800.0
2039.0,2381747700.0,2373065200.0,2550433500.0,2116583400.0,2403355600.0,1990291000.0,2423693000.0,2492159700.0,1770400400.0,2211219000.0,1894009900.0,2163091500.0,2350840000.0,2459781400.0
2040.0,2319973000.0,2299742000.0,2525776000.0,2062852000.0,2366522600.0,1949438700.0,2381111300.0,2474578700.0,1719382400.0,2176147200.0,1786813300.0,1788550900.0,2644408600.0,2444102700.0
2041.0,2305377500.0,2223953000.0,2506804000.0,2007314400.0,2340754700.0,1888532400.0,2329173800.0,2448712400.0,1646948400.0,2125070700.0,1686841300.0,1705504600.0,2401408800.0,2424210700.0
2042.0,2332816600.0,2178120700.0,2480297200.0,1951143000.0,2308498700.0,1856159400.0,2298111700.0,2434972400.0,1574854100.0,2082786300.0,1598766100.0,1642534800.0,2347603000.0,2394025200.0
2043.0,2405656600.0,2143284200.0,2468685600.0,1880155400.0,2387315200.0,1781797600.0,2318041600.0,2456553200.0,1534374800.0,2034343200.0,1586451000.0,1564561500.0,2320639200.0,2380372500.0
2044.0,2282550300.0,2087164700.0,2456564700.0,1782996100.0,2276855300.0,1719234000.0,2335327200.0,2413684200.0,1475581200.0,2001598600.0,1561746600.0,1503697900.0,2309245400.0,2376866600.0
2045.0,2252461600.0,2049421000.0,2450949600.0,1749717500.0,2273492500.0,1641664800.0,2268968000.0,2401999400.0,1489599000.0,1974688500.0,1477557400.0,1460116200.0,2270421800.0,2358866000.0
2046.0,2225563000.0,2028573300.0,2423646700.0,1687338900.0,2337170000.0,1563937500.0,2230304000.0,2512499500.0,1407340400.0,1905208200.0,1391833200.0,1415222300.0,2252811000.0,3061909200.0
2047.0,2204463900.0,1935380500.0,2395960600.0,1623492900.0,2409762800.0,1495539000.0,2205474800.0,2357323000.0,1345172200.0,1828454000.0,1333629000.0,1352941700.0,2219954400.0,2691966200.0
2048.0,2211203800.0,1846972800.0,2375024400.0,1580749800.0,2259689700.0,1471207000.0,2150869800.0,2349939500.0,1283725600.0,1786769900.0,1282108500.0,1298737900.0,2192298500.0,2507006500.0
2049.0,2225445400.0,1819627000.0,2356265500.0,1543363200.0,2278806000.0,1422565800.0,2237234700.0,2347316200.0,1255633500.0,1782264600.0,1237961700.0,1255740400.0,2298406700.0,2420148500.0
2050.0,2383341300.0,1746152100.0,2355041500.0,1552184800.0,2193296100.0,1365924700.0,2105309600.0,2310437000.0,1211875000.0,1749872800.0,1188529300.0,1223186300.0,2130663200.0,2348035800.0
2051.0,2145161900.0,1751787800.0,2333627400.0,1554219400.0,2172421400.0,1349495700.0,2079392100.0,2305623000.0,1165792400.0,1811905900.0,1147001000.0,1140016000.0,2107065500.0,2347502000.0
2052.0,2105875300.0,1746212500.0,2308827100.0,1502080600.0,2189037000.0,1277540200.0,2039128400.0,2294336500.0,1143089700.0,1691408100.0,1085257200.0,1101036400.0,2225323300.0,2338032600.0
2053.0,2153163000.0,1698021400.0,2277530000.0,1433864400.0,2162617300.0,1225077800.0,1979973200.0,2279430400.0,1096382000.0,1679593600.0,1048306750.0,1052580500.0,2054876000.0,2284137000.0
2054.0,2122687200.0,1705881700.0,2312136000.0,1383926400.0,2103942700.0,1181879000.0,1955085800.0,2330995200.0,1057821100.0,1625526700.0,1174221200.0,1023786050.0,2027907500.0,2298557700.0
2055.0,2107632000.0,1638028300.0,2247515100.0,1340485200.0,2069484900.0,1147031600.0,1919956100.0,2343234600.0,1013410750.0,1641362600.0,993348000.0,998493700.0,1993392500.0,2236365600.0
2056.0,2046516100.0,1595406200.0,2216949000.0,1291942100.0,2035345200.0,1088613800.0,1886607900.0,2256284700.0,979249800.0,1568286600.0,954821400.0,945640000.0,1964557700.0,2226162700.0
2057.0,2027159700.0,1565805200.0,2207526000.0,1279547500.0,2002243200.0,1040916200.0,1821915000.0,2250500000.0,950559600.0,1520710900.0,977860900.0,909072900.0,1913640600.0,2375330000.0
2058.0,2098752000.0,1932245900.0,2221127000.0,1241792800.0,1998295200.0,989719040.0,1776812000.0,2235439900.0,916181500.0,1483638300.0,930629440.0,865284800.0,1880983700.0,2444778500.0
2059.0,2007768400.0,1697561300.0,2182120700.0,1207753600.0,1959094100.0,937045000.0,1730133500.0,2236353500.0,922184100.0,1452155400.0,927214340.0,845996800.0,1844201600.0,2343208400.0
2060.0,1951468300.0,1587328600.0,2206229800.0,1162524700.0,1952197400.0,899898100.0,1703474000.0,2182507800.0,878889340.0,1427634300.0,867910200.0,812993400.0,1902799600.0,2245235700.0
2061.0,1926795100.0,1651958000.0,2156255200.0,1139655200.0,1923195100.0,917341440.0,1693884800.0,2153713700.0,856834940.0,1395687000.0,844065800.0,779895800.0,1821212000.0,2226634800.0
2062.0,1911195900.0,1539875100.0,2144167800.0,1091252500.0,1902367000.0,843981600.0,1655846500.0,2136745100.0,828735700.0,1357814300.0,833791900.0,744217660.0,1792631200.0,2363219700.0
2063.0,1889053400.0,1497514500.0,2108347800.0,1053432600.0,1869169800.0,810639200.0,1620645600.0,2184637200.0,835765760.0,1352333600.0,791128400.0,717260100.0,1786917900.0,2190713900.0
2064.0,1868583400.0,1595808400.0,2084631200.0,1008536200.0,2176705300.0,796582660.0,1574190800.0,2100292200.0,790961540.0,1458166300.0,767968260.0,681142500.0,1774725400.0,2140599600.0
2065.0,1842571100.0,1457195500.0,2058970000.0,972802370.0,1853387500.0,782571700.0,1862634900.0,2082524700.0,809320500.0,1389475600.0,760493250.0,640721500.0,1730704800.0,2128452100.0
2066.0,1812452200.0,1406244900.0,2029463600.0,947499400.0,1809447700.0,760267500.0,1532649900.0,2052917400.0,771890240.0,1494986800.0,767804400.0,619288400.0,1694108300.0,2098782000.0
2067.0,1808320600.0,1394052600.0,2018948700.0,919057540.0,1776572700.0,733140160.0,1508123900.0,2046051500.0,742977600.0,1348010400.0,826123500.0,591598300.0,1662954100.0,2094483500.0
2068.0,1767913900.0,1364841300.0,1981917600.0,889741800.0,1737484300.0,763169800.0,1534011300.0,2011133000.0,714459000.0,1280691200.0,697926660.0,568728450.0,1629956000.0,2066713700.0
2069.0,1754614000.0,1342996400.0,2022777300.0,860555800.0,1692019000.0,751459460.0,1471262600.0,1989296800.0,682589500.0,1251430900.0,700291100.0,550410750.0,1604885500.0,2056212700.0
2070.0,1725552600.0,1346059400.0,1993645300.0,826046500.0,1784262700.0,675369540.0,1429705200.0,2019771900.0,654854850.0,1218002000.0,665207600.0,535628220.0,1582070500.0,2047932000.0
2071.0,1706435100.0,2035563600.0,1942694700.0,785811600.0,1659372800.0,659481400.0,1388321900.0,1987903000.0,636291900.0,1477839200.0,645931460.0,516673400.0,1561451500.0,2197615000.0
2072.0,1689097000.0,1562896600.0,1914702000.0,765027460.0,1633784400.0,634076350.0,1348672500.0,1952536600.0,612697500.0,1202262100.0,632124500.0,495822100.0,1760496800.0,2011313800.0
2073.0,1798086100.0,1494947200.0,1887068400.0,751848800.0,1610335400.0,614292500.0,1311403300.0,1912872400.0,604949440.0,1276667900.0,619566200.0,498897200.0,1556987600.0,1974864100.0
2074.0,1682922900.0,1306406700.0,1861254000.0,727682050.0,1587081000.0,598116800.0,1282079400.0,1887547600.0,576763300.0,1257154300.0,595768700.0,461842560.0,1498536700.0,1958732800.0
2075.0,1721207700.0,1275748400.0,1831099500.0,691991100.0,1566422500.0,584375940.0,1373705100.0,1866230400.0,547774800.0,1156461000.0,582122940.0,442034180.0,1487137300.0,1945417500.0
2076.0,1643065100.0,1253115600.0,1810852200.0,675820160.0,1574735600.0,561449900.0,1239684700.0,1857763600.0,529037060.0,1149500700.0,558751200.0,419363070.0,1473626800.0,1933838100.0
2077.0,1613123500.0,1238208900.0,1781870700.0,658240100.0,1510668500.0,539781300.0,1205826400.0,1949139100.0,512446940.0,1125687600.0,542279230.0,402546850.0,1445440800.0,1955236600.0
2078.0,1596065500.0,1200840800.0,1760692500.0,639125950.0,1543958500.0,526236320.0,1206939600.0,1803846000.0,498512320.0,1294629800.0,541805800.0,386430880.0,1861237500.0,1907522400.0
2079.0,1564794200.0,2232968200.0,1738860400.0,617704450.0,1500896100.0,507776480.0,1304857600.0,1776162800.0,476193150.0,1111782100.0,523263500.0,364523780.0,1491300000.0,1887624200.0
2080.0,1538079000.0,1538652300.0,1709145100.0,608649300.0,1580029800.0,490385700.0,1307846900.0,1780497500.0,462234780.0,1162284200.0,508815500.0,336609860.0,1449338900.0,1883889800.0
2081.0,1519814100.0,1333422600.0,1815487100.0,589732030.0,1468230000.0,469098900.0,1339528200.0,1742143000.0,455273630.0,1088605000.0,476716220.0,313774750.0,1725245400.0,1848611800.0
2082.0,1693639300.0,2070428000.0,1840955000.0,597111200.0,1576949000.0,453329100.0,1153531100.0,1724685700.0,439462820.0,1089033500.0,528585920.0,286283100.0,1391777200.0,2010135300.0
2083.0,1525088600.0,1272427600.0,1749228700.0,557065400.0,1481474400.0,439906700.0,1126378500.0,1692298500.0,433313820.0,1072585500.0,606705400.0,276624000.0,1355046300.0,1901703000.0
2084.0,1487028900.0,1325131400.0,1684233900.0,542616450.0,1401937300.0,429628480.0,1103097600.0,1681354600.0,422919360.0,1720659500.0,576550300.0,259883330.0,1330798700.0,1830083600.0
2085.0,1463001300.0,1296722200.0,1648279700.0,557734660.0,1363204100.0,414695300.0,1120106500.0,1723018500.0,410073660.0,1589249500.0,642041540.0,252998740.0,1326147200.0,1935891500.0
2086.0,1442595000.0,1253182800.0,1626838100.0,511474780.0,1388425100.0,407080580.0,1062461900.0,1643188600.0,398070240.0,1257100900.0,453994700.0,238420400.0,1319140000.0,2178756000.0
2087.0,1466609900.0,1163799300.0,1613007900.0,494726340.0,1344195600.0,385306940.0,1038960830.0,1620081400.0,419246700.0,1250677500.0,434116770.0,224784860.0,1281524000.0,1824501600.0
2088.0,1401872300.0,1157685800.0,1586510300.0,473447840.0,1320701600.0,378112350.0,1020482940.0,1586226700.0,382474100.0,1079190400.0,408616770.0,213878660.0,1301931000.0,1771344100.0
2089.0,1608934300.0,1199743700.0,1564200700.0,475891970.0,1300817500.0,362546270.0,1021642500.0,1628860500.0,368944830.0,1043949760.0,399180160.0,203318750.0,1837648000.0,1742835600.0
2090.0,1399641900.0,1114841300.0,1542321000.0,462093570.0,1287634300.0,358608900.0,984649860.0,1555116700.0,363743970.0,1002494460.0,388142460.0,189834220.0,1313885800.0,1726054800.0
2091.0,1498304800.0,1109507300.0,1512489100.0,428555600.0,1405482000.0,336927680.0,953917060.0,1535507000.0,349120740.0,1010590340.0,376684830.0,182252740.0,1235526300.0,1704405900.0
2092.0,1373521500.0,1080149800.0,1500387600.0,418779550.0,1272347300.0,317799870.0,930244500.0,1912146300.0,349585120.0,1071150700.0,368483420.0,171277680.0,1223151400.0,1684121900.0
2093.0,1345138200.0,1079695700.0,1481344900.0,461532220.0,1239608000.0,317031680.0,908908860.0,1553973900.0,336865730.0,1001812540.0,399539550.0,161568110.0,1367171600.0,1687578500.0
2094.0,1393398800.0,1050217200.0,1458510100.0,400954020.0,1245379200.0,295689060.0,885211650.0,1509811200.0,321014800.0,962908000.0,372315420.0,153842380.0,1321836300.0,1655462000.0
2095.0,1324180500.0,1024865600.0,1441724400.0,428536100.0,1211190000.0,280983230.0,930046300.0,1470153000.0,312305730.0,950781440.0,341918000.0,144669630.0,1188575600.0,1694283400.0
2096.0,1294992400.0,1760342700.0,1428001500.0,382372300.0,1214429200.0,278215070.0,869905900.0,1455246700.0,304083520.0,965978050.0,329633400.0,137415260.0,1221818900.0,1772326700.0
2097.0,1274985100.0,1570010100.0,1409553200.0,367962800.0,1191980800.0,264820960.0,1029511600.0,1432536200.0,289633280.0,1726577200.0,322891680.0,124949750.0,1189464800.0,1623375200.0
2098.0,1262882800.0,1177053400.0,1621140100.0,392291170.0,1172058900.0,253064370.0,883468400.0,1416736100.0,283511650.0,1251541900.0,309786340.0,116429690.0,1155747300.0,1597320100.0
2099.0,1260659000.0,1125908600.0,1390639100.0,369073340.0,1150853000.0,247213570.0,881694660.0,1372736800.0,273473120.0,1190972300.0,306937180.0,103238960.0,1633714300.0,1599641100.0
2100.0,1232704600.0,1039440200.0,1359111400.0,341472420.0,1133152000.0,234312400.0,822788860.0,1363589400.0,261143280.0,1167512000.0,461301920.0,99098170.0,1172581500.0,1617065300.0
