time,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,EC-EARTH3,MRI-ESM2-0,INM-CM5-0,INM-CM4-8,CMCC-CM2-SR5,EC-EARTH3-VEG,GFDL-ESM4,CAMS-CSM1-0,CESM2-WACCM,CESM2,NORESM2-MM
2022.0,711796650000.0,708485450000.0,707019870000.0,705091700000.0,703548360000.0,722438100000.0,711451300000.0,724798700000.0,705076600000.0,709749100000.0,710933100000.0,702308500000.0,704308100000.0,707096540000.0
2023.0,708980600000.0,694019560000.0,688348460000.0,693276900000.0,694794400000.0,706436700000.0,703419450000.0,716451800000.0,692236800000.0,702587700000.0,705762360000.0,693794200000.0,696917200000.0,690313760000.0
2024.0,696440600000.0,676115700000.0,670290740000.0,680446460000.0,681246060000.0,696284200000.0,697611900000.0,706756700000.0,679801500000.0,695806300000.0,701714600000.0,680764050000.0,682413060000.0,679099560000.0
2025.0,690341150000.0,671707960000.0,662371960000.0,660078900000.0,666801730000.0,689995840000.0,678617900000.0,706039840000.0,670172300000.0,675206300000.0,683436400000.0,663413900000.0,675599400000.0,675024200000.0
2026.0,673056200000.0,665034160000.0,649498460000.0,644154900000.0,656195900000.0,684516800000.0,666479100000.0,694393040000.0,662509450000.0,658872530000.0,677769100000.0,649894700000.0,663346740000.0,665827200000.0
2027.0,660745000000.0,653034500000.0,637037400000.0,627949630000.0,636135300000.0,675525800000.0,657129730000.0,679521600000.0,647212960000.0,648139640000.0,676271100000.0,637249800000.0,654379000000.0,660411500000.0
2028.0,647062700000.0,644130800000.0,632869600000.0,610082160000.0,626354000000.0,666482100000.0,649905500000.0,663664900000.0,634664260000.0,642966900000.0,660304360000.0,630993900000.0,642234500000.0,646609600000.0
2029.0,622899950000.0,621165200000.0,621430700000.0,594922960000.0,620289800000.0,650046400000.0,634429900000.0,645017900000.0,628408000000.0,626101600000.0,655839600000.0,622115800000.0,626975800000.0,629825540000.0
2030.0,606235100000.0,608742600000.0,611440070000.0,580412440000.0,610166640000.0,633482640000.0,620873800000.0,632783400000.0,622680800000.0,622469500000.0,644313000000.0,608653340000.0,605318000000.0,615861060000.0
2031.0,580848840000.0,596369000000.0,600328770000.0,567658550000.0,596605530000.0,626762100000.0,615814500000.0,627274900000.0,616984400000.0,615825150000.0,641792200000.0,590203300000.0,590436600000.0,594662800000.0
2032.0,572113350000.0,574733750000.0,591288700000.0,557085750000.0,586867150000.0,615546700000.0,606734450000.0,616774100000.0,614907200000.0,602201400000.0,637507600000.0,574329800000.0,584533340000.0,598148400000.0
2033.0,563294630000.0,561524640000.0,584562640000.0,548434280000.0,573890600000.0,595234700000.0,589589500000.0,609752100000.0,609312300000.0,586609100000.0,629648900000.0,561065700000.0,573628940000.0,580270360000.0
2034.0,545341830000.0,552648840000.0,576134400000.0,537028950000.0,561760630000.0,585460800000.0,581441900000.0,596991400000.0,606732900000.0,574724200000.0,623583700000.0,546578100000.0,561819550000.0,570812100000.0
2035.0,532729400000.0,545946730000.0,558950700000.0,529709960000.0,545348060000.0,576670400000.0,571520300000.0,582037730000.0,588525600000.0,566479700000.0,624312200000.0,547054520000.0,548790240000.0,561228500000.0
2036.0,508466230000.0,540218000000.0,542512120000.0,520409000000.0,532812730000.0,575045800000.0,559701400000.0,563048800000.0,573831840000.0,559897300000.0,620679270000.0,533337150000.0,536945700000.0,554736200000.0
2037.0,502510550000.0,531401570000.0,531819330000.0,509265150000.0,520992460000.0,561520400000.0,557306300000.0,550489950000.0,563150260000.0,546779700000.0,617152100000.0,521094860000.0,527486500000.0,540991030000.0
2038.0,494534720000.0,515284240000.0,517360650000.0,503213520000.0,504845630000.0,552280800000.0,551694900000.0,534139570000.0,549639160000.0,536443900000.0,607716400000.0,507642680000.0,513483770000.0,530851560000.0
2039.0,477138450000.0,506391630000.0,503601730000.0,491598400000.0,489148800000.0,537010100000.0,540703980000.0,521423650000.0,543030080000.0,526241430000.0,595266800000.0,496062730000.0,506306500000.0,515268870000.0
2040.0,467589070000.0,496552540000.0,493439300000.0,480500060000.0,469903280000.0,526198500000.0,541069700000.0,514212530000.0,538441580000.0,508364100000.0,595178100000.0,479265820000.0,502926100000.0,497301700000.0
2041.0,461500840000.0,485296770000.0,486180600000.0,481039220000.0,451995660000.0,520583250000.0,538686100000.0,510035260000.0,528782070000.0,495936730000.0,579592060000.0,468069680000.0,490512020000.0,487122340000.0
2042.0,459732350000.0,466789100000.0,476880760000.0,469884400000.0,437732300000.0,507154240000.0,529368000000.0,499737950000.0,519273200000.0,483479900000.0,582613200000.0,460699340000.0,474871430000.0,476562980000.0
2043.0,440626120000.0,455976220000.0,473960800000.0,463432550000.0,424912000000.0,503156540000.0,517861380000.0,492552420000.0,510400140000.0,473445500000.0,578454400000.0,452269380000.0,465801580000.0,462274100000.0
2044.0,432603230000.0,447229070000.0,463509750000.0,454588240000.0,411235550000.0,500140540000.0,509934400000.0,479402430000.0,503263700000.0,463657800000.0,563394000000.0,437653270000.0,456690170000.0,454739230000.0
2045.0,417747700000.0,437508400000.0,454679700000.0,444201240000.0,401347200000.0,492530660000.0,501838100000.0,465734400000.0,490161500000.0,455181040000.0,559271900000.0,425043360000.0,442966930000.0,445067800000.0
2046.0,414169500000.0,420654700000.0,450259160000.0,436708280000.0,385488300000.0,481397200000.0,492574640000.0,455269020000.0,477428400000.0,443451570000.0,556495340000.0,410687830000.0,433734450000.0,430119260000.0
2047.0,403258280000.0,408410200000.0,440424800000.0,429809470000.0,370024970000.0,475018230000.0,493941030000.0,442151170000.0,467643730000.0,438965040000.0,548018500000.0,401605100000.0,423796900000.0,409812070000.0
2048.0,388374950000.0,403243960000.0,431131100000.0,421240900000.0,359091700000.0,471488820000.0,486312100000.0,428677170000.0,464302570000.0,430449560000.0,538260440000.0,389031700000.0,415183730000.0,397699740000.0
2049.0,374967470000.0,395680450000.0,411744960000.0,415131600000.0,344018320000.0,468314500000.0,471073420000.0,419950620000.0,459650330000.0,425283900000.0,523478860000.0,376881350000.0,402117260000.0,384443880000.0
2050.0,357450250000.0,389537560000.0,407192830000.0,406570830000.0,338146360000.0,461718160000.0,462026540000.0,408940940000.0,447427050000.0,415603520000.0,509863200000.0,362680450000.0,391120850000.0,376670160000.0
2051.0,354182820000.0,381046750000.0,398575470000.0,399677820000.0,329652570000.0,458660280000.0,454073970000.0,400084400000.0,437427600000.0,405673380000.0,496913120000.0,348521800000.0,382703930000.0,364679400000.0
2052.0,339928680000.0,369174000000.0,392932460000.0,391049350000.0,321089570000.0,446665300000.0,446234360000.0,390404150000.0,426521200000.0,398963640000.0,485336650000.0,338389070000.0,374051200000.0,349970560000.0
2053.0,328910570000.0,359629230000.0,385797030000.0,385352560000.0,309301350000.0,442392500000.0,441002560000.0,374267350000.0,419802580000.0,393379120000.0,471421600000.0,327709660000.0,363004720000.0,334528800000.0
2054.0,324087400000.0,355788260000.0,380135500000.0,376918380000.0,304982330000.0,436124980000.0,432420300000.0,364779500000.0,406151660000.0,384092600000.0,458626100000.0,317096900000.0,352163920000.0,324643060000.0
2055.0,314546160000.0,350234280000.0,374390100000.0,364839100000.0,300381570000.0,431130740000.0,423185940000.0,355275300000.0,398662830000.0,378326650000.0,444749350000.0,305508000000.0,345933600000.0,318200300000.0
2056.0,307068630000.0,345287920000.0,369922150000.0,357441470000.0,294460420000.0,426480630000.0,416684830000.0,341457500000.0,392944250000.0,372517930000.0,433292640000.0,293319180000.0,340310030000.0,308225770000.0
2057.0,299276660000.0,339189370000.0,369723740000.0,347875250000.0,291171530000.0,419737760000.0,415472700000.0,331996230000.0,382686130000.0,363022880000.0,427620470000.0,284141160000.0,335507420000.0,300083380000.0
2058.0,297292230000.0,324773480000.0,366091800000.0,335218000000.0,286217570000.0,415536780000.0,413957360000.0,318687940000.0,374689700000.0,357949900000.0,416113030000.0,277106700000.0,325846070000.0,293108500000.0
2059.0,288164900000.0,324885480000.0,360201160000.0,328817050000.0,280794170000.0,413167220000.0,413733000000.0,316329030000.0,367900850000.0,355633660000.0,417100760000.0,265732590000.0,313831360000.0,287917740000.0
2060.0,285537800000.0,318429630000.0,351790470000.0,319651120000.0,275446760000.0,410146960000.0,409620640000.0,313988780000.0,356008530000.0,350275080000.0,408511000000.0,261744200000.0,307262300000.0,280363240000.0
2061.0,275123470000.0,313741870000.0,345012830000.0,311610470000.0,266930830000.0,406893760000.0,409710230000.0,309675600000.0,349250450000.0,344295540000.0,395941740000.0,250541720000.0,298456000000.0,275181670000.0
2062.0,276843130000.0,302856500000.0,335989900000.0,305621370000.0,259232220000.0,402782100000.0,403120880000.0,297178070000.0,345592270000.0,335761970000.0,385138200000.0,245367520000.0,288182760000.0,270637700000.0
2063.0,273589260000.0,293560220000.0,333986400000.0,299518820000.0,254021040000.0,394268380000.0,396260540000.0,288250430000.0,340701770000.0,330117100000.0,376699100000.0,235413960000.0,280021470000.0,261722050000.0
2064.0,263679230000.0,291743860000.0,324081840000.0,292864430000.0,250819310000.0,385285060000.0,389005000000.0,277730920000.0,330368480000.0,319660400000.0,368812230000.0,230528350000.0,268480000000.0,257312720000.0
2065.0,256462830000.0,292297150000.0,322070000000.0,285424550000.0,240767900000.0,380523680000.0,383460930000.0,270296120000.0,318355730000.0,311954340000.0,359246400000.0,222524460000.0,260806620000.0,256684380000.0
2066.0,249542970000.0,291018240000.0,324008100000.0,277698150000.0,231056260000.0,372581470000.0,374213800000.0,264438320000.0,315514750000.0,305221000000.0,361063900000.0,221338880000.0,254186750000.0,253405200000.0
2067.0,249093010000.0,289152370000.0,315601880000.0,274401300000.0,225430550000.0,365767750000.0,366501560000.0,259077130000.0,309788700000.0,301124500000.0,353622520000.0,218152550000.0,247105780000.0,254681100000.0
2068.0,244867350000.0,288445140000.0,312715280000.0,266891400000.0,217609470000.0,363537070000.0,360717450000.0,254443470000.0,307324000000.0,293741100000.0,343955400000.0,214015870000.0,240430020000.0,256262290000.0
2069.0,236803080000.0,281768950000.0,305854840000.0,257701990000.0,212921200000.0,359444020000.0,360460780000.0,250197640000.0,297778100000.0,289861930000.0,340527450000.0,215733350000.0,232479570000.0,256883310000.0
2070.0,229972600000.0,274872290000.0,299233940000.0,252465320000.0,203901000000.0,358311200000.0,356418160000.0,244198600000.0,293437500000.0,279469100000.0,337187640000.0,211373700000.0,225663520000.0,248409720000.0
2071.0,230171950000.0,275237040000.0,291641200000.0,248246420000.0,199305150000.0,359187900000.0,355141980000.0,236943430000.0,287264180000.0,272597470000.0,326633900000.0,208064580000.0,221036560000.0,244261000000.0
2072.0,227956500000.0,264595490000.0,283851130000.0,247296570000.0,195275850000.0,357740600000.0,347873480000.0,230295190000.0,282295070000.0,266217370000.0,323625680000.0,209967640000.0,218910340000.0,240395670000.0
2073.0,230791580000.0,262378110000.0,277153780000.0,241939860000.0,189940090000.0,352421120000.0,347956970000.0,226852620000.0,274387760000.0,257487210000.0,317479030000.0,206686800000.0,216644060000.0,233446540000.0
2074.0,227499430000.0,257002440000.0,268257510000.0,235848250000.0,189021670000.0,343513170000.0,343049900000.0,219725700000.0,259929980000.0,249699420000.0,307456020000.0,199351900000.0,211790770000.0,224709940000.0
2075.0,222436820000.0,251876440000.0,263559230000.0,231221170000.0,184694110000.0,336844600000.0,338843660000.0,215619030000.0,253367060000.0,247001760000.0,302479080000.0,196689150000.0,205306900000.0,219845660000.0
2076.0,221095310000.0,244588610000.0,257182760000.0,225985680000.0,180589130000.0,334547120000.0,331819200000.0,208955280000.0,247017320000.0,243903220000.0,293106500000.0,191399120000.0,199696040000.0,218988020000.0
2077.0,218082800000.0,240133490000.0,251064910000.0,221202150000.0,176013950000.0,329479230000.0,329636740000.0,203277780000.0,239713900000.0,236739790000.0,283539600000.0,191150210000.0,196627100000.0,216663720000.0
2078.0,218089540000.0,234488770000.0,242190160000.0,214141040000.0,173173590000.0,330558870000.0,324305850000.0,199338300000.0,236273810000.0,230213260000.0,277135750000.0,187012320000.0,194647930000.0,216057920000.0
2079.0,215470900000.0,231318040000.0,238739260000.0,209131800000.0,170829870000.0,329986700000.0,317090900000.0,197939940000.0,232790500000.0,224715780000.0,275908700000.0,183129000000.0,191377100000.0,212122600000.0
2080.0,210051240000.0,227196880000.0,234368800000.0,204314000000.0,169867250000.0,330470420000.0,315570400000.0,191789250000.0,224654850000.0,222003410000.0,273777540000.0,179056150000.0,187040380000.0,208441020000.0
2081.0,214759960000.0,222086600000.0,231206160000.0,196314100000.0,167710200000.0,324135200000.0,312836850000.0,185225800000.0,217172510000.0,216968350000.0,270959670000.0,175479390000.0,185561600000.0,201725590000.0
2082.0,206911230000.0,218718960000.0,228506340000.0,188639770000.0,164133320000.0,319442200000.0,311287550000.0,178791060000.0,213875060000.0,211077600000.0,270538340000.0,172828950000.0,184981290000.0,199125980000.0
2083.0,200883100000.0,217714980000.0,222258200000.0,181549550000.0,161188510000.0,320597980000.0,307422800000.0,174782640000.0,207460350000.0,204604950000.0,265966630000.0,169880900000.0,183037260000.0,193752630000.0
2084.0,199362540000.0,211900730000.0,216249000000.0,179092100000.0,162595900000.0,319373930000.0,303510750000.0,171147790000.0,204250940000.0,196633300000.0,263884300000.0,165338600000.0,179718570000.0,191395300000.0
2085.0,195621750000.0,207000930000.0,213850010000.0,175415930000.0,161209750000.0,314865250000.0,302074460000.0,168811050000.0,198141950000.0,191374670000.0,263601160000.0,167044960000.0,183114580000.0,188613900000.0
2086.0,192047370000.0,204301430000.0,211787630000.0,171613800000.0,156984160000.0,309917060000.0,300832030000.0,169717170000.0,195656610000.0,189716660000.0,266135760000.0,163205380000.0,179997200000.0,185672240000.0
2087.0,191001020000.0,203659940000.0,212266940000.0,169175370000.0,153478940000.0,309999300000.0,300961730000.0,170015970000.0,192022860000.0,185780900000.0,263577010000.0,162247000000.0,179613370000.0,181546250000.0
2088.0,188181560000.0,199514110000.0,210247120000.0,165423840000.0,152639420000.0,304541300000.0,300096000000.0,168956040000.0,186418790000.0,187649540000.0,254447580000.0,160859640000.0,177679800000.0,177982770000.0
2089.0,179974680000.0,199903640000.0,206696150000.0,164199300000.0,150835600000.0,301984800000.0,297421050000.0,166518640000.0,185509450000.0,187864040000.0,261071290000.0,160649380000.0,174205340000.0,175751450000.0
2090.0,173501710000.0,198214550000.0,202901830000.0,163362420000.0,149167390000.0,303047080000.0,292802760000.0,164326520000.0,183261040000.0,186529500000.0,262983200000.0,156509220000.0,170151760000.0,175019280000.0
2091.0,170995370000.0,194135950000.0,199527480000.0,164657270000.0,146179310000.0,298539940000.0,288679850000.0,161447560000.0,177843190000.0,181947420000.0,266041230000.0,156648180000.0,167877790000.0,173030560000.0
2092.0,166274200000.0,190299400000.0,194819110000.0,160569340000.0,144408630000.0,296614600000.0,284876670000.0,156490320000.0,174624520000.0,180305940000.0,265280780000.0,152699910000.0,164820840000.0,170534160000.0
2093.0,167225020000.0,186562350000.0,194757070000.0,157732570000.0,145540420000.0,293893280000.0,285773560000.0,154726610000.0,176373960000.0,179061060000.0,267700390000.0,154835100000.0,161126290000.0,166909980000.0
2094.0,164313610000.0,184886480000.0,193439330000.0,157086020000.0,140703900000.0,291677770000.0,282304020000.0,153529300000.0,174069990000.0,177856090000.0,266669540000.0,153581680000.0,158441050000.0,166511180000.0
2095.0,161871660000.0,183700720000.0,190048850000.0,154831540000.0,139018080000.0,288451500000.0,280476780000.0,149878750000.0,170887300000.0,177133830000.0,266205940000.0,150336980000.0,159521460000.0,165209770000.0
2096.0,156989050000.0,181660680000.0,188955440000.0,154108620000.0,137793290000.0,289475400000.0,276020200000.0,146578310000.0,167672890000.0,173953290000.0,262309150000.0,150914880000.0,157171430000.0,164444500000.0
2097.0,153885870000.0,183621810000.0,186159640000.0,153273200000.0,138177090000.0,290947000000.0,272729960000.0,143578990000.0,163321540000.0,177377800000.0,261624020000.0,149630170000.0,155830750000.0,165083510000.0
2098.0,152997170000.0,183175020000.0,184787140000.0,151394930000.0,140670320000.0,287634800000.0,271780100000.0,142112930000.0,160930200000.0,176421300000.0,258012150000.0,146013240000.0,155115420000.0,165795330000.0
2099.0,158897650000.0,185551360000.0,182443980000.0,151386050000.0,140500300000.0,287033920000.0,274273900000.0,139463600000.0,159833520000.0,174186500000.0,256509300000.0,142049760000.0,154178160000.0,165437700000.0
2100.0,159712460000.0,184892720000.0,184197320000.0,150783410000.0,139111090000.0,281581650000.0,275945460000.0,135640270000.0,157037120000.0,172452600000.0,257052100000.0,140387800000.0,153092540000.0,167945300000.0
