time,CESM2,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,NORESM2-MM,GFDL-ESM4,CESM2-WACCM,CAMS-CSM1-0,INM-CM4-8,INM-CM5-0,EC-EARTH3,MPI-ESM1-2-HR,MRI-ESM2-0
2020.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0
2021.0,13744955000000.0,13726226000000.0,13745150000000.0,13745504000000.0,13767674000000.0,13720051000000.0,13746699000000.0,13747671000000.0,13747313000000.0,13729165000000.0,13731438000000.0,13740415000000.0,13743656000000.0
2022.0,13716005000000.0,13682959000000.0,13741553000000.0,13719486000000.0,13760910000000.0,13710404000000.0,13745551000000.0,13720642000000.0,13737612000000.0,13696181000000.0,13676822000000.0,13721364000000.0,13723494000000.0
2023.0,13707576000000.0,13654718000000.0,13723545000000.0,13710522000000.0,13770715000000.0,13694373000000.0,13763416000000.0,13707345000000.0,13727560000000.0,13661853000000.0,13607020000000.0,13696486000000.0,13707180000000.0
2024.0,13706298000000.0,13648275000000.0,13705936000000.0,13686944000000.0,13755009000000.0,13677482000000.0,13757547000000.0,13678928000000.0,13710471000000.0,13645056000000.0,13557131000000.0,13690989000000.0,13684140000000.0
2025.0,13674058000000.0,13633674000000.0,13703628000000.0,13657976000000.0,13734678000000.0,13672998000000.0,13746932000000.0,13668406000000.0,13714394000000.0,13622741000000.0,13518874000000.0,13678976000000.0,13653920000000.0
2026.0,13671738000000.0,13625430000000.0,13691915000000.0,13651754000000.0,13725627000000.0,13655571000000.0,13741430000000.0,13631444000000.0,13696852000000.0,13592631000000.0,13477887000000.0,13661240000000.0,13631366000000.0
2027.0,13644392000000.0,13612576000000.0,13659962000000.0,13648365000000.0,13715909000000.0,13628046000000.0,13734557000000.0,13614279000000.0,13666752000000.0,13552346000000.0,13442616000000.0,13645992000000.0,13607215000000.0
2028.0,13610972000000.0,13609355000000.0,13637190000000.0,13622023000000.0,13701915000000.0,13582431000000.0,13737871000000.0,13602215000000.0,13649434000000.0,13538077000000.0,13388773000000.0,13626940000000.0,13556285000000.0
2029.0,13586210000000.0,13596374000000.0,13629568000000.0,13603015000000.0,13677493000000.0,13551352000000.0,13728897000000.0,13597599000000.0,13636104000000.0,13499645000000.0,13334889000000.0,13616676000000.0,13509545000000.0
2030.0,13542159000000.0,13554518000000.0,13623179000000.0,13602804000000.0,13662760000000.0,13529339000000.0,13719530000000.0,13582718000000.0,13619581000000.0,13464477000000.0,13287726000000.0,13597782000000.0,13442218000000.0
2031.0,13522293000000.0,13532180000000.0,13589253000000.0,13577335000000.0,13663832000000.0,13521955000000.0,13716293000000.0,13576076000000.0,13578560000000.0,13454410000000.0,13244693000000.0,13582039000000.0,13405976000000.0
2032.0,13505432000000.0,13505369000000.0,13566898000000.0,13555555000000.0,13637560000000.0,13510560000000.0,13702554000000.0,13562780000000.0,13571929000000.0,13403741000000.0,13173128000000.0,13580077000000.0,13365797000000.0
2033.0,13468002000000.0,13491441000000.0,13535619000000.0,13500872000000.0,13643056000000.0,13484006000000.0,13696961000000.0,13529684000000.0,13567290000000.0,13390288000000.0,13129344000000.0,13571081000000.0,13332564000000.0
2034.0,13449685000000.0,13455827000000.0,13518417000000.0,13474802000000.0,13625357000000.0,13456640000000.0,13682443000000.0,13483074000000.0,13536534000000.0,13377469000000.0,13053631000000.0,13531559000000.0,13280377000000.0
2035.0,13422023000000.0,13405818000000.0,13497447000000.0,13465792000000.0,13616587000000.0,13429932000000.0,13660435000000.0,13472185000000.0,13531024000000.0,13332153000000.0,12991481000000.0,13510232000000.0,13236606000000.0
2036.0,13394279000000.0,13363619000000.0,13455109000000.0,13436537000000.0,13617843000000.0,13399088000000.0,13651442000000.0,13466773000000.0,13515852000000.0,13313128000000.0,12915070000000.0,13509128000000.0,13200285000000.0
2037.0,13370798000000.0,13335216000000.0,13424431000000.0,13404696000000.0,13587412000000.0,13359917000000.0,13621827000000.0,13459749000000.0,13494770000000.0,13284198000000.0,12849585000000.0,13495343000000.0,13147374000000.0
2038.0,13342558000000.0,13310323000000.0,13390897000000.0,13368312000000.0,13566795000000.0,13337240000000.0,13604401000000.0,13434129000000.0,13481580000000.0,13237962000000.0,12753097000000.0,13467431000000.0,13080026000000.0
2039.0,13317645000000.0,13303427000000.0,13349316000000.0,13347624000000.0,13559916000000.0,13289332000000.0,13596503000000.0,13416707000000.0,13475793000000.0,13212722000000.0,12661749000000.0,13447032000000.0,13033632000000.0
2040.0,13306413000000.0,13287346000000.0,13303074000000.0,13280163000000.0,13547301000000.0,13246992000000.0,13564837000000.0,13381421000000.0,13454414000000.0,13167517000000.0,12565638000000.0,13438429000000.0,12927317000000.0
2041.0,13289265000000.0,13257947000000.0,13270351000000.0,13197197000000.0,13515106000000.0,13199712000000.0,13539895000000.0,13347667000000.0,13453682000000.0,13149472000000.0,12475465000000.0,13395464000000.0,12836285000000.0
2042.0,13256145000000.0,13244500000000.0,13239171000000.0,13119427000000.0,13509084000000.0,13175234000000.0,13524435000000.0,13319336000000.0,13449057000000.0,13134995000000.0,12388498000000.0,13374286000000.0,12769700000000.0
2043.0,13211627000000.0,13215785000000.0,13154655000000.0,13055794000000.0,13495888000000.0,13138391000000.0,13506943000000.0,13284173000000.0,13427687000000.0,13100626000000.0,12274338000000.0,13343747000000.0,12729783000000.0
2044.0,13188799000000.0,13170190000000.0,13126905000000.0,12991889000000.0,13491630000000.0,13116876000000.0,13499280000000.0,13276176000000.0,13396460000000.0,13081195000000.0,12188339000000.0,13332099000000.0,12659086000000.0
2045.0,13132745000000.0,13128659000000.0,13118827000000.0,12910363000000.0,13473071000000.0,13078696000000.0,13443974000000.0,13263710000000.0,13369580000000.0,13051952000000.0,12106657000000.0,13311470000000.0,12573669000000.0
2046.0,13099514000000.0,13102277000000.0,13079877000000.0,12840084000000.0,13450285000000.0,13037709000000.0,13430622000000.0,13232290000000.0,13338653000000.0,13016687000000.0,12013107000000.0,13280767000000.0,12503998000000.0
2047.0,13074879000000.0,13085593000000.0,13017866000000.0,12764955000000.0,13447656000000.0,12996757000000.0,13406378000000.0,13203843000000.0,13322771000000.0,12985103000000.0,11903964000000.0,13242580000000.0,12429662000000.0
2048.0,13045630000000.0,13017139000000.0,12967854000000.0,12683738000000.0,13427600000000.0,12963602000000.0,13351004000000.0,13199228000000.0,13263759000000.0,12960875000000.0,11791102000000.0,13221681000000.0,12347987000000.0
2049.0,13021538000000.0,12994424000000.0,12940348000000.0,12596571000000.0,13393002000000.0,12939934000000.0,13316466000000.0,13166734000000.0,13214763000000.0,12927731000000.0,11677284000000.0,13191286000000.0,12266892000000.0
2050.0,12989586000000.0,12979563000000.0,12898909000000.0,12465556000000.0,13355938000000.0,12905006000000.0,13290860000000.0,13155741000000.0,13184514000000.0,12892115000000.0,11566345000000.0,13164178000000.0,12188227000000.0
2051.0,12963022000000.0,12948909000000.0,12896480000000.0,12368834000000.0,13309751000000.0,12875620000000.0,13280321000000.0,13107546000000.0,13172873000000.0,12846129000000.0,11473444000000.0,13123731000000.0,12120560000000.0
2052.0,12923312000000.0,12882639000000.0,12862212000000.0,12226440000000.0,13271194000000.0,12798935000000.0,13269538000000.0,13068434000000.0,13146308000000.0,12798416000000.0,11378274000000.0,13096702000000.0,12013241000000.0
2053.0,12890334000000.0,12862621000000.0,12845821000000.0,12055908000000.0,13259799000000.0,12720999000000.0,13236487000000.0,13057448000000.0,13146399000000.0,12771847000000.0,11288648000000.0,13049506000000.0,11879238000000.0
2054.0,12838836000000.0,12840396000000.0,12808498000000.0,11875572000000.0,13244001000000.0,12665514000000.0,13188951000000.0,13017816000000.0,13115887000000.0,12714158000000.0,11181572000000.0,12967431000000.0,11779345000000.0
2055.0,12790315000000.0,12825215000000.0,12743074000000.0,11726687000000.0,13221442000000.0,12631789000000.0,13154739000000.0,12961047000000.0,13085781000000.0,12667489000000.0,11051987000000.0,12896740000000.0,11706437000000.0
2056.0,12731502000000.0,12777021000000.0,12678933000000.0,11595675000000.0,13190997000000.0,12599800000000.0,13119398000000.0,12929084000000.0,13047903000000.0,12629090000000.0,10929541000000.0,12839560000000.0,11599716000000.0
2057.0,12672759000000.0,12754094000000.0,12618561000000.0,11491236000000.0,13167755000000.0,12582903000000.0,13098844000000.0,12907662000000.0,13019996000000.0,12580104000000.0,10815692000000.0,12780122000000.0,11495999000000.0
2058.0,12632440000000.0,12724655000000.0,12542042000000.0,11387156000000.0,13136626000000.0,12510382000000.0,13069905000000.0,12888512000000.0,12995475000000.0,12528488000000.0,10711454000000.0,12722259000000.0,11357343000000.0
2059.0,12583505000000.0,12710516000000.0,12509674000000.0,11268819000000.0,13100962000000.0,12440379000000.0,13026679000000.0,12850911000000.0,12944670000000.0,12490051000000.0,10593321000000.0,12684800000000.0,11227744000000.0
2060.0,12542047000000.0,12664579000000.0,12360175000000.0,11155159000000.0,13069335000000.0,12400228000000.0,12999900000000.0,12827347000000.0,12900829000000.0,12449211000000.0,10448391000000.0,12630878000000.0,11130204000000.0
2061.0,12487426000000.0,12633622000000.0,12313638000000.0,11010263000000.0,13041643000000.0,12318574000000.0,12931489000000.0,12794036000000.0,12842668000000.0,12379157000000.0,10301728000000.0,12576430000000.0,11016948000000.0
2062.0,12440133000000.0,12635671000000.0,12280081000000.0,10865097000000.0,12999922000000.0,12237766000000.0,12886045000000.0,12780528000000.0,12809942000000.0,12311742000000.0,10157135000000.0,12541876000000.0,10938046000000.0
2063.0,12384161000000.0,12609241000000.0,12226387000000.0,10699163000000.0,12939379000000.0,12179819000000.0,12867011000000.0,12767303000000.0,12684351000000.0,12245319000000.0,10008424000000.0,12493387000000.0,10835170000000.0
2064.0,12338269000000.0,12546313000000.0,12207541000000.0,10526731000000.0,12934410000000.0,12136844000000.0,12787269000000.0,12753978000000.0,12627015000000.0,12188628000000.0,9837375000000.0,12440917000000.0,10739044000000.0
2065.0,12274630000000.0,12481988000000.0,12158435000000.0,10316852000000.0,12879314000000.0,12094890000000.0,12750938000000.0,12720289000000.0,12543844000000.0,12141681000000.0,9695474000000.0,12413173000000.0,10613814000000.0
2066.0,12189539000000.0,12451608000000.0,12106821000000.0,10142954000000.0,12826946000000.0,12026551000000.0,12691814000000.0,12722819000000.0,12432746000000.0,12104142000000.0,9560547000000.0,12371097000000.0,10506617000000.0
2067.0,12085157000000.0,12413136000000.0,12057270000000.0,9945523000000.0,12799869000000.0,11991206000000.0,12655780000000.0,12698408000000.0,12322399000000.0,12065120000000.0,9419441000000.0,12340105000000.0,10398856000000.0
2068.0,12065069000000.0,12361632000000.0,11999135000000.0,9773753000000.0,12745356000000.0,11950729000000.0,12579716000000.0,12673497000000.0,12225075000000.0,12011563000000.0,9266915000000.0,12288265000000.0,10272831000000.0
2069.0,11940206000000.0,12263046000000.0,11929926000000.0,9624867000000.0,12692492000000.0,11898642000000.0,12547633000000.0,12656429000000.0,12140519000000.0,11944178000000.0,9117625000000.0,12226782000000.0,10161018000000.0
2070.0,11840154000000.0,12162153000000.0,11884229000000.0,9480703000000.0,12592972000000.0,11818946000000.0,12448705000000.0,12614148000000.0,12085005000000.0,11875657000000.0,8941855000000.0,12181445000000.0,10030356000000.0
2071.0,11786593000000.0,12096658000000.0,11811805000000.0,9301150000000.0,12527762000000.0,11733595000000.0,12419215000000.0,12579507000000.0,12032939000000.0,11802342000000.0,8797803000000.0,12123737000000.0,9895232000000.0
2072.0,11725628000000.0,12001334000000.0,11769212000000.0,9126278000000.0,12474547000000.0,11654059000000.0,12391303000000.0,12540619000000.0,11966414000000.0,11731264000000.0,8648491000000.0,12075533000000.0,9811104000000.0
2073.0,11640641000000.0,11928799000000.0,11692081000000.0,8943911000000.0,12419425000000.0,11551989000000.0,12328805000000.0,12513995000000.0,11885567000000.0,11687051000000.0,8487423000000.0,12029660000000.0,9714704000000.0
2074.0,11590798000000.0,11807637000000.0,11607155000000.0,8746597000000.0,12326245000000.0,11464746000000.0,12286519000000.0,12475080000000.0,11777273000000.0,11639707000000.0,8332256000000.0,11981045000000.0,9600613000000.0
2075.0,11513741000000.0,11748802000000.0,11549609000000.0,8556739000000.0,12268106000000.0,11373712000000.0,12259598000000.0,12428962000000.0,11672416000000.0,11588275000000.0,8196247000000.0,11941657000000.0,9498913000000.0
2076.0,11453445000000.0,11715038000000.0,11498148000000.0,8374703000000.0,12175585000000.0,11255818000000.0,12223160000000.0,12377905000000.0,11607799000000.0,11526195000000.0,8060844000000.0,11887978000000.0,9341818000000.0
2077.0,11381077000000.0,11634714000000.0,11475975000000.0,8169942000000.0,12139339000000.0,11179264000000.0,12171486000000.0,12336556000000.0,11513957000000.0,11446593000000.0,7923691000000.0,11849450000000.0,9211473000000.0
2078.0,11320750000000.0,11586604000000.0,11415823000000.0,7978925700000.0,12085680000000.0,11097931000000.0,12105427000000.0,12285156000000.0,11473943000000.0,11388443000000.0,7773552000000.0,11813996000000.0,9103948000000.0
2079.0,11249967000000.0,11559074000000.0,11352271000000.0,7814755400000.0,12057659000000.0,11025651000000.0,12046675000000.0,12250860000000.0,11400239000000.0,11324138000000.0,7626709500000.0,11761636000000.0,9019481000000.0
2080.0,11145168000000.0,11526068000000.0,11289971000000.0,7646695400000.0,12020157000000.0,10941990000000.0,11972135000000.0,12209995000000.0,11340534000000.0,11257294000000.0,7467952500000.0,11718307000000.0,8915895000000.0
2081.0,11082975000000.0,11495076000000.0,11184489000000.0,7461575000000.0,11964646000000.0,10876090000000.0,11910049000000.0,12174522000000.0,11269033000000.0,11199006000000.0,7307902600000.0,11691979000000.0,8790056400000.0
2082.0,11025605000000.0,11341740000000.0,11110583000000.0,7274736600000.0,11882572000000.0,10781315000000.0,11881543000000.0,12150621000000.0,11186637000000.0,11131375000000.0,7129132400000.0,11655928000000.0,8682602000000.0
2083.0,10908373000000.0,11248628000000.0,11033797000000.0,7096179400000.0,11772892000000.0,10664479000000.0,11812285000000.0,12075447000000.0,11098442000000.0,11056007000000.0,6987406400000.0,11618798000000.0,8570771000000.0
2084.0,10794618000000.0,11169690000000.0,10933416000000.0,6916685000000.0,11703388000000.0,10588989000000.0,11720430000000.0,12050400000000.0,11001214000000.0,10976598000000.0,6847043000000.0,11582492000000.0,8479800000000.0
2085.0,10704263000000.0,11091489000000.0,10871165000000.0,6746088700000.0,11640877000000.0,10521139000000.0,11623443000000.0,12020131000000.0,10954739000000.0,10903707000000.0,6696510000000.0,11548550000000.0,8378507600000.0
2086.0,10572515000000.0,10976766000000.0,10760695000000.0,6581973000000.0,11585977000000.0,10453160000000.0,11547653000000.0,11977759000000.0,10904770000000.0,10820202000000.0,6517580400000.0,11505733000000.0,8249186700000.0
2087.0,10447459000000.0,10869487000000.0,10662682000000.0,6405367000000.0,11511276000000.0,10341944000000.0,11474339000000.0,11957151000000.0,10835127000000.0,10745914000000.0,6343022000000.0,11444951000000.0,8141446000000.0
2088.0,10301665000000.0,10796749000000.0,10575801000000.0,6206647700000.0,11448094000000.0,10229451000000.0,11426053000000.0,11909872000000.0,10790566000000.0,10669523000000.0,6180569600000.0,11386593000000.0,8042974000000.0
2089.0,10122519000000.0,10715403000000.0,10508263000000.0,6018544700000.0,11373261000000.0,10162340000000.0,11350053000000.0,11882930000000.0,10719459000000.0,10605815000000.0,5989492000000.0,11321400000000.0,7931412600000.0
2090.0,10017383000000.0,10671877000000.0,10431981000000.0,5827717000000.0,11329113000000.0,10086759000000.0,11295914000000.0,11828684000000.0,10640986000000.0,10505461000000.0,5823058000000.0,11256498000000.0,7806331700000.0
2091.0,9935482000000.0,10595770000000.0,10377689000000.0,5659505500000.0,11246162000000.0,10000683000000.0,11256671000000.0,11768344000000.0,10568946000000.0,10429530000000.0,5641916600000.0,11196989000000.0,7701448000000.0
2092.0,9859036000000.0,10552026000000.0,10317766000000.0,5489856000000.0,11175007000000.0,9914645000000.0,11207627000000.0,11739538000000.0,10492389000000.0,10352514000000.0,5469394400000.0,11142240000000.0,7599268300000.0
2093.0,9780081000000.0,10505412000000.0,10249455000000.0,5313716000000.0,11105091000000.0,9836221000000.0,11075227000000.0,11704634000000.0,10420718000000.0,10277822000000.0,5296577000000.0,11109320000000.0,7478040000000.0
2094.0,9681981000000.0,10483035000000.0,10185560000000.0,5143159000000.0,10986268000000.0,9733451000000.0,11001238000000.0,11643715000000.0,10347308000000.0,10212794000000.0,5138389000000.0,11047309000000.0,7379039000000.0
2095.0,9608438000000.0,10473059000000.0,10127304000000.0,4961199000000.0,10906275000000.0,9647989000000.0,10913962000000.0,11597863000000.0,10283747000000.0,10161762000000.0,4983834500000.0,11006280000000.0,7281662500000.0
2096.0,9462281000000.0,10422487000000.0,10064531000000.0,4791378000000.0,10836315000000.0,9534891000000.0,10812443000000.0,11553415000000.0,10224626000000.0,10086352000000.0,4813357600000.0,10958170000000.0,7185842000000.0
2097.0,9360951000000.0,10308768000000.0,9958361000000.0,4622606000000.0,10733843000000.0,9456915000000.0,10726350000000.0,11522014000000.0,10161311000000.0,10026375000000.0,4648939300000.0,10910562000000.0,7078830000000.0
2098.0,9290783000000.0,10204720000000.0,9935419000000.0,4434449000000.0,10642760000000.0,9378305000000.0,10598184000000.0,11461320000000.0,10077548000000.0,9963142000000.0,4486784000000.0,10859485000000.0,6985173000000.0
2099.0,9188764000000.0,10158003000000.0,9811957000000.0,4266630800000.0,10529543000000.0,9289842000000.0,10472062000000.0,11429344000000.0,9978241000000.0,9892115000000.0,4310973800000.0,10814087000000.0,6873273600000.0
2100.0,9109288000000.0,10091188000000.0,9759397000000.0,4069844800000.0,10400689000000.0,9188892000000.0,10365522000000.0,11394594000000.0,9922881000000.0,9829753000000.0,4149206800000.0,10760134000000.0,6782244600000.0
