time,MPI-ESM1-2-HR,MRI-ESM2-0,EC-EARTH3,CESM2-WACCM,CAMS-CSM1-0,INM-CM4-8,INM-CM5-0,CANESM5,GFDL-ESM4,ACCESS-ESM1-5,EC-EARTH3-VEG,NORESM2-MM,FGOALS-F3-L,BCC-CSM2-MR,IPSL-CM6A-LR,CESM2,ACCESS-CM2
2011.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0,13887902000000.0
2012.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0,13884520000000.0
2013.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0,13862775000000.0
2014.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0,13833353000000.0
2015.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0,13841068000000.0
2016.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0,13828586000000.0
2017.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0,13797239000000.0
2018.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0,13790639000000.0
2019.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0,13770760000000.0
2020.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0,13757439000000.0
2021.0,13720845000000.0,13744342000000.0,13688890000000.0,13752602000000.0,13724718000000.0,13735490000000.0,13714558000000.0,13740956000000.0,13700305000000.0,13745634000000.0,13695887000000.0,13741818000000.0,13734234000000.0,13751192000000.0,13735085000000.0,13737361000000.0,13730198000000.0
2022.0,13695526000000.0,13725480000000.0,13644974000000.0,13734530000000.0,13707194000000.0,13722870000000.0,13690608000000.0,13704445000000.0,13680894000000.0,13722716000000.0,13594950000000.0,13726126000000.0,13704695000000.0,13739950000000.0,13686654000000.0,13723063000000.0,13715699000000.0
2023.0,13681726000000.0,13693466000000.0,13584021000000.0,13739963000000.0,13685873000000.0,13711630000000.0,13670648000000.0,13687442000000.0,13673920000000.0,13698108000000.0,13499529000000.0,13723776000000.0,13695606000000.0,13719875000000.0,13666196000000.0,13706965000000.0,13698602000000.0
2024.0,13659362000000.0,13666140000000.0,13526035000000.0,13731842000000.0,13678852000000.0,13699326000000.0,13632182000000.0,13634597000000.0,13645283000000.0,13688549000000.0,13472246000000.0,13700073000000.0,13687135000000.0,13687920000000.0,13620348000000.0,13692192000000.0,13669680000000.0
2025.0,13658346000000.0,13631876000000.0,13476235000000.0,13737704000000.0,13661228000000.0,13687853000000.0,13598282000000.0,13561928000000.0,13615652000000.0,13674680000000.0,13439891000000.0,13690272000000.0,13646713000000.0,13691862000000.0,13604580000000.0,13668494000000.0,13656744000000.0
2026.0,13628052000000.0,13598233000000.0,13430826000000.0,13724328000000.0,13645828000000.0,13693458000000.0,13568598000000.0,13452832000000.0,13600329000000.0,13656783000000.0,13382224000000.0,13669028000000.0,13636720000000.0,13685676000000.0,13570741000000.0,13622277000000.0,13635801000000.0
2027.0,13608997000000.0,13567846000000.0,13368930000000.0,13718172000000.0,13616988000000.0,13683996000000.0,13525817000000.0,13369141000000.0,13578517000000.0,13592897000000.0,13320018000000.0,13643731000000.0,13610599000000.0,13653124000000.0,13547503000000.0,13617235000000.0,13601541000000.0
2028.0,13569122000000.0,13521491000000.0,13318531000000.0,13720631000000.0,13604256000000.0,13672887000000.0,13476975000000.0,13285558000000.0,13540178000000.0,13571048000000.0,13263387000000.0,13635154000000.0,13585853000000.0,13632278000000.0,13515754000000.0,13599752000000.0,13573674000000.0
2029.0,13555441000000.0,13472692000000.0,13262238000000.0,13704649000000.0,13593260000000.0,13678158000000.0,13437847000000.0,13203087000000.0,13493211000000.0,13550712000000.0,13199548000000.0,13610931000000.0,13574972000000.0,13625319000000.0,13484890000000.0,13558938000000.0,13566696000000.0
2030.0,13538775000000.0,13425798000000.0,13230899000000.0,13706336000000.0,13566009000000.0,13670497000000.0,13385171000000.0,13134796000000.0,13461846000000.0,13523178000000.0,13141163000000.0,13582033000000.0,13556938000000.0,13614876000000.0,13441403000000.0,13536188000000.0,13547695000000.0
2031.0,13533008000000.0,13385874000000.0,13150345000000.0,13693308000000.0,13550999000000.0,13661280000000.0,13349368000000.0,13052416000000.0,13454212000000.0,13513472000000.0,13076873000000.0,13555443000000.0,13502276000000.0,13607293000000.0,13409761000000.0,13501570000000.0,13540938000000.0
2032.0,13511778000000.0,13333153000000.0,13096013000000.0,13679303000000.0,13541538000000.0,13655929000000.0,13307003000000.0,12980857000000.0,13416228000000.0,13502018000000.0,13040585000000.0,13529610000000.0,13479556000000.0,13583578000000.0,13373419000000.0,13475326000000.0,13526317000000.0
2033.0,13492997000000.0,13279236000000.0,13057566000000.0,13627646000000.0,13511019000000.0,13645908000000.0,13270654000000.0,12903735000000.0,13384945000000.0,13483368000000.0,13010167000000.0,13499139000000.0,13436439000000.0,13562748000000.0,13344678000000.0,13438666000000.0,13521227000000.0
2034.0,13483966000000.0,13220414000000.0,12967179000000.0,13626013000000.0,13493005000000.0,13623149000000.0,13241545000000.0,12815210000000.0,13345307000000.0,13484814000000.0,12970072000000.0,13476993000000.0,13402140000000.0,13541015000000.0,13299726000000.0,13393872000000.0,13514386000000.0
2035.0,13469726000000.0,13153725000000.0,12928192000000.0,13594648000000.0,13475099000000.0,13636603000000.0,13206414000000.0,12721167000000.0,13329093000000.0,13468783000000.0,12957676000000.0,13459632000000.0,13382440000000.0,13529071000000.0,13262453000000.0,13365998000000.0,13501732000000.0
2036.0,13463293000000.0,13092302000000.0,12870753000000.0,13560100000000.0,13477220000000.0,13628410000000.0,13174026000000.0,12633668000000.0,13294409000000.0,13444922000000.0,12929930000000.0,13453264000000.0,13365892000000.0,13500166000000.0,13210417000000.0,13329745000000.0,13454998000000.0
2037.0,13453933000000.0,13034072000000.0,12801895000000.0,13538692000000.0,13462333000000.0,13610613000000.0,13119301000000.0,12545764000000.0,13290798000000.0,13393806000000.0,12891912000000.0,13451335000000.0,13354878000000.0,13481189000000.0,13162302000000.0,13285120000000.0,13421899000000.0
2038.0,13451277000000.0,12982748000000.0,12733774000000.0,13507860000000.0,13426227000000.0,13611802000000.0,13078027000000.0,12441340000000.0,13262501000000.0,13366065000000.0,12833726000000.0,13399284000000.0,13335607000000.0,13438578000000.0,13102039000000.0,13261562000000.0,13371120000000.0
2039.0,13424066000000.0,12905320000000.0,12654756000000.0,13477381000000.0,13400834000000.0,13587187000000.0,13054348000000.0,12320920000000.0,13237359000000.0,13357017000000.0,12821960000000.0,13386622000000.0,13321970000000.0,13409027000000.0,13057901000000.0,13240885000000.0,13347213000000.0
2040.0,13408792000000.0,12816904000000.0,12567848000000.0,13432644000000.0,13373509000000.0,13566283000000.0,13005958000000.0,12213064000000.0,13213057000000.0,13361024000000.0,12805584000000.0,13369872000000.0,13283113000000.0,13333354000000.0,13009281000000.0,13219577000000.0,13306120000000.0
2041.0,13392093000000.0,12728266000000.0,12474060000000.0,13411222000000.0,13366229000000.0,13567434000000.0,12967079000000.0,12098018000000.0,13181291000000.0,13345432000000.0,12800390000000.0,13307947000000.0,13262803000000.0,13294704000000.0,12942641000000.0,13188240000000.0,13302132000000.0
2042.0,13349975000000.0,12667275000000.0,12405573000000.0,13399759000000.0,13341533000000.0,13544560000000.0,12923327000000.0,11965982000000.0,13162469000000.0,13317582000000.0,12791188000000.0,13290466000000.0,13247765000000.0,13290951000000.0,12848183000000.0,13160012000000.0,13246943000000.0
2043.0,13280353000000.0,12588160000000.0,12354177000000.0,13356834000000.0,13315147000000.0,13524030000000.0,12892861000000.0,11852920000000.0,13131011000000.0,13298126000000.0,12777790000000.0,13259362000000.0,13217667000000.0,13265771000000.0,12751041000000.0,13111140000000.0,13214760000000.0
2044.0,13219336000000.0,12491031000000.0,12266758000000.0,13321420000000.0,13294024000000.0,13509163000000.0,12855311000000.0,11738725000000.0,13102067000000.0,13277769000000.0,12773399000000.0,13211449000000.0,13213242000000.0,13233108000000.0,12673165000000.0,13065486000000.0,13195821000000.0
2045.0,13191791000000.0,12421116000000.0,12181312000000.0,13277306000000.0,13273665000000.0,13499372000000.0,12824226000000.0,11614105000000.0,13071963000000.0,13263225000000.0,12753523000000.0,13167724000000.0,13207090000000.0,13196567000000.0,12618225000000.0,13034662000000.0,13165943000000.0
2046.0,13163754000000.0,12352706000000.0,12102191000000.0,13261281000000.0,13250909000000.0,13492897000000.0,12795537000000.0,11503130000000.0,13055974000000.0,13236439000000.0,12711052000000.0,13145774000000.0,13188687000000.0,13184980000000.0,12554625000000.0,13012962000000.0,13121920000000.0
2047.0,13130707000000.0,12253744000000.0,12004242000000.0,13244695000000.0,13241362000000.0,13459375000000.0,12767087000000.0,11404940000000.0,13014544000000.0,13216339000000.0,12695772000000.0,13117262000000.0,13171471000000.0,13139920000000.0,12488744000000.0,12993729000000.0,13085503000000.0
2048.0,13129797000000.0,12172384000000.0,11917874000000.0,13201895000000.0,13221601000000.0,13452974000000.0,12730884000000.0,11282560000000.0,13001511000000.0,13177756000000.0,12654614000000.0,13086479000000.0,13135512000000.0,13076158000000.0,12430356000000.0,12966843000000.0,12999177000000.0
2049.0,13085633000000.0,12090503000000.0,11854885000000.0,13180786000000.0,13175157000000.0,13429658000000.0,12697792000000.0,11158258000000.0,12979309000000.0,13148418000000.0,12610507000000.0,13079197000000.0,13106726000000.0,13053597000000.0,12350208000000.0,12930324000000.0,12921955000000.0
2050.0,13072301000000.0,12015125000000.0,11814344000000.0,13178914000000.0,13147839000000.0,13412745000000.0,12656087000000.0,11054364000000.0,12970800000000.0,13133195000000.0,12574176000000.0,13057126000000.0,13082356000000.0,13046040000000.0,12280385000000.0,12895049000000.0,12859212000000.0
2051.0,13064161000000.0,11929643000000.0,11763827000000.0,13159174000000.0,13130232000000.0,13394155000000.0,12624954000000.0,10937616000000.0,12949797000000.0,13116241000000.0,12557335000000.0,13023419000000.0,13040116000000.0,12996079000000.0,12212079000000.0,12880197000000.0,12818013000000.0
2052.0,13049654000000.0,11861773000000.0,11712877000000.0,13128480000000.0,13128931000000.0,13385217000000.0,12597950000000.0,10819860000000.0,12915482000000.0,13099309000000.0,12544844000000.0,12988072000000.0,13028699000000.0,12962667000000.0,12130485000000.0,12836298000000.0,12727060000000.0
2053.0,13036920000000.0,11774381000000.0,11646195000000.0,13123640000000.0,13103767000000.0,13331996000000.0,12567212000000.0,10707995000000.0,12881575000000.0,13073489000000.0,12533085000000.0,12978789000000.0,12980561000000.0,12944712000000.0,12064078000000.0,12808806000000.0,12687904000000.0
2054.0,13026676000000.0,11709396000000.0,11603124000000.0,13106279000000.0,13089680000000.0,13307144000000.0,12542782000000.0,10613478000000.0,12859645000000.0,13051747000000.0,12504588000000.0,12937712000000.0,12962377000000.0,12923098000000.0,11982603000000.0,12763513000000.0,12658912000000.0
2055.0,12996781000000.0,11615233000000.0,11567723000000.0,13078222000000.0,13065485000000.0,13276455000000.0,12514719000000.0,10505441000000.0,12851064000000.0,12987741000000.0,12465111000000.0,12927114000000.0,12924102000000.0,12902735000000.0,11915391000000.0,12730409000000.0,12655829000000.0
2056.0,12979035000000.0,11496132000000.0,11501158000000.0,13060409000000.0,13057598000000.0,13251490000000.0,12505488000000.0,10415767000000.0,12808479000000.0,12939273000000.0,12445562000000.0,12892100000000.0,12911039000000.0,12884150000000.0,11847358000000.0,12676655000000.0,12628251000000.0
2057.0,12958187000000.0,11408957000000.0,11446300000000.0,13035927000000.0,13039088000000.0,13203206000000.0,12484634000000.0,10310284000000.0,12781923000000.0,12914286000000.0,12413998000000.0,12853656000000.0,12893644000000.0,12849199000000.0,11765786000000.0,12633280000000.0,12608731000000.0
2058.0,12915560000000.0,11307479000000.0,11382304000000.0,13000960000000.0,13026992000000.0,13169436000000.0,12449275000000.0,10191310000000.0,12755257000000.0,12868155000000.0,12354247000000.0,12818576000000.0,12887596000000.0,12806133000000.0,11658806000000.0,12597977000000.0,12581564000000.0
2059.0,12860604000000.0,11214770000000.0,11326260000000.0,12954808000000.0,13000393000000.0,13125055000000.0,12417493000000.0,10078684000000.0,12737139000000.0,12835496000000.0,12304475000000.0,12785829000000.0,12859189000000.0,12757835000000.0,11574236000000.0,12539207000000.0,12569222000000.0
2060.0,12818618000000.0,11118988000000.0,11293187000000.0,12924617000000.0,13001366000000.0,13074171000000.0,12358284000000.0,9976049000000.0,12700336000000.0,12794870000000.0,12233070000000.0,12764411000000.0,12829285000000.0,12747696000000.0,11507584000000.0,12487927000000.0,12528235000000.0
2061.0,12773879000000.0,11015942000000.0,11244895000000.0,12857973000000.0,12971707000000.0,13046404000000.0,12322243000000.0,9854797000000.0,12668131000000.0,12780316000000.0,12199889000000.0,12717483000000.0,12806990000000.0,12737955000000.0,11455157000000.0,12421416000000.0,12484400000000.0
2062.0,12733010000000.0,10921502000000.0,11203036000000.0,12825516000000.0,12956921000000.0,13020381000000.0,12283080000000.0,9751820000000.0,12618083000000.0,12770792000000.0,12166208000000.0,12686473000000.0,12774100000000.0,12700736000000.0,11385566000000.0,12393801000000.0,12431227000000.0
2063.0,12714583000000.0,10821106000000.0,11140570000000.0,12800097000000.0,12939431000000.0,12961469000000.0,12247669000000.0,9655143000000.0,12582377000000.0,12749709000000.0,12058804000000.0,12664117000000.0,12757300000000.0,12630894000000.0,11293457000000.0,12345941000000.0,12405166000000.0
2064.0,12683660000000.0,10713329000000.0,11095798000000.0,12763787000000.0,12936965000000.0,12913898000000.0,12202858000000.0,9559521000000.0,12537233000000.0,12722047000000.0,11976035000000.0,12640240000000.0,12733706000000.0,12622727000000.0,11231700000000.0,12294281000000.0,12385983000000.0
2065.0,12658603000000.0,10621413000000.0,11039328000000.0,12726414000000.0,12920686000000.0,12879555000000.0,12162053000000.0,9449535000000.0,12485694000000.0,12703712000000.0,11895841000000.0,12583674000000.0,12715834000000.0,12599635000000.0,11147847000000.0,12228345000000.0,12339328000000.0
2066.0,12652289000000.0,10501581000000.0,10978336000000.0,12669869000000.0,12890267000000.0,12808347000000.0,12121052000000.0,9352793000000.0,12425239000000.0,12676990000000.0,11801661000000.0,12543218000000.0,12703088000000.0,12581618000000.0,11090215000000.0,12143492000000.0,12276759000000.0
2067.0,12637415000000.0,10399650000000.0,10911814000000.0,12634740000000.0,12885708000000.0,12787016000000.0,12086172000000.0,9254432000000.0,12398764000000.0,12623455000000.0,11734976000000.0,12491975000000.0,12665776000000.0,12556013000000.0,11034446000000.0,12096149000000.0,12239489000000.0
2068.0,12600786000000.0,10296074000000.0,10841906000000.0,12560995000000.0,12861056000000.0,12771699000000.0,12043986000000.0,9158466000000.0,12358707000000.0,12573111000000.0,11657794000000.0,12440798000000.0,12623960000000.0,12537387000000.0,10976896000000.0,12026480000000.0,12208338000000.0
2069.0,12554638000000.0,10187308000000.0,10786377000000.0,12502718000000.0,12832915000000.0,12710089000000.0,12001599000000.0,9075535000000.0,12337377000000.0,12503208000000.0,11576889000000.0,12419354000000.0,12601332000000.0,12514196000000.0,10933589000000.0,11948546000000.0,12162499000000.0
2070.0,12525330000000.0,10057641000000.0,10723618000000.0,12446768000000.0,12795878000000.0,12672237000000.0,11957036000000.0,8975431000000.0,12299406000000.0,12458467000000.0,11489334000000.0,12387197000000.0,12585368000000.0,12509285000000.0,10876855000000.0,11902353000000.0,12136918000000.0
2071.0,12497654000000.0,9952875000000.0,10622016000000.0,12412302000000.0,12786050000000.0,12628119000000.0,11937852000000.0,8888862000000.0,12268819000000.0,12421818000000.0,11409229000000.0,12347255000000.0,12548052000000.0,12486689000000.0,10810934000000.0,11871383000000.0,12100057000000.0
2072.0,12458631000000.0,9864574000000.0,10543367000000.0,12403120000000.0,12776028000000.0,12603736000000.0,11915425000000.0,8774161500000.0,12223919000000.0,12329808000000.0,11329286000000.0,12295514000000.0,12520403000000.0,12463111000000.0,10725371000000.0,11851148000000.0,12043527000000.0
2073.0,12441244000000.0,9758627000000.0,10469682000000.0,12359678000000.0,12767775000000.0,12558890000000.0,11892607000000.0,8671113000000.0,12208367000000.0,12286051000000.0,11268988000000.0,12278698000000.0,12490527000000.0,12430949000000.0,10649934000000.0,11800686000000.0,12006948000000.0
2074.0,12420595000000.0,9702423000000.0,10394244000000.0,12334545000000.0,12735320000000.0,12539091000000.0,11856591000000.0,8583837600000.0,12182832000000.0,12214592000000.0,11206740000000.0,12272805000000.0,12476958000000.0,12388777000000.0,10572653000000.0,11770144000000.0,11995908000000.0
2075.0,12383999000000.0,9660122000000.0,10313184000000.0,12305822000000.0,12709235000000.0,12506609000000.0,11815043000000.0,8495728400000.0,12142784000000.0,12141744000000.0,11162450000000.0,12224546000000.0,12459166000000.0,12370743000000.0,10479818000000.0,11712701000000.0,11944523000000.0
2076.0,12372614000000.0,9576127000000.0,10257636000000.0,12269301000000.0,12689878000000.0,12473703000000.0,11767061000000.0,8388825600000.0,12112919000000.0,12037819000000.0,11077633000000.0,12208105000000.0,12436944000000.0,12347295000000.0,10400446000000.0,11635236000000.0,11919090000000.0
2077.0,12328450000000.0,9482944000000.0,10175371000000.0,12259092000000.0,12660003000000.0,12445945000000.0,11740613000000.0,8294423000000.0,12084148000000.0,11990125000000.0,11003778000000.0,12188726000000.0,12423556000000.0,12320824000000.0,10299545000000.0,11594577000000.0,11880588000000.0
2078.0,12296276000000.0,9402395000000.0,10109605000000.0,12233307000000.0,12635632000000.0,12403324000000.0,11703844000000.0,8194642000000.0,12040592000000.0,11951618000000.0,10922942000000.0,12165407000000.0,12399129000000.0,12275419000000.0,10228500000000.0,11550554000000.0,11840510000000.0
2079.0,12272213000000.0,9307404000000.0,10039255000000.0,12210596000000.0,12613636000000.0,12375669000000.0,11679395000000.0,8101212700000.0,12006594000000.0,11908278000000.0,10839789000000.0,12135168000000.0,12365906000000.0,12196047000000.0,10126862000000.0,11495960000000.0,11808755000000.0
2080.0,12261860000000.0,9253080000000.0,9965943000000.0,12191702000000.0,12571898000000.0,12371923000000.0,11660724000000.0,8013325300000.0,11993123000000.0,11815835000000.0,10736956000000.0,12067811000000.0,12337345000000.0,12127705000000.0,10042510000000.0,11447104000000.0,11741303000000.0
2081.0,12228223000000.0,9172873000000.0,9890299000000.0,12164826000000.0,12557240000000.0,12366113000000.0,11630238000000.0,7925536400000.0,11953258000000.0,11728402000000.0,10618596000000.0,12035267000000.0,12323513000000.0,12093595000000.0,9963027000000.0,11426310000000.0,11666974000000.0
2082.0,12210447000000.0,9116438000000.0,9806404000000.0,12140824000000.0,12545286000000.0,12325949000000.0,11591800000000.0,7834562500000.0,11915158000000.0,11643576000000.0,10511856000000.0,11964437000000.0,12292686000000.0,12074050000000.0,9877414000000.0,11394587000000.0,11625779000000.0
2083.0,12203035000000.0,9050567000000.0,9737877000000.0,12093572000000.0,12518930000000.0,12315906000000.0,11570382000000.0,7741799700000.0,11890256000000.0,11604034000000.0,10412562000000.0,11921168000000.0,12278048000000.0,12056852000000.0,9807061000000.0,11341448000000.0,11577625000000.0
2084.0,12180218000000.0,8980555000000.0,9675962000000.0,12058926000000.0,12500143000000.0,12286693000000.0,11533558000000.0,7659014000000.0,11875385000000.0,11561784000000.0,10306435000000.0,11880616000000.0,12271920000000.0,12031139000000.0,9714801000000.0,11296248000000.0,11550399000000.0
2085.0,12146775000000.0,8907755000000.0,9619499000000.0,12025927000000.0,12479417000000.0,12218281000000.0,11494536000000.0,7586735000000.0,11824144000000.0,11514088000000.0,10195481000000.0,11847558000000.0,12238691000000.0,12007824000000.0,9632735000000.0,11237655000000.0,11509454000000.0
2086.0,12115694000000.0,8855027000000.0,9572806000000.0,11993887000000.0,12444293000000.0,12197579000000.0,11466270000000.0,7508897300000.0,11772775000000.0,11464355000000.0,10073848000000.0,11809513000000.0,12252094000000.0,11943691000000.0,9558006000000.0,11219127000000.0,11427789000000.0
2087.0,12085194000000.0,8774966000000.0,9528815000000.0,11952034000000.0,12425058000000.0,12168968000000.0,11449713000000.0,7427638400000.0,11729246000000.0,11429197000000.0,9935325000000.0,11764177000000.0,12221927000000.0,11894201000000.0,9490717000000.0,11150445000000.0,11393200000000.0
2088.0,12046729000000.0,8715129000000.0,9471994000000.0,11902051000000.0,12395137000000.0,12147108000000.0,11416226000000.0,7355817300000.0,11683060000000.0,11390063000000.0,9846502000000.0,11762097000000.0,12192745000000.0,11879154000000.0,9411964000000.0,11087453000000.0,11361771000000.0
2089.0,11995001000000.0,8655744000000.0,9417534000000.0,11862765000000.0,12362876000000.0,12131001000000.0,11396379000000.0,7264329000000.0,11610907000000.0,11362494000000.0,9741618000000.0,11748602000000.0,12179143000000.0,11833473000000.0,9354420000000.0,11042131000000.0,11325415000000.0
2090.0,11956199000000.0,8609334000000.0,9365676000000.0,11842210000000.0,12357342000000.0,12118948000000.0,11343219000000.0,7195072700000.0,11577938000000.0,11338695000000.0,9641577000000.0,11712028000000.0,12177563000000.0,11803032000000.0,9280066000000.0,10981731000000.0,11279565000000.0
2091.0,11935416000000.0,8548608000000.0,9307894000000.0,11802638000000.0,12347668000000.0,12084857000000.0,11329383000000.0,7123696600000.0,11556570000000.0,11281946000000.0,9527310000000.0,11688209000000.0,12155384000000.0,11782248000000.0,9208745000000.0,10942228000000.0,11238612000000.0
2092.0,11931939000000.0,8493002000000.0,9253022000000.0,11694658000000.0,12328009000000.0,12052903000000.0,11314272000000.0,7044505000000.0,11538430000000.0,11226009000000.0,9450903000000.0,11679669000000.0,12109426000000.0,11771086000000.0,9131299000000.0,10914666000000.0,11203034000000.0
2093.0,11910236000000.0,8442197000000.0,9201723000000.0,11666396000000.0,12318942000000.0,12042413000000.0,11305600000000.0,6965555600000.0,11520584000000.0,11152082000000.0,9342519000000.0,11655237000000.0,12079990000000.0,11760606000000.0,9070584000000.0,10866771000000.0,11116921000000.0
2094.0,11883365000000.0,8387112700000.0,9154766000000.0,11649993000000.0,12299996000000.0,12007927000000.0,11274900000000.0,6883887300000.0,11480687000000.0,11113603000000.0,9252550000000.0,11612276000000.0,12027159000000.0,11714324000000.0,8997085000000.0,10804461000000.0,11056282000000.0
2095.0,11880254000000.0,8343148600000.0,9130793000000.0,11592406000000.0,12274748000000.0,11989289000000.0,11248174000000.0,6812777000000.0,11434820000000.0,11066547000000.0,9165843000000.0,11578897000000.0,11991297000000.0,11685226000000.0,8935934000000.0,10753501000000.0,10992946000000.0
