time,IPSL-CM6A-LR,TAIESM1,IITM-ESM,CESM2-WACCM,MPI-ESM1-2-HR,GFDL-ESM4,UKESM1-0-LL,KACE-1-0-G,MRI-ESM2-0
2028.0,2773813000.0,2720607000.0,2796358700.0,2765687300.0,2937750000.0,2735236600.0,2685971000.0,2718864000.0,2697369600.0
2029.0,2747362600.0,2661849900.0,2769674000.0,2755538400.0,2864251000.0,2714995000.0,2638091000.0,2687879000.0,2664060000.0
2030.0,2762749400.0,2639133400.0,2787818200.0,2717333000.0,2826596900.0,2699258400.0,2600424200.0,2647923000.0,2624660000.0
2031.0,2689181400.0,2601806000.0,2741838800.0,2727079000.0,2775688400.0,2685938700.0,2530673200.0,2581456000.0,2643026700.0
2032.0,2640429000.0,2684984800.0,2804396000.0,2991803400.0,2760273400.0,2648773400.0,2464454400.0,2486316500.0,2591925200.0
2033.0,2604244200.0,2540892700.0,2898499300.0,2730177800.0,3222296600.0,2624617500.0,2401216500.0,2432564700.0,2558899500.0
2034.0,2563756300.0,2506508500.0,2722768100.0,2817553200.0,2973143600.0,2600269000.0,2314117400.0,2367632100.0,2523800600.0
2035.0,2522388200.0,2459953700.0,2677285400.0,2824861200.0,2857046300.0,2636304400.0,2220303400.0,2287528400.0,2485902000.0
2036.0,2480926500.0,2460448300.0,2653080600.0,2656981500.0,2739567600.0,2554102800.0,2163568000.0,2200355800.0,2552534500.0
2037.0,2439920600.0,2335768600.0,2653910000.0,2982099700.0,2699364900.0,2547082800.0,2044653300.0,2095337100.0,2438791400.0
2038.0,2401896000.0,2263816200.0,2657384000.0,2603687000.0,2669238500.0,2471374300.0,1925953200.0,1951817000.0,2569016600.0
2039.0,2422224600.0,2192285200.0,2743433200.0,2557239300.0,2947563800.0,2414491100.0,1848427600.0,1867034000.0,2321045800.0
2040.0,2333925400.0,2097586400.0,2853468200.0,2629963800.0,2938836500.0,2377794000.0,1784085400.0,1803209500.0,2272645000.0
2041.0,2344026400.0,2279939000.0,2634480400.0,2503918300.0,3191087400.0,2328292400.0,1701500500.0,1679925400.0,2202183000.0
2042.0,2255806700.0,2015175200.0,2578840800.0,2515030300.0,2843427800.0,2305889000.0,1595401100.0,1626662700.0,2134970600.0
2043.0,2194019800.0,1980090100.0,2544720400.0,2967407900.0,2994854000.0,2241827000.0,1542850700.0,1489531100.0,2057168000.0
2044.0,2277304600.0,1907808000.0,2582304800.0,2428873700.0,2742484700.0,2194400800.0,1472257800.0,1423061600.0,2046412400.0
2045.0,2158027300.0,1848257800.0,2544022000.0,2353796000.0,2719626500.0,2176231700.0,1389141500.0,1399012900.0,1995618800.0
2046.0,2064119000.0,1774486000.0,2519243000.0,2405704700.0,2727599400.0,2134624800.0,1315806800.0,1354637300.0,1975920100.0
2047.0,2038158700.0,1717515800.0,2632478500.0,2269671200.0,2638575400.0,2168886500.0,1246905900.0,1312411100.0,1927590100.0
2048.0,1973577200.0,1652880600.0,2512825300.0,2288050700.0,2640082700.0,2052092900.0,1193334500.0,1257378300.0,1905660300.0
2049.0,1968457600.0,1561650700.0,2570835000.0,2205919000.0,2598400800.0,1998859800.0,1146008600.0,1193381800.0,1882294500.0
2050.0,1865215700.0,1487220700.0,2398262000.0,2154876400.0,2610664200.0,1983447000.0,1104673400.0,1151469000.0,1961554200.0
2051.0,1822428800.0,1411070800.0,2383864000.0,2127509500.0,2726637300.0,2038907000.0,1060916200.0,1094315300.0,2024008600.0
2052.0,1746073700.0,1358633700.0,2499652600.0,2069255800.0,2651105500.0,2038607100.0,1014356740.0,1060623900.0,1799228000.0
2053.0,1701764400.0,1323216000.0,2303754200.0,1996524200.0,2753134300.0,1912115100.0,958069250.0,1008014300.0,1732318100.0
2054.0,1666011500.0,1271289600.0,2276357400.0,1931444900.0,2566880000.0,1906251600.0,915349600.0,973520260.0,1695878300.0
2055.0,1598794600.0,1268611100.0,2304841000.0,1910934400.0,2544705800.0,1897352700.0,867183550.0,919587200.0,1629170600.0
2056.0,1552875100.0,1207253600.0,2229521200.0,1846496800.0,2470266000.0,1788233900.0,819069100.0,987302300.0,1677373700.0
2057.0,1512898200.0,1128120600.0,2195042000.0,1822655000.0,2496262000.0,1939363200.0,774104960.0,873156900.0,1558815700.0
2058.0,1456712600.0,1087138600.0,2145173800.0,1781483000.0,2569198600.0,2142522000.0,739101760.0,842271040.0,1504910100.0
2059.0,1414142100.0,1840245600.0,2098613800.0,1727494900.0,2445149200.0,1814678300.0,694256960.0,803932000.0,1473076000.0
2060.0,1397758700.0,1505176200.0,2150082300.0,1681084900.0,2418176800.0,1693934800.0,655801540.0,797459900.0,1422688100.0
2061.0,1341338100.0,1156483800.0,2075447900.0,1618217600.0,2433341000.0,1634866800.0,621322940.0,760295000.0,1394087700.0
2062.0,1303864300.0,1003710850.0,2085235300.0,1558996900.0,2379514600.0,1587654100.0,606621760.0,723394700.0,1338021100.0
2063.0,1264037400.0,961097150.0,2093180000.0,1528459500.0,2344884700.0,1546741800.0,571943230.0,684451700.0,1339081500.0
2064.0,1820927200.0,933904260.0,2000506200.0,1521363200.0,2332911900.0,1684285300.0,538637950.0,660541000.0,1414303600.0
2065.0,1501278600.0,924120000.0,1958166500.0,1469397400.0,2293641700.0,1497306000.0,519493100.0,639458560.0,1319506300.0
2066.0,1342449400.0,881991000.0,1917882100.0,1411602800.0,2274443800.0,1464995600.0,493519100.0,617458370.0,1236945200.0
2067.0,1227755000.0,849213100.0,1883844400.0,1383403100.0,2237948000.0,1414764800.0,469916900.0,593851460.0,1204987800.0
2068.0,1178161700.0,922730240.0,1854008000.0,1398557200.0,2199182000.0,1401620200.0,451113150.0,585111360.0,1170269200.0
2069.0,1134890400.0,801937540.0,1820301300.0,1322575700.0,2173346300.0,1381255000.0,429473200.0,547474940.0,1346588900.0
2070.0,1105845200.0,773428700.0,2135352200.0,1281374600.0,2142657900.0,1375250300.0,409586370.0,525353380.0,1121285400.0
2071.0,1102584000.0,752296800.0,1977881100.0,1278042900.0,2098384800.0,1340082700.0,380979070.0,502982720.0,1091498100.0
2072.0,1059813000.0,718636200.0,1790375800.0,1230628200.0,2071343700.0,1310047700.0,354444130.0,483659070.0,1055741800.0
2073.0,1018820540.0,681164100.0,1764114800.0,1186481800.0,2042632100.0,1350684400.0,321798270.0,461580350.0,1067894200.0
2074.0,975206000.0,659007040.0,1831905900.0,1151584900.0,2031608300.0,1270893700.0,296687900.0,451156500.0,1009402750.0
2075.0,936610940.0,633549950.0,1794865500.0,1465792900.0,1985011700.0,1236973400.0,270344480.0,449347550.0,1371949700.0
2076.0,896618400.0,604457200.0,1714666600.0,1169524100.0,1938164700.0,1203881200.0,253150050.0,429664350.0,989188900.0
2077.0,861034430.0,580881900.0,1675010700.0,1885746300.0,1915973800.0,1187163500.0,239619620.0,432694980.0,962298800.0
2078.0,819527400.0,558447600.0,1659867500.0,1681575600.0,1849150000.0,1243492900.0,218772480.0,394426460.0,948921400.0
2079.0,794372600.0,539401500.0,1816964000.0,1322974200.0,1806746400.0,1181367000.0,206367660.0,365080830.0,915866940.0
2080.0,763463900.0,543095300.0,1960034700.0,1057702500.0,1800206600.0,1134376800.0,193732270.0,341776060.0,1230781300.0
2081.0,728434200.0,500813920.0,1660085000.0,1217945500.0,1771164300.0,1119263000.0,184354100.0,325798200.0,921955700.0
2082.0,697070660.0,478662800.0,1628901400.0,1106532400.0,1724402600.0,1092077800.0,169313890.0,310892770.0,861290750.0
2083.0,672942300.0,454481000.0,1568746500.0,1318965600.0,1695446500.0,1144776000.0,153612600.0,310182940.0,870574100.0
2084.0,647780600.0,430743230.0,1536030800.0,1054453570.0,1675373200.0,1067259460.0,135879040.0,289255650.0,837828350.0
2085.0,627000000.0,409928960.0,1493885800.0,1881102300.0,1630854700.0,1029718140.0,122664710.0,371642750.0,830394750.0
2086.0,602595600.0,394980350.0,1469485300.0,1876436400.0,1595727400.0,993439000.0,111777630.0,281360420.0,871126000.0
2087.0,580339460.0,383924200.0,1446927200.0,1016894850.0,1600854000.0,971849100.0,94048160.0,259229860.0,788587100.0
2088.0,543930500.0,368696580.0,1429534000.0,1038781100.0,1536177800.0,943863400.0,83938590.0,274610020.0,906017800.0
2089.0,565679800.0,350193300.0,1406475400.0,1028830300.0,1474861000.0,934721540.0,74376040.0,238122420.0,864897700.0
2090.0,513102240.0,325192600.0,1479252000.0,941894400.0,1445790000.0,911530500.0,65845736.0,228159950.0,1245174400.0
2091.0,495794370.0,303124350.0,1383938200.0,949048450.0,1419515600.0,897793400.0,59191230.0,213066190.0,829030900.0
2092.0,483742750.0,286345300.0,1359843700.0,905435700.0,1380098800.0,964977340.0,52900396.0,203298620.0,782286900.0
2093.0,468295330.0,274883460.0,1316489100.0,892452700.0,1358289300.0,862684300.0,44749944.0,192137150.0,734693700.0
2094.0,447728580.0,262416540.0,1334443500.0,884445440.0,1320411300.0,837665200.0,39467664.0,188024030.0,824743040.0
2095.0,433273020.0,249822340.0,1291937700.0,849278200.0,1284231200.0,813124800.0,37566350.0,193897470.0,759501200.0
2096.0,414017340.0,237322290.0,1269636600.0,827970240.0,1345724800.0,807641200.0,34761844.0,179379170.0,686204100.0
2097.0,393486500.0,226168540.0,1241447000.0,804630340.0,1353053000.0,781584300.0,30744920.0,179238060.0,668660300.0
2098.0,376326940.0,215302690.0,1220927700.0,1885430800.0,1234303500.0,873944600.0,25849298.0,190152110.0,692773440.0
2099.0,358018340.0,200367170.0,1205076200.0,781928500.0,1196353400.0,1353305000.0,24854578.0,164482720.0,649514300.0
2100.0,344996860.0,190721400.0,1195038600.0,757856700.0,1160227300.0,830995460.0,20141124.0,156964600.0,642940800.0
