time,EC-EARTH3,IPSL-CM6A-LR,CNRM-CM6-1,CESM2-WACCM,GFDL-ESM4,CNRM-ESM2-1,UKESM1-0-LL,CANESM5,MIROC6,KACE-1-0-G,MRI-ESM2-0,TAIESM1,MPI-ESM1-2-HR
2017.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0
2018.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0
2019.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0
2020.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0
2021.0,101868770000.0,102402880000.0,102793050000.0,101006620000.0,103149330000.0,101229570000.0,100574910000.0,100101920000.0,101208450000.0,99470120000.0,100992500000.0,101944730000.0,100368966000.0
2022.0,98152450000.0,100519230000.0,101070150000.0,100540160000.0,101921630000.0,98802380000.0,98122830000.0,97933740000.0,99375915000.0,95703880000.0,97553040000.0,99239220000.0,98524350000.0
2023.0,96707576000.0,98565230000.0,98651080000.0,97584140000.0,98935020000.0,96175520000.0,94746880000.0,94572450000.0,98111840000.0,91764410000.0,94560800000.0,96161006000.0,96670196000.0
2024.0,93136010000.0,95529190000.0,96712680000.0,94112870000.0,96195830000.0,94374404000.0,93539510000.0,91254050000.0,95480850000.0,87509940000.0,93546020000.0,93708290000.0,94366286000.0
2025.0,89074620000.0,94654340000.0,94040130000.0,91895950000.0,95265090000.0,92514484000.0,90121210000.0,87338430000.0,92620930000.0,83151100000.0,91347935000.0,91298340000.0,91999700000.0
2026.0,85503220000.0,92674760000.0,91706930000.0,88671560000.0,94442000000.0,90821330000.0,87093985000.0,83925140000.0,91184640000.0,79272790000.0,89087810000.0,88508040000.0,90587900000.0
2027.0,81395250000.0,88512300000.0,89176290000.0,86561930000.0,92651350000.0,89287310000.0,82873530000.0,80361960000.0,90065470000.0,75432714000.0,84920205000.0,85834605000.0,89107260000.0
2028.0,78979420000.0,84671860000.0,87470100000.0,85975930000.0,90651165000.0,87661640000.0,78697450000.0,78339100000.0,87121970000.0,71209270000.0,83913610000.0,84057170000.0,86995665000.0
2029.0,74456440000.0,83013120000.0,88123250000.0,83133440000.0,89872050000.0,84697270000.0,76184820000.0,76772590000.0,84502240000.0,67385344000.0,81467200000.0,81680550000.0,84554520000.0
2030.0,69391400000.0,79698750000.0,87362404000.0,79812920000.0,87912055000.0,83217180000.0,73432060000.0,74452670000.0,82377064000.0,63247200000.0,78852540000.0,77789560000.0,82697175000.0
2031.0,65494827000.0,76906580000.0,85066940000.0,77513260000.0,85727830000.0,82134740000.0,70398440000.0,71735796000.0,80320060000.0,59658224000.0,76581870000.0,74081420000.0,79352840000.0
2032.0,62721712000.0,74256650000.0,82792620000.0,75247050000.0,83443040000.0,79715066000.0,67000700000.0,68906330000.0,77919265000.0,56987100000.0,75328180000.0,70552306000.0,76433640000.0
2033.0,60445426000.0,71523920000.0,81873180000.0,72659755000.0,82489750000.0,77792240000.0,63146836000.0,65086693000.0,76519560000.0,53544194000.0,73065470000.0,68075307000.0,74791160000.0
2034.0,55990215000.0,68983780000.0,79206500000.0,70654525000.0,81169160000.0,75970210000.0,60246983000.0,62008760000.0,74497565000.0,50752176000.0,71559940000.0,65352593000.0,73697160000.0
2035.0,52430057000.0,66238747000.0,78522480000.0,68971720000.0,80288270000.0,72688180000.0,56817377000.0,59339227000.0,72009015000.0,47288025000.0,69443940000.0,62992097000.0,72555905000.0
2036.0,48979587000.0,63981183000.0,77229300000.0,67249440000.0,78472910000.0,71321846000.0,52215075000.0,56650625000.0,69660450000.0,44103900000.0,65849920000.0,59951493000.0,70811970000.0
2037.0,45355487000.0,62441136000.0,75632690000.0,64919855000.0,78685905000.0,69985670000.0,47857900000.0,53924286000.0,67153140000.0,41323460000.0,62274126000.0,56468763000.0,67818353000.0
2038.0,42486220000.0,60778720000.0,74462570000.0,63319405000.0,77452190000.0,68217844000.0,43647017000.0,51466440000.0,65075266000.0,38546780000.0,60127180000.0,52662150000.0,66352600000.0
2039.0,40544915000.0,58783980000.0,75023974000.0,61211140000.0,75391190000.0,66519640000.0,40821900000.0,49893460000.0,63347960000.0,36109080000.0,56535720000.0,50655050000.0,64454935000.0
2040.0,38910030000.0,56408404000.0,72779960000.0,59198394000.0,74713375000.0,64736320000.0,37630288000.0,47417995000.0,60887660000.0,33838967000.0,54551120000.0,48069780000.0,62651570000.0
2041.0,36791610000.0,53979496000.0,70996435000.0,56279850000.0,73026440000.0,64559150000.0,35013590000.0,45032850000.0,58424890000.0,31681212000.0,51715625000.0,46219907000.0,60194185000.0
2042.0,34527450000.0,51449295000.0,68548006000.0,54474580000.0,71380290000.0,63703855000.0,32654004000.0,42401083000.0,56800330000.0,29602454000.0,49570943000.0,43500233000.0,58422160000.0
2043.0,32818555000.0,49461297000.0,65538327000.0,52180103000.0,69943430000.0,63088808000.0,30148002000.0,39888100000.0,55191940000.0,28012792000.0,47578546000.0,40404890000.0,55809820000.0
2044.0,31438820000.0,46883394000.0,65215246000.0,50487456000.0,68578128000.0,60374980000.0,27735368000.0,37311150000.0,53590130000.0,26487093000.0,44939325000.0,38282230000.0,53812360000.0
2045.0,30193680000.0,45004726000.0,64333947000.0,49098404000.0,68112040000.0,59170583000.0,26140885000.0,34428862000.0,52052910000.0,25057577000.0,43230310000.0,36468670000.0,51632796000.0
2046.0,28300925000.0,42515263000.0,61947757000.0,47312370000.0,65882567000.0,57345827000.0,23987728000.0,33087656000.0,50568280000.0,23286958000.0,41075134000.0,34719000000.0,50763997000.0
2047.0,27351980000.0,40301450000.0,59911164000.0,45407396000.0,64725810000.0,56343890000.0,22083756000.0,31025934000.0,48990890000.0,22334386000.0,39664935000.0,33457603000.0,48482110000.0
2048.0,26422225000.0,37951940000.0,57905455000.0,44581280000.0,62515954000.0,56201798000.0,20979110000.0,29354498000.0,47463145000.0,20691298000.0,38483520000.0,31417790000.0,46236004000.0
2049.0,24486052000.0,35826260000.0,55781085000.0,42552615000.0,60579803000.0,54011585000.0,20040819000.0,27605041000.0,45739740000.0,19547420000.0,36409950000.0,30043707000.0,45138522000.0
2050.0,23682746000.0,34286797000.0,54262362000.0,40808340000.0,58407470000.0,51994956000.0,18632894000.0,25847052000.0,44279874000.0,18553550000.0,35293684000.0,28590567000.0,43187618000.0
2051.0,22956462000.0,32867195000.0,52451754000.0,38731880000.0,57428370000.0,50525065000.0,17646688000.0,24251058000.0,42187768000.0,17598333000.0,33737257000.0,27326255000.0,41798357000.0
2052.0,21725670000.0,31245175000.0,51616596000.0,37414190000.0,56343273000.0,49681110000.0,16521379000.0,22883772000.0,41005072000.0,16545939000.0,32109707000.0,25305504000.0,40588460000.0
2053.0,20182995000.0,29488191000.0,49389494000.0,35614590000.0,55198368000.0,48738560000.0,15850373000.0,21863320000.0,39869710000.0,15681092000.0,31085588000.0,24233425000.0,38586950000.0
2054.0,18810251000.0,27683447000.0,48233992000.0,33561827000.0,54300650000.0,47966036000.0,14950748000.0,20655925000.0,38742905000.0,14871486000.0,29839330000.0,23092154000.0,37405712000.0
2055.0,18063813000.0,25906285000.0,46607282000.0,31828777000.0,53053743000.0,47235080000.0,13871139000.0,19813251000.0,37500590000.0,14304613000.0,28612106000.0,22124691000.0,36169130000.0
2056.0,16920108000.0,24614087000.0,45400633000.0,30316345000.0,51325055000.0,45341970000.0,12963022000.0,18697847000.0,35898036000.0,13646695000.0,27698866000.0,20861240000.0,35020370000.0
2057.0,16158637000.0,23687322000.0,43376100000.0,28759116000.0,49241326000.0,44805755000.0,12296567000.0,17899410000.0,34927290000.0,13191318000.0,26605953000.0,19753847000.0,33814823000.0
2058.0,15383632000.0,22542666000.0,41627906000.0,27255925000.0,48808714000.0,43979428000.0,11779220000.0,17107219000.0,33685297000.0,12396356000.0,25705937000.0,19155696000.0,32845380000.0
2059.0,14712963000.0,21427343000.0,40441373000.0,26517810000.0,48168444000.0,42875000000.0,11063334000.0,16412014000.0,32609430000.0,11742149000.0,24722545000.0,18427077000.0,31480770000.0
2060.0,13824815000.0,20234164000.0,38877946000.0,25490983000.0,46593733000.0,41113756000.0,10643708000.0,15702486000.0,32026931000.0,11366055000.0,23757664000.0,17835844000.0,29997863000.0
2061.0,13346469000.0,19212915000.0,38170840000.0,24115638000.0,45703442000.0,40823260000.0,10277573000.0,14913203000.0,30203380000.0,10802659000.0,23070554000.0,16707472000.0,28728877000.0
2062.0,12580163000.0,18308323000.0,37468733000.0,23004619000.0,44520510000.0,39923960000.0,9934025000.0,14053289000.0,29648284000.0,10673747000.0,21876510000.0,16039406000.0,27430814000.0
2063.0,11957594000.0,17448090000.0,36344816000.0,22044414000.0,43416027000.0,39242056000.0,9539369000.0,13255961000.0,28702548000.0,10405514000.0,21221917000.0,15433181000.0,26471428000.0
2064.0,11383607000.0,16347979000.0,35080065000.0,20993510000.0,43151983000.0,37995848000.0,9106196000.0,12241315000.0,27655766000.0,10260778000.0,20768051000.0,14980263000.0,25326442000.0
2065.0,10831513000.0,15410306000.0,34428195000.0,19921994000.0,42258293000.0,36745510000.0,8805961000.0,11752265000.0,26956620000.0,10068447000.0,20184365000.0,14212833000.0,23851151000.0
2066.0,10395749000.0,14670336000.0,33812177000.0,19356210000.0,41474790000.0,35980853000.0,8426609700.0,11347608000.0,26055633000.0,9706311000.0,19644488000.0,13570327000.0,22746794000.0
2067.0,10129382000.0,13759105000.0,32823304000.0,18706727000.0,40316920000.0,34775376000.0,8208128000.0,10978874000.0,25232314000.0,9370372000.0,18917601000.0,12791472000.0,22090516000.0
2068.0,9683187000.0,13270356000.0,31071072000.0,17953790000.0,39615710000.0,33732604000.0,8000244000.0,10552024000.0,24251951000.0,9087322000.0,18166923000.0,12134431000.0,21699437000.0
2069.0,9211287000.0,13072795000.0,29979558000.0,17131628000.0,38015980000.0,32098853000.0,7814440400.0,10154154000.0,23051733000.0,8843035000.0,17655904000.0,11468279000.0,20742870000.0
2070.0,8836139000.0,12559199000.0,29111642000.0,16468143000.0,36299813000.0,30770090000.0,7563962400.0,9713325000.0,22119110000.0,8655948000.0,17171206000.0,11067352000.0,19701737000.0
2071.0,8627207000.0,12208776000.0,27958643000.0,15588570000.0,34916893000.0,30007510000.0,7205315600.0,9468638000.0,21444975000.0,8421960700.0,16824843000.0,10514159000.0,19189254000.0
2072.0,8356686000.0,11576994000.0,26681799000.0,14855646000.0,34027368000.0,28633889000.0,6865716700.0,9177198000.0,20919976000.0,8279088000.0,16213610000.0,10252674000.0,18885431000.0
2073.0,8146866700.0,11078470000.0,26228652000.0,14350137000.0,33579493000.0,28098572000.0,6601191000.0,8896975000.0,20385501000.0,8155237400.0,15733118000.0,9996747000.0,18164390000.0
2074.0,7886409700.0,10738743000.0,24576406000.0,13720818000.0,32615188000.0,27139210000.0,6395720000.0,8635062000.0,19385650000.0,8100652000.0,15249922000.0,9776058000.0,17269742000.0
2075.0,7616384000.0,10329572000.0,23828398000.0,12960714000.0,31682458000.0,25984254000.0,6214648000.0,8472911000.0,18879420000.0,7943433000.0,15037648000.0,9470610000.0,16786274000.0
2076.0,7181109000.0,10053159000.0,22984921000.0,12586412000.0,30732850000.0,25093036000.0,5955623000.0,8357418000.0,18286356000.0,7780600300.0,14885564000.0,9222535000.0,16501186000.0
2077.0,6973543400.0,9663412000.0,22174294000.0,12069766000.0,30070241000.0,24157223000.0,5719924700.0,8185308000.0,17785367000.0,7666667000.0,14463434000.0,8973157000.0,15834501000.0
2078.0,6777353000.0,9432614000.0,20844120000.0,11599315000.0,29336190000.0,22685610000.0,5558946300.0,7835476000.0,17129988000.0,7486216700.0,13891631000.0,8689099000.0,15291998000.0
2079.0,6520684500.0,9133827000.0,19611437000.0,11211205000.0,28644872000.0,22119131000.0,5350089700.0,7664836600.0,16693180000.0,7429952000.0,13276849000.0,8370768000.0,14918382000.0
2080.0,6345800700.0,8807669000.0,18805530000.0,10928691000.0,27670168000.0,21324667000.0,5090199000.0,7312474600.0,16109594000.0,7335096000.0,12820178000.0,8216226000.0,15007662000.0
2081.0,6080090000.0,8640760000.0,18041903000.0,10831413000.0,26752668000.0,20270336000.0,4943167000.0,7111545300.0,15486902000.0,7325765600.0,12453651000.0,7959641000.0,14759081000.0
2082.0,5900252000.0,8421240000.0,17827869000.0,10429485000.0,26005150000.0,19397532000.0,4841310700.0,6984813600.0,14971124000.0,7322482700.0,12071108000.0,7803113500.0,14079324000.0
2083.0,5698136600.0,8160235000.0,16779567000.0,10146895000.0,25421510000.0,18635616000.0,4758392300.0,6827848000.0,14433500000.0,7165856000.0,11820661000.0,7705510400.0,13656143000.0
2084.0,5438208000.0,7988941300.0,15859071000.0,9885816000.0,24663405000.0,17893978000.0,4674111000.0,6699332600.0,14070296000.0,6960992000.0,11673508000.0,7682769000.0,13352780000.0
2085.0,5316547600.0,7882810000.0,15185426000.0,9701485000.0,23533418000.0,16855119000.0,4572516400.0,6534786000.0,13929471000.0,6931847000.0,11189764000.0,7320382500.0,13039241000.0
2086.0,5110887000.0,7765310000.0,14650364000.0,9461933000.0,22820580000.0,16323237000.0,4392694300.0,6357365000.0,13443239000.0,6822432000.0,11069338000.0,7151090000.0,12737532000.0
2087.0,4978902000.0,7483868000.0,13882813000.0,9096829000.0,22076353000.0,15966755000.0,4237175300.0,6193147000.0,13267156000.0,6673482000.0,10793806000.0,6957144600.0,12465112000.0
2088.0,4821719600.0,7288837000.0,13182079000.0,9042433000.0,21692684000.0,15136367000.0,4075212000.0,6082054700.0,13063319000.0,6541698000.0,10344607000.0,6829255700.0,12141946000.0
2089.0,4708287500.0,7170723000.0,12706995000.0,8804417000.0,20828160000.0,14803549000.0,3861113300.0,5865438000.0,13000986000.0,6376905700.0,10134617000.0,6735532000.0,11979855000.0
2090.0,4573224400.0,7066084400.0,12068278000.0,8746163000.0,20362736000.0,14344828000.0,3770118100.0,5726972000.0,12567869000.0,6250573000.0,9945415000.0,6537570300.0,11663488000.0
2091.0,4392041500.0,6884952000.0,11545235000.0,8551319600.0,19546094000.0,13876243000.0,3564039000.0,5539256000.0,12116982000.0,6032832000.0,9579081000.0,6356616000.0,11448568000.0
2092.0,4249952500.0,6629854000.0,11029665000.0,8366863000.0,18933418000.0,13557286000.0,3384059100.0,5298153500.0,12015308000.0,5931517000.0,9237330000.0,6274966500.0,11197929000.0
2093.0,4091387600.0,6486849500.0,10909106000.0,8139803600.0,18109923000.0,12978713000.0,3258070800.0,5118834700.0,11535683000.0,5899344400.0,9099647000.0,6150746600.0,10897686000.0
2094.0,3948886800.0,6218990600.0,10346614000.0,8004059000.0,17392860000.0,12404487000.0,3191209500.0,4971389400.0,11336371000.0,5761334000.0,9051527000.0,6021835000.0,10611157000.0
2095.0,3805628400.0,6000017400.0,10009576000.0,7868612600.0,16764684000.0,11935764000.0,3036648400.0,4824643600.0,11188772000.0,5694613000.0,8900582000.0,5815069700.0,10423853000.0
2096.0,3571650300.0,5774119000.0,9636063000.0,7595576300.0,16148603000.0,11716818000.0,2897702700.0,4688658400.0,10894035000.0,5566575600.0,8726573000.0,5687449600.0,10257475000.0
2097.0,3366634200.0,5558070000.0,9549732000.0,7528055300.0,15434787000.0,11264158000.0,2775306500.0,4598012000.0,10650305000.0,5540517400.0,8572101600.0,5579858400.0,9995687000.0
2098.0,3207809300.0,5347011600.0,9216855000.0,7374847500.0,14907306000.0,11084557000.0,2637776600.0,4486756400.0,10594832000.0,5520213500.0,8473003000.0,5439969000.0,9936607000.0
2099.0,3110734300.0,5171695600.0,8989090000.0,7246989000.0,14766790000.0,10540030000.0,2514335700.0,4340252000.0,10524364000.0,5402932000.0,8364873000.0,5338675700.0,10022921000.0
2100.0,2983252500.0,5011567600.0,8698145000.0,7016291300.0,14479412000.0,10473814000.0,2420112000.0,4195679500.0,10454465000.0,5202095000.0,8279778000.0,5257734000.0,9772039000.0
