time,CESM2-WACCM,KACE-1-0-G,TAIESM1,MIROC6,MRI-ESM2-0,MPI-ESM1-2-HR,CANESM5,IPSL-CM6A-LR,IITM-ESM,EC-EARTH3,CNRM-CM6-1,UKESM1-0-LL,GFDL-ESM4,CNRM-ESM2-1
2014.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0
2015.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0
2016.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0
2017.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0
2018.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0
2019.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0
2020.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0
2021.0,88782275000.0,88894366000.0,89250250000.0,88760150000.0,88699940000.0,88949375000.0,88760640000.0,88914485000.0,88980400000.0,88776200000.0,89244000000.0,88736330000.0,89765490000.0,88801140000.0
2022.0,88556980000.0,88758215000.0,88661610000.0,88629390000.0,88588270000.0,89776330000.0,88777330000.0,88725955000.0,89607080000.0,89295920000.0,89622580000.0,88452950000.0,88730560000.0,88875100000.0
2023.0,89117320000.0,88462156000.0,88638250000.0,88432350000.0,88217264000.0,89462096000.0,88404540000.0,88601030000.0,89000020000.0,88221655000.0,89014630000.0,88293780000.0,88604630000.0,88942040000.0
2024.0,88384480000.0,88915560000.0,88354060000.0,88281900000.0,88120740000.0,89142560000.0,88481595000.0,89228630000.0,88752460000.0,87619944000.0,88940190000.0,88111100000.0,88805980000.0,88487395000.0
2025.0,87976020000.0,88407650000.0,88101720000.0,88292655000.0,87730090000.0,88531130000.0,87965540000.0,88370920000.0,88482275000.0,87569450000.0,88665130000.0,87665250000.0,89099250000.0,88479056000.0
2026.0,87682600000.0,88124110000.0,87801310000.0,88170290000.0,87445810000.0,88323170000.0,87549490000.0,88245220000.0,88307420000.0,86865080000.0,88461970000.0,87268560000.0,88494180000.0,88200890000.0
2027.0,87291700000.0,87850510000.0,87463680000.0,87935550000.0,87191010000.0,88097590000.0,87122750000.0,88274215000.0,88174440000.0,86365850000.0,88264080000.0,86868130000.0,88139465000.0,87949830000.0
2028.0,87075470000.0,88540510000.0,87180400000.0,87746410000.0,86805140000.0,87904080000.0,87080270000.0,87945430000.0,88123875000.0,85639380000.0,88123830000.0,86668340000.0,87909560000.0,87487080000.0
2029.0,86850420000.0,87597180000.0,86838210000.0,88205950000.0,86523150000.0,87957180000.0,86451570000.0,88130175000.0,88062220000.0,84763290000.0,88384570000.0,86143020000.0,87728510000.0,87246090000.0
2030.0,86548190000.0,87223206000.0,86479060000.0,88419760000.0,86311240000.0,87615070000.0,85988210000.0,87735800000.0,87924080000.0,83983700000.0,89233950000.0,86123450000.0,87541830000.0,87686726000.0
2031.0,86192290000.0,86971010000.0,86106560000.0,87675910000.0,85977014000.0,87504460000.0,85432260000.0,88127730000.0,88026480000.0,83289285000.0,90108944000.0,85475885000.0,87381880000.0,87255180000.0
2032.0,85720100000.0,86674850000.0,85768920000.0,87193940000.0,85455585000.0,87774760000.0,85055130000.0,88006600000.0,87627720000.0,82433390000.0,88468240000.0,84802036000.0,87425420000.0,86728940000.0
2033.0,85492090000.0,86424030000.0,85347900000.0,86964540000.0,86245120000.0,87658406000.0,84422070000.0,87168900000.0,87387030000.0,81748705000.0,88666070000.0,84072150000.0,87196705000.0,86389580000.0
2034.0,85222990000.0,86100090000.0,84931355000.0,86902670000.0,85255470000.0,87049020000.0,83820410000.0,87206584000.0,87098580000.0,80844235000.0,88357175000.0,83525255000.0,86733010000.0,86338060000.0
2035.0,84754040000.0,86179210000.0,84489670000.0,86820330000.0,84536400000.0,87406240000.0,83210150000.0,86700425000.0,86873055000.0,80062595000.0,87615400000.0,82727530000.0,86418285000.0,86719290000.0
2036.0,84234940000.0,85804384000.0,83910450000.0,86464430000.0,84177690000.0,86833230000.0,82632740000.0,86370190000.0,86639470000.0,79396030000.0,87345690000.0,82144880000.0,86626730000.0,86227160000.0
2037.0,83645110000.0,85385130000.0,83245700000.0,86200930000.0,83968320000.0,86891780000.0,81993180000.0,86204640000.0,86438500000.0,78539325000.0,87175315000.0,81433440000.0,86173030000.0,86266970000.0
2038.0,83377820000.0,85005940000.0,82429380000.0,85758910000.0,83372150000.0,86582990000.0,81417730000.0,86182980000.0,86109660000.0,77519290000.0,86964110000.0,80820560000.0,85933520000.0,86383220000.0
2039.0,82886230000.0,84628830000.0,82281456000.0,85538780000.0,83304940000.0,86689930000.0,80743430000.0,85940625000.0,85985075000.0,76561240000.0,86716450000.0,80193690000.0,85670680000.0,87837565000.0
2040.0,82260540000.0,84302370000.0,81062160000.0,85964290000.0,82831590000.0,86169990000.0,80145200000.0,85616130000.0,85720334000.0,75513400000.0,86599630000.0,79199240000.0,85318020000.0,86217250000.0
2041.0,81619710000.0,83871880000.0,80202424000.0,85680250000.0,82391106000.0,86452840000.0,79548350000.0,85868270000.0,85749370000.0,74639380000.0,86510950000.0,78467620000.0,85572980000.0,85872000000.0
2042.0,81220470000.0,83558370000.0,79395740000.0,85829560000.0,82191440000.0,85885130000.0,78733080000.0,85250590000.0,85366700000.0,74096370000.0,86214790000.0,77933050000.0,85155920000.0,87583710000.0
2043.0,80625350000.0,83017980000.0,78585980000.0,85066540000.0,82201420000.0,86467120000.0,78227370000.0,85358620000.0,84693800000.0,73184630000.0,86365430000.0,77025780000.0,84983810000.0,86129510000.0
2044.0,80274500000.0,82813624000.0,78005610000.0,84737220000.0,82222540000.0,86243746000.0,77605730000.0,84689770000.0,84373070000.0,72144590000.0,86074570000.0,76005000000.0,85083720000.0,86323180000.0
2045.0,79628740000.0,82239840000.0,76998480000.0,84451870000.0,81131370000.0,86663260000.0,76852780000.0,84618090000.0,84193310000.0,71453336000.0,86077860000.0,75111690000.0,84291140000.0,85073030000.0
2046.0,78935925000.0,81962934000.0,75983150000.0,83903775000.0,80464470000.0,85957240000.0,76018480000.0,84543185000.0,83587280000.0,70336680000.0,85752530000.0,74178540000.0,83691270000.0,84342825000.0
2047.0,78439610000.0,81391390000.0,75085470000.0,84087690000.0,79725890000.0,85181100000.0,75556270000.0,84154030000.0,83015250000.0,69360710000.0,86404480000.0,73142470000.0,83868570000.0,84125100000.0
2048.0,77746510000.0,80806770000.0,73881250000.0,83803550000.0,79693140000.0,84858580000.0,74958080000.0,83597330000.0,82576450000.0,68111310000.0,85327495000.0,72379580000.0,83121960000.0,85037556000.0
2049.0,77065904000.0,80386720000.0,73130620000.0,83170510000.0,79544410000.0,85431255000.0,74236540000.0,83192400000.0,82113315000.0,67214148000.0,86991470000.0,71481385000.0,82728650000.0,83890770000.0
2050.0,76386120000.0,80077350000.0,72146000000.0,82755630000.0,78724180000.0,84877476000.0,73732330000.0,82814900000.0,81552230000.0,66361740000.0,85380145000.0,70879340000.0,82445590000.0,83574630000.0
2051.0,75819900000.0,79238560000.0,71268860000.0,82806830000.0,78611096000.0,84207430000.0,73299160000.0,82588200000.0,81173570000.0,65480917000.0,86070760000.0,69707270000.0,82111410000.0,83561150000.0
2052.0,76298150000.0,78730970000.0,70105900000.0,82138620000.0,78426040000.0,83977190000.0,72793140000.0,81821606000.0,80498410000.0,64587780000.0,85063740000.0,68717363000.0,81715945000.0,82390770000.0
2053.0,75371635000.0,77989994000.0,68935760000.0,81808110000.0,77610740000.0,83658640000.0,71996220000.0,81510310000.0,80044474000.0,63640818000.0,88964104000.0,67794825000.0,81585860000.0,82403750000.0
2054.0,75580735000.0,77588750000.0,67808313000.0,81463410000.0,76978630000.0,83195170000.0,71136305000.0,81263430000.0,79352710000.0,62550460000.0,85008744000.0,66904707000.0,81109434000.0,81722010000.0
2055.0,74668780000.0,76964740000.0,67030780000.0,80876315000.0,76530430000.0,84331950000.0,70461180000.0,81035090000.0,78622590000.0,61888954000.0,84631180000.0,65844216000.0,80924000000.0,81371270000.0
2056.0,73902540000.0,76368550000.0,65896133000.0,80540690000.0,76569720000.0,82961770000.0,69899590000.0,80453894000.0,78066630000.0,61672677000.0,84289330000.0,65114313000.0,80815200000.0,80821500000.0
2057.0,73680994000.0,76312650000.0,64831865000.0,80281590000.0,75784450000.0,82564650000.0,69228930000.0,80655565000.0,77635150000.0,61201950000.0,83950960000.0,64124432000.0,80059990000.0,81456600000.0
2058.0,73551970000.0,75340320000.0,63727920000.0,79801065000.0,75082060000.0,82277390000.0,68479922000.0,80074120000.0,77143750000.0,59762766000.0,83626030000.0,63198500000.0,79668780000.0,80553730000.0
2059.0,74015660000.0,74853120000.0,62793314000.0,79240585000.0,74694060000.0,82481775000.0,67829346000.0,79332336000.0,76690110000.0,59034060000.0,83168180000.0,62338250000.0,79359240000.0,80012130000.0
2060.0,72210480000.0,74240205000.0,61778375000.0,78750930000.0,74312660000.0,82065910000.0,66764587000.0,78832400000.0,76151610000.0,58438040000.0,82874710000.0,61599273000.0,79635010000.0,79726830000.0
2061.0,71915070000.0,73784115000.0,60780806000.0,78410530000.0,74178530000.0,81604770000.0,66199170000.0,78366850000.0,75670280000.0,57650033000.0,83072500000.0,60908230000.0,78936640000.0,79725085000.0
2062.0,71310156000.0,73471890000.0,59965624000.0,79122410000.0,73790670000.0,81185210000.0,65555747000.0,77942580000.0,75174340000.0,57046286000.0,83050550000.0,60057817000.0,78633100000.0,80436314000.0
2063.0,70408730000.0,73231426000.0,58860550000.0,77694460000.0,73011890000.0,81271240000.0,64783827000.0,77477560000.0,74584120000.0,56236343000.0,82178015000.0,59569450000.0,78340820000.0,79158870000.0
2064.0,69953630000.0,72394965000.0,57838000000.0,77420904000.0,74224370000.0,81228270000.0,64516220000.0,76995950000.0,74167935000.0,55578477000.0,81765950000.0,58714677000.0,78310800000.0,78298170000.0
2065.0,69929760000.0,72059036000.0,56833778000.0,76924210000.0,74191860000.0,81061405000.0,63635680000.0,77002460000.0,73714470000.0,54758064000.0,81308510000.0,57796887000.0,77660900000.0,78655880000.0
2066.0,69132990000.0,71542930000.0,55900635000.0,76564900000.0,73767510000.0,80434315000.0,62556455000.0,76072330000.0,73130000000.0,54153430000.0,80928690000.0,57163424000.0,77391990000.0,77871850000.0
2067.0,68540870000.0,71148830000.0,55130214000.0,75869480000.0,73104966000.0,80864485000.0,62006140000.0,75569110000.0,72740225000.0,53377405000.0,81262470000.0,56215265000.0,76977360000.0,77519950000.0
2068.0,68059795000.0,70678905000.0,53733024000.0,75676115000.0,72620350000.0,80816990000.0,61482942000.0,75244134000.0,72378240000.0,52852666000.0,80738025000.0,55538577000.0,76650136000.0,77747370000.0
2069.0,68315742000.0,70108220000.0,52990930000.0,75037520000.0,71521940000.0,80014156000.0,60749140000.0,74722250000.0,71820400000.0,52064630000.0,80974070000.0,54208710000.0,77062460000.0,76788970000.0
2070.0,68294017000.0,69467660000.0,51630990000.0,74562840000.0,71052270000.0,79659850000.0,60078924000.0,74259590000.0,71444980000.0,51179114000.0,79751094000.0,53266964000.0,76421970000.0,76395700000.0
2071.0,67454490000.0,68765440000.0,50949170000.0,74150740000.0,71008940000.0,79469910000.0,59412980000.0,73795370000.0,71037870000.0,50177850000.0,79395955000.0,52238220000.0,76127100000.0,75802960000.0
2072.0,67405414000.0,68156043000.0,50320994000.0,73599050000.0,70402730000.0,78870040000.0,58762568000.0,73079595000.0,70416130000.0,49147790000.0,79012995000.0,51261026000.0,75453920000.0,75572070000.0
2073.0,67107360000.0,67863765000.0,49347170000.0,73475465000.0,70297220000.0,78715880000.0,58280747000.0,72343290000.0,69996250000.0,48403500000.0,78728830000.0,50667426000.0,75778710000.0,75019300000.0
2074.0,66023290000.0,67321220000.0,48387200000.0,73265020000.0,69531574000.0,78609040000.0,57499316000.0,72848744000.0,69464700000.0,47691256000.0,78206320000.0,49872826000.0,75029930000.0,74405320000.0
2075.0,65486066000.0,67467420000.0,47413895000.0,73389540000.0,69138250000.0,78172865000.0,56771930000.0,71884440000.0,69100880000.0,46881410000.0,78761880000.0,48968960000.0,74819590000.0,74108805000.0
2076.0,65309647000.0,66884624000.0,46562832000.0,72252740000.0,71390716000.0,77766740000.0,56140153000.0,71135040000.0,68500636000.0,45884383000.0,77799080000.0,48038072000.0,74379520000.0,73852890000.0
2077.0,66046276000.0,66212135000.0,45610443000.0,71779410000.0,69133050000.0,79032930000.0,55647590000.0,70803554000.0,67972452000.0,45808620000.0,77236390000.0,47200440000.0,74193625000.0,73273730000.0
2078.0,64682815000.0,65496154000.0,44977996000.0,71730270000.0,73179880000.0,77862265000.0,54914080000.0,70272385000.0,67877820000.0,44841230000.0,76902890000.0,46651773000.0,73923060000.0,74081650000.0
2079.0,63701455000.0,64667450000.0,43651670000.0,70978855000.0,69279940000.0,77249210000.0,54414737000.0,70254240000.0,67192726000.0,43902353000.0,76542290000.0,45862556000.0,73807130000.0,74026580000.0
2080.0,63025130000.0,64096743000.0,43154970000.0,70661340000.0,69421744000.0,76842740000.0,54269374000.0,71112160000.0,66631090000.0,43332665000.0,76422420000.0,45031350000.0,73295800000.0,72807450000.0
2081.0,62319800000.0,63463506000.0,41872180000.0,70577684000.0,69297650000.0,76940240000.0,53558890000.0,69205220000.0,66395476000.0,42498646000.0,75728430000.0,44110840000.0,73341700000.0,71676970000.0
2082.0,63504183000.0,63079080000.0,40745443000.0,69763430000.0,67866165000.0,77232690000.0,52858552000.0,69370446000.0,66902925000.0,41995915000.0,75609130000.0,43447935000.0,72718230000.0,71449180000.0
2083.0,62468530000.0,62332780000.0,39938466000.0,69685980000.0,67028926000.0,76173760000.0,52279870000.0,68396970000.0,65516446000.0,41464920000.0,75036660000.0,42558456000.0,72143970000.0,70571730000.0
2084.0,61134885000.0,61843770000.0,39169315000.0,68846895000.0,66895940000.0,75929160000.0,51718840000.0,67931533000.0,65023490000.0,40491004000.0,75823570000.0,41933545000.0,71847480000.0,70293774000.0
2085.0,60412750000.0,61295690000.0,38413490000.0,68378970000.0,67084026000.0,75518780000.0,51231830000.0,67925295000.0,64874054000.0,40162116000.0,74549530000.0,41411400000.0,72260395000.0,69828900000.0
2086.0,59992093000.0,61271208000.0,37858468000.0,68582830000.0,68124684000.0,75325500000.0,50605847000.0,66985796000.0,64218878000.0,39059170000.0,74464720000.0,40967328000.0,71348070000.0,70015074000.0
2087.0,59186237000.0,60416690000.0,37187723000.0,67717984000.0,66562826000.0,75596740000.0,50254140000.0,66571674000.0,63765914000.0,38495370000.0,74566000000.0,39993510000.0,71574135000.0,68940600000.0
2088.0,58657050000.0,59887030000.0,37034385000.0,67334144000.0,65689430000.0,74674280000.0,49616458000.0,66316095000.0,63306924000.0,38024650000.0,74005210000.0,39457910000.0,70841990000.0,68291305000.0
2089.0,58297004000.0,59267166000.0,36024672000.0,66870854000.0,66591322000.0,74386690000.0,49190506000.0,65664655000.0,62919475000.0,37353220000.0,73266780000.0,38762336000.0,72136020000.0,67576000000.0
2090.0,57707467000.0,58904285000.0,35352363000.0,66451800000.0,65440317000.0,75545930000.0,49141354000.0,64985727000.0,62452818000.0,36779980000.0,72835010000.0,38031323000.0,70611520000.0,67589526000.0
2091.0,57560166000.0,58221840000.0,34664722000.0,66328630000.0,65249436000.0,74279390000.0,48468190000.0,64776745000.0,61875530000.0,36172470000.0,72436810000.0,37618102000.0,70840460000.0,66810320000.0
2092.0,58949330000.0,57617555000.0,34019566000.0,65638953000.0,65744720000.0,73905000000.0,48026587000.0,65112207000.0,61298040000.0,35556930000.0,72549990000.0,37003360000.0,69562710000.0,66262876000.0
2093.0,57769700000.0,57489180000.0,33499656000.0,65964577000.0,66400700000.0,73275770000.0,48387314000.0,64062063000.0,61018420000.0,35419390000.0,71752110000.0,36301263000.0,69684250000.0,65591755000.0
2094.0,58083760000.0,56678370000.0,32751127000.0,64927590000.0,65284403000.0,74769960000.0,47652147000.0,65727610000.0,60587930000.0,34528014000.0,71504130000.0,36099203000.0,69646530000.0,65773380000.0
2095.0,56408210000.0,56042240000.0,31832490000.0,64961190000.0,68876575000.0,72868676000.0,47314928000.0,63338332000.0,59964230000.0,34095167000.0,70754705000.0,35524850000.0,69118600000.0,65128145000.0
2096.0,55496946000.0,55586193000.0,31168594000.0,64312914000.0,65482084000.0,73608920000.0,46647587000.0,62501990000.0,59525030000.0,33783583000.0,70293630000.0,34808080000.0,68909390000.0,64621486000.0
2097.0,56276197000.0,55222927000.0,30660073000.0,64640537000.0,64623133000.0,72626120000.0,46063923000.0,61957226000.0,59416175000.0,33259549000.0,69805140000.0,34180348000.0,68638274000.0,63995974000.0
2098.0,54918110000.0,54854898000.0,29881264000.0,64079733000.0,64421070000.0,72423010000.0,46140695000.0,61639115000.0,58708990000.0,32686076000.0,69555570000.0,33658739000.0,68349740000.0,63055704000.0
2099.0,54491554000.0,54377927000.0,29997711000.0,63334384000.0,63580790000.0,71875640000.0,45602720000.0,61421306000.0,58281100000.0,32302395000.0,68947050000.0,33160430000.0,68472594000.0,62327914000.0
2100.0,53610447000.0,53746320000.0,28955122000.0,62997545000.0,63785263000.0,72148630000.0,44859260000.0,60972823000.0,57931624000.0,31813100000.0,68557520000.0,32663372000.0,67845595000.0,62118520000.0
