time,MPI-ESM1-2-HR,NORESM2-MM,CESM2-WACCM,CAMS-CSM1-0,GFDL-ESM4,IPSL-CM6A-LR,ACCESS-CM2,CESM2,BCC-CSM2-MR,FGOALS-F3-L,EC-EARTH3-VEG,CANESM5,ACCESS-ESM1-5,MRI-ESM2-0,EC-EARTH3,INM-CM4-8,INM-CM5-0
2019.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0
2020.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0
2021.0,44686794000000.0,44552800000000.0,44670490000000.0,44754205000000.0,44700078000000.0,44640904000000.0,44506884000000.0,44585993000000.0,44475140000000.0,44681580000000.0,44651030000000.0,44616400000000.0,44628007000000.0,44583484000000.0,44599884000000.0,44649060000000.0,44622440000000.0
2022.0,44605470000000.0,44541973000000.0,44642725000000.0,44664497000000.0,44586878000000.0,44561110000000.0,44403000000000.0,44488290000000.0,44386640000000.0,44692290000000.0,44615890000000.0,44609010000000.0,44428340000000.0,44525470000000.0,44472440000000.0,44522720000000.0,44558193000000.0
2023.0,44593307000000.0,44454866000000.0,44600210000000.0,44672770000000.0,44455155000000.0,44437082000000.0,44345084000000.0,44412516000000.0,44227237000000.0,44576643000000.0,44619325000000.0,44550340000000.0,44332506000000.0,44402576000000.0,44444020000000.0,44495794000000.0,44500790000000.0
2024.0,44484402000000.0,44461665000000.0,44514660000000.0,44669530000000.0,44301130000000.0,44297567000000.0,44231943000000.0,44216445000000.0,44063750000000.0,44520120000000.0,44495563000000.0,44454490000000.0,44272204000000.0,44255716000000.0,44460243000000.0,44427066000000.0,44414320000000.0
2025.0,44393113000000.0,44445274000000.0,44439985000000.0,44542530000000.0,44271495000000.0,44154172000000.0,44131926000000.0,44102876000000.0,43914296000000.0,44403616000000.0,44533820000000.0,44394174000000.0,44223743000000.0,44041316000000.0,44429390000000.0,44366513000000.0,44347740000000.0
2026.0,44388820000000.0,44347056000000.0,44278980000000.0,44446624000000.0,44225360000000.0,43992125000000.0,44157624000000.0,44032693000000.0,43679754000000.0,44421590000000.0,44454094000000.0,44201815000000.0,44179290000000.0,43986870000000.0,44383080000000.0,44273907000000.0,44333756000000.0
2027.0,44290907000000.0,44173118000000.0,44129330000000.0,44419147000000.0,44162790000000.0,43900760000000.0,44112790000000.0,43839985000000.0,43467790000000.0,44366576000000.0,44423870000000.0,44113110000000.0,44197944000000.0,43872596000000.0,44261160000000.0,44245105000000.0,44248364000000.0
2028.0,44190090000000.0,44060360000000.0,43953190000000.0,44385610000000.0,44096890000000.0,43656210000000.0,43925314000000.0,43704216000000.0,43301030000000.0,44254010000000.0,44362710000000.0,44020790000000.0,44050740000000.0,43819714000000.0,44155410000000.0,44107650000000.0,44182660000000.0
2029.0,44105780000000.0,43906587000000.0,43928960000000.0,44346745000000.0,43985600000000.0,43535850000000.0,43824273000000.0,43622880000000.0,43205340000000.0,44265440000000.0,44268740000000.0,43977840000000.0,43962077000000.0,43722033000000.0,44115020000000.0,43977487000000.0,44130220000000.0
2030.0,44050310000000.0,43793408000000.0,43935560000000.0,44337950000000.0,43883816000000.0,43497250000000.0,43788173000000.0,43535735000000.0,43025550000000.0,44183704000000.0,44185800000000.0,43855274000000.0,43928733000000.0,43639036000000.0,44011247000000.0,43835430000000.0,44036728000000.0
2031.0,43939164000000.0,43631193000000.0,43894660000000.0,44259870000000.0,43846760000000.0,43288400000000.0,43620690000000.0,43471377000000.0,42820220000000.0,44081180000000.0,44112825000000.0,43821858000000.0,43905090000000.0,43454944000000.0,43908994000000.0,43706523000000.0,43997460000000.0
2032.0,43754036000000.0,43560053000000.0,43781332000000.0,44117040000000.0,43733540000000.0,43092990000000.0,43525547000000.0,43432165000000.0,42564187000000.0,43980180000000.0,44050283000000.0,43776860000000.0,43837913000000.0,43318020000000.0,43904653000000.0,43565720000000.0,43909053000000.0
2033.0,43576705000000.0,43451643000000.0,43672633000000.0,44045854000000.0,43671390000000.0,42994888000000.0,43452327000000.0,43349450000000.0,42381106000000.0,43827170000000.0,43996945000000.0,43583562000000.0,43653010000000.0,43168750000000.0,43842787000000.0,43440096000000.0,43833937000000.0
2034.0,43501920000000.0,43398002000000.0,43583952000000.0,43944160000000.0,43623000000000.0,42775170000000.0,43342900000000.0,43175260000000.0,42191838000000.0,43728380000000.0,43897166000000.0,43413995000000.0,43548850000000.0,43054086000000.0,43696700000000.0,43336500000000.0,43652410000000.0
2035.0,43395154000000.0,43346517000000.0,43474544000000.0,43880884000000.0,43386550000000.0,42709360000000.0,43257573000000.0,42959907000000.0,41998615000000.0,43697540000000.0,43799833000000.0,43267756000000.0,43382122000000.0,42861470000000.0,43598037000000.0,43313894000000.0,43541246000000.0
2036.0,43370160000000.0,43355203000000.0,43231752000000.0,43875545000000.0,43198777000000.0,42600187000000.0,43091690000000.0,42694252000000.0,41665927000000.0,43582250000000.0,43669025000000.0,43206090000000.0,43232566000000.0,42695674000000.0,43549664000000.0,43247860000000.0,43524943000000.0
2037.0,43246395000000.0,43297632000000.0,42976554000000.0,43865386000000.0,43132914000000.0,42532575000000.0,43050303000000.0,42545153000000.0,41473886000000.0,43500976000000.0,43575520000000.0,42997320000000.0,43069332000000.0,42629484000000.0,43517536000000.0,43180400000000.0,43421380000000.0
2038.0,43191380000000.0,43221920000000.0,42888820000000.0,43886990000000.0,43050324000000.0,42411816000000.0,42971123000000.0,42480050000000.0,41263460000000.0,43485440000000.0,43359817000000.0,42919610000000.0,42878563000000.0,42504494000000.0,43410040000000.0,42965700000000.0,43269136000000.0
2039.0,43194100000000.0,43095823000000.0,42651814000000.0,43854934000000.0,42853082000000.0,42218144000000.0,42780496000000.0,42319315000000.0,41143547000000.0,43354927000000.0,43224266000000.0,42828930000000.0,42796166000000.0,42505425000000.0,43271970000000.0,42753570000000.0,43160780000000.0
2040.0,43140484000000.0,43073363000000.0,42519760000000.0,43838316000000.0,42676364000000.0,42088310000000.0,42628666000000.0,42137937000000.0,40965850000000.0,43213885000000.0,43098726000000.0,42719477000000.0,42764897000000.0,42452640000000.0,43233594000000.0,42643715000000.0,43042115000000.0
2041.0,43065950000000.0,42922544000000.0,42336864000000.0,43778967000000.0,42449477000000.0,41957124000000.0,42502757000000.0,41960520000000.0,40815095000000.0,43213370000000.0,43023665000000.0,42588615000000.0,42632530000000.0,42250155000000.0,43142340000000.0,42510010000000.0,43046320000000.0
2042.0,43044570000000.0,42823148000000.0,42211123000000.0,43661417000000.0,42329117000000.0,41827920000000.0,42433810000000.0,41803030000000.0,40562650000000.0,43096840000000.0,42945370000000.0,42474223000000.0,42599970000000.0,42127384000000.0,42964010000000.0,42459910000000.0,42961570000000.0
2043.0,42967415000000.0,42753600000000.0,41935840000000.0,43607420000000.0,42344557000000.0,41642912000000.0,42286277000000.0,41653710000000.0,40348550000000.0,42967690000000.0,42806807000000.0,42328933000000.0,42539336000000.0,42056823000000.0,42923390000000.0,42326430000000.0,42913520000000.0
2044.0,42849470000000.0,42668040000000.0,41751880000000.0,43554840000000.0,42257705000000.0,41485525000000.0,42078927000000.0,41409562000000.0,40106514000000.0,42838146000000.0,42706928000000.0,42222530000000.0,42450475000000.0,41937378000000.0,42937564000000.0,42271960000000.0,42843650000000.0
2045.0,42773005000000.0,42541630000000.0,41647023000000.0,43435055000000.0,42148080000000.0,41285670000000.0,41930877000000.0,41318844000000.0,39934510000000.0,42716767000000.0,42552053000000.0,42108413000000.0,42305090000000.0,41890100000000.0,42983270000000.0,42191032000000.0,42743110000000.0
2046.0,42621260000000.0,42454100000000.0,41331607000000.0,43257543000000.0,42086790000000.0,41176594000000.0,41786722000000.0,41045413000000.0,39743027000000.0,42575675000000.0,42449240000000.0,42022476000000.0,42230023000000.0,41759065000000.0,42829500000000.0,42114453000000.0,42665966000000.0
2047.0,42552556000000.0,42353595000000.0,41067445000000.0,43043495000000.0,41978390000000.0,41017244000000.0,41661036000000.0,40911052000000.0,39557180000000.0,42489134000000.0,42301942000000.0,42000313000000.0,42111722000000.0,41652530000000.0,42603802000000.0,42011520000000.0,42619443000000.0
2048.0,42510950000000.0,42211434000000.0,40841582000000.0,43016490000000.0,41916140000000.0,40962068000000.0,41525160000000.0,40729024000000.0,39339535000000.0,42321190000000.0,42151360000000.0,41756972000000.0,42028298000000.0,41558385000000.0,42441180000000.0,41917845000000.0,42524484000000.0
2049.0,42431730000000.0,42144014000000.0,40690860000000.0,42903137000000.0,41940530000000.0,40755090000000.0,41417560000000.0,40471246000000.0,39103706000000.0,42263544000000.0,42052160000000.0,41614165000000.0,41901336000000.0,41448737000000.0,42312190000000.0,41738100000000.0,42548265000000.0
2050.0,42359404000000.0,41997630000000.0,40463110000000.0,42816705000000.0,41936500000000.0,40548590000000.0,41193650000000.0,40166043000000.0,38863658000000.0,42163077000000.0,41912535000000.0,41495873000000.0,41806010000000.0,41378822000000.0,42183357000000.0,41727620000000.0,42440854000000.0
2051.0,42139694000000.0,41897804000000.0,40300395000000.0,42778034000000.0,41884357000000.0,40414830000000.0,41069723000000.0,39978870000000.0,38577970000000.0,42147080000000.0,41704342000000.0,41212000000000.0,41688690000000.0,41345520000000.0,42039080000000.0,41596276000000.0,42390333000000.0
2052.0,42029640000000.0,41801070000000.0,40038767000000.0,42764540000000.0,41791944000000.0,40359703000000.0,40893013000000.0,39700410000000.0,38296822000000.0,42049670000000.0,41428894000000.0,40997430000000.0,41549895000000.0,41210186000000.0,42004206000000.0,41574170000000.0,42267985000000.0
2053.0,41897234000000.0,41708410000000.0,39678910000000.0,42694445000000.0,41611875000000.0,40274466000000.0,40637798000000.0,39465733000000.0,38074100000000.0,41997120000000.0,41204587000000.0,40849778000000.0,41551917000000.0,41061737000000.0,41939265000000.0,41525044000000.0,42231067000000.0
2054.0,41759027000000.0,41611887000000.0,39361850000000.0,42598475000000.0,41351362000000.0,40145350000000.0,40493640000000.0,39296707000000.0,37777186000000.0,41899264000000.0,40938798000000.0,40752713000000.0,41542420000000.0,40833424000000.0,41787138000000.0,41349345000000.0,42208917000000.0
2055.0,41675030000000.0,41497467000000.0,39191740000000.0,42570336000000.0,41290847000000.0,40006650000000.0,40259310000000.0,39056575000000.0,37594630000000.0,41787545000000.0,40792157000000.0,40691225000000.0,41463593000000.0,40737404000000.0,41621337000000.0,41302770000000.0,42123800000000.0
2056.0,41704750000000.0,41397410000000.0,38932146000000.0,42529250000000.0,41191400000000.0,39816826000000.0,40083143000000.0,38797640000000.0,37368027000000.0,41648840000000.0,40614670000000.0,40599400000000.0,41357690000000.0,40584890000000.0,41555193000000.0,41264890000000.0,42048418000000.0
2057.0,41710440000000.0,41267887000000.0,38624016000000.0,42330057000000.0,41052933000000.0,39635326000000.0,39939470000000.0,38634270000000.0,37140640000000.0,41466900000000.0,40422480000000.0,40444306000000.0,41146680000000.0,40402670000000.0,41303774000000.0,41202603000000.0,41946014000000.0
2058.0,41671656000000.0,41153286000000.0,38424917000000.0,42307408000000.0,40896884000000.0,39498113000000.0,39762050000000.0,38480676000000.0,36871225000000.0,41105870000000.0,40156275000000.0,40325674000000.0,41011430000000.0,40130900000000.0,41158250000000.0,41120285000000.0,41860300000000.0
2059.0,41589968000000.0,41016137000000.0,38238257000000.0,42247605000000.0,40739710000000.0,39434414000000.0,39488410000000.0,38297450000000.0,36582334000000.0,40962626000000.0,39926284000000.0,40153540000000.0,40879897000000.0,40020547000000.0,40988106000000.0,41027088000000.0,41801480000000.0
2060.0,41503355000000.0,40939834000000.0,38103020000000.0,42141934000000.0,40682744000000.0,39117870000000.0,39255636000000.0,38094653000000.0,36306827000000.0,40795460000000.0,39813190000000.0,39961483000000.0,40794723000000.0,39976163000000.0,40928000000000.0,40897815000000.0,41752338000000.0
2061.0,41402184000000.0,40871374000000.0,37847870000000.0,42106844000000.0,40551040000000.0,38971670000000.0,39056670000000.0,37855350000000.0,36057098000000.0,40480163000000.0,39603038000000.0,39866725000000.0,40716667000000.0,39906592000000.0,40807264000000.0,40794094000000.0,41709598000000.0
2062.0,41303505000000.0,40826840000000.0,37666926000000.0,42142740000000.0,40436370000000.0,38829222000000.0,38778610000000.0,37647300000000.0,35659343000000.0,40328840000000.0,39382020000000.0,39781100000000.0,40705423000000.0,39903330000000.0,40585352000000.0,40712050000000.0,41622350000000.0
2063.0,41066414000000.0,40771458000000.0,37504330000000.0,42075035000000.0,40298013000000.0,38708410000000.0,38591280000000.0,37552933000000.0,35310956000000.0,40174610000000.0,39217940000000.0,39693287000000.0,40534115000000.0,39832320000000.0,40423510000000.0,40692546000000.0,41468800000000.0
2064.0,40894540000000.0,40748913000000.0,37393930000000.0,41982410000000.0,40257064000000.0,38525064000000.0,38429144000000.0,37384566000000.0,34925548000000.0,39926943000000.0,39073503000000.0,39528094000000.0,40295975000000.0,39588360000000.0,40232754000000.0,40631825000000.0,41389933000000.0
2065.0,40768203000000.0,40664700000000.0,37188830000000.0,41792225000000.0,40200936000000.0,38392805000000.0,38350036000000.0,37171264000000.0,34606462000000.0,39770915000000.0,38944030000000.0,39441524000000.0,40049995000000.0,39388610000000.0,40139758000000.0,40637345000000.0,41311350000000.0
2066.0,40623378000000.0,40559855000000.0,36809728000000.0,41676698000000.0,40140350000000.0,38153540000000.0,38196537000000.0,36902275000000.0,34323472000000.0,39564937000000.0,38835044000000.0,39316483000000.0,39959734000000.0,39227140000000.0,40030780000000.0,40592960000000.0,41275130000000.0
2067.0,40577520000000.0,40491735000000.0,36511873000000.0,41596796000000.0,40060560000000.0,38004815000000.0,37941930000000.0,36689968000000.0,34101560000000.0,39295285000000.0,38697148000000.0,39226460000000.0,39784605000000.0,39110643000000.0,39871370000000.0,40533263000000.0,41246316000000.0
2068.0,40467900000000.0,40459854000000.0,36439585000000.0,41523240000000.0,39877400000000.0,37886393000000.0,37740373000000.0,36518266000000.0,33754486000000.0,39097435000000.0,38412320000000.0,39142270000000.0,39722475000000.0,38996793000000.0,39616240000000.0,40481287000000.0,41163302000000.0
2069.0,40412240000000.0,40323045000000.0,36309444000000.0,41442265000000.0,39710748000000.0,37780910000000.0,37569160000000.0,36307816000000.0,33500747000000.0,38993460000000.0,38224250000000.0,38972554000000.0,39606683000000.0,38858633000000.0,39512850000000.0,40449210000000.0,41102938000000.0
2070.0,40304660000000.0,40252694000000.0,35963940000000.0,41365690000000.0,39556187000000.0,37736497000000.0,37419605000000.0,35966420000000.0,33239106000000.0,38901460000000.0,38050562000000.0,38857340000000.0,39507777000000.0,38714130000000.0,39400840000000.0,40349800000000.0,41113226000000.0
2071.0,40265900000000.0,40208834000000.0,35744370000000.0,41304390000000.0,39435354000000.0,37603735000000.0,37342966000000.0,35705920000000.0,32977143000000.0,38760813000000.0,37881550000000.0,38713225000000.0,39289107000000.0,38590270000000.0,39333273000000.0,40264425000000.0,40980110000000.0
2072.0,40267487000000.0,40111715000000.0,35558064000000.0,41181262000000.0,39350100000000.0,37454963000000.0,37123067000000.0,35487457000000.0,32723098000000.0,38698130000000.0,37625482000000.0,38579623000000.0,39056880000000.0,38424260000000.0,39178365000000.0,40182560000000.0,40902983000000.0
2073.0,40157613000000.0,40031125000000.0,35210935000000.0,41112144000000.0,39254214000000.0,37349174000000.0,36963147000000.0,35334610000000.0,32400630000000.0,38625895000000.0,37454190000000.0,38406140000000.0,38906674000000.0,38279026000000.0,39048960000000.0,40061980000000.0,40746925000000.0
2074.0,40009340000000.0,39964335000000.0,34908180000000.0,41087070000000.0,39272833000000.0,37266504000000.0,36837450000000.0,35161465000000.0,32182430000000.0,38609638000000.0,37291610000000.0,38235940000000.0,38604525000000.0,38150764000000.0,38908930000000.0,39976004000000.0,40710760000000.0
2075.0,40011223000000.0,39888355000000.0,34772590000000.0,41041692000000.0,39153060000000.0,37175123000000.0,36624660000000.0,35024892000000.0,31966389000000.0,38558753000000.0,37173900000000.0,38086126000000.0,38532454000000.0,38059488000000.0,38840518000000.0,39918040000000.0,40665370000000.0
2076.0,39991166000000.0,39814326000000.0,34537540000000.0,41013205000000.0,39126057000000.0,37099953000000.0,36550930000000.0,34833881000000.0,31781883000000.0,38462485000000.0,37114070000000.0,37887828000000.0,38397000000000.0,37959580000000.0,38854753000000.0,39840205000000.0,40591715000000.0
2077.0,39960644000000.0,39634490000000.0,34282284000000.0,40912755000000.0,39105845000000.0,37029723000000.0,36417212000000.0,34610386000000.0,31600964000000.0,38429497000000.0,37032764000000.0,37775010000000.0,38289222000000.0,37812896000000.0,38595440000000.0,39782822000000.0,40518537000000.0
2078.0,39853210000000.0,39581982000000.0,33903893000000.0,40725540000000.0,39049625000000.0,36859875000000.0,36127835000000.0,34423830000000.0,31402593000000.0,38295680000000.0,36966897000000.0,37615336000000.0,38208423000000.0,37561980000000.0,38385096000000.0,39715063000000.0,40501516000000.0
2079.0,39719455000000.0,39447664000000.0,33597826000000.0,40733453000000.0,38921677000000.0,36776870000000.0,35972994000000.0,34277016000000.0,31151912000000.0,38167403000000.0,36862597000000.0,37430602000000.0,38021135000000.0,37349380000000.0,38178040000000.0,39706813000000.0,40449630000000.0
2080.0,39572755000000.0,39366270000000.0,33346670000000.0,40666856000000.0,38854550000000.0,36585240000000.0,35760514000000.0,34116066000000.0,31025338000000.0,38042700000000.0,36715520000000.0,37244010000000.0,37915216000000.0,37142567000000.0,38038156000000.0,39605860000000.0,40376200000000.0
2081.0,39391320000000.0,39314150000000.0,32988612000000.0,40544180000000.0,38675280000000.0,36350317000000.0,35576680000000.0,34005571000000.0,30871986000000.0,37931662000000.0,36595978000000.0,36959536000000.0,37816428000000.0,36931337000000.0,37683640000000.0,39576070000000.0,40395614000000.0
2082.0,39287467000000.0,39304382000000.0,32740582000000.0,40479723000000.0,38520000000000.0,36074357000000.0,35460747000000.0,33800126000000.0,30777736000000.0,37872290000000.0,36444620000000.0,36789590000000.0,37763690000000.0,36716410000000.0,37535120000000.0,39527640000000.0,40286416000000.0
2083.0,39247870000000.0,39193420000000.0,32515290000000.0,40428220000000.0,38422467000000.0,35893134000000.0,35296420000000.0,33684065000000.0,30683727000000.0,37749113000000.0,36319313000000.0,36612403000000.0,37678104000000.0,36593386000000.0,37525160000000.0,39490020000000.0,40198453000000.0
2084.0,39076057000000.0,39114000000000.0,32323760000000.0,40430553000000.0,38351265000000.0,35747118000000.0,35145726000000.0,33433970000000.0,30599553000000.0,37628116000000.0,36285192000000.0,36471243000000.0,37550027000000.0,36502793000000.0,37325623000000.0,39473266000000.0,40126900000000.0
2085.0,38922230000000.0,38980570000000.0,31948553000000.0,40310770000000.0,38249610000000.0,35629274000000.0,34965335000000.0,33201249000000.0,30366493000000.0,37506435000000.0,36234395000000.0,36349570000000.0,37469540000000.0,36310620000000.0,37128482000000.0,39423203000000.0,40078466000000.0
2086.0,38851867000000.0,38945925000000.0,31817707000000.0,40217487000000.0,38208760000000.0,35555555000000.0,34809785000000.0,32951643000000.0,30215416000000.0,37418870000000.0,36102413000000.0,36198530000000.0,37393663000000.0,36129772000000.0,36957455000000.0,39418333000000.0,39978240000000.0
2087.0,38757986000000.0,38892057000000.0,31479820000000.0,40075883000000.0,38057980000000.0,35463285000000.0,34615811000000.0,32794049000000.0,30096394000000.0,37326198000000.0,35944930000000.0,35875460000000.0,37192080000000.0,35908552000000.0,36745945000000.0,39408920000000.0,39954294000000.0
2088.0,38721894000000.0,38883380000000.0,31219752000000.0,39931695000000.0,37992930000000.0,35367885000000.0,34278230000000.0,32517868000000.0,29957244000000.0,37291670000000.0,35789786000000.0,35569984000000.0,37032605000000.0,35717946000000.0,36579423000000.0,39378540000000.0,39956332000000.0
2089.0,38654530000000.0,38788830000000.0,31028635000000.0,39864750000000.0,37922340000000.0,35285610000000.0,34066406000000.0,32333490000000.0,29773477000000.0,37206730000000.0,35548300000000.0,35351730000000.0,36819127000000.0,35476006000000.0,36490936000000.0,39340750000000.0,39931137000000.0
2090.0,38608266000000.0,38692064000000.0,30796088000000.0,39860073000000.0,37868910000000.0,35221520000000.0,33881974000000.0,32087830000000.0,29479611000000.0,37101224000000.0,35467274000000.0,35172430000000.0,36644183000000.0,35185467000000.0,36288960000000.0,39322053000000.0,39838573000000.0
2091.0,38447004000000.0,38601480000000.0,30548260000000.0,39798367000000.0,37752117000000.0,35140818000000.0,33561422000000.0,31850871000000.0,29295890000000.0,36980168000000.0,35253557000000.0,35012987000000.0,36595873000000.0,34987093000000.0,36188673000000.0,39266780000000.0,39831007000000.0
2092.0,38274358000000.0,38532520000000.0,30310534000000.0,39778242000000.0,37684207000000.0,34915582000000.0,33335638000000.0,31611500000000.0,29129074000000.0,36857572000000.0,35046702000000.0,34895286000000.0,36425148000000.0,34846846000000.0,36065633000000.0,39274590000000.0,39759976000000.0
2093.0,38193693000000.0,38439760000000.0,29967717000000.0,39678145000000.0,37598250000000.0,34745595000000.0,33062356000000.0,31422587000000.0,28963240000000.0,36795715000000.0,34852773000000.0,34750255000000.0,36343795000000.0,34667602000000.0,35971960000000.0,39228270000000.0,39703357000000.0
2094.0,38128572000000.0,38404457000000.0,29698346000000.0,39616860000000.0,37535695000000.0,34643972000000.0,32843388000000.0,31198010000000.0,28883844000000.0,36714593000000.0,34673992000000.0,34602605000000.0,36199134000000.0,34401004000000.0,35898993000000.0,39152000000000.0,39619173000000.0
2095.0,38001476000000.0,38311347000000.0,29333897000000.0,39491213000000.0,37330988000000.0,34493423000000.0,32603057000000.0,30880198000000.0,28711570000000.0,36569940000000.0,34490974000000.0,34429792000000.0,36123368000000.0,34117817000000.0,35737517000000.0,39027814000000.0,39578760000000.0
