time,ACCESS-CM2,CESM2,MPI-ESM1-2-HR,NORESM2-MM,TAIESM1,CAMS-CSM1-0,CESM2-WACCM,IPSL-CM6A-LR,GFDL-ESM4,CMCC-CM2-SR5,EC-EARTH3,INM-CM4-8,INM-CM5-0,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,MRI-ESM2-0,ACCESS-ESM1-5,CANESM5
2010.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0
2011.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0
2012.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0
2013.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0
2014.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0
2015.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0
2016.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0
2017.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0
2018.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0
2019.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0
2020.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0
2021.0,44685340000000.0,44552916000000.0,44633720000000.0,44677500000000.0,44705232000000.0,44662570000000.0,44623040000000.0,44624933000000.0,44694092000000.0,44616045000000.0,44739530000000.0,44616074000000.0,44653433000000.0,44681690000000.0,44544876000000.0,44694840000000.0,44570054000000.0,44673796000000.0,44621720000000.0
2022.0,44529810000000.0,44497707000000.0,44584223000000.0,44681728000000.0,44485505000000.0,44619304000000.0,44506100000000.0,44379210000000.0,44705610000000.0,44484503000000.0,44666090000000.0,44578434000000.0,44617690000000.0,44585963000000.0,44424320000000.0,44693585000000.0,44463435000000.0,44559996000000.0,44483680000000.0
2023.0,44437770000000.0,44419050000000.0,44548785000000.0,44637010000000.0,44282266000000.0,44683393000000.0,44394955000000.0,44237510000000.0,44621023000000.0,44420540000000.0,44614132000000.0,44572453000000.0,44587087000000.0,44485150000000.0,44257600000000.0,44580016000000.0,44346506000000.0,44485040000000.0,44438005000000.0
2024.0,44311467000000.0,44326042000000.0,44497354000000.0,44554036000000.0,44100443000000.0,44690016000000.0,44265627000000.0,44126536000000.0,44485224000000.0,44417910000000.0,44550670000000.0,44516673000000.0,44496977000000.0,44142567000000.0,44094852000000.0,44540858000000.0,44314790000000.0,44393466000000.0,44427760000000.0
2025.0,44156987000000.0,44295856000000.0,44438567000000.0,44525486000000.0,43874920000000.0,44631908000000.0,44193695000000.0,43993760000000.0,44381155000000.0,44348486000000.0,44494674000000.0,44488634000000.0,44495780000000.0,43989150000000.0,43912480000000.0,44317993000000.0,44191810000000.0,44282447000000.0,44304777000000.0
2026.0,44098750000000.0,44218860000000.0,44382028000000.0,44331856000000.0,43665120000000.0,44581614000000.0,44088095000000.0,43674290000000.0,44216718000000.0,44390135000000.0,44353930000000.0,44468816000000.0,44447430000000.0,43876933000000.0,43709000000000.0,44209856000000.0,44046827000000.0,44230130000000.0,44298486000000.0
2027.0,43992790000000.0,44142495000000.0,44299022000000.0,44259357000000.0,43457040000000.0,44525860000000.0,43835107000000.0,43643020000000.0,44178273000000.0,44205250000000.0,44214790000000.0,44271910000000.0,44399782000000.0,43791516000000.0,43505544000000.0,44203480000000.0,43967152000000.0,44163240000000.0,44295755000000.0
2028.0,43812827000000.0,44075772000000.0,44241007000000.0,44202130000000.0,43306877000000.0,44505730000000.0,43683106000000.0,43527187000000.0,44125806000000.0,44032900000000.0,44098845000000.0,44117195000000.0,44324117000000.0,43598586000000.0,43338360000000.0,44137710000000.0,43775817000000.0,44129233000000.0,44258006000000.0
2029.0,43645850000000.0,44101836000000.0,44228755000000.0,44104885000000.0,43068816000000.0,44352085000000.0,43591393000000.0,43515657000000.0,44058640000000.0,43875813000000.0,44031670000000.0,44052213000000.0,44269893000000.0,43371610000000.0,43167140000000.0,44069720000000.0,43739704000000.0,44111302000000.0,44159906000000.0
2030.0,43517330000000.0,44014040000000.0,44167867000000.0,44001604000000.0,42724577000000.0,44310720000000.0,43515384000000.0,43390943000000.0,43929676000000.0,43776257000000.0,43859220000000.0,43970780000000.0,44204540000000.0,43238094000000.0,43015620000000.0,43993620000000.0,43725290000000.0,44092755000000.0,44175307000000.0
2031.0,43311810000000.0,44052947000000.0,44071450000000.0,43919736000000.0,42437754000000.0,44247286000000.0,43442450000000.0,43193547000000.0,43800630000000.0,43644413000000.0,43717734000000.0,43831475000000.0,44120836000000.0,43126540000000.0,42856643000000.0,43923230000000.0,43548490000000.0,43990210000000.0,44063990000000.0
2032.0,43097753000000.0,43971313000000.0,44003706000000.0,43815520000000.0,42335363000000.0,44195670000000.0,43336182000000.0,42962076000000.0,43659228000000.0,43469630000000.0,43580600000000.0,43702777000000.0,44051480000000.0,42914206000000.0,42729057000000.0,43843785000000.0,43443724000000.0,43826215000000.0,43979350000000.0
2033.0,42914480000000.0,43849985000000.0,43829660000000.0,43735702000000.0,42129600000000.0,44051148000000.0,43263747000000.0,42722296000000.0,43599366000000.0,43250635000000.0,43394170000000.0,43575388000000.0,44091380000000.0,42738175000000.0,42551327000000.0,43778572000000.0,43312413000000.0,43835390000000.0,43906683000000.0
2034.0,42725655000000.0,43651124000000.0,43721643000000.0,43650222000000.0,41838480000000.0,44037038000000.0,43167907000000.0,42608697000000.0,43414138000000.0,43131223000000.0,43169375000000.0,43423654000000.0,44049952000000.0,42493756000000.0,42340316000000.0,43734530000000.0,43169310000000.0,43788777000000.0,43813720000000.0
2035.0,42636203000000.0,43512940000000.0,43712126000000.0,43565790000000.0,41580224000000.0,43886416000000.0,43001730000000.0,42467072000000.0,43300200000000.0,42937730000000.0,43013770000000.0,43285980000000.0,44037365000000.0,42442175000000.0,42164610000000.0,43662277000000.0,42963940000000.0,43716543000000.0,43736370000000.0
2036.0,42556558000000.0,43455196000000.0,43665140000000.0,43497244000000.0,41335140000000.0,43873920000000.0,42814038000000.0,42263650000000.0,43171690000000.0,42837672000000.0,42753044000000.0,43173422000000.0,43922810000000.0,42274017000000.0,41945160000000.0,43576533000000.0,42715765000000.0,43746545000000.0,43612503000000.0
2037.0,42393546000000.0,43306460000000.0,43521373000000.0,43435134000000.0,41115634000000.0,43864870000000.0,42609372000000.0,42089090000000.0,43061078000000.0,42818047000000.0,42516740000000.0,43019793000000.0,43869610000000.0,42168190000000.0,41688330000000.0,43509670000000.0,42550728000000.0,43705430000000.0,43607944000000.0
2038.0,42184317000000.0,43247838000000.0,43423256000000.0,43303186000000.0,40924118000000.0,43826555000000.0,42304870000000.0,41840020000000.0,42946490000000.0,42761458000000.0,42294816000000.0,42900356000000.0,43806133000000.0,42071956000000.0,41460000000000.0,43499960000000.0,42457310000000.0,43667590000000.0,43481580000000.0
2039.0,41933880000000.0,43130787000000.0,43336710000000.0,43212396000000.0,40627080000000.0,43729710000000.0,42076020000000.0,41693490000000.0,42809432000000.0,42552230000000.0,42130207000000.0,42807427000000.0,43769987000000.0,42007090000000.0,41188808000000.0,43215546000000.0,42303010000000.0,43680440000000.0,43394150000000.0
2040.0,41770595000000.0,42936255000000.0,43224513000000.0,43212186000000.0,40222125000000.0,43629377000000.0,41813524000000.0,41498180000000.0,42607397000000.0,42446025000000.0,42011100000000.0,42729650000000.0,43711940000000.0,41910727000000.0,40887254000000.0,42968230000000.0,42238093000000.0,43615990000000.0,43345225000000.0
2041.0,41662756000000.0,42745574000000.0,43142875000000.0,43123925000000.0,39855514000000.0,43576080000000.0,41682293000000.0,41305724000000.0,42421480000000.0,42236457000000.0,41853274000000.0,42513105000000.0,43638090000000.0,41799020000000.0,40745856000000.0,42753910000000.0,41988825000000.0,43495654000000.0,43222060000000.0
2042.0,41595466000000.0,42585390000000.0,43067330000000.0,42986184000000.0,39540526000000.0,43564193000000.0,41672004000000.0,41039250000000.0,42232896000000.0,42003614000000.0,41555240000000.0,42336315000000.0,43512997000000.0,41599770000000.0,40448685000000.0,42563820000000.0,41884236000000.0,43375330000000.0,43119802000000.0
2043.0,41362343000000.0,42295974000000.0,42946783000000.0,42869864000000.0,39056407000000.0,43456873000000.0,41477997000000.0,40852580000000.0,42137597000000.0,41904134000000.0,41272832000000.0,42199106000000.0,43493250000000.0,41431993000000.0,40115160000000.0,42469887000000.0,41832092000000.0,43328557000000.0,42944730000000.0
2044.0,41197220000000.0,42055620000000.0,42877334000000.0,42695414000000.0,38648350000000.0,43438326000000.0,41382390000000.0,40606460000000.0,42065220000000.0,41759418000000.0,41031576000000.0,41992893000000.0,43410153000000.0,41161264000000.0,39880973000000.0,42341935000000.0,41672092000000.0,43219760000000.0,42712010000000.0
2045.0,40967432000000.0,41804108000000.0,42760290000000.0,42545250000000.0,38300350000000.0,43390138000000.0,41119510000000.0,40393157000000.0,41894222000000.0,41617380000000.0,40753737000000.0,41895225000000.0,43321234000000.0,41038180000000.0,39792625000000.0,41976420000000.0,41470237000000.0,43074114000000.0,42528527000000.0
2046.0,40817503000000.0,41581160000000.0,42557522000000.0,42436747000000.0,37984435000000.0,43380080000000.0,40956754000000.0,40195722000000.0,41718964000000.0,41431876000000.0,40633155000000.0,41802690000000.0,43245910000000.0,40854390000000.0,39607690000000.0,41743630000000.0,41295280000000.0,42781350000000.0,42357177000000.0
2047.0,40561264000000.0,41412400000000.0,42503640000000.0,42407215000000.0,37580632000000.0,43313848000000.0,40664960000000.0,39911710000000.0,41615444000000.0,41235532000000.0,40398886000000.0,41686097000000.0,43137420000000.0,40686615000000.0,39272560000000.0,41500365000000.0,41102670000000.0,42584437000000.0,42222515000000.0
2048.0,40315420000000.0,41092523000000.0,42469470000000.0,42220233000000.0,37104222000000.0,43269015000000.0,40306204000000.0,39662484000000.0,41503502000000.0,41092990000000.0,40098160000000.0,41542283000000.0,43076286000000.0,40432197000000.0,38958914000000.0,41217230000000.0,40963578000000.0,42493940000000.0,41976146000000.0
2049.0,40006520000000.0,40832100000000.0,42344630000000.0,42130880000000.0,36683353000000.0,43198987000000.0,39967603000000.0,39401400000000.0,41461496000000.0,40877240000000.0,39872635000000.0,41441200000000.0,42942517000000.0,40327835000000.0,38649933000000.0,40929684000000.0,40801330000000.0,42380217000000.0,41797940000000.0
2050.0,39705115000000.0,40525540000000.0,42248096000000.0,42020310000000.0,36345725000000.0,43069454000000.0,39647133000000.0,39060760000000.0,41416344000000.0,40707964000000.0,39616580000000.0,41308186000000.0,42732844000000.0,40189435000000.0,38291560000000.0,40727520000000.0,40564950000000.0,42137815000000.0,41552030000000.0
2051.0,39389925000000.0,40294940000000.0,42031368000000.0,41865726000000.0,35887107000000.0,42915490000000.0,39253170000000.0,38697995000000.0,41234593000000.0,40371506000000.0,39301350000000.0,41239720000000.0,42629940000000.0,40032130000000.0,38027053000000.0,40464867000000.0,40236386000000.0,41909400000000.0,41291153000000.0
2052.0,39260246000000.0,39932043000000.0,41898933000000.0,41670100000000.0,35400958000000.0,42773835000000.0,38959204000000.0,38469053000000.0,41066984000000.0,40077660000000.0,39096475000000.0,41147196000000.0,42625508000000.0,39923600000000.0,37734210000000.0,40088730000000.0,39962427000000.0,41756582000000.0,41126860000000.0
2053.0,39014787000000.0,39611942000000.0,41746285000000.0,41590020000000.0,34811196000000.0,42729500000000.0,38720770000000.0,38223946000000.0,40899527000000.0,39801135000000.0,38862130000000.0,41099343000000.0,42518240000000.0,39752370000000.0,37374300000000.0,39830940000000.0,39663104000000.0,41510976000000.0,40848990000000.0
2054.0,38760205000000.0,39277535000000.0,41659706000000.0,41397540000000.0,34266891000000.0,42611440000000.0,38491860000000.0,38088303000000.0,40724762000000.0,39675603000000.0,38648695000000.0,40979070000000.0,42479010000000.0,39525175000000.0,36931916000000.0,39534096000000.0,39375245000000.0,41340140000000.0,40642483000000.0
2055.0,38454205000000.0,39002900000000.0,41515310000000.0,41226990000000.0,33831233000000.0,42517907000000.0,38068650000000.0,37857964000000.0,40488190000000.0,39512850000000.0,38296915000000.0,40923677000000.0,42362504000000.0,39304756000000.0,36553300000000.0,39266013000000.0,39095527000000.0,41171420000000.0,40437893000000.0
2056.0,38177444000000.0,38716260000000.0,41354856000000.0,41050220000000.0,33155682000000.0,42487070000000.0,37709560000000.0,37520985000000.0,40240760000000.0,39354570000000.0,38039695000000.0,40734044000000.0,42302555000000.0,39036895000000.0,36242603000000.0,39003835000000.0,38848847000000.0,40937350000000.0,40023726000000.0
2057.0,37824360000000.0,38356327000000.0,41232097000000.0,40889875000000.0,32636842000000.0,42498034000000.0,37305170000000.0,37248750000000.0,39988218000000.0,39110410000000.0,37803910000000.0,40598240000000.0,42199820000000.0,38778043000000.0,35937543000000.0,38691730000000.0,38710985000000.0,40823433000000.0,39783015000000.0
2058.0,37711760000000.0,37993860000000.0,41071405000000.0,40723777000000.0,32031856000000.0,42471417000000.0,36813855000000.0,36674180000000.0,39851726000000.0,38882918000000.0,37615823000000.0,40481280000000.0,42099360000000.0,38560393000000.0,35594140000000.0,38407060000000.0,38506122000000.0,40599407000000.0,39533470000000.0
2059.0,37407647000000.0,37551930000000.0,40912026000000.0,40568994000000.0,31500523000000.0,42435435000000.0,36312940000000.0,36351714000000.0,39655240000000.0,38629020000000.0,37317348000000.0,40339075000000.0,41959918000000.0,38328003000000.0,35259924000000.0,38182510000000.0,38279664000000.0,40325050000000.0,39149700000000.0
2060.0,37129694000000.0,37215220000000.0,40733800000000.0,40491467000000.0,30782802000000.0,42344440000000.0,35919042000000.0,36045410000000.0,39469560000000.0,38284780000000.0,36910430000000.0,40182397000000.0,41757744000000.0,38137993000000.0,34960070000000.0,37954350000000.0,38029687000000.0,39987244000000.0,38811476000000.0
2061.0,36762170000000.0,36734280000000.0,40603425000000.0,40403135000000.0,30175884000000.0,42286906000000.0,35405475000000.0,35689836000000.0,39230190000000.0,38099090000000.0,36491560000000.0,39986716000000.0,41681097000000.0,37985165000000.0,34590593000000.0,37605576000000.0,37753140000000.0,39748090000000.0,38579854000000.0
2062.0,36415803000000.0,36283360000000.0,40422982000000.0,40250206000000.0,29666266000000.0,42174264000000.0,34959811000000.0,35340383000000.0,39082330000000.0,37806332000000.0,36160227000000.0,39826024000000.0,41561950000000.0,37819530000000.0,34129110000000.0,37196606000000.0,37363217000000.0,39170332000000.0,38247846000000.0
2063.0,36086034000000.0,35905193000000.0,40206766000000.0,40093973000000.0,29128321000000.0,42075490000000.0,34531070000000.0,35068110000000.0,38855663000000.0,37336197000000.0,35782730000000.0,39683787000000.0,41488247000000.0,37648597000000.0,33705437000000.0,36941555000000.0,36931180000000.0,38760280000000.0,37728360000000.0
2064.0,35785530000000.0,35383136000000.0,39959360000000.0,39979740000000.0,28517960000000.0,41802570000000.0,34027233000000.0,34606630000000.0,38653384000000.0,37076666000000.0,35451688000000.0,39537960000000.0,41340860000000.0,37448143000000.0,33282373000000.0,36618094000000.0,36472523000000.0,38295522000000.0,37312790000000.0
2065.0,35423863000000.0,34931424000000.0,39852733000000.0,39789230000000.0,27881737000000.0,41692080000000.0,33586235000000.0,34167557000000.0,38369440000000.0,36754520000000.0,34895960000000.0,39343763000000.0,41218306000000.0,37264126000000.0,32951065000000.0,36252804000000.0,36205626000000.0,38000247000000.0,36988686000000.0
2066.0,35147490000000.0,34602716000000.0,39735557000000.0,39691880000000.0,27361068000000.0,41640685000000.0,33020835000000.0,33834635000000.0,37951833000000.0,36591427000000.0,34454110000000.0,39136237000000.0,41063700000000.0,36868184000000.0,32559342000000.0,36001985000000.0,35763903000000.0,37648245000000.0,36721370000000.0
2067.0,34846300000000.0,34221190000000.0,39585065000000.0,39480673000000.0,26821249000000.0,41549946000000.0,32417381000000.0,33460566000000.0,37673970000000.0,36380416000000.0,34147056000000.0,38995470000000.0,40890470000000.0,36413966000000.0,32258746000000.0,35734460000000.0,35253943000000.0,37209560000000.0,36275373000000.0
2068.0,34341283000000.0,33834465000000.0,39457634000000.0,39209285000000.0,26316424000000.0,41451650000000.0,31873280000000.0,32887582000000.0,37454860000000.0,36108864000000.0,33895806000000.0,38807177000000.0,40620207000000.0,36058890000000.0,31886487000000.0,35405353000000.0,34796825000000.0,36906800000000.0,35779080000000.0
2069.0,33971082000000.0,33424740000000.0,39317990000000.0,39038610000000.0,25688413000000.0,41350486000000.0,31306941000000.0,32357025000000.0,37279226000000.0,35905574000000.0,33542233000000.0,38534230000000.0,40461520000000.0,35662212000000.0,31546197000000.0,35046795000000.0,34409172000000.0,36569340000000.0,35152269000000.0
2070.0,33513920000000.0,33023215000000.0,39175328000000.0,38883807000000.0,24979810000000.0,41320600000000.0,30878800000000.0,31905580000000.0,37038846000000.0,35603380000000.0,33209128000000.0,38346315000000.0,40304710000000.0,35276360000000.0,31196840000000.0,34541285000000.0,34046615000000.0,36166490000000.0,34781400000000.0
2071.0,33096790000000.0,32557589000000.0,38950605000000.0,38745105000000.0,24398944000000.0,41174165000000.0,30194490000000.0,31387644000000.0,36898525000000.0,35279770000000.0,32837150000000.0,38151372000000.0,40231256000000.0,35007247000000.0,30899448000000.0,34005292000000.0,33648588000000.0,35804080000000.0,34074542000000.0
2072.0,32735752000000.0,32073616000000.0,38731654000000.0,38586170000000.0,23811993000000.0,41103280000000.0,29795734000000.0,31068103000000.0,36663447000000.0,34855266000000.0,32291424000000.0,37916450000000.0,40044778000000.0,34707759000000.0,30585830000000.0,33528606000000.0,33283268000000.0,35388937000000.0,33418031000000.0
2073.0,32241760000000.0,31510252000000.0,38554143000000.0,38336597000000.0,23223790000000.0,41022294000000.0,29152168000000.0,30698862000000.0,36457687000000.0,34547578000000.0,31839373000000.0,37696520000000.0,39979015000000.0,34363188000000.0,30193110000000.0,33131470000000.0,32845823000000.0,35067884000000.0,32800003000000.0
2074.0,31930230000000.0,31004423000000.0,38377960000000.0,38114874000000.0,22578549000000.0,40860905000000.0,28577490000000.0,30194084000000.0,36261012000000.0,34231630000000.0,31519177000000.0,37503206000000.0,39818700000000.0,33962668000000.0,29818614000000.0,32463307000000.0,32419120000000.0,34760101000000.0,32245012000000.0
2075.0,31623114000000.0,30325632000000.0,38305706000000.0,37920208000000.0,21885950000000.0,40751120000000.0,28063547000000.0,29745245000000.0,35988974000000.0,33958880000000.0,31086630000000.0,37292597000000.0,39644645000000.0,33727776000000.0,29387303000000.0,31926407000000.0,31998526000000.0,34502563000000.0,31769810000000.0
2076.0,31251774000000.0,29881004000000.0,38108813000000.0,37697725000000.0,21393685000000.0,40648028000000.0,27504438000000.0,29296131000000.0,35768720000000.0,33674655000000.0,30565112000000.0,37083980000000.0,39512873000000.0,33237202000000.0,29062532000000.0,31534359000000.0,31565095000000.0,34206049000000.0,31357414000000.0
2077.0,30755620000000.0,29407392000000.0,37933495000000.0,37355524000000.0,20891348000000.0,40549755000000.0,26834280000000.0,28788008000000.0,35441240000000.0,33420841000000.0,29957374000000.0,36942420000000.0,39255905000000.0,32830944000000.0,28604850000000.0,30958735000000.0,31087512000000.0,33840534000000.0,30911924000000.0
2078.0,30186280000000.0,28803620000000.0,37701143000000.0,37106070000000.0,20136260000000.0,40483024000000.0,26155812000000.0,28302356000000.0,35190055000000.0,33096754000000.0,29411697000000.0,36783073000000.0,39094898000000.0,32468353000000.0,28200009000000.0,30515986000000.0,30688036000000.0,33468690000000.0,30454713000000.0
2079.0,29688498000000.0,28229593000000.0,37476404000000.0,36995530000000.0,19390934000000.0,40343387000000.0,25514702000000.0,27898476000000.0,34874820000000.0,32831980000000.0,29056780000000.0,36647460000000.0,38829134000000.0,31965418000000.0,27661622000000.0,30005843000000.0,30264010000000.0,33064575000000.0,29779380000000.0
2080.0,29267484000000.0,27788468000000.0,37315636000000.0,36797187000000.0,18724373000000.0,40217920000000.0,24820232000000.0,27466358000000.0,34627207000000.0,32421429000000.0,28416277000000.0,36360795000000.0,38593435000000.0,31635337000000.0,27279942000000.0,29582720000000.0,29791588000000.0,32659160000000.0,29157721000000.0
2081.0,28739612000000.0,27291755000000.0,37062212000000.0,36610377000000.0,18270887000000.0,40082967000000.0,24130080000000.0,26912894000000.0,34352800000000.0,31826735000000.0,27828419000000.0,36055710000000.0,38355224000000.0,31390536000000.0,26864662000000.0,29064356000000.0,29399093000000.0,32277365000000.0,28652683000000.0
2082.0,28220217000000.0,26651010000000.0,36774642000000.0,36381837000000.0,17745914000000.0,40011664000000.0,23468622000000.0,26449680000000.0,34089418000000.0,31274350000000.0,27347965000000.0,35794983000000.0,38117638000000.0,30985907000000.0,26424463000000.0,28601215000000.0,28991275000000.0,31817546000000.0,28053424000000.0
2083.0,27613116000000.0,25941756000000.0,36470040000000.0,36116530000000.0,17210953000000.0,39976250000000.0,22873373000000.0,26092258000000.0,33776220000000.0,30790161000000.0,26752441000000.0,35636900000000.0,38038860000000.0,30534143000000.0,26089440000000.0,27959235000000.0,28635879000000.0,31345263000000.0,27468004000000.0
2084.0,27086142000000.0,25425275000000.0,36098454000000.0,35874750000000.0,16632074000000.0,39906743000000.0,22182650000000.0,25526398000000.0,33554315000000.0,30556218000000.0,26011530000000.0,35401900000000.0,37817934000000.0,30007758000000.0,25724290000000.0,27331572000000.0,28303291000000.0,30894195000000.0,26847027000000.0
2085.0,26513838000000.0,24940259000000.0,35780324000000.0,35648245000000.0,16138989000000.0,39787243000000.0,21542092000000.0,25017335000000.0,33154388000000.0,30064387000000.0,25458104000000.0,35176050000000.0,37558155000000.0,29681219000000.0,25364380000000.0,26649180000000.0,27909153000000.0,30422545000000.0,25898147000000.0
