time,GFDL-CM3,GISS-E2-R,CNRM-CM5,MPI-ESM-LR,CSIRO-MK3-6-0,CANESM2,CESM1-CAM5,GFDL-ESM2G,CCSM4,NORESM1-M,IPSL-CM5A-LR
2015.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0
2016.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0
2017.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0
2018.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0
2019.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0
2020.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0
2021.0,26595004000000.0,26714357000000.0,26682407000000.0,26711170000000.0,26723238000000.0,26653523000000.0,26703687000000.0,26696657000000.0,26758923000000.0,26641686000000.0,26661754000000.0
2022.0,26529162000000.0,26672617000000.0,26651630000000.0,26652766000000.0,26658816000000.0,26613645000000.0,26591954000000.0,26624091000000.0,26632574000000.0,26590250000000.0,26682432000000.0
2023.0,26420347000000.0,26685167000000.0,26617280000000.0,26570702000000.0,26636703000000.0,26565210000000.0,26472306000000.0,26609346000000.0,26558499000000.0,26562745000000.0,26654531000000.0
2024.0,26409127000000.0,26647231000000.0,26567917000000.0,26578076000000.0,26626280000000.0,26466000000000.0,26313654000000.0,26583838000000.0,26561667000000.0,26435054000000.0,26686758000000.0
2025.0,26342532000000.0,26588777000000.0,26564333000000.0,26572474000000.0,26612079000000.0,26403072000000.0,26178098000000.0,26558836000000.0,26500220000000.0,26409202000000.0,26566413000000.0
2026.0,26291464000000.0,26481816000000.0,26397720000000.0,26522060000000.0,26555137000000.0,26360456000000.0,26124493000000.0,26492872000000.0,26429455000000.0,26354397000000.0,26532723000000.0
2027.0,26250979000000.0,26457519000000.0,26362866000000.0,26445133000000.0,26482993000000.0,26176911000000.0,26010873000000.0,26456870000000.0,26413764000000.0,26262433000000.0,26422804000000.0
2028.0,26169768000000.0,26333424000000.0,26382891000000.0,26424298000000.0,26461027000000.0,26110255000000.0,25917051000000.0,26441471000000.0,26459735000000.0,26287245000000.0,26308248000000.0
2029.0,26119447000000.0,26289667000000.0,26271990000000.0,26391018000000.0,26437780000000.0,26108870000000.0,25832039000000.0,26409406000000.0,26431222000000.0,26259927000000.0,26257861000000.0
2030.0,26042253000000.0,26172522000000.0,26106892000000.0,26252109000000.0,26464393000000.0,26073620000000.0,25684534000000.0,26375755000000.0,26404030000000.0,26196878000000.0,26128430000000.0
2031.0,25975394000000.0,26142025000000.0,26030568000000.0,26230026000000.0,26417990000000.0,26033862000000.0,25556215000000.0,26332872000000.0,26295753000000.0,26109045000000.0,26142543000000.0
2032.0,25900087000000.0,26165916000000.0,25999832000000.0,26155470000000.0,26412984000000.0,25943650000000.0,25410287000000.0,26239297000000.0,26295218000000.0,26110828000000.0,26077080000000.0
2033.0,25825300000000.0,26155896000000.0,25947130000000.0,26062956000000.0,26362927000000.0,25917530000000.0,25239963000000.0,26170521000000.0,26255907000000.0,26056320000000.0,25970008000000.0
2034.0,25763810000000.0,26069615000000.0,25886728000000.0,25961232000000.0,26284076000000.0,25861120000000.0,25124021000000.0,26081100000000.0,26229321000000.0,26077204000000.0,25852539000000.0
2035.0,25623509000000.0,26056036000000.0,25788814000000.0,25956373000000.0,26256260000000.0,25764775000000.0,25038344000000.0,26086354000000.0,26084412000000.0,26002376000000.0,25690661000000.0
2036.0,25573907000000.0,25972026000000.0,25723929000000.0,25909468000000.0,26218626000000.0,25713757000000.0,24888210000000.0,26015642000000.0,26008367000000.0,25998775000000.0,25587427000000.0
2037.0,25478652000000.0,25956180000000.0,25690695000000.0,25894905000000.0,26195780000000.0,25591089000000.0,24673622000000.0,25947480000000.0,25950318000000.0,25944597000000.0,25569792000000.0
2038.0,25396429000000.0,25916617000000.0,25685022000000.0,25828200000000.0,26154579000000.0,25497969000000.0,24477184000000.0,25908753000000.0,25884115000000.0,25889134000000.0,25529170000000.0
2039.0,25336234000000.0,25902633000000.0,25572620000000.0,25764310000000.0,26134842000000.0,25433947000000.0,24241469000000.0,25877943000000.0,25798533000000.0,25849693000000.0,25421781000000.0
2040.0,25256773000000.0,25782638000000.0,25437703000000.0,25697051000000.0,26101140000000.0,25362709000000.0,24056610000000.0,25872478000000.0,25752433000000.0,25772760000000.0,25378272000000.0
2041.0,25102867000000.0,25736038000000.0,25386656000000.0,25624419000000.0,26049650000000.0,25274580000000.0,23858357000000.0,25813192000000.0,25728333000000.0,25691295000000.0,25312608000000.0
2042.0,25024686000000.0,25673536000000.0,25262054000000.0,25559688000000.0,25934137000000.0,25170056000000.0,23671146000000.0,25707210000000.0,25684380000000.0,25628227000000.0,25140547000000.0
2043.0,24953645000000.0,25689881000000.0,25207210000000.0,25515126000000.0,25981583000000.0,25118850000000.0,23528215000000.0,25669776000000.0,25568976000000.0,25574785000000.0,25007858000000.0
2044.0,24873615000000.0,25547634000000.0,25131565000000.0,25516829000000.0,25986010000000.0,25149298000000.0,23350647000000.0,25676229000000.0,25541158000000.0,25498376000000.0,24793638000000.0
2045.0,24789683000000.0,25541025000000.0,25058290000000.0,25480360000000.0,25919430000000.0,25048102000000.0,23129672000000.0,25584050000000.0,25549689000000.0,25440612000000.0,24662547000000.0
2046.0,24735805000000.0,25462112000000.0,24946233000000.0,25411073000000.0,25893733000000.0,24984336000000.0,22957701000000.0,25499628000000.0,25479013000000.0,25347517000000.0,24523928000000.0
2047.0,24632971000000.0,25385224000000.0,24842804000000.0,25379734000000.0,25758754000000.0,24917400000000.0,22810420000000.0,25396507000000.0,25361460000000.0,25199295000000.0,24487355000000.0
2048.0,24501002000000.0,25251677000000.0,24804917000000.0,25291047000000.0,25578554000000.0,24797969000000.0,22627467000000.0,25312969000000.0,25324576000000.0,25164555000000.0,24400710000000.0
2049.0,24441266000000.0,25198999000000.0,24745350000000.0,25244492000000.0,25517620000000.0,24735637000000.0,22466060000000.0,25237874000000.0,25224727000000.0,25102196000000.0,24277011000000.0
2050.0,24386478000000.0,25083827000000.0,24652894000000.0,25181690000000.0,25500112000000.0,24678209000000.0,22321901000000.0,25208780000000.0,25216151000000.0,25022094000000.0,24064987000000.0
2051.0,24346700000000.0,24920224000000.0,24637535000000.0,25110750000000.0,25412086000000.0,24570164000000.0,22113107000000.0,25155569000000.0,25160436000000.0,24974962000000.0,23900197000000.0
2052.0,24254637000000.0,24843890000000.0,24544727000000.0,25042750000000.0,25383831000000.0,24501010000000.0,21912680000000.0,25088360000000.0,25140790000000.0,24892477000000.0,23825394000000.0
2053.0,24160296000000.0,24760359000000.0,24423021000000.0,24989732000000.0,25362482000000.0,24387063000000.0,21691020000000.0,25040767000000.0,25026175000000.0,24822183000000.0,23735850000000.0
2054.0,24059090000000.0,24717470000000.0,24300208000000.0,24923632000000.0,25296053000000.0,24230794000000.0,21447515000000.0,24965598000000.0,24961979000000.0,24700720000000.0,23666453000000.0
2055.0,23922951000000.0,24618008000000.0,24230756000000.0,24845402000000.0,25257006000000.0,24181550000000.0,21236153000000.0,24946384000000.0,24848480000000.0,24663920000000.0,23517477000000.0
2056.0,23720156000000.0,24528338000000.0,24127715000000.0,24772150000000.0,25171153000000.0,24110028000000.0,20962756000000.0,24906767000000.0,24794780000000.0,24632803000000.0,23369672000000.0
2057.0,23609160000000.0,24436361000000.0,24092445000000.0,24684710000000.0,25067705000000.0,24023134000000.0,20755930000000.0,24804806000000.0,24653137000000.0,24561196000000.0,23218650000000.0
2058.0,23378820000000.0,24373954000000.0,24014693000000.0,24607153000000.0,25086164000000.0,23937670000000.0,20594770000000.0,24768896000000.0,24632206000000.0,24475180000000.0,23111819000000.0
2059.0,23236323000000.0,24317134000000.0,23904083000000.0,24488890000000.0,24981820000000.0,23832895000000.0,20412630000000.0,24748533000000.0,24550387000000.0,24346544000000.0,23024997000000.0
2060.0,23134418000000.0,24280160000000.0,23799190000000.0,24414612000000.0,24885575000000.0,23770327000000.0,20215482000000.0,24688768000000.0,24437557000000.0,24298280000000.0,22850826000000.0
2061.0,23004633000000.0,24286276000000.0,23731487000000.0,24320485000000.0,24817527000000.0,23632227000000.0,19999505000000.0,24638348000000.0,24377521000000.0,24116740000000.0,22694297000000.0
2062.0,22903557000000.0,24249696000000.0,23590116000000.0,24231453000000.0,24807022000000.0,23614544000000.0,19795440000000.0,24608007000000.0,24266850000000.0,24072250000000.0,22647150000000.0
2063.0,22782723000000.0,24100968000000.0,23472707000000.0,24136454000000.0,24813022000000.0,23544818000000.0,19567236000000.0,24593973000000.0,24271909000000.0,23991228000000.0,22607928000000.0
2064.0,22689578000000.0,23992824000000.0,23385245000000.0,24066940000000.0,24774172000000.0,23525170000000.0,19273910000000.0,24556394000000.0,24195874000000.0,23875910000000.0,22532620000000.0
2065.0,22612873000000.0,23928142000000.0,23254333000000.0,23946016000000.0,24653337000000.0,23484240000000.0,19052752000000.0,24510846000000.0,24142559000000.0,23811173000000.0,22395216000000.0
2066.0,22473821000000.0,23914760000000.0,23166942000000.0,23960160000000.0,24574578000000.0,23416277000000.0,18832463000000.0,24437349000000.0,24103382000000.0,23675948000000.0,22359734000000.0
2067.0,22367620000000.0,23867890000000.0,23074028000000.0,23904356000000.0,24540896000000.0,23342541000000.0,18594482000000.0,24376141000000.0,24105791000000.0,23571531000000.0,22306078000000.0
2068.0,22224977000000.0,23829905000000.0,23009056000000.0,23807337000000.0,24458725000000.0,23347432000000.0,18320017000000.0,24298257000000.0,24040157000000.0,23495684000000.0,22280292000000.0
2069.0,22102504000000.0,23718554000000.0,22981527000000.0,23685930000000.0,24396052000000.0,23228385000000.0,18090115000000.0,24260560000000.0,24051420000000.0,23388735000000.0,22090017000000.0
2070.0,21969660000000.0,23688045000000.0,22941979000000.0,23655738000000.0,24365905000000.0,23158059000000.0,17879016000000.0,24210215000000.0,23952710000000.0,23302469000000.0,21960684000000.0
2071.0,21843895000000.0,23618954000000.0,22855470000000.0,23556912000000.0,24364146000000.0,23070346000000.0,17646850000000.0,24187953000000.0,23875810000000.0,23262378000000.0,21843140000000.0
2072.0,21705340000000.0,23577183000000.0,22815386000000.0,23475510000000.0,24378136000000.0,22987418000000.0,17465567000000.0,24106037000000.0,23774140000000.0,23145346000000.0,21729924000000.0
2073.0,21497549000000.0,23437630000000.0,22781937000000.0,23429820000000.0,24340488000000.0,22846978000000.0,17229522000000.0,23979706000000.0,23688090000000.0,23076564000000.0,21621583000000.0
2074.0,21461130000000.0,23368795000000.0,22684843000000.0,23333920000000.0,24266163000000.0,22732685000000.0,17011530000000.0,23981837000000.0,23651206000000.0,22965467000000.0,21535098000000.0
2075.0,21324018000000.0,23277032000000.0,22599564000000.0,23224553000000.0,24156870000000.0,22698827000000.0,16767648000000.0,23897794000000.0,23538895000000.0,22850612000000.0,21359273000000.0
2076.0,21199308000000.0,23256535000000.0,22543820000000.0,23146971000000.0,24051416000000.0,22667336000000.0,16599522000000.0,23845325000000.0,23477443000000.0,22746300000000.0,21203025000000.0
2077.0,21055165000000.0,23223503000000.0,22426302000000.0,23075987000000.0,24054457000000.0,22632513000000.0,16437888000000.0,23783767000000.0,23370853000000.0,22664390000000.0,21105664000000.0
2078.0,20906544000000.0,23142530000000.0,22310241000000.0,22920215000000.0,23958898000000.0,22576435000000.0,16184692000000.0,23691240000000.0,23349047000000.0,22578056000000.0,20933840000000.0
2079.0,20838286000000.0,23092275000000.0,22198694000000.0,22815852000000.0,23835349000000.0,22530088000000.0,15955575000000.0,23633504000000.0,23287225000000.0,22488872000000.0,20894123000000.0
2080.0,20761765000000.0,22986992000000.0,22216310000000.0,22802659000000.0,23769498000000.0,22435910000000.0,15757325000000.0,23619959000000.0,23205394000000.0,22436074000000.0,20754260000000.0
2081.0,20695280000000.0,22885584000000.0,22155444000000.0,22712446000000.0,23750840000000.0,22366237000000.0,15525127000000.0,23561585000000.0,23148390000000.0,22375509000000.0,20565822000000.0
2082.0,20554812000000.0,22776988000000.0,21992164000000.0,22581644000000.0,23741331000000.0,22289265000000.0,15287286000000.0,23493672000000.0,23046956000000.0,22286818000000.0,20462258000000.0
2083.0,20395309000000.0,22593140000000.0,21922532000000.0,22512098000000.0,23705246000000.0,22242256000000.0,15066061000000.0,23439121000000.0,22998958000000.0,22163088000000.0,20339722000000.0
2084.0,20246319000000.0,22598486000000.0,21715630000000.0,22401396000000.0,23644920000000.0,22155590000000.0,14820643000000.0,23425817000000.0,22917050000000.0,22063534000000.0,20187712000000.0
2085.0,20139820000000.0,22559276000000.0,21534152000000.0,22298310000000.0,23581998000000.0,22079190000000.0,14594953000000.0,23345690000000.0,22773940000000.0,21983377000000.0,20082850000000.0
2086.0,20018367000000.0,22519500000000.0,21470074000000.0,22233005000000.0,23450102000000.0,21953046000000.0,14359545000000.0,23250890000000.0,22667743000000.0,21904348000000.0,19903426000000.0
2087.0,19873323000000.0,22495500000000.0,21394080000000.0,22144983000000.0,23366514000000.0,21800635000000.0,14147451000000.0,23247477000000.0,22508750000000.0,21784416000000.0,19778343000000.0
2088.0,19740804000000.0,22491362000000.0,21266082000000.0,22114977000000.0,23301848000000.0,21649672000000.0,13856979000000.0,23240552000000.0,22395713000000.0,21692990000000.0,19653190000000.0
2089.0,19573036000000.0,22449152000000.0,21208936000000.0,21999220000000.0,23227154000000.0,21502695000000.0,13676992000000.0,23208850000000.0,22249390000000.0,21550464000000.0,19503700000000.0
2090.0,19463882000000.0,22415915000000.0,21058365000000.0,21925644000000.0,23156444000000.0,21434322000000.0,13535874000000.0,23174798000000.0,22159628000000.0,21412073000000.0,19386623000000.0
2091.0,19335345000000.0,22369951000000.0,20913647000000.0,21870645000000.0,23062271000000.0,21406237000000.0,13364334000000.0,23108157000000.0,22034570000000.0,21333394000000.0,19327190000000.0
2092.0,19267580000000.0,22334193000000.0,20745512000000.0,21765988000000.0,23019830000000.0,21325080000000.0,13205017000000.0,23028512000000.0,21987085000000.0,21221440000000.0,19164123000000.0
2093.0,19175024000000.0,22301127000000.0,20738262000000.0,21656785000000.0,22959641000000.0,21295528000000.0,13022109000000.0,23016702000000.0,21835160000000.0,21100120000000.0,19057100000000.0
2094.0,19041951000000.0,22261371000000.0,20615100000000.0,21622616000000.0,22924988000000.0,21153830000000.0,12806969000000.0,22937359000000.0,21702460000000.0,21035213000000.0,18973142000000.0
2095.0,18935118000000.0,22171066000000.0,20542650000000.0,21491500000000.0,22824985000000.0,21009835000000.0,12670634000000.0,22845982000000.0,21671840000000.0,20973970000000.0,18861310000000.0
2096.0,18784025000000.0,22075014000000.0,20512848000000.0,21398311000000.0,22779825000000.0,20927352000000.0,12524672000000.0,22770205000000.0,21596060000000.0,20873042000000.0,18831391000000.0
2097.0,18652703000000.0,21990360000000.0,20436060000000.0,21325910000000.0,22767900000000.0,20848266000000.0,12398077000000.0,22730278000000.0,21581554000000.0,20766450000000.0,18745683000000.0
2098.0,18497222000000.0,21927278000000.0,20389653000000.0,21254201000000.0,22743521000000.0,20811868000000.0,12266995000000.0,22625688000000.0,21495877000000.0,20678737000000.0,18657028000000.0
2099.0,18384008000000.0,21882273000000.0,20316980000000.0,21183525000000.0,22622160000000.0,20659550000000.0,12067569000000.0,22621066000000.0,21317655000000.0,20589283000000.0,18685301000000.0
2100.0,18266090000000.0,21849161000000.0,20270410000000.0,21127780000000.0,22555568000000.0,20524023000000.0,11847252000000.0,22580880000000.0,21338318000000.0,20495557000000.0,18547567000000.0
