time,CESM1-CAM5,NORESM1-M,CNRM-CM5,CCSM4,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,CANESM2
2018.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0
2019.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0
2020.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0
2021.0,14672712000000.0,14656301000000.0,14688212000000.0,14717601000000.0,14629445000000.0,14668352000000.0,14699259000000.0,14633793000000.0,14660013000000.0,14665005000000.0,14665038000000.0
2022.0,14619976000000.0,14617218000000.0,14657497000000.0,14662472000000.0,14527471000000.0,14629918000000.0,14649937000000.0,14606738000000.0,14596760000000.0,14685224000000.0,14649132000000.0
2023.0,14569155000000.0,14567484000000.0,14611251000000.0,14630449000000.0,14455848000000.0,14568751000000.0,14635649000000.0,14665836000000.0,14524104000000.0,14652341000000.0,14523422000000.0
2024.0,14496885000000.0,14472229000000.0,14613070000000.0,14606630000000.0,14368476000000.0,14550542000000.0,14560946000000.0,14660731000000.0,14471320000000.0,14622757000000.0,14410844000000.0
2025.0,14396204000000.0,14414990000000.0,14563231000000.0,14555832000000.0,14299352000000.0,14491645000000.0,14534532000000.0,14668963000000.0,14383507000000.0,14575713000000.0,14356844000000.0
2026.0,14296680000000.0,14356763000000.0,14507148000000.0,14515093000000.0,14203968000000.0,14407080000000.0,14447836000000.0,14609446000000.0,14338566000000.0,14566556000000.0,14320567000000.0
2027.0,14189718000000.0,14254921000000.0,14492441000000.0,14502770000000.0,14082133000000.0,14356762000000.0,14378138000000.0,14555427000000.0,14263748000000.0,14595157000000.0,14269235000000.0
2028.0,14108046000000.0,14228197000000.0,14458340000000.0,14478494000000.0,13997636000000.0,14327865000000.0,14354804000000.0,14475421000000.0,14190450000000.0,14493960000000.0,14227316000000.0
2029.0,14027590000000.0,14213337000000.0,14377951000000.0,14456480000000.0,13918804000000.0,14298881000000.0,14300145000000.0,14403760000000.0,14129717000000.0,14471350000000.0,14200056000000.0
2030.0,13846142000000.0,14128719000000.0,14305323000000.0,14407937000000.0,13815475000000.0,14316724000000.0,14285642000000.0,14348671000000.0,14032432000000.0,14378790000000.0,14175706000000.0
2031.0,13757530000000.0,14051848000000.0,14286133000000.0,14372242000000.0,13732498000000.0,14253946000000.0,14226149000000.0,14353385000000.0,13998645000000.0,14351930000000.0,14104351000000.0
2032.0,13663581000000.0,14006072000000.0,14313239000000.0,14343046000000.0,13631116000000.0,14243059000000.0,14154821000000.0,14241558000000.0,13926306000000.0,14356250000000.0,14065010000000.0
2033.0,13534995000000.0,13939767000000.0,14270104000000.0,14305787000000.0,13541344000000.0,14190687000000.0,14150715000000.0,14152405000000.0,13827043000000.0,14276691000000.0,14043672000000.0
2034.0,13413898000000.0,13913117000000.0,14202433000000.0,14309888000000.0,13420922000000.0,14101237000000.0,14098175000000.0,14090574000000.0,13744499000000.0,14210181000000.0,13995701000000.0
2035.0,13291098000000.0,13835671000000.0,14108255000000.0,14261740000000.0,13306267000000.0,14041005000000.0,14049008000000.0,14064274000000.0,13709860000000.0,14162242000000.0,13903460000000.0
2036.0,13158640000000.0,13771562000000.0,14054039000000.0,14253824000000.0,13249899000000.0,13987987000000.0,14025606000000.0,14086100000000.0,13644448000000.0,14075748000000.0,13813280000000.0
2037.0,13032384000000.0,13697693000000.0,14012960000000.0,14229567000000.0,13154658000000.0,13952511000000.0,13951329000000.0,14038666000000.0,13565928000000.0,13987462000000.0,13736355000000.0
2038.0,12898134000000.0,13567958000000.0,13969603000000.0,14194313000000.0,13025622000000.0,13916636000000.0,13897547000000.0,13966293000000.0,13481775000000.0,13917184000000.0,13647838000000.0
2039.0,12733818000000.0,13536276000000.0,13936658000000.0,14158165000000.0,12915657000000.0,13882629000000.0,13885337000000.0,13877346000000.0,13416487000000.0,13872681000000.0,13554472000000.0
2040.0,12639110000000.0,13471141000000.0,13880449000000.0,14152598000000.0,12817681000000.0,13825110000000.0,13837243000000.0,13795423000000.0,13325992000000.0,13826733000000.0,13501354000000.0
2041.0,12486462000000.0,13415969000000.0,13792083000000.0,14124072000000.0,12709089000000.0,13808233000000.0,13777880000000.0,13736398000000.0,13239668000000.0,13706685000000.0,13474046000000.0
2042.0,12348651000000.0,13345082000000.0,13733950000000.0,14089146000000.0,12612046000000.0,13733214000000.0,13709284000000.0,13696429000000.0,13152353000000.0,13629344000000.0,13357406000000.0
2043.0,12178734000000.0,13243684000000.0,13769289000000.0,14013378000000.0,12466980000000.0,13730834000000.0,13645342000000.0,13637652000000.0,13061316000000.0,13627297000000.0,13265891000000.0
2044.0,12027215000000.0,13129714000000.0,13710077000000.0,13988341000000.0,12341301000000.0,13693676000000.0,13560805000000.0,13625289000000.0,12995222000000.0,13571677000000.0,13220852000000.0
2045.0,11852726000000.0,13038117000000.0,13708971000000.0,14000098000000.0,12259151000000.0,13650183000000.0,13499364000000.0,13547758000000.0,12926169000000.0,13476092000000.0,13118037000000.0
2046.0,11694028000000.0,12918846000000.0,13653557000000.0,13948887000000.0,12133174000000.0,13617922000000.0,13432269000000.0,13393312000000.0,12838295000000.0,13422989000000.0,13061757000000.0
2047.0,11535139000000.0,12778512000000.0,13587497000000.0,13861584000000.0,11997489000000.0,13548809000000.0,13328551000000.0,13318377000000.0,12773686000000.0,13443727000000.0,12963753000000.0
2048.0,11379625000000.0,12699066000000.0,13528955000000.0,13831888000000.0,11865278000000.0,13427505000000.0,13206663000000.0,13210792000000.0,12664537000000.0,13369297000000.0,12850885000000.0
2049.0,11255044000000.0,12585165000000.0,13477270000000.0,13739931000000.0,11728153000000.0,13378617000000.0,13063337000000.0,13135584000000.0,12571904000000.0,13320394000000.0,12773046000000.0
2050.0,11143176000000.0,12460765000000.0,13396628000000.0,13701021000000.0,11614783000000.0,13393508000000.0,12976057000000.0,13039942000000.0,12487038000000.0,13235945000000.0,12682641000000.0
2051.0,10996050000000.0,12339759000000.0,13337782000000.0,13634148000000.0,11498659000000.0,13319524000000.0,12908432000000.0,12948702000000.0,12394665000000.0,13156283000000.0,12598550000000.0
2052.0,10867647000000.0,12275562000000.0,13266792000000.0,13594257000000.0,11384929000000.0,13286808000000.0,12880117000000.0,12914021000000.0,12267233000000.0,13091743000000.0,12462219000000.0
2053.0,10715364000000.0,12204859000000.0,13208072000000.0,13539003000000.0,11281931000000.0,13215011000000.0,12777817000000.0,12893449000000.0,12161859000000.0,13031316000000.0,12350228000000.0
2054.0,10559759000000.0,12089314000000.0,13172504000000.0,13518407000000.0,11152186000000.0,13151874000000.0,12747728000000.0,12805327000000.0,12083963000000.0,12935900000000.0,12247976000000.0
2055.0,10392078000000.0,12020610000000.0,13117514000000.0,13470602000000.0,11019004000000.0,13081451000000.0,12671489000000.0,12766442000000.0,12004912000000.0,12867396000000.0,12156703000000.0
2056.0,10209375000000.0,11944965000000.0,13076896000000.0,13420743000000.0,10886155000000.0,12986267000000.0,12614555000000.0,12635606000000.0,11884123000000.0,12755568000000.0,12111603000000.0
2057.0,10022547000000.0,11841392000000.0,13049975000000.0,13353366000000.0,10795453000000.0,12868698000000.0,12560466000000.0,12590038000000.0,11807366000000.0,12654327000000.0,12051215000000.0
2058.0,9914392000000.0,11725975000000.0,12953601000000.0,13307405000000.0,10656434000000.0,12840279000000.0,12490208000000.0,12492030000000.0,11704850000000.0,12591750000000.0,11986923000000.0
2059.0,9806692000000.0,11576084000000.0,12822618000000.0,13249053000000.0,10510157000000.0,12796632000000.0,12426565000000.0,12419454000000.0,11628038000000.0,12546815000000.0,11886132000000.0
2060.0,9662212000000.0,11513456000000.0,12761954000000.0,13208445000000.0,10402163000000.0,12767055000000.0,12366238000000.0,12312395000000.0,11530009000000.0,12506791000000.0,11780349000000.0
2061.0,9551373000000.0,11389737000000.0,12729079000000.0,13106750000000.0,10284707000000.0,12708869000000.0,12275320000000.0,12224977000000.0,11401410000000.0,12462966000000.0,11676800000000.0
2062.0,9427247000000.0,11256876000000.0,12736026000000.0,13049505000000.0,10144933000000.0,12663296000000.0,12263283000000.0,12118784000000.0,11296203000000.0,12434237000000.0,11584906000000.0
2063.0,9316410000000.0,11188553000000.0,12757465000000.0,13013822000000.0,10012592000000.0,12597972000000.0,12199450000000.0,12043231000000.0,11224975000000.0,12354094000000.0,11495549000000.0
2064.0,9131661000000.0,11054439000000.0,12785725000000.0,12966595000000.0,9880581000000.0,12543054000000.0,12126273000000.0,11975208000000.0,11129190000000.0,12285254000000.0,11398384000000.0
2065.0,8975818000000.0,10983765000000.0,12794763000000.0,12897725000000.0,9762084000000.0,12494364000000.0,12018924000000.0,11884657000000.0,11049615000000.0,12244508000000.0,11271284000000.0
2066.0,8815923000000.0,10882346000000.0,12835222000000.0,12863455000000.0,9626638000000.0,12392831000000.0,11952919000000.0,11755985000000.0,10980967000000.0,12189269000000.0,11182459000000.0
2067.0,8680011000000.0,10773137000000.0,12785497000000.0,12860655000000.0,9503885000000.0,12379533000000.0,11879994000000.0,11603283000000.0,10901881000000.0,12173953000000.0,11067714000000.0
2068.0,8544119000000.0,10687719000000.0,12720193000000.0,12830024000000.0,9412881000000.0,12324639000000.0,11787979000000.0,11514851000000.0,10786324000000.0,12149793000000.0,10975457000000.0
2069.0,8401968000000.0,10593869000000.0,12626429000000.0,12778169000000.0,9321760000000.0,12264642000000.0,11734070000000.0,11443312000000.0,10677421000000.0,12096488000000.0,10882993000000.0
2070.0,8280778000000.0,10454879000000.0,12537393000000.0,12693719000000.0,9218027000000.0,12222311000000.0,11679998000000.0,11383433000000.0,10606649000000.0,12020438000000.0,10817839000000.0
2071.0,8159062700000.0,10366194000000.0,12452511000000.0,12612103000000.0,9115919000000.0,12177886000000.0,11604940000000.0,11271301000000.0,10508386000000.0,11975654000000.0,10725062000000.0
2072.0,8033542300000.0,10301665000000.0,12376073000000.0,12535838000000.0,8991215000000.0,12136784000000.0,11542946000000.0,11169688000000.0,10430539000000.0,11953834000000.0,10644632000000.0
2073.0,7933577000000.0,10194012000000.0,12312157000000.0,12495691000000.0,8852144000000.0,12131654000000.0,11438808000000.0,11062716000000.0,10335944000000.0,11933138000000.0,10579879000000.0
2074.0,7815791400000.0,10088025000000.0,12269554000000.0,12460916000000.0,8750439600000.0,12095689000000.0,11355511000000.0,11036358000000.0,10226887000000.0,11925997000000.0,10522599000000.0
2075.0,7713356500000.0,9989129000000.0,12184437000000.0,12395503000000.0,8627160600000.0,12060475000000.0,11264008000000.0,10927909000000.0,10114712000000.0,11878551000000.0,10456078000000.0
2076.0,7593770600000.0,9901988000000.0,12132052000000.0,12355213000000.0,8507895000000.0,11965615000000.0,11196363000000.0,10864212000000.0,10026956000000.0,11843910000000.0,10401878000000.0
2077.0,7491021000000.0,9830469000000.0,12058326000000.0,12297810000000.0,8379203000000.0,11890151000000.0,11163121000000.0,10756641000000.0,9932860000000.0,11777394000000.0,10328481000000.0
2078.0,7362907700000.0,9746210000000.0,12026675000000.0,12278078000000.0,8281923000000.0,11805401000000.0,11099142000000.0,10717972000000.0,9827244000000.0,11761642000000.0,10249385000000.0
2079.0,7254772000000.0,9628004000000.0,11941276000000.0,12233972000000.0,8163693700000.0,11738563000000.0,10991153000000.0,10700312000000.0,9705331000000.0,11760391000000.0,10184752000000.0
2080.0,7102228600000.0,9557897000000.0,11817310000000.0,12238208000000.0,8055333300000.0,11666597000000.0,10952058000000.0,10646630000000.0,9605584000000.0,11736506000000.0,10098572000000.0
2081.0,6943254000000.0,9469845000000.0,11744354000000.0,12228242000000.0,7980167700000.0,11643025000000.0,10861399000000.0,10525715000000.0,9507814000000.0,11706376000000.0,9993670000000.0
2082.0,6813302400000.0,9368251000000.0,11708568000000.0,12242280000000.0,7878055000000.0,11607823000000.0,10798601000000.0,10475498000000.0,9449140000000.0,11679042000000.0,9843646000000.0
2083.0,6694896700000.0,9254691000000.0,11732451000000.0,12181694000000.0,7784650000000.0,11561003000000.0,10759468000000.0,10449783000000.0,9343431000000.0,11602985000000.0,9789619000000.0
2084.0,6585931300000.0,9153045000000.0,11608081000000.0,12115264000000.0,7687524300000.0,11482749000000.0,10707437000000.0,10376804000000.0,9234492000000.0,11562747000000.0,9736830000000.0
2085.0,6484681300000.0,9056540000000.0,11489755000000.0,12025769000000.0,7604560000000.0,11417353000000.0,10653385000000.0,10274516000000.0,9151882000000.0,11539561000000.0,9692950000000.0
2086.0,6410653000000.0,8980965000000.0,11454689000000.0,11944562000000.0,7520460500000.0,11365850000000.0,10596861000000.0,10178632000000.0,9068110000000.0,11483769000000.0,9615521000000.0
2087.0,6314824000000.0,8884380000000.0,11440003000000.0,11885645000000.0,7405793000000.0,11289159000000.0,10560696000000.0,10097470000000.0,9028859000000.0,11482239000000.0,9544075000000.0
2088.0,6199851400000.0,8803813000000.0,11397485000000.0,11802018000000.0,7301701000000.0,11218856000000.0,10471495000000.0,9975826000000.0,8946500000000.0,11411022000000.0,9446427000000.0
2089.0,6077930000000.0,8723639600000.0,11316543000000.0,11789785000000.0,7201109000000.0,11159229000000.0,10421517000000.0,9896930000000.0,8887970000000.0,11379172000000.0,9305736000000.0
2090.0,5960372300000.0,8626495300000.0,11296208000000.0,11726234000000.0,7111842000000.0,11103918000000.0,10349708000000.0,9784208000000.0,8813717000000.0,11310891000000.0,9219138000000.0
2091.0,5843145700000.0,8532078400000.0,11257746000000.0,11633420000000.0,7015125000000.0,11072719000000.0,10268955000000.0,9671799000000.0,8748407000000.0,11267741000000.0,9115665000000.0
2092.0,5739427400000.0,8432869400000.0,11231624000000.0,11566129000000.0,6954835000000.0,11004626000000.0,10190984000000.0,9544012000000.0,8656570500000.0,11230414000000.0,9007009000000.0
2093.0,5635027000000.0,8318164000000.0,11229084000000.0,11492783000000.0,6859597500000.0,10944624000000.0,10165491000000.0,9492088000000.0,8597384700000.0,11189729000000.0,8985527000000.0
2094.0,5529024000000.0,8268916000000.0,11169099000000.0,11424671000000.0,6764812000000.0,10863878000000.0,10083681000000.0,9396989000000.0,8522139000000.0,11133909000000.0,8909030000000.0
2095.0,5476223300000.0,8190931500000.0,11094220000000.0,11398752000000.0,6663790700000.0,10817952000000.0,10012078000000.0,9337247000000.0,8449108000000.0,11093421000000.0,8859107000000.0
2096.0,5387380000000.0,8095561000000.0,11053888000000.0,11361244000000.0,6598395700000.0,10763134000000.0,9969476000000.0,9282846000000.0,8388083700000.0,10997765000000.0,8761413000000.0
2097.0,5301477000000.0,8023004700000.0,11052699000000.0,11347868000000.0,6508137000000.0,10772297000000.0,9892986000000.0,9226079000000.0,8313904000000.0,10933695000000.0,8696889300000.0
2098.0,5203833000000.0,7952521000000.0,11030637000000.0,11307687000000.0,6420857000000.0,10764228000000.0,9799118000000.0,9152271000000.0,8240746000000.0,10882191000000.0,8637702000000.0
2099.0,5064104600000.0,7847674400000.0,10984540000000.0,11243057000000.0,6344013000000.0,10704075000000.0,9787024000000.0,9136009000000.0,8189720000000.0,10834291000000.0,8530926000000.0
2100.0,4971133000000.0,7821106600000.0,10966134000000.0,11269087000000.0,6242099500000.0,10663865000000.0,9686978000000.0,9142714000000.0,8133242000000.0,10858068000000.0,8416622300000.0
