time,CNRM-CM6-1,IPSL-CM6A-LR,MPI-ESM1-2-HR,TAIESM1,MIROC6,CESM2-WACCM,CANESM5,GFDL-ESM4,UKESM1-0-LL,CNRM-ESM2-1,EC-EARTH3,KACE-1-0-G,MRI-ESM2-0
2023.0,7228959500000.0,7222368000000.0,7233933400000.0,7194019400000.0,7183745400000.0,7280191000000.0,7164139700000.0,7261469500000.0,7027343000000.0,7275879600000.0,6905029000000.0,7238358400000.0,7246433500000.0
2024.0,7213796600000.0,7201406000000.0,7221564400000.0,7174219000000.0,7141651400000.0,7260737000000.0,7048704600000.0,7261848600000.0,6893268000000.0,7251362300000.0,6717778700000.0,7222570500000.0,7217151000000.0
2025.0,7218065000000.0,7148445000000.0,7216219300000.0,7132005000000.0,7111308000000.0,7235213000000.0,6938150000000.0,7247630400000.0,6805550000000.0,7230098000000.0,6644524000000.0,7200532000000.0,7213265500000.0
2026.0,7199475600000.0,7145624400000.0,7197550000000.0,7124667600000.0,7040300000000.0,7225805000000.0,6846165300000.0,7229946700000.0,6687414000000.0,7237706700000.0,6573246000000.0,7188575000000.0,7197035000000.0
2027.0,7191808000000.0,7112308600000.0,7163543600000.0,7092429700000.0,6974366000000.0,7212028700000.0,6773471700000.0,7180084000000.0,6591829500000.0,7230760400000.0,6473548000000.0,7162610000000.0,7200750000000.0
2028.0,7183162400000.0,7097343300000.0,7126144000000.0,7080463300000.0,6943646000000.0,7212995400000.0,6680579400000.0,7147150000000.0,6476761000000.0,7219935400000.0,6373642000000.0,7155932000000.0,7129123500000.0
2029.0,7176619300000.0,7051238000000.0,7106160000000.0,7066150000000.0,6903438000000.0,7182633400000.0,6563372000000.0,7118161700000.0,6368227000000.0,7216570600000.0,6239682000000.0,7119231000000.0,7069612000000.0
2030.0,7188515400000.0,7037929000000.0,7105756500000.0,7030281000000.0,6884367500000.0,7181702300000.0,6434015700000.0,7097373700000.0,6220154400000.0,7194260000000.0,6106739000000.0,7093220300000.0,7031006000000.0
2031.0,7188444600000.0,7002698300000.0,7086693000000.0,7000407000000.0,6874638300000.0,7182124300000.0,6334559300000.0,7086580700000.0,6105101000000.0,7190214600000.0,5953367000000.0,7047204000000.0,6999833000000.0
2032.0,7178581000000.0,6998868000000.0,7075181000000.0,6949852000000.0,6824195000000.0,7164554400000.0,6199864500000.0,7088294600000.0,5966389000000.0,7196538600000.0,5837647000000.0,6970225500000.0,6903702000000.0
2033.0,7172177500000.0,6987080000000.0,7062129500000.0,6897490000000.0,6772755500000.0,7178375000000.0,6127755000000.0,7088324000000.0,5823013600000.0,7170840600000.0,5733400700000.0,6883590500000.0,6905993400000.0
2034.0,7164452700000.0,6943302000000.0,7012192600000.0,6835071000000.0,6696340000000.0,7144529000000.0,5996625300000.0,7037117000000.0,5669867000000.0,7166583400000.0,5615890000000.0,6853477000000.0,6864784300000.0
2035.0,7141368000000.0,6862534600000.0,6995670000000.0,6775998000000.0,6643854000000.0,7102278400000.0,5846971400000.0,7023416000000.0,5519695000000.0,7152655000000.0,5501214000000.0,6790953600000.0,6803943000000.0
2036.0,7114707700000.0,6796376300000.0,6986178000000.0,6722551300000.0,6594614500000.0,7088577700000.0,5711282000000.0,7033961000000.0,5414025400000.0,7135115600000.0,5381394000000.0,6756540000000.0,6779858600000.0
2037.0,7097096000000.0,6710931000000.0,6962919500000.0,6659038000000.0,6533978000000.0,7077058600000.0,5601334000000.0,7019361000000.0,5255517000000.0,7118082000000.0,5259892600000.0,6711983000000.0,6743980500000.0
2038.0,7106306000000.0,6636497000000.0,6949127000000.0,6619731600000.0,6465453600000.0,7032946000000.0,5462654000000.0,7009972000000.0,5132558000000.0,7123985000000.0,5077950000000.0,6636986400000.0,6646717000000.0
2039.0,7086531400000.0,6550500000000.0,6913730300000.0,6527026500000.0,6359769000000.0,7022796300000.0,5314555400000.0,6981696000000.0,4991679000000.0,7137294500000.0,4903039700000.0,6562830000000.0,6617086000000.0
2040.0,7070725700000.0,6495406000000.0,6891292300000.0,6450509000000.0,6307287000000.0,6998979500000.0,5187060600000.0,6962686700000.0,4864241000000.0,7127112000000.0,4740392400000.0,6511806400000.0,6549639000000.0
2041.0,7035155000000.0,6452746400000.0,6840417500000.0,6344176300000.0,6244771000000.0,6980022000000.0,5053276000000.0,6939397300000.0,4766499000000.0,7087396000000.0,4554899300000.0,6447775000000.0,6498444000000.0
2042.0,7022802600000.0,6421264500000.0,6794114500000.0,6267219000000.0,6160884000000.0,6952075000000.0,4913982000000.0,6917716400000.0,4660714300000.0,7068068000000.0,4419409700000.0,6378761500000.0,6458501500000.0
2043.0,6994896000000.0,6363788300000.0,6739535000000.0,6205552500000.0,6098617600000.0,6921230000000.0,4794555000000.0,6891253500000.0,4540242000000.0,7098999500000.0,4283877000000.0,6250581500000.0,6399745000000.0
2044.0,6949011000000.0,6335006500000.0,6729804000000.0,6138246000000.0,6012764400000.0,6922982000000.0,4664642000000.0,6886227000000.0,4414021000000.0,7095616000000.0,4126592700000.0,6149831000000.0,6344421700000.0
2045.0,6887368600000.0,6260597000000.0,6680768000000.0,6050186500000.0,5943433600000.0,6863767000000.0,4509180000000.0,6848179600000.0,4306819400000.0,7078515000000.0,3992714000000.0,6046127000000.0,6296225400000.0
2046.0,6859602000000.0,6235630300000.0,6624538000000.0,5979714400000.0,5882338000000.0,6852015000000.0,4385563500000.0,6821406300000.0,4190681400000.0,7055377000000.0,3851724800000.0,5935478600000.0,6257522500000.0
2047.0,6825966600000.0,6172150000000.0,6580823700000.0,5931335700000.0,5792812000000.0,6830916400000.0,4246008000000.0,6775773300000.0,4043462100000.0,7016273000000.0,3698058900000.0,5816548000000.0,6151529000000.0
2048.0,6805299700000.0,6058284000000.0,6535481000000.0,5851416400000.0,5698942000000.0,6778502000000.0,4118099500000.0,6731101400000.0,3933665500000.0,6982581000000.0,3549766400000.0,5688998000000.0,6087700400000.0
2049.0,6743655400000.0,5958830000000.0,6508257500000.0,5755530400000.0,5622330000000.0,6735456000000.0,3959516600000.0,6695391600000.0,3791552500000.0,6937885000000.0,3426634000000.0,5555942000000.0,5995717000000.0
2050.0,6703366000000.0,5927502000000.0,6478042000000.0,5627498000000.0,5553292000000.0,6721627500000.0,3801329000000.0,6669347000000.0,3642844300000.0,6912958000000.0,3296010000000.0,5420387000000.0,5906313000000.0
2051.0,6617077600000.0,5895334000000.0,6423221600000.0,5531462300000.0,5474103600000.0,6708703000000.0,3660895000000.0,6659643000000.0,3490421100000.0,6904224000000.0,3162120700000.0,5355437300000.0,5846080700000.0
2052.0,6566574600000.0,5857666000000.0,6381073000000.0,5441546400000.0,5393877000000.0,6703062000000.0,3509305500000.0,6598041300000.0,3364353500000.0,6896656000000.0,3059282600000.0,5234493500000.0,5764965000000.0
2053.0,6510593700000.0,5812609600000.0,6345659000000.0,5341579300000.0,5290477000000.0,6681815000000.0,3397983400000.0,6531130000000.0,3183862600000.0,6897281300000.0,2984142000000.0,5145635600000.0,5651618600000.0
2054.0,6445185600000.0,5732892000000.0,6276006300000.0,5256772000000.0,5171609000000.0,6629210700000.0,3256006200000.0,6470468000000.0,3016483400000.0,6868607400000.0,2867883100000.0,5041708000000.0,5580292000000.0
2055.0,6372504600000.0,5685594000000.0,6218501000000.0,5164613000000.0,5065569000000.0,6610132000000.0,3099496000000.0,6439734600000.0,2828191400000.0,6822260000000.0,2702090200000.0,4942595600000.0,5492033000000.0
2056.0,6285610000000.0,5592701000000.0,6195870400000.0,5088970000000.0,4956848000000.0,6587499000000.0,2963884700000.0,6420591300000.0,2631921000000.0,6764529500000.0,2587650700000.0,4825440000000.0,5408018000000.0
2057.0,6215263000000.0,5517722000000.0,6116669000000.0,4984519300000.0,4828684600000.0,6586224000000.0,2817474000000.0,6435015500000.0,2463325500000.0,6716849700000.0,2460623300000.0,4708622700000.0,5299705500000.0
2058.0,6113996600000.0,5458786500000.0,6038473000000.0,4856082000000.0,4704562000000.0,6559127000000.0,2677597500000.0,6395150700000.0,2293456700000.0,6713347000000.0,2325209700000.0,4599800400000.0,5175271000000.0
2059.0,6001068000000.0,5396266000000.0,6009791700000.0,4717559000000.0,4586735000000.0,6510041600000.0,2545573700000.0,6346936700000.0,2125569500000.0,6649893000000.0,2193824300000.0,4527293000000.0,5061226000000.0
2060.0,5950829000000.0,5281162500000.0,5964050700000.0,4592990400000.0,4484076400000.0,6491079000000.0,2423161000000.0,6314610700000.0,1952625100000.0,6624779000000.0,2049997000000.0,4424732000000.0,4978038500000.0
2061.0,5877240700000.0,5212030000000.0,5907166500000.0,4493865000000.0,4360708600000.0,6439423700000.0,2291587400000.0,6264324600000.0,1802774800000.0,6571877700000.0,1939787600000.0,4311746300000.0,4857761000000.0
2062.0,5789875000000.0,5155162400000.0,5838464400000.0,4387140500000.0,4254799800000.0,6435244600000.0,2157777300000.0,6221963000000.0,1682364400000.0,6470104500000.0,1823510100000.0,4216755300000.0,4789077300000.0
2063.0,5730034000000.0,5073315000000.0,5807688000000.0,4276082200000.0,4153778000000.0,6405938000000.0,2038040500000.0,6165956000000.0,1548494300000.0,6402360000000.0,1713303500000.0,4143224000000.0,4696083300000.0
2064.0,5647395000000.0,4988638600000.0,5769313400000.0,4175985400000.0,4061045000000.0,6331187600000.0,1949785100000.0,6130275000000.0,1430345200000.0,6355264000000.0,1578580300000.0,4061351600000.0,4623271700000.0
2065.0,5553532000000.0,4934992000000.0,5717485000000.0,4053280200000.0,3917152500000.0,6293503000000.0,1844857900000.0,6101741300000.0,1332215200000.0,6323883000000.0,1457110000000.0,3962917600000.0,4504062000000.0
2066.0,5451328500000.0,4863753700000.0,5679704700000.0,3949627400000.0,3815918500000.0,6225488000000.0,1733055200000.0,6038748000000.0,1227705200000.0,6296285000000.0,1321101400000.0,3884682800000.0,4400422600000.0
2067.0,5351131000000.0,4786050000000.0,5641542000000.0,3863915500000.0,3716101200000.0,6167479700000.0,1617152200000.0,6005045000000.0,1119168400000.0,6231623700000.0,1231439500000.0,3789310000000.0,4352531000000.0
2068.0,5277080400000.0,4734024400000.0,5588283600000.0,3739903300000.0,3613981700000.0,6116765000000.0,1514713600000.0,5944672500000.0,989290900000.0,6155857000000.0,1150530000000.0,3732471300000.0,4251625500000.0
2069.0,5139489000000.0,4659323000000.0,5540972000000.0,3617123500000.0,3499580500000.0,6077993000000.0,1416820600000.0,5907674000000.0,866645100000.0,6103933000000.0,1045857900000.0,3655775800000.0,4150192500000.0
2070.0,5036318000000.0,4569387000000.0,5485927000000.0,3499905300000.0,3365898300000.0,5991032700000.0,1313430800000.0,5842192600000.0,738726700000.0,5999440700000.0,964756770000.0,3542738000000.0,4028736700000.0
2071.0,4936877700000.0,4526980000000.0,5431493000000.0,3380803300000.0,3238306000000.0,5933915000000.0,1204987800000.0,5774737700000.0,631645100000.0,5905864700000.0,879909300000.0,3470356400000.0,3907047700000.0
2072.0,4804316000000.0,4466014700000.0,5379325000000.0,3248581500000.0,3091986400000.0,5861255700000.0,1104310600000.0,5723150400000.0,544937600000.0,5797193400000.0,799120700000.0,3371326800000.0,3826845000000.0
2073.0,4690976000000.0,4401244700000.0,5335510700000.0,3137625400000.0,2965293200000.0,5808844000000.0,1009164200000.0,5675193700000.0,471824470000.0,5690853000000.0,721665060000.0,3271752700000.0,3740510200000.0
2074.0,4556591000000.0,4323664000000.0,5297846400000.0,3005555700000.0,2841980000000.0,5736695300000.0,926691800000.0,5606477400000.0,412648570000.0,5573185600000.0,660588500000.0,3167328000000.0,3618571300000.0
2075.0,4428581600000.0,4251369300000.0,5254270700000.0,2883803000000.0,2720403800000.0,5675443000000.0,862025500000.0,5538044000000.0,356174700000.0,5468832400000.0,603926360000.0,3077341200000.0,3557573300000.0
2076.0,4278621600000.0,4183886400000.0,5210357400000.0,2769421300000.0,2605759900000.0,5641784000000.0,794446460000.0,5453320300000.0,304935670000.0,5362974500000.0,559984800000.0,2982270000000.0,3422380600000.0
2077.0,4154729000000.0,4118022700000.0,5150345000000.0,2633345300000.0,2508643600000.0,5583162300000.0,736800400000.0,5355477700000.0,260964200000.0,5246899700000.0,515206900000.0,2876446000000.0,3299158300000.0
2078.0,3993684100000.0,4048207000000.0,5105257000000.0,2516075200000.0,2430203000000.0,5515256000000.0,686011840000.0,5279727000000.0,227637250000.0,5134317000000.0,472378150000.0,2799867000000.0,3195406000000.0
2079.0,3852918300000.0,3973673600000.0,5075994000000.0,2420345400000.0,2327338300000.0,5466154000000.0,631025430000.0,5220709000000.0,192469630000.0,5016260700000.0,428406440000.0,2739407400000.0,3108898900000.0
2080.0,3685328600000.0,3909773700000.0,5046372700000.0,2319942200000.0,2208376800000.0,5436384000000.0,582021200000.0,5186063400000.0,162393880000.0,4896181500000.0,383398180000.0,2642491700000.0,2994212000000.0
2081.0,3537188200000.0,3814476000000.0,5005124000000.0,2243834400000.0,2127002300000.0,5363182600000.0,530331570000.0,5103991400000.0,131870695000.0,4774284500000.0,343003820000.0,2536547500000.0,2873972800000.0
2082.0,3353806600000.0,3752702000000.0,4959740000000.0,2182522300000.0,2026636000000.0,5327344000000.0,491832740000.0,5054214000000.0,106951700000.0,4692594000000.0,307773150000.0,2459479300000.0,2779404000000.0
2083.0,3173389400000.0,3687742000000.0,4925452000000.0,2091793500000.0,1956005000000.0,5278535000000.0,447249870000.0,4990254400000.0,84510660000.0,4601420400000.0,275768740000.0,2398190300000.0,2679724600000.0
2084.0,3022395500000.0,3629343000000.0,4882854000000.0,2005752700000.0,1885655400000.0,5215860300000.0,407069130000.0,4924409600000.0,64826860000.0,4497075600000.0,249408700000.0,2313927300000.0,2588825000000.0
2085.0,2854490200000.0,3544150400000.0,4825206000000.0,1927910900000.0,1808598400000.0,5130115000000.0,365970550000.0,4897440300000.0,48591966000.0,4380176200000.0,214412800000.0,2241482200000.0,2517015700000.0
2086.0,2708918200000.0,3454185800000.0,4751947700000.0,1845590600000.0,1735939900000.0,5040916000000.0,325027230000.0,4850902000000.0,37166903000.0,4265770500000.0,189781590000.0,2173576400000.0,2429407000000.0
2087.0,2554630000000.0,3361805200000.0,4705269000000.0,1766678000000.0,1665407500000.0,4957019300000.0,294528580000.0,4798868400000.0,27801260000.0,4145739500000.0,160130150000.0,2113435200000.0,2357879400000.0
2088.0,2431764100000.0,3270356800000.0,4638715000000.0,1680288300000.0,1606603500000.0,4884204600000.0,265144650000.0,4713874000000.0,20502974000.0,4063263200000.0,136282055000.0,2064267300000.0,2316022000000.0
2089.0,2272618000000.0,3194345200000.0,4587169000000.0,1599872600000.0,1536905000000.0,4843250400000.0,242434800000.0,4659784700000.0,15425370000.0,3933209600000.0,115399850000.0,1984163000000.0,2246745000000.0
2090.0,2123396500000.0,3093201700000.0,4492612000000.0,1529256300000.0,1478651500000.0,4767229700000.0,225734930000.0,4600162700000.0,11611575000.0,3800537200000.0,98411880000.0,1925381600000.0,2184281800000.0
2091.0,1953584400000.0,3020353700000.0,4422543300000.0,1470560300000.0,1432558900000.0,4704505400000.0,203857350000.0,4522597000000.0,8154591700.0,3673630000000.0,83033640000.0,1865329000000.0,2094534900000.0
2092.0,1806632400000.0,2945550600000.0,4364181400000.0,1403822400000.0,1369077800000.0,4639707000000.0,185695190000.0,4437578000000.0,5469737000.0,3515803800000.0,69352070000.0,1797846900000.0,2034457100000.0
2093.0,1648625600000.0,2894778300000.0,4315149500000.0,1321221900000.0,1313145900000.0,4581435600000.0,168156770000.0,4376398700000.0,3646358500.0,3374058600000.0,55707680000.0,1713287700000.0,1965726900000.0
2094.0,1493388400000.0,2822333300000.0,4270682000000.0,1249875500000.0,1253897800000.0,4503060300000.0,153266730000.0,4307631000000.0,2505391600.0,3190509500000.0,43955760000.0,1649734000000.0,1919419300000.0
2095.0,1374059400000.0,2737525000000.0,4230606000000.0,1176776700000.0,1196086000000.0,4434945400000.0,138876800000.0,4268747700000.0,1449128700.0,3012909300000.0,33440793000.0,1587716000000.0,1883493800000.0
2096.0,1267392400000.0,2667408800000.0,4184808000000.0,1105028600000.0,1147726200000.0,4378694500000.0,126302930000.0,4195331300000.0,640324300.0,2847247000000.0,25277895000.0,1516904900000.0,1840642300000.0
2097.0,1150707600000.0,2601777000000.0,4143231500000.0,1029899000000.0,1085155250000.0,4286673300000.0,111768270000.0,4161925000000.0,316855840.0,2687016400000.0,18296748000.0,1436995400000.0,1787369100000.0
2098.0,1053930360000.0,2520187700000.0,4072374000000.0,962760500000.0,1039680600000.0,4171256000000.0,100037300000.0,4115858000000.0,294620400.0,2512326800000.0,11754184000.0,1360916500000.0,1725453000000.0
2099.0,953873300000.0,2460521000000.0,4029906200000.0,912133650000.0,988267000000.0,4093720700000.0,87866930000.0,4041772400000.0,274033900.0,2335277600000.0,6817784000.0,1289842700000.0,1662666900000.0
2100.0,864600260000.0,2405856000000.0,3969633200000.0,860709260000.0,930095300000.0,3991258000000.0,75435350000.0,4003052000000.0,256006720.0,2138327200000.0,4887229000.0,1226320800000.0,1620301800000.0
