time,GFDL-CM3,GISS-E2-R,CNRM-CM5,MPI-ESM-LR,CSIRO-MK3-6-0,CANESM2,CESM1-CAM5,GFDL-ESM2G,CCSM4,NORESM1-M,IPSL-CM5A-LR
2013.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0
2014.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0
2015.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0
2016.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0
2017.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0
2018.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0
2019.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0
2020.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0
2021.0,104163344000.0,104257544000.0,104232840000.0,104262920000.0,104313580000.0,104205615000.0,104249000000.0,104234260000.0,104364384000.0,104192120000.0,104213340000.0
2022.0,104122200000.0,104214766000.0,104240930000.0,104199270000.0,104201810000.0,104187360000.0,104153500000.0,104170070000.0,104182140000.0,104146910000.0,104259084000.0
2023.0,104063840000.0,104372000000.0,104302410000.0,104143080000.0,104176020000.0,104169400000.0,104088780000.0,104179696000.0,104129360000.0,104128810000.0,104192940000.0
2024.0,104071340000.0,104198940000.0,104250730000.0,104350610000.0,104199180000.0,104079475000.0,103997120000.0,104163580000.0,104202570000.0,104040470000.0,104555670000.0
2025.0,104004580000.0,104150530000.0,104205160000.0,104237340000.0,104141290000.0,104030405000.0,103920320000.0,104134040000.0,104079696000.0,104046230000.0,104112300000.0
2026.0,103954930000.0,104055680000.0,104035780000.0,104102445000.0,104091830000.0,104026910000.0,103875174000.0,104071130000.0,104029220000.0,103981515000.0,104084380000.0
2027.0,103927235000.0,104050940000.0,104015970000.0,104019440000.0,104026240000.0,103905700000.0,103798120000.0,104036660000.0,104070900000.0,103911620000.0,104008150000.0
2028.0,103863370000.0,103958905000.0,104205310000.0,104015810000.0,104030910000.0,103855870000.0,103721030000.0,104033970000.0,104424400000.0,104203940000.0,103954350000.0
2029.0,103807730000.0,103927440000.0,103926555000.0,104000000000.0,104028330000.0,103947540000.0,103660265000.0,103976700000.0,104093660000.0,103963940000.0,103898560000.0
2030.0,103745970000.0,103831000000.0,103807620000.0,103874675000.0,104487550000.0,103829540000.0,103561380000.0,103937990000.0,103985990000.0,103831110000.0,103808450000.0
2031.0,103697280000.0,103857920000.0,103761750000.0,103876020000.0,103985520000.0,103768910000.0,103473900000.0,103894210000.0,103881210000.0,103763560000.0,103911290000.0
2032.0,103639920000.0,104368644000.0,103811380000.0,103789350000.0,103975944000.0,103698750000.0,103373750000.0,103817990000.0,103931000000.0,103845650000.0,103743930000.0
2033.0,103578520000.0,103842240000.0,103712694000.0,103711050000.0,103881190000.0,103755110000.0,103239830000.0,103793870000.0,103872020000.0,103712600000.0,103678525000.0
2034.0,103519550000.0,103723890000.0,103652430000.0,103644170000.0,103826760000.0,103632480000.0,103133840000.0,103707020000.0,103809745000.0,103920770000.0,103592770000.0
2035.0,103411000000.0,103772955000.0,103569660000.0,103665990000.0,103822870000.0,103562330000.0,103018410000.0,103812940000.0,103704670000.0,103655830000.0,103483900000.0
2036.0,103372130000.0,103637320000.0,103540970000.0,103614145000.0,103749570000.0,103513200000.0,102870810000.0,103639030000.0,103651970000.0,103681980000.0,103397980000.0
2037.0,103288310000.0,103611180000.0,103518500000.0,103625966000.0,103734440000.0,103405540000.0,102658590000.0,103579490000.0,103598630000.0,103591110000.0,103382560000.0
2038.0,103210120000.0,103556010000.0,103707510000.0,103496850000.0,103678770000.0,103332780000.0,102446800000.0,103539925000.0,103527020000.0,103520240000.0,103318266000.0
2039.0,103155740000.0,103591100000.0,103369550000.0,103461550000.0,103675940000.0,103272150000.0,102171230000.0,103515185000.0,103459760000.0,103476404000.0,103220190000.0
2040.0,103052680000.0,103447830000.0,103233870000.0,103364690000.0,103624070000.0,103187500000.0,101912070000.0,103515600000.0,103421850000.0,103405870000.0,103169060000.0
2041.0,102890710000.0,103401680000.0,103191085000.0,103285680000.0,103540940000.0,103105135000.0,101626440000.0,103413760000.0,103425050000.0,103328860000.0,103082380000.0
2042.0,102789870000.0,103327610000.0,103061250000.0,103225870000.0,103429600000.0,102996600000.0,101338520000.0,103314930000.0,103349480000.0,103250830000.0,102927310000.0
2043.0,102686290000.0,103813510000.0,103073380000.0,103197370000.0,103746430000.0,102953206000.0,101086710000.0,103259140000.0,103223930000.0,103182770000.0,102792310000.0
2044.0,102568760000.0,103219320000.0,102885474000.0,103421846000.0,103724425000.0,103317920000.0,100787225000.0,103361350000.0,103204620000.0,103094940000.0,102580265000.0
2045.0,102444470000.0,103212750000.0,102945070000.0,103125290000.0,103408700000.0,102859660000.0,100404080000.0,103149170000.0,103242560000.0,103019610000.0,102431430000.0
2046.0,102333530000.0,103088550000.0,102696320000.0,103000300000.0,103323935000.0,102766460000.0,100080830000.0,103043645000.0,103064320000.0,102913655000.0,102270435000.0
2047.0,102177380000.0,103013925000.0,102553770000.0,103030370000.0,103177650000.0,102711845000.0,99774750000.0,102941030000.0,102936590000.0,102765820000.0,102190195000.0
2048.0,101988246000.0,102878400000.0,102657940000.0,102842160000.0,103022305000.0,102505470000.0,99395570000.0,102840750000.0,102882350000.0,102698820000.0,102090800000.0
2049.0,101853090000.0,102799740000.0,102469680000.0,102803610000.0,102951550000.0,102416010000.0,99020440000.0,102739280000.0,102769080000.0,102594810000.0,101893060000.0
2050.0,101717295000.0,102693250000.0,102288760000.0,102700760000.0,102920870000.0,102310630000.0,98730300000.0,102678350000.0,102768340000.0,102492560000.0,101641626000.0
2051.0,101622280000.0,102520906000.0,102278510000.0,102573320000.0,102787680000.0,102166650000.0,98300854000.0,102591830000.0,102628540000.0,102405220000.0,101392680000.0
2052.0,101441266000.0,102398990000.0,102048990000.0,102460060000.0,102751440000.0,102039880000.0,97829085000.0,102507920000.0,102609840000.0,102279210000.0,101296570000.0
2053.0,101264810000.0,102286710000.0,101864180000.0,102399975000.0,102702740000.0,101877990000.0,97309560000.0,102452960000.0,102418060000.0,102161375000.0,101093860000.0
2054.0,101072170000.0,102245930000.0,101720285000.0,102284380000.0,102573515000.0,101623670000.0,96711780000.0,102297870000.0,102323790000.0,101999470000.0,100998090000.0
2055.0,100797480000.0,102057880000.0,101595250000.0,102139780000.0,102505720000.0,101535030000.0,96215860000.0,102252180000.0,102159740000.0,101906120000.0,100710070000.0
2056.0,100476930000.0,101918196000.0,101406530000.0,102008316000.0,102384020000.0,101410070000.0,95563235000.0,102172025000.0,102059340000.0,101852545000.0,100455940000.0
2057.0,100224160000.0,101770010000.0,101323160000.0,101866120000.0,102219000000.0,101281200000.0,95068490000.0,102010800000.0,101886755000.0,101684570000.0,100177790000.0
2058.0,99761775000.0,101677040000.0,101140280000.0,101735840000.0,102573010000.0,101108350000.0,94652790000.0,101934870000.0,101836540000.0,101533670000.0,99979160000.0
2059.0,99478360000.0,101541690000.0,100929300000.0,101560910000.0,102094070000.0,100918610000.0,94119140000.0,101898210000.0,101675820000.0,101334670000.0,99769300000.0
2060.0,99225550000.0,101533950000.0,100732035000.0,101474230000.0,101935680000.0,100800410000.0,93570450000.0,101751840000.0,101492200000.0,101233790000.0,99425100000.0
2061.0,98938810000.0,101640240000.0,100874486000.0,101292240000.0,101820200000.0,100523470000.0,92998170000.0,101662196000.0,101371110000.0,100965880000.0,99135500000.0
2062.0,98652420000.0,101433720000.0,100971480000.0,101088846000.0,101821330000.0,100655415000.0,92406686000.0,101589030000.0,101200570000.0,100845390000.0,99030690000.0
2063.0,98348680000.0,101086446000.0,100378520000.0,100915790000.0,101973960000.0,100301120000.0,91788830000.0,101686860000.0,101306310000.0,100700110000.0,98898444000.0
2064.0,98090090000.0,100903170000.0,100100690000.0,100789666000.0,101617010000.0,100396330000.0,90957680000.0,101449450000.0,101006565000.0,100490035000.0,98720784000.0
2065.0,97863890000.0,100784460000.0,99859505000.0,100588180000.0,101408660000.0,100131550000.0,90247380000.0,101318120000.0,100873440000.0,100364394000.0,98361310000.0
2066.0,97561020000.0,100878890000.0,100075730000.0,100839680000.0,101282700000.0,99921730000.0,89480130000.0,101154505000.0,100790310000.0,100133590000.0,98314670000.0
2067.0,97273950000.0,100629100000.0,99603650000.0,100460904000.0,101209310000.0,99759330000.0,88799680000.0,101025100000.0,101043720000.0,99905470000.0,98173490000.0
2068.0,96954384000.0,100521200000.0,99417820000.0,100204940000.0,101043405000.0,100082975000.0,87830340000.0,100879100000.0,100623330000.0,99715240000.0,98173665000.0
2069.0,96651380000.0,100288315000.0,99672690000.0,99997060000.0,100903590000.0,99422085000.0,87217480000.0,100801030000.0,101110735000.0,99489620000.0,97509670000.0
2070.0,96289390000.0,100193845000.0,99689480000.0,99961530000.0,100851670000.0,99230130000.0,86569630000.0,100658370000.0,100396580000.0,99314470000.0,97236840000.0
2071.0,95985750000.0,100047200000.0,99076050000.0,99659560000.0,100912330000.0,99035960000.0,85787370000.0,100566390000.0,100216370000.0,99310715000.0,96915595000.0
2072.0,95649480000.0,99997475000.0,98938070000.0,99491955000.0,101085176000.0,98826970000.0,85215730000.0,100395246000.0,100037960000.0,98990580000.0,96638984000.0
2073.0,95128810000.0,99668300000.0,98834130000.0,99371210000.0,100718580000.0,98557660000.0,84379730000.0,100194920000.0,99834360000.0,98824540000.0,96353130000.0
2074.0,95008220000.0,99514210000.0,98491990000.0,99142025000.0,100441460000.0,98304885000.0,83762960000.0,100263430000.0,99704420000.0,98580650000.0,96127090000.0
2075.0,94565460000.0,99340940000.0,98268594000.0,98937094000.0,100250520000.0,98515790000.0,82383130000.0,99943280000.0,99498040000.0,98332050000.0,95605870000.0
2076.0,94180450000.0,99506400000.0,98298260000.0,98778610000.0,100105150000.0,98159530000.0,81710320000.0,99937450000.0,99367090000.0,98112700000.0,95237540000.0
2077.0,93772280000.0,99173940000.0,97825670000.0,98589740000.0,100270370000.0,98060960000.0,81191920000.0,99674290000.0,99162450000.0,97954180000.0,94991570000.0
2078.0,93359170000.0,98952600000.0,97596380000.0,98284350000.0,99839240000.0,97989010000.0,80389410000.0,99472460000.0,99118480000.0,97738470000.0,94583180000.0
2079.0,93282296000.0,98806280000.0,97392270000.0,98055560000.0,99617464000.0,97705220000.0,79680455000.0,99344180000.0,98907230000.0,97490575000.0,94940140000.0
2080.0,92874400000.0,98587180000.0,98240455000.0,98221690000.0,99504020000.0,97383800000.0,79007320000.0,99392630000.0,98716295000.0,97432780000.0,94133640000.0
2081.0,92653790000.0,98346530000.0,97336570000.0,97717305000.0,99477280000.0,97171190000.0,78202890000.0,99130474000.0,98573420000.0,97185330000.0,93691675000.0
2082.0,92005560000.0,98133390000.0,96801570000.0,97436910000.0,99398240000.0,96979070000.0,77498330000.0,98949030000.0,98374795000.0,96915235000.0,93455000000.0
2083.0,91490690000.0,97801160000.0,97040260000.0,97250790000.0,99188515000.0,97023770000.0,76663030000.0,98798270000.0,98254440000.0,96585925000.0,93052820000.0
2084.0,91097450000.0,98272080000.0,96202370000.0,96980740000.0,99059580000.0,96683240000.0,75891970000.0,98988860000.0,98037514000.0,96329340000.0,92663480000.0
2085.0,90240060000.0,97860190000.0,95846880000.0,96738670000.0,98845070000.0,96478950000.0,75218180000.0,98552816000.0,97769790000.0,96131940000.0,92315660000.0
2086.0,89727810000.0,97667450000.0,95686610000.0,96572695000.0,98574926000.0,96124540000.0,74434570000.0,98328470000.0,97545175000.0,95924210000.0,91814070000.0
2087.0,89260690000.0,97686450000.0,95791820000.0,96347160000.0,98376780000.0,95957910000.0,73667030000.0,98440856000.0,97248920000.0,95621235000.0,91514380000.0
2088.0,88893600000.0,97708876000.0,95197700000.0,96516640000.0,98188080000.0,95478980000.0,72786610000.0,98599840000.0,96985130000.0,95352730000.0,91159350000.0
2089.0,88241970000.0,97272700000.0,95007105000.0,95968140000.0,98011000000.0,95130690000.0,72205850000.0,98150120000.0,96714320000.0,95030940000.0,90662370000.0
2090.0,87928960000.0,97081790000.0,94694680000.0,95749370000.0,97826640000.0,95048260000.0,71659635000.0,97974960000.0,96481670000.0,94740595000.0,90317990000.0
2091.0,87498146000.0,96916046000.0,94403410000.0,95578950000.0,97639090000.0,95164110000.0,71007320000.0,97763930000.0,96242420000.0,94523000000.0,90275710000.0
2092.0,87375560000.0,96803545000.0,94048540000.0,95296150000.0,97493500000.0,94711410000.0,70461964000.0,97574480000.0,96072475000.0,94188380000.0,89654125000.0
2093.0,86987380000.0,96656300000.0,96386780000.0,95044080000.0,97338550000.0,94711670000.0,69917900000.0,97597610000.0,95719110000.0,93905070000.0,89288790000.0
2094.0,86462366000.0,96481910000.0,94117670000.0,95029764000.0,97247230000.0,94069600000.0,69217770000.0,97303945000.0,95444460000.0,93710750000.0,89010150000.0
2095.0,86007170000.0,96247380000.0,93697884000.0,94645540000.0,96965050000.0,93706180000.0,68687954000.0,97070160000.0,95427120000.0,93490070000.0,88617790000.0
2096.0,85425610000.0,96001384000.0,93958270000.0,94392525000.0,96798430000.0,93485450000.0,68141105000.0,96911606000.0,95155330000.0,93233340000.0,89092330000.0
2097.0,84930140000.0,95766360000.0,93479950000.0,94214460000.0,97575485000.0,93238305000.0,67756618000.0,96785380000.0,95322070000.0,92936225000.0,88242880000.0
2098.0,84331980000.0,95626530000.0,93427330000.0,94014734000.0,97014600000.0,93320660000.0,67145445000.0,96554656000.0,94857540000.0,92659974000.0,87835580000.0
2099.0,83943270000.0,95459385000.0,92852230000.0,93817954000.0,96318410000.0,92707690000.0,66450657000.0,97357740000.0,94490930000.0,92386630000.0,92608350000.0
2100.0,83488530000.0,95405466000.0,92886340000.0,93662224000.0,96122160000.0,92413890000.0,65723232000.0,96402950000.0,96654615000.0,92080546000.0,87463460000.0
