time,NORESM1-M,CNRM-CM5,MPI-ESM-LR,CANESM2,CSIRO-MK3-6-0,GFDL-CM3,GFDL-ESM2G,IPSL-CM5A-LR,GISS-E2-R,CESM1-CAM5,CCSM4
2021.0,850974150000.0,830646300000.0,841959340000.0,838306500000.0,832090730000.0,843583800000.0,832770150000.0,846225700000.0,844847500000.0,835587340000.0,837185400000.0
2022.0,833091530000.0,821541340000.0,823421100000.0,820824500000.0,816949170000.0,825560200000.0,817486760000.0,832843200000.0,833602100000.0,828124560000.0,827028500000.0
2023.0,821048500000.0,803805860000.0,815438360000.0,799976200000.0,802447100000.0,807528500000.0,810851960000.0,826618400000.0,819892700000.0,816378900000.0,804835360000.0
2024.0,800037340000.0,797295700000.0,804870400000.0,781417200000.0,801745100000.0,781493800000.0,798153100000.0,817272000000.0,807563200000.0,811800850000.0,797341700000.0
2025.0,789778300000.0,786530100000.0,790599300000.0,774523000000.0,794298900000.0,765035200000.0,789923360000.0,805034660000.0,788969400000.0,809208900000.0,786386850000.0
2026.0,779247350000.0,765435600000.0,777090560000.0,757332900000.0,790491300000.0,738386250000.0,781055200000.0,785422600000.0,773160800000.0,792531240000.0,785689400000.0
2027.0,781599000000.0,747858560000.0,766316250000.0,750136500000.0,795504350000.0,728459400000.0,781842800000.0,763685630000.0,772403800000.0,787774500000.0,769675200000.0
2028.0,765742500000.0,730390860000.0,747636900000.0,738579700000.0,788289900000.0,708100160000.0,766216400000.0,744929560000.0,760050350000.0,784373800000.0,750366400000.0
2029.0,750892400000.0,723251560000.0,740211000000.0,717007200000.0,775852200000.0,687550700000.0,759834740000.0,731759200000.0,748806500000.0,767329800000.0,744050100000.0
2030.0,741353800000.0,714566140000.0,731231750000.0,691239850000.0,761327000000.0,671928200000.0,739229900000.0,716120650000.0,737094100000.0,749578300000.0,722877700000.0
2031.0,715839960000.0,694107200000.0,722057360000.0,666592800000.0,755930230000.0,649114600000.0,734450160000.0,704701860000.0,717112540000.0,725041800000.0,716684300000.0
2032.0,709018450000.0,682748600000.0,707624000000.0,651493200000.0,752561400000.0,620780700000.0,730909300000.0,685326500000.0,708252500000.0,709380340000.0,705688630000.0
2033.0,689159730000.0,665354200000.0,691968930000.0,635668660000.0,742010000000.0,605972800000.0,727164700000.0,670013800000.0,694051400000.0,704769900000.0,688705500000.0
2034.0,668844700000.0,655894300000.0,667820800000.0,614705460000.0,733416200000.0,586434300000.0,727467160000.0,656604270000.0,669126750000.0,680067660000.0,672423540000.0
2035.0,653278700000.0,640989700000.0,656064100000.0,601175800000.0,715868700000.0,572861400000.0,724704100000.0,644163760000.0,656864300000.0,663131200000.0,663942400000.0
2036.0,640398800000.0,626079700000.0,649094200000.0,583474800000.0,696990430000.0,557390230000.0,715567200000.0,622331100000.0,643712160000.0,648506700000.0,659944900000.0
2037.0,629606800000.0,609710300000.0,636345900000.0,562644900000.0,683022900000.0,538978750000.0,706988300000.0,608554700000.0,629642200000.0,624631000000.0,643354070000.0
2038.0,597183300000.0,597379060000.0,616911670000.0,540905100000.0,660533100000.0,519233240000.0,702162800000.0,592531360000.0,618320040000.0,602721000000.0,628472800000.0
2039.0,579433140000.0,581860660000.0,610871800000.0,523108580000.0,654698550000.0,510213320000.0,691537300000.0,572468040000.0,600017400000.0,593419700000.0,626563400000.0
2040.0,564847000000.0,569119100000.0,593347150000.0,514911900000.0,638038600000.0,493906560000.0,686471300000.0,554662040000.0,592829800000.0,580742500000.0,620096600000.0
2041.0,550753400000.0,560886300000.0,583623100000.0,498244260000.0,615229400000.0,475807500000.0,683033900000.0,535780400000.0,578823000000.0,556446500000.0,615863200000.0
2042.0,532696270000.0,539600200000.0,574832840000.0,480822700000.0,596629650000.0,453356700000.0,684288250000.0,515852100000.0,579595800000.0,547600500000.0,610446700000.0
2043.0,513895700000.0,524569640000.0,567789400000.0,466663500000.0,578996340000.0,439136850000.0,682422760000.0,497744940000.0,567332440000.0,542568940000.0,603902400000.0
2044.0,498867570000.0,512771980000.0,552923300000.0,456512050000.0,558930660000.0,422678800000.0,675192200000.0,485817220000.0,564505400000.0,526356940000.0,592697560000.0
2045.0,480485300000.0,501671850000.0,542445900000.0,443207100000.0,543071470000.0,401171840000.0,663029700000.0,466008600000.0,547144630000.0,512466980000.0,583045100000.0
2046.0,467259330000.0,495634680000.0,536162000000.0,420608800000.0,526659600000.0,388300100000.0,651241460000.0,448636880000.0,535399200000.0,501103430000.0,569915300000.0
2047.0,462477130000.0,485798180000.0,525243220000.0,411128660000.0,511330940000.0,366916670000.0,643287400000.0,437016430000.0,526737180000.0,478835640000.0,569145000000.0
2048.0,443854230000.0,480691980000.0,515685480000.0,395761320000.0,494121400000.0,354165130000.0,621258800000.0,417200140000.0,517849220000.0,462080540000.0,549387800000.0
2049.0,430774160000.0,469342600000.0,513601900000.0,378727040000.0,480542430000.0,337037430000.0,606249300000.0,406249440000.0,513767370000.0,447678740000.0,534618500000.0
2050.0,405790950000.0,456240330000.0,512168460000.0,367202760000.0,462087400000.0,320525240000.0,599460800000.0,394580750000.0,504205500000.0,431180640000.0,525414240000.0
2051.0,388598300000.0,438455760000.0,500642450000.0,353552430000.0,441871960000.0,307128340000.0,583506000000.0,377997700000.0,497841730000.0,412349660000.0,516976280000.0
2052.0,370339500000.0,425978430000.0,489152350000.0,341566850000.0,418362200000.0,295385500000.0,570978340000.0,361470330000.0,485553860000.0,389607420000.0,506467980000.0
2053.0,356154770000.0,419873130000.0,479578800000.0,325646020000.0,404136070000.0,279822800000.0,553402560000.0,342894020000.0,473006180000.0,377098630000.0,497134830000.0
2054.0,347295700000.0,400235560000.0,469827780000.0,316032350000.0,387116630000.0,267150050000.0,528172200000.0,333001330000.0,462586380000.0,360421230000.0,484171550000.0
2055.0,334325500000.0,397684570000.0,461792770000.0,304690500000.0,371681200000.0,250563510000.0,517232900000.0,324921700000.0,453617450000.0,345289030000.0,477981400000.0
2056.0,322147300000.0,386458750000.0,449584330000.0,293815650000.0,360533950000.0,237186140000.0,509334900000.0,310153200000.0,444503800000.0,331881120000.0,468030260000.0
2057.0,305226800000.0,379780270000.0,438760730000.0,279950520000.0,349933800000.0,224209200000.0,485296570000.0,294534900000.0,431724500000.0,324953400000.0,460894570000.0
2058.0,290571900000.0,370215100000.0,429155580000.0,265872880000.0,337634950000.0,214989820000.0,471125460000.0,290010000000.0,417169540000.0,313394300000.0,453813930000.0
2059.0,280715700000.0,354509230000.0,409512100000.0,255772480000.0,324608000000.0,207403840000.0,459169300000.0,279851960000.0,408491720000.0,296496760000.0,445366960000.0
2060.0,271528330000.0,345717180000.0,397490850000.0,242324540000.0,305809260000.0,198635030000.0,452351400000.0,271576330000.0,407952100000.0,281745700000.0,442707400000.0
2061.0,264869680000.0,333577500000.0,383950900000.0,233964320000.0,297480360000.0,188235580000.0,431364730000.0,264966110000.0,403476740000.0,272933750000.0,426046720000.0
2062.0,256196170000.0,325576030000.0,376408100000.0,221263220000.0,281916150000.0,182010800000.0,418683680000.0,252684570000.0,391479620000.0,260663070000.0,420585870000.0
2063.0,248214400000.0,317151740000.0,366459520000.0,211135220000.0,265398800000.0,171902090000.0,413403580000.0,239720500000.0,391279580000.0,253802860000.0,407404580000.0
2064.0,242082840000.0,302457100000.0,355236800000.0,204774390000.0,254650270000.0,160975770000.0,407613240000.0,228563060000.0,381205150000.0,247718260000.0,395344350000.0
2065.0,232511180000.0,288190370000.0,341935160000.0,196845850000.0,247390420000.0,152864920000.0,393602400000.0,223765710000.0,374967800000.0,235526880000.0,385174240000.0
2066.0,226337300000.0,281573820000.0,336420730000.0,191033820000.0,238177850000.0,145930000000.0,383813030000.0,215768940000.0,369780900000.0,223189190000.0,375163940000.0
2067.0,219785380000.0,266964810000.0,329906900000.0,185071140000.0,224963360000.0,138679550000.0,373821240000.0,208615820000.0,367612400000.0,212386190000.0,364649450000.0
2068.0,215282120000.0,258682290000.0,327658640000.0,173025200000.0,212333080000.0,132645730000.0,358037700000.0,203442180000.0,361827070000.0,203080580000.0,356828740000.0
2069.0,211966920000.0,250193790000.0,316416260000.0,162945200000.0,202093630000.0,125703310000.0,344994380000.0,198731120000.0,355036900000.0,193983330000.0,349147430000.0
2070.0,204154130000.0,239130900000.0,304589080000.0,154917670000.0,193985090000.0,119334035000.0,339239570000.0,193112700000.0,351875760000.0,184011100000.0,338768560000.0
2071.0,198486100000.0,232523330000.0,297124860000.0,147548360000.0,187876470000.0,113426230000.0,331380500000.0,186201640000.0,347666800000.0,174048660000.0,326075420000.0
2072.0,192989710000.0,219860190000.0,287436300000.0,140439260000.0,175843700000.0,106797840000.0,321149700000.0,178172760000.0,343661840000.0,170773150000.0,316535800000.0
2073.0,188631730000.0,212747670000.0,288682840000.0,133526580000.0,166297930000.0,101344700000.0,310909670000.0,172527630000.0,338628900000.0,162028830000.0,307096550000.0
2074.0,184635200000.0,208096790000.0,286184900000.0,125709030000.0,156628500000.0,94364615000.0,304696900000.0,163787570000.0,328744500000.0,152439310000.0,299379650000.0
2075.0,179668760000.0,199773320000.0,282535800000.0,117618524000.0,147362640000.0,89807980000.0,302628440000.0,158191090000.0,322468800000.0,145640930000.0,288054400000.0
2076.0,176948690000.0,187798500000.0,283928360000.0,112064380000.0,142749220000.0,85457950000.0,290146600000.0,156887150000.0,320475600000.0,140776720000.0,276754660000.0
2077.0,171892300000.0,178136580000.0,280898500000.0,106593920000.0,135147960000.0,80553630000.0,282732820000.0,150689530000.0,315180600000.0,132195205000.0,271883980000.0
2078.0,165076980000.0,173675920000.0,275276500000.0,100912520000.0,128375010000.0,74037460000.0,274935450000.0,144206120000.0,312841900000.0,125145870000.0,266480350000.0
2079.0,158652090000.0,173066260000.0,271634000000.0,95273520000.0,122115236000.0,72014135000.0,261457460000.0,136851644000.0,309395130000.0,118069010000.0,258912290000.0
2080.0,150506730000.0,167446120000.0,266691040000.0,90799960000.0,116450950000.0,67609735000.0,253193950000.0,131063650000.0,302635020000.0,113970270000.0,252419780000.0
2081.0,142524740000.0,166427750000.0,260947120000.0,85907380000.0,113267130000.0,63018443000.0,245056050000.0,125119620000.0,302086000000.0,108506740000.0,240044300000.0
2082.0,138724430000.0,160272660000.0,257917830000.0,80774820000.0,107952590000.0,59275375000.0,238659780000.0,119834710000.0,297390540000.0,99826180000.0,234663050000.0
2083.0,135696270000.0,156973170000.0,254641100000.0,77291815000.0,103999510000.0,55355280000.0,235683480000.0,115751230000.0,290450370000.0,91678800000.0,230944880000.0
2084.0,128773260000.0,152005410000.0,248438980000.0,74661724000.0,98138150000.0,52998365000.0,232710160000.0,111735800000.0,288507800000.0,87083620000.0,230071140000.0
2085.0,123531860000.0,149234400000.0,241914050000.0,68681940000.0,94818520000.0,51066180000.0,224832000000.0,106754015000.0,285295940000.0,83446090000.0,222305670000.0
2086.0,118931320000.0,146637910000.0,236999690000.0,64885640000.0,90035370000.0,48139764000.0,217877660000.0,101873670000.0,280085530000.0,78111180000.0,216964100000.0
2087.0,115367560000.0,140709770000.0,232591690000.0,60616905000.0,85768430000.0,45341995000.0,213410920000.0,97747510000.0,274668800000.0,73144850000.0,209641780000.0
2088.0,111903050000.0,135000750000.0,227982950000.0,58294070000.0,81195770000.0,43025388000.0,206152380000.0,93568450000.0,265213260000.0,68159880000.0,204481790000.0
2089.0,108915515000.0,130231620000.0,226191000000.0,54187180000.0,78418100000.0,41801300000.0,201190540000.0,89757760000.0,256534020000.0,63355000000.0,197769530000.0
2090.0,103728546000.0,128091546000.0,222000800000.0,51398435000.0,75368740000.0,40163360000.0,194856420000.0,86849980000.0,251998190000.0,58021106000.0,195742000000.0
2091.0,98350430000.0,123968640000.0,217622870000.0,47467390000.0,72106040000.0,37076860000.0,189891330000.0,83430370000.0,251072920000.0,54707520000.0,189942810000.0
2092.0,95660370000.0,120211500000.0,218463000000.0,45513474000.0,67431470000.0,36014068000.0,186200210000.0,81469340000.0,249271010000.0,52972753000.0,186718700000.0
2093.0,93463090000.0,114084580000.0,213544370000.0,44059107000.0,64019665000.0,34345329000.0,183236260000.0,79179710000.0,245624400000.0,51666747000.0,182583890000.0
2094.0,91562340000.0,110015180000.0,211481640000.0,42457965000.0,63709660000.0,33422545000.0,177320600000.0,77889070000.0,244733800000.0,50184060000.0,179410040000.0
2095.0,86790234000.0,107910240000.0,211588960000.0,41108050000.0,60649763000.0,31848819000.0,172167820000.0,77250494000.0,243533050000.0,48074805000.0,170214470000.0
2096.0,84521540000.0,103049314000.0,211804980000.0,39896486000.0,58576536000.0,30990406000.0,167445680000.0,74468400000.0,239476130000.0,46085420000.0,163725930000.0
2097.0,81013050000.0,97965900000.0,209003950000.0,38952505000.0,55338394000.0,29208480000.0,162549810000.0,72137500000.0,239402400000.0,42571740000.0,157199430000.0
2098.0,77243790000.0,96012570000.0,206817400000.0,38434525000.0,52362040000.0,27766075000.0,161176160000.0,69114300000.0,234652070000.0,40175485000.0,155078890000.0
2099.0,74526654000.0,92156510000.0,206619300000.0,37047300000.0,51188760000.0,26640177000.0,155125740000.0,67281950000.0,227602370000.0,38913270000.0,152074030000.0
2100.0,71906160000.0,89843670000.0,201224340000.0,35948253000.0,50083353000.0,25296650000.0,148923710000.0,65311330000.0,224697970000.0,36837070000.0,145401180000.0
