time,CNRM-ESM2-1,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,KACE-1-0-G,EC-EARTH3,MIROC6,TAIESM1,MPI-ESM1-2-HR,CNRM-CM6-1,IPSL-CM6A-LR,IITM-ESM,CANESM5,CESM2-WACCM
2021.0,33684824000.0,33657289000.0,33686567000.0,33689004000.0,33696799000.0,33678200000.0,33682383000.0,33691310000.0,33722022000.0,33858478000.0,33701767000.0,33700776000.0,33678954000.0,33703248000.0
2022.0,33737376000.0,33613664000.0,33729354000.0,33677085000.0,33682299000.0,33664905000.0,33667248000.0,33651216000.0,33698170000.0,33731647000.0,33715420000.0,33690620000.0,33646348000.0,33683300000.0
2023.0,33660527000.0,33562124000.0,33672702000.0,33653289000.0,33712546000.0,33632393000.0,33659134000.0,33633647000.0,33712636000.0,33683325000.0,33791474000.0,33684230000.0,33595726000.0,33679526000.0
2024.0,33673980000.0,33511380000.0,33671078000.0,33602339000.0,33707407000.0,33580343000.0,33654964000.0,33597678000.0,33753958000.0,33668692000.0,33745777000.0,33677783000.0,33537229000.0,33663685000.0
2025.0,33650463000.0,33446687000.0,33644253000.0,33575449000.0,33684179000.0,33478705000.0,33633554000.0,33567377000.0,33694058000.0,33666259000.0,33786680000.0,33664975000.0,33440516000.0,33654393000.0
2026.0,33682740000.0,33376193000.0,33640372000.0,33544475000.0,33631574000.0,33362905000.0,33614746000.0,33531360000.0,33698191000.0,33634054000.0,33907958000.0,33652212000.0,33305645000.0,33653522000.0
2027.0,33716394000.0,33282550000.0,33613562000.0,33511530000.0,33603004000.0,33274354000.0,33590776000.0,33512063000.0,33684464000.0,33630396000.0,33689979000.0,33685027000.0,33121878000.0,33647827000.0
2028.0,33631164000.0,33107479000.0,33603023000.0,33452590000.0,33542620000.0,33205223000.0,33593709000.0,33436037000.0,33648828000.0,33634587000.0,33661747000.0,33639225000.0,32968843000.0,33674310000.0
2029.0,33612659000.0,32919222000.0,33589715000.0,33406440000.0,33508321000.0,32966154000.0,33606834000.0,33380227000.0,33618430000.0,33627642000.0,33648250000.0,33665268000.0,32755962000.0,33638384000.0
2030.0,33577593000.0,32708260000.0,33551366000.0,33347105000.0,33416970000.0,32789092000.0,33529330000.0,33324458000.0,33614815000.0,33588584000.0,33604979000.0,33598773000.0,32564838000.0,33609503000.0
2031.0,33543944000.0,32508920000.0,33531010000.0,33302730000.0,33344758000.0,32543270000.0,33500258000.0,33286148000.0,33583264000.0,33580593000.0,33573122000.0,33603717000.0,32269420000.0,33578535000.0
2032.0,33529836000.0,32207172000.0,33517113000.0,33251152000.0,33214660000.0,32260493000.0,33505858000.0,33165271000.0,33567195000.0,33574296000.0,33551130000.0,33577134000.0,32050080000.0,33560918000.0
2033.0,33541011000.0,31909865000.0,33497096000.0,33169340000.0,33142577000.0,31929940000.0,33468744000.0,33061138000.0,33555296000.0,33543768000.0,33534069000.0,33565055000.0,31780796000.0,33543465000.0
2034.0,33492249000.0,31561746000.0,33473290000.0,33104042000.0,33055476000.0,31505940000.0,33450625000.0,32960088000.0,33533493000.0,33522221000.0,33560291000.0,33548333000.0,31462834000.0,33531271000.0
2035.0,33471654000.0,31255220000.0,33461311000.0,32978930000.0,32902920000.0,31069493000.0,33416542000.0,32805450000.0,33518879000.0,33492775000.0,33471457000.0,33615747000.0,31091542000.0,33520333000.0
2036.0,33455987000.0,30918224000.0,33454776000.0,32865680000.0,32747653000.0,30584750000.0,33380581000.0,32705483000.0,33491855000.0,33477882000.0,33446984000.0,33566503000.0,30732200000.0,33485630000.0
2037.0,33417947000.0,30495201000.0,33430647000.0,32756040000.0,32582402000.0,30070860000.0,33305230000.0,32579234000.0,33462050000.0,33457816000.0,33421590000.0,33536428000.0,30208283000.0,33464277000.0
2038.0,33352825000.0,30028915000.0,33414824000.0,32627655000.0,32463835000.0,29610858000.0,33247570000.0,32392178000.0,33425408000.0,33382738000.0,33436424000.0,33508082000.0,29596869000.0,33430640000.0
2039.0,33332505000.0,29484358000.0,33367212000.0,32450474000.0,32335400000.0,29155800000.0,33162293000.0,32129819000.0,33380676000.0,33356180000.0,33370968000.0,33485898000.0,28915489000.0,33404953000.0
2040.0,33392314000.0,28912843000.0,33307863000.0,32182004000.0,32149813000.0,28511898000.0,33071378000.0,31900256000.0,33335708000.0,33327487000.0,33276908000.0,33473993000.0,28346954000.0,33376375000.0
2041.0,33412411000.0,28146618000.0,33333897000.0,31955950000.0,31970075000.0,28010897000.0,32953354000.0,31695630000.0,33243107000.0,33305539000.0,33250632000.0,33467437000.0,27851438000.0,33298606000.0
2042.0,33329707000.0,27523250000.0,33406196000.0,31650238000.0,31763128000.0,27384156000.0,32862833000.0,31421700000.0,33152807000.0,33283422000.0,33171487000.0,33417990000.0,27299123000.0,33253090000.0
2043.0,33317706000.0,27033367000.0,33270180000.0,31452029000.0,31663124000.0,26772277000.0,32782080000.0,31238904000.0,33050452000.0,33273633000.0,33107606000.0,33415709000.0,26732130000.0,33203250000.0
2044.0,33327262000.0,26501040000.0,33207083000.0,31147274000.0,31503820000.0,26052307000.0,32684590000.0,30826543000.0,33003014000.0,33159168000.0,32973590000.0,33379424000.0,26121638000.0,33164380000.0
2045.0,33336994000.0,25880822000.0,33194828000.0,30895250000.0,31271993000.0,25362674000.0,32601549000.0,30493198000.0,32949492000.0,33084449000.0,32910086000.0,33365826000.0,25479078000.0,33099082000.0
2046.0,33277088000.0,25200632000.0,33156284000.0,30480316000.0,31038398000.0,24568142000.0,32476746000.0,30163896000.0,32874110000.0,33039047000.0,32753019000.0,33325031000.0,24764750000.0,33044115000.0
2047.0,33249860000.0,24539770000.0,33128618000.0,30178430000.0,30748840000.0,23909351000.0,32291312000.0,29700532000.0,32774710000.0,32937810000.0,32642077000.0,33293810000.0,24189997000.0,32982946000.0
2048.0,33188198000.0,23851454000.0,33116190000.0,29779526000.0,30478346000.0,23231418000.0,32175507000.0,29320567000.0,32711494000.0,32856631000.0,32494797000.0,33256342000.0,23578923000.0,32948510000.0
2049.0,33162078000.0,23088982000.0,32999885000.0,29460996000.0,30157940000.0,22314940000.0,31958458000.0,28870205000.0,32589277000.0,32762186000.0,32382826000.0,33247380000.0,23061058000.0,32822024000.0
2050.0,33096385000.0,22335721000.0,32946858000.0,28984500000.0,29802613000.0,21606752000.0,31726287000.0,28527487000.0,32534448000.0,32668905000.0,32251840000.0,33204780000.0,22523144000.0,32815954000.0
2051.0,33036958000.0,21528111000.0,32891095000.0,28741118000.0,29547905000.0,20849572000.0,31502977000.0,28082797000.0,32465494000.0,32571017000.0,32102377000.0,33147562000.0,22008386000.0,32714027000.0
2052.0,33000591000.0,20572450000.0,32847944000.0,28356395000.0,29294107000.0,20122786000.0,31257442000.0,27623363000.0,32374760000.0,32472052000.0,31936143000.0,33081754000.0,21454252000.0,32632461000.0
2053.0,32933675000.0,19561200000.0,32764547000.0,27933080000.0,28956772000.0,19462855000.0,31007355000.0,27227752000.0,32210057000.0,32383857000.0,31702820000.0,33040170000.0,20824158000.0,32574403000.0
2054.0,32863545000.0,18565710000.0,32694470000.0,27649343000.0,28647600000.0,18803431000.0,30584572000.0,26741445000.0,32090560000.0,32234380000.0,31513313000.0,32984474000.0,20238264000.0,32433586000.0
2055.0,32800387000.0,17496728000.0,32633037000.0,27237706000.0,28286847000.0,18092200000.0,30144557000.0,26152784000.0,31975856000.0,32109910000.0,31355843000.0,32970906000.0,19655199000.0,32314024000.0
2056.0,32720525000.0,16573345000.0,32494893000.0,26878456000.0,28002544000.0,17484098000.0,29780320000.0,25666550000.0,31834150000.0,32014430000.0,31105145000.0,32923904000.0,19053316000.0,32205984000.0
2057.0,32648303000.0,15486934000.0,32427176000.0,26550254000.0,27719967000.0,16812662000.0,29466542000.0,25297773000.0,31732978000.0,31768330000.0,30921951000.0,32889300000.0,18352280000.0,32147167000.0
2058.0,32603220000.0,14587038000.0,32404767000.0,26191626000.0,27405660000.0,16172548000.0,29072804000.0,24793233000.0,31643333000.0,31559832000.0,30651482000.0,32844773000.0,17512540000.0,31978668000.0
2059.0,32482953000.0,13807546000.0,32366438000.0,25903864000.0,27017382000.0,15544239000.0,28590942000.0,24269509000.0,31474563000.0,31296360000.0,30370870000.0,32793256000.0,16969117000.0,31854346000.0
2060.0,32396159000.0,12963835000.0,32294880000.0,25474064000.0,26695550000.0,14875085000.0,28142109000.0,23647603000.0,31337708000.0,31063953000.0,30074830000.0,32762470000.0,16362528000.0,31665148000.0
2061.0,32321614000.0,11975581000.0,32242268000.0,25031492000.0,26230944000.0,14192476000.0,27731059000.0,23045413000.0,31214776000.0,30678383000.0,29849514000.0,32738537000.0,15769561000.0,31509406000.0
2062.0,32205801000.0,11051379000.0,32129055000.0,24607750000.0,25823440000.0,13527510000.0,27242332000.0,22590566000.0,31104565000.0,30283166000.0,29509237000.0,32643350000.0,15330207000.0,31342550000.0
2063.0,32042682000.0,10002731000.0,31996156000.0,24123666000.0,25410963000.0,13161641000.0,26843263000.0,22202026000.0,30934716000.0,29898980000.0,29209602000.0,32609964000.0,14768130000.0,31155098000.0
2064.0,31909962000.0,8951188000.0,31867445000.0,23670813000.0,24892692000.0,12609184000.0,26463457000.0,21763946000.0,30731057000.0,29448862000.0,28948744000.0,32579873000.0,14027198000.0,30984200000.0
2065.0,31753935000.0,8035857000.0,31778433000.0,23318469000.0,24454476000.0,12079408000.0,26083030000.0,21270084000.0,30589684000.0,29124258000.0,28717574000.0,32529103000.0,13197342000.0,30818865000.0
2066.0,31520750000.0,7051158000.0,31669178000.0,22981802000.0,24073167000.0,11574108000.0,25729580000.0,20728870000.0,30410215000.0,28855982000.0,28548630000.0,32465328000.0,12448955000.0,30515560000.0
2067.0,31329853000.0,6161372700.0,31563792000.0,22608667000.0,23711863000.0,10988822000.0,25319842000.0,20254990000.0,30287002000.0,28392294000.0,28171282000.0,32416807000.0,11821494000.0,30264807000.0
2068.0,31175004000.0,5309643300.0,31402445000.0,22231600000.0,23257975000.0,10270280000.0,24750172000.0,19788696000.0,30048420000.0,28012670000.0,27877577000.0,32346206000.0,11105069000.0,30082013000.0
2069.0,30974368000.0,4349217300.0,31285934000.0,21774820000.0,22692650000.0,9692451000.0,24119228000.0,19126780000.0,29905009000.0,27625000000.0,27561863000.0,32271137000.0,10450886000.0,29909480000.0
2070.0,30738227000.0,3672727300.0,31199977000.0,21392157000.0,22203673000.0,9009202000.0,23505060000.0,18355337000.0,29685970000.0,27204784000.0,27042670000.0,32162367000.0,9732390000.0,29719200000.0
2071.0,30496934000.0,3030539000.0,31025869000.0,21037400000.0,21734207000.0,8390341600.0,22958895000.0,17675962000.0,29482443000.0,26577363000.0,26729400000.0,32085733000.0,9014934000.0,29488351000.0
2072.0,30220329000.0,2628529000.0,30907306000.0,20624550000.0,21278058000.0,7817576400.0,22440917000.0,17041352000.0,29336803000.0,26113085000.0,26350035000.0,32023044000.0,8229659000.0,29228587000.0
2073.0,29915700000.0,2163967200.0,30797728000.0,20239727000.0,20843454000.0,6954116000.0,21989753000.0,16256080000.0,29076056000.0,25510450000.0,25886743000.0,31931453000.0,7694334000.0,28985324000.0
2074.0,29517083000.0,1723055100.0,30644097000.0,19969837000.0,20422332000.0,6382844400.0,21470933000.0,15609497000.0,28764768000.0,24927433000.0,25533456000.0,31828670000.0,7244452000.0,28667234000.0
2075.0,29257112000.0,1485148900.0,30531222000.0,19545390000.0,20017957000.0,5973152000.0,21025806000.0,14934033000.0,28482492000.0,24269361000.0,25083034000.0,31764347000.0,6805307400.0,28339706000.0
2076.0,28954941000.0,1210194300.0,30374093000.0,19160520000.0,19551547000.0,5412881000.0,20597574000.0,14191483000.0,28208974000.0,23613704000.0,24700109000.0,31641172000.0,6480491500.0,28006906000.0
2077.0,28604609000.0,925811840.0,30204190000.0,18677156000.0,19140846000.0,4955968000.0,20165183000.0,13532634000.0,27882240000.0,23103280000.0,24404423000.0,31515220000.0,5993101300.0,27713927000.0
2078.0,28302893000.0,695905800.0,30093543000.0,18319983000.0,18690304000.0,4588770000.0,19645616000.0,12952415000.0,27593552000.0,22440680000.0,24105234000.0,31369888000.0,5539262500.0,27311553000.0
2079.0,27875030000.0,549451200.0,29919138000.0,17828874000.0,18203783000.0,4116493800.0,19125787000.0,12300957000.0,27325698000.0,21827290000.0,23652377000.0,31270162000.0,5247009000.0,26957076000.0
2080.0,27567297000.0,434941820.0,29774570000.0,17429467000.0,17760563000.0,3638419000.0,18622052000.0,11572453000.0,27070632000.0,21109582000.0,23396016000.0,31097820000.0,4927147500.0,26670230000.0
2081.0,27078300000.0,314924960.0,29587743000.0,16977625000.0,17307169000.0,3211506400.0,18089878000.0,10787137000.0,26676697000.0,20380211000.0,22864626000.0,30976809000.0,4605009400.0,26315794000.0
2082.0,26545312000.0,217001660.0,29416350000.0,16637418000.0,16797583000.0,2892689000.0,17592734000.0,10081757000.0,26304490000.0,19760050000.0,22337841000.0,30874083000.0,4324816000.0,25984197000.0
2083.0,25876480000.0,134041470.0,29224583000.0,16180957000.0,16289553000.0,2465104000.0,16935203000.0,9403546000.0,25774803000.0,19101596000.0,21764237000.0,30706518000.0,4059672800.0,25530160000.0
2084.0,25162815000.0,94682670.0,29023365000.0,15872190000.0,15804180000.0,2074103300.0,16247308000.0,8661502000.0,25493932000.0,18456523000.0,21295909000.0,30562167000.0,3815161900.0,25001100000.0
2085.0,24318226000.0,75007150.0,28793448000.0,15512170000.0,15205787000.0,1857879000.0,15522999000.0,8195181600.0,25008574000.0,17697956000.0,20806664000.0,30432674000.0,3553609200.0,24381286000.0
2086.0,23641050000.0,36234572.0,28642816000.0,15056738000.0,14670666000.0,1658432300.0,14763729000.0,7572086300.0,24575984000.0,16847737000.0,20213797000.0,30277202000.0,3236595200.0,23903580000.0
2087.0,22979363000.0,13396961.0,28386990000.0,14661216000.0,14226958000.0,1329241600.0,13912216000.0,7056737300.0,24270641000.0,16250443000.0,19361262000.0,30106227000.0,2925395000.0,23436673000.0
2088.0,22312835000.0,11782168.0,28185864000.0,14241167000.0,13812804000.0,1104745300.0,13200372000.0,6782566400.0,23960060000.0,15366018000.0,18811280000.0,30041230000.0,2673975800.0,22885157000.0
2089.0,21605966000.0,10680637.0,27918560000.0,13716940000.0,13419662000.0,887216060.0,12516042000.0,6401066500.0,23624956000.0,14473526000.0,18254068000.0,29835620000.0,2319363000.0,22352760000.0
2090.0,20767703000.0,9750267.0,27685292000.0,13312978000.0,12933276000.0,729664830.0,11774064000.0,6087429000.0,23248073000.0,13564593000.0,17630538000.0,29675088000.0,2077446400.0,21900573000.0
2091.0,19818200000.0,8811171.0,27347956000.0,12799919000.0,12451463000.0,603195600.0,11070534000.0,5663850000.0,22895385000.0,12546052000.0,17189091000.0,29495652000.0,1835765100.0,21437385000.0
2092.0,18948338000.0,8511365.0,27078726000.0,12351706000.0,12017961000.0,482630340.0,10411054000.0,5379584500.0,22628940000.0,11470338000.0,16719646000.0,29356622000.0,1536687900.0,20983261000.0
2093.0,17850057000.0,7950831.0,26682050000.0,11857507000.0,11461276000.0,268328380.0,9819928000.0,4858403300.0,22419882000.0,10436221000.0,16258308000.0,29135130000.0,1335847600.0,20463815000.0
2094.0,16868243000.0,7271356.5,26346920000.0,11406554000.0,11012430000.0,141293380.0,9268876000.0,4433089000.0,22148563000.0,9298650000.0,15785095000.0,28965394000.0,1198690800.0,19789580000.0
2095.0,15889718000.0,7077544.0,26110757000.0,10969409000.0,10511465000.0,97280200.0,8686761000.0,4039801900.0,21778282000.0,8397082000.0,15331958000.0,28789295000.0,1020160300.0,19148691000.0
2096.0,14706120000.0,6723617.5,25907313000.0,10562907000.0,9865366000.0,86302060.0,8117044000.0,3732185300.0,21333205000.0,7615752000.0,14825172000.0,28550203000.0,911747840.0,18635885000.0
2097.0,13692978000.0,6387717.5,25629985000.0,10152066000.0,9206467000.0,73282530.0,7650461000.0,3405256400.0,20992215000.0,6798497000.0,14496842000.0,28387502000.0,788658560.0,18159233000.0
2098.0,12666105000.0,6017011.5,25325080000.0,9684615000.0,8526936000.0,62792584.0,7119040000.0,3103681800.0,20679043000.0,6112975000.0,14024429000.0,28205455000.0,720493060.0,17642201000.0
2099.0,11702448000.0,5892243.5,25075382000.0,9362007000.0,8115310600.0,46683212.0,6687038500.0,2790739000.0,20314747000.0,5533198000.0,13619056000.0,27990415000.0,653522900.0,17210032000.0
2100.0,10573164000.0,5637607.5,24635615000.0,9037625000.0,7607530000.0,3301382.8,6307529700.0,2410478000.0,19881011000.0,5103500000.0,13121443000.0,27700554000.0,590192000.0,16626395000.0
