time,MPI-ESM1-2-HR,UKESM1-0-LL,CNRM-ESM2-1,IITM-ESM,EC-EARTH3,GFDL-ESM4,CNRM-CM6-1,KACE-1-0-G,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,MIROC6,TAIESM1,CESM2-WACCM
2016.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0
2017.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0
2018.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0
2019.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0
2020.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0
2021.0,3524094600000.0,3512294700000.0,3523253400000.0,3536149500000.0,3486894500000.0,3520794200000.0,3533394400000.0,3555783000000.0,3507999700000.0,3474945000000.0,3526412700000.0,3508034300000.0,3515384300000.0,3520294800000.0
2022.0,3504872000000.0,3492087900000.0,3520991300000.0,3540402300000.0,3443548200000.0,3502074200000.0,3520294800000.0,3576822800000.0,3473368000000.0,3420484800000.0,3520446300000.0,3500446000000.0,3484153000000.0,3500551200000.0
2023.0,3496387800000.0,3455543700000.0,3512822000000.0,3540439000000.0,3384161000000.0,3487934400000.0,3516819300000.0,3588624500000.0,3432818700000.0,3363342600000.0,3508895700000.0,3494403400000.0,3449446200000.0,3478233000000.0
2024.0,3487372700000.0,3417317300000.0,3497082000000.0,3529307300000.0,3316808200000.0,3480318600000.0,3499576000000.0,3617728200000.0,3427427700000.0,3324371800000.0,3500785500000.0,3492002000000.0,3425505600000.0,3446659000000.0
2025.0,3470798400000.0,3369817000000.0,3484906700000.0,3510928100000.0,3274349000000.0,3472966300000.0,3477738600000.0,3640252400000.0,3393093600000.0,3271291800000.0,3475621800000.0,3485119800000.0,3400684300000.0,3419062700000.0
2026.0,3453558500000.0,3330648000000.0,3479992300000.0,3490687000000.0,3215807700000.0,3459840500000.0,3474324200000.0,3674147000000.0,3363425500000.0,3232068300000.0,3456189000000.0,3476936700000.0,3381576600000.0,3394200700000.0
2027.0,3432166000000.0,3272718400000.0,3477004000000.0,3490873600000.0,3165138700000.0,3440226000000.0,3455839000000.0,3691013700000.0,3327906800000.0,3176530700000.0,3453688500000.0,3459081800000.0,3360325600000.0,3369632800000.0
2028.0,3410498700000.0,3242713400000.0,3481363300000.0,3479045400000.0,3105992500000.0,3415348600000.0,3444393600000.0,3726026500000.0,3295352500000.0,3130655500000.0,3440935700000.0,3441560400000.0,3316777700000.0,3350171500000.0
2029.0,3389099600000.0,3205779200000.0,3472207000000.0,3459469000000.0,3032535000000.0,3399242500000.0,3441517100000.0,3743808500000.0,3268970300000.0,3074808600000.0,3435533200000.0,3445419700000.0,3295018700000.0,3333557000000.0
2030.0,3368273600000.0,3175438400000.0,3456450700000.0,3444072800000.0,2956975400000.0,3384398800000.0,3438971500000.0,3755992000000.0,3249741000000.0,3020805000000.0,3424053600000.0,3433451000000.0,3274467000000.0,3312721000000.0
2031.0,3355223000000.0,3139901800000.0,3441099000000.0,3421942800000.0,2908483500000.0,3380375200000.0,3435395800000.0,3769416800000.0,3226212800000.0,2953390300000.0,3410005600000.0,3423526000000.0,3242680400000.0,3290650400000.0
2032.0,3348607800000.0,3084985600000.0,3431790800000.0,3417252800000.0,2856927000000.0,3363573000000.0,3414875000000.0,3796047500000.0,3186113000000.0,2881308600000.0,3384278300000.0,3418534200000.0,3215251200000.0,3261150000000.0
2033.0,3328864200000.0,3051771100000.0,3432146500000.0,3401631100000.0,2785363400000.0,3347394300000.0,3403126400000.0,3819877700000.0,3165781500000.0,2820218000000.0,3352183200000.0,3408305800000.0,3189433200000.0,3248808800000.0
2034.0,3317269800000.0,3021308700000.0,3417435500000.0,3388627200000.0,2721714800000.0,3338612800000.0,3394715000000.0,3848565700000.0,3138972800000.0,2756681000000.0,3337709200000.0,3397815400000.0,3167115300000.0,3242043400000.0
2035.0,3308400100000.0,2987206000000.0,3413286600000.0,3375690700000.0,2669423000000.0,3312906400000.0,3378299800000.0,3874398400000.0,3101900400000.0,2709793500000.0,3320991400000.0,3382560400000.0,3133500000000.0,3220884700000.0
2036.0,3296604500000.0,2955862000000.0,3410897400000.0,3363383000000.0,2606270800000.0,3304003000000.0,3375060700000.0,3894671800000.0,3075505700000.0,2667025000000.0,3291306500000.0,3374190700000.0,3102947400000.0,3205985700000.0
2037.0,3291032600000.0,2931151900000.0,3407614000000.0,3338479000000.0,2540615800000.0,3292175300000.0,3367681700000.0,3923240800000.0,3056403200000.0,2602331500000.0,3278259000000.0,3362120500000.0,3059611600000.0,3177368000000.0
2038.0,3280640000000.0,2904587000000.0,3411311600000.0,3324430000000.0,2484598000000.0,3275400400000.0,3358361400000.0,3943875700000.0,3031581300000.0,2544135000000.0,3259476200000.0,3346223600000.0,3010546600000.0,3159474300000.0
2039.0,3265240200000.0,2872099000000.0,3405719000000.0,3317227800000.0,2441508800000.0,3257981700000.0,3346310400000.0,3969055700000.0,3007856500000.0,2500464200000.0,3239859700000.0,3327124600000.0,2985389500000.0,3132512800000.0
2040.0,3253287300000.0,2817495000000.0,3397823800000.0,3312158500000.0,2385807700000.0,3248538000000.0,3323795900000.0,3997104000000.0,2975973500000.0,2456621000000.0,3218360000000.0,3323492600000.0,2949257000000.0,3102252000000.0
2041.0,3242685600000.0,2786427100000.0,3380381700000.0,3299764300000.0,2329189000000.0,3233321300000.0,3313771000000.0,4018837700000.0,2930973000000.0,2400011700000.0,3216612300000.0,3318580500000.0,2917151500000.0,3068048000000.0
2042.0,3231215800000.0,2753499800000.0,3379343400000.0,3263442500000.0,2282839600000.0,3225853400000.0,3302601800000.0,4049124000000.0,2904799000000.0,2362785400000.0,3206168000000.0,3306764000000.0,2882409900000.0,3046105400000.0
2043.0,3230478400000.0,2714987000000.0,3371436000000.0,3234815800000.0,2243068000000.0,3210320300000.0,3293703800000.0,4076583300000.0,2881652000000.0,2313941700000.0,3196256300000.0,3284031200000.0,2830539700000.0,3022423000000.0
2044.0,3219463900000.0,2669303000000.0,3369751500000.0,3209309000000.0,2192596000000.0,3195178800000.0,3278589400000.0,4115539200000.0,2859777400000.0,2263357800000.0,3193739700000.0,3261790400000.0,2783343000000.0,2991413000000.0
2045.0,3208762400000.0,2633113800000.0,3365111000000.0,3185785400000.0,2160160000000.0,3185978600000.0,3279873600000.0,4144382300000.0,2842631300000.0,2207847000000.0,3185281300000.0,3240007300000.0,2735130800000.0,2965680400000.0
2046.0,3194270300000.0,2593988500000.0,3355416500000.0,3153141200000.0,2118149700000.0,3169515700000.0,3273764600000.0,4172162300000.0,2805300500000.0,2141109200000.0,3161638300000.0,3237179600000.0,2680189400000.0,2938542200000.0
2047.0,3184232800000.0,2537318500000.0,3358192300000.0,3133665400000.0,2064271900000.0,3161966000000.0,3271450000000.0,4191041000000.0,2777339000000.0,2082934200000.0,3151056000000.0,3226407500000.0,2630679300000.0,2908678800000.0
2048.0,3170813600000.0,2499824600000.0,3354787000000.0,3116164700000.0,2006127700000.0,3149567400000.0,3265961400000.0,4207608900000.0,2746400000000.0,2017927100000.0,3124540000000.0,3216748000000.0,2601022000000.0,2866888000000.0
2049.0,3153485400000.0,2461671600000.0,3349500400000.0,3096773000000.0,1958280200000.0,3133187800000.0,3273284000000.0,4239432400000.0,2728344700000.0,1961572300000.0,3106164400000.0,3210076500000.0,2563545800000.0,2849306000000.0
2050.0,3133174700000.0,2430110800000.0,3341920800000.0,3086382800000.0,1910665500000.0,3126715000000.0,3252279300000.0,4266321200000.0,2702963600000.0,1909524900000.0,3091706200000.0,3197140700000.0,2532050700000.0,2822074800000.0
2051.0,3108875500000.0,2370371800000.0,3326798200000.0,3070529000000.0,1859105000000.0,3115141800000.0,3240037400000.0,4280578200000.0,2687442400000.0,1857380400000.0,3071117000000.0,3182130600000.0,2495250000000.0,2810893600000.0
2052.0,3089106000000.0,2326248800000.0,3318476700000.0,3036905700000.0,1819467700000.0,3098741300000.0,3234750500000.0,4307226200000.0,2668249700000.0,1819852000000.0,3049900200000.0,3161271800000.0,2464082300000.0,2795700500000.0
2053.0,3079663000000.0,2289429400000.0,3305974500000.0,2996881900000.0,1776202500000.0,3094463400000.0,3226893800000.0,4329127800000.0,2645377200000.0,1776934700000.0,3028193600000.0,3156650000000.0,2430822800000.0,2777096000000.0
2054.0,3076559500000.0,2248248000000.0,3305885100000.0,2968473300000.0,1732447000000.0,3074042000000.0,3209339300000.0,4354940900000.0,2621695600000.0,1730841300000.0,3012113000000.0,3156259400000.0,2389428700000.0,2767635000000.0
2055.0,3068123200000.0,2211649000000.0,3294524300000.0,2933325000000.0,1690671000000.0,3067275000000.0,3198962600000.0,4376851000000.0,2602756000000.0,1686240000000.0,2994974500000.0,3135918300000.0,2361035600000.0,2760986000000.0
2056.0,3053829200000.0,2180979800000.0,3292205400000.0,2915887500000.0,1653723500000.0,3058588000000.0,3191989300000.0,4402247000000.0,2590291300000.0,1643742200000.0,2977028000000.0,3118284000000.0,2321620000000.0,2744876300000.0
2057.0,3039565700000.0,2152267000000.0,3284715400000.0,2897431200000.0,1618412400000.0,3043990000000.0,3180789200000.0,4434948000000.0,2573034600000.0,1602424400000.0,2950961300000.0,3091867600000.0,2299172500000.0,2731244000000.0
2058.0,3038671300000.0,2118936000000.0,3278892200000.0,2872297400000.0,1577419700000.0,3036289200000.0,3170657400000.0,4460186000000.0,2549090000000.0,1558173700000.0,2938512000000.0,3083429700000.0,2269283400000.0,2720179000000.0
2059.0,3031470700000.0,2079190300000.0,3273366000000.0,2868457200000.0,1552620600000.0,3032660000000.0,3163625400000.0,4492085000000.0,2531464000000.0,1514205500000.0,2916270200000.0,3064312400000.0,2235292000000.0,2707806200000.0
2060.0,3009076000000.0,2057739200000.0,3267775400000.0,2849065100000.0,1526171800000.0,3027891700000.0,3150078000000.0,4514006400000.0,2524054300000.0,1466808500000.0,2897210500000.0,3051978200000.0,2208795500000.0,2703204300000.0
2061.0,2993134800000.0,2018630200000.0,3260889400000.0,2831787000000.0,1497386700000.0,3006252000000.0,3136378400000.0,4535343400000.0,2500395500000.0,1429195600000.0,2879301000000.0,3035711700000.0,2183675500000.0,2701613600000.0
2062.0,2975665000000.0,1984983100000.0,3262161000000.0,2810810700000.0,1475384200000.0,2993138400000.0,3134845600000.0,4567039000000.0,2479338000000.0,1385506400000.0,2859665000000.0,3010385100000.0,2160154500000.0,2688644300000.0
2063.0,2969190000000.0,1953530100000.0,3251497300000.0,2780975300000.0,1450126500000.0,2977236000000.0,3122991700000.0,4597966000000.0,2460043200000.0,1343155200000.0,2837149000000.0,2979624600000.0,2122515500000.0,2683026800000.0
2064.0,2957048500000.0,1918030600000.0,3242565800000.0,2762173000000.0,1423756800000.0,2965316800000.0,3120825000000.0,4612248600000.0,2443898800000.0,1304741800000.0,2808313500000.0,2954492600000.0,2099939000000.0,2680827000000.0
2065.0,2945127300000.0,1884953000000.0,3236039200000.0,2738435400000.0,1399605700000.0,2957675300000.0,3119497600000.0,4635555000000.0,2435646000000.0,1270656000000.0,2790973500000.0,2944928600000.0,2083613000000.0,2674029500000.0
2066.0,2939111900000.0,1857632300000.0,3226113100000.0,2716220000000.0,1377508500000.0,2937156000000.0,3102246200000.0,4650770000000.0,2429064600000.0,1232302100000.0,2767988500000.0,2934626800000.0,2065280400000.0,2659012300000.0
2067.0,2927673200000.0,1821002000000.0,3215836300000.0,2697188900000.0,1345959500000.0,2916452700000.0,3092276000000.0,4686699000000.0,2419642300000.0,1196735900000.0,2746093100000.0,2923630000000.0,2047699600000.0,2658127600000.0
2068.0,2911126200000.0,1788324900000.0,3213564000000.0,2675878100000.0,1316949900000.0,2902430300000.0,3079511200000.0,4719681500000.0,2411396000000.0,1163804400000.0,2729551600000.0,2908547200000.0,2019401900000.0,2651041300000.0
2069.0,2901922300000.0,1754907300000.0,3218666400000.0,2675785300000.0,1291326600000.0,2892025300000.0,3063317300000.0,4745381500000.0,2398634600000.0,1129376500000.0,2716995700000.0,2892811700000.0,2011728000000.0,2647925500000.0
2070.0,2890673000000.0,1718601300000.0,3223081200000.0,2679893000000.0,1263707100000.0,2878199000000.0,3047464000000.0,4774921000000.0,2384216000000.0,1095656200000.0,2704548300000.0,2892911300000.0,1982484800000.0,2653272700000.0
2071.0,2883357500000.0,1690441100000.0,3229025600000.0,2659007300000.0,1233934100000.0,2870466300000.0,3035027500000.0,4798484600000.0,2377295000000.0,1054045630000.0,2689957000000.0,2885130600000.0,1965343000000.0,2657586200000.0
2072.0,2875476000000.0,1658865500000.0,3221695000000.0,2640884800000.0,1206642700000.0,2861819800000.0,3026278700000.0,4822633300000.0,2364400000000.0,1021568100000.0,2675240300000.0,2871149200000.0,1941063900000.0,2652353900000.0
2073.0,2866686200000.0,1629642800000.0,3215177300000.0,2623657200000.0,1187749000000.0,2846491700000.0,3025183700000.0,4856299400000.0,2353517600000.0,993472100000.0,2652059700000.0,2854672400000.0,1919207700000.0,2650538800000.0
2074.0,2855751000000.0,1596516200000.0,3203513700000.0,2601104700000.0,1166059900000.0,2844435000000.0,3022806800000.0,4884685400000.0,2341645600000.0,963335550000.0,2647640000000.0,2831278100000.0,1897778000000.0,2643249000000.0
2075.0,2846873600000.0,1562032700000.0,3197518500000.0,2571905300000.0,1138638600000.0,2840471000000.0,3016793500000.0,4917192000000.0,2333731000000.0,931163100000.0,2638418300000.0,2826170800000.0,1876962200000.0,2639265000000.0
2076.0,2840017200000.0,1521151000000.0,3195940000000.0,2550977500000.0,1116263400000.0,2832193300000.0,3012345000000.0,4949746000000.0,2331383200000.0,891393100000.0,2619486500000.0,2818964500000.0,1854959400000.0,2637643000000.0
2077.0,2834719000000.0,1480823700000.0,3198245100000.0,2540414700000.0,1092353500000.0,2825509100000.0,3001338000000.0,4973608300000.0,2325146500000.0,854342100000.0,2605867300000.0,2816466500000.0,1826270600000.0,2636249800000.0
2078.0,2827190300000.0,1451656000000.0,3194555000000.0,2518506500000.0,1070602600000.0,2812830800000.0,2984537000000.0,4998206000000.0,2322914600000.0,817706430000.0,2594218000000.0,2807935800000.0,1805510500000.0,2623494700000.0
2079.0,2817018000000.0,1413300500000.0,3199026900000.0,2485608500000.0,1043198300000.0,2809267000000.0,2972067800000.0,5022656000000.0,2315923500000.0,784252800000.0,2583055800000.0,2789745600000.0,1774851300000.0,2623688100000.0
2080.0,2790369500000.0,1388566300000.0,3189460000000.0,2467657200000.0,1021676300000.0,2800645800000.0,2965523000000.0,5056507000000.0,2317745400000.0,754687400000.0,2563261000000.0,2786513000000.0,1746283900000.0,2623611000000.0
2081.0,2785638600000.0,1360615700000.0,3177876000000.0,2442132000000.0,999057800000.0,2795847300000.0,2969531300000.0,5070105000000.0,2310110700000.0,725050850000.0,2547912000000.0,2772581200000.0,1711704600000.0,2625308000000.0
2082.0,2776070000000.0,1336782600000.0,3171885300000.0,2432796000000.0,976165000000.0,2783452600000.0,2961732000000.0,5104599600000.0,2310390200000.0,703048650000.0,2534915700000.0,2760800700000.0,1686247400000.0,2639380300000.0
2083.0,2762079700000.0,1299605400000.0,3168172500000.0,2422424500000.0,952659500000.0,2775476600000.0,2944313900000.0,5124783000000.0,2303587500000.0,672556500000.0,2513783500000.0,2755265000000.0,1662772400000.0,2636233600000.0
2084.0,2751429300000.0,1264716300000.0,3151708800000.0,2413653400000.0,930207400000.0,2774027700000.0,2923671600000.0,5155437700000.0,2305422800000.0,643736140000.0,2498797500000.0,2746020300000.0,1653398700000.0,2633654600000.0
2085.0,2744867600000.0,1238351700000.0,3142346000000.0,2404098200000.0,916060400000.0,2768090000000.0,2903952300000.0,5183850400000.0,2307374200000.0,615171000000.0,2475653600000.0,2730158700000.0,1631377800000.0,2630643600000.0
2086.0,2732312500000.0,1209156500000.0,3146305200000.0,2398507200000.0,903923040000.0,2762897000000.0,2885931800000.0,5220117500000.0,2317902000000.0,593617700000.0,2456279600000.0,2712762600000.0,1608776200000.0,2630839200000.0
2087.0,2721091700000.0,1180648900000.0,3128322400000.0,2390306300000.0,892801000000.0,2764155400000.0,2878655400000.0,5242273400000.0,2318774800000.0,571784500000.0,2445522800000.0,2698764600000.0,1590068500000.0,2629720900000.0
2088.0,2711850000000.0,1158398500000.0,3103047500000.0,2369360000000.0,879321940000.0,2761552600000.0,2865050000000.0,5278144700000.0,2307351400000.0,549413750000.0,2434125500000.0,2684576000000.0,1573714700000.0,2628705600000.0
2089.0,2714241900000.0,1140812300000.0,3077095000000.0,2351373500000.0,861715700000.0,2759074800000.0,2860896700000.0,5304094000000.0,2305800000000.0,524755830000.0,2413062300000.0,2675869000000.0,1549808800000.0,2635840600000.0
2090.0,2703647600000.0,1107049700000.0,3076962400000.0,2330068500000.0,845751650000.0,2750875200000.0,2858432000000.0,5336840000000.0,2296436500000.0,499263500000.0,2392975200000.0,2655961000000.0,1533144200000.0,2633566500000.0
2091.0,2700768200000.0,1084148800000.0,3066147600000.0,2306214500000.0,831130500000.0,2734138000000.0,2853633300000.0,5371875300000.0,2295308700000.0,477175350000.0,2377268900000.0,2647666700000.0,1500372400000.0,2635759400000.0
2092.0,2685856400000.0,1051995100000.0,3050768000000.0,2286732400000.0,811798300000.0,2728053000000.0,2846777400000.0,5402039000000.0,2296705000000.0,453160400000.0,2360001000000.0,2647329300000.0,1475677900000.0,2636742700000.0
2093.0,2669060000000.0,1025726350000.0,3038595300000.0,2264782600000.0,799906500000.0,2720668800000.0,2832332500000.0,5431246700000.0,2299305700000.0,437717660000.0,2354675200000.0,2633937700000.0,1464296500000.0,2634156000000.0
2094.0,2666323800000.0,1002427450000.0,3024047000000.0,2253423600000.0,786047000000.0,2720394600000.0,2820289600000.0,5465992000000.0,2293300500000.0,422953000000.0,2334769000000.0,2614749600000.0,1445533600000.0,2635647000000.0
2095.0,2650433000000.0,978996300000.0,3018327000000.0,2230833600000.0,770278950000.0,2701101400000.0,2813879600000.0,5492916600000.0,2287111500000.0,408277600000.0,2327376300000.0,2600020200000.0,1416459300000.0,2637596000000.0
2096.0,2635497200000.0,957566160000.0,3006264800000.0,2214456500000.0,757903000000.0,2691990600000.0,2811885000000.0,5528532000000.0,2290550000000.0,393412900000.0,2315297000000.0,2585092700000.0,1404961600000.0,2641535000000.0
2097.0,2626244300000.0,937944400000.0,2999448200000.0,2203411000000.0,742370600000.0,2690585200000.0,2807168000000.0,5557625000000.0,2292177700000.0,372420800000.0,2302770400000.0,2570864300000.0,1392454400000.0,2652055300000.0
2098.0,2620659300000.0,911734700000.0,2982790800000.0,2185768100000.0,725727300000.0,2684918400000.0,2801749700000.0,5589974400000.0,2298839000000.0,359229620000.0,2298797000000.0,2560466600000.0,1374321000000.0,2655289300000.0
2099.0,2607367300000.0,891666400000.0,2960872700000.0,2173351800000.0,711877260000.0,2680817500000.0,2793174000000.0,5623281000000.0,2288501700000.0,344111200000.0,2282857400000.0,2546439800000.0,1360370700000.0,2663529300000.0
2100.0,2588921600000.0,876357160000.0,2949680200000.0,2159888800000.0,695855400000.0,2673124000000.0,2779601000000.0,5658511400000.0,2281573700000.0,329548270000.0,2274408500000.0,2520971000000.0,1340702300000.0,2666117500000.0
