time,GFDL-ESM4,IITM-ESM,UKESM1-0-LL,MPI-ESM1-2-HR,CESM2-WACCM,TAIESM1,IPSL-CM6A-LR,MRI-ESM2-0,KACE-1-0-G
2026.0,3435109800000.0,3461922400000.0,3365367200000.0,3451875200000.0,3457228700000.0,3354828700000.0,3414983200000.0,3379261600000.0,3689594500000.0
2027.0,3423045200000.0,3424467800000.0,3343745500000.0,3442101200000.0,3445887300000.0,3328974800000.0,3401401500000.0,3338215400000.0,3701697400000.0
2028.0,3400121200000.0,3412883100000.0,3321934400000.0,3430802800000.0,3415228000000.0,3305398900000.0,3379296700000.0,3323566200000.0,3728473600000.0
2029.0,3386389300000.0,3398307400000.0,3283135800000.0,3425114800000.0,3389466300000.0,3285005400000.0,3351368000000.0,3294436000000.0,3748550000000.0
2030.0,3370275000000.0,3380436000000.0,3252481700000.0,3416176200000.0,3366872000000.0,3261828000000.0,3326143600000.0,3265169500000.0,3768274600000.0
2031.0,3343669000000.0,3352598200000.0,3229204600000.0,3400702400000.0,3365598400000.0,3230020700000.0,3298036000000.0,3243396000000.0,3801735800000.0
2032.0,3315076000000.0,3332123700000.0,3201711200000.0,3385278600000.0,3353249000000.0,3207945300000.0,3272232000000.0,3217164000000.0,3814833300000.0
2033.0,3295480400000.0,3313620200000.0,3164223300000.0,3379655300000.0,3323936600000.0,3181086500000.0,3251617000000.0,3187425700000.0,3829156000000.0
2034.0,3264945000000.0,3292087000000.0,3124120500000.0,3363438600000.0,3304381700000.0,3143402300000.0,3229220300000.0,3166920000000.0,3852384300000.0
2035.0,3259049000000.0,3298754600000.0,3086492600000.0,3348186000000.0,3299497500000.0,3091441400000.0,3199914200000.0,3145604500000.0,3865212400000.0
2036.0,3241359400000.0,3282758000000.0,3045790300000.0,3321069000000.0,3273059500000.0,3051842000000.0,3184768300000.0,3109578300000.0,3877746500000.0
2037.0,3223166600000.0,3257143700000.0,3013672700000.0,3308636000000.0,3251568000000.0,3015361000000.0,3156442300000.0,3073773000000.0,3896465000000.0
2038.0,3215656500000.0,3232299000000.0,2976190300000.0,3290023000000.0,3226560400000.0,2979105000000.0,3127076200000.0,3039011800000.0,3914830200000.0
2039.0,3194965200000.0,3230046000000.0,2941287400000.0,3280399800000.0,3206796000000.0,2948593600000.0,3124568300000.0,3003751000000.0,3931658800000.0
2040.0,3174540200000.0,3213939700000.0,2899163000000.0,3273176400000.0,3203969300000.0,2916330500000.0,3103519100000.0,2972382100000.0,3940520300000.0
2041.0,3159345600000.0,3201630000000.0,2861328000000.0,3257488400000.0,3182636000000.0,2886623000000.0,3086536000000.0,2939969300000.0,3958378000000.0
2042.0,3158838000000.0,3188520000000.0,2818804300000.0,3245390200000.0,3167488800000.0,2864206300000.0,3067675100000.0,2903384000000.0,3982594000000.0
2043.0,3147560400000.0,3169826400000.0,2773295000000.0,3244361300000.0,3164879500000.0,2829493500000.0,3046531400000.0,2860983500000.0,4008479000000.0
2044.0,3135408700000.0,3153981300000.0,2733220300000.0,3234551800000.0,3138351300000.0,2790008300000.0,3025010000000.0,2834447200000.0,4034486900000.0
2045.0,3121853500000.0,3134906700000.0,2679725000000.0,3229163200000.0,3121837000000.0,2763760600000.0,2992650600000.0,2809611700000.0,4061143000000.0
2046.0,3106823200000.0,3123227100000.0,2637698000000.0,3219292200000.0,3098302000000.0,2738366200000.0,2969207800000.0,2792941700000.0,4088914500000.0
2047.0,3084151400000.0,3099966800000.0,2589665800000.0,3203236000000.0,3074591800000.0,2708652000000.0,2942459700000.0,2770537800000.0,4111219300000.0
2048.0,3060909500000.0,3085381400000.0,2551191000000.0,3189180500000.0,3060304400000.0,2673608500000.0,2909480400000.0,2750512400000.0,4133100500000.0
2049.0,3040644000000.0,3062718000000.0,2506959400000.0,3177205500000.0,3047513000000.0,2636060800000.0,2893642200000.0,2741361400000.0,4158966200000.0
2050.0,3033801000000.0,3035977500000.0,2454536300000.0,3168293400000.0,3031006700000.0,2589259700000.0,2875786300000.0,2719669300000.0,4195584000000.0
2051.0,3004241800000.0,3019702500000.0,2416766000000.0,3158242200000.0,3021229800000.0,2538539300000.0,2851377300000.0,2701932400000.0,4201564900000.0
2052.0,2997592500000.0,2996712000000.0,2359479800000.0,3143475700000.0,2995249200000.0,2504105700000.0,2826239000000.0,2685702200000.0,4226667000000.0
2053.0,2983035000000.0,2950307000000.0,2308304800000.0,3136545400000.0,2960697000000.0,2475830000000.0,2800400500000.0,2660624000000.0,4242215000000.0
2054.0,2967764700000.0,2931869400000.0,2264467200000.0,3129862800000.0,2930803000000.0,2437709300000.0,2779780500000.0,2642713200000.0,4260395500000.0
2055.0,2949105800000.0,2915178600000.0,2210375700000.0,3117138600000.0,2910543400000.0,2415040000000.0,2749903400000.0,2621495300000.0,4279319100000.0
2056.0,2943262400000.0,2895643000000.0,2161258300000.0,3093288500000.0,2890748700000.0,2383361600000.0,2731104000000.0,2604759800000.0,4302126000000.0
2057.0,2931778700000.0,2868501300000.0,2124095000000.0,3079829500000.0,2874313000000.0,2330267500000.0,2706488700000.0,2588326800000.0,4320983300000.0
2058.0,2921554800000.0,2832559800000.0,2078518400000.0,3071747600000.0,2853986600000.0,2297404000000.0,2673467500000.0,2574506300000.0,4350581700000.0
2059.0,2904441000000.0,2814232200000.0,2028920100000.0,3063727000000.0,2831733800000.0,2282008300000.0,2660932000000.0,2548933900000.0,4373209700000.0
2060.0,2882681400000.0,2793684900000.0,1981380200000.0,3055347300000.0,2806267200000.0,2254780200000.0,2645123700000.0,2523468700000.0,4396459000000.0
2061.0,2864585000000.0,2760669400000.0,1938958200000.0,3045016700000.0,2779623700000.0,2222260700000.0,2616924000000.0,2503641000000.0,4414945000000.0
2062.0,2851499400000.0,2734111000000.0,1902648100000.0,3036637000000.0,2745493600000.0,2179612300000.0,2592950200000.0,2485406000000.0,4430231000000.0
2063.0,2839387600000.0,2716352600000.0,1859371300000.0,3016805000000.0,2722054800000.0,2146524000000.0,2567855000000.0,2465766300000.0,4451099000000.0
2064.0,2813520500000.0,2696379400000.0,1820896800000.0,3009571000000.0,2701065700000.0,2118392200000.0,2551538000000.0,2441641500000.0,4480499000000.0
2065.0,2776307000000.0,2656006600000.0,1780975700000.0,3004366600000.0,2685955700000.0,2089054600000.0,2540085000000.0,2422732000000.0,4499427600000.0
2066.0,2770491400000.0,2628094000000.0,1737260900000.0,2991367400000.0,2661479600000.0,2053746900000.0,2528950600000.0,2402786500000.0,4527313400000.0
2067.0,2752649000000.0,2604177800000.0,1695488500000.0,2984130600000.0,2638150400000.0,2025860600000.0,2505790000000.0,2386536200000.0,4547053400000.0
2068.0,2741662400000.0,2593536000000.0,1659553200000.0,2971329400000.0,2622195200000.0,1996369700000.0,2475924700000.0,2361681800000.0,4579593000000.0
2069.0,2736950000000.0,2570974400000.0,1622031300000.0,2951550900000.0,2601896000000.0,1955554000000.0,2457946800000.0,2351914500000.0,4611081000000.0
2070.0,2726517800000.0,2561100700000.0,1579949200000.0,2943996400000.0,2599063400000.0,1933541200000.0,2432671000000.0,2333485600000.0,4647965700000.0
2071.0,2715021700000.0,2545815000000.0,1546127100000.0,2929637200000.0,2585844500000.0,1912073000000.0,2421184800000.0,2319246700000.0,4668686600000.0
2072.0,2696529600000.0,2525374400000.0,1510045400000.0,2914274000000.0,2558531200000.0,1871016800000.0,2403570300000.0,2297711300000.0,4699654700000.0
2073.0,2690388900000.0,2517517200000.0,1475368600000.0,2906979000000.0,2538946200000.0,1829107400000.0,2383543000000.0,2287549800000.0,4723744000000.0
2074.0,2679830500000.0,2498898000000.0,1437047800000.0,2890301000000.0,2524942700000.0,1802250400000.0,2357968500000.0,2273127200000.0,4745713000000.0
2075.0,2668630600000.0,2494757300000.0,1396103000000.0,2875147200000.0,2506375800000.0,1775168500000.0,2332022300000.0,2263108300000.0,4774458600000.0
2076.0,2653598300000.0,2471289200000.0,1359155800000.0,2855017600000.0,2491247200000.0,1745584900000.0,2313439000000.0,2250756300000.0,4803648300000.0
2077.0,2643793800000.0,2447734200000.0,1322495200000.0,2840313000000.0,2489869000000.0,1719314300000.0,2291018000000.0,2232703800000.0,4831969000000.0
2078.0,2633137000000.0,2425524800000.0,1281875200000.0,2820080400000.0,2479788400000.0,1696444400000.0,2268058000000.0,2209589500000.0,4855347000000.0
2079.0,2623140000000.0,2402458800000.0,1245283600000.0,2803191000000.0,2476772000000.0,1666963200000.0,2238086400000.0,2194418200000.0,4882088600000.0
2080.0,2609500400000.0,2385812000000.0,1206360700000.0,2795060300000.0,2466147200000.0,1646246900000.0,2213568600000.0,2188248200000.0,4903881000000.0
2081.0,2597295500000.0,2364584800000.0,1176068000000.0,2786018000000.0,2458988800000.0,1612517500000.0,2190215100000.0,2172145000000.0,4934040300000.0
2082.0,2581092400000.0,2346495800000.0,1143793600000.0,2772259600000.0,2453422200000.0,1584185100000.0,2159098900000.0,2149965500000.0,4954420400000.0
2083.0,2569798200000.0,2327287400000.0,1102944500000.0,2759001000000.0,2441695000000.0,1559195400000.0,2130440600000.0,2142284500000.0,4990804400000.0
2084.0,2551034000000.0,2311349000000.0,1067765400000.0,2747500600000.0,2422246700000.0,1530001100000.0,2108122300000.0,2133347900000.0,5020007300000.0
2085.0,2544794900000.0,2304677200000.0,1034699900000.0,2736715200000.0,2420589200000.0,1494319400000.0,2075730000000.0,2122263000000.0,5054422000000.0
2086.0,2530977300000.0,2292348600000.0,1007206800000.0,2724962800000.0,2417134400000.0,1468824700000.0,2038706000000.0,2118845700000.0,5068407000000.0
2087.0,2520008400000.0,2281254000000.0,965216400000.0,2714086700000.0,2395340000000.0,1444814100000.0,2015378800000.0,2112542000000.0,5088531000000.0
2088.0,2505118600000.0,2250602700000.0,926810440000.0,2700910300000.0,2385824700000.0,1415730600000.0,1983093100000.0,2112813100000.0,5117476000000.0
2089.0,2490089900000.0,2236488600000.0,891825360000.0,2684505800000.0,2379775000000.0,1389475300000.0,1967140600000.0,2100428400000.0,5145953300000.0
2090.0,2469134300000.0,2231024500000.0,860197700000.0,2670006000000.0,2373630000000.0,1363552400000.0,1951341900000.0,2094715600000.0,5167795000000.0
2091.0,2448699200000.0,2216104000000.0,827356940000.0,2648275700000.0,2352882400000.0,1338960100000.0,1935130200000.0,2080703500000.0,5200821000000.0
2092.0,2442450000000.0,2177941400000.0,795270640000.0,2632103000000.0,2342540300000.0,1312465900000.0,1915294000000.0,2069348100000.0,5234343000000.0
2093.0,2426374500000.0,2148225500000.0,767323870000.0,2618251800000.0,2330516000000.0,1288203000000.0,1886618000000.0,2061423300000.0,5262318500000.0
2094.0,2408277900000.0,2123788800000.0,740082650000.0,2601147000000.0,2311480100000.0,1260769400000.0,1864486600000.0,2047905200000.0,5291525500000.0
2095.0,2397604000000.0,2102910400000.0,712907000000.0,2589914800000.0,2299230700000.0,1240292000000.0,1846988800000.0,2024530200000.0,5328536600000.0
2096.0,2383661000000.0,2077696900000.0,684203050000.0,2579956800000.0,2283290200000.0,1223316500000.0,1824687500000.0,2020567700000.0,5355267000000.0
2097.0,2369099700000.0,2056556500000.0,658376400000.0,2573175400000.0,2269732000000.0,1201019300000.0,1798006600000.0,2006229000000.0,5377571700000.0
2098.0,2366791000000.0,2042895100000.0,632590500000.0,2561101500000.0,2261517000000.0,1175386600000.0,1779179500000.0,1995567000000.0,5411240000000.0
2099.0,2355347800000.0,2024238700000.0,608631700000.0,2548827000000.0,2253166200000.0,1145434900000.0,1761308400000.0,1989104200000.0,5443092000000.0
2100.0,2350222000000.0,2010554300000.0,591266000000.0,2533048700000.0,2239438800000.0,1122228100000.0,1742079900000.0,1981904600000.0,5479710000000.0
